TIPO_DE_ELECCIÓN:,PRESIDENTE Y VICEPRESIDENTE
25 junio 2023 20:54 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
24585,2314,9.4122,2311,9.4000,3,890962,476417,53.4722

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,AZUL,VALOR UNIONISTA,CABAL,TODOS,VAMOS,PHG,PR,PIN,ELEFANTE,VICTORIA,SEMILLA,FCN-NACION,PPN,UR,URNG-MAIZ WINAQ,CREO,BIEN,VIVA,MI FAMILIA,CAMBIO,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,PRES-VOTAR,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
9904,"Totonicapán",8,"Totonicapán",1,1263,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9905,"Totonicapán",8,"Totonicapán",1,1263,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9906,"Totonicapán",8,"Totonicapán",1,1263,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9907,"Totonicapán",8,"Totonicapán",1,1263,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9908,"Totonicapán",8,"Totonicapán",1,1263,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9909,"Totonicapán",8,"Totonicapán",1,1263,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9910,"Totonicapán",8,"Totonicapán",1,1263,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9911,"Totonicapán",8,"Totonicapán",1,1263,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9912,"Totonicapán",8,"Totonicapán",1,1264,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9913,"Totonicapán",8,"Totonicapán",1,1264,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9914,"Totonicapán",8,"Totonicapán",1,1264,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9915,"Totonicapán",8,"Totonicapán",1,1264,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9916,"Totonicapán",8,"Totonicapán",1,1264,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9917,"Totonicapán",8,"Totonicapán",1,1265,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9918,"Totonicapán",8,"Totonicapán",1,1265,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9919,"Totonicapán",8,"Totonicapán",1,1265,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9920,"Totonicapán",8,"Totonicapán",1,1265,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9921,"Totonicapán",8,"Totonicapán",1,1266,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9922,"Totonicapán",8,"Totonicapán",1,1266,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9923,"Totonicapán",8,"Totonicapán",1,1266,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9924,"Totonicapán",8,"Totonicapán",1,1266,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9925,"Totonicapán",8,"Totonicapán",1,1266,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9926,"Totonicapán",8,"Totonicapán",1,1266,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9927,"Totonicapán",8,"Totonicapán",1,1267,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9928,"Totonicapán",8,"Totonicapán",1,1268,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9929,"Totonicapán",8,"Totonicapán",1,1268,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9930,"Totonicapán",8,"Totonicapán",1,1268,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9931,"Totonicapán",8,"Totonicapán",1,1268,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9932,"Totonicapán",8,"Totonicapán",1,1269,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9933,"Totonicapán",8,"Totonicapán",1,1269,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9934,"Totonicapán",8,"Totonicapán",1,1269,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9935,"Totonicapán",8,"Totonicapán",1,1269,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9936,"Totonicapán",8,"San Cristóbal Totonicapán",2,1270,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9937,"Totonicapán",8,"San Cristóbal Totonicapán",2,1270,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9938,"Totonicapán",8,"San Cristóbal Totonicapán",2,1270,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9939,"Totonicapán",8,"San Cristóbal Totonicapán",2,1270,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9940,"Totonicapán",8,"San Cristóbal Totonicapán",2,1271,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9941,"Totonicapán",8,"San Cristóbal Totonicapán",2,1272,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9942,"Totonicapán",8,"San Cristóbal Totonicapán",2,1272,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9943,"Totonicapán",8,"San Cristóbal Totonicapán",2,1272,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9944,"Totonicapán",8,"San Cristóbal Totonicapán",2,1272,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9945,"Totonicapán",8,"San Cristóbal Totonicapán",2,1272,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9946,"Totonicapán",8,"San Cristóbal Totonicapán",2,1273,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9947,"Totonicapán",8,"San Cristóbal Totonicapán",2,1273,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9948,"Totonicapán",8,"San Cristóbal Totonicapán",2,1273,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9949,"Totonicapán",8,"San Cristóbal Totonicapán",2,1273,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9950,"Totonicapán",8,"San Cristóbal Totonicapán",2,1274,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9951,"Totonicapán",8,"San Cristóbal Totonicapán",2,1274,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9952,"Totonicapán",8,"San Cristóbal Totonicapán",2,1274,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9953,"Totonicapán",8,"San Cristóbal Totonicapán",2,1274,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9954,"Totonicapán",8,"San Cristóbal Totonicapán",2,1274,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9955,"Totonicapán",8,"San Cristóbal Totonicapán",2,1275,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9956,"Totonicapán",8,"San Cristóbal Totonicapán",2,1275,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9957,"Totonicapán",8,"San Cristóbal Totonicapán",2,1276,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9958,"Totonicapán",8,"San Cristóbal Totonicapán",2,1276,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9959,"Totonicapán",8,"San Cristóbal Totonicapán",2,1277,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9960,"Totonicapán",8,"San Cristóbal Totonicapán",2,1277,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9961,"Totonicapán",8,"San Cristóbal Totonicapán",2,1278,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9962,"Totonicapán",8,"San Cristóbal Totonicapán",2,1278,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9963,"Totonicapán",8,"San Cristóbal Totonicapán",2,1278,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9964,"Totonicapán",8,"San Cristóbal Totonicapán",2,1278,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9965,"Totonicapán",8,"San Cristóbal Totonicapán",2,1278,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9966,"Totonicapán",8,"San Cristóbal Totonicapán",2,1279,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9967,"Totonicapán",8,"San Cristóbal Totonicapán",2,1279,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9968,"Totonicapán",8,"San Cristóbal Totonicapán",2,1279,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9969,"Totonicapán",8,"San Cristóbal Totonicapán",2,1280,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9970,"Totonicapán",8,"San Cristóbal Totonicapán",2,1280,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9971,"Totonicapán",8,"San Cristóbal Totonicapán",2,1280,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9972,"Totonicapán",8,"San Cristóbal Totonicapán",2,1281,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9973,"Totonicapán",8,"San Cristóbal Totonicapán",2,1281,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9974,"Totonicapán",8,"San Cristóbal Totonicapán",2,1281,247,14,1,5,6,0,6,1,0,0,1,1,4,0,4,0,2,0,7,20,0,0,3,75,16,3,94,0,94,--,247,153,94,75,94,94,Algún campo sin dato,1,832d86c6fd55ebd5b9aea67ea4810cdd5ab2bbf6c6fdbe4ea3c5d40f173784a5,25/06/2023 19:51:12,ESCANER
9975,"Totonicapán",8,"San Cristóbal Totonicapán",2,1281,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9976,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9977,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9978,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,380,37,1,20,20,0,11,0,1,0,1,6,12,1,3,5,6,0,5,22,1,0,7,159,28,32,219,0,219,--,379,160,219,159,219,219,Algún campo sin dato,1,8ac04b85481c4734bbf427334d156a42e2c91f999d76862f058cbb250f12ead0,25/06/2023 20:24:56,ESCANER
9979,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,380,28,0,22,43,1,11,0,1,1,2,5,12,0,7,1,6,3,10,21,2,0,6,248,41,25,248,0,248,--,380,132,248,182,248,248,Sumas Asentadas sin cuadrar,1,3aaac08ba8942f7608e44ff56f9c4221727018040416b3000eb0045d3617cf4b,25/06/2023 20:51:02,ESCANER
9980,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,380,24,1,8,20,0,15,1,4,0,0,3,23,1,4,0,3,0,7,27,1,1,15,158,28,5,191,0,191,--,379,188,191,158,191,191,Algún campo sin dato,1,9d9fa16f1b0856da8259bad65b6d244954aa6a66ec543c504cee99566baf455f,25/06/2023 19:48:41,ESCANER
9981,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,380,20,2,25,21,0,5,1,0,0,1,11,35,0,3,4,3,0,7,27,0,1,16,182,24,9,215,0,215,--,380,165,215,182,215,215,Algún campo sin dato,1,9235822a874646ab75654a97399b8cfcfcc4bc89accac5a574f3de1ada35e0ae,25/06/2023 20:20:29,ESCANER
9982,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,273,14,1,11,13,0,9,1,0,0,3,7,30,1,1,0,0,1,5,19,1,0,8,125,18,6,149,0,149,--,273,124,149,125,149,149,Algún campo sin dato,1,b2bf6ed1f463d4b2bc36812b1cbc1d879ff14c9a727fa75a3bffc3cda1c55769,25/06/2023 20:25:28,ESCANER
9983,"Totonicapán",8,"San Cristóbal Totonicapán",2,1282,273,13,0,15,10,2,3,1,0,0,0,4,13,2,1,3,3,0,4,12,2,0,9,97,19,6,122,0,122,--,273,151,122,97,122,122,Algún campo sin dato,1,60a2f2d4931f54ffa1c2ffbfdd13a448052382dc1e94bf2506dece68495ca231,25/06/2023 20:13:36,ESCANER
9984,"Totonicapán",8,"San Cristóbal Totonicapán",2,1283,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9985,"Totonicapán",8,"San Cristóbal Totonicapán",2,1283,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9986,"Totonicapán",8,"San Cristóbal Totonicapán",2,1283,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9987,"Totonicapán",8,"San Cristóbal Totonicapán",2,1284,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9988,"Totonicapán",8,"San Cristóbal Totonicapán",2,1284,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9989,"Totonicapán",8,"San Cristóbal Totonicapán",2,1285,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9990,"Totonicapán",8,"San Cristóbal Totonicapán",2,1285,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9991,"Totonicapán",8,"San Cristóbal Totonicapán",2,1285,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9992,"Totonicapán",8,"San Cristóbal Totonicapán",2,1285,380,14,4,22,22,0,7,0,1,0,3,18,42,0,6,3,5,3,4,40,3,1,20,218,27,7,252,0,252,--,380,128,252,218,252,252,Algún campo sin dato,1,caf343927153165393d699036f45acbbbd79a6caf8df9475f5ec996950737cc7,25/06/2023 20:35:38,ESCANER
9993,"Totonicapán",8,"San Cristóbal Totonicapán",2,1285,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9994,"Totonicapán",8,"San Cristóbal Totonicapán",2,1285,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9995,"Totonicapán",8,"San Cristóbal Totonicapán",2,1286,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9996,"Totonicapán",8,"San Cristóbal Totonicapán",2,1286,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9997,"Totonicapán",8,"San Cristóbal Totonicapán",2,1287,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9998,"Totonicapán",8,"San Cristóbal Totonicapán",2,1287,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9999,"Totonicapán",8,"San Cristóbal Totonicapán",2,1288,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10000,"Totonicapán",8,"San Cristóbal Totonicapán",2,1288,575,4,3,7,6,0,2,0,3,0,1,0,9,0,1,0,2,1,6,6,4,1,13,69,8,2,79,0,79,0,575,496,79,69,79,79,,1,a9f575201de3b231d9ee0f233be2ecc7b56c87ab4a86d77cbe22225b798c0dbc,25/06/2023 20:51:47,ESCANER
10001,"Totonicapán",8,"San Francisco El Alto",3,1289,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10002,"Totonicapán",8,"San Francisco El Alto",3,1289,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10003,"Totonicapán",8,"San Francisco El Alto",3,1289,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10004,"Totonicapán",8,"San Francisco El Alto",3,1289,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10005,"Totonicapán",8,"San Francisco El Alto",3,1290,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10006,"Totonicapán",8,"San Francisco El Alto",3,1290,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10007,"Totonicapán",8,"San Francisco El Alto",3,1290,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10008,"Totonicapán",8,"San Francisco El Alto",3,1290,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10009,"Totonicapán",8,"San Francisco El Alto",3,1291,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10010,"Totonicapán",8,"San Francisco El Alto",3,1291,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10011,"Totonicapán",8,"San Francisco El Alto",3,1291,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10012,"Totonicapán",8,"San Francisco El Alto",3,1291,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10013,"Totonicapán",8,"San Francisco El Alto",3,1291,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10014,"Totonicapán",8,"San Francisco El Alto",3,1292,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10015,"Totonicapán",8,"San Francisco El Alto",3,1292,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10016,"Totonicapán",8,"San Francisco El Alto",3,1292,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10017,"Totonicapán",8,"San Francisco El Alto",3,1292,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10018,"Totonicapán",8,"San Francisco El Alto",3,1293,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10019,"Totonicapán",8,"San Francisco El Alto",3,1293,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10020,"Totonicapán",8,"San Francisco El Alto",3,1293,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10021,"Totonicapán",8,"San Francisco El Alto",3,1294,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10022,"Totonicapán",8,"San Francisco El Alto",3,1294,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10023,"Totonicapán",8,"San Francisco El Alto",3,1295,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10024,"Totonicapán",8,"San Francisco El Alto",3,1295,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10025,"Totonicapán",8,"San Francisco El Alto",3,1296,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10026,"Totonicapán",8,"San Francisco El Alto",3,1296,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10027,"Totonicapán",8,"San Francisco El Alto",3,1296,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10028,"Totonicapán",8,"San Francisco El Alto",3,1296,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10029,"Totonicapán",8,"San Francisco El Alto",3,1296,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10030,"Totonicapán",8,"San Francisco El Alto",3,1297,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10031,"Totonicapán",8,"San Francisco El Alto",3,1297,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10032,"Totonicapán",8,"San Francisco El Alto",3,1297,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10033,"Totonicapán",8,"San Francisco El Alto",3,1297,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10034,"Totonicapán",8,"San Francisco El Alto",3,1297,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10035,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10036,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10037,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10038,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10039,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10040,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10041,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10042,"Totonicapán",8,"San Francisco El Alto",3,1298,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10043,"Totonicapán",8,"San Francisco El Alto",3,1299,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10044,"Totonicapán",8,"San Francisco El Alto",3,1299,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10045,"Totonicapán",8,"San Francisco El Alto",3,1299,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10046,"Totonicapán",8,"San Francisco El Alto",3,1299,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10047,"Totonicapán",8,"San Francisco El Alto",3,1299,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10048,"Totonicapán",8,"San Francisco El Alto",3,1299,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10049,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10050,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10051,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10052,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10053,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10054,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10055,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10056,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10057,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10058,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10059,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10060,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10061,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10062,"Totonicapán",8,"San Francisco El Alto",3,1300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10063,"Totonicapán",8,"San Francisco El Alto",3,1301,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10064,"Totonicapán",8,"San Francisco El Alto",3,1301,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10065,"Totonicapán",8,"San Francisco El Alto",3,1302,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10066,"Totonicapán",8,"San Francisco El Alto",3,1302,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10067,"Totonicapán",8,"San Francisco El Alto",3,1303,380,20,5,5,43,1,18,0,2,0,1,14,3,1,9,4,19,1,0,15,1,0,4,166,27,40,233,0,233,--,380,147,233,166,233,233,Algún campo sin dato,1,c2faebbc1c72de059224442cf6bbe8ba08e168b27b2b4b77fec867c9bb2c5dc2,25/06/2023 20:28:05,ESCANER
10068,"Totonicapán",8,"San Francisco El Alto",3,1303,380,30,2,8,37,1,15,0,1,0,0,11,0,2,6,0,18,1,2,17,1,0,10,162,29,44,235,0,235,--,380,145,235,162,235,235,Algún campo sin dato,1,29e1df493ccdb741e394f54c3f58db9a366bd9cfbf006350480a70215fdb93df,25/06/2023 19:59:06,ESCANER
