TIPO_DE_ELECCIÓN:,PRESIDENTE Y VICEPRESIDENTE
25 junio 2023 20:54 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
24585,2314,9.4122,2311,9.4000,3,890962,476417,53.4722

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,AZUL,VALOR UNIONISTA,CABAL,TODOS,VAMOS,PHG,PR,PIN,ELEFANTE,VICTORIA,SEMILLA,FCN-NACION,PPN,UR,URNG-MAIZ WINAQ,CREO,BIEN,VIVA,MI FAMILIA,CAMBIO,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,PRES-VOTAR,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6356,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6357,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6358,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6359,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6360,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6361,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6362,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6363,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6364,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6365,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6366,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6367,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6368,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6369,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6370,"Chimaltenango",3,"Tecpán Guatemala",6,674,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6371,"Chimaltenango",3,"Tecpán Guatemala",6,674,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6372,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6373,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6374,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6375,"Chimaltenango",3,"Tecpán Guatemala",6,675,244,25,2,18,2,5,14,0,0,0,3,6,3,2,0,0,0,2,1,11,0,0,7,101,22,5,128,0,128,--,249,121,128,101,128,128,Algún campo sin dato,1,bc2b2f2f77f8645cb1647bf152e12b4cb9721813e290039142c9a070ff4b8220,25/06/2023 20:20:08,ESCANER
6376,"Chimaltenango",3,"Tecpán Guatemala",6,675,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6377,"Chimaltenango",3,"Tecpán Guatemala",6,676,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6378,"Chimaltenango",3,"Tecpán Guatemala",6,676,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6379,"Chimaltenango",3,"Tecpán Guatemala",6,676,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6380,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6381,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6382,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6383,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6384,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6385,"Chimaltenango",3,"Tecpán Guatemala",6,677,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6386,"Chimaltenango",3,"Tecpán Guatemala",6,677,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6387,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6388,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6389,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,6,3,15,14,11,15,1,5,1,3,6,32,2,2,2,7,5,5,16,2,1,18,172,44,12,228,0,228,--,600,372,228,172,228,228,Algún campo sin dato,1,d841e2a273016461a6a20430017b063e948dd4b7cec2aedce3ec8afde5547bbb,25/06/2023 20:39:58,ESCANER
6390,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6391,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6392,"Chimaltenango",3,"Patzún",7,679,400,27,6,11,34,1,8,1,2,1,3,3,52,5,0,2,30,0,2,31,4,0,23,246,42,8,296,0,296,--,393,97,296,246,296,296,Algún campo sin dato,1,cf560b244b661f85f50bd6a7f589a59ef65416e11ef9269be8a965a155aebb7a,25/06/2023 20:43:17,ESCANER
6393,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6394,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6395,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6396,"Chimaltenango",3,"Patzún",7,679,400,34,2,8,38,6,15,1,0,0,2,4,51,4,0,2,23,3,6,26,3,1,22,251,46,9,306,0,306,--,400,94,306,251,306,306,Algún campo sin dato,1,267743bfd993b38b760a77cbbce718c0e337c4ef50545d2f5bd46b4a539210df,25/06/2023 20:38:39,ESCANER
6397,"Chimaltenango",3,"Patzún",7,679,400,36,5,16,40,2,18,0,1,1,3,3,54,2,3,1,28,3,4,24,7,0,23,274,41,8,323,0,323,--,400,74,323,274,323,323,Algún campo sin dato,1,acf8a96f1e4916f955c7935362635045e87f0efc6b4bdd600b712d83855ce294,25/06/2023 20:23:21,ESCANER
6398,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6399,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6400,"Chimaltenango",3,"Patzún",7,679,400,31,3,9,41,4,13,1,3,1,2,4,48,3,1,5,25,2,4,27,1,0,25,253,48,10,311,0,311,--,395,84,311,253,311,311,Algún campo sin dato,1,7b8680c1ed6a2b276075d4c23347d951517e99a02be8eb570e489d30013b7ba6,25/06/2023 20:13:00,ESCANER
6401,"Chimaltenango",3,"Patzún",7,679,400,13,5,15,44,3,12,0,4,0,1,4,47,1,0,7,15,2,7,31,4,0,19,234,51,15,300,0,300,--,400,100,300,234,300,300,Algún campo sin dato,1,feb4998dc2a86a4e5d65dd24a701a8db4d953382308a2a2e07829c897d782aa3,25/06/2023 20:07:48,ESCANER
6402,"Chimaltenango",3,"Patzún",7,679,400,27,6,16,43,2,15,0,0,1,3,12,51,5,0,5,22,3,6,28,8,0,14,267,33,9,309,0,309,--,400,91,309,267,309,309,Algún campo sin dato,1,1bbf4985df4d325ff679ab58dd99c9e5d1d2321cfe069cdef6cf19219351cdbe,25/06/2023 20:33:27,ESCANER
6403,"Chimaltenango",3,"Patzún",7,679,400,31,5,22,31,3,13,0,2,1,2,4,43,7,4,3,23,2,4,32,2,0,27,261,41,7,309,0,309,--,399,90,309,261,309,309,Algún campo sin dato,1,fc4210cd93e3033b9f1c5a2da661e6d68ba275b020c09a46aec93f0d41b1380c,25/06/2023 20:25:07,ESCANER
6404,"Chimaltenango",3,"Patzún",7,679,400,27,2,16,37,2,21,1,4,2,0,7,50,5,3,2,19,1,5,31,1,0,12,248,43,8,299,0,299,--,400,101,299,248,299,299,Algún campo sin dato,1,e6d93abe0b447081dceb98c67f07a538d81f5738de649a0f53507198d403e1ec,25/06/2023 20:17:06,ESCANER
6405,"Chimaltenango",3,"Patzún",7,679,400,22,4,10,44,3,11,2,3,2,2,9,39,1,3,4,23,4,3,41,9,0,14,253,51,11,315,0,315,--,400,85,315,253,315,315,Algún campo sin dato,1,aa8bfe1b6b157bd4892419d21307c2d36f02e373ef76502b2134747ecb279898,25/06/2023 20:52:07,ESCANER
6406,"Chimaltenango",3,"Patzún",7,679,400,42,1,17,31,3,23,0,3,1,6,8,43,1,2,4,18,3,6,27,2,0,21,262,44,10,316,0,316,--,400,84,316,262,316,316,Algún campo sin dato,1,9edbd7c9f66dcfb1be1c37291cfb20743e80d8175dd875f3288fc8125dd9e666,25/06/2023 19:50:57,ESCANER
6407,"Chimaltenango",3,"Patzún",7,679,400,18,0,14,35,3,7,0,0,0,4,3,64,1,1,3,14,0,6,36,2,0,27,238,35,4,277,0,277,--,404,127,277,238,277,277,Algún campo sin dato,1,4073d216169423e6679f04e4093fd94ef9f3e3868fbddaeb496848630496afd9,25/06/2023 20:49:48,ESCANER
6408,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6409,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6410,"Chimaltenango",3,"Patzún",7,679,400,26,3,9,36,2,14,0,0,2,2,3,46,1,1,4,15,1,5,27,3,0,27,227,44,7,278,0,278,0,400,122,278,227,278,278,,1,e2440d8d51128fce8855981be25f5b0e0eb7f0b0dfa23b9f95a981fefb994c09,25/06/2023 20:47:16,ESCANER
6411,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6412,"Chimaltenango",3,"Patzún",7,679,400,32,0,21,31,1,11,0,3,0,2,4,59,1,1,4,17,1,7,31,4,0,12,242,43,11,296,0,296,--,400,104,296,242,296,296,Algún campo sin dato,1,2be9f3150a95bb33fb2013a1549ce5230dea91bc700e3cb6e439e356faef0bda,25/06/2023 20:29:38,ESCANER
6413,"Chimaltenango",3,"Patzún",7,679,400,18,5,17,47,4,9,1,1,0,2,5,56,6,1,2,14,2,6,25,3,1,19,244,27,14,285,0,285,--,403,118,400,244,285,285,Algún campo sin dato,1,19f4a4bbced36b426bebd01960f0feb376aa1a56195be2941f4845e643b6d8a9,25/06/2023 20:45:46,ESCANER
6414,"Chimaltenango",3,"Patzún",7,679,400,33,1,11,36,0,9,0,0,2,1,7,59,5,0,2,20,2,11,33,4,0,29,265,34,4,303,0,303,--,400,97,303,265,303,303,Algún campo sin dato,1,aae2fe95620302f6bea900001810e1fca2bfc7030acd6a6a6fb5679eb897458a,25/06/2023 20:31:58,ESCANER
6415,"Chimaltenango",3,"Patzún",7,679,400,39,5,15,23,1,14,0,2,0,1,5,44,2,1,2,23,2,4,34,2,1,17,237,33,14,284,0,284,--,402,118,284,237,284,284,Algún campo sin dato,1,f03e00d18a0bc5bfa59bbc228e575fa6626942a09e4e3368392787f62ef4231c,25/06/2023 19:38:39,ESCANER
6416,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6417,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6418,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6419,"Chimaltenango",3,"Patzún",7,680,400,39,4,12,28,1,9,0,1,0,2,5,48,0,0,2,17,1,7,30,2,0,18,226,24,10,260,0,260,--,399,139,260,226,260,260,Algún campo sin dato,1,45469aa7c6f9033cc3c7158f318a1b20964bd19904d0c98439c5ed8eddb45e1b,25/06/2023 19:48:20,ESCANER
6420,"Chimaltenango",3,"Patzún",7,680,400,23,2,9,29,1,9,1,1,0,1,5,88,2,2,4,11,3,7,30,0,0,23,251,27,3,281,0,281,--,400,119,281,251,281,281,Algún campo sin dato,1,203654011a4bf34da4ea8da7eec7e142d50b17c9f408d3307bdf56fc16febb8b,25/06/2023 20:00:39,ESCANER
6421,"Chimaltenango",3,"Patzún",7,680,400,21,1,14,29,2,17,1,1,1,1,5,87,9,1,0,12,1,10,14,3,0,20,250,28,5,283,0,283,--,447,164,283,250,283,283,Algún campo sin dato,1,fd3b291b94c9345ffaecb5c0371d7e1704f8c9c24d44d30ce367a513b1175d44,25/06/2023 20:15:37,ESCANER
6422,"Chimaltenango",3,"Patzún",7,680,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6423,"Chimaltenango",3,"Patzún",7,680,400,28,1,14,24,3,8,1,0,0,1,3,114,1,0,0,11,0,4,20,0,0,22,282,22,5,255,0,282,--,409,127,282,255,282,282,Sumas Asentadas sin cuadrar,1,0ea52656470d1bbf114fd4f92e84d8c04e7975c4fb3653d1808d657c8d0595ce,25/06/2023 20:19:15,ESCANER
6424,"Chimaltenango",3,"Patzún",7,680,400,17,3,15,27,1,11,0,0,0,1,3,103,0,1,0,8,0,5,33,1,0,26,255,21,4,280,0,280,--,400,120,280,255,280,280,Algún campo sin dato,1,e67f6df3d8b4a0871a3310300aadb6dae1a8dba8d47cd4f92136dac6e2230268,25/06/2023 20:02:41,ESCANER
6425,"Chimaltenango",3,"Patzún",7,680,400,14,1,6,26,0,10,3,1,0,3,6,119,5,0,2,16,1,5,26,0,1,22,267,31,2,300,0,300,--,403,103,300,267,300,300,Algún campo sin dato,1,62f8091c45859288e7bc07e33f86d0fa9eb774ea86e960c5219fae07031240e7,25/06/2023 20:20:13,ESCANER
6426,"Chimaltenango",3,"Patzún",7,680,400,24,2,11,26,1,7,0,0,1,2,1,134,3,0,1,14,1,7,22,0,0,24,281,25,2,308,0,308,--,400,92,308,281,308,308,Algún campo sin dato,1,d3201cf20a67dfbfe279224db4a39a7b064bc3bc2d6e0f2cbad482529a9ec56d,25/06/2023 19:30:18,ESCANER
6427,"Chimaltenango",3,"Patzún",7,680,226,21,0,9,18,1,4,1,1,1,1,0,48,1,0,2,6,1,0,16,0,0,12,143,22,1,166,0,166,--,226,60,226,143,166,166,Algún campo sin dato,1,37140e8d0a536309984e8314933d690382742a194d59c4600e9b00159b388229,25/06/2023 19:30:51,ESCANER
6428,"Chimaltenango",3,"Patzún",7,680,226,13,2,7,14,1,6,0,0,1,1,2,20,1,0,3,4,0,5,16,1,0,4,101,13,4,118,0,118,--,226,108,118,101,118,118,Algún campo sin dato,1,52342129d86b066938bdf5bec52919b3717f0b6ce4143ea9d399fed307c15776,25/06/2023 20:38:06,ESCANER
6429,"Chimaltenango",3,"Patzún",7,681,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6430,"Chimaltenango",3,"Patzún",7,681,400,64,1,22,18,1,53,0,2,1,1,0,15,3,1,4,7,0,6,23,0,0,12,234,30,31,295,0,295,--,--,--,295,234,295,295,Algún campo sin dato,1,c3695ccdf887f2e790488d080089625bbf09d04a5f1b44d869fd338a1e04c236,25/06/2023 20:20:18,ESCANER
6431,"Chimaltenango",3,"Patzún",7,681,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6432,"Chimaltenango",3,"Patzún",7,681,400,44,3,19,27,1,51,0,1,0,0,5,17,3,0,2,15,3,3,28,2,0,8,232,32,32,296,0,296,--,400,104,400,232,296,296,Algún campo sin dato,1,af046c244b16a8681bfb022745fd479a135062647ef1c5022ebe3d46f79043e6,25/06/2023 20:11:53,ESCANER
6433,"Chimaltenango",3,"Patzún",7,681,400,47,4,23,15,3,31,0,0,0,0,3,23,2,1,3,15,2,0,31,2,0,8,213,37,22,272,0,272,--,400,128,272,213,272,272,Algún campo sin dato,1,1994875eaefcd17398719b517bf322813ca345fc12120afdd9f94b5c004db93e,25/06/2023 20:37:53,ESCANER
6434,"Chimaltenango",3,"Patzún",7,681,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6435,"Chimaltenango",3,"Patzún",7,681,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6436,"Chimaltenango",3,"Patzún",7,681,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6437,"Chimaltenango",3,"Patzún",7,681,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6438,"Chimaltenango",3,"Patzún",7,681,298,26,0,7,16,5,24,1,0,0,1,2,45,3,0,1,4,1,0,26,0,1,14,177,17,12,206,0,206,--,303,97,206,177,206,206,Algún campo sin dato,1,bc50eee4d867c4f3cd5777b8b52bbaae352e41fa5187adc09e7f57eb7897f23e,25/06/2023 19:59:09,ESCANER
6439,"Chimaltenango",3,"Patzún",7,681,298,43,0,11,12,4,30,0,0,1,0,1,23,0,4,0,3,0,2,17,0,1,7,159,16,11,186,0,186,--,304,118,186,159,186,186,Algún campo sin dato,1,b93c697c44f46561836c6475a6d3387780aaf9603a94eabae45b92820f8f7f0e,25/06/2023 20:10:20,ESCANER
6440,"Chimaltenango",3,"Patzún",7,682,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6441,"Chimaltenango",3,"Patzún",7,682,380,66,4,18,8,1,63,1,2,0,1,5,10,0,2,1,10,4,0,26,1,1,5,229,32,12,273,0,273,--,380,107,273,229,273,273,Algún campo sin dato,1,a9d7f2d5aecb9a0715ab4b93791b014846e510751b89437a0feed959ce71ae3c,25/06/2023 19:46:04,ESCANER
6442,"Chimaltenango",3,"Patzún",7,682,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6443,"Chimaltenango",3,"Patzún",7,682,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6444,"Chimaltenango",3,"Patzún",7,682,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6445,"Chimaltenango",3,"Patzún",7,682,226,22,0,3,6,2,34,0,1,1,0,1,12,1,0,1,5,0,3,28,1,0,3,124,17,2,143,0,143,--,226,83,143,124,143,143,Algún campo sin dato,1,fdfb9f2f361bf488fc2d4fecfdbcfd0e87220de22c3856d5136af4935424100c,25/06/2023 19:43:48,ESCANER
6446,"Chimaltenango",3,"Patzún",7,682,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6447,"Chimaltenango",3,"Patzún",7,683,380,65,2,42,6,4,40,0,1,0,0,3,1,3,1,0,4,2,0,27,1,2,1,205,26,24,255,0,255,--,380,125,255,205,255,255,Algún campo sin dato,1,64663ac0fe8bc39d469b53806666e8d11a2c83c7448a9c18e4a1d85ccdfd4162,25/06/2023 19:59:50,ESCANER
6448,"Chimaltenango",3,"Patzún",7,683,380,58,3,42,4,3,21,0,1,0,3,2,6,3,1,0,6,1,0,23,4,0,2,183,38,35,256,0,256,--,382,126,256,183,256,256,Algún campo sin dato,1,c17e48b37c0b3638e0aa92adf3d11214ff761d72016d772f0bd73cf086064125,25/06/2023 20:19:46,ESCANER
6449,"Chimaltenango",3,"Patzún",7,683,380,71,2,38,5,3,25,0,2,0,0,5,2,5,2,0,4,0,0,28,0,0,6,198,41,30,269,0,269,--,380,111,269,198,269,269,Algún campo sin dato,1,efba958d6404a01887996a62c7d002d5588b091b1e105af4913398021e8b3746,25/06/2023 19:50:41,ESCANER
6450,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6451,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6452,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6453,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6454,"Chimaltenango",3,"Patzún",7,683,380,57,1,28,6,0,29,0,1,0,1,3,9,5,1,3,11,0,0,40,0,0,4,199,29,28,256,0,256,--,391,135,256,199,256,256,Algún campo sin dato,1,0e28033535eafc155fa4ccc39b269fced0ba731d443676f32a080677fd79437b,25/06/2023 20:42:51,ESCANER
6455,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6456,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6457,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6458,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6459,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6460,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6461,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6462,"Chimaltenango",3,"Patzún",7,683,380,58,2,50,8,6,24,--,1,--,--,--,12,2,--,1,4,--,--,31,--,--,3,202,31,19,252,5,257,--,380,123,--,202,252,257,Algún campo sin dato,1,cd44ac9a75ae69aa9ee37aebe840527d7f08693648fa69d83d1930134dc7255c,25/06/2023 20:40:12,ESCANER
6463,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6464,"Chimaltenango",3,"Patzún",7,683,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6465,"Chimaltenango",3,"Patzún",7,683,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6466,"Chimaltenango",3,"Patzún",7,683,204,31,0,22,3,1,8,0,0,0,0,7,4,0,0,0,1,1,1,16,2,0,0,97,17,13,127,0,127,--,204,77,127,97,127,127,Algún campo sin dato,1,7b42b650c8b6497a0220c7f242a47fe6c75b8d770ea36a95c1f538210eb924b8,25/06/2023 20:10:59,ESCANER
6467,"Chimaltenango",3,"Patzún",7,684,380,75,0,7,11,3,32,1,1,0,0,4,6,0,4,2,10,0,0,9,0,0,5,170,30,26,226,0,226,--,380,154,226,170,226,226,Algún campo sin dato,1,911d745f10c2b07d303e7536aeaf8aafe4dbbd82faf277bd002eb1c092badb20,25/06/2023 20:44:06,ESCANER
6468,"Chimaltenango",3,"Patzún",7,684,380,89,3,8,17,3,33,0,0,0,1,2,4,2,2,2,10,0,1,26,1,0,1,205,28,26,259,0,259,--,380,121,259,205,259,259,Algún campo sin dato,1,4b4a05453672fb56bd38cd4e4556afd745c11917ca5c5d19ffbd4b20457b2494,25/06/2023 19:52:43,ESCANER
6469,"Chimaltenango",3,"Patzún",7,684,380,92,3,14,17,1,45,0,0,0,0,1,8,3,1,0,8,2,0,25,1,1,2,224,33,22,279,0,279,--,380,101,279,224,279,279,Algún campo sin dato,1,4e5cddfc7869f43b1127306ed80839d0690691de66f83879ec035919eb25c737,25/06/2023 20:51:06,ESCANER
6470,"Chimaltenango",3,"Patzún",7,684,380,56,2,15,12,3,34,1,3,0,0,4,14,2,1,2,9,0,4,20,1,0,2,185,39,27,251,0,251,--,380,129,251,185,251,251,Algún campo sin dato,1,d036092ed7b69eea870172a074ed563b7e2ca6c0f9a126cde5eecf57e879f8dc,25/06/2023 20:53:38,ESCANER
6471,"Chimaltenango",3,"Patzún",7,684,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6472,"Chimaltenango",3,"Patzún",7,684,380,68,7,14,23,9,36,3,1,0,2,2,9,3,4,1,19,2,0,13,3,0,5,224,32,20,276,0,276,--,380,104,276,224,276,276,Algún campo sin dato,1,0da21ea7b7804334ee702a18889d67409066e5ecde13dc80403ee8fa44f7d59b,25/06/2023 19:46:20,ESCANER
6473,"Chimaltenango",3,"Patzún",7,684,380,70,0,8,5,7,40,1,1,0,0,1,10,3,2,3,11,0,1,16,1,0,2,182,20,14,216,0,216,--,383,164,216,182,216,216,Algún campo sin dato,1,96bb3a528c82dabcf0543873a4bae9334bd60a597854850b8c79491a0b56c396,25/06/2023 19:36:19,ESCANER
6474,"Chimaltenango",3,"Patzún",7,684,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6475,"Chimaltenango",3,"Patzún",7,684,380,65,2,13,5,4,30,0,1,0,0,3,13,1,0,0,14,0,1,11,2,0,4,169,39,12,220,0,220,--,380,160,220,169,220,220,Algún campo sin dato,1,1058840eed9bf56f3894b7f885ec8918f0ca005a78dfe9e36447ecfb6028e7d0,25/06/2023 20:07:35,ESCANER
6476,"Chimaltenango",3,"Patzún",7,684,380,66,2,13,11,4,32,0,0,0,0,4,8,5,2,1,6,1,1,24,1,0,4,185,22,16,223,0,223,--,380,157,223,185,223,223,Algún campo sin dato,1,6fd66aa12effebc9996d552e7bf38bcdeeb61569adfc82b1fcbc2cbf24b535fc,25/06/2023 20:04:24,ESCANER
