TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
26 junio 2023 00:28 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,420,45.5531,420,45.5531,0,154345,99799,64.6596

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6506,"Chimaltenango",3,"Patzicía",9,691,400,16,3,32,2,8,23,3,0,17,9,5,5,0,3,2,9,4,11,19,7,2,3,8,1,15,2,209,45,59,313,0,313,--,400,87,209,313,313,Algún campo sin dato,1,98a520abe1cf72d4c9b91a9978a4919668f3ff790603b1646105124fee869a11,25/06/2023 23:40:09,ESCANER
6507,"Chimaltenango",3,"Patzicía",9,691,400,16,1,29,1,15,15,0,2,13,8,2,2,0,0,13,9,2,6,22,2,1,2,4,6,25,6,202,41,64,307,0,307,--,400,93,202,307,307,Algún campo sin dato,1,3d6890839845dfdbd0cee4be3a9aa9a0fbba018bce22f76d1f0951ce7a53bf1a,25/06/2023 23:26:23,ESCANER
6508,"Chimaltenango",3,"Patzicía",9,691,400,25,5,25,1,14,27,1,4,25,6,2,1,1,5,7,9,3,2,21,3,2,4,1,3,14,15,226,40,50,316,0,316,--,400,84,226,316,316,Algún campo sin dato,1,d43ce9866e2e99699e20cadd4bcd88795f8ef933e1392f87c185080969c2788a,25/06/2023 23:51:31,ESCANER
6509,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6510,"Chimaltenango",3,"Patzicía",9,691,400,23,5,43,1,19,20,0,4,16,3,3,3,2,1,2,12,3,5,18,2,4,2,6,0,21,5,223,62,38,323,0,323,--,400,77,223,323,323,Algún campo sin dato,1,c631c43fcf55e90ce476cc47f4bd9c1f457e625e2530f11b90c425de4b44ddc8,25/06/2023 22:15:13,ESCANER
6511,"Chimaltenango",3,"Patzicía",9,691,400,20,1,36,2,20,18,1,1,18,8,3,3,0,1,6,10,2,4,22,3,2,4,4,4,15,13,221,35,64,320,0,320,--,400,80,221,320,320,Algún campo sin dato,1,be457a003159590cc1b1e4026e73dac0dea13eb2d625f084aff2ebf1df9c09ba,26/06/2023 00:03:14,ESCANER
6512,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6513,"Chimaltenango",3,"Patzicía",9,691,400,11,4,27,2,19,22,0,4,10,9,4,2,0,2,9,6,3,9,14,4,5,1,11,4,29,9,220,36,28,284,0,284,--,404,120,220,284,284,Algún campo sin dato,1,8514ce6ba7d59627c5307d0d728addd68e02975f9c41ca6a41d228d72c0e527f,26/06/2023 00:22:57,ESCANER
6514,"Chimaltenango",3,"Patzicía",9,691,400,19,0,23,2,12,11,3,0,7,14,6,0,0,1,6,9,5,2,23,5,0,3,5,1,22,9,188,51,38,277,0,277,--,400,123,188,277,277,Algún campo sin dato,1,58d21d63ca2ffefad76e848edaf389723c687055a1bf38786525f0717af99ad7,25/06/2023 22:25:54,ESCANER
6515,"Chimaltenango",3,"Patzicía",9,691,400,18,1,33,1,15,15,0,4,14,9,5,8,2,3,3,12,2,4,13,5,0,0,3,1,18,10,199,35,62,296,0,296,--,407,111,199,296,296,Algún campo sin dato,1,e88df5c88a40397fe45bfb8f06fa07c550bf05ad635f2f910dffea88e85f5ff7,26/06/2023 00:25:21,ESCANER
6516,"Chimaltenango",3,"Patzicía",9,691,400,18,1,31,1,19,21,0,3,10,12,2,0,1,3,8,15,1,7,18,6,1,1,2,3,17,11,212,43,34,289,0,289,--,400,111,212,289,289,Algún campo sin dato,1,f335fef7791c90d8d85bcd96116f34feb0a4ed0bcec0d2f57b6b88dae9ff7e0f,26/06/2023 00:15:28,ESCANER
6517,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6518,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6519,"Chimaltenango",3,"Patzicía",9,691,400,16,3,24,1,15,15,3,4,12,11,1,5,0,1,8,10,4,2,18,4,3,2,2,3,24,8,199,49,24,272,0,272,--,400,128,199,272,272,Algún campo sin dato,1,02f5167969c8d9260f728df6e0be559f08602c5ccd7ec2cd39dd8fca2843fe04,26/06/2023 00:02:56,ESCANER
6520,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6521,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6522,"Chimaltenango",3,"Patzicía",9,691,400,23,5,35,1,16,13,1,5,19,3,3,2,1,1,5,16,3,4,15,3,2,4,2,1,17,9,209,41,50,300,0,300,--,400,100,209,300,300,Algún campo sin dato,1,17db2dc2c3f9c72f1b55c583611f4158414f8a3ec7e9187045794a75cce553c2,25/06/2023 22:38:31,ESCANER
6523,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6524,"Chimaltenango",3,"Patzicía",9,691,400,22,3,32,3,8,17,1,3,7,2,2,3,1,3,3,6,1,8,11,3,1,2,4,1,11,7,165,44,58,267,0,267,--,399,132,165,267,267,Algún campo sin dato,1,250a22b729f3a2cb8bcc12688cf2d4a355821bba9f6c216b88858149a58051f6,25/06/2023 23:27:33,ESCANER
6525,"Chimaltenango",3,"Patzicía",9,691,400,22,3,22,3,13,21,1,4,12,10,4,3,0,1,6,18,4,9,15,2,1,3,2,3,24,10,216,48,35,299,0,299,--,400,101,216,299,299,Algún campo sin dato,1,0936774c16cd88ffa44705ff71cd9150f0026971218213332e04ecb9dc64deb7,26/06/2023 00:23:46,ESCANER
6526,"Chimaltenango",3,"Patzicía",9,691,400,12,2,30,4,18,15,1,3,21,14,3,3,1,2,7,7,6,3,8,4,3,4,3,3,28,9,214,38,26,278,0,278,--,399,121,214,278,278,Algún campo sin dato,1,cc40757660e9f38cae7906092d6c9cb15a3d6f137e05827dcca1390fe99ba93f,25/06/2023 22:57:56,ESCANER
6527,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6528,"Chimaltenango",3,"Patzicía",9,691,400,24,0,34,2,13,21,0,5,22,17,1,2,1,0,5,7,8,4,13,1,4,1,1,0,48,13,247,35,25,307,0,307,--,400,93,247,307,307,Algún campo sin dato,1,e68318196424aac970d3ba6c6267238ffd23af1fe7aa3734fe02ab1ccbdf662a,25/06/2023 23:44:15,ESCANER
6529,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6530,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6531,"Chimaltenango",3,"Patzicía",9,691,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6532,"Chimaltenango",3,"Patzicía",9,691,240,7,1,28,1,4,12,0,4,4,5,1,0,0,0,1,7,3,1,7,0,0,0,6,0,10,4,106,23,22,151,0,151,--,237,86,106,151,151,Algún campo sin dato,1,202e73232aac097403c2456ab33e9c51a710a3fa4b0dba2a1bb161079c6d418c,25/06/2023 23:15:32,ESCANER
6533,"Chimaltenango",3,"Patzicía",9,691,240,11,0,20,0,5,11,0,2,7,2,1,1,0,2,3,5,2,0,10,4,0,3,1,0,15,6,111,15,26,152,0,152,--,240,85,111,152,152,Algún campo sin dato,1,6e3188daa767dd871d8209bc9ac07da4861a4550fd564569b23f848f8eddaca0,25/06/2023 21:20:41,ESCANER
6534,"Chimaltenango",3,"Patzicía",9,692,380,45,3,38,0,4,21,0,1,3,2,5,1,1,2,6,11,2,1,20,3,3,0,6,2,6,2,188,39,62,289,0,289,--,380,91,188,289,289,Algún campo sin dato,1,21736d736611f146b582ce27418db6e85b35279ed8576528cac066540b7525ab,25/06/2023 23:55:20,ESCANER
6535,"Chimaltenango",3,"Patzicía",9,692,380,38,1,37,3,5,26,2,4,9,3,1,1,0,4,7,17,1,3,13,4,1,0,9,1,3,6,199,56,58,313,0,313,--,380,67,199,313,313,Algún campo sin dato,1,9405a513fe7301e320c0301708acbd738b31bf8a878eab0d42ca58fec4906c03,26/06/2023 00:27:44,ESCANER
6536,"Chimaltenango",3,"Patzicía",9,692,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6537,"Chimaltenango",3,"Patzicía",9,692,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6538,"Chimaltenango",3,"Patzicía",9,692,380,26,1,37,2,7,15,4,5,5,1,2,5,2,3,12,16,0,1,21,0,0,0,2,0,4,6,177,38,29,244,0,244,--,886,666,177,244,244,Algún campo sin dato,1,afdfad9f9463389e7f0406f9685d042e167c974079f84c4ffa89bbd1b5b0eed9,26/06/2023 00:19:03,ESCANER
6539,"Chimaltenango",3,"Patzicía",9,692,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6540,"Chimaltenango",3,"Patzicía",9,692,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6541,"Chimaltenango",3,"Patzicía",9,693,380,19,2,31,5,13,40,0,2,6,3,2,1,0,4,3,9,15,3,13,1,3,2,5,1,4,11,198,41,46,285,0,285,--,380,95,198,285,285,Algún campo sin dato,1,0f02322093395f373ecd53d3f2dd8f353c8fab24f06c4d8323fc8c25a5be5e1d,26/06/2023 00:02:53,ESCANER
6542,"Chimaltenango",3,"Patzicía",9,693,380,23,4,37,3,7,50,0,0,14,2,5,1,2,0,7,11,14,1,6,2,1,0,3,0,8,11,212,44,50,306,0,306,--,380,74,212,306,306,Algún campo sin dato,1,a763ca75c2f80c05d78da6a579be6e499b3d40ceb32c094cd3c54a3568c4ce4d,25/06/2023 21:18:07,ESCANER
6543,"Chimaltenango",3,"Patzicía",9,693,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6544,"Chimaltenango",3,"Patzicía",9,693,380,15,4,28,4,3,43,3,2,9,5,1,1,0,2,5,5,9,1,15,4,4,2,2,3,19,19,208,46,32,286,0,286,--,380,94,208,286,286,Algún campo sin dato,1,5ada0ab592321b0333eee0bd9f9625d4e8297ce06d11972b6ff5a313c20e4d3d,26/06/2023 00:27:48,ESCANER
6545,"Chimaltenango",3,"Patzicía",9,693,380,15,2,35,4,7,35,3,2,10,2,2,1,0,8,2,6,5,6,11,3,2,3,4,2,17,8,195,52,21,268,0,268,--,380,112,195,268,268,Algún campo sin dato,1,4d7d78f93dbdd47a2bd886c46ae8b409268365b7e2b17e4196f9e8c019d05959,25/06/2023 23:34:39,ESCANER
6546,"Chimaltenango",3,"Patzicía",9,693,245,14,1,26,1,7,20,1,1,13,0,0,3,0,1,0,2,4,1,9,0,1,0,3,1,15,16,140,29,17,186,0,186,--,245,59,140,186,186,Algún campo sin dato,1,35e031fd1b6653e5b7615d21953d5f6f086d7b2de44064132c58eea4b0a543a0,25/06/2023 21:38:33,ESCANER
6547,"Chimaltenango",3,"Patzicía",9,693,244,7,0,19,3,5,38,0,6,3,0,1,1,0,1,7,5,4,1,5,0,1,1,4,0,12,5,129,25,21,175,0,175,0,244,69,129,175,175,,1,11435d0ea0b33adf3a14d78054b538210daaf3ae666b708e5c668dc58c2a72eb,25/06/2023 21:48:38,ESCANER
6548,"Chimaltenango",3,"Patzicía",9,694,380,22,1,50,0,5,23,0,1,3,0,4,2,0,1,5,26,1,3,5,4,0,0,4,1,4,4,169,39,89,297,0,297,--,380,83,169,297,297,Algún campo sin dato,1,d2b725e04195224b95c968ca195ea946fae1a782db0e31b4f36208a6828ecf3a,26/06/2023 00:09:07,ESCANER
6549,"Chimaltenango",3,"Patzicía",9,694,216,16,0,27,0,3,13,0,3,6,0,2,1,0,0,1,13,1,3,12,2,2,0,1,2,0,3,111,13,55,179,0,179,--,216,37,111,179,179,Algún campo sin dato,1,6128767ac19d1a1778bbb25ab75e998e22c79809fb20f453e8b4fc62381e4359,26/06/2023 00:08:50,ESCANER
6550,"Chimaltenango",3,"Patzicía",9,694,216,15,1,37,0,4,15,0,2,3,0,2,0,1,0,2,6,2,1,7,3,1,0,1,1,8,5,117,13,35,165,0,165,--,216,51,117,165,165,Algún campo sin dato,1,37d9c090bc7b7b26c6409a3f89684a219a87d98e914c905f9d5cefd56af4bb79,25/06/2023 23:12:14,ESCANER
6551,"Chimaltenango",3,"Patzicía",9,695,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6552,"Chimaltenango",3,"Patzicía",9,695,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6553,"Chimaltenango",3,"Patzicía",9,695,363,9,1,8,2,11,9,2,5,8,3,0,2,0,2,4,5,1,0,8,1,0,0,2,2,5,1,91,25,17,133,0,133,--,363,230,91,133,133,Algún campo sin dato,1,a71295b55f83048640b29d1a7d817374d7ca5ef58d1bd9108a105520f6ef4db2,25/06/2023 23:12:53,ESCANER
6554,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6555,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6556,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6557,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6558,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6559,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6560,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6561,"Chimaltenango",3,"Santa Cruz Balanyá",10,696,400,0,3,78,4,6,51,0,11,4,1,2,1,0,4,12,3,6,2,17,0,0,5,19,1,21,8,259,25,20,304,0,304,--,404,100,259,304,304,Algún campo sin dato,1,cbfafb255b9d37a94a90f59dd3769b4c645de1a33c21c39ee3e6db59e90f30b8,25/06/2023 23:56:40,ESCANER
6562,"Chimaltenango",3,"Santa Cruz Balanyá",10,697,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6563,"Chimaltenango",3,"Santa Cruz Balanyá",10,697,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6564,"Chimaltenango",3,"Santa Cruz Balanyá",10,697,260,0,0,48,1,1,46,0,2,3,2,0,0,0,5,6,6,1,1,8,1,0,3,10,1,33,8,186,13,9,208,0,208,--,260,52,186,208,208,Algún campo sin dato,1,26aa991992eb07481c952a9203817b6fa91592bf1f6bf2bea4110c2300ef570b,25/06/2023 23:40:43,ESCANER
6565,"Chimaltenango",3,"Santa Cruz Balanyá",10,697,259,0,0,57,1,1,36,0,1,3,0,1,1,0,1,7,6,1,1,7,0,1,3,9,0,17,4,158,10,11,179,0,179,--,259,80,158,179,179,Algún campo sin dato,1,4bcce01badb1ec416a2e6f1d556bd04e44abbb1b37f657c1c8509418d482c7e9,25/06/2023 23:52:18,ESCANER
6566,"Chimaltenango",3,"Santa Cruz Balanyá",10,698,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6567,"Chimaltenango",3,"Santa Cruz Balanyá",10,698,380,1,1,25,3,9,26,0,2,27,2,1,2,0,3,72,5,4,3,10,2,3,1,9,1,11,12,235,30,34,299,0,299,--,380,81,235,299,299,Algún campo sin dato,1,4199e2a02a4e7d0a7cfa246f7ba58cc4a63ea12e918306322af58033bed3f4ab,25/06/2023 23:43:37,ESCANER
6568,"Chimaltenango",3,"Santa Cruz Balanyá",10,698,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6569,"Chimaltenango",3,"Santa Cruz Balanyá",10,698,238,0,0,10,2,4,15,0,3,13,0,0,1,0,0,52,3,1,0,10,1,1,3,5,1,10,9,144,19,6,169,0,169,--,239,70,144,169,169,Algún campo sin dato,1,fd644a4816f9568e66178c1a30be080ed2a4af075c460e717c0b9779a5438a99,26/06/2023 00:12:37,ESCANER
6570,"Chimaltenango",3,"Santa Cruz Balanyá",10,698,238,1,0,10,3,3,12,0,3,17,1,0,1,1,2,48,3,4,0,7,1,4,1,4,0,14,9,149,17,4,170,0,170,--,238,68,149,170,170,Algún campo sin dato,1,c030b62773a5e35a05920bd0d999e91696e29c7b3d9276e7902814c57bbad367,25/06/2023 22:26:39,ESCANER
6571,"Chimaltenango",3,"Santa Cruz Balanyá",10,699,132,1,1,6,1,3,8,0,0,3,1,1,1,1,2,3,0,0,1,1,1,0,0,3,1,6,1,46,7,4,57,0,57,--,132,75,46,57,57,Algún campo sin dato,1,176b78f026b206fc88a95421fa71e501d359a4880595bc47f1b51789ab3cb6c9,25/06/2023 22:17:30,ESCANER
6572,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6573,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6574,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6575,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6576,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6577,"Chimaltenango",3,"Acatenango",11,700,400,13,0,28,1,3,50,1,77,2,0,1,0,0,1,1,12,2,1,9,1,2,2,25,1,6,1,240,29,43,312,0,312,0,400,88,240,312,312,,1,aa9e7eb98501f91406524012e47a116b73731abbfed309a86fb7cacc176bd2ae,26/06/2023 00:18:05,ESCANER
6578,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6579,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6580,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6581,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6582,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6583,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6584,"Chimaltenango",3,"Acatenango",11,700,400,22,0,9,2,3,31,0,58,2,1,0,0,0,2,2,17,1,2,6,2,1,5,26,3,18,7,220,30,25,275,0,275,0,396,121,220,275,275,,1,4dd252c6638d522a47258acf1413cc13948da0f22f28816909b2fa050f443043,26/06/2023 00:18:31,ESCANER
6585,"Chimaltenango",3,"Acatenango",11,700,400,39,0,4,0,3,40,0,44,3,1,0,0,0,1,4,18,1,4,5,0,0,4,29,0,12,4,216,35,27,278,0,278,0,404,126,216,278,278,,1,b2245ce951a76a3fb320584d9c5caf1236fcc383d0ac1a631d027ed6b8bee6e3,26/06/2023 00:24:49,ESCANER
6586,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6587,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6588,"Chimaltenango",3,"Acatenango",11,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6589,"Chimaltenango",3,"Acatenango",11,701,400,39,1,19,0,3,28,0,44,2,2,2,1,0,1,1,11,2,3,6,1,0,8,31,1,37,7,250,34,12,296,0,296,0,400,104,250,296,296,,1,1253b9a78582c84f3114448055421223b0b3f1c7ba126cc474ebd5d8d28046b7,25/06/2023 23:57:19,ESCANER
6590,"Chimaltenango",3,"Acatenango",11,701,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6591,"Chimaltenango",3,"Acatenango",11,701,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6592,"Chimaltenango",3,"Acatenango",11,701,396,21,1,8,3,4,48,0,51,1,0,2,0,0,0,1,11,1,1,7,1,2,9,33,2,28,9,244,32,18,294,0,294,0,396,102,244,294,294,,1,2cc7971279130a31bb38c1f00fc53d4ad53e2f692cd2b108233b5fa9581b0338,26/06/2023 00:12:13,ESCANER
6593,"Chimaltenango",3,"Acatenango",11,701,396,21,0,7,0,4,36,0,49,1,1,0,0,0,4,1,17,3,1,8,0,2,6,21,0,18,4,204,31,21,256,0,256,0,396,140,204,256,256,,1,934a350c91319f6f185b10461711d9607012251e445b8aacd21822e77693a206,26/06/2023 00:19:03,ESCANER
6594,"Chimaltenango",3,"Acatenango",11,702,380,77,0,5,5,0,71,1,11,0,0,1,3,0,0,1,16,2,0,4,0,0,0,16,0,1,1,215,20,53,288,--,288,0,380,92,215,288,288,Algún campo sin dato,1,a8c45f3c6e138c73616a95c52f332f19f2b910c3521078dfaac14f0ad3a32b98,25/06/2023 23:50:41,ESCANER
6595,"Chimaltenango",3,"Acatenango",11,702,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6596,"Chimaltenango",3,"Acatenango",11,702,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6597,"Chimaltenango",3,"Acatenango",11,702,361,45,0,4,0,2,71,0,5,0,0,0,0,0,1,0,16,0,1,3,2,0,2,21,0,10,2,185,18,26,229,0,229,0,361,132,185,229,229,,1,9ff0a041a06bde769aeeedf8db60422680f9a42e97c1506b355faed28f2d16b0,26/06/2023 00:09:02,ESCANER
6598,"Chimaltenango",3,"Acatenango",11,703,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6599,"Chimaltenango",3,"Acatenango",11,703,380,37,0,6,2,4,73,0,32,6,0,0,1,0,1,1,5,2,3,13,0,0,0,22,1,2,1,212,30,52,294,0,294,--,380,86,212,294,294,Algún campo sin dato,1,1f50a489637d39fa9db4ce69687a6228489d3f2a5f375ca01472f911219c4e8c,25/06/2023 22:06:19,ESCANER
6600,"Chimaltenango",3,"Acatenango",11,703,380,10,0,10,1,2,43,0,67,1,1,1,1,0,0,0,16,4,0,7,1,0,0,28,2,3,0,198,38,42,278,0,278,0,380,102,198,278,278,,1,82a41d0296f056429b1c0d803e5ed2fa35f732482f57166e4c21f77111c7cb06,26/06/2023 00:11:23,ESCANER
6601,"Chimaltenango",3,"Acatenango",11,703,380,30,0,19,1,0,35,0,61,2,0,0,1,0,0,0,14,8,1,2,0,1,7,35,3,4,2,226,16,36,278,0,278,0,380,102,226,278,278,,1,b2781b16061e601e414208028b6b9308e66dc371a7ac7fd1f0a06b926028a02f,25/06/2023 23:05:49,ESCANER
6602,"Chimaltenango",3,"Acatenango",11,703,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6603,"Chimaltenango",3,"Acatenango",11,703,380,27,1,20,1,3,26,0,52,5,1,1,1,0,0,1,15,3,1,5,1,0,2,26,0,7,1,200,25,22,247,0,247,--,380,133,200,247,247,Algún campo sin dato,1,c2ab64be74b36b3167e5d81be50e38080543974c38137057566a2bd591ff0434,25/06/2023 22:49:30,ESCANER
6604,"Chimaltenango",3,"Acatenango",11,703,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6605,"Chimaltenango",3,"Acatenango",11,703,365,19,0,9,0,1,49,1,48,4,3,0,1,0,1,1,8,2,3,7,3,2,4,17,0,15,9,207,17,16,240,0,240,0,365,125,207,240,240,,1,8e9d2b9efd4da0403774edcbeb3efeaa8f1c9870d13baa00d90f7b15463e5bdd,25/06/2023 23:43:23,ESCANER
6606,"Chimaltenango",3,"Acatenango",11,703,364,14,0,19,0,4,55,0,51,2,0,0,0,0,0,0,6,1,0,6,0,0,3,17,2,9,3,192,21,15,228,0,228,0,364,136,192,228,228,,1,5cc0b94a34f3e02c1beda2a933ebaf1f0cf0589a030d930517a7144cddef3f43,25/06/2023 23:35:23,ESCANER
6607,"Chimaltenango",3,"Acatenango",11,704,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6608,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6609,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6610,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6611,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6612,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6613,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6614,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6615,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
