TIPO_DE_ELECCIÓN:;PRESIDENTE Y VICEPRESIDENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03 junio 2023 09:43 (UTC -6);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACTAS_ESPERADAS;ACTAS_CAPTURADAS;PORCENTAJE_ACTAS_CAPTURADAS;ACTAS_CONTABILIZADAS;PORCENTAJE_ACTAS_CONTABILIZADAS;ACTAS_NO_CONTABILIZADAS;LISTA_NOMINAL_ACTAS_CONTABILIZADAS;VOTOS_EMITIDOS_CONTABILIZADAS;PORCENTAJE_PARTICIPACIÓN_CIUDADANA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24585;0;0;0;0;0;0;0;--.----;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MESA;DEPARTAMENTO;ID_DEPARTAMENTO;MUNICIPIO;ID_MUNICIPIO;CENTRO_DE_VOTACIÓN;PADRÓN;CUARENTA Y UNO ;QUINCE ;TREINTA Y DOS ;TREINTA Y TRES ;VEINTITRES ;TREINTA Y SEIS ;VEINTIOCHO ;TREINTA ;TREINTA Y CUATRO ;DIECIOCHO ;TRECE ;TREINTA Y OCHO ;TREINTA Y SIETE ;ONCE ;DIECISEIS ;VEINTINUEVE ;CINCUENTA Y SIETE ;DIECISIETE ;VEINTISEIS ;TREINTA Y UNO ;TREINTA Y CINCO ;VEINTE ;DOCE ;VÁLIDOS;NULOS;BLANCO;EMITIDOS;INVÁLIDOS;TOTAL;IMPUGNACIONES;PRES-VOTAR;VALIDOS_CALCULADO;EMITIDOS_CALCULADO;TOTAL_CALCULADO;OBSERVACIONES;CONTABILIZADA;CÓDIGO_INTEGRIDAD;FECHA_HORA_PUBLICACIÓN;DIGITALIZACIÓN
2251;Guatemala;1;San José Pinula;3;183;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2252;Guatemala;1;San José Pinula;3;183;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2253;Guatemala;1;San José Pinula;3;184;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2254;Guatemala;1;San José Pinula;3;184;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2255;Guatemala;1;San José Pinula;3;184;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2256;Guatemala;1;San José Pinula;3;184;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2257;Guatemala;1;San José Pinula;3;184;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2258;Guatemala;1;San José Pinula;3;184;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2259;Guatemala;1;San José Pinula;3;184;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2260;Guatemala;1;San José Pinula;3;185;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2261;Guatemala;1;San José Pinula;3;185;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2262;Guatemala;1;San José Pinula;3;185;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2263;Guatemala;1;San José Pinula;3;185;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2264;Guatemala;1;San José Pinula;3;185;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2265;Guatemala;1;San José Pinula;3;185;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2266;Guatemala;1;San José Pinula;3;185;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2267;Guatemala;1;San José Pinula;3;185;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2268;Guatemala;1;San José Pinula;3;186;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2269;Guatemala;1;San José Pinula;3;186;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2270;Guatemala;1;San José Pinula;3;186;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2271;Guatemala;1;San José Pinula;3;186;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2272;Guatemala;1;San José Pinula;3;186;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2273;Guatemala;1;San José Pinula;3;186;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2274;Guatemala;1;San José Pinula;3;187;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2275;Guatemala;1;San José Pinula;3;187;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2276;Guatemala;1;San José Pinula;3;187;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2277;Guatemala;1;San José Pinula;3;187;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2278;Guatemala;1;San José Pinula;3;187;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2279;Guatemala;1;San José Pinula;3;187;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2280;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2281;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2282;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2283;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2284;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2285;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2286;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2287;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2288;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2289;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2290;Guatemala;1;San José Pinula;3;188;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2291;Guatemala;1;San José Pinula;3;188;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2292;Guatemala;1;San José Pinula;3;188;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2293;Guatemala;1;San José Pinula;3;189;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2294;Guatemala;1;San José Pinula;3;189;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2295;Guatemala;1;San José Pinula;3;189;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2296;Guatemala;1;San José Pinula;3;189;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2297;Guatemala;1;San José Del Golfo;4;190;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2298;Guatemala;1;San José Del Golfo;4;190;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2299;Guatemala;1;San José Del Golfo;4;190;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2300;Guatemala;1;San José Del Golfo;4;190;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2301;Guatemala;1;San José Del Golfo;4;190;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2302;Guatemala;1;San José Del Golfo;4;190;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2303;Guatemala;1;San José Del Golfo;4;191;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2304;Guatemala;1;San José Del Golfo;4;191;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2305;Guatemala;1;San José Del Golfo;4;191;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2306;Guatemala;1;San José Del Golfo;4;191;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2307;Guatemala;1;San José Del Golfo;4;192;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2308;Guatemala;1;San José Del Golfo;4;192;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2309;Guatemala;1;San José Del Golfo;4;192;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2310;Guatemala;1;San José Del Golfo;4;192;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2311;Guatemala;1;San José Del Golfo;4;192;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2312;Guatemala;1;San José Del Golfo;4;192;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2313;Guatemala;1;San José Del Golfo;4;193;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2314;Guatemala;1;San José Del Golfo;4;193;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2315;Guatemala;1;San José Del Golfo;4;193;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2316;Guatemala;1;San José Del Golfo;4;193;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2317;Guatemala;1;San José Del Golfo;4;193;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2318;Guatemala;1;San José Del Golfo;4;193;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2319;Guatemala;1;San José Del Golfo;4;193;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2320;Guatemala;1;San José Del Golfo;4;194;365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2321;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2322;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2323;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2324;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2325;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2326;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2327;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2328;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2329;Guatemala;1;Palencia;5;195;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2330;Guatemala;1;Palencia;5;196;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2331;Guatemala;1;Palencia;5;196;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2332;Guatemala;1;Palencia;5;196;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2333;Guatemala;1;Palencia;5;196;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2334;Guatemala;1;Palencia;5;197;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2335;Guatemala;1;Palencia;5;197;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2336;Guatemala;1;Palencia;5;197;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2337;Guatemala;1;Palencia;5;197;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2338;Guatemala;1;Palencia;5;197;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2339;Guatemala;1;Palencia;5;197;391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2340;Guatemala;1;Palencia;5;197;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2341;Guatemala;1;Palencia;5;198;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2342;Guatemala;1;Palencia;5;198;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2343;Guatemala;1;Palencia;5;198;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2344;Guatemala;1;Palencia;5;198;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2345;Guatemala;1;Palencia;5;198;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2346;Guatemala;1;Palencia;5;198;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2347;Guatemala;1;Palencia;5;198;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2348;Guatemala;1;Palencia;5;199;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2349;Guatemala;1;Palencia;5;199;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2350;Guatemala;1;Palencia;5;199;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2351;Guatemala;1;Palencia;5;199;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2352;Guatemala;1;Palencia;5;199;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2353;Guatemala;1;Palencia;5;199;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2354;Guatemala;1;Palencia;5;200;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2355;Guatemala;1;Palencia;5;200;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2356;Guatemala;1;Palencia;5;200;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2357;Guatemala;1;Palencia;5;200;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2358;Guatemala;1;Palencia;5;201;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2359;Guatemala;1;Palencia;5;201;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2360;Guatemala;1;Palencia;5;201;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2361;Guatemala;1;Palencia;5;201;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2362;Guatemala;1;Palencia;5;201;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2363;Guatemala;1;Palencia;5;201;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2364;Guatemala;1;Palencia;5;201;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2365;Guatemala;1;Palencia;5;201;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2366;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2367;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2368;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2369;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2370;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2371;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2372;Guatemala;1;Palencia;5;202;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2373;Guatemala;1;Palencia;5;203;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2374;Guatemala;1;Palencia;5;203;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2375;Guatemala;1;Palencia;5;203;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2376;Guatemala;1;Palencia;5;203;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2377;Guatemala;1;Palencia;5;203;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2378;Guatemala;1;Palencia;5;204;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2379;Guatemala;1;Palencia;5;204;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2380;Guatemala;1;Palencia;5;204;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2381;Guatemala;1;Palencia;5;204;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2382;Guatemala;1;Palencia;5;204;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2383;Guatemala;1;Palencia;5;204;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2384;Guatemala;1;Palencia;5;205;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2385;Guatemala;1;Palencia;5;205;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2386;Guatemala;1;Palencia;5;205;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2387;Guatemala;1;Palencia;5;205;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2388;Guatemala;1;Palencia;5;205;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2389;Guatemala;1;Palencia;5;205;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2390;Guatemala;1;Palencia;5;205;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2391;Guatemala;1;Palencia;5;205;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2392;Guatemala;1;Palencia;5;206;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2393;Guatemala;1;Palencia;5;206;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2394;Guatemala;1;Palencia;5;206;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2395;Guatemala;1;Palencia;5;206;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2396;Guatemala;1;Palencia;5;206;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2397;Guatemala;1;Palencia;5;206;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2398;Guatemala;1;Palencia;5;206;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2399;Guatemala;1;Palencia;5;206;377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2400;Guatemala;1;Palencia;5;207;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2401;Guatemala;1;Palencia;5;207;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2402;Guatemala;1;Palencia;5;207;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2403;Guatemala;1;Palencia;5;207;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2404;Guatemala;1;Palencia;5;207;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2405;Guatemala;1;Palencia;5;207;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2406;Guatemala;1;Palencia;5;207;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2407;Guatemala;1;Palencia;5;207;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2408;Guatemala;1;Palencia;5;208;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2409;Guatemala;1;Palencia;5;208;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2410;Guatemala;1;Palencia;5;208;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2411;Guatemala;1;Palencia;5;208;305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2412;Guatemala;1;Palencia;5;209;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2413;Guatemala;1;Palencia;5;209;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2414;Guatemala;1;Palencia;5;210;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2415;Guatemala;1;Palencia;5;210;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2416;Guatemala;1;Palencia;5;211;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2417;Guatemala;1;Palencia;5;211;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2418;Guatemala;1;Palencia;5;211;293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2419;Guatemala;1;Palencia;5;211;292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2420;Guatemala;1;Palencia;5;212;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2421;Guatemala;1;Palencia;5;212;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2422;Guatemala;1;Palencia;5;212;523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2423;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2424;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2425;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2426;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2427;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2428;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2429;Guatemala;1;Chinautla;6;213;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2430;Guatemala;1;Chinautla;6;214;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2431;Guatemala;1;Chinautla;6;214;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2432;Guatemala;1;Chinautla;6;214;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2433;Guatemala;1;Chinautla;6;214;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2434;Guatemala;1;Chinautla;6;214;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2435;Guatemala;1;Chinautla;6;214;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2436;Guatemala;1;Chinautla;6;214;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2437;Guatemala;1;Chinautla;6;214;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2438;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2439;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2440;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2441;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2442;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2443;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2444;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2445;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2446;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2447;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2448;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2449;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2450;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2451;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2452;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2453;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2454;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2455;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
2456;Guatemala;1;Chinautla;6;215;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
