TIPO_DE_ELECCIÓN:;PRESIDENTE Y VICEPRESIDENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03 junio 2023 09:43 (UTC -6);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACTAS_ESPERADAS;ACTAS_CAPTURADAS;PORCENTAJE_ACTAS_CAPTURADAS;ACTAS_CONTABILIZADAS;PORCENTAJE_ACTAS_CONTABILIZADAS;ACTAS_NO_CONTABILIZADAS;LISTA_NOMINAL_ACTAS_CONTABILIZADAS;VOTOS_EMITIDOS_CONTABILIZADAS;PORCENTAJE_PARTICIPACIÓN_CIUDADANA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24585;0;0;0;0;0;0;0;--.----;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MESA;DEPARTAMENTO;ID_DEPARTAMENTO;MUNICIPIO;ID_MUNICIPIO;CENTRO_DE_VOTACIÓN;PADRÓN;CUARENTA Y UNO ;QUINCE ;TREINTA Y DOS ;TREINTA Y TRES ;VEINTITRES ;TREINTA Y SEIS ;VEINTIOCHO ;TREINTA ;TREINTA Y CUATRO ;DIECIOCHO ;TRECE ;TREINTA Y OCHO ;TREINTA Y SIETE ;ONCE ;DIECISEIS ;VEINTINUEVE ;CINCUENTA Y SIETE ;DIECISIETE ;VEINTISEIS ;TREINTA Y UNO ;TREINTA Y CINCO ;VEINTE ;DOCE ;VÁLIDOS;NULOS;BLANCO;EMITIDOS;INVÁLIDOS;TOTAL;IMPUGNACIONES;PRES-VOTAR;VALIDOS_CALCULADO;EMITIDOS_CALCULADO;TOTAL_CALCULADO;OBSERVACIONES;CONTABILIZADA;CÓDIGO_INTEGRIDAD;FECHA_HORA_PUBLICACIÓN;DIGITALIZACIÓN
9286;Sololá;7;Nahualá;5;1134;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9287;Sololá;7;Nahualá;5;1135;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9288;Sololá;7;Nahualá;5;1135;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9289;Sololá;7;Nahualá;5;1136;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9290;Sololá;7;Nahualá;5;1136;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9291;Sololá;7;Nahualá;5;1136;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9292;Sololá;7;Nahualá;5;1136;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9293;Sololá;7;Nahualá;5;1136;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9294;Sololá;7;Nahualá;5;1136;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9295;Sololá;7;Nahualá;5;1136;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9296;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9297;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9298;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9299;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9300;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9301;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9302;Sololá;7;Nahualá;5;1137;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9303;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9304;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9305;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9306;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9307;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9308;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9309;Sololá;7;Nahualá;5;1138;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9310;Sololá;7;Nahualá;5;1139;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9311;Sololá;7;Nahualá;5;1139;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9312;Sololá;7;Nahualá;5;1139;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9313;Sololá;7;Nahualá;5;1139;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9314;Sololá;7;Nahualá;5;1140;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9315;Sololá;7;Nahualá;5;1140;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9316;Sololá;7;Nahualá;5;1140;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9317;Sololá;7;Nahualá;5;1140;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9318;Sololá;7;Nahualá;5;1140;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9319;Sololá;7;Nahualá;5;1140;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9320;Sololá;7;Nahualá;5;1140;341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9321;Sololá;7;Nahualá;5;1140;341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9322;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9323;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9324;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9325;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9326;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9327;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9328;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9329;Sololá;7;Nahualá;5;1141;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9330;Sololá;7;Nahualá;5;1141;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9331;Sololá;7;Nahualá;5;1141;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9332;Sololá;7;Nahualá;5;1142;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9333;Sololá;7;Nahualá;5;1142;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9334;Sololá;7;Nahualá;5;1142;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9335;Sololá;7;Nahualá;5;1143;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9336;Sololá;7;Nahualá;5;1143;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9337;Sololá;7;Nahualá;5;1143;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9338;Sololá;7;Nahualá;5;1143;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9339;Sololá;7;Nahualá;5;1143;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9340;Sololá;7;Nahualá;5;1144;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9341;Sololá;7;Nahualá;5;1144;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9342;Sololá;7;Nahualá;5;1144;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9343;Sololá;7;Nahualá;5;1145;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9344;Sololá;7;Nahualá;5;1145;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9345;Sololá;7;Nahualá;5;1146;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9346;Sololá;7;Nahualá;5;1146;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9347;Sololá;7;Nahualá;5;1146;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9348;Sololá;7;Nahualá;5;1147;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9349;Sololá;7;Nahualá;5;1147;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9350;Sololá;7;Nahualá;5;1147;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9351;Sololá;7;Nahualá;5;1148;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9352;Sololá;7;Nahualá;5;1148;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9353;Sololá;7;Nahualá;5;1149;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9354;Sololá;7;Nahualá;5;1149;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9355;Sololá;7;Nahualá;5;1150;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9356;Sololá;7;Nahualá;5;1150;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9357;Sololá;7;Nahualá;5;1151;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9358;Sololá;7;Nahualá;5;1151;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9359;Sololá;7;Santa Catarina Ixtahuacán;6;1152;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9360;Sololá;7;Santa Catarina Ixtahuacán;6;1152;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9361;Sololá;7;Santa Catarina Ixtahuacán;6;1152;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9362;Sololá;7;Santa Catarina Ixtahuacán;6;1152;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9363;Sololá;7;Santa Catarina Ixtahuacán;6;1152;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9364;Sololá;7;Santa Catarina Ixtahuacán;6;1152;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9365;Sololá;7;Santa Catarina Ixtahuacán;6;1152;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9366;Sololá;7;Santa Catarina Ixtahuacán;6;1152;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9367;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9368;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9369;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9370;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9371;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9372;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9373;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9374;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9375;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9376;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9377;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9378;Sololá;7;Santa Catarina Ixtahuacán;6;1153;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9379;Sololá;7;Santa Catarina Ixtahuacán;6;1154;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9380;Sololá;7;Santa Catarina Ixtahuacán;6;1154;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9381;Sololá;7;Santa Catarina Ixtahuacán;6;1155;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9382;Sololá;7;Santa Catarina Ixtahuacán;6;1155;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9383;Sololá;7;Santa Catarina Ixtahuacán;6;1156;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9384;Sololá;7;Santa Catarina Ixtahuacán;6;1156;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9385;Sololá;7;Santa Catarina Ixtahuacán;6;1156;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9386;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9387;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9388;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9389;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9390;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9391;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9392;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9393;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9394;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9395;Sololá;7;Santa Catarina Ixtahuacán;6;1157;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9396;Sololá;7;Santa Catarina Ixtahuacán;6;1158;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9397;Sololá;7;Santa Catarina Ixtahuacán;6;1158;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9398;Sololá;7;Santa Catarina Ixtahuacán;6;1158;298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9399;Sololá;7;Santa Catarina Ixtahuacán;6;1158;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9400;Sololá;7;Santa Catarina Ixtahuacán;6;1159;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9401;Sololá;7;Santa Catarina Ixtahuacán;6;1159;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9402;Sololá;7;Santa Catarina Ixtahuacán;6;1159;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9403;Sololá;7;Santa Catarina Ixtahuacán;6;1159;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9404;Sololá;7;Santa Catarina Ixtahuacán;6;1159;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9405;Sololá;7;Santa Catarina Ixtahuacán;6;1159;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9406;Sololá;7;Santa Catarina Ixtahuacán;6;1159;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9407;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9408;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9409;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9410;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9411;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9412;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9413;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9414;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9415;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9416;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9417;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9418;Sololá;7;Santa Catarina Ixtahuacán;6;1160;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9419;Sololá;7;Santa Catarina Ixtahuacán;6;1160;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9420;Sololá;7;Santa Catarina Ixtahuacán;6;1160;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9421;Sololá;7;Santa Catarina Ixtahuacán;6;1161;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9422;Sololá;7;Santa Catarina Ixtahuacán;6;1161;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9423;Sololá;7;Santa Catarina Ixtahuacán;6;1161;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9424;Sololá;7;Santa Catarina Ixtahuacán;6;1161;302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9425;Sololá;7;Santa Catarina Ixtahuacán;6;1161;302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9426;Sololá;7;Santa Catarina Ixtahuacán;6;1162;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9427;Sololá;7;Santa Catarina Ixtahuacán;6;1162;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9428;Sololá;7;Santa Catarina Ixtahuacán;6;1162;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9429;Sololá;7;Santa Catarina Ixtahuacán;6;1162;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9430;Sololá;7;Santa Catarina Ixtahuacán;6;1162;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9431;Sololá;7;Santa Catarina Ixtahuacán;6;1163;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9432;Sololá;7;Santa Catarina Ixtahuacán;6;1163;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9433;Sololá;7;Santa Catarina Ixtahuacán;6;1163;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9434;Sololá;7;Santa Catarina Ixtahuacán;6;1163;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9435;Sololá;7;Santa Catarina Ixtahuacán;6;1163;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9436;Sololá;7;Santa Catarina Ixtahuacán;6;1163;326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9437;Sololá;7;Santa Catarina Ixtahuacán;6;1163;326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9438;Sololá;7;Santa Catarina Ixtahuacán;6;1164;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9439;Sololá;7;Santa Catarina Ixtahuacán;6;1164;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9440;Sololá;7;Santa Catarina Ixtahuacán;6;1165;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9441;Sololá;7;Santa Catarina Ixtahuacán;6;1165;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9442;Sololá;7;Santa Catarina Ixtahuacán;6;1165;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9443;Sololá;7;Santa Catarina Ixtahuacán;6;1166;375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9444;Sololá;7;Santa Catarina Ixtahuacán;6;1166;374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9445;Sololá;7;Santa Catarina Ixtahuacán;6;1167;328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9446;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9447;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9448;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9449;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9450;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9451;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9452;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9453;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9454;Sololá;7;Santa Clara La Laguna;7;1168;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9455;Sololá;7;Santa Clara La Laguna;7;1169;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9456;Sololá;7;Santa Clara La Laguna;7;1169;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9457;Sololá;7;Santa Clara La Laguna;7;1169;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9458;Sololá;7;Santa Clara La Laguna;7;1169;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9459;Sololá;7;Santa Clara La Laguna;7;1169;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9460;Sololá;7;Santa Clara La Laguna;7;1169;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9461;Sololá;7;Santa Clara La Laguna;7;1169;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9462;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9463;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9464;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9465;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9466;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9467;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9468;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9469;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9470;Sololá;7;Concepción;8;1170;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9471;Sololá;7;Concepción;8;1170;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9472;Sololá;7;Concepción;8;1170;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9473;Sololá;7;San Andrés Semetabaj;9;1171;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9474;Sololá;7;San Andrés Semetabaj;9;1171;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9475;Sololá;7;San Andrés Semetabaj;9;1171;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
9476;Sololá;7;San Andrés Semetabaj;9;1171;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
