TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
107,107,100.0000,107,100.0000,0,41073,23057,56.1366

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,AZUL,VAMOS,CABAL,VALOR,PODEMOS,UNE,UNIONISTA,P A N,VOS,VICTORIA,PPN,UR,ELEFANTE,MLP,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6345,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,21,0,27,12,15,23,19,4,1,1,5,1,0,3,0,132,5,7,144,0,144,--,380,236,132,144,144,Algún campo sin dato,1,6c6534decc68d6a62e9a99e8403638086d3457f108b126d47615c99a01da3e4c,26/06/2023 00:14:42,ESCANER
6346,"Chimaltenango",3,"Tecpán Guatemala",6,672,314,20,1,29,17,15,21,20,0,1,2,13,3,1,10,1,154,8,4,166,0,166,--,311,145,154,166,166,Algún campo sin dato,1,55d9916af0efbdaea2f038ccdcb94be46f03e4ca197dd36fd14362c7075096fe,26/06/2023 01:13:23,ESCANER
6347,"Chimaltenango",3,"Tecpán Guatemala",6,672,314,17,0,34,10,7,25,22,2,2,0,13,3,0,4,0,139,5,5,149,0,149,--,311,162,139,149,149,Algún campo sin dato,1,20395b208fe2e18aa1a5b3ec0537dca435190040715e5a1b232ce134f2806ebf,26/06/2023 00:33:03,ESCANER
6348,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,22,2,109,4,22,12,12,2,2,4,8,0,1,2,0,202,8,0,210,0,210,--,379,169,202,210,210,Algún campo sin dato,1,9ee27f937137a711495509ca860c11485b93845051f149e0ce0132930e808394,26/06/2023 02:12:41,ESCANER
6349,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,20,1,58,7,30,21,14,5,2,2,6,3,4,5,2,180,10,6,196,0,196,--,380,184,180,196,196,Algún campo sin dato,1,c3b09cafd7e029a5d1436f2162876bd728eabe80fbcf5cce602b7700ee7a138f,26/06/2023 02:08:45,ESCANER
6350,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,16,11,37,4,44,59,20,4,0,3,3,5,0,7,3,216,10,11,237,0,237,--,380,143,216,237,237,Algún campo sin dato,1,8840e08104ac2567c91c408bfbeba4b022d0ae44bb622e76c2437e9efa1fd352,26/06/2023 00:46:05,ESCANER
6351,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,11,7,40,9,53,53,12,6,2,3,2,7,7,0,0,206,15,6,227,0,227,--,379,152,212,233,233,Sumas Asentadas sin cuadrar,1,794a25be2cc7d139e189f9b9f9767a9f901f2b88f2484ea2fabea2bb2db14f1d,26/06/2023 00:12:19,ESCANER
6352,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,34,4,48,3,30,17,15,0,3,5,6,2,0,7,5,179,9,7,195,0,195,--,380,185,179,195,195,Algún campo sin dato,1,868bb9d4b3b28fd1e56f372a1694cc0f3f064db4ff2bcb7e50a112515656bc91,25/06/2023 23:13:01,ESCANER
6353,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,19,1,44,11,16,36,33,2,1,0,3,1,0,3,2,172,17,4,193,0,193,--,381,188,172,193,193,Algún campo sin dato,1,c0b4cd0e9667dc7f541eaea64b41ed048833955fad0b2ac7496946dbc5d33284,25/06/2023 22:25:40,ESCANER
6354,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,25,3,54,8,21,32,25,1,3,1,5,0,1,5,1,185,9,5,199,0,199,--,380,181,185,199,199,Algún campo sin dato,1,2f9be1681bc70deba21eb57c7af1fbb61b9035a7afebe9af6c67f46a31e7a342,25/06/2023 22:54:41,ESCANER
6355,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,38,0,72,5,20,31,14,4,0,5,10,6,2,5,1,213,11,0,224,0,224,--,400,176,213,224,224,Algún campo sin dato,1,efa80c259104b8711ca59ba9a9f84fdbf961196f833c162f8f22ee648924c2da,26/06/2023 02:18:50,ESCANER
6356,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,23,1,50,4,29,35,16,4,1,5,2,1,0,3,1,175,10,2,187,0,187,--,376,189,175,187,187,Algún campo sin dato,1,10b4b99295262849085d9dcaad026035105c9003120e1670485daff385d7801d,26/06/2023 02:04:39,ESCANER
6357,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,23,3,51,3,32,17,5,2,0,3,6,2,1,2,1,151,10,1,162,0,162,--,380,218,151,162,162,Algún campo sin dato,1,6bf8e9f1305fa181435a3b9b78542887ee0284b0ce503751ebd2451c826f419e,25/06/2023 22:04:59,ESCANER
6358,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,18,2,59,8,26,37,15,5,1,1,0,2,4,4,2,184,3,3,190,0,190,--,380,190,184,190,190,Algún campo sin dato,1,06f1f55743615cab3a5289d8e032598f0bb612383d583d09f5d9d9b0d2e02504,26/06/2023 00:39:50,ESCANER
6359,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,24,2,56,5,38,34,10,2,0,2,7,1,0,3,0,184,4,1,189,191,380,--,380,191,184,189,380,Algún campo sin dato,1,600b1cbfa89d50ea5d2138e37342b665272e36482ba6e11d86165e6ace2f7854,26/06/2023 00:11:14,ESCANER
6360,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,24,3,58,3,31,31,11,2,1,2,4,5,0,1,1,177,2,1,180,0,180,--,380,200,177,180,180,Algún campo sin dato,1,29bfe8fac5554b05491217230a85b316704ae72a08b0f39c169e1d171b843cbe,26/06/2023 02:21:22,ESCANER
6361,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,13,0,28,3,17,13,5,1,0,3,3,2,2,2,1,93,1,1,95,0,95,--,248,153,93,95,95,Algún campo sin dato,1,324e667e03612da2b5f3fc306387791d19ecb1ee8602b136aba0057146fe132b,26/06/2023 02:23:50,ESCANER
6362,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,18,3,32,0,11,21,6,0,0,2,2,1,1,1,1,99,2,3,104,0,104,--,248,144,99,104,104,Algún campo sin dato,1,4531d8f0099f890ae7affb003f66ccf7f4c806a524f7d1b12c05449762354008,26/06/2023 00:32:21,ESCANER
6363,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,4,1,55,23,16,16,16,6,0,0,7,2,0,5,0,151,13,8,172,0,172,--,380,208,151,172,172,Algún campo sin dato,1,c4deb2daad50fd0119c09871a32ee0e4ff80836eb7693b68076ae1e93fa28a3e,26/06/2023 00:16:11,ESCANER
6364,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,2,3,54,12,24,4,36,7,1,0,7,1,1,4,1,157,24,10,191,0,191,--,380,189,157,191,191,Algún campo sin dato,1,acfc34cebb4b5bd33f75d87f9ec75fc35c6a98970a03b27cb3a41c4bb4781396,26/06/2023 01:41:26,ESCANER
6365,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,6,3,34,29,41,6,56,2,1,1,6,0,0,3,0,188,21,9,218,0,218,--,380,162,188,218,218,Algún campo sin dato,1,efd7edeb2f5c9423824fb33874db41b41dae8adb574c31a5f3e85dc7d56a01c1,26/06/2023 02:14:28,ESCANER
6366,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,5,1,69,9,40,20,14,3,1,0,4,0,0,15,1,182,2,8,192,9,201,--,380,179,182,192,201,Algún campo sin dato,1,4d5d4ef682254c6c4630fc01d7164ebbbcc5b37df0a27ebc7510b9cfb09302b9,26/06/2023 01:44:33,ESCANER
6367,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,2,3,59,18,10,24,14,3,1,0,2,0,0,13,0,149,1,8,158,8,166,--,377,21,149,158,166,Algún campo sin dato,1,b523519f317dc874e6f77d57b19e61f4bc3f8a465fe9acf92752b55d90ce6a8c,26/06/2023 04:24:51,ESCANER
6368,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,8,4,45,9,20,41,28,3,2,0,0,1,1,8,0,170,8,9,187,0,187,--,380,193,170,187,187,Algún campo sin dato,1,efe2cd0957a1b6363c48efb33cb8c5b1cc8255c7b79ef5771bc63e4e33b3e4f6,26/06/2023 00:49:26,ESCANER
6369,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,5,3,53,6,25,15,20,1,2,0,2,0,0,9,1,142,16,5,163,0,163,--,380,217,142,163,163,Algún campo sin dato,1,6bebe89a85269537b7acbdba2a7dfdbdb4f0f2fe86f3ae108c7ee6825f8e7185,26/06/2023 02:04:56,ESCANER
6370,"Chimaltenango",3,"Tecpán Guatemala",6,674,367,12,1,55,7,32,16,11,7,0,1,0,0,0,5,0,147,15,7,169,0,169,--,367,198,147,169,169,Algún campo sin dato,1,6707c912f5480aa895bec43ea21b870c6c36525275a7bc6b701fe7e67e6623fa,26/06/2023 01:40:33,ESCANER
6371,"Chimaltenango",3,"Tecpán Guatemala",6,674,366,10,1,34,7,35,16,14,0,0,0,1,0,0,5,0,123,13,8,144,0,0,--,365,221,123,144,144,Algún campo sin dato,1,7a5ff0b92f661f528b25f1a242785d90d58bdd19a10c7174578cb90aac96f091,26/06/2023 00:10:11,ESCANER
6372,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,19,4,46,7,106,14,30,11,0,13,2,1,0,4,1,258,12,3,273,0,273,--,380,107,258,273,273,Algún campo sin dato,1,7aef3ea5787d2e917333faf85f6e4f7f9db462a2d001e5b77f2922e1b9f4c567,26/06/2023 00:09:35,ESCANER
6373,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,39,10,85,4,45,12,30,1,0,1,5,1,0,3,2,238,6,1,245,0,245,--,380,135,238,245,245,Algún campo sin dato,1,18fc7ffa090c3067c8a5c56192e63231da6718e6696bb3bf357a071af96f5cb6,26/06/2023 00:47:39,ESCANER
6374,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,51,2,51,3,48,23,22,2,0,5,2,0,0,1,1,211,4,1,216,0,216,--,380,164,211,216,216,Algún campo sin dato,1,d424d9b6932ab2f12e2c446ef8f5f57dae7461d20f1e7c12ef63cd82fbbc966c,26/06/2023 00:30:32,ESCANER
6375,"Chimaltenango",3,"Tecpán Guatemala",6,675,244,23,0,27,1,36,7,13,6,1,3,4,0,0,4,0,125,3,0,128,0,128,--,244,116,125,128,128,Algún campo sin dato,1,ef3303fdbc638d6778569c5451480dee6bc5d5130add2435a715f2e422f7d5f4,25/06/2023 22:36:29,ESCANER
6376,"Chimaltenango",3,"Tecpán Guatemala",6,675,243,24,1,26,7,37,5,11,2,0,6,2,0,0,1,0,122,0,0,122,0,122,--,240,118,122,122,122,Algún campo sin dato,1,ce7206ae618cf5fda218f3c7c1130d558490d62b28add5056a8c87425975c757,25/06/2023 23:58:19,ESCANER
6377,"Chimaltenango",3,"Tecpán Guatemala",6,676,380,33,5,76,10,12,17,68,5,1,9,12,19,0,5,5,277,17,2,296,0,296,--,380,84,277,296,296,Algún campo sin dato,1,19f17bcd8993f99178ad6123bd61e6c2ab711d21f69c22c52ea3df7ec70084dc,26/06/2023 00:49:19,ESCANER
6378,"Chimaltenango",3,"Tecpán Guatemala",6,676,198,16,3,37,7,7,13,24,3,0,4,4,6,0,5,1,130,9,1,140,0,140,--,198,58,130,140,140,Algún campo sin dato,1,e3bf32be25559e06094381104e1cd63e7cdd74eebb09f2c006cef2796c2a4c59,25/06/2023 22:53:11,ESCANER
6379,"Chimaltenango",3,"Tecpán Guatemala",6,676,197,16,1,34,7,3,8,33,2,0,6,6,6,0,2,0,124,4,1,129,0,129,--,197,65,124,129,129,Algún campo sin dato,1,eab70221059c1b9fe080c83b4f5b4a16293a55c4c78b4e9a2b586f457c92018b,25/06/2023 22:28:53,ESCANER
6380,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,31,8,37,7,38,35,31,11,0,5,6,0,0,4,3,219,9,5,233,0,233,--,380,144,216,230,230,Sumas Asentadas sin cuadrar,1,39fd5f2001a255c761433c40a060d70da891f81090a631a191f501c1e23ed370,26/06/2023 01:37:32,ESCANER
6381,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,27,2,25,5,43,32,18,9,2,7,3,2,0,3,8,186,8,6,200,0,200,--,380,180,186,200,200,Algún campo sin dato,1,358e058ec53f36b490aee782d92a52277cfa8b8cad0c7dbbb59067067d3369b0,26/06/2023 01:52:29,ESCANER
6382,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,32,1,29,1,96,16,11,3,0,3,4,1,1,5,10,213,12,8,233,0,233,0,380,147,213,233,233,,1,7b80a1fb354a12fb31af6ead7fa3b89258f8dd7369a5d390e294c4d073f49410,26/06/2023 02:06:17,ESCANER
6383,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,43,1,33,3,45,34,10,8,0,13,6,2,0,4,27,229,12,6,247,0,247,--,380,133,229,247,247,Algún campo sin dato,1,9e1b0830261bac376e6435345a63bdeb9279e65fa7f94d86911061a558d4a78e,26/06/2023 02:19:42,ESCANER
6384,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,33,1,31,4,39,30,11,8,1,5,6,2,0,7,8,185,5,3,193,0,185,--,386,193,186,194,194,Sumas Asentadas sin cuadrar,1,43365c6b666a029ffac0b8bb3336f31d1c824923b9404e2ff283ba0b9635d75b,26/06/2023 01:46:56,ESCANER
6385,"Chimaltenango",3,"Tecpán Guatemala",6,677,335,18,3,23,10,42,18,12,6,1,3,0,0,0,4,13,153,9,3,165,0,165,--,335,165,153,165,165,Algún campo sin dato,1,afaae7b71804e4e1797dca2c6b919979c9d479938a0326c9a78b659fad0dd569,26/06/2023 01:05:19,ESCANER
6386,"Chimaltenango",3,"Tecpán Guatemala",6,677,334,23,1,14,2,49,14,11,3,0,0,5,2,1,2,8,135,4,1,140,0,140,--,334,203,135,140,140,Algún campo sin dato,1,7facf403c34bf1c69bad954ad35a323249588f951938aa27178fd97d44cb4870,25/06/2023 23:52:00,ESCANER
6387,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,28,7,33,9,36,23,14,13,4,5,9,0,2,9,3,195,10,4,209,0,209,--,600,391,195,209,209,Algún campo sin dato,1,6734c90f5a605bffc75d3b799b282a7c3f445c293ea935cc106f1e25f20c48af,25/06/2023 22:43:58,ESCANER
6388,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,40,1,42,10,14,29,9,20,1,2,14,0,1,6,9,198,8,7,213,0,213,--,600,387,198,213,213,Algún campo sin dato,1,a3f79efef3db5d3be923a3de539c2169920bdbc0b10a9d88288c3710a69fbf23,25/06/2023 22:55:53,ESCANER
6389,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,57,4,22,5,18,21,10,28,7,10,16,1,2,8,5,214,10,4,228,0,228,--,600,372,214,228,228,Algún campo sin dato,1,eb834d8e3c908f1681dcfd600ef71e30f0a083b425280e3ff0d4a44f564b5716,26/06/2023 00:06:24,ESCANER
6390,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,84,3,23,6,28,21,11,22,7,12,11,2,5,5,4,244,6,4,254,0,254,--,498,244,244,254,254,Algún campo sin dato,1,ca07cd30e2d69a0126e306c4dc439f3789dc92b86a4031264f4298ab5d03610a,25/06/2023 23:55:08,ESCANER
6391,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,34,3,13,9,17,14,4,15,1,5,16,1,2,7,3,144,7,3,154,0,154,--,497,343,144,154,154,Algún campo sin dato,1,e6520820f47379bd8fee630f2c774d36f9fc2b70fe50dd47c8ed48b148e90ba4,25/06/2023 23:19:52,ESCANER
