TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
157,157,100.0000,156,99.3630,1,58991,30187,51.1722

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,PHG,CABAL,PODEMOS,CREO,VIVA,UNE,AZUL,VAMOS,MLP,TODOS,PPN,U R N G - MAIZ,FCN-NACION,WINAQ,PR,PIN,SEMILLA,VALOR,PODER,VICTORIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
14163,"San Marcos",12,"Malacatán",15,1988,380,22,5,14,51,0,8,2,24,0,4,15,1,0,1,1,1,0,4,1,3,157,30,5,192,0,192,--,180,188,157,192,192,Algún campo sin dato,1,7ece33d956ff5973c01b42746ff72ebbe5d5fbd9f940cf897f449eb24329fcee,26/06/2023 02:48:23,ESCANER
14164,"San Marcos",12,"Malacatán",15,1988,380,23,1,15,44,3,13,1,24,1,2,15,3,2,3,3,4,0,0,1,2,160,25,4,189,0,189,--,380,191,160,189,189,Algún campo sin dato,1,af0d9162cff476f64a70b1b88e20fa868f8faf1692949ad8c03d4353f21f127d,26/06/2023 00:56:12,ESCANER
14165,"San Marcos",12,"Malacatán",15,1988,380,15,3,14,52,2,7,3,21,3,6,25,2,2,1,0,4,1,4,0,1,166,25,4,195,0,195,0,380,185,166,195,195,,1,5585967bd97bf18ce1d022e69b3eb34a8c913098fa45959275ae5c4c4974c98a,26/06/2023 04:26:02,ESCANER
14166,"San Marcos",12,"Malacatán",15,1988,380,17,1,13,54,2,11,3,32,1,7,33,4,2,2,0,10,0,4,0,0,196,22,5,223,0,223,0,380,157,196,223,223,,1,7e07b2978556dcf60877e0b1ad6fc5dbf97b83a57d5c9c6a910a0ed2e55bbd3a,26/06/2023 02:35:09,ESCANER
14167,"San Marcos",12,"Malacatán",15,1988,380,23,6,11,66,3,10,3,27,0,3,26,3,0,3,2,14,0,2,1,1,204,35,3,242,0,242,--,380,138,204,242,242,Algún campo sin dato,1,e83385420e00094e80e529cb54595b24e4344667656cfa07af396554cb2afa36,26/06/2023 04:43:49,ESCANER
14168,"San Marcos",12,"Malacatán",15,1988,380,14,1,9,60,5,6,2,21,1,2,24,1,3,1,0,4,0,1,0,3,158,30,6,194,0,194,--,380,186,158,194,194,Algún campo sin dato,1,41344b4a02a96d7b7b3288ba1c8a45c1de39f6cd3250e977ed8ba8f586ba7341,26/06/2023 01:53:03,ESCANER
14169,"San Marcos",12,"Malacatán",15,1988,380,26,3,7,63,1,10,1,23,1,6,30,1,3,0,1,7,0,0,1,0,184,12,2,198,0,198,0,380,182,184,198,198,,1,0f40c568bc9cde486f067aca82fb814d52663e48590b0fdf37e22f9642519f36,26/06/2023 01:13:26,ESCANER
14170,"San Marcos",12,"Malacatán",15,1988,380,16,2,14,43,4,10,1,31,0,4,25,2,0,1,1,9,0,0,0,0,163,13,7,183,0,183,--,380,194,163,183,183,Algún campo sin dato,1,39b4bd0a16b74d2ca1c3c9e409b97bdfabc2c000b157ff4f800672f17483a47a,26/06/2023 00:12:03,ESCANER
14171,"San Marcos",12,"Malacatán",15,1988,380,24,0,7,74,1,9,0,29,0,7,20,1,2,0,1,5,1,1,1,0,186,9,0,195,0,195,1,376,180,183,192,192,Sumas Asentadas sin cuadrar,1,7842e3f875286ba055d628ed2bd32a6cfa71aeba0982913c18ac2749f4f430d8,26/06/2023 05:51:15,ESCANER
14172,"San Marcos",12,"Malacatán",15,1988,380,30,3,12,57,1,4,0,33,0,5,31,0,0,0,0,13,0,1,0,0,190,4,1,195,0,195,--,380,185,190,195,195,Algún campo sin dato,1,5bb674e101da591381f1ceb528e2767d7acfa6b4258f4b1940622fe1a8901cd6,26/06/2023 02:14:20,ESCANER
14173,"San Marcos",12,"Malacatán",15,1988,380,18,3,18,59,2,5,1,36,1,4,15,2,0,3,3,0,0,1,0,1,172,20,4,196,0,196,0,380,184,172,196,196,,1,f5e03aa19a53cb8a69a41b18133bee2283243d663b715a713aef1177e035406d,26/06/2023 04:24:56,ESCANER
14174,"San Marcos",12,"Malacatán",15,1988,236,9,0,1,18,0,3,1,24,0,7,27,0,0,1,0,5,0,0,0,2,98,11,7,116,0,116,--,232,116,98,116,116,Algún campo sin dato,1,a6947978c505a50d3868b8eefc084080cf28466f121673b23aa7804975dfd44e,25/06/2023 23:49:08,ESCANER
14175,"San Marcos",12,"Malacatán",15,1988,235,7,1,5,19,0,3,1,19,1,3,13,0,1,0,0,3,0,1,0,0,77,10,8,95,1,96,--,235,139,77,95,96,Algún campo sin dato,1,cdb837e73bdc87febaf18d001420adcb9b20c69887a2ab0c824640175d0f8cca,26/06/2023 04:10:01,ESCANER
14176,"San Marcos",12,"Malacatán",15,1989,380,8,3,46,59,0,3,2,30,1,1,19,2,0,1,1,0,1,1,1,0,179,20,9,208,0,208,0,--,--,179,208,208,Algún campo sin dato,1,7a71f5fad9d7a69bb86d3ba8ccc9e4e00c08449217b4f602e78b637c87226d3f,26/06/2023 03:24:17,ESCANER
14177,"San Marcos",12,"Malacatán",15,1989,380,3,0,41,50,1,4,1,21,0,2,19,3,0,2,0,0,0,1,3,0,151,24,4,179,0,179,--,380,201,151,179,179,Algún campo sin dato,1,5c3ccb0873c904a51b3c2cc2dff72d789a77c994a0ede83ac69b4b519486ab57,26/06/2023 03:27:14,ESCANER
14178,"San Marcos",12,"Malacatán",15,1989,380,9,1,36,54,0,4,1,14,1,1,32,0,0,2,0,0,0,0,0,0,155,15,1,171,0,171,0,376,205,155,171,171,,1,6fe972f0a6e2b5ca52a95f9b0fb50e996cc0d48351220fd56da125c4177bdf4f,26/06/2023 03:22:12,ESCANER
14179,"San Marcos",12,"Malacatán",15,1989,380,14,1,33,47,0,1,3,20,0,3,29,3,1,0,0,0,0,1,0,0,156,15,3,174,0,174,--,380,206,156,174,174,Algún campo sin dato,1,e52e385f94737d26fd88d223963e4620c1dac4fb63295628fa3a28b1e3b31aa9,26/06/2023 03:24:48,ESCANER
14180,"San Marcos",12,"Malacatán",15,1989,380,11,0,33,63,2,3,0,9,0,3,27,1,0,2,0,0,0,0,0,0,154,25,13,192,0,192,--,380,188,154,192,192,Algún campo sin dato,1,f1c4e932be45edd912cda3b1fea95bb0e7a23dbf61c06e26880fa87856599f4c,26/06/2023 03:44:39,ESCANER
14181,"San Marcos",12,"Malacatán",15,1989,380,11,1,39,49,1,1,2,21,0,4,22,2,1,5,4,0,0,2,0,0,165,7,2,174,0,174,--,380,206,165,174,174,Algún campo sin dato,1,752e682ee4cef84164d309e854fe27ff3ba488c416ffebf4a98eaa7e26c6d8d6,26/06/2023 05:38:27,ESCANER
14182,"San Marcos",12,"Malacatán",15,1989,214,0,0,16,28,0,0,1,10,0,0,10,0,0,0,0,0,0,1,0,0,66,2,2,70,0,70,0,214,144,66,70,70,,1,0f2f71627f2cc7db6947926099b6a80df30519256565e8731069409df789e2cf,26/06/2023 03:40:50,ESCANER
14183,"San Marcos",12,"Malacatán",15,1989,213,2,0,17,23,0,3,0,8,0,0,8,1,0,0,1,0,0,0,0,0,64,8,4,64,12,76,--,213,137,63,75,87,Sumas Asentadas sin cuadrar,1,6df5239e05b0632205d17b382aa9fb8684109d1f0c772c95251b0ded89ecba23,26/06/2023 03:48:08,ESCANER
14184,"San Marcos",12,"Malacatán",15,1990,380,9,10,8,74,2,3,4,18,4,1,45,3,1,2,0,0,0,1,0,2,187,24,8,219,0,219,0,380,161,187,219,219,,1,03893e75065f9fbf31864a22caa9bf3fd13aa02a442f7040428bab61faf456f3,26/06/2023 01:40:38,ESCANER
14185,"San Marcos",12,"Malacatán",15,1990,380,13,5,9,62,6,3,5,15,2,1,58,3,0,2,0,0,1,4,1,0,190,22,5,217,0,217,--,380,163,190,217,217,Algún campo sin dato,1,f3da78c2f62cf6fbe3e16bb888a78731a5b300eabee3c38818b836b8f29f2e4e,26/06/2023 01:26:47,ESCANER
14186,"San Marcos",12,"Malacatán",15,1990,380,21,3,15,61,1,1,5,14,6,1,62,3,0,1,0,0,0,1,0,0,195,30,7,232,0,232,0,380,148,195,232,232,,1,e3c0cfde785ba9f6c0c2fd8e18c0001a83d76f3880992036f0deaafca6db551e,26/06/2023 02:44:38,ESCANER
14187,"San Marcos",12,"Malacatán",15,1990,380,18,7,9,47,0,1,2,25,7,1,60,6,0,2,1,0,0,1,0,0,187,20,6,213,0,213,--,380,167,187,213,213,Algún campo sin dato,1,fb88efc2f75b3b0b60d97afbd17803cfc28f236d2f1f53471ba76128ff5f5251,26/06/2023 02:07:29,ESCANER
14188,"San Marcos",12,"Malacatán",15,1990,380,24,16,4,61,0,2,2,23,4,4,38,1,0,1,1,0,1,0,0,2,185,25,2,212,0,212,--,374,102,184,211,211,Sumas Asentadas sin cuadrar,1,f4e4df683e30f83b520536b88cd6b34200e33da97ad3e21f2fbe4e20e3b0e128,26/06/2023 05:21:51,ESCANER
14189,"San Marcos",12,"Malacatán",15,1990,380,12,8,7,42,2,0,1,14,0,1,41,3,0,0,0,0,2,4,0,0,137,20,1,158,1,159,--,391,232,137,158,159,Algún campo sin dato,1,1c87752aa27a75f793d2c13f147b668af2bcab0564ea66e98cb992100a526c55,26/06/2023 02:43:56,ESCANER
14190,"San Marcos",12,"Malacatán",15,1990,380,6,13,13,64,2,1,2,18,4,0,35,3,0,0,0,0,1,2,0,0,164,15,5,183,0,183,--,380,196,164,184,184,Sumas Asentadas sin cuadrar,1,131a5077d80a70d1f9077b525e1b35c329b65f9cc0d188caa2996c0c48fca5a2,26/06/2023 04:50:20,ESCANER
14191,"San Marcos",12,"Malacatán",15,1990,380,16,10,11,41,2,2,5,22,3,1,37,5,1,0,0,0,0,0,0,0,156,16,5,177,0,177,--,380,203,156,177,177,Algún campo sin dato,1,dd6c5f83fd0d6fb626d9f296415456528d1445bc2d483d42ccd28a9ab13a58e5,26/06/2023 00:00:02,ESCANER
14192,"San Marcos",12,"Malacatán",15,1990,380,18,6,12,60,2,1,2,24,4,5,36,4,0,1,1,0,1,2,0,0,179,23,3,205,0,205,--,--,876,179,205,205,Algún campo sin dato,1,c00f0e69bb3363c1e3655a9a4807eff41edca211c05af12ec8cd4f6b4d8d1e31,26/06/2023 04:25:39,ESCANER
14193,"San Marcos",12,"Malacatán",15,1990,380,12,8,8,76,3,0,3,19,4,2,36,4,1,0,0,0,0,0,0,0,176,19,3,198,0,198,--,340,142,176,198,198,Algún campo sin dato,1,23487ddf8fcabecf35b78e94d285d9f6bb0ba9cd15d246bdd4d59f77fb6922f5,26/06/2023 03:36:22,ESCANER
14194,"San Marcos",12,"Malacatán",15,1990,380,11,5,8,51,2,7,3,19,5,1,32,3,0,2,0,0,0,0,0,1,150,19,7,176,0,176,--,373,197,150,176,176,Algún campo sin dato,1,74f075ef45d53f5dc0b4aead1cef774d6acc8396e1c7a7ad266b2a7bfd5fc29c,26/06/2023 03:22:15,ESCANER
14195,"San Marcos",12,"Malacatán",15,1990,380,4,5,7,68,0,8,3,25,5,1,34,1,0,3,0,0,1,0,0,1,166,12,2,180,0,180,0,380,200,166,180,180,,1,0161c39c35241e610f53481ac19a7917716b4e5e1848b1657a2ac5d189adea7b,26/06/2023 01:36:37,ESCANER
14196,"San Marcos",12,"Malacatán",15,1990,380,18,9,16,51,2,2,2,24,7,2,32,0,0,4,0,0,2,2,1,1,175,7,2,184,0,184,--,380,196,175,184,184,Algún campo sin dato,1,d191a91c46d88a6d874d7ba960ca68461bc513484c0980a905c6975ed0a1a507,26/06/2023 01:58:34,ESCANER
14197,"San Marcos",12,"Malacatán",15,1990,380,11,5,17,72,1,2,3,27,2,1,37,2,0,3,0,0,1,1,3,0,189,3,0,192,0,192,--,380,188,188,191,191,Sumas Asentadas sin cuadrar,1,b898a0b6c73127742b6b7bbf56b88420e21be74402cc3603f3b9835d14b019d7,26/06/2023 05:42:18,ESCANER
14198,"San Marcos",12,"Malacatán",15,1990,305,11,3,5,40,1,1,3,22,3,2,35,0,1,0,0,0,0,1,1,0,129,7,1,137,0,137,--,305,168,129,137,137,Algún campo sin dato,1,75deea328eefa18dac5ab3ad36e5b5b64200f039e18b3fc046f24cf73fb555f0,25/06/2023 23:55:36,ESCANER
14199,"San Marcos",12,"Malacatán",15,1990,305,3,7,4,33,2,1,9,15,3,2,22,2,0,0,0,1,0,3,0,0,107,9,5,121,0,121,--,309,188,107,121,121,Algún campo sin dato,1,d80e84987ba5359d5a3b5acccd46662709916f1ed3099fd7ebe60e960d37628a,26/06/2023 03:05:49,ESCANER
14200,"San Marcos",12,"Malacatán",15,1991,380,36,7,10,52,0,7,3,10,1,1,45,0,1,0,0,1,1,1,0,0,176,16,8,200,0,200,--,380,--,176,200,200,Algún campo sin dato,1,231ce8ec25bb953f71315e89cff17080d4a17338b93ffba12cd288d20365406f,26/06/2023 03:18:41,ESCANER
14201,"San Marcos",12,"Malacatán",15,1991,380,26,4,9,49,1,4,6,10,2,3,50,1,1,0,1,1,1,2,1,0,172,19,7,198,0,198,--,380,182,172,198,198,Algún campo sin dato,1,d6d088755651108300ff835b3bac3ef7638f615788db9f9dec126f400e241da3,26/06/2023 00:05:30,ESCANER
14202,"San Marcos",12,"Malacatán",15,1991,380,41,1,5,46,0,2,1,7,1,0,61,1,2,0,0,0,0,2,0,3,173,25,0,198,0,198,--,380,182,173,198,198,Algún campo sin dato,1,5e06b00fc86669f7deb993d13d1b6997254b2fdee0746815798aee72e9014bd8,25/06/2023 23:35:43,ESCANER
14203,"San Marcos",12,"Malacatán",15,1991,380,29,8,9,47,2,5,4,11,1,1,55,1,0,0,0,1,1,3,2,4,184,31,8,223,0,223,--,380,157,184,223,223,Algún campo sin dato,1,38e94b81211a88ceb8ce52957f0829bf6b60efe7b549ad876548146b85f95da7,26/06/2023 01:30:26,ESCANER
14204,"San Marcos",12,"Malacatán",15,1991,380,46,5,6,47,1,5,5,12,0,2,37,1,1,0,0,0,2,2,0,1,173,15,3,191,0,191,--,380,189,173,191,191,Algún campo sin dato,1,f8caecda01e86464f619b6a3013e9ac24189918214fa1c6efc7f7796afa9fb9f,26/06/2023 00:14:22,ESCANER
14205,"San Marcos",12,"Malacatán",15,1991,380,29,8,5,29,0,4,4,6,2,2,31,1,0,2,0,0,0,1,0,0,124,38,6,168,0,168,--,376,208,124,168,168,Algún campo sin dato,1,ed92d34cbf6a185891b421fa8a2d4cd0e11d03e9fc16f2d0843011476cbf9151,26/06/2023 04:32:19,ESCANER
14206,"San Marcos",12,"Malacatán",15,1991,380,38,8,7,67,1,4,2,5,2,5,34,1,1,1,0,0,0,4,2,2,184,14,2,200,0,200,--,376,176,184,200,200,Algún campo sin dato,1,17e85ab398d0571852315885da9bdd58258fa6af0bb60c36d6d0816a9a47339b,26/06/2023 02:35:30,ESCANER
14207,"San Marcos",12,"Malacatán",15,1992,380,28,15,3,39,0,4,7,11,0,0,62,0,2,0,0,0,0,3,1,0,175,18,3,196,0,196,0,380,184,175,196,196,,1,2ede6707bc8cd8d2c29c18101c24f059f3756fea650cdbcd3b2956bf35f3ec56,26/06/2023 02:10:53,ESCANER
14208,"San Marcos",12,"Malacatán",15,1992,380,43,4,9,46,2,1,3,8,0,2,39,3,2,1,1,1,0,3,0,0,169,16,12,197,0,197,0,376,179,168,196,196,Sumas Asentadas sin cuadrar,1,22dcc9ff48b101e3d241485756481ce1668218eadbedd9d3e97ebac007d07214,26/06/2023 02:57:40,ESCANER
14209,"San Marcos",12,"Malacatán",15,1992,380,26,5,14,40,1,6,4,9,2,2,48,1,0,1,0,0,0,1,0,0,160,15,5,180,0,180,--,377,197,160,180,180,Algún campo sin dato,1,0d66791d36036f7f7d5a79aab76356e3fe79062a9e428ef4ab9d13ac7d50be65,26/06/2023 02:52:57,ESCANER
14210,"San Marcos",12,"Malacatán",15,1992,380,26,5,5,52,1,1,4,6,5,1,38,1,1,0,0,0,0,1,0,0,147,17,5,169,0,169,--,380,211,147,169,169,Algún campo sin dato,1,06a3b2607db911441bd08a869e9beb573ba5754706caa5b1a14fb155e0b8e48a,26/06/2023 00:05:00,ESCANER
14211,"San Marcos",12,"Malacatán",15,1992,380,28,9,4,38,1,4,2,6,0,2,46,1,1,0,1,1,2,4,0,1,151,15,1,167,0,167,0,380,213,151,167,167,,1,70487b6fe96700d17a4c8ee6b9a6df16d26ef0551bc2533ab42c079e8efb4f2e,25/06/2023 23:57:04,ESCANER
14212,"San Marcos",12,"Malacatán",15,1992,380,46,11,1,55,0,3,3,9,0,0,48,0,1,1,0,0,1,4,0,0,183,3,3,189,0,189,--,380,191,183,189,189,Algún campo sin dato,1,8822b44b8e9ade9d9d88cb79097f94b1f28586dc911fba54d1856afcd8d919c1,26/06/2023 02:00:32,ESCANER
14213,"San Marcos",12,"Malacatán",15,1992,245,14,5,2,26,0,1,2,8,2,1,24,2,1,2,0,0,0,3,0,0,93,6,2,101,0,101,--,249,148,93,101,101,Algún campo sin dato,1,ee9a6c8183b4e441975b63063d53168951c2f72b184f7944f9815519b8502f3d,26/06/2023 01:34:53,ESCANER
14214,"San Marcos",12,"Malacatán",15,1992,244,19,3,1,14,0,1,4,3,0,1,20,2,0,0,0,1,0,2,1,0,72,9,6,87,0,87,--,240,153,72,87,87,Algún campo sin dato,1,f1c75e8723ba8041c916f161148b465f465d3db6be3354ae2bc4c1ca572e7b18,26/06/2023 01:23:02,ESCANER
14215,"San Marcos",12,"Malacatán",15,1993,380,9,9,5,100,4,5,3,39,0,5,12,0,1,2,1,2,1,29,5,1,233,23,1,257,0,257,--,--,--,233,257,257,Algún campo sin dato,1,5637df9f1d0b1c53cc7924dbac34df6abc1aeb252c4d3f2b02a6bccb1e987d92,26/06/2023 03:13:43,ESCANER
14216,"San Marcos",12,"Malacatán",15,1993,380,34,6,2,81,0,1,2,32,0,3,16,2,2,2,0,0,2,35,5,0,225,12,3,240,0,240,--,380,140,225,240,240,Algún campo sin dato,1,e96d4c16de80e5325ef89f467b114601a158a6a881357ba58bf909cbe93c0a85,26/06/2023 04:55:53,ESCANER
14217,"San Marcos",12,"Malacatán",15,1993,380,20,10,6,90,4,4,2,40,1,1,18,1,1,3,1,1,1,29,3,0,236,21,2,259,0,259,--,380,121,236,259,259,Algún campo sin dato,1,f5314244276a86d4248e2ab0189337170e54038e5fe2b258bdd4ddc90fff6303,26/06/2023 01:46:37,ESCANER
14218,"San Marcos",12,"Malacatán",15,1993,214,18,5,0,48,0,1,0,13,0,0,7,0,1,1,0,0,0,17,5,--,116,3,0,119,0,119,--,214,95,116,119,119,Algún campo sin dato,1,5d8d33075fc0f58f2956e29198db09c407cd650eba2c219ff532bdec2e6851b6,26/06/2023 01:33:14,ESCANER
14219,"San Marcos",12,"Malacatán",15,1993,213,11,6,3,53,1,1,2,21,0,2,10,0,1,1,1,0,0,14,0,0,127,2,2,131,0,131,0,217,86,127,131,131,,1,55abee55aa6445581723929bb26f2313e078e4b24c716db48ea73b726dd97ed2,25/06/2023 23:45:54,ESCANER
14220,"San Marcos",12,"Malacatán",15,1994,600,13,17,10,38,2,2,1,8,0,3,28,3,2,2,1,0,2,6,2,1,141,13,4,158,0,158,1,600,441,141,158,158,,1,66a0d446e4754867226d45ae9b358ec28253bb32b7c7b734ba1c9a165526a7ab,26/06/2023 02:02:11,ESCANER
14221,"San Marcos",12,"Malacatán",15,1994,600,9,26,8,31,0,3,1,7,1,1,26,2,4,4,1,0,0,6,1,2,133,13,1,147,0,147,--,600,453,133,147,147,Algún campo sin dato,1,b1608bbb36487b3e7dea68c45f5f10a31bd23a2b75f81e39877fe0e98a3a889f,26/06/2023 00:57:30,ESCANER
14222,"San Marcos",12,"Malacatán",15,1994,600,10,24,3,36,1,2,3,9,1,1,26,8,5,3,1,0,1,5,0,0,139,12,4,155,0,155,--,599,444,139,155,155,Algún campo sin dato,1,1bfbee0e58ae9e38e486e8dfaa77649bd3fa24ab6dafb623e040b438e00bccc0,26/06/2023 03:38:12,ESCANER
14223,"San Marcos",12,"Malacatán",15,1994,600,14,15,8,26,6,4,3,5,1,4,23,4,2,3,1,0,0,5,2,0,126,6,2,134,0,134,1,600,465,126,134,134,,1,ad8227a79108974b7ab6e975efe797fadc8a5a63ed24c75a9c059d572ccef792,26/06/2023 01:27:49,ESCANER
14224,"San Marcos",12,"Malacatán",15,1994,600,5,5,6,14,1,1,2,6,0,0,16,4,3,1,0,1,0,6,0,0,71,8,3,82,0,82,--,600,518,71,82,82,Algún campo sin dato,1,37b34f61a6bfa2b0496849e3fa68cd5eb31815a7855451141beb6075a448d063,25/06/2023 23:49:32,ESCANER
14225,"San Marcos",12,"Malacatán",15,1994,372,1,2,4,6,1,0,0,2,0,0,6,0,1,0,0,1,0,0,0,0,24,0,2,26,0,26,0,368,342,24,26,26,,1,7f57226b0d14919ffab2211f44f1f4a98f0c07748c78de4f444a983646d4e40a,25/06/2023 23:33:23,ESCANER
14226,"San Marcos",12,"Malacatán",15,1994,372,1,5,1,3,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,17,1,0,18,0,18,--,372,354,17,18,18,Algún campo sin dato,1,e748e123819e190e65f49ff24d8957287b9c8043e345592cd61347f2b1e3f999,25/06/2023 22:14:51,ESCANER
