TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
209,209,100.0000,209,100.0000,0,79314,41849,52.7636

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,TODOS,UR,AZUL,MLP,CAMBIO,VAMOS,VALOR,VIVA,UNE,SEMILLA,BIEN,PPN,VICTORIA,PHG,FCN-NACION,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23123,"Jalapa",21,"Jalapa",1,3634,400,29,22,4,8,2,1,28,73,17,16,12,1,3,5,0,0,221,21,4,246,0,246,--,400,154,221,246,246,Algún campo sin dato,1,62be2b4a6345ccf2549f935a170b54ad3a90444b546e1c3cdcf44e9ed1f6f2e0,26/06/2023 01:08:26,ESCANER
23124,"Jalapa",21,"Jalapa",1,3634,400,38,23,2,5,2,5,32,71,6,19,5,1,0,4,1,1,215,21,1,237,0,237,--,400,163,215,237,237,Algún campo sin dato,1,be90485d0ce7d6a30eef93eda0cc2d057eb0a5f7cb87ad8d0ee6deff7f90e654,25/06/2023 23:32:34,ESCANER
23125,"Jalapa",21,"Jalapa",1,3634,400,36,28,4,8,4,2,22,64,2,14,19,0,2,3,0,0,208,17,4,229,0,229,--,400,171,208,229,229,Algún campo sin dato,1,f672b9a8725df827ab3a06ed407c3f654b978595a59394579f11df6fde92d190,25/06/2023 22:48:13,ESCANER
23126,"Jalapa",21,"Jalapa",1,3634,400,22,25,2,2,1,5,23,67,12,11,10,0,2,2,1,0,185,20,3,208,0,208,--,397,189,185,208,208,Algún campo sin dato,1,808d2e9394fe7973bf06b32f92710a736c267c7ad754e7d0c8dece18100fbc5b,25/06/2023 23:57:49,ESCANER
23127,"Jalapa",21,"Jalapa",1,3634,400,29,14,2,3,1,2,34,71,6,11,6,1,3,2,1,2,188,6,1,195,0,195,--,400,205,188,195,195,Algún campo sin dato,1,6de204964a01465671cdf07423aef637150627b75c4da2473eafe238cdfccb14,26/06/2023 01:03:24,ESCANER
23128,"Jalapa",21,"Jalapa",1,3634,400,56,21,2,2,4,1,34,80,3,13,13,1,4,4,0,0,238,5,2,245,0,245,--,400,155,238,245,245,Algún campo sin dato,1,2295b2aed2507eaf3732e1eaae9adb9e9b8c6ff3feec17796b305fb1c43e73c0,26/06/2023 00:17:14,ESCANER
23129,"Jalapa",21,"Jalapa",1,3634,310,38,14,5,3,1,0,36,50,2,11,17,0,0,1,0,0,178,6,1,185,0,185,--,310,125,178,185,185,Algún campo sin dato,1,17ff9cce9253eeef0b1baba9b4572864d7c9e43b198454331d787fb3ad8f35d7,25/06/2023 22:56:01,ESCANER
23130,"Jalapa",21,"Jalapa",1,3634,310,22,7,1,0,1,2,15,39,5,7,12,1,2,1,2,0,117,6,0,123,0,123,--,310,187,117,123,123,Algún campo sin dato,1,7157c0527ebabe12168b26e813282423c11baa2d2cdfe810f4c8d0418342e37c,25/06/2023 22:08:39,ESCANER
23131,"Jalapa",21,"Jalapa",1,3635,400,23,7,4,4,1,3,24,61,3,50,3,2,--,1,--,--,186,27,5,218,--,218,--,400,182,186,218,218,Algún campo sin dato,1,5adfc1896a88634db486efe1eed088829eaa5812728a37ae9400187f8d087054,26/06/2023 02:44:09,ESCANER
23132,"Jalapa",21,"Jalapa",1,3635,400,11,10,6,0,0,2,13,76,1,46,2,6,1,3,0,0,177,40,7,224,0,224,--,400,176,177,224,224,Algún campo sin dato,1,c077beef19dea54fa191027c543d02bc845337fe785d04e1c2edd2776ba5abfe,25/06/2023 23:10:08,ESCANER
23133,"Jalapa",21,"Jalapa",1,3635,354,25,3,1,2,0,5,12,57,2,23,1,1,1,1,0,0,134,20,11,166,0,166,--,354,189,134,165,165,Sumas Asentadas sin cuadrar,1,d8ea1084dc3814c2e622d975e7b719c5315eff67745e3f96e997466659ec8e80,26/06/2023 00:03:32,ESCANER
23134,"Jalapa",21,"Jalapa",1,3635,353,10,4,1,2,1,1,12,75,0,21,1,2,0,2,1,0,133,6,4,143,0,143,--,350,207,133,143,143,Algún campo sin dato,1,6ea7da9369a180b643fb87121a6df5ea72b5d120edb9f58189eb45d8693fdddf,25/06/2023 22:47:27,ESCANER
23135,"Jalapa",21,"Jalapa",1,3636,400,34,8,7,1,7,2,27,65,1,37,8,2,1,8,0,0,208,20,2,230,0,230,--,400,170,208,230,230,Algún campo sin dato,1,9ee94d94f3f1a01b841e97aeae9d8a391e814ae4122a2e79e4f92583bd590071,26/06/2023 00:11:38,ESCANER
23136,"Jalapa",21,"Jalapa",1,3636,400,27,7,16,1,20,0,27,46,0,21,8,3,2,12,0,0,190,21,13,224,1,225,3,400,175,190,224,225,,1,4a3e23bddaf319ca69825b92c897abf3bc33df48017cc65c73cd35ed559ba7b9,26/06/2023 00:23:24,ESCANER
23137,"Jalapa",21,"Jalapa",1,3636,400,27,11,11,0,10,1,28,58,0,26,15,3,1,7,0,0,198,23,10,231,0,231,--,400,166,198,231,231,Algún campo sin dato,1,70b0fba6b96416b02d526b76777d1c162a8b3101b7ab178a96e70d96155b4089,25/06/2023 23:31:07,ESCANER
23138,"Jalapa",21,"Jalapa",1,3636,400,39,15,9,4,6,0,32,70,4,27,15,6,0,3,0,1,231,21,8,260,0,260,--,400,140,231,260,260,Algún campo sin dato,1,5cd363c09b4d77259866459f0e0f9658e8034cc92a63f6ab3b84b9ce28609d64,26/06/2023 00:06:18,ESCANER
23139,"Jalapa",21,"Jalapa",1,3636,400,43,10,5,6,2,4,37,58,3,25,29,2,0,7,1,1,233,18,5,256,0,256,--,400,144,233,256,256,Algún campo sin dato,1,ddb455f37fbe2fd3b0ac0eb67d8009a4e14880bcbb60d999cf84fbd949cbd0be,25/06/2023 22:51:10,ESCANER
23140,"Jalapa",21,"Jalapa",1,3636,400,26,7,5,2,7,3,24,76,1,16,11,2,0,4,0,2,186,18,3,207,0,207,--,400,193,186,207,207,Algún campo sin dato,1,e8ebe4621fd5d2c10db3a84270dd04a8a38c2ff8da9d3cf16ba4ae98bd1b1250,25/06/2023 22:34:47,ESCANER
23141,"Jalapa",21,"Jalapa",1,3636,400,25,10,4,2,2,2,21,90,5,16,19,8,0,1,0,2,207,7,6,220,0,220,--,398,178,207,220,220,Algún campo sin dato,1,86d4cfe2bc9eabe09e02115120cf8ddda5f4ec67fa8685772001d1b76d84f663,25/06/2023 22:11:12,ESCANER
23142,"Jalapa",21,"Jalapa",1,3636,400,42,8,7,1,3,0,25,67,3,30,22,9,2,4,1,0,224,14,2,240,160,400,--,400,160,224,240,400,Algún campo sin dato,1,72d38a77561077ece760d704d408745f47b1fa3d1881eaf25b9d14174c887b4e,25/06/2023 23:49:22,ESCANER
23143,"Jalapa",21,"Jalapa",1,3636,400,31,18,1,6,6,0,24,74,3,21,20,5,1,5,1,1,217,8,5,230,0,230,--,400,170,217,230,230,Algún campo sin dato,1,42c5a33460396b9f9b83347c46638db0d01c37769cd6c356fa1bc170f0f6e1e9,25/06/2023 22:41:01,ESCANER
23144,"Jalapa",21,"Jalapa",1,3636,400,20,9,8,4,2,3,22,62,0,10,10,5,1,1,0,0,157,14,2,173,0,173,--,400,227,157,173,173,Algún campo sin dato,1,4ca013ddf0ae47ef107cd2f738f6eefdd08fa942a2c8d58ed8ad4ffe6b47ad19,25/06/2023 23:25:21,ESCANER
23145,"Jalapa",21,"Jalapa",1,3636,400,30,12,3,5,3,0,35,70,4,12,21,4,1,3,2,0,205,7,1,213,0,213,0,400,187,205,213,213,,1,36db1caacbfb850d611c6f3b5e1a0db3479bec7ac60cc6177ba1affdc8aa8958,25/06/2023 22:44:39,ESCANER
23146,"Jalapa",21,"Jalapa",1,3637,400,27,8,6,1,7,3,26,72,2,8,30,2,2,3,0,0,197,7,0,204,0,204,--,400,196,197,204,204,Algún campo sin dato,1,ecc834df83832f73fcc76b499ba8486493e71b83eaa54ab32afd416919a31f7d,26/06/2023 00:05:36,ESCANER
23147,"Jalapa",21,"Jalapa",1,3637,226,13,7,2,2,2,1,13,33,2,8,6,1,0,5,1,0,96,4,1,101,1,102,--,226,124,96,101,102,Algún campo sin dato,1,b1c0afa26f1ea038da0c9609bec31728522f3d8bc6763e7b0e03fabfa6c0b539,25/06/2023 23:13:59,ESCANER
23148,"Jalapa",21,"Jalapa",1,3637,226,9,8,2,2,3,0,10,22,0,4,4,2,1,2,0,0,69,3,5,77,0,77,--,226,149,69,77,77,Algún campo sin dato,1,6f2f9c25207b96c31682f87de38612959e9acb4b04b8b0c51f119fb9b24315e1,25/06/2023 22:52:29,ESCANER
23149,"Jalapa",21,"Jalapa",1,3638,400,37,6,4,3,1,0,14,62,3,18,13,5,3,2,0,0,171,11,6,188,0,188,--,400,212,171,188,188,Algún campo sin dato,1,0022eeb0cbbed4b0a1135de8fdbd206ee0b604f016cc074cae8a3e467dbf6e5f,26/06/2023 01:14:47,ESCANER
23150,"Jalapa",21,"Jalapa",1,3638,400,43,10,10,1,4,2,16,50,4,18,11,5,0,8,1,0,183,19,5,207,0,207,--,400,193,183,207,207,Algún campo sin dato,1,b391bf1e018c09143ac9e3cca7973d2eaf1d226d3c20c1d263bbd65a2e0aee30,26/06/2023 01:50:37,ESCANER
23151,"Jalapa",21,"Jalapa",1,3638,400,37,5,7,3,0,4,32,65,3,15,5,3,0,4,0,0,183,14,1,198,0,198,--,400,202,183,198,198,Algún campo sin dato,1,6bdbc2063a18c5c1cd1faa201d8f6fee19b6a4fa146e4bb5cf5ed35ccc00292b,26/06/2023 01:42:51,ESCANER
23152,"Jalapa",21,"Jalapa",1,3638,400,39,19,6,0,1,2,28,55,4,16,13,3,2,7,1,1,197,15,6,218,0,218,--,404,186,197,218,218,Algún campo sin dato,1,d932ab348d1277ad890bf919d15d2ce890e61f5326f63915535f5e9ca97b869d,26/06/2023 02:22:22,ESCANER
23153,"Jalapa",21,"Jalapa",1,3638,325,30,10,1,0,5,2,14,57,3,11,15,3,0,3,0,0,154,6,3,163,0,163,--,325,162,154,163,163,Algún campo sin dato,1,01afa2565a59a27c98b71ea1d9a17c3f8a922445e120bc70ff672e12768cf536,26/06/2023 02:32:15,ESCANER
23154,"Jalapa",21,"Jalapa",1,3638,324,30,14,5,2,2,3,9,51,2,8,16,3,0,2,0,0,147,2,1,150,0,150,--,324,174,147,150,150,Algún campo sin dato,1,a6168061928b7143ae5eef3848f90e357519712663867d8f53a32867138f7ed1,26/06/2023 00:57:22,ESCANER
23155,"Jalapa",21,"Jalapa",1,3639,380,15,8,5,0,14,0,20,68,9,23,2,2,4,2,0,1,173,42,13,228,0,228,--,380,152,173,228,228,Algún campo sin dato,1,22b2eb1536c604390270104b5cf057be2333bc3b5d7e0ac2f368ec14b16ab78a,25/06/2023 22:45:27,ESCANER
23156,"Jalapa",21,"Jalapa",1,3639,380,16,2,5,1,13,3,32,80,23,29,5,1,1,4,0,0,215,31,14,260,0,260,--,397,137,215,260,260,Algún campo sin dato,1,f853b215938ae7393cfadf9a798e0141367b98bce383c37a717d8e9bf12f371f,26/06/2023 00:23:17,ESCANER
23157,"Jalapa",21,"Jalapa",1,3639,380,8,7,7,1,14,0,30,84,11,27,2,2,1,4,0,2,200,29,13,242,0,242,--,380,138,200,242,242,Algún campo sin dato,1,938fc8c97bfc0dc846d3f6a48c72341b8bf4c82704af2604b7558b8a1c9a4673,25/06/2023 23:46:20,ESCANER
23158,"Jalapa",21,"Jalapa",1,3639,380,13,10,9,3,10,3,29,58,10,32,4,4,1,0,0,2,188,23,15,226,0,226,--,380,154,188,226,226,Algún campo sin dato,1,081e51fd3d41e8e9fd34c31dc1373cc79be814fbb6d964793d01b589fad54da4,25/06/2023 23:57:06,ESCANER
23159,"Jalapa",21,"Jalapa",1,3639,380,16,13,8,2,13,1,28,63,8,43,2,2,1,2,0,5,207,21,10,238,0,238,--,378,139,207,238,238,Algún campo sin dato,1,3af77e5c0c88a1d23abd574eb0cb9d9ac77e25ffe5450f308fa71aa4f636e1c9,26/06/2023 00:12:38,ESCANER
23160,"Jalapa",21,"Jalapa",1,3639,380,14,8,5,2,10,0,28,62,13,46,2,3,1,1,0,1,196,35,13,244,0,244,--,280,136,196,244,244,Algún campo sin dato,1,0ff856a9d5bc106c47b6656c3648fa73e7e7b9752a4df676594e5492be8a3277,26/06/2023 01:25:21,ESCANER
23161,"Jalapa",21,"Jalapa",1,3639,380,12,6,9,1,8,0,40,57,7,41,1,3,3,2,0,1,191,46,12,249,0,249,--,380,131,191,249,249,Algún campo sin dato,1,2bc7014d64892f948be3b3df4d1f39d924ed113303d6cb728a6299ae5f14bb19,25/06/2023 23:47:51,ESCANER
23162,"Jalapa",21,"Jalapa",1,3639,380,11,4,11,2,4,0,25,80,16,26,3,2,0,2,0,0,186,40,9,235,0,235,--,380,145,186,235,235,Algún campo sin dato,1,41863eedd9dea68d48e33fa77d82cc78cffe61234b847576476b77695ac65036,26/06/2023 00:06:09,ESCANER
23163,"Jalapa",21,"Jalapa",1,3639,380,13,3,2,2,8,3,28,61,12,16,0,1,1,0,0,1,151,15,2,168,0,168,--,380,212,151,168,168,Algún campo sin dato,1,3e459701a81723cebb41f08ecff5ef6cb435253e71723b3384aa8da9ef4e8cee,25/06/2023 23:06:14,ESCANER
23164,"Jalapa",21,"Jalapa",1,3639,380,12,7,1,1,7,2,13,68,14,21,2,0,3,2,0,0,153,17,9,179,0,179,--,380,201,153,179,179,Algún campo sin dato,1,b7055b24395f97d30b2e1f78d5265faefacc9b1f5a55ba012e28e343f1d794bc,25/06/2023 23:34:53,ESCANER
23165,"Jalapa",21,"Jalapa",1,3639,380,13,4,0,3,6,0,22,66,8,14,7,2,2,2,0,3,152,7,0,159,0,159,--,385,226,152,159,159,Algún campo sin dato,1,ff828b9f2cd1067bde135a2ac9636feca3dd37ab0611064c8fb56a82602e3592,25/06/2023 23:32:37,ESCANER
23166,"Jalapa",21,"Jalapa",1,3639,380,9,9,1,0,7,1,19,70,8,19,1,0,0,1,0,2,147,22,10,179,1,180,--,377,197,147,179,180,Algún campo sin dato,1,22f5bbab6b0931f7cbce7e6f3e57841f1f9417c78ede03ea70dd8dcd0d7e0d5c,26/06/2023 00:20:27,ESCANER
23167,"Jalapa",21,"Jalapa",1,3639,380,15,9,3,0,5,0,21,60,8,10,4,3,0,0,0,4,142,8,3,153,0,153,--,379,226,142,153,153,Algún campo sin dato,1,5e962a7abe582e72514e2df0a3b2fbb0ca41248c17fe7d919e74f98f0c13ab03,25/06/2023 23:07:00,ESCANER
23168,"Jalapa",21,"Jalapa",1,3639,380,9,3,4,0,9,0,20,93,3,20,1,1,0,1,0,1,165,6,2,173,0,173,--,380,207,165,173,173,Algún campo sin dato,1,60e64ab64cd1013c3ccf5ea5d6daddc12ee60ab2f2d02ccac16e49cc583a917e,25/06/2023 23:27:20,ESCANER
23169,"Jalapa",21,"Jalapa",1,3639,228,3,1,1,0,4,0,18,31,4,10,3,0,0,0,0,0,75,5,2,82,0,82,--,228,146,75,82,82,Algún campo sin dato,1,fa34553822908d831741314e28e1ad588d2a53e046ab811849d2a11d2b119feb,25/06/2023 22:33:39,ESCANER
23170,"Jalapa",21,"Jalapa",1,3639,227,3,1,0,0,4,0,17,41,4,15,0,0,0,1,0,0,86,6,5,97,0,97,--,227,130,86,97,97,Algún campo sin dato,1,84d709773e935c4d394b6ec027d269e05c4fdf5895b0a276283b5aecafea2e6a,25/06/2023 23:19:54,ESCANER
23171,"Jalapa",21,"Jalapa",1,3640,380,38,2,1,1,5,2,28,35,6,26,3,4,0,0,0,0,151,35,9,195,0,195,--,380,185,151,195,195,Algún campo sin dato,1,9475fa9f7fa3a4612577bb49a9573745bb14a8ebf7468f9e4703db2ecfe5e777,26/06/2023 00:53:44,ESCANER
23172,"Jalapa",21,"Jalapa",1,3640,380,35,1,1,1,5,0,36,35,4,37,1,6,0,1,2,2,167,36,10,213,0,213,--,380,167,167,213,213,Algún campo sin dato,1,73bbcccb65ad8e087c73d9470c7d48cf4ebdfb6fb023647405a37d04deeba66d,26/06/2023 02:39:54,MOVIL
23173,"Jalapa",21,"Jalapa",1,3640,380,43,1,0,1,1,1,34,47,4,38,7,4,1,1,0,0,183,44,7,234,0,234,1,380,145,183,234,234,,1,fc0132f5cdb5c317c70ca572a29d597e19ec562efeeba2017420c7b19eb23fa3,26/06/2023 02:03:03,ESCANER
23174,"Jalapa",21,"Jalapa",1,3640,380,39,0,5,3,2,0,36,52,4,51,5,6,0,2,0,0,205,27,4,236,0,236,--,380,144,205,236,236,Algún campo sin dato,1,297ec57a3d0b04634d89c369850929fbcc0e2fb475cf64f6202372207adf4cd0,26/06/2023 00:26:57,ESCANER
23175,"Jalapa",21,"Jalapa",1,3640,380,53,0,0,1,1,2,28,49,2,51,3,5,0,1,0,0,196,40,10,246,0,246,--,380,134,196,246,246,Algún campo sin dato,1,0daa4c2ba400804f96bf3c7b4427c10578ee4d739ae7ed7d81ba1ff8b6219894,26/06/2023 00:56:24,ESCANER
23176,"Jalapa",21,"Jalapa",1,3640,380,36,3,4,4,2,0,42,44,2,41,2,4,1,3,1,0,189,48,6,243,0,243,--,380,137,189,243,243,Algún campo sin dato,1,ec5f600e1d4bd7db54bed8d66f0420d9c4b9bfe953552a998d6fa4bee1955f29,26/06/2023 00:32:27,ESCANER
23177,"Jalapa",21,"Jalapa",1,3640,380,50,2,3,1,1,0,26,53,2,49,6,2,1,0,1,0,197,42,9,248,0,248,--,380,132,197,248,248,Algún campo sin dato,1,91f73ecfdb48bf1590873ff0ee5981859ed7f2e497efdb87bb31753c787c40d6,26/06/2023 01:39:15,ESCANER
23178,"Jalapa",21,"Jalapa",1,3640,380,42,1,1,3,6,3,29,59,0,37,4,5,1,0,0,0,191,32,5,228,0,228,--,379,151,191,228,228,Algún campo sin dato,1,5170d5896efaefdc96bfb076df7f25e6cf69983418ebd079d021ca3718b48772,26/06/2023 01:23:50,ESCANER
23179,"Jalapa",21,"Jalapa",1,3640,380,47,1,2,4,0,0,29,46,6,23,2,0,0,1,0,0,161,27,3,191,0,191,--,380,189,161,191,191,Algún campo sin dato,1,8403fca17b9c5da9981291a391b7a8b658ab351ee5ababffdfd3987f916088c5,26/06/2023 01:39:31,ESCANER
23180,"Jalapa",21,"Jalapa",1,3640,380,39,1,1,0,2,2,18,52,3,26,3,1,0,1,0,0,149,20,2,171,0,171,--,380,209,149,171,171,Algún campo sin dato,1,ed10ac7f5debbae4a7a4e32808e396c220f75cd665f1891e59963470a7737202,26/06/2023 01:28:50,ESCANER
23181,"Jalapa",21,"Jalapa",1,3640,380,43,2,2,0,1,1,19,35,2,22,2,1,0,1,0,0,131,20,12,163,0,163,--,377,214,131,163,163,Algún campo sin dato,1,e55724343cc299a0464c6780dc54f072029777e798cb61282b4796e93bfe7912,26/06/2023 01:13:17,ESCANER
23182,"Jalapa",21,"Jalapa",1,3640,380,34,2,0,1,3,1,30,43,0,30,2,0,1,0,0,0,147,14,1,162,0,162,--,380,218,147,162,162,Algún campo sin dato,1,0d7520396ef55eed0b761d1deb02fff9b2ea9f3ca61316e4e138e9a6de940e06,25/06/2023 23:49:32,ESCANER
23183,"Jalapa",21,"Jalapa",1,3640,380,37,2,3,0,3,0,32,58,0,31,1,3,2,1,0,0,173,11,0,184,0,184,--,380,196,173,184,184,Algún campo sin dato,1,b180292181a161528a5c59128b8abb7c0689bad34239b409a69208ca08d1e52a,26/06/2023 00:24:54,ESCANER
23184,"Jalapa",21,"Jalapa",1,3640,229,14,1,2,0,1,0,12,27,0,13,1,0,0,0,0,0,71,15,3,89,0,89,--,229,140,71,89,89,Algún campo sin dato,1,d17fa8889dd3e1a9f29fc7754cf6f8ed64e62e6fa3ce28d9eebc5f8a80c55c52,25/06/2023 23:26:22,ESCANER
23185,"Jalapa",21,"Jalapa",1,3640,228,24,1,1,0,2,1,13,31,1,22,3,3,0,1,0,0,103,12,8,123,0,123,--,228,105,103,123,123,Algún campo sin dato,1,621e7abe8f5ef51dcad87314a09f00d7974bdcc75f05b581d0414b1f1e045aeb,25/06/2023 23:15:46,ESCANER
23186,"Jalapa",21,"Jalapa",1,3641,380,12,1,17,1,3,0,7,28,2,19,2,3,0,1,0,13,110,27,16,153,0,153,--,380,227,109,152,152,Sumas Asentadas sin cuadrar,1,8289549b958686c2fdd920c7e7d46019cc8679f79618be6b67d7d62062749790,26/06/2023 00:03:41,ESCANER
23187,"Jalapa",21,"Jalapa",1,3641,380,18,3,8,1,0,2,11,60,5,27,2,2,0,0,0,21,160,25,16,201,0,201,1,380,178,160,201,201,,1,6ba5dcb39838f8c83ad60e18eab5f83be97edbdef0c3a1bbad952040bc77fe72,25/06/2023 23:37:31,ESCANER
23188,"Jalapa",21,"Jalapa",1,3641,380,10,4,14,0,5,0,8,31,1,26,0,5,1,0,0,5,110,31,9,150,0,150,--,380,230,110,150,150,Algún campo sin dato,1,99fcf6cb245c352a22fcd667faa698523109725df9c337540cce90bf1958dfe8,26/06/2023 00:18:24,ESCANER
23189,"Jalapa",21,"Jalapa",1,3641,380,11,3,22,2,6,0,10,24,3,32,1,1,0,1,0,4,120,24,9,153,0,153,--,376,223,120,153,153,Algún campo sin dato,1,e265863981b0eae09c51983a82650079a0fdf017d8b7db0c7d1ebded8376f7be,26/06/2023 01:29:31,ESCANER
23190,"Jalapa",21,"Jalapa",1,3641,380,13,1,22,2,3,1,9,31,2,31,0,1,0,1,0,5,122,22,12,156,0,156,--,380,221,122,156,156,Algún campo sin dato,1,249120a9824d450795aeb7f3a6c5bfc9f00c5480f8170f2152a7e611039e9251,26/06/2023 00:28:56,ESCANER
23191,"Jalapa",21,"Jalapa",1,3641,380,8,5,16,2,6,0,14,53,7,29,2,2,0,0,0,9,148,22,5,175,27,175,--,--,--,153,180,207,Sumas Asentadas sin cuadrar,1,78573651fc516138451e7833142544002ad375729d9a0c62ace5e4c060246bf5,26/06/2023 03:26:53,ESCANER
23192,"Jalapa",21,"Jalapa",1,3641,380,12,1,7,2,7,0,10,61,2,12,1,1,0,0,0,10,126,21,3,150,0,150,--,380,230,126,150,150,Algún campo sin dato,1,e3bf67705a89b8d90f3c466f1efab9ee12b36a3c7d1bf2dd679a9d805bea7cf7,26/06/2023 01:49:18,ESCANER
23193,"Jalapa",21,"Jalapa",1,3642,380,15,2,10,3,2,1,7,52,3,16,1,1,0,0,0,4,117,27,1,145,0,145,--,380,235,117,145,145,Algún campo sin dato,1,7ec1c555d097ee048b73fa91d69d3c3e16268f23db6f59aa99a243f2c67ce337,26/06/2023 01:00:49,ESCANER
23194,"Jalapa",21,"Jalapa",1,3642,380,7,1,18,0,4,0,1,36,8,16,1,3,0,0,0,5,100,18,5,123,0,123,--,380,257,100,123,123,Algún campo sin dato,1,c150bba07617de16118242172ad44e868058156563cb3052a8665fcbbe5f5119,26/06/2023 01:08:56,ESCANER
23195,"Jalapa",21,"Jalapa",1,3642,337,6,3,10,0,3,1,7,50,1,13,1,1,0,1,0,4,101,10,3,114,0,114,--,--,--,101,114,114,Algún campo sin dato,1,76a363ad212f0718411eea9a0f89a80bac7ac34c39d4ef9dd38363a34a09532a,25/06/2023 22:40:53,ESCANER
23196,"Jalapa",21,"Jalapa",1,3642,336,7,5,12,2,1,0,4,36,0,20,0,3,0,0,0,1,93,14,6,113,0,113,--,333,220,91,111,111,Sumas Asentadas sin cuadrar,1,9d8a88b86fe768dc2276d99adafbc96bfa9e0d50b9074e150d9455a07eb55a99,26/06/2023 00:26:08,ESCANER
23197,"Jalapa",21,"Jalapa",1,3643,380,14,2,5,2,7,1,17,47,5,37,0,3,0,0,0,1,141,22,22,185,0,185,--,380,195,141,185,185,Algún campo sin dato,1,4f2af9f51bc56aa07acc5b547e559efc45b721b789a7eb604f2ba7269e18bb20,26/06/2023 00:03:30,ESCANER
23198,"Jalapa",21,"Jalapa",1,3643,380,7,1,7,3,4,5,31,60,2,55,0,2,1,2,0,0,180,28,10,218,0,218,--,379,161,180,218,218,Algún campo sin dato,1,52663a48cf32e1d5891e2a129b291a656e2b1663d0caef2f5edc565fa9d0257b,26/06/2023 00:23:56,ESCANER
23199,"Jalapa",21,"Jalapa",1,3643,380,14,3,3,3,8,1,15,39,4,59,1,3,1,1,1,0,156,18,4,178,0,178,--,380,202,156,178,178,Algún campo sin dato,1,fca02dfd59fbaf8f320b6dd9529c8bf4366ba25428778181d7ef37c55f6b53df,25/06/2023 22:05:21,ESCANER
23200,"Jalapa",21,"Jalapa",1,3643,380,12,2,3,2,9,0,16,42,5,64,1,2,0,2,0,0,160,35,5,200,0,200,--,380,180,160,200,200,Algún campo sin dato,1,91c89538a81995d5819c3fd6096a8e67fb9a8bae39c2723108907230a5fe6dfa,25/06/2023 23:59:43,ESCANER
23201,"Jalapa",21,"Jalapa",1,3643,380,13,1,3,4,9,1,21,53,5,51,0,0,1,4,0,0,167,27,18,212,0,212,--,380,168,166,211,211,Sumas Asentadas sin cuadrar,1,42644422b44a29bceb79bb195e73f70f3471ed1b7156b46f7cee5c7b249210aa,26/06/2023 00:44:38,ESCANER
23202,"Jalapa",21,"Jalapa",1,3643,380,18,1,3,0,4,1,15,54,4,39,2,1,0,0,0,2,144,16,5,165,0,165,--,379,214,144,165,165,Algún campo sin dato,1,b4dc85626f6833ddbe479a64656ddffb8151db4946d52e3eceb5bb8e65946193,26/06/2023 00:07:38,ESCANER
23203,"Jalapa",21,"Jalapa",1,3643,380,10,4,3,1,4,0,16,57,0,34,1,0,0,1,2,0,133,13,7,153,0,153,--,380,227,133,153,153,Algún campo sin dato,1,c8f7b697c6742aaeaa148cd9bd8f16f1bc01347c36cba58683691110a9288b38,25/06/2023 22:20:04,ESCANER
23204,"Jalapa",21,"Jalapa",1,3643,380,7,5,3,1,17,1,14,39,1,30,4,2,0,2,0,0,126,27,6,159,0,159,--,380,221,126,159,159,Algún campo sin dato,1,61db037c1a1af7d989b800267d030adefaaa0b5ccdf42303c04fb9b34263fbad,25/06/2023 22:36:27,ESCANER
23205,"Jalapa",21,"Jalapa",1,3643,380,7,2,1,0,3,0,19,60,0,41,0,0,0,2,0,0,135,12,10,157,0,157,--,380,223,135,157,157,Algún campo sin dato,1,5ee361862092e1a46da69a8c1e6d74d02755ad6fd9ecd8a774d84bcfeeac6948,25/06/2023 21:44:59,ESCANER
23206,"Jalapa",21,"Jalapa",1,3643,240,5,2,0,1,0,0,14,29,1,24,0,1,0,1,0,1,79,11,3,93,0,93,--,240,147,79,93,93,Algún campo sin dato,1,bb674aea8b8fc275eb5687129a0738775bbaf4606a166ffcd170f8d0f68ae1de,25/06/2023 21:51:00,ESCANER
23207,"Jalapa",21,"Jalapa",1,3643,239,5,1,0,0,3,0,17,34,2,23,0,1,1,0,0,1,88,13,7,108,0,108,--,236,128,88,108,108,Algún campo sin dato,1,859d03594541d24f7f6ec13dc603b25165c5bbf95d5ed6b4e2d59fd0cb95fe7d,25/06/2023 22:24:33,ESCANER
