TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
120,119,99.1666,118,98.3333,1,45728,25732,56.2718

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,UNE,TODOS,VAMOS,PODEMOS,VIVA,AZUL,VICTORIA,ELEFANTE,SEMILLA,PPN,FCN-NACION,PHG,MLP,BIEN,PIN,CAMBIO,VOS,VALOR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
11785,"Suchitepéquez",10,"Mazatenango",1,1583,400,19,28,35,50,11,6,6,5,5,8,8,3,7,2,5,1,1,6,14,220,16,6,242,0,242,--,399,157,220,242,242,Algún campo sin dato,1,66d04c5bdd8669487fe4a209d6a757cebef7be9881ad341a4892d5b5e41ecddc,26/06/2023 03:31:16,ESCANER
11786,"Suchitepéquez",10,"Mazatenango",1,1583,400,16,27,37,44,6,10,2,2,10,9,5,0,7,3,5,1,2,4,16,206,16,2,224,0,224,--,400,176,206,224,224,Algún campo sin dato,1,c12d441a59d045d743a8aade74deed6408b3f69f50083c1ea3cd0450de12df5c,26/06/2023 01:30:29,ESCANER
11787,"Suchitepéquez",10,"Mazatenango",1,1583,400,16,25,38,41,6,7,8,2,12,11,10,3,5,1,7,0,0,7,9,208,12,0,220,0,220,--,--,--,208,220,220,Algún campo sin dato,1,1130d5f782a68c676ffb6900a58e4b6ea2666cdd6e06f2cedb9becd0ea205ed5,26/06/2023 02:07:33,ESCANER
11788,"Suchitepéquez",10,"Mazatenango",1,1583,400,16,22,35,32,15,9,2,3,12,16,4,0,14,2,7,0,3,8,10,216,6,0,216,0,216,--,400,184,210,216,216,Sumas Asentadas sin cuadrar,1,5a465980390c5c2d4ff38abe804522627cf252c7f97b4e61e412e8bb12cb05bb,26/06/2023 03:25:18,ESCANER
11789,"Suchitepéquez",10,"Mazatenango",1,1583,400,26,22,53,41,8,6,7,3,13,8,9,4,5,0,4,0,2,7,10,228,1,0,229,0,229,--,400,171,228,229,229,Algún campo sin dato,1,b95baa16766d161e37a6b362e2947a50b4db3f65005bff8259dc053c2a9fe088,26/06/2023 03:08:13,ESCANER
11790,"Suchitepéquez",10,"Mazatenango",1,1584,400,7,24,31,39,2,11,0,2,4,17,9,1,5,1,3,0,2,9,5,172,10,0,182,--,182,--,397,215,172,182,182,Algún campo sin dato,1,ca77b4b1386ea2f10ad7838ed48d5a7765a46cf4b76b79fe5ebcc0350289e733,26/06/2023 01:50:34,ESCANER
11791,"Suchitepéquez",10,"Mazatenango",1,1584,400,7,22,29,48,7,9,5,1,12,19,7,2,15,0,1,1,1,10,11,207,5,0,212,0,212,--,400,188,207,212,212,Algún campo sin dato,1,adc022c24bc7de72dd22816bc70e57edce43255c9de333fedc009cc65c227cae,26/06/2023 00:52:08,ESCANER
11792,"Suchitepéquez",10,"Mazatenango",1,1584,259,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,6f24b290c435acbc45ab61848cdf3ccbbfa452cbd90073ae56eacdff47fe20f0,26/06/2023 02:03:39,ESCANER
11793,"Suchitepéquez",10,"Mazatenango",1,1584,258,6,13,22,19,5,3,0,1,6,2,1,1,3,0,5,0,1,3,5,96,8,0,104,0,104,--,258,153,96,104,104,Algún campo sin dato,1,57621a3ff79a59f4ab1493cbe9d38942e9df32c387f356dee9a46c60787b341d,26/06/2023 01:12:48,ESCANER
11794,"Suchitepéquez",10,"Mazatenango",1,1585,400,14,24,68,39,9,8,8,3,16,11,9,2,9,--,7,1,1,6,7,240,21,4,265,0,265,--,400,135,242,267,267,Sumas Asentadas sin cuadrar,1,c5e643416350472620b61bab5b1369e3a42274b992709536857facae25a6fe7f,26/06/2023 04:42:17,ESCANER
11795,"Suchitepéquez",10,"Mazatenango",1,1585,400,17,30,68,51,7,4,11,4,8,12,5,1,11,0,6,1,2,7,7,252,11,3,266,0,266,0,400,134,252,266,266,,1,4352146b0ac03696f221347e5f51f991ac95c48cda1c6a37f8a96f76d003fa28,26/06/2023 05:08:45,ESCANER
11796,"Suchitepéquez",10,"Mazatenango",1,1585,400,26,22,67,45,10,4,7,6,20,10,7,1,15,0,9,1,2,10,10,274,13,3,290,3,293,--,397,104,272,288,291,Sumas Asentadas sin cuadrar,1,3a25feaef89b4b02d36490fd9aa4719464692f873de885518d1e34cea39f4ab3,26/06/2023 03:21:25,ESCANER
11797,"Suchitepéquez",10,"Mazatenango",1,1585,400,21,19,81,52,12,10,17,5,12,8,5,1,8,1,9,2,0,6,6,275,15,4,294,19,294,--,400,106,275,294,313,Sumas Asentadas sin cuadrar,1,b00e332cc5e35c240232ba574649aebdcb84edc1707ac56bda7d06f39e5a3e04,26/06/2023 01:31:47,ESCANER
11798,"Suchitepéquez",10,"Mazatenango",1,1585,400,17,18,63,36,9,11,8,6,14,9,8,0,6,2,7,0,2,5,9,230,28,3,261,0,261,--,400,136,230,261,261,Algún campo sin dato,1,8031bf0b25b194ec86e0cdf80a581778924a35faecde9d03256b4d4b31985de1,26/06/2023 04:51:57,ESCANER
11799,"Suchitepéquez",10,"Mazatenango",1,1585,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
11800,"Suchitepéquez",10,"Mazatenango",1,1586,400,15,16,65,34,13,8,10,6,21,8,11,2,9,3,8,1,1,5,6,242,12,0,254,0,254,--,397,254,242,254,254,Algún campo sin dato,1,5dd72f3cf23ec8282f716b92fb9b919cc0eaaeba5305f7a3043c40a5d9c8c14a,26/06/2023 01:33:00,ESCANER
11801,"Suchitepéquez",10,"Mazatenango",1,1586,400,25,21,67,52,11,5,8,0,6,1,11,0,4,1,5,1,2,7,9,236,13,5,254,--,--,--,397,143,236,254,254,Algún campo sin dato,1,d22f4fceafcc14760a3f22dd342e851aed4fad36dbb9600258f7ee204744ab2a,26/06/2023 03:27:08,ESCANER
11802,"Suchitepéquez",10,"Mazatenango",1,1586,400,17,21,55,43,10,6,11,2,12,13,9,0,8,1,8,2,1,6,13,238,15,1,254,0,254,--,384,130,238,254,254,Algún campo sin dato,1,8b738d3bf0c6af4fd95698935b33d37c98203061ea6413fb802f35afd6ff842d,26/06/2023 03:20:57,ESCANER
11803,"Suchitepéquez",10,"Mazatenango",1,1586,400,9,18,50,42,10,3,10,2,16,7,9,0,6,0,6,2,0,9,9,208,11,0,219,0,219,--,396,178,208,219,219,Algún campo sin dato,1,46d5bcf18dcc0014fba72b336c7afe035877e6a1fc8c6c1e76859817c02bd54e,26/06/2023 03:32:11,ESCANER
11804,"Suchitepéquez",10,"Mazatenango",1,1586,400,12,17,75,37,9,2,11,3,15,7,5,1,6,2,8,0,1,6,10,--,9,0,236,0,236,--,397,161,227,236,236,Algún campo sin dato,1,77a343feb60d70d725582236ecc862b5cdb7d698e779efa5bebf9fb81e2c5b14,26/06/2023 03:45:02,ESCANER
11805,"Suchitepéquez",10,"Mazatenango",1,1586,325,17,11,38,36,7,2,3,1,10,13,6,0,5,4,4,0,2,3,3,165,3,1,169,0,169,1,325,155,165,169,169,,1,b08b87273fafa236979e0335c8efc9159f2885aa3ccfd95bedf9e2ed133ffcdb,26/06/2023 03:36:17,ESCANER
11806,"Suchitepéquez",10,"Mazatenango",1,1586,324,6,15,39,29,9,5,2,1,11,10,3,0,2,0,2,2,1,2,3,142,11,2,155,0,155,--,321,166,142,155,155,Algún campo sin dato,1,b4eb2e57ebe482281b137085470c750fd5afbe5e2d11286f3b0bb8ee07a4eb8a,26/06/2023 01:29:03,ESCANER
11807,"Suchitepéquez",10,"Mazatenango",1,1587,380,9,27,27,90,0,4,4,1,1,2,3,1,5,0,1,0,2,3,4,184,32,9,225,--,--,--,380,155,184,225,225,Algún campo sin dato,1,a496569b2dc599393d935f7f5fed4ce171ec1f04a4728c4cfb348d2c5fcb1164,26/06/2023 02:45:53,ESCANER
11808,"Suchitepéquez",10,"Mazatenango",1,1587,380,8,36,29,80,4,7,3,1,0,0,4,2,2,0,2,1,3,0,0,182,26,7,205,0,205,--,380,166,182,215,215,Sumas Asentadas sin cuadrar,1,a86dad1b14bd072717df975939250b9adf3ce03691a92379b54670540461d3e6,26/06/2023 03:04:53,ESCANER
11809,"Suchitepéquez",10,"Mazatenango",1,1587,380,7,30,31,80,1,4,4,2,2,1,2,0,12,3,1,0,5,0,6,191,31,9,231,0,231,--,--,--,191,231,231,Algún campo sin dato,1,161584e2ccabc9d35aa65f8da3316f68118f09cd0ab95395c09a71a85be4faf0,26/06/2023 03:08:17,ESCANER
11810,"Suchitepéquez",10,"Mazatenango",1,1587,380,11,27,21,65,2,5,1,2,1,3,2,0,3,1,3,0,1,0,2,150,59,7,216,0,216,--,380,164,150,216,216,Algún campo sin dato,1,8f4b5824017c3d6a064dee9b25293eb711ee4d8b2eec52c4ffea97d26b629be8,26/06/2023 03:14:50,ESCANER
11811,"Suchitepéquez",10,"Mazatenango",1,1587,380,8,19,21,104,0,4,5,3,3,3,4,1,5,1,4,1,3,0,1,190,31,6,227,0,227,--,377,150,190,227,227,Algún campo sin dato,1,947ec87d36551c92a82c1939467248d829950073c93b663be98b1ca359caff94,26/06/2023 03:19:09,ESCANER
11812,"Suchitepéquez",10,"Mazatenango",1,1587,380,3,31,23,84,3,2,5,2,4,3,1,0,7,0,0,2,3,0,2,175,38,7,220,157,377,--,377,157,175,220,377,Algún campo sin dato,1,3b8c0be05b3160fcfdc020558d6c63a1464a4c984e5e2d652e3e796e2df8efb7,26/06/2023 03:30:50,ESCANER
11813,"Suchitepéquez",10,"Mazatenango",1,1588,380,5,24,25,84,1,5,2,0,0,4,1,0,11,0,0,1,1,2,3,169,18,4,191,0,191,--,--,--,169,191,191,Algún campo sin dato,1,b0e4ad902b7e271c071a513abf18141d30c1ef0fcf5e30c4d60b6207a980d484,26/06/2023 01:38:38,ESCANER
11814,"Suchitepéquez",10,"Mazatenango",1,1588,380,5,34,27,63,0,7,2,1,1,3,3,0,5,0,1,1,1,5,5,164,23,4,191,1,192,--,--,--,164,191,192,Algún campo sin dato,1,8ba0242097c6a0259e1900af35f3464dcf68133dd827a8cdc9a7e597652772b6,26/06/2023 02:15:20,ESCANER
11815,"Suchitepéquez",10,"Mazatenango",1,1588,380,3,26,18,78,0,2,5,0,6,3,2,0,5,1,3,0,2,2,0,156,23,7,186,0,186,--,380,193,156,186,186,Algún campo sin dato,1,7e310c1199043c076e432f26ff6d9dd9611975f6f9b51b053990e15ef8d5d3da,26/06/2023 01:22:15,ESCANER
11816,"Suchitepéquez",10,"Mazatenango",1,1588,380,5,18,23,59,1,1,1,0,0,4,3,0,8,0,0,0,1,1,5,130,9,2,141,0,141,--,368,227,130,141,141,Algún campo sin dato,1,8acf9c465629b10ea81649fe2093a9a2323392f8903afb584a90c96ca057bad5,26/06/2023 01:19:33,ESCANER
11817,"Suchitepéquez",10,"Mazatenango",1,1588,263,4,12,17,50,2,2,2,0,0,2,1,0,4,0,1,0,3,2,3,105,2,1,108,0,108,--,260,152,105,108,108,Algún campo sin dato,1,db4b7438216b97ded7dc4522ffc68b123df7aee37d6d9dfab411b48966d76067,25/06/2023 23:26:27,ESCANER
11818,"Suchitepéquez",10,"Mazatenango",1,1588,263,2,13,16,53,0,1,0,0,2,3,1,0,4,0,1,1,3,1,2,103,7,2,112,1,113,1,263,149,103,112,113,,1,3ebecfdacbd01a2b567ff29acdd45a03eed7aac6c2dc9a306fdf8a46115e4a65,26/06/2023 00:46:52,ESCANER
11819,"Suchitepéquez",10,"Mazatenango",1,1589,380,2,38,10,42,3,2,3,2,1,0,14,1,2,2,4,2,8,3,1,140,24,11,175,0,175,--,--,--,140,175,175,Algún campo sin dato,1,f4bf7ad4c3bd4f236784976cdc9977978bf70f6ef5de67e47e96f9da7fae9ecc,26/06/2023 01:29:08,ESCANER
11820,"Suchitepéquez",10,"Mazatenango",1,1589,380,3,34,8,58,13,4,5,6,0,0,4,3,1,1,0,8,4,5,1,158,21,3,182,0,182,--,377,195,158,182,182,Algún campo sin dato,1,3f6e49d97efd0890a6802155bfcc657bf0ed24addc7fe5bbf8d461491aa1d244,26/06/2023 00:40:20,ESCANER
11821,"Suchitepéquez",10,"Mazatenango",1,1589,333,3,35,8,54,7,5,2,2,0,0,11,3,0,1,1,1,5,2,2,142,14,7,163,0,163,--,333,170,142,163,163,Algún campo sin dato,1,fb3d717154e3cb962225c2b3229743de7cd3986b36d4271bafe4f8d537538cb2,26/06/2023 00:46:43,ESCANER
11822,"Suchitepéquez",10,"Mazatenango",1,1589,332,6,38,9,25,9,0,0,1,0,1,4,1,1,0,1,1,6,1,0,104,6,4,114,10,114,--,330,216,104,114,124,Sumas Asentadas sin cuadrar,1,1fd2ccc5654c0930989c4f371a3e20958abee09e9811cba77db0dd5aab2aa962,26/06/2023 01:03:56,ESCANER
11823,"Suchitepéquez",10,"Mazatenango",1,1590,380,7,28,17,70,3,12,1,3,1,6,4,6,0,2,2,3,7,1,0,173,25,9,207,0,207,--,380,173,173,207,207,Algún campo sin dato,1,7d454fe26fbd0bd280044f719b67829abae743b46e9417877e9ca28243a4a81d,25/06/2023 23:52:43,ESCANER
11824,"Suchitepéquez",10,"Mazatenango",1,1590,380,8,24,12,51,2,24,2,0,0,9,10,4,0,1,1,9,2,6,2,167,21,4,190,0,190,--,380,188,167,192,192,Sumas Asentadas sin cuadrar,1,ca9f963875909f0234a946c8034d89247a795dba9c350d33ee21134fe6b4dd14,26/06/2023 00:43:40,ESCANER
11825,"Suchitepéquez",10,"Mazatenango",1,1590,380,8,34,16,54,1,4,2,1,2,4,3,2,0,2,0,7,4,0,3,147,32,6,185,0,185,--,380,195,147,185,185,Algún campo sin dato,1,dad071f455565fecb8d79c0a6936c814688ddafc215fe2294996e88d0876d871,26/06/2023 01:00:52,ESCANER
11826,"Suchitepéquez",10,"Mazatenango",1,1590,262,4,21,14,26,1,5,2,0,1,2,2,0,0,3,0,3,4,0,0,88,12,4,104,0,104,--,262,158,88,104,104,Algún campo sin dato,1,5419ba9b087041d8388977bbb665b2d6203ec9549620ceeef6976f75472ad8ef,25/06/2023 23:07:08,ESCANER
11827,"Suchitepéquez",10,"Mazatenango",1,1590,261,6,19,11,24,2,6,3,1,2,4,4,2,1,1,0,3,2,1,0,92,6,0,98,0,98,--,261,163,92,98,98,Algún campo sin dato,1,678a64418e757252d646f904784739d222c2a971af9f1e28d688ccbca2127db8,25/06/2023 23:09:52,ESCANER
11828,"Suchitepéquez",10,"Mazatenango",1,1591,380,9,16,38,67,12,5,3,0,2,0,3,0,0,1,2,2,7,0,2,169,17,4,190,0,190,--,--,--,169,190,190,Algún campo sin dato,1,7e51489c7ff267ed3c91d3883bf976a6774be0d4eeee1018f23a94e2e72d3d17,26/06/2023 00:45:03,ESCANER
11829,"Suchitepéquez",10,"Mazatenango",1,1591,380,5,10,26,49,7,4,0,2,6,3,1,0,0,0,1,3,9,0,2,128,21,4,153,0,153,--,380,227,128,153,153,Algún campo sin dato,1,0fefa4307281d1e8c2cf6a7678a3c606d776f9c40b81f24a3cb20d6b8b271ebb,25/06/2023 22:52:42,ESCANER
11830,"Suchitepéquez",10,"Mazatenango",1,1591,239,4,9,11,34,3,3,1,0,1,1,1,1,0,0,1,2,5,0,0,77,16,5,98,0,98,--,239,141,77,98,98,Algún campo sin dato,1,a59eace178478b68ea9ac29dafaa257ad143524acbb9e0cfa289956180ed5cc6,25/06/2023 21:50:59,ESCANER
11831,"Suchitepéquez",10,"Mazatenango",1,1591,238,3,7,15,25,10,8,0,0,2,1,1,3,0,0,1,0,3,0,1,80,10,0,90,0,90,--,238,148,80,90,90,Algún campo sin dato,1,47e1889ac97fae9b0c7dca32de2b91b8c5dd0f193598670e355342e435806e1e,25/06/2023 21:38:11,ESCANER
11832,"Suchitepéquez",10,"Mazatenango",1,1592,380,4,57,26,35,6,6,4,1,1,1,4,0,59,2,7,0,0,4,4,221,25,6,252,0,252,--,380,128,221,252,252,Algún campo sin dato,1,73d67f1ac9f3931d342ee836c3796bffdb1cc6c1380f6b4eb6e7217dc362bbc8,26/06/2023 03:06:24,ESCANER
11833,"Suchitepéquez",10,"Mazatenango",1,1592,380,6,70,43,43,3,9,2,1,2,0,1,0,54,0,9,1,1,2,5,252,38,5,295,0,295,--,380,85,252,295,295,Algún campo sin dato,1,19c5b3efc913975e71039c1112516fd3b06986bf10f650dacce8b51a1ac31739,26/06/2023 01:38:38,ESCANER
11834,"Suchitepéquez",10,"Mazatenango",1,1592,380,6,47,28,39,3,7,2,0,2,1,4,0,61,3,10,1,0,2,5,221,17,8,246,0,246,--,378,131,221,246,246,Algún campo sin dato,1,f30f786e80058502d0eb3593ad4d3cfbed673de9e421b7361f1904dbc1552233,25/06/2023 23:42:49,ESCANER
11835,"Suchitepéquez",10,"Mazatenango",1,1592,380,6,41,34,43,4,4,2,1,3,1,3,0,65,2,6,0,1,4,4,224,15,8,247,0,247,--,381,134,224,247,247,Algún campo sin dato,1,5ead4405ef6cb12f96dfeacac021de28aeaf0765005736e60e0a116e275e7993,26/06/2023 01:15:30,ESCANER
11836,"Suchitepéquez",10,"Mazatenango",1,1592,380,8,29,33,22,3,3,2,0,0,3,3,1,78,0,9,1,0,0,0,195,9,4,208,0,208,--,380,172,195,208,208,Algún campo sin dato,1,1dbdd40d74fcf66ee797339d9078c680c1a423321fa6bf6bfaf104a688325003,26/06/2023 01:08:23,ESCANER
11837,"Suchitepéquez",10,"Mazatenango",1,1592,227,4,20,27,18,0,0,2,0,1,1,1,0,37,1,2,2,0,1,0,117,6,0,123,0,123,--,227,104,117,123,123,Algún campo sin dato,1,d0c40325c97ed09fc32e995ae725dadbfa3cbf6a2c267a08b0960afef4509b35,26/06/2023 01:24:54,ESCANER
11838,"Suchitepéquez",10,"Mazatenango",1,1592,227,1,24,20,12,1,1,1,0,1,3,0,0,49,1,4,0,2,3,1,124,4,0,128,--,--,2,224,96,124,128,128,Algún campo sin dato,1,1915a71b03e96e6526ded850293a11d727586d3da3274bf46aba6deca675f166,25/06/2023 22:54:49,ESCANER
11839,"Suchitepéquez",10,"Mazatenango",1,1593,600,9,19,36,39,10,11,5,6,14,12,11,4,8,2,3,1,2,1,8,201,13,5,219,0,219,--,600,381,201,219,219,Algún campo sin dato,1,07088bac77943dd542de6973cd6c2bdafadaf12678123bddba241a72e1fa156d,26/06/2023 03:27:20,ESCANER
11840,"Suchitepéquez",10,"Mazatenango",1,1593,600,21,25,45,39,6,4,6,5,15,9,4,0,7,0,3,0,3,5,12,209,18,3,230,0,230,--,600,370,209,230,230,Algún campo sin dato,1,08827ab20f0204259678be0e7adc0cce99be152148a56414c0197b6620e1e9b5,26/06/2023 02:51:34,ESCANER
11841,"Suchitepéquez",10,"Mazatenango",1,1593,600,16,24,24,36,6,10,4,2,12,5,6,1,10,2,4,2,2,6,11,183,15,4,202,0,202,--,600,398,183,202,202,Algún campo sin dato,1,b28888009cf082b584f2f1da908e24b419a58f0394d50e15262d8debfcd10589,26/06/2023 03:16:24,ESCANER
11842,"Suchitepéquez",10,"Mazatenango",1,1593,600,19,17,27,20,5,11,4,7,10,7,3,0,5,0,7,2,0,6,11,161,16,7,184,0,184,--,600,416,161,184,184,Algún campo sin dato,1,611ea3711374edbbd2cdf904a0c129be1bee3f0928492fc7039ef4d1e7cf8cb8,25/06/2023 22:48:37,ESCANER
11843,"Suchitepéquez",10,"Mazatenango",1,1593,600,16,21,46,36,11,3,7,1,13,15,11,2,11,0,7,0,2,1,11,214,18,1,233,0,233,--,600,367,214,233,233,Algún campo sin dato,1,1ec472ba921b8ce40a9df7b8bd4fdb383a4540c925efef75d58aaaae5748d879,26/06/2023 02:10:20,ESCANER
11844,"Suchitepéquez",10,"Mazatenango",1,1593,600,4,9,24,17,0,2,2,2,4,2,5,1,0,0,4,0,0,3,3,82,4,1,87,0,87,0,600,513,82,87,87,,1,a1e2f28baa3db7b0b42dd6dbb85ff205da8333ea1117d7b78a946906fe714355,25/06/2023 23:24:22,ESCANER
11845,"Suchitepéquez",10,"Mazatenango",1,1593,428,4,4,11,6,0,4,2,0,2,0,1,0,0,0,1,0,1,1,2,39,1,0,40,0,40,--,425,385,39,40,40,Algún campo sin dato,1,2f0b104690399ca161ecf6b9c01a4561f408a13a916db13ae3289f2fe3b37bc9,26/06/2023 00:50:45,ESCANER
11846,"Suchitepéquez",10,"Mazatenango",1,1593,428,4,2,4,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21,3,0,24,0,24,--,428,404,21,24,24,Algún campo sin dato,1,cc14a4953e111f0ac9812411d8dba0a9667c1d78c28054153f69dcf92a4ea11c,25/06/2023 21:39:52,ESCANER
