TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
174,174,100.0000,174,100.0000,0,65904,31957,48.4902

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,VALOR UNIONISTA,AZUL,UNE,VAMOS,VICTORIA,ELEFANTE,PODEMOS,TODOS,CAMBIO,VIVA,P A N,SEMILLA,EL TAJAS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
22499,"Chiquimula",20,"Chiquimula",1,3508,365,1,8,3,15,38,0,17,2,1,9,1,0,2,9,106,16,9,131,0,131,--,365,234,106,131,131,Algún campo sin dato,1,e86f1b5e9db9b8676810c2a31729d10566c467f77afb437385493dc3f4e135cc,25/06/2023 23:17:14,ESCANER
22500,"Chiquimula",20,"Chiquimula",1,3508,364,2,6,4,14,27,0,15,0,1,7,2,0,3,5,46,15,1,62,0,62,--,361,258,86,102,102,Sumas Asentadas sin cuadrar,1,1bd410fb79db98504a90dd7202623dee273c54d2398959bafc1004079894643c,25/06/2023 23:58:33,ESCANER
22501,"Chiquimula",20,"Chiquimula",1,3509,380,4,8,22,91,26,2,6,0,4,3,2,2,0,1,171,3,10,184,21,205,--,380,175,171,184,205,Algún campo sin dato,1,ca2134819dfbab400c3f9a090277af64f97f53d8c597fed5721ca5a4e289a3d1,26/06/2023 02:34:20,ESCANER
22502,"Chiquimula",20,"Chiquimula",1,3509,380,3,9,20,75,29,2,6,1,1,1,4,1,0,0,152,31,13,196,0,196,--,50,50,152,196,196,Algún campo sin dato,1,a6de182d22f402acffcfca52a18ea72cfab7439be820d8a132f24b4639f0752b,26/06/2023 02:40:56,ESCANER
22503,"Chiquimula",20,"Chiquimula",1,3509,326,1,6,13,64,10,2,2,2,0,1,3,0,1,0,145,29,11,185,0,185,--,326,181,105,145,145,Sumas Asentadas sin cuadrar,1,a50d12d8c5c1b447255227f180057f4e12daafa9f77b7e945bfcb134ed97852b,25/06/2023 22:34:42,MOVIL
22504,"Chiquimula",20,"Chiquimula",1,3509,325,1,7,11,48,13,0,1,0,3,1,2,2,0,2,91,16,5,112,0,112,--,322,210,91,112,112,Algún campo sin dato,1,79c6c2c51a9d8c5d974e68fb23b2d7c0a3f0fdd6555d62075e16c1c84e3ef64d,26/06/2023 02:42:18,ESCANER
22505,"Chiquimula",20,"Chiquimula",1,3510,380,10,12,26,35,54,0,15,1,2,5,5,2,0,2,169,32,11,212,0,212,--,380,168,169,212,212,Algún campo sin dato,1,f681a8c2c0667a0ffeec8a9929062df7ffd595cd1a08eec15095fb18fb577abb,26/06/2023 02:53:04,ESCANER
22506,"Chiquimula",20,"Chiquimula",1,3510,380,5,8,15,36,49,2,10,2,3,8,1,1,0,2,142,49,10,201,1,202,--,380,178,142,201,202,Algún campo sin dato,1,9a83de7a29b08825e9ac811f17116bd2f4c94fae9fc83d36f363bae84eed84fe,26/06/2023 03:02:27,ESCANER
22507,"Chiquimula",20,"Chiquimula",1,3510,380,7,5,29,15,45,1,10,0,1,7,2,2,1,3,128,32,7,167,0,167,--,380,213,128,167,167,Algún campo sin dato,1,4f1baa4f84260ee0df1d9cb4322bce8688898c2f4ff82a9e289b31d4974281da,26/06/2023 03:09:34,ESCANER
22508,"Chiquimula",20,"Chiquimula",1,3510,284,3,7,22,23,29,--,4,--,2,7,2,2,1,3,105,29,8,142,0,142,--,284,142,105,142,142,Algún campo sin dato,1,d7d4995fbcdf2e855fde45d882fc9c920e71143be8323e7e26c8d3280ad1778d,26/06/2023 03:18:41,ESCANER
22509,"Chiquimula",20,"Chiquimula",1,3510,283,3,4,14,20,24,2,5,0,1,5,4,1,0,4,87,24,4,115,0,115,--,283,168,87,115,115,Algún campo sin dato,1,c6d890ec78abe7be2c147dc0e61bb5f7b62dbad0a20ca8cb75615fe34655227e,26/06/2023 03:26:49,ESCANER
22510,"Chiquimula",20,"Chiquimula",1,3511,380,2,28,15,24,32,2,20,1,3,20,2,2,1,11,163,25,6,194,0,194,--,380,186,163,194,194,Algún campo sin dato,1,bb7b3d674bba8da5712041e48794808a5754b616eda36bbdaa67c74345bea3ff,26/06/2023 01:14:44,ESCANER
22511,"Chiquimula",20,"Chiquimula",1,3511,380,4,15,8,17,41,2,18,1,0,25,2,3,2,13,151,20,2,173,0,173,--,380,207,151,173,173,Algún campo sin dato,1,6685bb890c3f3e44dfd1dbd51e18330543a15846cf1de4097ba8016e884bf340,25/06/2023 23:25:07,ESCANER
22512,"Chiquimula",20,"Chiquimula",1,3511,380,6,29,10,9,27,1,26,2,2,31,2,1,0,12,158,15,6,179,0,179,--,376,197,158,179,179,Algún campo sin dato,1,50a9bd7ff2697873e9d123392d1a95328da207fa592aecf8d265d44a56186803,26/06/2023 00:42:11,ESCANER
22513,"Chiquimula",20,"Chiquimula",1,3511,380,4,17,8,15,40,0,24,2,0,22,3,3,3,21,162,15,5,182,0,182,--,380,198,162,182,182,Algún campo sin dato,1,fd7558a22011853a8fc1c9960a5aef2e6f78085c091a43ca7ebfbbcd98cf45b7,25/06/2023 23:00:24,ESCANER
22514,"Chiquimula",20,"Chiquimula",1,3511,380,9,15,10,19,29,1,20,0,1,28,3,2,3,9,149,17,5,171,0,0,--,380,209,149,171,171,Algún campo sin dato,1,c03f8f4f1b514112c48dc487b23cec24af1c22a0b7b04263e68ba35de887bd86,25/06/2023 22:48:13,ESCANER
22515,"Chiquimula",20,"Chiquimula",1,3511,380,2,18,9,16,19,2,14,0,1,18,0,3,2,6,110,8,4,122,0,122,--,380,258,110,122,122,Algún campo sin dato,1,3484092446e8689c8b25a6ccd77bd6c5c3b02e903dba1aa9448da767b7a2e917,26/06/2023 00:49:07,ESCANER
22516,"Chiquimula",20,"Chiquimula",1,3511,260,0,6,6,4,19,0,9,0,1,8,0,0,1,16,70,3,0,73,0,73,--,260,187,70,73,73,Algún campo sin dato,1,3207add2f304c584fac3ee11410afd723a25ef7931dad085a9ccf824a833a88c,25/06/2023 22:28:38,ESCANER
22517,"Chiquimula",20,"Chiquimula",1,3511,260,2,7,4,4,12,0,8,1,0,3,2,1,1,2,47,6,3,56,0,56,--,260,204,47,56,56,Algún campo sin dato,1,ced0c90014bf623a1a73b5fa1da33ba10fe688232820521779b72db72d863651,25/06/2023 22:11:17,ESCANER
22518,"Chiquimula",20,"Chiquimula",1,3512,600,6,12,12,27,7,1,18,3,1,8,3,2,0,17,117,12,6,135,0,135,--,600,465,117,135,135,Algún campo sin dato,1,1113c45157daa775625210ad9bea2a6babc08d7d3c3b9f09af441c898f974412,26/06/2023 00:00:04,ESCANER
22519,"Chiquimula",20,"Chiquimula",1,3512,600,7,20,7,19,20,0,24,2,1,11,1,1,2,15,130,13,3,146,454,600,--,600,454,130,146,600,Algún campo sin dato,1,0e222c144bdba8414d53d56044713a22bb46375332ae452d314641fcd3840995,25/06/2023 23:46:39,ESCANER
22520,"Chiquimula",20,"Chiquimula",1,3512,600,1,8,8,16,21,0,13,1,1,18,0,2,1,19,109,6,4,119,0,119,--,599,480,109,119,119,Algún campo sin dato,1,487b49621f75a431f38572204b3e0116e730dcf1efac61527e7bb387ee22471e,25/06/2023 22:23:46,ESCANER
22521,"Chiquimula",20,"Chiquimula",1,3512,600,6,14,8,14,10,1,26,0,0,22,3,1,2,16,123,12,2,137,0,137,--,600,463,123,137,137,Algún campo sin dato,1,54d84b31833d4b54d3fcfaf52f3b62398483edc25189746f027be8f8e58f9c28,26/06/2023 01:09:38,ESCANER
22522,"Chiquimula",20,"Chiquimula",1,3512,600,3,20,11,22,16,2,21,0,2,13,3,3,0,14,130,19,5,354,0,354,--,601,447,130,154,154,Sumas Asentadas sin cuadrar,1,ffc5ea9267532c953f7ef7d261fe434e73c96d7c2bccd21ea480520e0a2dd2ed,26/06/2023 01:37:08,ESCANER
22523,"Chiquimula",20,"Chiquimula",1,3513,600,3,12,9,14,18,1,17,3,1,14,2,5,0,22,121,10,2,133,0,133,--,600,467,121,133,133,Algún campo sin dato,1,553fdf1fd7b69c85685abe5becbbc0c4b2ded2dd2592299b61d13cfa42f8e22f,25/06/2023 22:49:15,ESCANER
22524,"Chiquimula",20,"Chiquimula",1,3513,600,2,10,4,11,10,0,22,1,0,7,3,1,0,15,86,6,1,93,0,93,--,600,507,86,93,93,Algún campo sin dato,1,ae35e3a9e2e20e1f875b1243bd43fef397d5c93ee75dc638dd87acc5c38c4a4a,25/06/2023 21:49:33,ESCANER
22525,"Chiquimula",20,"Chiquimula",1,3513,600,3,6,4,3,6,0,8,1,1,5,0,0,1,9,47,3,2,52,0,52,--,600,548,47,52,52,Algún campo sin dato,1,e8b306aac0f9e705abff5c527a1449613387a40a4db19d3b4cd97804a1a5fa23,25/06/2023 22:58:33,ESCANER
22526,"Chiquimula",20,"Chiquimula",1,3513,315,0,2,1,0,2,0,4,0,0,1,0,0,0,4,14,3,0,17,0,17,2,315,295,14,17,17,,1,0dccd2c727c12969ea343f1e2bbdef420b76519bda42ded6ba20024a92609a26,25/06/2023 21:14:11,ESCANER
22527,"Chiquimula",20,"Chiquimula",1,3513,314,1,2,0,1,2,0,4,0,0,0,0,0,0,3,13,2,0,15,0,15,--,314,299,13,15,15,Algún campo sin dato,1,ae1dd76dc94eea3fa328444fc725b6f228561526fc8ebfbdc1bff4ad22529609,25/06/2023 20:52:53,ESCANER
