TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
745,745,100.0000,742,99.5973,3,296306,186114,62.8114

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,PPG,TODOS,VAMOS,AZUL,UNIONISTA,WINAQ,CAMBIO,PPN,VIVA,CABAL,MLP,PIN,ELEFANTE,P A N,VICTORIA,PODEMOS,CREO,VALOR,FCN-NACION,UR,BIEN,SEMILLA,VOS,MI FAMILIA,PHG,PODER,UNE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
3289,"Guatemala",1,"Mixco",8,310,400,108,2,3,18,6,4,3,8,3,3,0,0,19,3,2,2,0,15,0,6,0,73,3,0,1,1,2,275,7,0,292,0,292,--,400,108,285,292,292,Sumas Asentadas sin cuadrar,1,bcd7906a693d6bf5d7e09ed614a9b7dbd2077905c5eb7d62b931f5dcc95571fd,26/06/2023 00:01:59,ESCANER
3290,"Guatemala",1,"Mixco",8,310,400,87,0,4,20,5,3,1,8,3,1,1,0,10,4,1,4,1,15,3,3,2,39,5,2,0,1,0,223,5,0,228,0,228,--,396,168,223,228,228,Algún campo sin dato,1,b283fdc5c22ba77aa0ca9b74cc1e324214725962002f2497782a027bfdef1b65,25/06/2023 23:20:36,ESCANER
3291,"Guatemala",1,"Mixco",8,310,222,57,2,1,6,1,3,0,6,3,3,1,0,1,0,2,0,1,10,0,2,2,25,5,0,0,0,0,131,5,0,136,0,136,--,222,86,131,136,136,Algún campo sin dato,1,5d0d37383a803c63eed9c2bbdfee299f29b83ea8a8f961e0efb148e2ad8d8304,25/06/2023 22:20:18,ESCANER
3292,"Guatemala",1,"Mixco",8,310,222,60,2,1,9,3,1,0,6,1,1,0,1,3,0,5,1,2,7,0,2,0,30,1,1,1,0,0,137,1,0,138,0,138,--,222,84,138,139,139,Sumas Asentadas sin cuadrar,1,d7cfcc2c1b0a264c41a5f3e077d6c83ea5ac8de9bfbc10b46a3f88c9e4737cc2,25/06/2023 22:59:32,ESCANER
3293,"Guatemala",1,"Mixco",8,311,400,81,4,10,13,2,1,7,10,28,8,1,0,9,1,10,2,2,9,2,7,5,11,3,1,5,0,5,237,18,0,255,0,255,--,400,145,237,255,255,Algún campo sin dato,1,dd998cade2c4dcb5a742d1cf9293e3930d2df4019c3eff2d21db17bc952a4d8c,26/06/2023 00:13:04,ESCANER
3294,"Guatemala",1,"Mixco",8,311,400,66,4,2,21,4,2,11,8,26,8,1,0,9,0,12,0,1,4,1,3,7,15,7,2,6,1,10,231,23,6,260,0,260,--,400,140,231,260,260,Algún campo sin dato,1,2c51225ab79b92460e9c45b942a0d826be17c89fcb8a1b8d034bf61a99a41170,26/06/2023 01:10:02,ESCANER
3295,"Guatemala",1,"Mixco",8,311,400,75,4,15,19,5,9,10,6,20,8,1,2,7,4,20,0,1,6,5,0,6,12,3,1,4,0,10,253,13,4,270,0,270,--,400,130,253,270,270,Algún campo sin dato,1,5ad9ae74bf5af74692d85dea6576d8a5d4a56e1b374ebe2f9e00d96c872435c6,26/06/2023 00:51:52,ESCANER
3296,"Guatemala",1,"Mixco",8,311,400,80,3,4,16,4,3,10,12,21,9,1,0,2,2,6,1,3,11,2,10,4,16,7,1,4,0,7,239,24,1,264,0,264,--,400,136,239,264,264,Algún campo sin dato,1,744d3b9565fdfe68fb81126da3e6f263518ff7f72335a8758bb93c0f882946a4,26/06/2023 00:29:59,ESCANER
3297,"Guatemala",1,"Mixco",8,311,400,91,1,4,10,3,3,9,7,16,3,1,1,7,0,9,1,3,9,0,9,11,10,4,2,4,1,2,221,17,1,239,0,239,--,396,157,221,239,239,Algún campo sin dato,1,fd2aadfccf85c607a13178b1ae942c053e4784edeebf3879a9d3f237939657ff,25/06/2023 23:18:39,ESCANER
3298,"Guatemala",1,"Mixco",8,311,400,77,2,3,18,2,1,9,11,20,1,1,1,6,--,7,1,--,10,--,10,4,26,4,2,4,--,6,226,11,--,237,--,237,--,--,--,226,237,237,Algún campo sin dato,1,68e35d0e10e20ae2f7f0d3a70c29aafefc645c780ecfe394db45826dfba0a05c,25/06/2023 22:45:12,ESCANER
3299,"Guatemala",1,"Mixco",8,311,400,86,2,11,20,4,3,12,6,21,10,2,1,1,2,7,1,1,10,0,3,3,13,4,1,2,0,4,230,17,1,248,0,248,--,400,152,230,248,248,Algún campo sin dato,1,92b43d900a1d460e60fdb3fb67c8ac7922a1ec114070d2cefa3bf19fbaeab489,25/06/2023 23:31:50,ESCANER
3300,"Guatemala",1,"Mixco",8,311,400,88,2,8,19,1,9,6,5,11,4,1,0,4,4,8,2,2,12,0,3,2,8,8,1,1,0,5,214,17,3,234,0,234,--,404,170,214,234,234,Algún campo sin dato,1,138786b7b921a43304b12c70bfb72bfccac3fa8b7ada53f78f03dc7e9fd4ad6a,26/06/2023 00:03:01,ESCANER
3301,"Guatemala",1,"Mixco",8,311,400,87,2,12,19,2,5,10,5,25,3,0,0,4,0,13,3,2,11,0,4,1,25,3,2,3,0,4,245,15,2,262,0,262,--,400,138,245,262,262,Algún campo sin dato,1,9910087dcb0fc0ca9509998b22fe3270665387d38b98a8ac161c7b42da28a013,25/06/2023 23:46:50,ESCANER
3302,"Guatemala",1,"Mixco",8,311,400,74,5,5,12,5,1,9,11,16,1,1,0,10,2,7,0,2,8,2,10,9,21,9,0,2,0,13,235,20,3,258,0,258,--,400,142,235,258,258,Algún campo sin dato,1,338edea14a13294c62b11d28f37d68620f94e6c93a6a6e3eab2c1b4cca843562,25/06/2023 23:51:48,ESCANER
3303,"Guatemala",1,"Mixco",8,312,400,74,0,6,12,5,4,5,14,12,3,2,0,10,3,10,1,0,12,1,4,4,20,3,0,3,1,7,216,20,1,237,0,237,--,400,163,216,237,237,Algún campo sin dato,1,83227b76553c0434594aa15057bf806d83fb7fec731c411f1ed8236601eea8a7,25/06/2023 23:50:49,ESCANER
3304,"Guatemala",1,"Mixco",8,312,400,78,3,5,17,1,2,12,4,21,3,0,2,3,1,9,1,1,10,0,8,7,14,4,0,7,0,8,221,10,2,233,3,236,--,400,164,221,233,236,Algún campo sin dato,1,f76de5f160dcc3b173ea66ac2e5f77dadda0ac06507e7d5030f19cde46dc80bd,26/06/2023 00:53:45,ESCANER
3305,"Guatemala",1,"Mixco",8,312,400,59,1,7,11,1,2,11,10,23,3,1,1,5,1,13,1,1,4,0,10,5,15,4,1,5,1,4,200,11,4,215,0,215,--,400,185,200,215,215,Algún campo sin dato,1,6859dfdaa11b4e8dd9d003d28b7fd4669f3708d26856ed90923a9e197f530e90,26/06/2023 00:31:15,ESCANER
3306,"Guatemala",1,"Mixco",8,312,400,82,2,7,12,2,2,13,7,18,5,1,0,8,1,7,0,4,5,0,2,6,10,4,4,2,2,2,208,12,3,223,0,223,--,400,177,208,223,223,Algún campo sin dato,1,9d7718ce6bf924e65a0cfbefe4398de2e28387c0fc2961f1ad34f4219788d932,26/06/2023 00:11:07,ESCANER
3307,"Guatemala",1,"Mixco",8,312,400,69,2,3,10,4,2,8,7,20,1,2,0,2,1,10,0,0,8,0,9,6,19,6,1,6,0,12,208,13,1,222,0,222,--,400,178,208,222,222,Algún campo sin dato,1,0a9b887cc03f4b2ce6130664901f3b0fa1687b4acd75a00a1214aaaad4cb3a44,26/06/2023 01:23:49,ESCANER
3308,"Guatemala",1,"Mixco",8,313,400,67,3,3,9,0,1,7,15,10,4,2,1,3,0,4,2,0,9,0,4,4,17,4,0,3,0,4,176,18,2,196,0,196,--,400,204,176,196,196,Algún campo sin dato,1,410312ac55cf377573ddb9dcdba4e92951646cc43faf4623b755ffb8faa4490e,26/06/2023 01:20:58,ESCANER
3309,"Guatemala",1,"Mixco",8,313,400,99,1,3,20,5,5,6,6,13,4,0,0,3,0,4,1,1,12,0,6,3,43,8,1,3,0,1,248,6,0,254,0,254,--,400,146,248,254,254,Algún campo sin dato,1,13e63bfc7b6c8fc132473a3f1d9c9bb35d7ba7535f94bd0d08411f36036f3441,26/06/2023 01:40:19,ESCANER
3310,"Guatemala",1,"Mixco",8,314,400,89,0,3,16,0,3,3,11,16,1,0,0,2,0,5,0,0,7,0,9,2,28,4,0,1,0,2,202,5,0,207,0,207,--,401,194,202,207,207,Algún campo sin dato,1,62fd598d8abc34332f1916d7baa51020a9c5c5e714abaf8a6cc7eaa6545e4a05,26/06/2023 00:07:31,ESCANER
3311,"Guatemala",1,"Mixco",8,314,230,46,1,3,8,1,2,0,6,6,0,1,0,0,1,3,1,1,6,0,6,3,6,4,2,0,0,2,109,5,1,115,0,115,--,230,115,109,115,115,Algún campo sin dato,1,2379f201be349bc2051ee4bf5bc4016126970ad4be87ddf01754b837bbb31678,25/06/2023 23:03:00,ESCANER
3312,"Guatemala",1,"Mixco",8,314,230,56,2,1,5,1,0,5,2,11,2,1,0,2,0,1,1,0,5,0,5,1,14,1,0,1,0,2,119,6,0,125,0,125,--,230,105,119,125,125,Algún campo sin dato,1,1b54236ecac721a30811685ef19ba9f87d5c4306425649ac52ba539b7d6bae4f,25/06/2023 23:59:12,ESCANER
3313,"Guatemala",1,"Mixco",8,315,400,48,2,18,27,4,6,3,16,10,1,0,1,9,4,33,2,4,9,2,2,9,13,3,1,10,0,10,247,9,4,260,0,260,--,400,140,247,260,260,Algún campo sin dato,1,1e4c3c4fe8626f0cad82b5ff6609051d26a3deafaacdea5e6b160b957129d420,26/06/2023 00:51:21,ESCANER
3314,"Guatemala",1,"Mixco",8,315,400,47,5,21,20,1,2,7,4,10,2,0,0,16,1,25,0,3,6,1,3,5,9,5,4,2,0,9,208,22,5,235,0,235,1,400,164,208,235,235,,1,8a3e5b4cca73078fd15f6c5fb487a95334b009d80a4da9c0e702ac966831b126,25/06/2023 23:12:06,ESCANER
3315,"Guatemala",1,"Mixco",8,315,400,60,5,14,15,2,1,3,9,12,5,0,0,9,5,35,1,1,12,2,1,8,10,8,0,6,0,11,235,18,5,258,0,258,--,396,138,235,258,258,Algún campo sin dato,1,3dec55c87974c7db6c53f18fd7e3e31996e6f33b9aa72381e42f35a8cf8a5fbc,26/06/2023 00:10:21,ESCANER
3316,"Guatemala",1,"Mixco",8,315,400,49,0,23,17,1,4,4,5,12,3,0,1,13,1,26,3,1,9,0,2,10,15,7,4,6,0,9,225,20,4,249,0,225,--,400,151,225,249,249,Sumas Asentadas sin cuadrar,1,4ff8cde3ec650231e910243a2bc34761881f42a6c501348ec4faf4e27cce335b,25/06/2023 23:18:52,ESCANER
3317,"Guatemala",1,"Mixco",8,315,400,55,3,20,17,5,3,5,10,12,4,3,1,3,2,23,5,5,13,0,2,9,24,4,2,5,0,9,244,13,2,244,0,259,--,396,137,244,259,259,Sumas Asentadas sin cuadrar,1,2d5cd19985fe767fad3e246a6a81798babacd014c04b68eff2d676061595062b,26/06/2023 02:29:57,ESCANER
3318,"Guatemala",1,"Mixco",8,315,400,55,3,17,20,2,3,5,7,9,6,1,1,16,2,26,1,3,14,0,5,4,13,4,3,5,1,14,240,21,2,263,0,263,--,395,133,240,263,263,Algún campo sin dato,1,22b23ac4edcbf82e22ebbd9ebf28c48f05e962ea33ac57e373f76d3479cfdc62,26/06/2023 00:26:46,ESCANER
3319,"Guatemala",1,"Mixco",8,315,400,60,5,18,24,3,3,5,16,16,4,0,0,9,1,32,0,3,9,1,3,8,17,9,2,6,0,5,259,23,0,282,0,282,--,396,114,259,282,282,Algún campo sin dato,1,beaca409144d04014190a22c4ea7f35b7335481c1bbc7e2661ec64477e0620ce,26/06/2023 02:39:11,ESCANER
3320,"Guatemala",1,"Mixco",8,315,400,59,3,20,18,3,5,5,16,3,2,0,0,8,1,34,4,1,12,0,3,9,17,5,6,7,0,7,248,18,4,270,0,270,--,396,126,248,270,270,Algún campo sin dato,1,8c8fb33dc686fcee17367807fa4d1909b6365f09cc9ad4d04617b882b2741589,26/06/2023 02:44:33,ESCANER
3321,"Guatemala",1,"Mixco",8,315,400,69,3,15,21,2,3,7,12,11,3,1,1,12,1,21,4,5,13,2,3,5,17,5,1,6,0,11,254,17,2,273,0,273,--,273,127,254,273,273,Algún campo sin dato,1,6d4c3678f4f8c54baea33d4d796beae3f928f107fc454bad1d30a73d5ca9ad87,26/06/2023 02:37:59,ESCANER
3322,"Guatemala",1,"Mixco",8,315,400,58,4,11,18,6,6,3,12,12,2,0,0,8,3,28,2,4,15,0,3,11,7,7,3,1,1,5,230,18,1,249,0,249,--,400,151,230,249,249,Algún campo sin dato,1,a35fdd505056fe04c5631878c7754c69fe994b94101aa7781ae4ad0e1fcb589d,25/06/2023 23:02:03,ESCANER
3323,"Guatemala",1,"Mixco",8,315,400,49,7,22,25,0,2,8,24,4,0,1,0,11,0,25,0,0,14,0,1,8,18,7,0,3,0,6,235,10,5,250,0,250,--,400,150,235,250,250,Algún campo sin dato,1,5fc2be42f761e482d43848f045d310a9b2b21f5e8297a1d3f8721861d24fcce1,26/06/2023 00:36:32,ESCANER
3324,"Guatemala",1,"Mixco",8,315,400,74,3,11,29,1,2,5,19,3,1,2,0,10,2,11,0,2,9,0,1,7,18,4,0,4,0,2,219,19,2,240,0,240,--,400,160,220,241,241,Sumas Asentadas sin cuadrar,1,2965df5f465d28667c6ab03f68674b00b38b338a2118daf670faf342e553e00c,25/06/2023 23:36:41,ESCANER
3325,"Guatemala",1,"Mixco",8,315,400,74,3,21,28,1,2,6,10,5,0,2,0,9,0,16,2,5,7,0,1,8,25,8,1,2,0,4,240,13,0,253,0,253,--,396,143,240,253,253,Algún campo sin dato,1,84fcea913cfc642d2bb44db7faeb2eff5922368bda43b89c3e28330d2e1da08a,26/06/2023 01:33:47,ESCANER
3326,"Guatemala",1,"Mixco",8,316,400,52,7,16,18,2,2,7,10,10,2,2,1,11,2,26,1,3,11,0,2,9,13,4,1,6,0,12,250,17,3,250,0,250,--,400,150,230,250,250,Sumas Asentadas sin cuadrar,1,96483ca7889f12e5577c57e809f4561316fb850b7b7a9cd91f7953c5fc0eabc5,26/06/2023 00:17:25,ESCANER
3327,"Guatemala",1,"Mixco",8,316,400,60,5,22,21,1,4,7,13,13,4,1,0,13,4,28,3,3,5,0,3,7,15,5,1,1,0,13,252,11,3,266,6,272,--,396,124,252,266,272,Algún campo sin dato,1,f27b94cb3bb0f198a217d448c6882f1f71b6cb80b524ee5b21ea7e2a5d8f77db,26/06/2023 00:00:12,ESCANER
3328,"Guatemala",1,"Mixco",8,316,400,56,5,16,25,2,1,7,14,11,1,2,0,6,6,20,2,2,11,1,1,6,19,9,1,3,0,3,230,15,0,245,0,245,--,404,159,230,245,245,Algún campo sin dato,1,fddc6c442426dbcb918e30120c299cccb32d25531fb6b447ae37ed825265496e,26/06/2023 03:46:45,ESCANER
3329,"Guatemala",1,"Mixco",8,316,400,62,4,8,25,0,1,4,13,7,4,1,0,8,0,14,0,3,15,0,2,11,12,4,2,5,0,3,208,20,4,232,0,232,--,395,163,208,232,232,Algún campo sin dato,1,e82ea94206eeb98aeccb4c743ff5ec69286be43a8a2bd163bf0f5f8c45946363,25/06/2023 22:37:42,ESCANER
3330,"Guatemala",1,"Mixco",8,316,400,52,2,13,22,1,3,9,14,12,3,2,0,8,3,24,2,5,12,4,2,3,28,10,3,4,0,7,248,20,1,269,0,269,--,400,131,248,269,269,Algún campo sin dato,1,82fafa67c1aaba178d651168e27a5253962980308040fe514473127e04254f9c,26/06/2023 00:29:00,ESCANER
3331,"Guatemala",1,"Mixco",8,316,400,60,2,22,19,1,6,2,21,14,4,0,0,9,2,23,1,1,7,1,2,7,9,6,1,7,0,7,234,16,1,251,0,251,--,397,146,234,251,251,Algún campo sin dato,1,9f50220411871353cf77f413534893d4834e0bd9bb039d0c00bcd5fd911a6ecc,26/06/2023 01:10:58,ESCANER
3332,"Guatemala",1,"Mixco",8,316,400,60,2,15,28,0,3,6,10,12,1,2,0,6,1,23,1,2,12,0,1,6,27,7,3,4,0,6,238,16,2,256,0,256,--,397,144,238,256,256,Algún campo sin dato,1,d1e9c525f69046269730d3b6bb4b3a0a9625ee7da6cb20296b944e1925bbc3de,26/06/2023 02:36:14,ESCANER
3333,"Guatemala",1,"Mixco",8,317,400,63,1,18,22,2,6,5,17,18,5,1,1,5,3,27,1,1,13,1,2,8,19,8,1,2,1,8,259,16,2,277,0,277,--,393,116,259,277,277,Algún campo sin dato,1,5cdd1d6f3c6ea4afe17fbfa6d19eebd0af715b504c5f28c8362bb2204b205d55,26/06/2023 01:56:16,ESCANER
3334,"Guatemala",1,"Mixco",8,317,400,53,3,13,16,4,1,2,11,7,5,0,0,6,4,36,0,4,15,0,5,16,22,1,0,6,0,5,235,17,3,255,0,255,--,400,145,235,255,255,Algún campo sin dato,1,4ebd15adc109c31cbe6e4f5864d98af7649159b323cc7b46b9bc2aeb9b7d8ec6,26/06/2023 02:45:53,ESCANER
3335,"Guatemala",1,"Mixco",8,317,400,50,7,20,26,0,4,3,14,7,4,0,0,11,1,30,0,1,11,0,3,6,24,5,3,6,0,6,242,15,3,260,0,260,--,396,136,242,260,260,Algún campo sin dato,1,8c7735611403199eee56b3454ac781b319ac0eeb4c154a1100d05246a591a409,26/06/2023 02:19:43,ESCANER
3336,"Guatemala",1,"Mixco",8,317,400,43,3,11,26,0,5,15,6,9,3,0,0,6,1,30,0,2,9,4,5,5,14,5,2,0,0,5,209,16,3,228,0,228,--,404,192,209,228,228,Algún campo sin dato,1,1d2304bb2f0ef3d82c2bda072483e02bce464c03bb518d2e0f0775023c4775c8,26/06/2023 02:07:05,ESCANER
3337,"Guatemala",1,"Mixco",8,317,400,58,5,11,22,1,3,5,9,12,4,2,0,8,1,28,1,2,19,0,2,10,16,4,1,4,0,9,237,15,2,254,0,254,--,396,142,237,254,254,Algún campo sin dato,1,2d363514a8d27e3fcd47cd0f3761b97d4129b3b73f28a71627aa5fbd1c4facdd,26/06/2023 02:55:23,ESCANER
3338,"Guatemala",1,"Mixco",8,318,400,60,1,10,25,0,2,7,8,13,2,1,0,6,3,25,1,0,9,1,3,5,17,5,0,3,0,8,--,25,3,--,--,--,--,--,--,215,243,243,Algún campo sin dato,1,7db894c980778433b73c1ba91a379eb4146e95390e8f61080eeb30359ff950a5,26/06/2023 02:49:17,ESCANER
3339,"Guatemala",1,"Mixco",8,318,400,50,4,10,21,0,3,4,13,12,5,2,2,5,1,31,2,2,15,2,3,9,16,5,3,4,0,9,233,14,5,252,0,252,--,403,151,233,252,252,Algún campo sin dato,1,363b5039bfadacf68ece6e41036cc8ffd28e9308f0de7d196f0b30e119fdc2ba,26/06/2023 03:13:58,ESCANER
3340,"Guatemala",1,"Mixco",8,318,400,54,3,11,17,3,2,9,10,11,1,1,0,10,0,28,3,1,6,0,3,10,13,5,1,3,1,5,211,13,4,228,0,228,--,399,168,211,228,228,Algún campo sin dato,1,2a6dbf40fe3904796201a3c78c875ce0629c2a15aadbda6fadc9e1d039dded0f,26/06/2023 01:57:57,ESCANER
3341,"Guatemala",1,"Mixco",8,318,400,58,5,10,20,1,3,6,7,13,2,1,0,10,2,28,0,1,11,1,1,8,15,5,2,5,0,5,220,19,4,243,0,243,--,397,154,220,243,243,Algún campo sin dato,1,ffb5846a5c4f2c648d0a5222d8a801c89d528601a7e7d7d951cd6a5cf94bf8c2,25/06/2023 23:45:38,ESCANER
3342,"Guatemala",1,"Mixco",8,318,400,47,5,13,14,1,0,4,6,12,1,2,0,11,3,22,0,6,4,1,1,9,25,2,1,6,0,11,207,16,2,225,0,225,--,397,172,207,225,225,Algún campo sin dato,1,bc04f7c5ee18cb46119091d8cedcd69f3dbba4d21e11485f54e60fb5f88630ec,26/06/2023 01:47:33,ESCANER
3343,"Guatemala",1,"Mixco",8,319,400,43,3,10,23,0,2,5,16,5,2,1,0,8,1,22,0,6,11,2,3,6,16,6,1,2,0,6,200,15,3,218,0,218,--,400,182,200,218,218,Algún campo sin dato,1,5a95caa2f8b44d2bcfede96f445f580ad51e33736ff073299324c5200fc3a0f1,26/06/2023 00:12:07,ESCANER
3344,"Guatemala",1,"Mixco",8,319,400,60,7,11,30,2,5,4,10,7,1,2,0,6,1,23,0,3,11,0,0,7,21,6,2,3,0,7,229,16,1,246,0,246,--,397,151,229,246,246,Algún campo sin dato,1,19a458b34f2e4d55ca4deb558f405154f6e6b8fe8f3bb58901e95635b65cbe93,26/06/2023 02:43:54,ESCANER
3345,"Guatemala",1,"Mixco",8,319,400,63,6,20,20,2,6,8,11,8,2,3,0,8,0,20,0,1,3,1,0,6,19,5,2,1,0,4,219,8,1,228,0,228,--,400,172,219,228,228,Algún campo sin dato,1,e1ec7e7a39a36eff3a3bdb81e492c152651b8071f5dd7eb7597e42a3db22cf1a,26/06/2023 02:42:33,ESCANER
3346,"Guatemala",1,"Mixco",8,319,400,63,2,10,27,0,3,6,10,4,1,2,1,5,2,17,0,0,9,0,6,8,22,9,2,3,0,8,220,8,0,228,0,228,--,400,172,220,228,228,Algún campo sin dato,1,7c8e614c23e3b69a5335b84e578b622d9ee3eb11ccea19f342c8b8d715db35d8,26/06/2023 02:35:48,ESCANER
3347,"Guatemala",1,"Mixco",8,319,400,76,2,12,27,3,8,7,21,4,0,1,0,13,4,23,0,2,11,0,1,7,43,6,2,3,0,0,276,6,0,282,0,282,--,400,118,276,282,282,Algún campo sin dato,1,e707de119d5212f726a78be4afb4e381709771268445cc55c3d61248b0fd88f0,26/06/2023 01:31:05,ESCANER
3348,"Guatemala",1,"Mixco",8,319,400,78,3,12,32,0,2,6,14,2,2,0,0,6,2,14,2,1,11,0,2,4,43,9,0,2,0,1,248,10,0,258,0,258,--,399,141,248,258,258,Algún campo sin dato,1,fcec734f59c787117bb9665803c62b3100562bb0d678d230c5b2dd0f7c0eece0,26/06/2023 01:45:45,ESCANER
3349,"Guatemala",1,"Mixco",8,319,400,60,2,14,20,1,1,4,11,8,0,0,1,6,0,19,0,1,13,0,1,4,27,10,2,6,0,1,212,11,1,224,0,224,--,400,176,212,224,224,Algún campo sin dato,1,6193417a242f24cde42cde7e01b5258c5da4fe9a236268798203ab23332fef5a,25/06/2023 23:14:30,ESCANER
3350,"Guatemala",1,"Mixco",8,319,400,69,2,8,29,0,5,4,13,5,3,2,0,5,0,15,1,2,6,0,0,2,26,2,1,4,0,1,205,5,0,210,0,210,--,400,190,205,210,210,Algún campo sin dato,1,6a1750d063853da55315a91f22e27627a94a29d2ffb7a0a4d399eddde5a148e9,26/06/2023 02:22:27,ESCANER
3351,"Guatemala",1,"Mixco",8,319,400,49,1,10,21,0,5,5,14,4,2,1,0,3,1,11,0,1,7,1,2,5,18,7,1,2,1,6,178,6,0,184,0,184,--,400,216,178,184,184,Algún campo sin dato,1,401fbb014cab2981a093df0d7fcd97e1f9515778e9a45bff0a563f991a55ddef,26/06/2023 02:30:21,ESCANER
3352,"Guatemala",1,"Mixco",8,319,339,44,2,5,17,0,1,9,9,6,2,0,0,5,1,16,0,0,12,0,1,5,28,6,0,2,0,2,173,11,0,184,1,185,--,339,154,173,184,185,Algún campo sin dato,1,7889c71242d1bc1ebe76a4b3749bfbba95db723b1cabd7d5f31349fddc14418d,26/06/2023 02:45:50,ESCANER
3353,"Guatemala",1,"Mixco",8,319,339,41,2,6,13,1,1,4,7,4,1,2,0,4,3,10,1,0,7,0,1,4,24,5,2,0,0,8,151,4,0,155,0,155,--,339,184,151,155,155,Algún campo sin dato,1,8a32089d05186a229176f05baa613501a8778afe2cd67ea1e19aa348de0e2aef,26/06/2023 02:38:17,ESCANER
3354,"Guatemala",1,"Mixco",8,320,400,72,5,6,21,5,4,7,8,8,5,2,0,6,1,28,3,11,18,0,3,5,20,10,1,3,0,4,256,15,2,273,0,273,--,400,127,256,273,273,Algún campo sin dato,1,f820543ee4d30de072ec7ab73ffe2523b2ee8c2bdf656c1f185d7bf85008b0d2,26/06/2023 00:32:37,ESCANER
3355,"Guatemala",1,"Mixco",8,320,400,75,8,4,24,1,3,2,13,11,4,1,0,12,4,15,3,7,17,1,8,6,18,6,1,0,0,5,249,13,0,262,0,262,--,400,138,249,262,262,Algún campo sin dato,1,053790c6cbd3cb1f43a22781808342e6fbcb4e34fbb0a8164eb8a985e8d6f387,25/06/2023 23:41:37,ESCANER
3356,"Guatemala",1,"Mixco",8,320,400,74,6,5,25,3,10,7,8,10,2,1,1,10,2,12,2,12,16,2,1,7,15,8,1,1,0,8,249,24,1,274,0,274,--,400,126,249,274,274,Algún campo sin dato,1,0ccc6b60c6d4181ff73d6bb9d699ee1f2ae709a9c0b42875607423bd772ebdb7,25/06/2023 23:19:17,ESCANER
3357,"Guatemala",1,"Mixco",8,320,400,90,5,9,26,4,5,7,6,11,7,2,2,10,2,12,1,6,12,0,5,5,16,6,0,1,0,5,255,20,1,276,0,276,--,400,124,255,276,276,Algún campo sin dato,1,95c9735781475924bae7a318980c7e0befd724d81f8b6c3b8ea11b56e0d1f607,26/06/2023 00:36:04,ESCANER
3358,"Guatemala",1,"Mixco",8,320,400,76,5,5,29,3,4,6,5,8,4,0,1,9,0,17,3,4,23,0,3,5,15,9,0,4,1,3,242,15,2,259,0,259,--,398,139,242,259,259,Algún campo sin dato,1,2a8b67132a036a539cf20817ab1b128d7257957c7564103a38b5c3c2a2d2a386,26/06/2023 00:14:27,ESCANER
3359,"Guatemala",1,"Mixco",8,320,400,91,3,1,32,2,2,4,6,9,4,2,0,13,1,14,1,2,16,0,7,5,16,7,2,0,1,2,243,8,1,252,0,252,--,396,144,243,252,252,Algún campo sin dato,1,25cdc23c96e6f1fed1f41a72a105f8cb226cb25b4ea248f90de138e0bd19cfdb,25/06/2023 23:43:38,ESCANER
3360,"Guatemala",1,"Mixco",8,320,400,75,3,8,32,4,1,7,13,9,2,8,4,6,3,2,8,4,19,4,4,4,12,8,4,4,8,3,244,15,1,260,0,260,--,400,140,259,275,275,Sumas Asentadas sin cuadrar,1,06c10e984d5ceacd5591304cb07eb8bece9777f958ad12106f6904d0623e8d1d,26/06/2023 01:45:23,ESCANER
3361,"Guatemala",1,"Mixco",8,320,400,75,3,5,37,2,7,4,6,7,2,3,1,10,0,10,1,6,19,1,5,7,20,3,2,2,0,5,243,17,2,262,1,263,--,400,138,243,262,263,Algún campo sin dato,1,7e05169bfaa0eb6b6b59d1c8c7de255d5acdb318651cfced950fc4612e36307c,26/06/2023 01:22:06,ESCANER
3362,"Guatemala",1,"Mixco",8,320,400,88,0,12,25,3,3,4,12,12,4,2,0,9,1,18,0,3,14,0,4,5,17,12,0,3,0,5,256,17,2,275,0,275,--,399,121,256,275,275,Algún campo sin dato,1,cc50966927d2520f7b9bb26fb61a60b7420dfd0c4114918f811d2bd73fe682bb,26/06/2023 01:11:40,ESCANER
