TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
90,90,100.0000,90,100.0000,0,33942,18900,55.6832

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,BIEN,CABAL,PPG,UNE,WINAQ,AZUL,PODEMOS,MLP,VICTORIA,P A N,CREO,ELEFANTE,VALOR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
2679,"Guatemala",1,"San Pedro Ayampuc",7,238,380,41,13,53,2,23,16,9,13,4,4,4,8,4,3,197,16,2,215,0,215,--,380,165,197,215,215,Algún campo sin dato,1,d004d97d204d197d0001fbdaea9da9fd38b07513b03440df68ad9be97c7e9fa7,26/06/2023 01:28:24,ESCANER
2680,"Guatemala",1,"San Pedro Ayampuc",7,238,380,49,15,56,6,23,10,5,13,7,4,0,13,3,2,206,7,0,213,0,213,--,380,167,206,213,213,Algún campo sin dato,1,c94c2649c10f3c7a1bd99a6441acae4889c8b340e01786846ac844aeb170ed40,25/06/2023 23:51:39,ESCANER
2681,"Guatemala",1,"San Pedro Ayampuc",7,238,380,30,19,53,8,11,9,6,18,8,2,4,18,7,1,194,13,2,209,--,209,--,380,171,194,209,209,Algún campo sin dato,1,c41580b882bd932a4a7cdff228cfa0b8903206d62d3c75db6705f659e3c0ac96,25/06/2023 22:55:55,ESCANER
2682,"Guatemala",1,"San Pedro Ayampuc",7,238,380,35,9,55,4,24,8,7,14,3,3,1,13,4,2,182,18,3,203,0,203,--,380,174,182,203,203,Algún campo sin dato,1,6d4abdf0a84dc86a3a3412bafaa182fb21395af90a1deedd120033acb3142af0,25/06/2023 23:15:31,ESCANER
2683,"Guatemala",1,"San Pedro Ayampuc",7,238,380,32,14,42,8,27,8,9,16,3,5,4,10,6,5,189,8,1,198,0,198,--,--,--,189,198,198,Algún campo sin dato,1,68cad5eafbf6829393ed618f2571d269ec62f2fedaaf4c9897a37ba071b66ce2,26/06/2023 01:38:22,ESCANER
2684,"Guatemala",1,"San Pedro Ayampuc",7,239,380,45,11,47,4,24,13,11,11,4,5,--,13,5,--,193,20,1,214,--,214,--,380,166,193,214,214,Algún campo sin dato,1,e57e6808dead5c2a29a32727c8b288c321a411c3d9971910c4d9c9a047e67e09,26/06/2023 00:03:21,ESCANER
2685,"Guatemala",1,"San Pedro Ayampuc",7,239,380,43,16,35,1,27,14,7,18,3,7,0,8,6,2,187,15,2,204,0,204,--,380,176,187,204,204,Algún campo sin dato,1,7011a17640de4b16e1f5e23614f371fad4ff88f61d221c6b5162c652e2e6881f,26/06/2023 01:18:54,ESCANER
2686,"Guatemala",1,"San Pedro Ayampuc",7,239,380,48,6,72,6,25,7,7,14,7,2,1,9,6,1,211,20,2,233,--,233,--,380,147,211,233,233,Algún campo sin dato,1,b9546486218a4fc1a83a627acb48371340d2eb46003f3f921c7f4f371f2458a5,25/06/2023 22:44:48,ESCANER
2687,"Guatemala",1,"San Pedro Ayampuc",7,239,380,39,17,56,7,21,9,4,19,5,6,3,13,8,1,208,16,5,229,--,229,--,381,152,208,229,229,Algún campo sin dato,1,9d44f76d78f100ca4e07a744aa295564445986a49f385a62b5711c178ddaeda7,26/06/2023 01:50:16,ESCANER
2688,"Guatemala",1,"San Pedro Ayampuc",7,239,380,55,10,58,4,13,8,12,4,4,3,3,14,3,--,191,10,4,205,--,205,--,380,175,191,205,205,Algún campo sin dato,1,1f33f17e49531caf486e87af88b67bf43b199685571b3234932912e997508c6f,26/06/2023 00:30:43,ESCANER
2689,"Guatemala",1,"San Pedro Ayampuc",7,239,380,38,7,52,8,17,10,4,9,2,3,2,12,8,2,174,14,5,193,187,380,--,380,187,174,193,380,Algún campo sin dato,1,55df2335fa62492246462616af3a8aa4e695f98901f8cda685ab7f35e2b7afb5,26/06/2023 02:20:03,ESCANER
2690,"Guatemala",1,"San Pedro Ayampuc",7,239,380,42,16,49,7,23,8,5,13,7,4,2,17,3,5,201,14,2,217,--,217,--,380,163,201,217,217,Algún campo sin dato,1,889b58e86090634857382752e37a80a9d1f4312046550730b21ec5d51435c860,25/06/2023 21:50:05,ESCANER
2691,"Guatemala",1,"San Pedro Ayampuc",7,239,380,42,14,25,4,27,11,3,20,7,5,2,13,3,3,179,21,2,202,0,202,--,380,177,179,202,202,Algún campo sin dato,1,9b0d530365329874d4ca4c853ae2910d08730e477b17cec8371d7ba8155feee9,26/06/2023 02:18:48,ESCANER
2692,"Guatemala",1,"San Pedro Ayampuc",7,239,380,44,12,59,7,24,13,2,13,3,2,1,17,2,--,199,18,2,219,--,219,--,380,161,199,219,219,Algún campo sin dato,1,7ff6ae00d8a6276eb8b28cb5eb8fbda6aca5f0abc3d60986d91c0e6a00f8ad14,25/06/2023 22:31:12,ESCANER
2693,"Guatemala",1,"San Pedro Ayampuc",7,239,380,43,11,50,2,23,13,3,10,1,8,1,13,5,1,184,14,2,200,--,200,--,380,180,184,200,200,Algún campo sin dato,1,1b488e549a2bceb716cae17b0c432bc9ae0023d58af5fc9840801e0314127611,25/06/2023 23:55:32,ESCANER
2694,"Guatemala",1,"San Pedro Ayampuc",7,239,380,37,17,45,2,21,15,5,6,4,5,2,15,8,2,184,10,3,197,--,197,--,380,183,184,197,197,Algún campo sin dato,1,673f3d85581ada260bfd6c6639341ab7d1585c225ffadbc18aab8efea7c598a4,26/06/2023 01:35:55,ESCANER
2695,"Guatemala",1,"San Pedro Ayampuc",7,239,380,57,21,67,11,18,14,2,12,4,1,--,8,2,2,219,11,2,232,--,232,--,380,148,219,232,232,Algún campo sin dato,1,7ddfc0a68a24f357050f868fd62fc6a037e187c8d69fa35212a8127ea95adb37,26/06/2023 02:15:03,ESCANER
2696,"Guatemala",1,"San Pedro Ayampuc",7,239,380,34,10,82,7,15,6,3,6,10,3,1,8,8,0,193,9,0,202,0,202,1,380,178,193,202,202,,1,2480ed1b71a50b242b45bf3ee0726781c0639d036fa4e52f39dd0a519caecb24,26/06/2023 04:16:00,ESCANER
2697,"Guatemala",1,"San Pedro Ayampuc",7,239,380,50,11,62,6,8,7,2,9,7,4,6,14,9,2,197,9,--,206,--,206,--,380,174,197,206,206,Algún campo sin dato,1,f957b9ea886d49354e3d87eafe199f6d416cd639bc4ea16221e046c9d30f0867,25/06/2023 23:22:31,ESCANER
2698,"Guatemala",1,"San Pedro Ayampuc",7,240,380,40,16,73,5,6,12,3,8,5,2,3,7,13,2,203,7,1,211,0,211,0,380,174,195,203,203,Sumas Asentadas sin cuadrar,1,431af9e917e3b1dfc7fe47ae2f8f014cefce95b88b982219df611e5832a69b59,26/06/2023 04:16:33,ESCANER
2699,"Guatemala",1,"San Pedro Ayampuc",7,240,380,33,13,48,9,22,9,8,10,10,1,2,10,15,1,191,6,--,197,--,197,--,380,183,191,197,197,Algún campo sin dato,1,60363bdb26fbef3312e840841a16b4b13ddf879dd3e7230ba9a5966edaabdcf6,26/06/2023 01:44:34,ESCANER
2700,"Guatemala",1,"San Pedro Ayampuc",7,240,380,35,17,52,7,13,12,6,11,6,3,1,13,7,2,185,5,--,190,1,191,--,380,189,185,190,191,Algún campo sin dato,1,8914aac17cd4a38dd30c4534078585fb44ceb6e7ff6911ad2d1fc74413648112,25/06/2023 22:57:27,ESCANER
2701,"Guatemala",1,"San Pedro Ayampuc",7,240,380,33,23,69,3,10,7,3,7,8,1,0,9,8,3,184,9,0,193,0,193,--,380,187,184,193,193,Algún campo sin dato,1,2a03268aae0d53c9d2978f36c1a03c22447c6d9b3b47ac01a263bae24188e1c4,26/06/2023 00:45:21,ESCANER
2702,"Guatemala",1,"San Pedro Ayampuc",7,240,380,36,12,76,7,11,12,1,9,8,3,4,20,12,--,209,7,--,216,2,218,--,373,155,211,218,220,Sumas Asentadas sin cuadrar,1,41d7d41855172b9632b164e08d8efebccf2c5f202e3b9adda9e258a83e104491,26/06/2023 02:52:01,ESCANER
2703,"Guatemala",1,"San Pedro Ayampuc",7,240,380,43,16,72,4,12,5,4,12,11,1,--,17,4,1,202,10,--,212,--,212,--,380,168,202,212,212,Algún campo sin dato,1,0fd0b28413c1ed23c92fcbdd7f5653b4f3951150c437f2b439ca68d1c2c9deae,26/06/2023 01:32:32,ESCANER
2704,"Guatemala",1,"San Pedro Ayampuc",7,240,380,34,16,52,2,6,4,3,6,5,1,0,13,5,1,148,6,0,154,0,154,--,380,226,148,154,154,Algún campo sin dato,1,a24610fac5486bd3398797457b71eb8d4a0a2982f425e01a34f3a15c86534457,26/06/2023 01:33:04,ESCANER
2705,"Guatemala",1,"San Pedro Ayampuc",7,240,380,49,10,40,5,11,6,7,10,2,1,--,14,3,2,160,10,--,170,1,171,--,380,209,160,170,171,Algún campo sin dato,1,e561f752970ab7b87df3151be6b97cdcc540186d6794c3b11b6a1ff65ebf2158,26/06/2023 01:58:37,ESCANER
2706,"Guatemala",1,"San Pedro Ayampuc",7,240,292,20,9,48,9,9,--,4,5,5,2,2,5,5,--,123,9,--,132,--,132,--,289,157,123,132,132,Algún campo sin dato,1,520144eb2fde09a63a6748cb1cccfffcbbdbef06a527f9bb7925df114abf43e8,25/06/2023 22:18:44,ESCANER
2707,"Guatemala",1,"San Pedro Ayampuc",7,240,292,23,7,23,4,7,5,3,4,5,1,0,6,4,1,93,4,1,93,0,98,--,292,191,93,98,98,Sumas Asentadas sin cuadrar,1,71629dcfc346e1a4778344253de06668bb4a8fcb163a9b692476ea943a0064cc,26/06/2023 00:38:03,ESCANER
2708,"Guatemala",1,"San Pedro Ayampuc",7,241,380,37,19,34,--,17,1,1,68,1,2,2,11,5,1,199,16,6,221,0,221,--,380,159,199,221,221,Algún campo sin dato,1,afb88abae4cd78d96c0726f99c7fc8737b00d53a024a44ed2cf5e4e87a53d9ee,26/06/2023 01:56:44,ESCANER
