TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
104,104,100.0000,104,100.0000,0,38583,23091,59.8476

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,MLP,UNE,BIEN,PODEMOS,CABAL,AZUL,MI FAMILIA,VALOR UNIONISTA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
8704,"Santa Rosa",6,"Chiquimulilla",8,1042,236,81,1,75,3,0,3,2,2,8,175,4,0,179,0,179,--,236,57,175,179,179,Algún campo sin dato,1,51b2eef2e917dd2a257388af7ae737198748e3d47cc2c4a09fc52f0e6da22770,26/06/2023 01:11:27,ESCANER
8705,"Santa Rosa",6,"Chiquimulilla",8,1042,236,76,2,64,2,0,8,3,0,4,159,2,1,162,0,162,--,236,74,159,162,162,Algún campo sin dato,1,c43572ec8e8a4df28b54e5d5c7115e04a053840bd0c7c13a7642b62568342b57,26/06/2023 01:21:59,ESCANER
8706,"Santa Rosa",6,"Chiquimulilla",8,1043,400,103,1,122,2,0,20,1,2,2,253,19,4,276,0,276,--,400,124,253,276,276,Algún campo sin dato,1,ce911ccc7023229ed19a9afb806840e822ee3f7ba48b1e05c7977c1952ec56b3,26/06/2023 02:06:42,ESCANER
8707,"Santa Rosa",6,"Chiquimulilla",8,1043,400,94,4,118,8,0,25,3,0,1,253,18,5,276,0,276,--,398,122,253,276,276,Algún campo sin dato,1,5ff3e8d992a46d4e3c2f180138d67e598bb8c8fbf1b82955d20be7251392be97,26/06/2023 02:14:34,ESCANER
8708,"Santa Rosa",6,"Chiquimulilla",8,1043,400,105,2,120,2,1,16,3,0,2,251,20,3,274,0,274,--,400,126,251,274,274,Algún campo sin dato,1,c41900b1ecb002a460e4766d001e671c58cced20132d9384e9b3d22849a8b7c9,26/06/2023 01:00:55,ESCANER
8709,"Santa Rosa",6,"Chiquimulilla",8,1043,400,93,3,88,1,0,32,0,2,2,221,17,2,240,0,240,--,400,160,221,240,240,Algún campo sin dato,1,fee8947f739329356700d5a5e8397d9b93bcace8ffa1f9be7f638439f19f6acd,26/06/2023 00:54:41,ESCANER
8710,"Santa Rosa",6,"Chiquimulilla",8,1043,400,92,1,88,4,0,31,1,0,2,219,21,3,243,0,243,--,400,157,219,243,243,Algún campo sin dato,1,6c26618d945305cdb75ad65a61028a47215289b90e60e2ecf70d6ef11db72f78,25/06/2023 23:43:53,ESCANER
8711,"Santa Rosa",6,"Chiquimulilla",8,1043,400,82,1,82,0,0,14,2,0,1,182,18,6,206,0,206,--,348,142,182,206,206,Algún campo sin dato,1,2350e22bad2e84a8cef17fe9d7b2101959b4580531c9ad9840863597c5b7c3ea,26/06/2023 01:49:57,ESCANER
8712,"Santa Rosa",6,"Chiquimulilla",8,1043,331,93,2,74,1,0,9,0,0,4,183,2,3,188,2,190,--,331,141,183,188,190,Algún campo sin dato,1,11bfa8b4ac73e5fa557f5374501ce34529320b1545bcf112f9c2180f7e0a133e,26/06/2023 01:12:40,ESCANER
8713,"Santa Rosa",6,"Chiquimulilla",8,1043,330,68,1,84,1,0,22,0,0,2,178,6,1,185,0,185,--,330,145,178,185,185,Algún campo sin dato,1,4210e1bf97d074232d8da0de6bc6ca1985ff6356c7c9febb371604d48eedc118,25/06/2023 22:55:47,ESCANER
8714,"Santa Rosa",6,"Chiquimulilla",8,1044,206,61,0,56,1,0,2,0,1,1,122,7,1,130,0,130,--,207,77,122,130,130,Algún campo sin dato,1,4c8bb691fd2f116343cb49ba5fc4cd8a14f9b5cf267f66f90cd9e0961173280f,26/06/2023 00:47:15,ESCANER
8715,"Santa Rosa",6,"Chiquimulilla",8,1045,380,188,0,20,2,2,5,8,0,0,225,15,6,246,0,246,--,375,129,225,246,246,Algún campo sin dato,1,28fd257bbaba0298963611140b23966896be5bf04f2f9d722827d12eb49e86cb,25/06/2023 23:21:33,ESCANER
8716,"Santa Rosa",6,"Chiquimulilla",8,1045,380,197,1,28,3,0,5,10,1,0,245,14,9,268,0,268,--,375,107,245,268,268,Algún campo sin dato,1,9e68fbd10fe3b120f17997341e259d32854dc23a918a994f5d626b9891589bd0,25/06/2023 22:47:07,ESCANER
8717,"Santa Rosa",6,"Chiquimulilla",8,1045,380,2,0,22,1,0,2,8,0,0,245,20,4,269,0,269,--,375,106,35,59,59,Sumas Asentadas sin cuadrar,1,8d771c7a3c5816777725867587bd988ea5ea744c6400af4cb66ab4ee2d05a79d,26/06/2023 00:38:55,ESCANER
8718,"Santa Rosa",6,"Chiquimulilla",8,1045,380,206,1,10,1,0,1,5,0,2,226,15,4,245,0,245,--,374,129,226,245,245,Algún campo sin dato,1,c5c83bbcafe1c66b56f293d5bf126c8dd0ba75ec92704a8997e6a4c8f7fd0944,25/06/2023 23:07:35,ESCANER
8719,"Santa Rosa",6,"Chiquimulilla",8,1045,380,168,0,22,3,0,0,3,0,1,197,10,3,210,0,210,--,375,165,197,210,210,Algún campo sin dato,1,57e02d22e9db7835a707503ef97af96188f6f85cbabaf7a9613513ee6705728b,25/06/2023 23:51:38,ESCANER
8720,"Santa Rosa",6,"Chiquimulilla",8,1045,380,166,1,17,2,1,2,6,1,1,197,15,4,216,0,216,--,375,159,197,216,216,Algún campo sin dato,1,069dbc1811e25f75ad3634cfa689179bc58b0b8665678bb4d1e48e17de3b802e,25/06/2023 23:43:15,ESCANER
8721,"Santa Rosa",6,"Chiquimulilla",8,1045,380,186,1,15,1,1,4,2,0,0,210,15,3,228,0,228,--,375,147,210,228,228,Algún campo sin dato,1,305a5cf6f511367d1596d38ecc18743a3f9ee9416bc187390311be520c372669,25/06/2023 23:35:01,ESCANER
8722,"Santa Rosa",6,"Chiquimulilla",8,1045,380,157,0,25,2,0,5,3,0,0,192,16,1,209,0,209,--,375,166,192,209,209,Algún campo sin dato,1,1420c44b78d899eaae29e505a540c95aac314785d81e9177abe2664ddb0ad123,25/06/2023 23:50:12,ESCANER
8723,"Santa Rosa",6,"Chiquimulilla",8,1045,380,195,0,14,1,0,1,8,0,2,221,6,1,228,0,228,--,375,147,221,228,228,Algún campo sin dato,1,51226b4ab23f5e7b0d72003065e13010d14aeeb118f035821f6b8c992158b5ea,25/06/2023 21:59:06,ESCANER
8724,"Santa Rosa",6,"Chiquimulilla",8,1045,307,142,2,8,0,0,4,1,0,0,157,5,4,166,0,166,--,307,141,157,166,166,Algún campo sin dato,1,fa952ddedc0af2be62ae97f1a33b21640c583a4ac8f64ea9b9477f06c4318a36,25/06/2023 23:58:19,ESCANER
8725,"Santa Rosa",6,"Chiquimulilla",8,1045,307,128,0,10,3,0,3,1,0,0,145,8,2,155,0,155,--,307,152,145,155,155,Algún campo sin dato,1,04c9b0fd4a18206d45372ccf8f9c438d9292a39c569dcf2fbd0d208483e1b9f3,25/06/2023 23:17:05,ESCANER
8726,"Santa Rosa",6,"Chiquimulilla",8,1046,380,133,1,44,2,0,9,6,0,0,195,0,5,200,19,219,--,375,156,195,200,219,Algún campo sin dato,1,49033c27135581daeb2a9c281bc5977fd900b1f46a8f118bdd105ad36f632103,26/06/2023 01:29:20,ESCANER
8727,"Santa Rosa",6,"Chiquimulilla",8,1046,380,146,0,53,4,0,15,2,0,1,221,19,4,244,0,244,--,375,131,221,244,244,Algún campo sin dato,1,af495ba8da3281a665268fc01c30366afd0ab0a8efcbb5c648f375eaa562a37b,25/06/2023 23:01:12,ESCANER
8728,"Santa Rosa",6,"Chiquimulilla",8,1046,380,146,0,70,1,3,6,0,1,0,227,25,6,258,0,258,--,375,117,227,258,258,Algún campo sin dato,1,3fce130121831428b2882ed075452bf20c5348aea3e1cecae90dbd633ab658ba,26/06/2023 04:26:45,ESCANER
8729,"Santa Rosa",6,"Chiquimulilla",8,1046,380,139,1,49,4,0,8,6,1,1,209,8,4,221,0,221,--,375,153,209,221,221,Algún campo sin dato,1,3714a017f73b7f62f7fb8ffbac652d29440214205f68ea4ca0a489b94dd0e892,26/06/2023 03:07:17,ESCANER
