TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
167,167,100.0000,167,100.0000,0,66139,40684,61.5128

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VALOR,AZUL,UNE,CAMBIO,VAMOS,VIVA,CABAL,SEMILLA,MLP,TODOS,PPN,PR,ELEFANTE,VOS,PODER,BIEN,PHG,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
7422,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,11,40,47,3,72,2,26,13,0,2,4,4,3,4,1,0,0,232,7,0,239,0,239,0,400,161,232,239,239,,1,247d7133c185c23aca383a786b9a26d43d3809bacd0b5b42bfb541740b9b202f,26/06/2023 01:01:22,ESCANER
7423,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,10,34,47,2,68,2,34,18,0,2,8,3,1,7,0,0,1,237,9,1,247,1,248,0,400,152,237,247,248,,1,5a74e0b3e7423fa8091cfa51036657dd57d4bdc6f45c723c1d6122fa28d05f78,26/06/2023 01:28:34,ESCANER
7424,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,9,40,24,1,69,5,21,10,0,2,5,1,1,3,0,0,0,191,10,3,204,0,204,0,400,196,191,204,204,,1,59beaab0b2238fde137cc8c750b4a907c32a5550cb5dfc2a65a99d6e2dfd55e9,26/06/2023 01:45:40,ESCANER
7425,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,216,7,21,17,3,35,3,15,3,1,0,4,0,0,1,0,0,2,112,7,0,119,0,119,0,216,97,112,119,119,,1,be350813ba6dbfd3e997e5c6167c8a61f81a481d6d1afa55837dc173d685b6da,26/06/2023 01:36:00,ESCANER
7426,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,215,2,5,9,3,21,0,12,4,0,2,3,0,0,0,0,0,0,61,4,1,66,0,66,0,215,149,61,66,66,,1,07ab392a36473a5c9cf6eef0dc653f89489512dd32c684fb61c07b98aa7ea40f,25/06/2023 23:55:16,ESCANER
7427,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,9,37,37,6,76,7,27,12,0,3,15,4,0,5,0,1,0,239,26,4,269,0,269,0,400,131,239,269,269,,1,5866b2f3e65e5fb0413e4d606572e46d45d5c15e7923a749cbff22b322832b0c,26/06/2023 03:04:53,ESCANER
7428,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,14,24,43,5,57,8,41,12,1,4,9,6,1,4,2,0,0,231,29,2,262,0,262,--,400,138,231,262,262,Algún campo sin dato,1,6b454cc67b6c782afabfc5c0f29c7fe912fcd89e125df3d6a8f1ae55f5527b38,26/06/2023 05:43:36,ESCANER
7429,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,12,37,31,8,61,5,46,18,1,6,13,2,0,5,0,0,1,246,19,5,270,0,270,0,400,130,246,270,270,,1,02cf3d82119abcb1cc9fef6b29e6d04de92ffc0b107f0b6b65cda3607e4420c6,26/06/2023 02:41:36,ESCANER
7430,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,13,29,39,9,79,6,38,21,0,6,14,8,3,4,0,1,0,270,15,0,285,0,285,1,400,114,270,285,285,,1,04bb0a4860f079b4d8078708de6b085779b2b7a5fb55a084fb98ca4a7a040ef7,26/06/2023 03:12:16,ESCANER
7431,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,10,34,38,10,67,9,33,21,1,5,11,3,3,8,0,0,0,253,19,1,273,0,273,0,400,127,253,273,273,,1,2a8b4177288d5882ab0ab95d39b47d243db06a8299bffe0cc35108fad385fbba,26/06/2023 03:21:50,ESCANER
7432,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,14,42,42,8,70,7,27,23,0,4,13,0,3,6,1,1,0,273,17,3,293,0,0,0,399,106,261,281,281,Sumas Asentadas sin cuadrar,1,4fc4c4e3bf7bf954a02a526867092728469f1521cd39843f0866735562cf50a3,26/06/2023 03:13:44,ESCANER
7433,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,12,29,40,7,83,2,36,14,1,5,11,5,0,5,0,0,0,250,13,5,268,0,268,0,400,132,250,268,268,,1,9c6a97af659e62e0f0211845f6fd1f5ebbb7deed68224c5b654051b1dfa37b40,26/06/2023 03:10:01,ESCANER
7434,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,10,29,41,3,71,6,27,13,1,4,16,2,2,5,0,0,0,230,19,2,251,0,251,0,400,149,230,251,251,,1,9545bbd68041b50d588ecb1c3e0f7e8c487190491f9ed8ee4199c5dd7f1c4b0a,26/06/2023 03:36:59,ESCANER
7435,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,11,25,42,3,43,12,35,14,0,6,18,3,2,5,0,1,0,220,17,4,241,0,241,0,394,153,220,241,241,,1,aa91b803cfd3c3b26596e59f334bda557675390a3f0664069c432b91147291a1,26/06/2023 03:32:21,ESCANER
7436,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,10,22,41,1,78,7,23,12,1,2,15,3,1,3,0,0,0,219,19,3,241,0,0,0,400,159,219,241,241,,1,b73bfd3a14ef72ffe7d1d5f4a160ada1951137a8944c399a2bbcd084d6a0e298,26/06/2023 03:18:10,ESCANER
7437,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,11,30,42,8,65,7,27,11,1,1,11,5,1,6,0,0,1,227,17,2,246,0,246,0,399,153,227,246,246,,1,35f3888bd6edf1f0ee727f697fbb4ea8cd09325baec2382171a25557e496b15e,26/06/2023 02:32:01,ESCANER
7438,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,9,24,46,3,71,5,31,9,1,5,8,2,1,4,0,0,0,219,20,7,246,0,246,0,400,154,219,246,246,,1,e8f33553d1b50ade321b1566f91f93ff747e5ec5988f8455e3c64003ae0628e2,26/06/2023 02:51:32,ESCANER
7439,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,6,25,43,4,62,8,20,10,0,7,16,2,0,2,1,0,0,206,23,3,232,1,233,0,400,167,206,232,233,,1,557411f2cc3bfde437d4c62430e87c6ceca365c920f1afc4a7021f82feefaa8d,26/06/2023 02:52:32,ESCANER
7440,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,7,26,35,5,60,7,36,9,1,0,4,2,1,1,0,2,0,196,29,3,228,0,228,0,400,172,196,228,228,,1,e1c43f48369b21d664e6b0fe73d96da9728714c2fe70c1e21ffa613e6aef5577,26/06/2023 03:14:38,ESCANER
7441,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,7,29,27,3,64,6,27,11,0,6,12,1,0,3,0,0,0,196,14,1,211,0,211,--,400,189,196,211,211,Algún campo sin dato,1,93387e081517cbe284805a3328f0b57f9c3760cf50471c216db40b156190797b,26/06/2023 04:58:23,ESCANER
7442,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,5,25,30,7,61,5,33,9,1,3,14,3,2,6,--,--,--,212,7,1,212,0,212,--,400,188,204,212,212,Sumas Asentadas sin cuadrar,1,2b090d8d6860dc82ebb29b4921650903d9dcb81f25bcc1b548b8d76ccb26aa75,26/06/2023 04:51:42,ESCANER
7443,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,5,24,30,2,59,2,22,14,0,2,13,0,2,5,0,0,0,180,7,0,187,0,187,0,400,213,180,187,187,,1,34aa560012bea89798c4c7ef46d78191a90961d9f95498d443a307c971900ba1,26/06/2023 02:35:28,ESCANER
7444,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,372,8,27,35,4,58,6,35,11,0,2,5,2,0,7,0,0,0,200,10,0,210,0,210,0,369,159,200,210,210,,1,b7e877780fcd2e1c19b654e0bd52ef56b020cb34761f50e9a42752fd12492ccf,26/06/2023 03:40:04,ESCANER
7445,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,371,4,31,26,4,62,1,26,7,1,2,12,0,0,2,0,0,0,178,9,0,187,0,187,--,371,184,178,187,187,Algún campo sin dato,1,1badcafd9ec01d2dbdc9fa8fe38d6457bd62f0f2e22732bc4f554f00b5f811b3,26/06/2023 04:18:14,ESCANER
7446,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,829,400,17,21,43,6,67,7,42,7,2,7,13,4,2,6,0,0,1,245,22,5,272,0,272,0,412,140,245,272,272,,1,95d74974b144d88cb6b2c844cda4e42ea27cdc28d25fe590c773e6f7259c6675,26/06/2023 02:11:31,ESCANER
7447,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,829,400,14,27,54,4,58,9,56,7,1,4,7,4,5,9,1,1,0,261,19,2,282,0,282,0,400,118,261,282,282,,1,996b5c4e5977c5ce2ebccd81c5077cdf2a44799ecb0afd1ceb71d439a08593c1,26/06/2023 02:03:50,ESCANER
7448,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,829,400,14,36,58,7,67,1,38,6,2,4,13,6,3,8,0,1,0,264,21,0,285,0,285,0,400,115,264,285,285,,1,dc66c2d138682a7e93568fa923178f1fa88e02cac95ad8d5bfd5c6c3e3ef70ef,26/06/2023 01:58:32,ESCANER
7449,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,400,10,16,43,3,53,7,40,6,0,1,6,4,4,4,0,1,0,198,20,3,221,1,222,0,396,174,198,221,222,,1,3537eb0ae1da316446eef225f90e8a430ce5eb629e1db83b36f1c422676ed602,26/06/2023 02:15:28,ESCANER
7450,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,400,19,25,46,0,54,5,36,2,0,1,11,0,0,0,0,0,0,214,17,9,240,1,241,0,400,159,199,225,226,Sumas Asentadas sin cuadrar,1,5716f311299e53051fd3e7c7041541e7e74043517df3fdca17ac0bbf9ed21a89,26/06/2023 02:14:02,ESCANER
7451,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,400,16,13,35,1,61,3,36,4,0,2,13,1,1,3,0,1,0,190,20,5,215,0,215,0,400,185,190,215,215,,1,a7bd236917049484a2e658c848d9a25c866405a36cbc816918c7255c5c353947,26/06/2023 01:31:36,ESCANER
7452,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,324,13,16,21,4,42,2,36,6,0,4,4,4,0,4,0,0,0,156,9,4,169,0,169,0,324,155,156,169,169,,1,c11c204fe33bd58a944667e05e7033db9b20522dc795593f1b2727fdd30610b4,25/06/2023 23:17:50,ESCANER
7453,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,324,9,13,25,5,44,3,26,7,0,3,4,2,0,2,0,0,0,143,8,0,151,0,151,0,324,173,143,151,151,,1,b49253e8c457d0bd085460bff61d21634e5118dc97b32b966099bcf3cd74124f,25/06/2023 23:03:44,ESCANER
7454,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,831,400,3,42,32,5,79,8,35,5,0,2,12,2,3,6,0,0,1,235,29,3,267,0,267,0,0,0,235,267,267,,1,cbcccf170c0454e6e78288d24e0cef0d1dd5de2c040c3868fe60ab87162f3e73,26/06/2023 01:12:39,ESCANER
7455,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,831,400,14,46,42,6,70,7,31,4,0,2,15,1,1,6,0,1,1,247,15,6,268,0,268,0,397,129,247,268,268,,1,f2a333140bbe3cc805430362dbed5c18cf14669d78d0361c167fc76b155a4344,26/06/2023 01:20:57,ESCANER
7456,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,832,400,11,48,45,8,64,3,37,4,0,3,12,1,1,6,0,0,1,244,22,4,270,0,270,--,400,130,244,270,270,Algún campo sin dato,1,cc7eccfa88925c01629bf33f673c2620d034433918f9c38ee9df09d08b12df6b,26/06/2023 00:22:09,ESCANER
7457,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,832,400,9,46,32,17,64,6,27,4,0,4,14,6,2,3,0,0,0,234,15,3,252,0,252,0,400,148,234,252,252,,1,dffda1cdeea19b8c2ba25ed538a945ec7c4c0b46983018c59c0cf52aa71b2ccf,25/06/2023 23:54:17,ESCANER
7458,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,833,400,5,34,40,6,79,5,23,10,1,5,22,4,2,5,1,1,0,243,12,3,258,0,258,0,397,139,243,258,258,,1,f7a02465231184841e1e342e8d1c6e6a2a9f7fc1a649108679f0a2fc2c46dba8,26/06/2023 02:11:09,ESCANER
7459,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,833,400,6,44,30,4,79,5,28,6,0,1,16,7,0,6,0,2,0,234,13,2,249,0,249,0,400,151,234,249,249,,1,740e4048fca337d2e9b771a0be88f3449ac071a69db372638385d5108fde845a,26/06/2023 00:31:36,ESCANER
7460,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,834,400,4,43,34,4,62,7,21,9,1,2,14,3,2,5,0,0,0,211,29,0,240,0,240,0,400,160,211,240,240,,1,67138e25b10de630ada50b98a5d93ad1b99fdc5a2371f6a52b4002544bb0c313,25/06/2023 22:30:57,ESCANER
7461,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,834,400,6,38,46,4,74,6,19,7,0,0,8,1,2,2,0,1,--,214,25,2,241,0,241,--,400,159,214,241,241,Algún campo sin dato,1,096a3889c9a068ff50bbd60e9a629a181eaa6fd96019dcee795f0eab6270cb4f,26/06/2023 00:17:33,ESCANER
7462,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,835,400,7,42,36,4,75,6,26,8,0,0,11,3,1,4,1,0,2,226,19,2,247,0,247,0,400,153,226,247,247,,1,151f325cccfb82a5751ba3d8a52585e59b7971fec378e2fe3628a4be25faa627,25/06/2023 23:11:16,ESCANER
7463,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,835,400,8,58,22,1,62,6,31,10,1,1,9,0,0,3,0,0,1,213,9,3,225,0,225,0,400,175,213,225,225,,1,61d352dab438c99f16c329b450b83927661b37669c7f008e48d30d0ffe45b199,25/06/2023 23:00:09,ESCANER
7464,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,836,295,5,44,30,3,37,6,15,5,0,2,3,1,3,5,0,0,0,159,7,1,167,0,167,0,295,125,159,167,167,,1,dd62fa1e7269e90e8159587bdcc0c08164faaffe06631091387a1e5d01ff4669,26/06/2023 00:55:44,ESCANER
7465,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,836,295,5,34,30,5,48,6,12,8,0,2,8,0,0,2,0,1,1,162,11,4,177,0,177,2,295,116,162,177,177,,1,ef4e3680de77d8e6745a06c97242dd68307d39bc88345c4a32f7048499312015,26/06/2023 01:02:09,ESCANER
7466,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,10,67,62,3,39,5,21,5,0,7,12,3,5,4,0,0,0,243,19,2,264,0,264,0,400,136,243,264,264,,1,c99fbc1bfd9e771d0773abf5c5677f5f4eb53159f8f1a275e66eff0fab53832f,26/06/2023 02:49:21,ESCANER
7467,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,14,73,55,3,57,10,34,3,2,8,15,3,0,4,2,1,1,285,16,6,307,0,307,0,400,93,285,307,307,,1,af22a50f121d6a5e3ebc2c4e65bce4bdbabc6f2686ecd2361abcadefa9cce6e0,26/06/2023 01:12:14,ESCANER
7468,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,10,59,56,6,52,7,35,7,1,9,7,5,10,5,0,0,0,269,30,2,301,0,301,0,400,99,269,301,301,,1,aa4809e5f7ad7f44ecae0775a4aad49b52ba91c3ce19078cd722c70277115852,25/06/2023 23:38:19,ESCANER
7469,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,11,59,51,4,55,4,28,5,0,8,19,5,13,6,0,0,0,268,15,2,285,0,285,0,400,115,268,285,285,,1,9f643bf6cfd301fa4a7a4271f651847b3e51de7921654c922273892b59e2944c,26/06/2023 02:25:26,ESCANER
7470,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,20,63,59,1,60,6,34,7,1,6,0,3,8,7,0,0,1,286,13,3,302,0,302,0,400,98,276,292,292,Sumas Asentadas sin cuadrar,1,208ab1c823853e1a1673c9260bdd06df3cdd6b87b26038f143387c896a7803e1,26/06/2023 02:46:42,ESCANER
7471,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,18,73,51,4,58,3,25,7,1,3,12,4,3,6,0,0,1,269,18,3,290,0,290,0,400,110,269,290,290,,1,e0e448fc7d6ab60eda88bf2281f16402125f37e49b59ab5178cfe335a15fca4b,26/06/2023 02:07:45,ESCANER
7472,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,14,57,56,2,53,6,19,4,0,8,15,2,6,4,1,0,0,247,11,1,259,0,259,0,399,140,247,259,259,,1,e6e98a9fb66a7e0e146f893750d812c6cdd2e79cefeb7757f464888781712fee,26/06/2023 01:05:40,ESCANER
7473,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,7,48,61,3,63,3,36,2,1,4,5,2,2,4,0,0,0,241,12,3,256,0,256,0,400,144,241,256,256,,1,f272712abe1d7a9eff7d123210e542278a3003c5da264fab81ca9c63e7dd58f2,26/06/2023 01:42:54,ESCANER
7474,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,10,58,57,3,43,3,42,5,1,5,5,4,3,4,0,1,1,245,22,2,269,0,269,0,400,131,245,269,269,,1,2d15cc84d7d60748aa1c7852590c93b4b700f6e35cc62cd0d156f12d3bfd87ad,26/06/2023 02:00:27,ESCANER
7475,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,11,62,50,3,64,3,26,6,0,7,8,2,0,2,0,1,3,248,9,3,260,0,260,0,397,137,248,260,260,,1,197014fd030a6fd746fd44e7ebbc2427fc1323a3544342f7a4d25aed0d8c03ef,26/06/2023 01:58:21,ESCANER
7476,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,12,62,49,3,53,8,33,5,0,6,5,4,2,6,0,0,1,249,12,5,266,1,267,0,397,130,249,266,267,,1,8d624d9953d92c428e6502c540e527d2313d1897284efc797d59bf0297a78dff,26/06/2023 02:55:29,ESCANER
7477,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,14,64,39,3,58,3,31,7,2,7,5,2,3,7,0,0,1,246,23,6,275,0,275,0,400,125,246,275,275,,1,c200392bd46b0ea6d0839aed350e4a7819478a63ca51142894ce3487b3b214f9,26/06/2023 01:16:06,ESCANER
7478,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,8,62,42,3,54,7,19,5,2,5,9,7,5,5,0,0,2,235,17,2,254,0,254,0,400,146,235,254,254,,1,a2e72bd9149af18ea319f98bd168c3c42651ad000fd6b4d949d1f16db1f44045,26/06/2023 03:01:16,ESCANER
7479,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,14,81,41,2,62,5,22,5,0,2,0,1,5,6,0,2,0,258,16,0,272,0,272,0,396,124,248,264,264,Sumas Asentadas sin cuadrar,1,60fd4e925e2bd2523ba7c6279cd0a38f969de51ac1653f6a315e0a70ad9ad086,26/06/2023 02:10:11,ESCANER
7480,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,10,56,52,4,57,4,24,6,0,4,7,2,5,5,0,1,2,239,9,0,239,2,259,2,0,0,239,248,250,Sumas Asentadas sin cuadrar,1,4a1d5ef222c93db1c24b03e0d87b52421dcd8227eec069049d49983982e63f26,26/06/2023 03:11:26,ESCANER
7481,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,11,52,51,0,58,1,23,6,0,3,2,2,3,6,0,0,0,218,7,1,226,0,226,0,400,174,218,226,226,,1,60da66800f3448e855939405794cfa561b530a0ae37f31efb9d5bd293df0c746,26/06/2023 01:55:31,ESCANER
7482,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,284,10,51,34,5,32,1,8,3,0,8,5,0,1,3,0,0,0,161,3,0,164,0,164,0,284,120,161,164,164,,1,3f191353925b7aa32fc75f207d09bfe6aa35b6c79a80878dbeab143a79880cee,26/06/2023 02:03:58,ESCANER
7483,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,284,8,33,28,3,36,2,20,5,0,3,3,0,1,2,0,0,0,145,11,2,158,0,158,0,284,126,144,157,157,Sumas Asentadas sin cuadrar,1,7d1509490ad94c2315ef05814f0487f02c65d7f9632a415d31e3fca491a3963f,26/06/2023 01:42:03,ESCANER
7484,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,840,380,8,14,31,9,61,10,77,0,1,3,24,3,0,0,0,0,0,241,28,6,275,0,275,0,380,105,241,275,275,,1,cfe6a683d681299964ab7bcb2248acbe1ebfed9f52d6b0fadab7c810a28c5ce5,26/06/2023 02:01:41,ESCANER
7485,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,840,380,10,12,46,23,51,8,64,1,1,1,16,5,0,0,1,1,0,240,25,1,266,0,266,0,0,0,240,266,266,,1,b6dcecdbaa3ba3489e4725dbb822fdcc05edb9d5de75fba1aa902a4538b3027c,26/06/2023 01:46:55,ESCANER
7486,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,840,380,7,10,33,20,53,3,82,1,0,7,19,1,1,3,0,2,1,243,21,1,265,2,267,0,380,113,243,265,267,,1,96fd00af585342aae89c67fbb3286160f239c1b7365a3a98ddbc4ddc514d82fc,26/06/2023 02:00:00,ESCANER
7487,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,840,380,4,13,35,16,55,3,72,0,0,2,19,4,0,0,0,1,0,224,23,4,251,0,251,0,380,129,224,251,251,,1,838ae3942528cb9ee07742383d8c251ad0905d82860a64e1875a21e3d574ae53,26/06/2023 00:46:52,ESCANER
7488,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,841,380,16,8,23,15,52,7,74,0,0,2,24,1,0,2,0,0,1,225,28,2,255,0,255,0,375,123,225,255,255,,1,91c7252dbda4a92ccdc9c10c1a76f340090d97d132a75b0f39435d67a6d021a9,26/06/2023 00:27:23,ESCANER
7489,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,841,380,15,15,27,16,52,6,66,1,0,3,22,0,0,1,0,0,0,224,32,8,264,0,264,0,380,116,224,264,264,,1,9da4fd40597d9ecabff28a7639e4b2fc829c6be9b6829796c87b1c5eeabb0c8d,26/06/2023 03:01:44,ESCANER
7490,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,841,380,10,11,19,15,49,9,68,1,0,3,13,0,2,1,1,2,0,204,40,3,247,0,247,0,380,133,204,247,247,,1,f61e66206db14e5b51a3a34b72c5d3c16232ce9c5a477fa534e89d885847189d,25/06/2023 23:46:11,ESCANER
7491,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,841,380,16,11,23,19,55,5,66,1,0,1,13,3,1,0,1,0,0,215,22,2,239,0,239,0,380,141,215,239,239,,1,3d6eb23b8d4b6e5f9c48c06046f1aee8e08f6528f9fa9955f0e31bb10bad68cb,26/06/2023 02:14:04,ESCANER
7492,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,841,300,9,10,16,7,52,7,52,0,0,3,15,0,0,0,0,0,0,171,10,3,184,0,184,0,0,0,171,184,184,,1,47fb51ba90c1c159ea9fc8313706cd803614b7e4246e27511e696bfaaf388fdd,26/06/2023 00:51:26,ESCANER
7493,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,841,299,10,6,10,9,36,2,64,2,0,3,6,2,0,0,0,0,0,150,13,0,163,0,163,0,299,136,150,163,163,,1,4faf1647c02789707f05828df8230e808da5d9e4cea189571a8ad13e0cd3c65f,26/06/2023 01:11:26,ESCANER
7494,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,842,380,39,23,31,3,55,12,62,3,0,2,25,2,0,3,1,2,0,263,13,4,0,0,280,--,280,100,263,280,280,Algún campo sin dato,1,a05b10a623dbd618b52bcb196d0c818debc18fc673e707e5cf27a22cb93a6879,25/06/2023 23:02:24,ESCANER
7495,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,842,380,37,36,46,5,58,7,48,1,0,3,16,1,0,2,0,4,3,267,21,2,290,0,290,0,380,90,267,290,290,,1,e23be2f1c79298d25bcdf040ab3311946ed243a4b58b027ace56c6ccee07ec28,26/06/2023 00:29:10,ESCANER
7496,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,842,380,32,27,46,2,50,6,48,3,0,1,15,1,1,1,0,4,1,238,18,5,261,0,261,0,0,0,238,261,261,,1,4837b06754aacba8d32341a4492e5633ff5501ee1dea8d5a6f0d1eadc33b0310,26/06/2023 00:00:32,ESCANER
7497,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,842,380,36,21,33,3,45,4,36,1,2,5,15,3,0,1,0,10,0,215,40,6,261,0,261,--,--,--,215,261,261,Algún campo sin dato,1,37232559fb3ec2fb6ed7a91ba44a3fd1372033120121ef196a264b0d38dff4bc,26/06/2023 00:02:13,ESCANER
7498,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,842,324,27,13,42,7,41,5,28,2,0,4,8,2,0,0,3,1,1,184,27,3,214,0,214,0,324,110,184,214,214,,1,ba8b6018fa2fac3395acb86cbfc1bc32f159eb87340bdec69700764556e12e02,26/06/2023 00:45:18,ESCANER
7499,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,842,324,26,9,47,2,48,0,36,3,0,9,6,2,0,2,0,4,2,196,5,0,201,0,201,0,324,120,196,201,201,,1,39d65f1293e7220b5bf32fe5474cf272af0be4ea2d7a75f8d63981f835267e66,26/06/2023 00:15:02,ESCANER
7500,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,843,380,7,38,44,0,30,7,39,2,3,2,1,0,0,2,2,1,0,178,40,8,226,0,226,0,380,151,178,226,226,,1,b04eb2f46da649c5809cca9a66828bb0cbd43767303334b9cb5271aa5ae43bb6,26/06/2023 01:06:28,ESCANER
7501,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,843,380,7,42,37,3,35,4,46,2,1,1,3,0,0,1,0,0,0,182,24,3,209,0,209,0,380,171,182,209,209,,1,2e24f9234c6553d84cc9155c4975f47d7abb66049f07956b873ec774f8aec7cb,25/06/2023 23:24:49,ESCANER
7502,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,843,380,5,37,40,6,29,19,58,1,0,3,2,0,0,0,1,1,0,202,25,7,234,0,234,0,380,146,202,234,234,,1,880a65449cd83e73edf5a345cc02d3f3a41683b2b2f9c0bb8911ad70280f6d0c,26/06/2023 00:19:29,ESCANER
7503,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,843,380,4,35,39,1,38,5,49,2,0,2,1,0,1,1,0,0,0,178,42,6,226,0,226,0,380,154,178,226,226,,1,582b411eb06533349c74b1c3c9909c48534fdac60f93b0ab8b944471f4c0ea15,26/06/2023 00:48:50,ESCANER
