TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
151,151,100.0000,151,100.0000,0,57726,36048,62.4467

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNIONISTA,TODOS,VAMOS,AZUL,VALOR,VOS,CH ICH,MANO. L. O.,CAMBIO,UNE,PODEMOS,PPN,URNG-MAIZ WINAQ SEMILLA,COLIBRI,MI FAMILIA,VIVA,ELEFANTE,FCN-NACION,VICTORIA,UR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
5950,"Chimaltenango",3,"Chimaltenango",1,627,400,3,6,1,4,10,3,1,3,38,20,2,11,4,9,5,16,3,1,3,0,266,19,3,288,0,288,--,400,112,143,165,165,Sumas Asentadas sin cuadrar,1,498850294b6623fb1631606329f5735864fd32b1d0070ed88632d2d561a698fe,26/06/2023 04:59:44,ESCANER
5951,"Chimaltenango",3,"Chimaltenango",1,627,400,0,7,49,5,16,8,52,7,34,14,5,7,9,7,2,14,6,0,7,0,249,15,1,265,0,265,--,401,136,249,265,265,Algún campo sin dato,1,a83b98dc1c011ab48b038a19c415e9cd60d170da93384a65737463b1b71b8c8a,26/06/2023 04:51:33,ESCANER
5952,"Chimaltenango",3,"Chimaltenango",1,627,400,5,15,33,8,15,12,57,8,45,9,4,6,12,4,1,5,2,0,5,1,247,6,0,253,0,253,--,400,147,247,253,253,Algún campo sin dato,1,c5b8be071241d96ded959885bf41721b0c11edd14aca56efcb0bde60a781ee68,25/06/2023 23:25:45,ESCANER
5953,"Chimaltenango",3,"Chimaltenango",1,627,400,7,7,28,8,8,10,46,5,35,11,7,7,5,4,4,20,3,1,7,2,225,24,1,250,0,250,0,400,150,225,250,250,,1,0783522dd2973ea8b1dce308cca31cd79c7f878839bb2e520db7c8535d24e974,26/06/2023 10:04:21,ESCANER
5954,"Chimaltenango",3,"Chimaltenango",1,627,400,2,9,43,6,12,9,53,5,24,25,5,6,6,10,2,19,4,2,5,3,250,15,2,267,0,267,0,392,125,250,267,267,,1,17addb6ff2a24969928671ec17d1cb2512ad55eb3dcd47fbff9b8ef65cea0f23,26/06/2023 00:37:22,ESCANER
5955,"Chimaltenango",3,"Chimaltenango",1,627,400,1,13,35,7,8,14,66,8,31,16,3,3,13,3,4,6,2,3,7,1,244,15,2,261,0,261,0,400,139,244,261,261,,1,04494ada7a66bcdf87ae99f9da3955b311a223eff69ee01aa55e0dcb0b9a64c1,26/06/2023 02:06:28,ESCANER
5956,"Chimaltenango",3,"Chimaltenango",1,627,400,1,12,31,6,20,10,67,10,30,22,4,9,8,5,2,8,4,1,8,1,260,4,0,264,0,264,--,400,133,259,263,263,Sumas Asentadas sin cuadrar,1,616d0d1dbc623dcd1f63eccc2e7d7dc70741fde7f662f3ab4d2cb200f11e80fb,26/06/2023 01:15:36,ESCANER
5957,"Chimaltenango",3,"Chimaltenango",1,627,400,2,15,38,6,14,13,59,3,33,14,7,8,12,12,2,10,3,0,6,2,259,9,2,270,0,270,0,400,130,259,270,270,,1,347d1e5171826c3f5cfc22cf7f1d55b4e3a0d3335072151da5318869a80d367c,26/06/2023 03:47:28,ESCANER
5958,"Chimaltenango",3,"Chimaltenango",1,627,400,2,12,42,5,16,7,62,8,40,17,4,12,6,4,2,18,5,1,10,1,274,10,3,287,0,287,--,400,113,274,287,287,Algún campo sin dato,1,49c0359363644018a944facb17640bf362246b15fb1eea28a13cb3c4e37ec30f,26/06/2023 01:29:27,ESCANER
5959,"Chimaltenango",3,"Chimaltenango",1,627,400,2,15,41,1,6,5,51,11,32,17,9,3,8,5,2,20,5,2,9,0,244,5,1,250,0,250,--,400,150,244,250,250,Algún campo sin dato,1,7b72679bb999afd17a6660d7f29b580546df09d59d4abc6a7225238bf8353177,26/06/2023 01:58:03,ESCANER
5960,"Chimaltenango",3,"Chimaltenango",1,627,400,2,13,45,8,15,5,50,2,28,12,6,6,7,5,4,5,1,1,4,3,222,5,1,228,0,228,--,400,172,222,228,228,Algún campo sin dato,1,e107b0ed88202137c615fe5cb534b9ce70793aaab4f28882b1e332b048d4fb76,26/06/2023 01:15:39,ESCANER
5961,"Chimaltenango",3,"Chimaltenango",1,627,400,1,8,35,5,15,7,50,10,33,9,4,7,5,6,1,11,4,0,3,3,217,14,2,233,0,233,0,399,166,217,233,233,,1,c4f2318cf79a616456c16e275eb9bc8b3b638dca502b041e763512a6c576fe50,25/06/2023 23:19:36,ESCANER
5962,"Chimaltenango",3,"Chimaltenango",1,627,400,2,15,27,5,18,6,61,8,41,6,3,5,10,6,2,12,2,2,7,1,239,7,0,246,0,246,0,400,154,239,246,246,,1,63b9e42d01c2460ec17ac7229107ce244a1dcf245841dc55350b93862b96bc8c,26/06/2023 02:44:13,ESCANER
5963,"Chimaltenango",3,"Chimaltenango",1,627,400,0,14,33,5,16,8,55,8,44,14,1,3,13,5,2,9,1,1,6,0,238,5,0,243,0,243,--,400,157,238,243,243,Algún campo sin dato,1,1bbedb696549858c548cdf12cfa9d47b0fb63b3b35a8f57814c0f161d59d861b,26/06/2023 00:33:12,ESCANER
5964,"Chimaltenango",3,"Chimaltenango",1,627,400,3,8,36,6,17,7,68,8,43,8,5,3,17,4,1,10,0,1,5,2,252,6,0,258,0,258,--,382,124,252,258,258,Algún campo sin dato,1,45bf767711603d885370290beb5338fc101d61126925e96b06afa78dd19fa762,25/06/2023 23:32:55,ESCANER
5965,"Chimaltenango",3,"Chimaltenango",1,627,391,3,9,38,3,9,10,59,9,28,4,2,1,10,8,0,4,0,0,9,1,207,5,1,213,0,213,--,391,178,207,213,213,Algún campo sin dato,1,793c7bd51525a2a26fd77118cb88aaf3e5385367d94b5fd543f3445cf2aef780,26/06/2023 01:00:28,ESCANER
5966,"Chimaltenango",3,"Chimaltenango",1,627,390,--,5,43,1,6,3,37,9,26,8,2,3,11,2,1,10,0,2,1,1,171,6,3,180,0,180,--,390,210,171,180,180,Algún campo sin dato,1,72359bb78af82a23a1afc6050efc8333b092628d150ca7bfe86d40f042953d2c,25/06/2023 23:32:09,ESCANER
5967,"Chimaltenango",3,"Chimaltenango",1,628,380,0,14,36,3,11,4,69,45,10,7,2,4,3,2,0,12,1,2,3,0,228,28,4,260,0,260,0,380,120,228,260,260,,1,df9b219d40c5f4f9ec52842322455ceb9410f0acfba8eb47dc54d3995823549a,26/06/2023 02:23:30,ESCANER
5968,"Chimaltenango",3,"Chimaltenango",1,628,380,3,7,47,3,12,4,62,51,16,20,1,5,2,1,1,12,1,2,10,1,261,21,6,288,0,288,0,380,92,261,288,288,,1,ac3141bc897cd8750a25be5098433543fa61fdac907516b4dff1d92695894c8a,26/06/2023 01:43:34,ESCANER
5969,"Chimaltenango",3,"Chimaltenango",1,628,380,2,15,34,2,10,2,78,47,15,8,2,2,2,0,1,11,3,2,2,2,240,17,4,261,0,261,0,380,119,240,261,261,,1,89e5cce5d69a93ea4a2674a042f10951937a211f5809814c0f86e61e96c56f33,26/06/2023 02:19:13,ESCANER
5970,"Chimaltenango",3,"Chimaltenango",1,628,380,2,13,38,0,3,2,69,48,16,13,5,1,4,3,1,14,2,3,5,0,242,19,4,265,0,265,0,380,115,242,265,265,,1,25717af47f54c0cee4cff02a10c5faa08edb82acfa2ae725cc8315aeb81dfc34,26/06/2023 02:10:25,ESCANER
5971,"Chimaltenango",3,"Chimaltenango",1,628,380,4,16,35,1,7,3,71,36,15,6,0,2,4,2,0,5,4,1,2,1,215,14,8,237,0,237,0,380,143,215,237,237,,1,5114ac3cfc9a6ec0da1a94b6730fab90f0e12ac536f2227cc5788d48b25a4378,26/06/2023 00:24:42,ESCANER
5972,"Chimaltenango",3,"Chimaltenango",1,628,380,2,10,41,0,6,6,63,27,8,11,1,3,6,2,2,15,1,3,4,0,211,14,4,229,0,229,0,380,151,211,229,229,,1,2e731f1108bb99723e027b42f6bf2b1916f258fa6c1f3330b82c30dd5a22b72f,26/06/2023 01:08:43,ESCANER
5973,"Chimaltenango",3,"Chimaltenango",1,628,380,4,15,54,4,10,3,60,36,7,9,2,2,5,3,0,8,2,3,10,0,237,12,4,253,0,253,0,380,127,237,253,253,,1,6adedfe59c1850da7fe13bc021a08cb796716b3ff069473ab9ce8a4d73a64ccf,26/06/2023 00:12:58,ESCANER
5974,"Chimaltenango",3,"Chimaltenango",1,628,380,2,16,50,1,12,3,54,25,8,14,2,2,1,3,1,17,2,0,7,0,220,14,3,237,0,237,0,380,143,220,237,237,,1,b7d1c60bac37c04b7e33a0b0691ebe957192915a369ebaa8f579c06cf757932a,26/06/2023 00:10:30,ESCANER
5975,"Chimaltenango",3,"Chimaltenango",1,628,380,2,13,29,2,9,5,76,34,10,19,0,5,2,0,2,10,2,5,1,0,226,15,3,244,0,244,0,377,133,226,244,244,,1,55d371231b9bcb287a4c71fb3488987106a0b49d9aa7d1c3f9e1a819507c059d,26/06/2023 01:53:52,ESCANER
5976,"Chimaltenango",3,"Chimaltenango",1,628,380,1,5,34,1,6,1,64,27,13,16,1,4,5,2,0,9,1,1,5,0,196,12,3,211,0,211,0,380,169,196,211,211,,1,cb7e374abace99c0f4f14c602e8c19be74e39105ff0ee938768e5c1e46a8a42c,26/06/2023 02:01:12,ESCANER
5977,"Chimaltenango",3,"Chimaltenango",1,628,380,3,18,36,1,18,4,52,27,10,8,1,1,3,2,1,7,1,1,3,1,198,14,4,216,0,216,0,380,164,198,216,216,,1,27fa7e2405b989f6d13245c8413028dbcaa7bbbda6359fa5ef91ae5e9da8130c,25/06/2023 23:58:29,ESCANER
5978,"Chimaltenango",3,"Chimaltenango",1,629,380,1,20,30,3,3,1,49,32,15,11,1,2,9,3,2,6,1,2,2,2,195,11,0,206,0,206,--,380,174,195,206,206,Algún campo sin dato,1,a7b2a185c9d029a2bbf0fb5274a581037f31f21b76d1a86b9057b71668f4dbc8,25/06/2023 23:02:37,ESCANER
5979,"Chimaltenango",3,"Chimaltenango",1,629,269,1,6,15,0,6,1,33,30,9,6,1,0,4,1,0,4,1,0,1,1,120,3,2,125,0,125,--,269,144,120,125,125,Algún campo sin dato,1,7264ca8d2c93e5369b91718d87632663816ab93a22655e462b7b60a4106e8a43,25/06/2023 22:32:19,ESCANER
5980,"Chimaltenango",3,"Chimaltenango",1,629,269,3,5,15,0,5,3,32,13,4,8,1,0,3,0,1,2,0,0,2,0,97,5,0,102,0,102,--,269,167,97,102,102,Algún campo sin dato,1,37ad21c03c292aa70957eae78215dff698011ce9dd5e9421868aefcf9cf96da5,25/06/2023 22:09:56,ESCANER
5981,"Chimaltenango",3,"Chimaltenango",1,630,380,5,7,58,6,17,21,49,5,17,6,2,4,8,1,2,12,1,2,4,3,249,16,3,249,0,249,0,380,131,230,249,249,Sumas Asentadas sin cuadrar,1,2dedf88d9e7b18c2ac85619dff605e68a3159a2be0c20d0f36e46bf05e8b8a1f,26/06/2023 02:16:45,ESCANER
5982,"Chimaltenango",3,"Chimaltenango",1,630,380,1,7,49,6,19,28,37,5,26,11,1,7,3,4,2,7,2,7,1,2,225,19,5,249,0,249,0,381,131,225,249,249,,1,e07e005297be7c47a68e84d882ea50ad0a3c9eef88e1176ce443abd43c72023c,25/06/2023 23:29:31,ESCANER
5983,"Chimaltenango",3,"Chimaltenango",1,630,380,3,10,55,9,18,20,34,2,23,10,4,12,9,3,2,12,2,6,4,1,239,21,2,262,0,262,0,380,118,239,262,262,,1,af512786342882a5c4c055cbbe74d0d0ba1ad0559b537fcb60de8476dbc46fe5,26/06/2023 01:43:25,ESCANER
5984,"Chimaltenango",3,"Chimaltenango",1,630,380,4,6,58,4,16,24,42,5,26,11,1,12,7,6,1,9,1,3,1,2,239,17,2,258,0,258,0,397,139,239,258,258,,1,8a84788d8f173a55408b7ba910052aa8fa898d1d317f9002c2e0f35c70601ff1,26/06/2023 01:30:25,ESCANER
5985,"Chimaltenango",3,"Chimaltenango",1,630,380,2,9,69,1,14,31,34,7,14,9,0,15,9,3,3,11,2,2,2,0,238,14,6,258,0,258,--,380,122,237,257,257,Sumas Asentadas sin cuadrar,1,5ec214cc30f3221a943b995cc1d0c1ad35615be4ac2fdf6f730f9fe286a32df8,26/06/2023 00:52:06,ESCANER
5986,"Chimaltenango",3,"Chimaltenango",1,630,380,3,9,58,8,21,24,41,0,15,8,4,13,13,1,2,17,4,3,1,0,228,19,2,249,1,258,--,381,110,245,266,267,Sumas Asentadas sin cuadrar,1,f4a9c2d70ffd013cc3d6a473e89e0b8b1028f91adb2fe48d1344815e21ecc023,26/06/2023 05:02:18,ESCANER
5987,"Chimaltenango",3,"Chimaltenango",1,630,380,2,8,53,4,24,23,35,7,30,16,6,3,4,5,3,8,1,3,2,0,237,18,2,257,0,257,--,380,123,237,257,257,Algún campo sin dato,1,c08e8c49d9b58a9b3ae0ec0863340addba695c688a73a6c9018ce9cab7139581,26/06/2023 00:22:04,ESCANER
5988,"Chimaltenango",3,"Chimaltenango",1,631,380,5,6,47,5,25,23,35,4,24,7,2,6,5,6,2,9,2,4,4,0,221,6,1,228,0,228,0,376,148,221,228,228,,1,df8272da8006dfb4886ebc385b43dfb41f28296a6c1f5a877e2db09854c6dfc9,26/06/2023 00:49:55,ESCANER
5989,"Chimaltenango",3,"Chimaltenango",1,631,380,1,7,51,8,11,13,41,7,19,12,0,9,1,8,2,16,5,7,3,3,224,23,1,248,0,248,0,380,132,224,248,248,,1,0df509c2b96c6f1ad445f171189b097b4d1127bab9e3e73697f1521fa4f9030a,26/06/2023 00:33:27,ESCANER
5990,"Chimaltenango",3,"Chimaltenango",1,631,380,1,11,44,3,15,24,44,2,21,4,3,9,7,4,1,15,2,5,3,1,219,12,2,233,0,233,--,378,145,219,233,233,Algún campo sin dato,1,21a43d3b55b904f9f2490f52f23fe4e803389d57b8e9ebf3651d3aa2b67757ef,25/06/2023 22:16:27,ESCANER
5991,"Chimaltenango",3,"Chimaltenango",1,631,380,2,10,52,4,12,15,41,9,19,9,2,9,9,4,3,12,4,10,5,0,231,20,3,254,0,254,--,380,130,231,254,254,Algún campo sin dato,1,3542a60bef210a68c83539b86b941097044ff17e140840eeded0dee4155b4069,26/06/2023 01:08:56,ESCANER
5992,"Chimaltenango",3,"Chimaltenango",1,631,380,4,8,53,1,17,22,40,4,22,10,--,9,6,9,2,11,4,3,4,1,230,16,0,246,0,246,0,380,134,230,246,246,Algún campo sin dato,1,667a26cb4769ff33753932a7079bbdcf30c97d68e2e9e5765aae8bc350ce8ad1,26/06/2023 01:46:56,ESCANER
5993,"Chimaltenango",3,"Chimaltenango",1,631,380,5,9,51,2,13,16,29,7,21,8,2,12,12,3,1,12,3,2,1,3,212,13,3,228,0,228,--,380,152,212,228,228,Algún campo sin dato,1,c28475afa8ea2a238cf43c0214da37204cb03dcab9e1b3c8c652f21c0e18e752,25/06/2023 23:54:19,ESCANER
5994,"Chimaltenango",3,"Chimaltenango",1,632,380,1,4,62,8,13,16,46,5,17,9,1,11,6,5,1,11,0,0,3,0,216,11,5,232,0,232,--,--,--,219,235,235,Sumas Asentadas sin cuadrar,1,8db2720d5d5b94c4fa174841ca71376c34bddd6bc93d8a61a9810f414dacf248,26/06/2023 02:38:08,ESCANER
5995,"Chimaltenango",3,"Chimaltenango",1,632,380,1,7,49,4,21,16,32,4,26,5,1,5,7,3,0,7,3,13,5,0,209,15,2,226,0,226,--,380,154,209,226,226,Algún campo sin dato,1,84b125e2a7be1fe606ac35e6bc96d0238b34d3871194bc647539d48793ac1f99,26/06/2023 00:58:56,ESCANER
5996,"Chimaltenango",3,"Chimaltenango",1,632,380,3,6,55,1,16,11,39,2,14,10,3,4,7,2,0,9,1,2,4,0,189,5,2,196,0,196,--,378,182,189,196,196,Algún campo sin dato,1,73b81f7c37799460666fa0c1999542e449a75b230b37a9cdfc6b3acecae5c731,25/06/2023 23:50:15,ESCANER
5997,"Chimaltenango",3,"Chimaltenango",1,632,380,1,7,37,3,26,20,39,4,17,8,0,6,16,2,1,4,2,6,5,1,205,3,0,208,0,208,0,380,172,205,208,208,,1,d6a0b340dd728549ce0ceb4ac0190383c233ce2390933ab23b7fb86d56a5cbc0,25/06/2023 23:17:58,ESCANER
5998,"Chimaltenango",3,"Chimaltenango",1,632,380,--,14,51,4,8,23,35,4,10,3,2,5,8,1,0,4,0,2,0,0,174,3,0,177,0,177,--,380,203,174,177,177,Algún campo sin dato,1,4ad65afa4de590c9834466d14a5d665eeead48af413e2d4475ec69636d532ac0,26/06/2023 00:36:04,ESCANER
5999,"Chimaltenango",3,"Chimaltenango",1,632,247,1,6,19,1,16,13,19,3,8,4,0,6,5,1,0,3,0,2,3,1,111,5,0,116,0,116,--,247,131,111,116,116,Algún campo sin dato,1,6fd62e2ae6aff0e99cd333ffed18e5c7bb4f4e0c4d94e2be7b2fdd91ded45f0e,25/06/2023 23:11:38,ESCANER
6000,"Chimaltenango",3,"Chimaltenango",1,632,247,--,4,24,2,6,11,23,2,11,1,3,2,3,2,--,1,1,1,1,--,98,2,2,102,--,102,--,247,145,98,102,102,Algún campo sin dato,1,4d9e1b0d6a917df9a7da65ff35dad026b1de2ff78aafe9870e335c461a2091e2,25/06/2023 21:13:27,ESCANER
6001,"Chimaltenango",3,"Chimaltenango",1,633,380,3,16,54,3,30,13,32,1,25,17,5,6,4,3,2,16,2,3,5,2,242,21,1,264,--,264,0,380,116,242,264,264,Algún campo sin dato,1,316ee99ac188f59ba7b75d0d69fd8d0dc0302914c5a821c54fe9d89726066934,26/06/2023 03:22:48,ESCANER
6002,"Chimaltenango",3,"Chimaltenango",1,633,192,0,4,29,3,10,6,21,0,11,9,2,3,9,1,2,8,0,3,5,1,127,8,2,137,0,137,--,192,55,127,137,137,Algún campo sin dato,1,ac62905c31ace2252df86b33822ac92b184204ddcd6d07f9c26617793c4733c6,26/06/2023 00:32:17,ESCANER
6003,"Chimaltenango",3,"Chimaltenango",1,633,191,0,9,28,0,9,7,25,0,13,9,1,5,14,1,1,8,0,0,1,0,131,3,0,134,0,134,--,191,57,131,134,134,Algún campo sin dato,1,683772e8869f7ad842b66e6cfcce868969704502c9208b4ae6aa1e4516df9711,26/06/2023 00:13:33,ESCANER
6004,"Chimaltenango",3,"Chimaltenango",1,634,380,9,19,33,5,26,2,48,8,30,10,1,3,5,3,4,10,6,1,5,4,232,15,1,248,0,248,0,380,248,232,248,248,,1,f4d982c2c8c959ee60835ca595f734e5e294bb2bab7f4005da78c67805017d12,26/06/2023 00:13:55,ESCANER
6005,"Chimaltenango",3,"Chimaltenango",1,634,380,11,15,31,5,31,5,46,6,21,23,0,1,4,3,5,8,4,3,5,1,228,27,3,258,--,--,0,--,--,228,258,258,Algún campo sin dato,1,601e33505490ede498f869eca27adbe3e4d141685597a37c3bcc5a347f08a129,26/06/2023 01:55:06,ESCANER
6006,"Chimaltenango",3,"Chimaltenango",1,634,380,15,2,43,6,29,2,42,10,26,27,0,2,3,6,2,6,3,2,2,1,229,27,4,260,0,260,--,380,108,229,260,260,Algún campo sin dato,1,3d9b8dfd7d0d087c96450ea034ef2503b7f630a48e0dc36672296f03908b5541,26/06/2023 04:45:26,ESCANER
6007,"Chimaltenango",3,"Chimaltenango",1,634,380,8,5,27,7,36,5,51,7,26,15,5,1,6,2,5,5,5,0,8,0,224,10,2,236,3,239,--,383,144,224,236,239,Algún campo sin dato,1,cdf5cee80fd4be9fcc36b694b316b54680f10e50be297ee8c8d245eebf477955,26/06/2023 02:37:45,ESCANER
6008,"Chimaltenango",3,"Chimaltenango",1,634,380,9,7,24,5,23,4,45,5,31,17,3,1,5,2,3,5,7,3,8,1,208,13,2,223,0,223,--,380,157,208,223,223,Algún campo sin dato,1,3f8d09cf2f31fd4b6469e0fa2a9aed62f7cf3876bc788415dd6c6472ecaf5573,25/06/2023 23:28:30,ESCANER
6009,"Chimaltenango",3,"Chimaltenango",1,634,380,10,19,31,4,33,6,43,3,16,22,3,4,8,2,1,5,3,0,3,2,218,18,1,237,0,237,0,380,143,218,237,237,,1,562babce71000336662555830fb4ef7cf165cb42364bef9a63aadb5711d514c3,26/06/2023 01:45:32,ESCANER
6010,"Chimaltenango",3,"Chimaltenango",1,634,380,10,12,36,3,25,7,55,3,26,16,4,3,7,2,6,10,5,2,5,1,238,11,4,253,0,253,0,380,127,238,253,253,,1,b5dd049c6cfaabb9eda70b419b06af40e3dc7e0c6e6f6b0e1bc31ee960770d9d,26/06/2023 00:35:32,ESCANER
6011,"Chimaltenango",3,"Chimaltenango",1,634,380,6,10,31,3,31,3,33,3,31,10,5,1,4,1,9,9,3,0,8,2,203,14,1,218,0,218,--,380,162,203,218,218,Algún campo sin dato,1,b93fff7b7f32a4eed02920ded2621f17b5742bd5889f9b029ff432282c0644fc,26/06/2023 01:32:34,ESCANER
6012,"Chimaltenango",3,"Chimaltenango",1,634,380,5,15,30,3,17,8,42,5,28,18,2,1,8,5,3,7,3,1,5,2,208,6,0,214,0,214,0,380,166,208,214,214,,1,710c78d98e9437f972f8059b92b4b4d730eaf13be33425306097e759ab4d9988,26/06/2023 01:22:28,ESCANER
6013,"Chimaltenango",3,"Chimaltenango",1,634,380,0,12,27,8,20,3,39,8,32,11,3,0,14,1,4,7,7,1,2,0,207,6,0,213,0,213,0,380,167,199,205,205,Sumas Asentadas sin cuadrar,1,a6a19c7bfe71647e1cf7bcdc6e0f77666ef5ffdb29f82de69287316c4541d688,26/06/2023 01:12:40,ESCANER
6014,"Chimaltenango",3,"Chimaltenango",1,634,230,3,7,19,0,14,2,16,2,17,14,0,2,4,2,7,6,1,0,0,2,118,5,0,123,107,230,0,230,107,118,123,230,,1,9011990844a030499e093b549c14f60d516f7debceb554d507e2997ff8bf173d,25/06/2023 22:22:21,ESCANER
6015,"Chimaltenango",3,"Chimaltenango",1,634,230,4,4,12,0,8,6,23,2,11,7,0,1,6,0,1,2,1,0,3,0,91,6,0,97,0,97,--,230,133,91,97,97,Algún campo sin dato,1,46314b3591ee35cfe068056a8739f4f1df794917bd10f07e686bfdd0bd617e05,25/06/2023 21:23:34,ESCANER
6016,"Chimaltenango",3,"Chimaltenango",1,635,380,1,2,41,2,27,6,41,1,16,15,3,4,6,3,2,24,2,3,3,0,202,23,5,230,0,230,0,380,150,202,230,230,,1,422f4011f9680a98db1e5b1fa3346b68db3a989de0a33a06bb59fc868541c7fa,25/06/2023 23:41:17,ESCANER
6017,"Chimaltenango",3,"Chimaltenango",1,635,343,0,7,37,1,18,5,36,1,11,22,0,6,8,2,1,30,1,1,3,2,192,12,9,213,0,213,0,343,130,192,213,213,,1,989de806ce3d494186517d2b61409730ebe14511c303e5b79a3fa63522ca75e5,26/06/2023 00:28:37,ESCANER
6018,"Chimaltenango",3,"Chimaltenango",1,635,343,0,1,44,1,24,8,29,2,10,18,1,1,7,0,1,8,1,2,3,2,163,8,1,172,0,172,--,343,171,163,172,172,Algún campo sin dato,1,e304c21110df9514b970d11e5112027ed459b0299d12650df194444e2e6ff1e0,25/06/2023 23:53:24,ESCANER
6019,"Chimaltenango",3,"Chimaltenango",1,636,380,1,46,55,1,1,12,43,34,14,34,4,1,2,0,4,16,2,4,2,0,276,23,1,300,0,300,0,380,80,276,300,300,,1,8a9a4000203e12dd3772b6c2c3d2a54a6f1274e39c7a6536bfc277a361c77e15,25/06/2023 23:55:42,ESCANER
6020,"Chimaltenango",3,"Chimaltenango",1,636,380,3,53,53,0,3,4,30,27,14,41,1,0,1,4,5,7,1,2,1,2,252,15,8,275,0,275,0,380,105,252,275,275,,1,43b1e148875d0e7ba4e6b4e6fad565d78d1b0416a9bb2c0c80b1ca39d51914c3,25/06/2023 23:45:51,ESCANER
6021,"Chimaltenango",3,"Chimaltenango",1,636,268,3,31,35,1,0,4,17,21,4,36,3,1,1,0,3,11,0,5,0,1,177,18,5,200,0,200,--,268,68,177,200,200,Algún campo sin dato,1,9e5a6efd25930d0290998482c559ac6d6f04b1d428d43a68bb6f621a6921ca49,26/06/2023 02:18:51,ESCANER
6022,"Chimaltenango",3,"Chimaltenango",1,636,267,2,22,44,1,1,3,19,17,10,19,0,0,4,1,1,5,0,0,1,1,151,4,2,157,0,157,0,267,110,151,157,157,,1,a7958dcfb8ab126eb5b5de92b6920be8709fb706d418dec6c91091789664ece7,25/06/2023 23:25:29,ESCANER
6023,"Chimaltenango",3,"Chimaltenango",1,637,375,1,1,34,0,3,8,69,39,6,53,2,2,4,1,0,7,2,6,2,1,241,11,4,256,0,256,--,375,119,241,256,256,Algún campo sin dato,1,687cfdee911137563996a0a03a23decb15bc0fd561c43854b65406b618ea8d1e,26/06/2023 01:54:03,ESCANER
6024,"Chimaltenango",3,"Chimaltenango",1,637,374,3,0,12,0,2,12,72,20,8,59,1,0,2,0,0,7,2,2,1,0,203,9,0,212,--,--,--,371,159,203,212,212,Algún campo sin dato,1,142c415f52cfd148f512eb7170abfb4ea22d0c84bc2d9cb285363319fe6a3923,25/06/2023 23:20:19,ESCANER
6025,"Chimaltenango",3,"Chimaltenango",1,638,380,1,10,26,0,4,7,122,50,6,14,1,2,4,2,0,7,4,0,2,0,264,10,12,286,0,286,--,380,94,262,284,284,Sumas Asentadas sin cuadrar,1,ab6f8c499f46a558ccdb2f1c897e55044184733a24454f191a419c2723b13462,26/06/2023 03:50:49,ESCANER
6026,"Chimaltenango",3,"Chimaltenango",1,638,380,1,21,26,0,5,3,112,47,5,15,1,2,4,1,0,11,5,1,1,1,262,15,2,279,0,279,0,380,101,262,279,279,,1,fb4c1f39931528d60f448c147b57a5863712906f9c83cffcb0fb8de18f9729d5,26/06/2023 02:08:57,ESCANER
6027,"Chimaltenango",3,"Chimaltenango",1,638,380,1,22,22,1,5,3,115,27,18,11,1,2,1,0,2,2,2,1,4,--,240,3,3,246,5,251,--,376,125,240,246,251,Algún campo sin dato,1,9935f6b4fdcfb8695c1eb33cceb709f37179983d06a8f0ecbb8a6e70bf1a9650,26/06/2023 03:10:34,ESCANER
6028,"Chimaltenango",3,"Chimaltenango",1,638,380,1,11,34,3,10,5,118,26,12,17,1,1,0,1,1,8,2,0,3,1,255,18,7,280,0,280,0,380,100,255,280,280,,1,f80a540cd87debf3fc673c05dc3abd0d5f67435a8a6bed5d1fdaae6f284618c9,26/06/2023 01:01:24,ESCANER
6029,"Chimaltenango",3,"Chimaltenango",1,638,380,1,13,21,3,8,9,94,40,5,14,1,0,3,0,1,2,1,1,3,1,221,7,4,232,0,232,--,377,145,221,232,232,Algún campo sin dato,1,4f123677901bbf474fa3a79701fc01cc595665bf9a4c86b97d179642d3d27053,26/06/2023 00:22:12,ESCANER
6030,"Chimaltenango",3,"Chimaltenango",1,638,194,1,8,17,0,0,3,40,25,10,6,0,0,1,0,1,1,1,1,4,0,119,3,0,122,0,122,--,194,72,119,122,122,Algún campo sin dato,1,035625854c05bba8150d6c19fee03bfc78975b45cb725741b2c9f300a1c57ed8,25/06/2023 23:44:30,ESCANER
