TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
115,114,99.1304,113,98.2608,1,40227,17509,43.5254

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,MLP,ELEFANTE,WINAQ,CABAL,UNIONISTA,VIVA,VAMOS,CREO,SEMILLA,PODEMOS,UNE,PPN,UR,VOS,TODOS,AZUL,VALOR,BIEN,PIN,P A N,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
13680,"San Marcos",12,"Tacaná",7,1895,279,0,0,12,2,1,7,2,25,6,2,2,1,0,1,6,0,0,0,0,0,67,5,2,74,0,74,0,279,205,67,74,74,,1,6e80b4fa6e644e22e2bc086bb5bece4861a757e969a33e9f10e53a7da29318ea,26/06/2023 04:41:32,ESCANER
13681,"San Marcos",12,"Tacaná",7,1896,380,2,8,0,25,0,4,7,12,2,1,17,6,1,1,9,2,0,8,3,2,110,23,12,145,0,145,--,380,235,110,145,145,Algún campo sin dato,1,849229f4991eab1acd289b1ecb9002642316ecc8733a22b640c88789d3c46b45,25/06/2023 23:47:25,ESCANER
13682,"San Marcos",12,"Tacaná",7,1896,380,3,18,3,20,0,6,25,10,4,0,22,5,1,4,6,0,0,7,5,1,140,24,12,176,0,--,--,380,201,140,176,176,Algún campo sin dato,1,ce77f9138071af7a0b3de1a63e24ff6f6565c49fff6f26b6206dcc783b151095,26/06/2023 04:39:06,ESCANER
13683,"San Marcos",12,"Tacaná",7,1896,380,1,13,3,19,0,7,17,18,3,0,17,10,2,2,13,1,0,8,2,1,154,23,7,184,0,184,0,384,195,137,167,167,Sumas Asentadas sin cuadrar,1,87bce132ee575e92a2b390d67d83c0dfdc780163fe8080da311a8752ffce4c79,26/06/2023 03:53:26,ESCANER
13684,"San Marcos",12,"Tacaná",7,1896,380,2,10,0,21,1,5,7,15,5,0,4,9,0,1,9,1,0,6,1,4,101,20,10,131,0,131,380,249,--,101,131,131,Algún campo sin dato,1,0967867614fd8727ac4cbffcb2c7adeecea79829f0f5a6061dd22ad6a278e3db,26/06/2023 04:25:25,ESCANER
13685,"San Marcos",12,"Tacaná",7,1896,348,3,13,1,14,0,3,7,2,2,0,9,5,0,2,3,1,0,7,3,0,75,11,9,95,0,95,--,345,250,75,95,95,Algún campo sin dato,1,d8c038c41937ac1605c421d1e145fcc37512af598e76c17b7ca495fe39482474,26/06/2023 01:27:52,ESCANER
13686,"San Marcos",12,"Tacaná",7,1896,347,2,8,3,15,0,7,15,5,4,0,5,6,0,1,1,0,0,8,4,0,84,7,3,94,0,94,--,347,253,84,94,94,Algún campo sin dato,1,3fc7f76c07952a36d8a7313a8c5eb3e0797917ac2dac04326ec1fa481663aad0,25/06/2023 23:12:42,ESCANER
13687,"San Marcos",12,"Tacaná",7,1897,380,0,2,2,40,4,8,15,8,0,6,19,3,10,1,6,1,2,5,2,3,137,17,16,170,0,170,--,380,210,137,170,170,Algún campo sin dato,1,698cae99e0e6707b71efc5e3ddf256634f7d8881d6df713fd83e787ee1e62c78,25/06/2023 23:49:14,ESCANER
13688,"San Marcos",12,"Tacaná",7,1897,380,0,1,1,39,2,10,17,12,0,8,20,3,8,0,14,3,0,13,0,4,155,12,10,177,0,177,--,380,203,155,177,177,Algún campo sin dato,1,06157e4d3ff659ddd5aedb00cd12a66cea5f4757247b7d2cc3d0352d1b1363fc,25/06/2023 23:14:50,ESCANER
13689,"San Marcos",12,"Tacaná",7,1897,380,1,1,5,24,4,9,30,3,0,0,22,5,4,0,7,3,4,9,2,3,136,6,11,153,0,153,--,380,227,136,153,153,Algún campo sin dato,1,d16fd8dbd63f2c4ed5a97812d5c1b81eb945ae0495be6af2826cf1026ee3bc47,25/06/2023 23:45:13,ESCANER
13690,"San Marcos",12,"Tacaná",7,1897,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,66667e2413629127a7d3b9d6153067f033855f3a4b7c2fa0e662e2b7687b6ab1,25/06/2023 23:11:45,ESCANER
13691,"San Marcos",12,"Tacaná",7,1897,380,1,1,1,24,3,7,22,12,6,3,25,0,10,4,8,1,2,3,1,5,139,10,7,156,0,156,--,380,224,139,156,156,Algún campo sin dato,1,deab7c3fc92a4e094ae4971b35f7b41cd29822d4c9e748ec700861220f609c73,25/06/2023 23:55:55,ESCANER
13692,"San Marcos",12,"Tacaná",7,1897,364,0,1,1,33,1,12,18,2,1,1,13,2,4,0,17,0,1,4,2,1,114,2,6,122,0,122,--,364,242,114,122,122,Algún campo sin dato,1,ff29ef239954740b369e8685f8a952ce488e279216e2e7a2779cb337abea1c55,25/06/2023 22:27:33,ESCANER
13693,"San Marcos",12,"Tacaná",7,1897,363,0,4,0,22,4,7,8,3,2,3,12,3,6,0,8,1,1,3,3,3,93,5,5,103,257,360,--,360,257,93,103,360,Algún campo sin dato,1,06c149d3a0eec258ecbd701180d7d13b7a3fba1ca218e0af90c37f20440e3a38,25/06/2023 23:29:05,ESCANER
13694,"San Marcos",12,"Tacaná",7,1898,380,0,1,6,24,0,1,21,35,0,18,3,1,3,0,2,2,0,10,0,3,127,5,9,141,0,141,0,380,239,130,144,144,Sumas Asentadas sin cuadrar,1,c50723b50b23277bfc8f3d0355ab892ec0b1f71358838c8ee1538c1ea73f2435,26/06/2023 05:20:31,ESCANER
13695,"San Marcos",12,"Tacaná",7,1898,380,0,6,20,20,1,3,19,31,2,0,18,11,1,1,2,3,0,7,0,4,149,4,9,162,0,162,--,380,218,149,162,162,Algún campo sin dato,1,0e3ad70dbf7c696cf019b4037aee41134cb30e678da342f7419299afc37d0c28,26/06/2023 00:31:42,ESCANER
13696,"San Marcos",12,"Tacaná",7,1898,380,3,3,2,19,0,4,20,27,1,0,13,3,0,0,2,2,0,11,0,7,117,7,7,131,0,131,--,380,249,117,131,131,Algún campo sin dato,1,0b1dccb755e490d4f38de9c5120932b916e678e983ae0db2f9f375e0f5f7173b,26/06/2023 05:00:07,ESCANER
13697,"San Marcos",12,"Tacaná",7,1898,215,0,1,1,10,0,0,11,13,2,0,6,1,0,1,3,2,0,3,0,1,55,6,2,63,0,63,--,215,152,55,63,63,Algún campo sin dato,1,46944d4dd0d1d5eb1732de3262b40be409d6a96f363d52f32e32471b168e7ec9,26/06/2023 00:48:42,ESCANER
13698,"San Marcos",12,"Tacaná",7,1898,215,0,1,6,11,0,1,12,8,3,0,6,2,0,0,2,0,0,1,0,2,55,1,3,59,0,59,--,215,156,55,59,59,Algún campo sin dato,1,e35c48b6a3b8881983cd78cc7d53c1e54683e4a2fd8b1417cfe018445ca5bf4b,25/06/2023 23:16:18,ESCANER
13699,"San Marcos",12,"Tacaná",7,1899,374,0,5,2,28,3,15,19,12,12,5,5,32,2,0,5,0,0,6,0,4,155,3,9,167,0,167,--,374,207,155,167,167,Algún campo sin dato,1,3fa17233fde4ba8cf166174811bd64a074a0e6d51024f9f3b1a7778b3575da78,25/06/2023 23:49:44,MOVIL
13700,"San Marcos",12,"Tacaná",7,1899,373,0,0,1,23,1,9,15,8,13,0,6,13,2,0,2,0,1,2,0,4,100,5,4,109,0,109,0,373,264,100,109,109,,1,bb840ac64bf6d0def02d81c25d639256843da634b2e22dcd91f9c1efc70fdf6e,25/06/2023 22:54:55,MOVIL
13701,"San Marcos",12,"Tacaná",7,1900,380,0,1,0,58,2,6,62,1,6,0,10,0,2,1,10,3,0,2,0,2,166,18,9,193,0,193,--,380,187,166,193,193,Algún campo sin dato,1,d44a2ca9625749313c1e0b3c9c816fd8fca7705ddce737f3c6715c3254ccbc1f,25/06/2023 21:52:38,ESCANER
13702,"San Marcos",12,"Tacaná",7,1900,380,1,11,1,49,1,19,51,7,3,0,8,1,0,0,8,0,0,5,0,8,173,14,9,196,0,196,--,380,184,173,196,196,Algún campo sin dato,1,f8113600f262977bb39c9a40fd70a566dfa3cbdc4aa7b480c328a845560bf903,26/06/2023 00:09:54,ESCANER
13703,"San Marcos",12,"Tacaná",7,1900,380,0,8,0,39,0,8,43,1,1,0,6,0,1,0,13,3,0,2,0,3,128,8,11,147,0,147,--,380,233,128,147,147,Algún campo sin dato,1,1b644c5b0a8c428a0576ef9ffb076a29cf0d629991d32f411b00b5b8a11ef05c,25/06/2023 23:12:26,ESCANER
13704,"San Marcos",12,"Tacaná",7,1900,267,0,5,0,26,0,3,29,2,2,0,1,0,0,0,9,1,0,4,0,1,83,4,2,89,0,89,--,267,178,83,89,89,Algún campo sin dato,1,698311dc4cab0a346412a63fcddbf92a0fc617497ca1268d5347475340cb7694,26/06/2023 00:02:17,ESCANER
13705,"San Marcos",12,"Tacaná",7,1900,267,0,3,0,29,1,4,26,2,1,0,5,0,0,0,10,0,0,1,0,2,84,3,6,93,0,93,--,267,174,84,93,93,Algún campo sin dato,1,bce841345dfc418f071e0f199e6c324986b8b766adce1eb999b482e61ef6bb08,25/06/2023 21:41:46,ESCANER
13706,"San Marcos",12,"Tacaná",7,1901,380,1,5,8,23,4,0,49,34,0,1,30,5,0,0,9,6,4,1,0,1,183,22,0,183,0,205,--,380,175,181,203,203,Sumas Asentadas sin cuadrar,1,02ba5e71414666fa9b238a8a33b6d51de445edf67a4443105d8402897dce016b,25/06/2023 22:39:41,ESCANER
13707,"San Marcos",12,"Tacaná",7,1901,380,0,5,3,40,1,2,28,25,1,0,24,3,1,0,10,0,0,1,0,1,145,13,7,165,0,165,--,380,215,145,165,165,Algún campo sin dato,1,f8b3ba28ea359599683845aa577d4c41c358ab4b838075132128c3dabb303fed,26/06/2023 00:26:09,ESCANER
13708,"San Marcos",12,"Tacaná",7,1901,262,0,1,9,22,0,1,35,19,0,0,3,1,0,0,7,1,0,3,0,0,102,6,11,119,0,119,--,262,143,102,119,119,Algún campo sin dato,1,309670291533312fb497a7a832a60ff70f137b10c2b0f1bac6d7e5b5b7adfaf3,25/06/2023 21:37:42,ESCANER
13709,"San Marcos",12,"Tacaná",7,1901,261,0,1,6,15,0,1,29,16,0,2,9,0,0,1,10,0,1,1,0,1,93,2,7,102,0,102,0,261,159,93,102,102,,1,41ca3420080ef3126fa44ebe393a5b41b6abda7ae1d1b4aef94d80e68473782b,26/06/2023 01:31:57,ESCANER
13710,"San Marcos",12,"Tacaná",7,1902,380,2,6,2,27,3,13,71,28,0,0,12,10,0,1,6,4,0,8,2,7,202,22,11,235,0,235,--,380,145,202,235,235,Algún campo sin dato,1,bea4374611bd90b2b6c562f2619fa2178fcf91a2a1387b73a838419bd13d8e40,26/06/2023 01:54:48,ESCANER
13711,"San Marcos",12,"Tacaná",7,1902,380,3,6,1,35,3,2,63,35,3,1,20,9,2,0,3,1,0,4,1,4,196,24,11,231,0,231,--,380,149,196,231,231,Algún campo sin dato,1,9ca9f016efa5088162f6715b147a237bd5cbf48dc45ceec0b604552887601c30,25/06/2023 22:44:41,ESCANER
13712,"San Marcos",12,"Tacaná",7,1902,380,3,4,1,27,0,4,60,9,3,1,6,20,1,0,2,0,0,1,1,3,146,5,4,155,0,155,--,380,255,146,155,155,Algún campo sin dato,1,39d1c047b09ab71ae80be19cb956f3de3b4c3f8a39d471993180891dc680ac56,25/06/2023 21:59:07,ESCANER
13713,"San Marcos",12,"Tacaná",7,1902,194,0,2,0,14,0,3,30,4,2,0,4,4,0,0,6,0,0,3,1,1,74,2,2,78,0,78,--,194,116,74,78,78,Algún campo sin dato,1,e1e90c91d14f0418296ef2b1c8977ce2989c04c531daab24b70d6574edb9209d,25/06/2023 22:36:12,ESCANER
13714,"San Marcos",12,"Tacaná",7,1902,193,2,3,0,16,6,4,29,6,0,0,4,2,0,0,4,0,0,0,1,1,72,1,1,74,0,74,--,193,119,78,80,80,Sumas Asentadas sin cuadrar,1,b9a55306e976fe35f01ab4c1173209dca7a14bcd41e1035efb4d2d9979f4fe77,25/06/2023 21:57:28,ESCANER
13715,"San Marcos",12,"Tacaná",7,1903,380,0,3,3,59,2,2,18,6,4,2,15,8,2,1,4,1,0,37,0,5,172,13,6,191,0,191,--,380,189,172,191,191,Algún campo sin dato,1,0b5c4815e91628b03b4f530b950cd22ef21eeb39b6657b578a865b734b395fb4,26/06/2023 00:33:25,ESCANER
13716,"San Marcos",12,"Tacaná",7,1903,380,1,9,2,70,0,1,25,9,7,2,7,1,1,1,3,1,0,17,0,2,159,3,4,166,0,166,--,0,214,159,166,166,Algún campo sin dato,1,ec982b4309ad97da917202c9f707d1d7ca1ab8b85fa6b99db66b8ae5120c3d58,26/06/2023 01:17:09,ESCANER
13717,"San Marcos",12,"Tacaná",7,1903,215,0,8,1,27,3,0,9,4,4,0,5,3,0,2,3,1,0,11,0,0,81,5,4,90,0,90,--,215,125,81,90,90,Algún campo sin dato,1,43f3780da5baca0cc141e989667d843d24121bc384e507d8f138001116ed090f,25/06/2023 22:44:02,ESCANER
13718,"San Marcos",12,"Tacaná",7,1903,214,0,2,1,19,1,2,10,3,1,0,1,3,1,0,2,2,1,8,0,0,57,2,3,62,0,62,0,214,152,57,62,62,,1,3f65447087ffe65138b6bd19933171b0e2e7b0fb3f06cacdda10587a4c73a020,25/06/2023 22:53:03,ESCANER
13719,"San Marcos",12,"Tacaná",7,1904,380,9,8,1,45,1,0,19,58,1,3,9,4,1,0,3,6,1,4,0,1,174,13,8,195,0,195,0,380,185,174,195,195,,1,0ca2b6b9d45195c337fb179aeb583949d7845ebb2bde6ff9eca7024c69989079,25/06/2023 23:47:50,ESCANER
13720,"San Marcos",12,"Tacaná",7,1904,380,2,6,2,36,2,2,15,89,5,2,5,9,0,2,3,5,1,8,0,2,196,7,6,209,0,209,--,380,171,196,209,209,Algún campo sin dato,1,152ab786021b55dd590d23ad094369431f872ef1a039e8faef5af4f295c12dd2,26/06/2023 00:02:23,ESCANER
13721,"San Marcos",12,"Tacaná",7,1904,276,1,0,1,36,1,1,13,31,0,1,5,3,1,1,7,1,0,4,0,4,111,3,5,119,0,119,--,276,157,111,119,119,Algún campo sin dato,1,ab5a76d8fcbc79c6d22791bb11ff27a431e3abcbb8053d99f811dcc75cb47584,25/06/2023 22:03:47,ESCANER
13722,"San Marcos",12,"Tacaná",7,1904,276,0,1,0,37,0,0,13,32,2,2,2,2,0,0,6,1,0,2,0,2,102,1,1,104,0,104,--,276,172,102,104,104,Algún campo sin dato,1,ceabc2a1e681339e461085a5eceb1a0ea957c3382f9966365372a97c2cdc6c44,26/06/2023 00:27:37,ESCANER
13723,"San Marcos",12,"Tacaná",7,1905,380,2,10,5,29,1,12,8,43,5,0,7,1,1,3,7,1,4,3,0,5,147,20,13,180,0,180,--,380,200,147,180,180,Algún campo sin dato,1,c585c6b2a55f5a21bd3b4780a568527b86815b20684a9f2913e12376a26f1b61,26/06/2023 01:11:40,ESCANER
13724,"San Marcos",12,"Tacaná",7,1905,380,0,14,5,20,0,5,10,38,3,1,4,3,1,6,12,4,2,1,1,0,130,17,6,153,0,153,--,380,227,130,153,153,Algún campo sin dato,1,3e1c7984400daacaa5b8a465a7f8f66a08f1b8051c1628482fede79eff7389ac,26/06/2023 01:13:01,ESCANER
13725,"San Marcos",12,"Tacaná",7,1905,296,2,6,5,10,3,2,7,20,1,0,4,3,0,4,7,4,1,1,0,1,81,7,4,92,0,92,--,296,204,81,92,92,Algún campo sin dato,1,e58aadc32a5ac5d05569e5f25408cbe860694286d419c1b48f67a617e0f062f0,25/06/2023 23:49:06,ESCANER
13726,"San Marcos",12,"Tacaná",7,1905,295,1,6,3,12,0,2,1,20,2,1,3,1,0,2,10,0,0,2,2,0,68,2,3,73,0,73,--,295,222,68,73,73,Algún campo sin dato,1,ba8b34d1f3ed960e88c7e24989e06adeee0f7299efbc8d4e94fc5ec6d3371ed4,25/06/2023 22:47:33,ESCANER
13727,"San Marcos",12,"Tacaná",7,1906,600,0,5,2,18,5,0,16,6,0,3,7,3,2,5,8,2,2,3,2,2,91,6,6,103,0,103,--,600,497,91,103,103,Algún campo sin dato,1,9244428d6b4624cd18d44ec7e03e922fc5adbc99194d67c2b666c571fe4f76dd,25/06/2023 22:34:48,ESCANER
13728,"San Marcos",12,"Tacaná",7,1906,469,2,3,2,9,0,1,16,4,3,0,7,2,3,2,6,0,0,3,0,2,65,7,2,74,0,74,--,469,395,65,74,74,Algún campo sin dato,1,91e366857c503433a26b1ca29b38e6c70f53960c8791f97ccbdeee95aef1666f,25/06/2023 21:59:43,ESCANER
13729,"San Marcos",12,"Tacaná",7,1906,468,--,3,--,4,--,2,5,1,--,1,3,1,1,--,2,1,--,4,--,1,29,2,1,32,0,32,--,468,436,29,32,32,Algún campo sin dato,1,ed4aeadb68d139072f804103e1505d85062004b190fc234f29a80aa1f9163a5c,25/06/2023 20:19:56,ESCANER
