TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
211,211,100.0000,207,98.1042,4,84334,47654,56.5062

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,TODOS,VALOR,UNE,AZUL,MLP,CAMBIO,WINAQ,PODEMOS,UR,VAMOS,TCB,BIEN,VICTORIA,PPN,PR,U R N G - MAIZ,VOS,VIVA,MI FAMILIA,SEMILLA,ELEFANTE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
7304,"Escuintla",5,"Escuintla",1,814,400,10,2,15,41,6,1,4,0,9,6,39,4,5,47,5,0,1,3,11,0,5,5,219,8,0,227,0,227,--,399,172,219,227,227,Algún campo sin dato,1,c2e0e32d02da260c3e70afd4308b4a86399f2b81cf6fcbe7285a8edc77ac3e72,26/06/2023 00:23:39,ESCANER
7305,"Escuintla",5,"Escuintla",1,814,400,8,8,14,53,3,2,0,1,14,3,34,3,2,45,3,0,1,3,3,1,6,2,209,25,4,238,0,238,--,400,162,209,238,238,Algún campo sin dato,1,65aaba5f698b51d397d07df7f4bdb0cef5f447b02e3e0cc6207efeca74de3da8,26/06/2023 00:34:35,ESCANER
7306,"Escuintla",5,"Escuintla",1,814,400,8,5,19,37,5,2,0,0,12,1,26,0,5,51,6,1,0,4,5,2,14,3,206,9,1,216,0,216,0,400,184,206,216,216,,1,7e540b89fe8aed6b9b079fc5765bd4a428c918c42f438fa2c4e1e19f184a97e0,26/06/2023 02:41:31,ESCANER
7307,"Escuintla",5,"Escuintla",1,814,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,2db3a8559686ec8905f04444ba14df2a8beec618651df07b16711d01b958b539,26/06/2023 03:45:30,ESCANER
7308,"Escuintla",5,"Escuintla",1,814,400,8,4,18,31,4,1,1,0,13,0,39,3,3,51,2,0,0,1,5,1,10,1,196,11,0,207,0,207,0,400,193,196,207,207,,1,615f992a494591f8cc28c4c21b37781413be02faaf38df9c46cfcd55744e8363,26/06/2023 00:59:40,ESCANER
7309,"Escuintla",5,"Escuintla",1,814,400,4,4,9,34,2,3,0,1,16,0,31,4,2,66,2,2,3,8,4,0,21,1,217,6,0,223,0,223,0,397,174,217,223,223,,1,e4e75a4f9499f361d2728a40422f7ad49e5514bd850665fea720125add354647,26/06/2023 02:56:33,ESCANER
7310,"Escuintla",5,"Escuintla",1,814,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,09e86a700b903322ad29723f8de7a3fbb2a98144b0ab1d15783b02ca1761c54b,26/06/2023 01:58:28,ESCANER
7311,"Escuintla",5,"Escuintla",1,814,400,6,4,11,27,4,4,0,1,10,3,20,5,3,39,3,1,1,4,3,0,16,4,169,19,0,188,0,188,--,--,--,169,188,188,Algún campo sin dato,1,5917296e210d97369b1417e7bfc0a943edf4a49d6dbf534db72e7da5b495d611,25/06/2023 23:22:58,ESCANER
7312,"Escuintla",5,"Escuintla",1,814,400,4,4,14,24,4,1,1,2,14,2,42,1,3,38,4,0,1,9,6,0,11,3,188,8,1,197,0,197,0,400,203,188,197,197,,1,8b68c7e029f30a9af0b9820a021e4946f0a4af09d3fda028b6e346914540fbb4,26/06/2023 00:30:15,ESCANER
7313,"Escuintla",5,"Escuintla",1,814,380,5,3,7,30,2,1,3,0,11,2,30,3,4,37,4,3,0,2,8,0,8,6,169,19,2,190,0,190,--,377,187,169,190,190,Algún campo sin dato,1,467fc24af5dba39ec31248fa59f6a17647697c5e4e53066ed1654ad7f3b6e6be,26/06/2023 05:20:45,ESCANER
7314,"Escuintla",5,"Escuintla",1,814,379,8,1,11,28,1,1,0,0,3,0,19,3,2,21,2,1,0,1,2,0,0,1,108,7,5,120,0,120,0,376,256,105,117,117,Sumas Asentadas sin cuadrar,1,fc288eb7dca264b76f6059b1ff5c38c0f11ed2289fa3e819351f14cd81227bf1,26/06/2023 03:05:17,ESCANER
7315,"Escuintla",5,"Escuintla",1,815,380,7,2,5,46,5,0,1,1,6,0,19,0,0,20,2,0,6,12,9,0,3,6,150,31,12,193,0,193,--,380,127,150,193,193,Algún campo sin dato,1,e5dfde6efc97ecb04639ee683c87d7210ed9a49708c29f1343c98a52df509159,26/06/2023 00:20:17,ESCANER
7316,"Escuintla",5,"Escuintla",1,815,380,6,4,9,38,2,0,1,2,16,0,22,0,0,27,1,0,3,12,9,0,1,3,156,29,0,185,0,185,0,378,192,156,185,185,,1,5bd0d7befbf05cafa20320ac59a267baa55d87d7cc0da3613b7b0ec4a0265e47,26/06/2023 00:30:27,ESCANER
7317,"Escuintla",5,"Escuintla",1,815,380,5,1,11,44,7,0,1,2,16,2,26,0,2,25,3,0,4,9,7,0,5,3,173,43,3,219,0,219,--,381,162,173,219,219,Algún campo sin dato,1,dbbd02d5ff1fc22e13784a8329267b83aded3fd0fcf5f9b1ce786b341f0e1746,25/06/2023 23:43:19,ESCANER
7318,"Escuintla",5,"Escuintla",1,815,380,8,4,9,44,4,2,0,1,13,1,26,0,0,20,0,0,4,5,7,0,0,5,153,33,7,193,0,193,0,376,183,153,193,193,,1,1505e0c123a77e7fb64e42a2a3d082588784885c0d49d42fbd54962adc360581,26/06/2023 01:06:35,ESCANER
7319,"Escuintla",5,"Escuintla",1,816,380,2,6,8,49,5,0,0,0,6,1,9,2,1,15,1,0,2,5,5,0,4,3,124,57,7,188,1,189,0,380,185,124,188,189,,1,6fef56680b861bbadfb5dbc2ef57d15fc3d5302a341aee6184152d7a1d9fa621,26/06/2023 02:53:51,ESCANER
7320,"Escuintla",5,"Escuintla",1,816,193,2,1,12,18,4,1,2,1,5,0,10,4,1,6,0,0,3,4,4,0,4,0,49,20,3,72,0,72,--,193,91,82,105,105,Sumas Asentadas sin cuadrar,1,a955e50540af52fa4ded4eee959793432035fc681806cfc7764e8799b64a8ddc,26/06/2023 00:17:28,ESCANER
7321,"Escuintla",5,"Escuintla",1,816,192,3,0,7,17,2,0,0,1,4,0,8,0,1,10,0,0,0,5,0,0,2,2,62,19,1,82,0,82,--,192,110,62,82,82,Algún campo sin dato,1,a54c9b5f7f02164972d2bb8b4b5ed842611089319d9c5ebab90a1592c90eb292,25/06/2023 22:00:21,ESCANER
7322,"Escuintla",5,"Escuintla",1,817,380,11,5,28,33,2,0,0,0,5,0,79,0,5,29,1,0,1,3,3,0,0,0,205,33,15,253,0,253,--,380,127,205,253,253,Algún campo sin dato,1,7b530dca816205c4b2e3b3a15db92cb588de7fe1fe2f5a153bcea07e4d0a717d,26/06/2023 02:46:43,ESCANER
7323,"Escuintla",5,"Escuintla",1,817,380,10,6,27,41,3,0,0,0,6,0,72,0,1,35,3,0,1,1,4,0,1,1,212,36,7,255,0,255,0,380,125,212,255,255,,1,0bf5a4bb46a7a49ba66f83a34b652257161c062d0698bc5f8757e4b9651ac80d,26/06/2023 01:43:38,ESCANER
7324,"Escuintla",5,"Escuintla",1,817,360,12,3,24,36,2,0,0,0,6,0,71,0,1,40,0,0,1,2,1,0,0,0,199,28,10,237,0,237,0,260,120,199,237,237,,1,1cca468a59716733d54681fb54ce8b57222a64f856e10726e46ec7aca48cb2ed,25/06/2023 22:38:49,ESCANER
7325,"Escuintla",5,"Escuintla",1,817,360,11,1,18,25,3,0,0,0,8,0,65,0,2,43,2,0,0,1,1,0,3,0,183,19,5,207,0,207,0,360,153,183,207,207,,1,e91a19fc866a272eb840fd7600e39e661d3115f331e6ded8c8a134a7bb9a0dee,25/06/2023 22:26:06,ESCANER
7326,"Escuintla",5,"Escuintla",1,818,380,14,1,21,23,1,0,0,0,4,1,38,1,4,59,2,1,2,9,4,0,0,0,164,27,6,218,0,218,0,380,162,185,218,218,Sumas Asentadas sin cuadrar,1,70f0cb0638e1b080f2af547554c0a58450046b9352dd7d2bc89a7ecb682a365f,26/06/2023 02:02:11,ESCANER
7327,"Escuintla",5,"Escuintla",1,818,380,10,2,33,26,2,1,0,0,1,0,64,0,2,54,1,1,1,10,5,0,0,0,213,26,8,0,0,247,--,--,--,213,247,247,Algún campo sin dato,1,7a17695b0c3b58473921d9e98859992f7a8a86a4e0323b986ff02b8bfdf84e2a,26/06/2023 01:42:15,ESCANER
7328,"Escuintla",5,"Escuintla",1,818,380,9,3,30,23,1,1,1,1,5,1,46,0,2,53,0,0,3,13,5,0,2,2,201,20,12,233,0,233,--,380,147,201,233,233,Algún campo sin dato,1,1aa8923fa4c7d6fe3240c1e6eaea1e877d76e39b9d60568c0ee5e9f3a92dc0b3,26/06/2023 01:12:07,ESCANER
7329,"Escuintla",5,"Escuintla",1,818,380,14,2,37,21,2,1,0,0,3,1,58,1,0,56,0,0,0,8,7,0,4,1,216,29,13,258,0,258,--,380,122,216,258,258,Algún campo sin dato,1,e457d49cb453c6ebb2f8fa94fdbf1f98d498e72844be1be584200ffdda4c6bef,26/06/2023 02:09:17,ESCANER
7330,"Escuintla",5,"Escuintla",1,818,380,10,0,27,21,2,0,1,0,2,1,44,0,4,65,1,1,0,7,1,1,2,1,191,13,9,213,0,213,--,380,167,191,213,213,Algún campo sin dato,1,6a1fc0525216300172da5a4078e64c492da5500d8ee8359177aacd435fb9ea6c,26/06/2023 00:41:49,ESCANER
7331,"Escuintla",5,"Escuintla",1,818,380,13,2,26,20,4,0,0,1,3,1,50,0,1,58,1,0,0,9,5,0,3,0,197,19,4,220,0,220,--,379,159,197,220,220,Algún campo sin dato,1,d33adffa28413b4393de10ce7df65f5e7ad1394eca300c421b82a4c4fba83081,26/06/2023 01:53:12,ESCANER
7332,"Escuintla",5,"Escuintla",1,818,191,3,0,12,6,0,0,0,0,2,0,19,0,1,32,0,0,0,4,5,0,1,1,86,2,1,89,0,89,--,191,102,86,89,89,Algún campo sin dato,1,af25754c309487f9310bcdbe8f410ab465ced949927c742b9119c83557b6679c,25/06/2023 22:11:48,ESCANER
7333,"Escuintla",5,"Escuintla",1,818,190,2,2,7,7,0,0,0,0,1,0,15,0,2,29,1,0,1,7,1,0,0,0,75,9,3,87,0,87,--,190,103,75,87,87,Algún campo sin dato,1,d15a1fd956b7d728ccf40de91f742c45787d7a74d47470e00e1a4005fc4f7ccb,25/06/2023 22:16:58,ESCANER
7334,"Escuintla",5,"Escuintla",1,819,380,14,2,4,70,4,1,1,5,7,0,35,0,10,30,1,5,0,1,9,1,1,0,201,24,4,229,0,229,--,380,151,201,229,229,Algún campo sin dato,1,808436603fb5cdbbd8803c499779b9a2fd6ed158044895ef873513f337dee777,26/06/2023 00:40:46,ESCANER
7335,"Escuintla",5,"Escuintla",1,819,380,9,2,5,75,0,0,1,2,8,--,28,0,8,25,0,1,0,3,7,0,3,0,177,23,4,204,0,204,--,380,176,177,204,204,Algún campo sin dato,1,1b2039df6995c696d09cc4a6c09358c69da3bfbcef0b02f220944c53bfd8188a,26/06/2023 01:30:46,ESCANER
7336,"Escuintla",5,"Escuintla",1,819,380,10,1,7,93,4,1,0,1,9,0,28,0,11,26,2,3,3,2,8,0,0,0,209,20,3,232,0,232,--,380,148,209,232,232,Algún campo sin dato,1,d12dec9fa7199abebabcffac22b5ce9637c410866da1bad039b8f3b8aba5db9c,25/06/2023 23:24:35,ESCANER
7337,"Escuintla",5,"Escuintla",1,819,380,9,0,3,74,6,2,0,0,6,1,21,1,4,26,0,2,1,2,8,0,2,1,169,16,3,188,0,188,--,380,192,169,188,188,Algún campo sin dato,1,9f0199d366a0c65dbbeba17f2188c7639f674257bb6f00acd438a86998619f59,26/06/2023 00:29:41,ESCANER
7338,"Escuintla",5,"Escuintla",1,819,380,14,0,3,59,2,1,0,1,8,1,24,0,3,32,1,3,0,0,6,1,0,1,160,18,5,183,--,--,--,380,197,160,183,183,Algún campo sin dato,1,79a8de30a8e17db1f302963ad2a4097684fe2e0ac3f0d7d4a7ce36da823bc291,25/06/2023 23:05:42,ESCANER
7339,"Escuintla",5,"Escuintla",1,819,361,9,1,3,66,3,1,0,0,8,2,38,1,3,30,4,1,2,0,3,0,3,2,180,13,4,197,0,197,--,361,164,180,197,197,Algún campo sin dato,1,c2f5317a0ca0c3524af1faa09214a2e9d24c906d897d6204b58a18055b5cc410,25/06/2023 21:38:33,ESCANER
7340,"Escuintla",5,"Escuintla",1,819,361,5,3,11,67,2,2,0,1,4,1,20,1,2,24,0,5,0,2,4,0,1,1,156,10,0,166,0,166,--,361,195,156,166,166,Algún campo sin dato,1,cf0fc97633d33ef9f793e0385f5abe6cdc8e862539181b6ecfcb2a3442f2a045,26/06/2023 01:03:19,ESCANER
7341,"Escuintla",5,"Escuintla",1,820,380,13,2,25,62,1,1,2,1,3,2,40,1,4,7,0,1,1,2,24,1,1,4,198,35,6,239,0,239,--,380,141,198,239,239,Algún campo sin dato,1,849b891a7d2f85e040eaa5bdf11fae7425b573bafa320dae76ca57dc55adaac4,25/06/2023 23:37:18,ESCANER
7342,"Escuintla",5,"Escuintla",1,820,380,12,2,17,52,1,--,--,--,3,1,37,--,3,12,3,2,6,3,27,--,2,5,188,31,7,226,--,226,--,280,154,188,226,226,Algún campo sin dato,1,fb10f355052ed3a962e3663184990f7b88a3d55f497d5441d7fb86fb29c2a95d,26/06/2023 00:24:11,ESCANER
7343,"Escuintla",5,"Escuintla",1,820,380,14,0,18,48,0,0,0,2,4,0,38,0,3,13,2,0,0,1,16,2,2,4,169,29,7,205,0,205,0,380,175,167,203,203,Sumas Asentadas sin cuadrar,1,ce0e92ccacaa7fc201d534678ff835720dbbab76d7fc8dd914b5f0880bf27f4f,25/06/2023 22:59:37,ESCANER
7344,"Escuintla",5,"Escuintla",1,820,347,12,0,15,51,1,1,0,0,3,0,33,0,4,4,2,1,2,1,13,0,2,5,143,27,15,185,42,--,--,344,159,150,192,234,Sumas Asentadas sin cuadrar,1,8d17bc4e644a41f04efe4e37c465eb8b3e032e7d0e2efb0e3e0e1c75807b151e,25/06/2023 23:29:48,ESCANER
7345,"Escuintla",5,"Escuintla",1,820,347,15,0,18,42,0,0,0,1,2,1,35,0,4,16,0,1,1,2,19,0,3,6,180,12,4,196,0,196,--,--,--,166,182,182,Sumas Asentadas sin cuadrar,1,0e91448f37aa7e3a8f205e09299762b967ea5ecd797651b0aca66abed7fa8f18,25/06/2023 22:46:07,ESCANER
7346,"Escuintla",5,"Escuintla",1,821,600,10,3,19,33,4,0,0,0,15,2,26,4,3,46,3,2,3,6,8,2,6,7,202,18,2,222,0,222,--,600,378,202,222,222,Algún campo sin dato,1,0f5e062647d1adbdf1b88639c55215e95a4aa9cf4484632751d14821626e6549,25/06/2023 23:32:42,ESCANER
7347,"Escuintla",5,"Escuintla",1,821,600,11,1,12,49,4,1,1,0,13,3,18,2,4,51,8,2,2,3,15,0,5,8,213,25,4,242,0,242,--,--,--,213,242,242,Algún campo sin dato,1,5abbf2e01c53fc651f49532581407434be51c3d69edbfc5b2dcd61be6cfa5298,26/06/2023 00:37:06,ESCANER
7348,"Escuintla",5,"Escuintla",1,821,600,10,3,13,36,5,4,2,1,15,2,31,2,5,47,2,3,5,4,11,0,8,5,215,36,5,256,344,600,0,600,344,214,255,599,Sumas Asentadas sin cuadrar,1,6056c1b8a49ece8dab95f58ae8e9cef4361d4d6922f8744b3f5bd008e8047b47,26/06/2023 02:32:36,ESCANER
7349,"Escuintla",5,"Escuintla",1,821,600,11,2,14,40,5,3,0,1,18,5,21,5,5,64,3,4,1,2,7,0,7,8,226,23,6,255,0,255,0,594,339,226,255,255,,1,1b947be4d049ed1d3a15c0eafa63a4a2c075bf1703d3543141fc163eacfd7a13,26/06/2023 01:48:16,ESCANER
7350,"Escuintla",5,"Escuintla",1,821,600,11,1,11,39,8,2,1,0,9,3,28,3,8,54,5,2,4,5,11,2,4,4,215,25,0,240,0,240,--,599,359,215,240,240,Algún campo sin dato,1,b6fb2afba3d1b4c374de1b552a9ed8104ff4097efc8f6ea1053176e74917f461,26/06/2023 01:57:24,ESCANER
7351,"Escuintla",5,"Escuintla",1,821,600,10,4,14,47,5,4,1,2,14,1,32,5,5,63,3,1,3,2,11,2,10,8,247,27,4,278,0,278,0,600,322,247,278,278,,1,25a8e51ebf384835f2cb50346d98387be4eeaa5d8d35d452509e22cdffa872ba,26/06/2023 02:11:38,ESCANER
7352,"Escuintla",5,"Escuintla",1,821,600,9,0,6,36,3,2,1,0,15,1,37,3,5,53,9,0,6,4,9,0,7,4,210,22,4,236,0,236,0,600,364,210,236,236,,1,d7bbd0870d920a953326a0b1ee037168a29c0a5d583884a72ae694f809592417,26/06/2023 02:41:54,ESCANER
7353,"Escuintla",5,"Escuintla",1,821,600,3,7,9,40,4,2,0,1,9,1,33,0,1,74,6,0,3,1,10,2,10,5,221,19,2,242,0,242,--,599,357,221,242,242,Algún campo sin dato,1,64f79300663ce6f6061d48f51865633c8897437ca90381b5bacc114d72afa4d6,26/06/2023 00:08:19,ESCANER
7354,"Escuintla",5,"Escuintla",1,821,600,13,3,13,39,6,0,1,2,13,3,36,6,3,61,11,0,4,1,6,2,8,11,242,32,1,275,0,275,--,600,325,242,275,275,Algún campo sin dato,1,568fed72006bdd94dad22f6903f284257e34e011ef4c826fef58b14153992777,26/06/2023 00:57:44,ESCANER
7355,"Escuintla",5,"Escuintla",1,821,600,6,5,13,47,2,1,3,0,17,4,26,11,2,65,6,3,3,2,14,2,7,9,248,18,1,267,0,267,--,603,336,248,267,267,Algún campo sin dato,1,535e5acbb4ad4b297f471ec5b4ec0af4c02d2f016aede5e715774f0b15cb0b0e,26/06/2023 03:01:19,ESCANER
7356,"Escuintla",5,"Escuintla",1,821,600,8,2,13,51,2,0,1,4,15,0,27,5,1,60,3,2,3,2,12,2,9,5,227,23,2,252,0,252,--,600,348,227,252,252,Algún campo sin dato,1,70ca2ca7e7f38863e99b0b4f9d6e5851deaa29ed7a59cb14dcd16b9d47701015,26/06/2023 01:35:40,ESCANER
7357,"Escuintla",5,"Escuintla",1,821,600,11,1,11,42,0,0,2,1,20,4,33,4,2,63,7,1,2,3,10,0,6,7,230,18,6,254,0,254,--,597,343,230,254,254,Algún campo sin dato,1,97cb03a1e95a9835a6140a3eb600f5f9ba08fbc2f32f9474a72b170eda18940d,26/06/2023 01:17:29,ESCANER
7358,"Escuintla",5,"Escuintla",1,821,600,8,1,14,43,2,2,0,0,10,1,28,4,1,47,9,3,1,2,10,1,6,8,201,23,1,225,0,225,0,600,375,201,225,225,,1,266a85a0fbbe3175f20961b10d08b974479173a840f4e763e11c8d5314e678dc,26/06/2023 02:44:22,ESCANER
7359,"Escuintla",5,"Escuintla",1,822,600,7,2,12,29,5,0,1,1,13,0,24,4,4,54,2,2,7,3,10,4,4,4,192,15,0,207,0,207,0,600,393,192,207,207,,1,2107bb3f909497dfd43bd1ea78dd98383596c328f4b95f6b6a3f1be23dd9d497,25/06/2023 23:37:57,ESCANER
7360,"Escuintla",5,"Escuintla",1,822,600,2,3,7,36,2,0,1,1,9,2,21,2,2,33,4,1,1,1,3,0,2,7,140,26,2,168,0,168,--,643,475,140,168,168,Algún campo sin dato,1,416a680b050b0c2c5011d8a827ff441066830dbbc9d20eaac81843ef43063861,26/06/2023 02:10:26,ESCANER
7361,"Escuintla",5,"Escuintla",1,822,600,7,2,8,39,2,2,1,1,8,2,26,3,2,47,2,0,1,2,7,0,4,3,169,20,0,189,0,189,0,600,411,169,189,189,,1,faee3859b56d41fb257ff261cb6deb0d4c56c7cb9a2c67606037571684b9894a,26/06/2023 00:51:14,ESCANER
7362,"Escuintla",5,"Escuintla",1,822,600,13,2,17,33,2,0,0,2,10,0,21,3,1,35,5,1,3,1,10,0,1,4,154,24,0,178,0,178,0,601,423,164,188,188,Sumas Asentadas sin cuadrar,1,1805290d53f01f9db26334c7f2192a5c4c8c0dd498dae3574bf426316d9659a4,26/06/2023 02:36:53,ESCANER
7363,"Escuintla",5,"Escuintla",1,822,600,2,2,6,22,4,1,0,1,4,0,15,1,1,30,0,1,1,1,6,0,0,1,99,10,1,110,0,110,0,600,490,99,110,110,,1,60d54b56c0f3298679b0f380388f6d0c10f88ee2dad7b1bebcf525d683e84f9e,25/06/2023 23:39:38,ESCANER
7364,"Escuintla",5,"Escuintla",1,822,600,2,0,5,11,0,0,0,0,0,2,13,1,0,8,1,1,0,1,0,1,2,1,49,3,3,55,540,595,0,595,540,49,55,595,,1,865d404629afff4fd7ae379f71c39b2ab00083bfff002fb7685a8c7d3b744828,25/06/2023 21:52:26,ESCANER
7365,"Escuintla",5,"Escuintla",1,822,346,3,0,0,2,0,0,0,0,1,1,1,0,0,3,1,0,1,0,1,0,0,0,14,2,0,16,0,16,0,346,330,14,16,16,,1,9967a853fac928c9c167af2359ed820f2300b17ddeaa842454468a9d1ef4d63a,25/06/2023 21:13:02,ESCANER
7366,"Escuintla",5,"Escuintla",1,822,345,0,0,1,5,2,0,0,0,1,1,3,0,0,7,1,0,1,1,1,0,0,0,24,1,317,342,0,342,--,342,317,24,342,342,Algún campo sin dato,1,fd0b0875df92c494bfe5cf17dd60ce831963b71dacccbdfd568188e9634b4679,25/06/2023 22:00:55,ESCANER
