TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
181,181,100.0000,180,99.4475,1,67663,36396,53.7901

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,VAMOS,VALOR,TODOS,AZUL,UNE,MLP,VICTORIA,PPN,VIVA,UR,CAMBIO,PODEMOS,VOS,SEMILLA,BIEN,PPG,ELEFANTE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
21280,"Izabal",18,"Puerto Barrios",1,3306,400,11,88,56,16,20,0,1,7,1,0,5,4,2,4,12,0,2,3,232,15,0,247,0,247,--,400,153,232,247,247,Algún campo sin dato,1,79444816887173dffc5e5eceaa628bc142c7b4fb56c4c8f57d3818de32d05146,26/06/2023 02:41:21,ESCANER
21281,"Izabal",18,"Puerto Barrios",1,3306,400,8,94,34,19,22,9,0,7,0,0,0,3,1,3,11,1,3,1,216,15,1,232,0,232,--,398,166,216,232,232,Algún campo sin dato,1,2f4cc803c2f2aa7d25fbe78568ed99595f69e05151762e4dcc0ba1369e08bd24,26/06/2023 05:15:33,ESCANER
21282,"Izabal",18,"Puerto Barrios",1,3306,400,11,82,32,22,17,6,0,6,2,2,2,2,3,2,3,1,0,1,194,14,0,208,0,208,--,400,192,194,208,208,Algún campo sin dato,1,d37b372b63f26ff718df38ecdda6b8e4301e975638dfaa04c6fd6a3ca7316cdf,25/06/2023 22:10:25,ESCANER
21283,"Izabal",18,"Puerto Barrios",1,3306,400,8,83,28,26,20,9,0,6,1,3,5,2,3,1,9,4,0,3,211,12,2,225,2,227,--,398,171,211,225,227,Algún campo sin dato,1,3e2ad35d2c6ee5338402a8abf3fb119a540c019786ad6353081de82a275df86c,26/06/2023 01:00:25,ESCANER
21284,"Izabal",18,"Puerto Barrios",1,3306,400,6,91,46,21,24,4,0,2,1,1,2,1,4,0,11,2,0,0,216,14,0,230,0,230,--,416,186,216,230,230,Algún campo sin dato,1,80f46c6c7f7de1a53e479911f157ca1e4f15d7d83bcb7b3827ec8b82c74ed6c0,26/06/2023 01:04:47,ESCANER
21285,"Izabal",18,"Puerto Barrios",1,3306,400,3,72,38,23,12,3,0,8,0,1,2,1,4,3,8,1,2,5,186,11,0,197,0,197,--,400,203,186,197,197,Algún campo sin dato,1,5c4128ef869c9041443210ccb2b9c1a4101b8227a0b3ece809f5752c44e4a700,26/06/2023 00:53:51,ESCANER
21286,"Izabal",18,"Puerto Barrios",1,3306,400,5,72,41,19,13,6,0,4,3,0,0,3,1,1,8,2,2,1,181,13,0,194,0,194,--,400,206,181,194,194,Algún campo sin dato,1,a733d952a169c66535d5c82a55a42fea151264ef9e4437411ab8bb8d46329008,26/06/2023 04:43:21,ESCANER
21287,"Izabal",18,"Puerto Barrios",1,3306,400,4,65,44,19,6,3,0,7,1,2,2,0,2,2,7,0,1,3,168,9,1,178,0,178,--,400,222,168,178,178,Algún campo sin dato,1,46d78e079e310ce0670aba360833a321400735dcd8cd124350dc6495bbaca7f9,26/06/2023 00:25:33,ESCANER
21288,"Izabal",18,"Puerto Barrios",1,3306,400,15,61,37,16,10,2,0,3,2,3,3,0,3,1,7,0,0,4,167,13,1,181,0,181,--,400,219,167,181,181,Algún campo sin dato,1,c2df11b9f031d51433a25840b4fd6fc1fbc0d7fe7976e698fe6bc937d269d5b7,26/06/2023 01:24:32,ESCANER
21289,"Izabal",18,"Puerto Barrios",1,3306,400,7,72,47,18,12,7,0,3,1,3,2,2,1,2,5,0,1,2,185,7,2,194,0,194,--,400,206,185,194,194,Algún campo sin dato,1,00372f73044955dee3cc8009c04b7343641e9d0d1705d7a65548be882a722c4c,25/06/2023 23:21:17,ESCANER
21290,"Izabal",18,"Puerto Barrios",1,3306,259,4,36,22,7,5,2,0,9,1,1,0,2,2,1,1,1,0,1,95,2,2,99,0,99,--,259,160,95,99,99,Algún campo sin dato,1,77baeabbb2137ab603bbf651a3e2cd5418b58839b244490a1801913c53d59eb3,25/06/2023 23:51:46,ESCANER
21291,"Izabal",18,"Puerto Barrios",1,3306,259,4,25,13,1,3,1,0,2,0,0,0,0,0,1,1,1,1,1,54,4,4,62,0,62,--,256,194,54,62,62,Algún campo sin dato,1,eb97bb8fc33a745f14fd1b0efe0554b939d97cc66f65a61eaffc16c3090f87f2,26/06/2023 01:18:39,ESCANER
21292,"Izabal",18,"Puerto Barrios",1,3307,400,9,95,53,14,6,9,0,15,3,3,2,1,3,3,4,0,4,6,230,20,3,253,0,253,--,400,147,230,253,253,Algún campo sin dato,1,143ab8913c13f0eec7e710637ff7109774ac66978f20145926c4bdca3ec2bf6d,26/06/2023 01:52:55,ESCANER
21293,"Izabal",18,"Puerto Barrios",1,3307,400,8,81,47,18,12,9,1,13,3,4,3,0,1,3,4,2,8,4,221,12,2,235,0,235,--,400,165,221,235,235,Algún campo sin dato,1,315b00805e2f77420d1ce26831e15cb8b9c87ec8f34d1404dda072377a9ea060,26/06/2023 00:13:00,ESCANER
21294,"Izabal",18,"Puerto Barrios",1,3307,370,8,86,45,13,7,5,0,14,3,3,2,2,6,5,2,1,1,6,209,14,0,223,0,223,--,370,147,209,223,223,Algún campo sin dato,1,f05e6d94ba46aa088d24d3e183c3e2b5495749ff888edfaaf99e1c3c82f74cdf,26/06/2023 03:00:07,ESCANER
21295,"Izabal",18,"Puerto Barrios",1,3307,369,6,73,45,16,8,2,0,15,2,0,3,1,3,1,3,1,0,1,180,9,0,189,0,189,--,369,180,180,189,189,Algún campo sin dato,1,9f1589450a5abe00c48e8dbd29cd3aa9074d6c3a64dc236bd9fe1b2e167eed0d,25/06/2023 22:40:15,ESCANER
21296,"Izabal",18,"Puerto Barrios",1,3308,400,11,87,52,19,6,9,1,5,1,4,2,2,2,2,2,3,1,3,212,27,3,242,0,242,--,399,157,212,242,242,Algún campo sin dato,1,bc56d6c362c9288d6c39351dd90bdda84b74ab3cc9a07a6524564a91dadc15c6,25/06/2023 22:18:42,ESCANER
21297,"Izabal",18,"Puerto Barrios",1,3308,400,15,67,50,19,12,7,0,4,1,7,1,2,3,5,4,2,2,10,211,24,5,240,0,240,--,400,160,211,240,240,Algún campo sin dato,1,7617bcd65c0182a9036fb18a91e066cf2fc3b436610bad872e819cff9f327219,26/06/2023 01:49:50,ESCANER
21298,"Izabal",18,"Puerto Barrios",1,3308,400,11,68,56,28,8,8,1,2,1,4,1,2,2,1,3,0,3,6,205,16,2,223,0,223,--,400,177,205,223,223,Algún campo sin dato,1,6d5cd17cf39b06e32b6cdf4130969ca60fd513710e9860f29ac1d9f5b4444266,25/06/2023 23:55:58,ESCANER
21299,"Izabal",18,"Puerto Barrios",1,3308,400,7,54,58,17,14,11,0,8,2,2,1,2,1,6,4,2,3,4,196,14,2,212,0,212,--,400,188,196,212,212,Algún campo sin dato,1,e0cd0812c8ff7a7d07e931ef86c218aec049c57e64428a5c52a93e2b512d819d,26/06/2023 00:54:49,ESCANER
21300,"Izabal",18,"Puerto Barrios",1,3308,400,7,85,46,12,9,9,0,3,4,3,2,1,0,3,1,3,4,4,196,26,2,198,7,203,--,--,--,196,224,231,Sumas Asentadas sin cuadrar,1,814f1bc163194fd8831eb8faeea44609e849dbb9a218f0c9e8f35626a2b1cc8c,26/06/2023 18:36:04,ESCANER
21301,"Izabal",18,"Puerto Barrios",1,3308,400,5,91,54,12,6,6,0,2,4,1,2,0,1,1,5,1,1,8,200,21,6,227,0,227,--,400,173,200,227,227,Algún campo sin dato,1,2b081f746de6cb2a6a748ace94ebe98a9ab3ae4e707296df571e38860810e392,26/06/2023 00:14:55,ESCANER
21302,"Izabal",18,"Puerto Barrios",1,3308,400,9,59,45,19,11,4,0,1,2,2,4,3,1,2,6,4,4,7,183,14,0,197,0,197,--,400,203,183,197,197,Algún campo sin dato,1,b2a1fdd3d92134ac564ad89c20403af84e7c0237f26946f3a2b04a1dfa9d659b,26/06/2023 00:22:03,ESCANER
21303,"Izabal",18,"Puerto Barrios",1,3308,229,3,30,23,12,5,2,0,0,0,0,3,0,2,0,5,0,1,2,88,4,0,92,0,92,--,224,137,88,92,92,Algún campo sin dato,1,fa4e71c697a0e5f0051e94a356ed2c7b5b4e73efdb201fe903343da388c1fc35,25/06/2023 22:49:56,ESCANER
21304,"Izabal",18,"Puerto Barrios",1,3308,228,1,29,19,7,2,1,0,2,1,1,0,0,1,0,4,0,1,1,70,11,0,81,0,81,--,228,147,70,81,81,Algún campo sin dato,1,96feb4a28c3787b9635262cc76db6f339f16fb00899593e258cec3ba76c9d139,25/06/2023 21:49:13,ESCANER
21305,"Izabal",18,"Puerto Barrios",1,3309,231,7,19,18,4,0,4,0,1,0,0,2,0,2,0,0,1,0,1,59,8,4,71,0,71,--,231,160,59,71,71,Algún campo sin dato,1,36fdcd727551eaa9fc5b0194b5bf6470cb4dac75f4eb0f1a01851e45c9bd0988,25/06/2023 22:34:40,ESCANER
21306,"Izabal",18,"Puerto Barrios",1,3310,380,14,55,88,8,3,5,1,6,1,5,7,0,6,2,2,1,0,1,205,36,6,247,0,247,--,380,133,205,247,247,Algún campo sin dato,1,f5ed81f827fe40adb5e5a4fc1d05beb5cb100ff1c8ee6d0cf557d840b1002de5,26/06/2023 02:42:48,ESCANER
21307,"Izabal",18,"Puerto Barrios",1,3310,380,27,64,82,5,1,8,3,3,0,7,7,0,5,3,0,0,1,2,218,27,5,250,0,250,--,376,126,218,250,250,Algún campo sin dato,1,f50130d6a7159fefbf5973951aad1ff124720aba97a26f3a3e4e6295ae276d5d,26/06/2023 02:48:29,ESCANER
21308,"Izabal",18,"Puerto Barrios",1,3310,380,16,54,77,9,2,8,1,3,8,10,15,1,8,0,2,0,1,1,216,25,2,243,0,243,--,377,134,216,243,243,Algún campo sin dato,1,e03a09a80fdf9623df237f5800d57d54c2225673efe70c68a5d58c80ee499b9c,26/06/2023 00:27:23,ESCANER
21309,"Izabal",18,"Puerto Barrios",1,3310,380,20,56,74,15,5,6,0,3,8,6,4,1,8,0,3,1,1,3,214,24,12,250,0,250,--,380,130,214,250,250,Algún campo sin dato,1,f88639d2460f45832c658c40705cb9f826f5f2d87a460ff6cb22f229d6741544,26/06/2023 01:25:42,ESCANER
21310,"Izabal",18,"Puerto Barrios",1,3310,380,12,45,89,15,4,4,0,7,4,3,8,0,8,1,0,4,2,0,206,18,6,230,0,230,--,386,156,206,230,230,Algún campo sin dato,1,74cff1c744ec5a692793cb7001d6b30555802658f034724539c624ddff7c8556,26/06/2023 00:56:18,ESCANER
21311,"Izabal",18,"Puerto Barrios",1,3310,380,13,53,66,10,3,4,1,5,1,8,10,0,4,1,2,0,1,0,182,24,3,209,0,209,--,380,171,182,209,209,Algún campo sin dato,1,06246ffc977ecff8ef2dd0c811c94f0dcea612e109f347d5e477bbbd9ee6a102,26/06/2023 02:52:30,ESCANER
21312,"Izabal",18,"Puerto Barrios",1,3310,380,16,48,77,11,6,8,0,8,6,5,7,1,2,1,0,2,3,0,201,16,6,223,0,223,--,380,157,201,223,223,Algún campo sin dato,1,321afe9cbaf1c9477461a52447215743026fdcabdb71070ae002498313f91df2,26/06/2023 02:33:02,ESCANER
21313,"Izabal",18,"Puerto Barrios",1,3310,380,18,47,76,6,5,5,0,5,6,6,2,0,8,2,3,1,1,2,193,14,2,209,0,209,--,380,171,193,209,209,Algún campo sin dato,1,7647cf4e0962b7702b2663beaeb1e44304a6392150a6fd66515c931b62e018ef,26/06/2023 02:57:05,ESCANER
21314,"Izabal",18,"Puerto Barrios",1,3310,380,18,76,60,11,4,3,1,6,5,7,9,0,6,1,4,1,0,2,214,17,4,235,0,235,1,380,145,214,235,235,,1,7801d18f59728dd4fc4e7375252280e37057ac8b441747589a038fb86c5ea915,26/06/2023 01:15:02,ESCANER
21315,"Izabal",18,"Puerto Barrios",1,3310,380,15,47,81,12,1,4,--,3,4,7,1,--,4,1,1,0,1,1,183,20,4,207,0,207,--,380,173,183,207,207,Algún campo sin dato,1,ad5b137cd54afed0086f874359d9591d1c8f0c20ffc02d876249da324f16d001,26/06/2023 01:56:02,ESCANER
21316,"Izabal",18,"Puerto Barrios",1,3311,380,14,39,93,12,4,9,2,10,1,4,2,1,4,0,2,1,0,4,202,14,3,219,0,219,--,381,162,202,219,219,Algún campo sin dato,1,5f68c8899f184fe93e4f456421c8208bb626a035e3b623a4b677235ac75567f5,26/06/2023 02:12:37,ESCANER
21317,"Izabal",18,"Puerto Barrios",1,3311,380,16,65,62,12,4,5,0,4,1,5,7,0,7,1,3,0,2,5,199,25,1,225,0,225,--,380,155,199,225,225,Algún campo sin dato,1,b9319a3d1e848b965f0356befca1fec0efc1f5c221e53fc0b3c84d415e8fecac,26/06/2023 02:26:14,ESCANER
21318,"Izabal",18,"Puerto Barrios",1,3311,380,16,61,70,6,3,7,2,9,4,7,6,1,1,1,1,1,1,0,197,10,4,211,11,222,--,380,158,197,211,222,Algún campo sin dato,1,35ff835c8a3e12d0ecae7ea39429d04378987e5f9fe395e8bbdb0d63f90de116,26/06/2023 01:18:26,ESCANER
21319,"Izabal",18,"Puerto Barrios",1,3311,380,17,59,64,11,5,7,2,9,0,3,4,1,5,1,1,1,0,0,190,22,1,213,0,213,--,380,167,190,213,213,Algún campo sin dato,1,1153f6bf2e6b87536485a25bda0913df8eeb85203041c8db82c322c7f830d91c,26/06/2023 01:07:28,ESCANER
21320,"Izabal",18,"Puerto Barrios",1,3311,380,13,43,72,10,9,3,1,6,1,4,9,0,5,3,1,0,3,1,184,5,3,192,0,192,--,377,185,184,192,192,Algún campo sin dato,1,89a3ae13e52224a63f2b008bc8a859a9dc3a8c9ae8c37df5e6bef7a68f100b20,26/06/2023 03:17:45,ESCANER
21321,"Izabal",18,"Puerto Barrios",1,3311,380,20,53,89,12,5,4,2,3,3,2,7,0,4,0,2,1,2,2,211,8,2,221,3,224,--,380,156,211,221,224,Algún campo sin dato,1,0882a31e6c34708333af0d52dbacb567bcbebffef63d68f490472df75c76dc10,26/06/2023 00:55:36,ESCANER
21322,"Izabal",18,"Puerto Barrios",1,3311,380,7,45,70,5,4,10,0,3,3,2,5,1,7,3,4,1,1,1,172,10,2,184,0,184,--,380,196,172,184,184,Algún campo sin dato,1,19c879e7fbba73a43606806aa1914e2536b70725a251788ea99b722208b3eed5,26/06/2023 00:30:28,ESCANER
21323,"Izabal",18,"Puerto Barrios",1,3311,330,14,33,60,8,1,2,1,5,0,1,2,0,3,0,3,1,4,1,139,5,2,146,0,146,--,327,181,139,146,146,Algún campo sin dato,1,e723a42adc5daac3fc5173b337d7e5235d16730b027db187484a7e119306250f,25/06/2023 23:49:25,ESCANER
21324,"Izabal",18,"Puerto Barrios",1,3311,330,5,32,39,7,2,3,1,2,2,3,6,0,2,0,2,0,0,1,107,12,4,123,0,123,--,327,204,107,123,123,Algún campo sin dato,1,116f853a93030936680b18abfa334b0570bf5df2505528aed290eb0218b73c7c,26/06/2023 00:43:58,ESCANER
21325,"Izabal",18,"Puerto Barrios",1,3312,380,38,42,22,20,1,30,0,4,6,4,1,1,30,1,3,0,0,2,205,33,9,247,0,247,--,378,131,205,247,247,Algún campo sin dato,1,65cf452a7cd54c0afa786c6eb768aadafe2b52beba969c7b2954cd66c070bf01,26/06/2023 01:54:52,ESCANER
21326,"Izabal",18,"Puerto Barrios",1,3312,380,22,34,29,32,1,25,2,2,5,--,5,2,13,2,--,1,2,3,180,31,6,217,--,217,--,377,160,180,217,217,Algún campo sin dato,1,1aa04574a0e83bb331c79aa7ed393f2d87a16e4a06cad8b12969260104cb81d6,26/06/2023 00:21:44,ESCANER
21327,"Izabal",18,"Puerto Barrios",1,3312,380,27,36,26,19,3,18,0,3,5,2,4,0,23,3,2,0,1,1,173,24,5,202,0,202,--,377,175,173,202,202,Algún campo sin dato,1,649c6c0fb6f12ed10937016b05926314266730f25990b0ccba4d4f17de08c2ed,25/06/2023 23:23:27,ESCANER
21328,"Izabal",18,"Puerto Barrios",1,3312,380,34,29,15,16,2,18,3,2,5,3,6,0,23,0,2,3,0,3,164,36,13,213,0,213,--,380,167,164,213,213,Algún campo sin dato,1,7a129e2ab7804a3d8ef8a1b072526b90f664658ef5a82e321529b2100f06020f,25/06/2023 23:02:10,ESCANER
21329,"Izabal",18,"Puerto Barrios",1,3312,380,29,26,31,24,0,21,1,1,1,1,1,1,18,2,2,0,2,1,162,27,3,192,0,192,--,376,184,162,192,192,Algún campo sin dato,1,1fb838ee9f6093ae498515e8f5335b81bda601b4bec6c48aa5d42ff9e91a283e,25/06/2023 23:31:30,ESCANER
21330,"Izabal",18,"Puerto Barrios",1,3312,220,20,28,15,15,2,11,0,2,1,2,0,0,19,0,0,1,0,1,117,8,2,127,0,127,--,220,93,117,127,127,Algún campo sin dato,1,7fe4b56b55ce22aee62b6cc2e03e1386954b6eefb219da7ed42c54c46108fd40,25/06/2023 21:42:24,ESCANER
21331,"Izabal",18,"Puerto Barrios",1,3312,220,18,9,19,14,0,6,1,0,1,1,0,0,15,1,0,0,0,0,85,15,3,103,0,103,--,220,117,85,103,103,Algún campo sin dato,1,d6c8456c85b0b01dbd925511412f8dd0fa779eb281dbc2a7b07b0231a35307db,25/06/2023 21:35:54,ESCANER
21332,"Izabal",18,"Puerto Barrios",1,3313,380,10,94,41,18,8,13,0,0,2,1,3,1,6,3,2,4,2,4,212,38,4,254,0,254,--,380,126,212,254,254,Algún campo sin dato,1,a4aba06c95fafdc9db4cd0e2d2fbee19b0661e62ba81b421dac7249880423dd7,26/06/2023 02:42:55,ESCANER
21333,"Izabal",18,"Puerto Barrios",1,3313,380,14,98,38,25,2,13,0,3,1,1,2,0,2,6,3,5,3,1,217,25,5,247,0,247,--,382,135,217,247,247,Algún campo sin dato,1,943eb5edf545a0346c134f4e2e468752f13b7731ab86af6cd9ca6fc3552032af,25/06/2023 23:42:01,ESCANER
21334,"Izabal",18,"Puerto Barrios",1,3313,380,14,106,35,17,4,9,0,0,1,0,4,3,3,3,5,3,4,3,214,23,2,239,0,239,--,380,141,214,239,239,Algún campo sin dato,1,01352f4b973710f416ed4f3d9dd2def4f8a8bb2c5c0bc3d19702c8007ba104d6,26/06/2023 00:58:19,ESCANER
21335,"Izabal",18,"Puerto Barrios",1,3313,380,10,92,38,22,3,16,0,1,0,2,2,1,1,1,5,4,3,4,205,25,3,233,0,233,--,380,147,205,233,233,Algún campo sin dato,1,9e969aa3348425c9d900b821b88040950e83e94903752ab4f7c7f1a3f268418e,25/06/2023 22:26:16,ESCANER
21336,"Izabal",18,"Puerto Barrios",1,3313,380,19,88,44,15,12,13,0,1,0,6,2,1,2,2,4,2,6,6,223,28,1,252,0,252,--,377,125,223,252,252,Algún campo sin dato,1,ef5eb8d0c04b96d90a292837cf80b8ed7e26fca67c5b52ee011574574ec8d140,25/06/2023 22:40:05,ESCANER
21337,"Izabal",18,"Puerto Barrios",1,3313,380,14,98,47,16,8,11,1,2,0,2,2,1,1,3,3,2,9,2,222,22,2,246,0,246,--,380,134,222,246,246,Algún campo sin dato,1,1a128954660586d6d9dc9fdf2c65ddf2a562c3f40ae1efff4c5685ecea8f7a09,25/06/2023 22:20:59,ESCANER
21338,"Izabal",18,"Puerto Barrios",1,3313,380,15,88,40,33,8,10,0,3,1,2,4,4,3,9,2,2,4,2,230,26,3,259,0,259,--,380,121,230,259,259,Algún campo sin dato,1,675ef8d1138304b89afecba078c70c604dcf09527a201dbf2071c21c98ddf167,26/06/2023 01:42:31,ESCANER
21339,"Izabal",18,"Puerto Barrios",1,3313,380,11,90,49,22,7,8,0,2,1,4,5,1,1,1,5,4,7,3,221,37,9,267,0,267,--,380,113,221,267,267,Algún campo sin dato,1,655508c69de35ac28d5d7e20d5ca603808c5173caeb2eb09ea3c22cd8179a6f6,25/06/2023 23:35:37,ESCANER
21340,"Izabal",18,"Puerto Barrios",1,3313,380,9,83,39,25,6,11,1,3,0,4,6,1,3,5,3,6,5,6,216,35,2,253,0,253,--,380,127,216,253,253,Algún campo sin dato,1,7cfe51135d8e61f5e27c72d3b936da1cdaf65cd724e3118520df4b0a9b89ba17,26/06/2023 00:08:06,ESCANER
21341,"Izabal",18,"Puerto Barrios",1,3313,380,11,101,33,25,15,9,1,1,1,3,2,2,0,2,4,5,2,10,227,16,6,249,0,249,--,380,131,227,249,249,Algún campo sin dato,1,b1b33d8cddb3f1344f644a914641c89b89aa46fd7c9190c6cdc60da3f74d6a09,26/06/2023 00:55:30,ESCANER
21342,"Izabal",18,"Puerto Barrios",1,3313,380,10,83,31,21,9,12,0,3,0,3,4,1,3,3,3,0,5,3,194,22,0,216,0,216,--,380,164,194,216,216,Algún campo sin dato,1,4d74583d00bcdede0cca4a4a742b1ee1557a1696d60cc9caa433beaec777185d,26/06/2023 00:29:50,ESCANER
21343,"Izabal",18,"Puerto Barrios",1,3313,380,18,68,39,24,5,7,0,2,0,1,2,0,1,5,2,4,7,5,190,7,0,197,0,197,--,380,183,190,197,197,Algún campo sin dato,1,a9b03fb0742c5a8294f493991495199f71e82c822de01c9cc22fdba6f9f15b53,26/06/2023 02:34:04,ESCANER
21344,"Izabal",18,"Puerto Barrios",1,3313,380,12,76,37,17,14,11,0,0,2,0,0,0,2,1,7,4,7,1,191,10,0,201,0,201,--,377,176,191,201,201,Algún campo sin dato,1,3e381ded35bdc8be0766c95a9a63ef5c1f4012757167caa503d1ee3ca34dd7f8,26/06/2023 00:42:55,ESCANER
21345,"Izabal",18,"Puerto Barrios",1,3313,380,14,69,41,23,12,11,0,3,0,4,1,1,2,2,4,1,4,2,194,23,0,217,0,217,--,377,160,194,217,217,Algún campo sin dato,1,f4b985ba00889b82150c7a1361b0ae227a8ce2e73962c811d621902d7188dc10,26/06/2023 03:02:23,ESCANER
21346,"Izabal",18,"Puerto Barrios",1,3313,380,15,74,34,18,9,12,1,2,3,5,4,0,0,1,6,1,5,3,193,23,5,221,0,221,--,380,159,193,221,221,Algún campo sin dato,1,9d52eb4833ba4c0c36f2ddb3362d92bc7fddcceadeab4dea9c383445a7eb5cfe,26/06/2023 01:22:21,ESCANER
21347,"Izabal",18,"Puerto Barrios",1,3313,380,17,94,40,26,10,3,0,3,2,1,1,1,4,2,5,4,10,4,227,17,0,244,0,244,--,380,136,227,244,244,Algún campo sin dato,1,2a4022425e11a570778f8cb44b2c4336270f14c07c39aac11d4f593e179a6871,26/06/2023 00:34:58,ESCANER
21348,"Izabal",18,"Puerto Barrios",1,3313,380,13,82,34,32,8,14,0,2,3,2,6,1,3,2,3,6,3,5,219,23,2,244,0,244,--,380,136,219,244,244,Algún campo sin dato,1,3be098ac254784225dd7b3f6d5bc76080bfe4596e1f9c197928b37b2b8ad1226,26/06/2023 01:17:44,ESCANER
21349,"Izabal",18,"Puerto Barrios",1,3313,380,14,100,30,17,8,8,0,2,4,1,0,0,0,1,7,3,7,4,206,10,4,220,1,221,--,377,156,206,220,221,Algún campo sin dato,1,46439c4eb4caac6d880c11a8b9e0a468a8cc39cfa9cede964013c1c034974b8d,26/06/2023 01:49:52,ESCANER
21350,"Izabal",18,"Puerto Barrios",1,3313,380,16,81,37,18,9,8,0,1,1,0,2,0,4,3,3,0,2,5,190,24,1,215,0,215,--,380,165,190,215,215,Algún campo sin dato,1,b60fd05759870f00f4b60d75b0b9e6ba80cb8ec94cb6a8a179b76cf25aa4ea7b,25/06/2023 23:34:39,ESCANER
21351,"Izabal",18,"Puerto Barrios",1,3313,380,9,81,39,22,6,12,0,2,1,4,3,1,4,0,2,7,11,5,209,17,3,229,0,229,--,380,151,209,229,229,Algún campo sin dato,1,cdab22dac4ed0c998ba44aac16503d09484b690df84e0e9af3cf35a3c00578be,26/06/2023 02:24:31,ESCANER
21352,"Izabal",18,"Puerto Barrios",1,3313,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,37d01651191e022d05bb4f3beedde28652ed0eedfb78989bece1d46f3dbf5e02,26/06/2023 04:24:30,ESCANER
21353,"Izabal",18,"Puerto Barrios",1,3313,380,12,100,42,20,10,8,0,2,2,2,1,0,3,5,2,3,3,3,218,18,2,238,1,239,--,380,142,218,238,239,Algún campo sin dato,1,bf438ff23f89bc2d3300fb8b437f3e5e74dc8e600d028d2612095492d11d2e02,26/06/2023 02:57:50,ESCANER
21354,"Izabal",18,"Puerto Barrios",1,3313,380,16,93,45,18,8,12,0,3,0,3,5,0,2,4,2,2,7,3,223,22,3,248,1,249,--,380,130,223,248,249,Algún campo sin dato,1,cbef43e3b7c209ef3d64969a927decf9e73e7b6c500a691dee0fefcf69eab08e,26/06/2023 02:52:16,ESCANER
21355,"Izabal",18,"Puerto Barrios",1,3313,380,11,88,40,23,9,8,1,2,0,1,1,0,1,1,7,0,2,7,202,22,3,227,0,227,--,379,152,202,227,227,Algún campo sin dato,1,c90b0d00d13fb860fee8c4e03e4a98711b72cf74715c3e4bb5d35ddb11d9ca2b,26/06/2023 00:20:11,ESCANER
21356,"Izabal",18,"Puerto Barrios",1,3313,380,14,100,35,17,13,11,0,4,0,3,3,1,4,6,2,2,2,6,223,17,1,241,0,241,--,380,139,223,241,241,Algún campo sin dato,1,b0ffe5c1f8175bcd49e49ed6b54bc156b5e453fed2df3cc8dc4498a8bba81eb1,26/06/2023 01:12:02,ESCANER
21357,"Izabal",18,"Puerto Barrios",1,3313,380,14,4,0,19,12,0,2,35,2,8,3,1,4,2,4,4,3,6,208,14,4,226,0,222,--,319,154,123,141,141,Sumas Asentadas sin cuadrar,1,14f62efd267d44e235aac481366b82f210f01d865fa905c6dafe32fae6852522,26/06/2023 04:12:27,ESCANER
21358,"Izabal",18,"Puerto Barrios",1,3313,380,7,93,39,21,5,16,0,1,0,4,2,0,4,4,5,2,11,2,216,18,1,235,0,235,--,379,144,216,235,235,Algún campo sin dato,1,12626753570a590d0360d0ab2ecb85ef7bf5ba52520428011df78195f45073ca,25/06/2023 23:19:02,ESCANER
21359,"Izabal",18,"Puerto Barrios",1,3314,380,9,91,39,16,11,16,0,0,0,5,4,0,3,1,3,0,5,5,208,24,147,379,1,380,--,380,145,208,379,380,Algún campo sin dato,1,963aefb5dc75011cf14cddeb4f8cc2f37a358a209c65512dbe9cee2aedf6695a,26/06/2023 03:18:53,ESCANER
21360,"Izabal",18,"Puerto Barrios",1,3314,380,16,92,35,21,10,14,1,1,0,3,1,0,7,2,5,1,4,5,218,15,3,236,1,237,0,392,155,218,236,237,,1,b5c7d06af68faa78deaae92677192d4a961ae8f2a0584629720e88b6cd60cde6,26/06/2023 03:38:52,ESCANER
21361,"Izabal",18,"Puerto Barrios",1,3314,380,15,81,48,20,6,13,0,5,0,1,2,0,3,2,2,4,5,5,212,17,2,231,0,231,--,380,149,212,231,231,Algún campo sin dato,1,25228cd4e99c13cd1cc6d693806b5186cd402e15c42bde87430b097f8f679d5b,26/06/2023 00:59:19,ESCANER
