TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
208,208,100.0000,208,100.0000,0,78651,44789,56.9465

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VALOR,MLP,VAMOS,UNE,U R N G - MAIZ,VIVA,BIEN,CABAL,UR,PPN,FCN-NACION,MI FAMILIA,VOS,PHG,PR,TODOS,P A N,VICTORIA,AZUL,PODEMOS,CAMBIO,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
4094,"Guatemala",1,"Amatitlán",14,413,400,39,7,7,5,14,4,56,56,3,8,0,5,15,2,4,0,2,1,3,0,2,5,238,15,1,254,0,254,--,400,146,238,254,254,Algún campo sin dato,1,9a9c5f16cd62fbc1c0d2538801885ba3b50021701a60192e96a5617b1174d907,26/06/2023 01:33:09,ESCANER
4095,"Guatemala",1,"Amatitlán",14,413,400,44,5,9,7,6,2,66,60,3,12,2,8,21,2,4,0,5,2,5,0,3,2,268,14,0,282,0,282,--,397,115,268,282,282,Algún campo sin dato,1,cbcd2e423afb4d13a3c3308e26ce3b408b80da32482346b3ee4e5f40d36268e1,26/06/2023 02:36:24,ESCANER
4096,"Guatemala",1,"Amatitlán",14,413,400,47,3,2,5,14,1,64,64,3,11,3,2,15,4,5,0,3,1,2,0,1,0,250,12,0,262,0,262,--,400,138,250,262,262,Algún campo sin dato,1,ed9ed9a395d90b90fc94b465abc168e4d33a26bdf17d3fdd834ef7a5c8e981c0,26/06/2023 01:20:27,ESCANER
4097,"Guatemala",1,"Amatitlán",14,414,244,15,4,4,3,6,2,28,20,1,8,1,4,17,1,2,0,3,1,4,1,2,2,129,7,1,137,0,137,0,244,107,129,137,137,,1,511ce82ca9857542e7b40dae6d483be3e769042f6b8a521e8834d1d9aa3b81bf,25/06/2023 23:34:51,ESCANER
4098,"Guatemala",1,"Amatitlán",14,414,244,21,1,3,3,7,2,30,40,2,8,0,8,8,2,3,0,2,0,1,2,1,0,144,7,1,152,0,152,0,244,92,144,152,152,,1,b44574fc72449d24e691872623ea10d294c9c0a76a5e1f19df30ea38679fa6af,25/06/2023 23:42:43,ESCANER
4099,"Guatemala",1,"Amatitlán",14,415,400,65,40,3,14,12,2,28,28,0,22,0,16,0,0,1,0,2,4,7,0,0,0,248,18,0,266,0,266,0,400,134,244,262,262,Sumas Asentadas sin cuadrar,1,aebe17e2e5446c4c91a2ef2d38c1d50830b8ae5ad0d7a6f32664ca2ecfb28a5a,26/06/2023 00:50:59,ESCANER
4100,"Guatemala",1,"Amatitlán",14,415,400,74,27,1,23,8,11,28,36,3,19,2,15,6,4,3,0,1,0,4,1,1,2,269,23,4,296,0,296,0,400,104,269,296,296,,1,555308866bafd927de7dc20e6b6f36359c4b7de90f1c746ead275c57f4c70409,26/06/2023 01:27:48,ESCANER
4101,"Guatemala",1,"Amatitlán",14,415,400,51,24,9,9,8,9,36,37,0,15,0,22,9,3,0,0,3,10,7,1,0,0,253,9,2,264,0,264,0,399,135,253,264,264,,1,97282795c290ace463caf267bd44740fac44270a134776f394c62534a5919a00,26/06/2023 00:58:21,ESCANER
4102,"Guatemala",1,"Amatitlán",14,415,400,57,20,10,19,5,2,32,23,2,25,0,14,8,2,3,1,5,7,5,0,0,0,240,17,3,260,0,260,0,400,140,240,260,260,,1,0b49b2d4a6a51376a73c5f5e199fdfe6a9155d52ba020a838053e0588a2799ee,26/06/2023 02:01:53,ESCANER
4103,"Guatemala",1,"Amatitlán",14,415,331,38,19,2,5,6,4,27,20,1,21,0,13,4,1,1,0,1,3,5,0,0,0,171,14,1,186,0,186,0,331,145,171,186,186,,1,ba9e06bdaea683bba0fc99bbdd7a1cc2ce60ba4ed2e233ce9933ea5945dcb4dd,25/06/2023 23:57:58,ESCANER
4104,"Guatemala",1,"Amatitlán",14,415,330,37,11,4,7,5,1,28,27,1,17,1,9,6,2,0,0,0,0,6,0,2,0,164,8,0,172,0,172,--,330,158,164,172,172,Algún campo sin dato,1,65647ef08a7c6840ffec5e037be56a72c6845989e80e3af09f28551028502d28,26/06/2023 02:38:07,ESCANER
4105,"Guatemala",1,"Amatitlán",14,416,400,52,7,7,27,8,18,28,23,1,20,4,13,2,1,2,0,2,3,4,2,1,0,225,14,2,241,1,242,0,401,159,225,241,242,,1,9b806b13f198db2502411949704eff4dfdf4f7e45e9648b11896a58cd6e172b2,25/06/2023 23:47:15,ESCANER
4106,"Guatemala",1,"Amatitlán",14,416,400,48,5,6,29,7,11,27,24,0,23,1,8,6,3,0,1,0,1,4,2,1,3,210,33,1,244,0,244,0,0,0,210,244,244,,1,b0d68e753e9d32f794b91b261d7d9c561bb4ede35cb0f039917242453e766f3e,25/06/2023 23:59:18,ESCANER
4107,"Guatemala",1,"Amatitlán",14,416,400,57,2,11,33,5,11,23,29,5,18,0,10,7,0,1,0,1,3,3,2,1,0,222,22,1,222,0,245,--,400,155,222,245,245,Sumas Asentadas sin cuadrar,1,82d4baef6185150e88df505ce0691221412cd12b31910a0f5e2b4454aaaf7287,25/06/2023 23:11:37,ESCANER
4108,"Guatemala",1,"Amatitlán",14,416,400,40,6,4,24,6,5,33,25,2,13,1,13,3,2,0,0,1,1,4,2,1,2,188,17,2,207,0,207,0,400,193,188,207,207,,1,0c42de6d84c19f715fc890d05aeb9ed368138f5a07a7d27040fce38db1a9f1fc,26/06/2023 01:26:42,ESCANER
4109,"Guatemala",1,"Amatitlán",14,416,400,43,4,4,26,1,10,18,20,0,11,2,13,5,3,0,2,2,0,2,1,3,1,171,17,4,192,0,192,--,--,--,171,192,192,Algún campo sin dato,1,4c3359b1858ce5ca4bfdfadc9b1f8e6e186b194ff0396bf25dfb434bde1cee6d,26/06/2023 02:55:53,ESCANER
4110,"Guatemala",1,"Amatitlán",14,416,400,54,3,6,25,7,7,13,27,3,25,3,11,3,2,1,2,2,2,5,1,1,2,205,15,4,224,0,224,0,400,173,205,224,224,,1,8e9385b7839b18af89bf5bb01609f8c349cc30a7c0973d7670aa2f43999e3f41,26/06/2023 01:13:13,ESCANER
4111,"Guatemala",1,"Amatitlán",14,416,400,41,7,10,20,3,5,24,12,1,9,4,12,7,5,0,1,2,0,2,2,1,0,168,19,1,188,0,188,0,400,212,168,188,188,,1,64099775c9964bb53c2bc8bb8e94ab6555f7420f1a01baeafdf0574757306a4b,25/06/2023 23:29:12,ESCANER
4112,"Guatemala",1,"Amatitlán",14,416,400,52,4,7,17,3,0,34,16,1,13,1,13,8,1,2,0,3,1,1,1,1,0,179,13,1,193,0,193,0,400,207,179,193,193,,1,2e398c3cfcc429eef24576f0cee193a29defb7bdbd5c7d457663335ba8ec3fdb,26/06/2023 01:19:08,ESCANER
4113,"Guatemala",1,"Amatitlán",14,416,287,20,5,3,11,10,3,14,20,0,9,0,5,5,0,0,0,1,0,2,0,0,2,110,6,0,116,0,116,0,287,171,110,116,116,,1,331e0f665a160ebc4e5058de5298362f4f76d19ba77f48d7c9ee8a4287065bc9,25/06/2023 22:24:43,ESCANER
4114,"Guatemala",1,"Amatitlán",14,416,287,21,6,4,11,3,3,16,13,0,8,1,6,7,0,1,1,1,1,0,1,2,2,108,7,0,115,0,115,0,287,172,108,115,115,,1,91a35ec90a3de2222224424cff13389b81083b6e03f6c50c1f77d9f1d4f90a4b,26/06/2023 01:07:49,ESCANER
4115,"Guatemala",1,"Amatitlán",14,417,400,50,16,5,18,4,7,43,36,2,19,1,16,5,1,1,1,2,2,5,1,1,0,236,16,1,253,0,253,0,400,147,236,253,253,,1,24c66e97ae78a668ac0667da7da3a0bf7616c49968a3182de9e7f674bd14441f,26/06/2023 00:42:34,ESCANER
4116,"Guatemala",1,"Amatitlán",14,417,400,52,14,5,20,5,10,34,35,0,26,1,17,5,0,0,2,1,0,3,3,0,0,233,23,6,262,0,262,0,397,135,233,262,262,,1,6d31b8b6afc7740f27159e74476dfa6093ddfe99a7289a51549dae9d5b1df1e7,26/06/2023 00:30:43,ESCANER
4117,"Guatemala",1,"Amatitlán",14,417,400,60,16,4,16,3,6,34,45,1,30,0,21,7,0,1,3,4,1,4,1,1,2,260,16,3,279,2,281,2,397,116,260,279,281,,1,efaac1aafbd08a4011d1a477a047bf293a42d4e0f4b054eac8ee38109e70fcef,26/06/2023 00:51:33,ESCANER
4118,"Guatemala",1,"Amatitlán",14,417,400,59,11,5,13,2,3,41,33,2,27,1,18,5,1,2,0,3,0,5,1,2,1,235,15,0,250,0,250,0,400,150,235,250,250,,1,6a5600fce42fb3bfb78c5e2a78e8a0981ce0ffcca5a0afe2c9fd4b926382ff4c,26/06/2023 00:12:12,ESCANER
4119,"Guatemala",1,"Amatitlán",14,418,400,54,13,4,10,8,6,41,38,2,24,1,21,8,2,0,1,4,2,3,2,0,1,245,19,0,264,0,264,--,400,136,245,264,264,Algún campo sin dato,1,60d67cec32fcc67070439371d72037ca23a8b3230e0750536d6cc3e146adb3fc,25/06/2023 22:55:37,ESCANER
4120,"Guatemala",1,"Amatitlán",14,418,400,58,15,3,16,6,5,47,42,3,20,1,16,6,0,1,0,4,2,5,2,0,2,254,13,0,267,0,267,--,403,136,254,267,267,Algún campo sin dato,1,ff2db81f493b1faace718a1d1637bf24d8a20cf70d9c6a2b625fb8e22d2ebc34,25/06/2023 23:49:40,ESCANER
4121,"Guatemala",1,"Amatitlán",14,418,400,59,11,7,20,5,6,44,45,0,16,0,22,7,1,0,0,2,2,3,0,2,5,257,14,0,271,0,271,--,400,129,257,271,271,Algún campo sin dato,1,57dced53c439624ba71d97d230afb05aba8c1697e05504e5e9ff7038338b78be,26/06/2023 01:32:54,ESCANER
4122,"Guatemala",1,"Amatitlán",14,418,400,48,8,3,14,10,6,34,32,1,15,1,13,9,2,0,2,2,1,5,3,0,2,211,13,2,226,0,226,--,400,174,211,226,226,Algún campo sin dato,1,b2a2fd5130771fa5bd2fee864f6e7bd394942387c17b87fdc880a12487e6658f,26/06/2023 00:36:24,ESCANER
4123,"Guatemala",1,"Amatitlán",14,419,400,36,16,6,6,5,3,39,38,4,23,1,20,8,0,2,1,1,0,9,3,1,2,224,9,0,233,0,233,--,400,167,224,233,233,Algún campo sin dato,1,d6a06b5dc4ee398ff36560cfaaaa6f0845866d29bb84cd65ef8079357f7b30ca,26/06/2023 01:09:08,ESCANER
4124,"Guatemala",1,"Amatitlán",14,419,349,24,15,0,10,4,1,36,42,3,21,2,18,1,3,2,0,2,0,7,1,3,1,196,5,0,201,4,205,--,349,141,196,201,205,Algún campo sin dato,1,eb8c3f956c30f9d6f7963cdda71f3b66cbdc38f0a05ec5516e66c863c06d677b,26/06/2023 02:59:03,ESCANER
4125,"Guatemala",1,"Amatitlán",14,419,348,33,11,4,9,4,4,22,28,1,17,2,17,9,0,4,1,0,1,3,3,0,0,173,9,0,182,0,182,--,348,166,173,182,182,Algún campo sin dato,1,e56d771c74a2e77dbc97498f36e3003ad6e260bd2945c05e28402e9c8414a7bf,26/06/2023 00:17:04,ESCANER
4126,"Guatemala",1,"Amatitlán",14,420,339,67,5,3,15,6,4,30,40,6,16,3,20,7,1,0,0,1,0,4,1,1,5,235,6,0,241,0,241,--,339,98,235,241,241,Algún campo sin dato,1,90ce62d468441b0e414a3e4eb5bfd5978907cb86330d8ef8eb8e260316a4efec,26/06/2023 01:13:29,ESCANER
4127,"Guatemala",1,"Amatitlán",14,420,338,54,5,5,13,5,2,32,40,0,19,1,14,6,3,1,0,1,3,3,0,1,5,213,10,0,223,0,223,1,335,111,213,223,223,,1,f9abfb050cd09a8f8d343df59ebe97eeddde63c454c3f8456546f95759376445,26/06/2023 02:10:07,ESCANER
4128,"Guatemala",1,"Amatitlán",14,421,400,42,8,6,18,4,8,18,32,3,20,0,16,14,4,0,0,2,2,2,1,2,0,202,19,6,227,0,0,0,400,173,202,227,227,,1,141672bde318f07f4b450349bbcbcd1fcdbe961561523c1534c07091ed2909f9,26/06/2023 00:54:47,ESCANER
4129,"Guatemala",1,"Amatitlán",14,421,400,43,9,2,22,10,4,22,35,3,20,2,20,6,3,0,1,1,1,1,1,3,5,214,12,2,228,0,228,0,400,172,214,228,228,,1,dc9cddab6d6375b476593314ddca06de40902f28b1df0f80080af4ec665a4e07,26/06/2023 00:36:39,ESCANER
4130,"Guatemala",1,"Amatitlán",14,421,400,47,6,7,28,4,7,31,25,5,20,1,21,7,3,0,1,1,3,1,0,1,1,220,15,6,241,0,241,0,400,159,220,241,241,,1,3b3987d23b20e3522a178bcfb1e280e0d0cb7db702f7f3eaca252fde1e619dc8,26/06/2023 00:45:31,ESCANER
4131,"Guatemala",1,"Amatitlán",14,421,400,54,4,9,24,10,8,22,34,1,20,1,13,5,4,1,1,5,2,5,1,1,3,228,18,1,247,0,247,--,400,153,228,247,247,Algún campo sin dato,1,24b0c79487dd4d21bcde9db45debfda14ff595af4560e1d78251e313de519dd8,26/06/2023 02:56:38,ESCANER
4132,"Guatemala",1,"Amatitlán",14,421,400,30,9,3,17,9,6,39,41,1,28,1,11,6,3,1,1,5,2,5,0,1,0,219,14,4,237,0,237,--,400,163,219,237,237,Algún campo sin dato,1,1d0691bb12160d3755c0cfd4a1b2159d3ea36c2d5b9b162f2685b7584f8580d3,26/06/2023 01:45:56,ESCANER
4133,"Guatemala",1,"Amatitlán",14,421,400,56,6,6,20,10,1,27,48,3,17,0,15,7,4,0,0,1,1,2,1,1,0,226,17,2,245,0,245,--,400,155,226,245,245,Algún campo sin dato,1,910eb8fa485b53509fc0e62bc9cd1d06fb5ae2022175e42fb3b454fcb3999c13,26/06/2023 00:24:00,ESCANER
4134,"Guatemala",1,"Amatitlán",14,421,400,45,8,10,20,6,7,31,37,0,0,0,16,6,1,2,0,2,0,4,2,1,3,219,21,2,242,0,242,0,400,158,201,224,224,Sumas Asentadas sin cuadrar,1,603c45c33dc2c6c3c0f83446f91b28908404d86ec0b2847462de8c4251acc6ff,26/06/2023 01:13:16,ESCANER
4135,"Guatemala",1,"Amatitlán",14,421,400,38,5,5,18,6,4,29,37,2,15,0,12,12,2,1,0,1,1,1,0,3,1,193,18,2,213,0,213,0,400,186,193,213,213,,1,0d460aae2653a3f347119a61962ae68c768898f52f8ea0eed098f8559ba29eee,26/06/2023 00:50:52,ESCANER
4136,"Guatemala",1,"Amatitlán",14,422,400,35,4,8,25,9,6,33,34,1,12,1,14,13,2,2,0,0,1,2,1,1,2,206,14,3,223,0,223,--,400,176,206,223,223,Algún campo sin dato,1,49d6bbfdf70da78693ed42a2123794ef6bfabda5d93118266489db83c80f2aad,26/06/2023 01:19:39,ESCANER
4137,"Guatemala",1,"Amatitlán",14,422,400,32,5,9,25,2,7,27,30,1,14,1,16,6,5,1,3,1,1,4,2,0,1,193,18,2,213,1,214,--,400,187,193,213,214,Algún campo sin dato,1,b47da1fa72e08134b5a8a5b92b778de64e4d242e70a50b5a29931fed17d9c6c7,26/06/2023 00:27:53,ESCANER
4138,"Guatemala",1,"Amatitlán",14,422,400,43,5,10,14,12,6,27,29,2,18,2,9,8,3,0,1,2,1,6,0,1,1,200,13,1,214,0,214,--,400,186,200,214,214,Algún campo sin dato,1,c1278da23d0bc3606ad3a8ba6bc73ca2ffede2bee1948c8d4d29732c2be2415f,26/06/2023 00:42:51,ESCANER
4139,"Guatemala",1,"Amatitlán",14,422,400,51,6,3,19,9,5,34,41,3,13,1,18,3,0,2,1,1,1,0,0,1,0,214,18,1,233,1,234,--,401,166,212,231,232,Sumas Asentadas sin cuadrar,1,b1e34814939529af7a328a610a09c94248fb368c18603118c9d911b4b6b69060,26/06/2023 02:19:24,ESCANER
4140,"Guatemala",1,"Amatitlán",14,422,400,39,4,4,17,1,6,39,36,2,12,0,12,7,2,0,3,5,2,6,2,2,1,202,26,0,228,0,228,--,--,--,202,228,228,Algún campo sin dato,1,0ffc0bf073eaec83bb01533aecea3e8905711516a782793945f9e4b3dd3dc1ef,26/06/2023 02:26:55,ESCANER
4141,"Guatemala",1,"Amatitlán",14,422,400,39,6,4,15,8,11,28,32,2,15,0,15,8,3,2,1,1,1,5,0,1,0,198,19,1,217,0,217,--,400,153,197,217,217,Sumas Asentadas sin cuadrar,1,1e969d8458e879061b196865c47dac7a487d4888f64f615946d78704a0b70c0e,26/06/2023 04:37:18,ESCANER
4142,"Guatemala",1,"Amatitlán",14,422,400,40,2,6,18,9,12,22,35,3,10,0,11,8,1,1,1,3,6,3,2,0,1,194,14,1,209,0,209,--,400,191,194,209,209,Algún campo sin dato,1,4af76bb49f043a1f81c8992ac14f895c6d36b32ea7f62eeece530d21ff27af8a,26/06/2023 02:51:14,ESCANER
4143,"Guatemala",1,"Amatitlán",14,422,400,35,4,7,20,4,12,24,38,2,16,2,7,4,4,1,0,4,0,4,1,0,1,190,11,3,204,0,204,0,400,196,190,204,204,,1,a696204525ae44eff96908064b5048b3de4996a956ec4aad1aa8003f81313029,26/06/2023 02:22:15,ESCANER
4144,"Guatemala",1,"Amatitlán",14,423,400,31,5,2,19,11,8,17,29,3,19,1,10,7,3,0,2,2,2,6,0,0,2,179,14,2,201,0,396,0,396,201,179,195,195,Sumas Asentadas sin cuadrar,1,b16152aab1a23fb90bb2aa0edeeb79db50e9e46fdd4097ea240da3b516222186,26/06/2023 01:38:36,ESCANER
4145,"Guatemala",1,"Amatitlán",14,423,400,32,4,2,11,2,8,25,35,1,17,0,13,11,5,2,1,3,3,3,1,1,2,182,8,0,190,0,190,--,400,207,182,190,190,Algún campo sin dato,1,6a840938e2af96e1138bfa5c4c39fceb6c2df79c88b385f5df044da516ae881a,26/06/2023 00:50:25,ESCANER
4146,"Guatemala",1,"Amatitlán",14,423,400,39,9,4,5,6,3,29,44,1,10,3,11,9,2,1,1,0,1,2,1,0,1,182,14,2,198,0,198,--,398,200,182,198,198,Algún campo sin dato,1,10a47348f60f66ade89df5dc822f6b9da7b0ff95d8f2f22c5827f8ab5d59ea55,26/06/2023 00:45:48,ESCANER
4147,"Guatemala",1,"Amatitlán",14,423,400,27,4,4,14,8,4,25,37,7,14,0,10,7,2,0,1,1,0,1,1,3,1,171,7,1,179,0,179,--,400,221,171,179,179,Algún campo sin dato,1,06108d1d20802469a18bf7be34f86a021f89b430c7719bdb456f05e754fd2b9d,26/06/2023 01:51:41,ESCANER
4148,"Guatemala",1,"Amatitlán",14,423,400,37,5,2,8,5,2,33,41,1,16,0,11,10,2,0,2,2,3,4,0,1,2,187,11,0,198,0,198,0,400,202,187,198,198,,1,1541c8b4ab907682cdbc848e6764a811b7bf5c50076910512fa423439d0f9544,26/06/2023 00:31:51,ESCANER
4149,"Guatemala",1,"Amatitlán",14,423,400,30,3,3,6,6,0,26,23,2,12,0,5,6,0,0,0,1,0,3,1,1,0,128,7,1,136,0,136,--,400,264,128,136,136,Algún campo sin dato,1,520cc7bf47799e70e75a1f3e7254273a8e4544ff553cd39c94b27e942ee39843,25/06/2023 23:19:37,ESCANER
4150,"Guatemala",1,"Amatitlán",14,423,287,17,2,0,9,4,4,21,31,1,4,0,7,7,1,0,0,2,2,0,1,1,1,115,4,1,120,0,120,0,287,167,115,120,120,,1,9c22ee61de2b99098a29ec7ba7527e30969bbe770138ea2c1039d0598f9e637f,25/06/2023 22:23:53,ESCANER
4151,"Guatemala",1,"Amatitlán",14,423,286,9,4,8,4,4,4,28,23,1,10,0,5,9,1,1,1,0,0,4,0,1,0,117,11,1,129,0,129,--,285,156,117,129,129,Algún campo sin dato,1,9c029fa4cca22b45b9059021e3186bba931b9768b304927b3f9a26f82a097b4c,25/06/2023 22:35:15,ESCANER
4152,"Guatemala",1,"Amatitlán",14,424,400,43,7,11,12,10,7,34,58,4,24,1,7,10,4,2,0,1,2,3,0,1,1,242,12,1,255,0,255,0,400,145,242,255,255,,1,aff4a042c3bb9c0dabd9f90b7173b72ab48f5208f7ef21a453088bfc9ce9ea61,26/06/2023 00:57:31,ESCANER
4153,"Guatemala",1,"Amatitlán",14,424,400,55,5,8,12,8,11,26,40,2,29,1,8,8,3,1,0,2,5,0,1,1,0,226,29,5,260,0,260,--,399,139,226,260,260,Algún campo sin dato,1,ee86d2c6deff1c9d5b02faa4d92674e2a0c2a797a9add353fcd90385edb27350,26/06/2023 01:35:12,ESCANER
4154,"Guatemala",1,"Amatitlán",14,424,400,36,4,6,11,6,4,36,55,1,0,2,9,5,4,1,2,3,1,2,1,1,1,226,17,0,243,0,243,--,--,769,191,208,208,Sumas Asentadas sin cuadrar,1,a4a660148fb2f79763091ca5ff40cc40dee253d3adf240f8879e04c4fc0a4fa7,26/06/2023 04:23:32,ESCANER
4155,"Guatemala",1,"Amatitlán",14,424,400,48,3,10,12,10,6,35,41,3,29,0,7,5,2,0,0,3,0,2,0,3,1,220,9,2,231,0,231,--,400,169,220,231,231,Algún campo sin dato,1,38fb90a9f982a281edffcb9a0938d465fc076baadd00e399de55981edcd6bb49,26/06/2023 02:14:41,ESCANER
4156,"Guatemala",1,"Amatitlán",14,424,400,43,5,6,16,9,10,25,35,3,26,0,12,7,3,1,0,0,2,2,0,2,3,210,13,1,224,1,225,--,400,175,210,224,225,Algún campo sin dato,1,27197ffca1bd90029c356bb8223710020d86b51188901bb4994ca3a3b41c79cf,26/06/2023 02:00:34,ESCANER
4157,"Guatemala",1,"Amatitlán",14,424,400,55,8,11,10,9,7,32,40,2,31,0,11,3,1,0,0,1,0,1,0,2,2,226,21,0,247,0,247,--,403,156,226,247,247,Algún campo sin dato,1,f71aae62462a9a6558e8014f7bc4edff160670e0ee424de7fa7b763312d23933,26/06/2023 02:08:16,ESCANER
4158,"Guatemala",1,"Amatitlán",14,424,400,40,4,7,12,6,8,29,46,1,22,0,9,9,0,1,0,4,2,4,2,2,0,400,16,4,228,0,228,--,400,172,208,228,228,Sumas Asentadas sin cuadrar,1,bca9017524790ed53c53c7fd27cf6e9702be640863b6ee51cbd4400009a67f68,26/06/2023 03:35:27,ESCANER
4159,"Guatemala",1,"Amatitlán",14,424,400,44,3,6,11,7,4,32,47,1,20,0,4,7,5,0,0,1,0,2,2,0,2,198,11,0,209,0,209,--,399,190,198,209,209,Algún campo sin dato,1,3e068df99196217c4afb8c72a6772cc0868b934c9c63ffebe1537323b455c6d9,26/06/2023 01:54:48,ESCANER
4160,"Guatemala",1,"Amatitlán",14,424,286,33,2,5,5,9,2,22,29,0,18,3,7,10,2,0,0,1,2,3,2,2,1,157,0,3,160,0,160,--,282,123,158,161,161,Sumas Asentadas sin cuadrar,1,5efca27ea26621db47ceedf6dcdad2026b347db65a05f76d0a1912d8e24e4701,26/06/2023 02:13:12,ESCANER
4161,"Guatemala",1,"Amatitlán",14,424,286,18,3,6,7,9,2,9,22,2,9,0,6,5,0,1,1,1,1,1,1,1,1,106,8,1,115,0,115,--,286,171,106,115,115,Algún campo sin dato,1,e8ab717552d6ac67891e8d6ddc9f9149df5c0e6b6c792a573b81fe82f84b4938,26/06/2023 00:11:42,ESCANER
4162,"Guatemala",1,"Amatitlán",14,425,400,46,6,14,18,11,12,17,47,1,24,0,5,7,5,0,1,3,5,5,3,2,3,235,11,0,246,1,247,--,400,153,235,246,247,Algún campo sin dato,1,563aeb2648a04d0e32d42c694f049cd35f9672fb0b9f66797a2ca11e99ee0660,26/06/2023 01:38:53,ESCANER
4163,"Guatemala",1,"Amatitlán",14,425,400,32,3,10,22,16,8,23,50,2,22,3,4,2,5,0,2,2,3,7,0,3,4,223,24,2,249,1,250,--,400,150,223,249,250,Algún campo sin dato,1,fe8a15256822e170bc618cc394acf85cb855bd69ecaa4c016167fe26bb90683e,26/06/2023 00:38:41,ESCANER
4164,"Guatemala",1,"Amatitlán",14,425,400,48,0,8,16,12,5,30,36,2,17,1,8,7,3,2,5,0,2,5,2,0,6,215,12,1,228,0,228,0,400,168,215,228,228,,1,6aa7bce9df398420e584bf2644fde021fa3e9f0b61f059b5781968c9a8802d89,26/06/2023 02:29:26,ESCANER
4165,"Guatemala",1,"Amatitlán",14,425,400,34,2,9,7,12,8,20,49,3,20,3,8,4,5,0,3,2,2,4,3,1,2,201,21,2,224,0,224,--,400,176,201,224,224,Algún campo sin dato,1,ac1ea011413fe728455f4fa9836b4520b90997cfed63aca68cc9bb51664b98e2,26/06/2023 00:22:15,ESCANER
4166,"Guatemala",1,"Amatitlán",14,425,400,46,1,10,18,17,4,22,35,2,16,1,4,7,1,0,1,1,8,4,2,2,4,206,21,2,229,0,206,--,400,171,206,229,229,Sumas Asentadas sin cuadrar,1,140533c4cf43c26942e0b8e67d72e8218b780437c0b97f3277ac5d278de1da00,26/06/2023 01:33:26,ESCANER
4167,"Guatemala",1,"Amatitlán",14,425,400,41,2,4,19,11,10,26,38,4,15,1,2,9,2,1,0,4,1,4,2,2,5,203,21,3,227,0,227,--,400,113,203,227,227,Algún campo sin dato,1,eb6dc19d3b4d7593cd91de64a0655d5154ece0cd5791e5b8b29605e46c80924c,26/06/2023 05:18:07,ESCANER
4168,"Guatemala",1,"Amatitlán",14,425,400,38,5,7,13,8,6,27,40,0,0,2,7,10,7,0,3,1,2,5,0,1,1,202,11,3,216,0,216,--,400,184,183,197,197,Sumas Asentadas sin cuadrar,1,e6dff9b0ec1ef5cd31d1137e04da5e9bcf0676e8b6ecf547a83d88d18e9a66e9,26/06/2023 03:20:16,ESCANER
4169,"Guatemala",1,"Amatitlán",14,425,324,33,3,8,7,7,3,28,35,1,14,0,4,8,1,1,2,1,0,5,2,0,2,165,6,0,171,0,171,--,324,153,165,171,171,Algún campo sin dato,1,4351a8b65facdd64ec2272f0020d545ddc1abc25ec54ab4846654378b353ca12,25/06/2023 23:31:13,ESCANER
4170,"Guatemala",1,"Amatitlán",14,425,324,27,1,6,7,5,4,22,25,0,11,0,3,8,2,1,0,0,1,2,2,1,0,128,7,2,137,0,137,--,321,184,128,137,137,Algún campo sin dato,1,49ec72f648208b6074641d57b483836cc6b7cea502e87c3acec46ca995b89f4f,26/06/2023 00:10:17,ESCANER
4171,"Guatemala",1,"Amatitlán",14,426,400,57,0,8,18,13,1,38,51,3,15,0,6,6,5,1,1,2,2,9,3,1,4,244,13,3,260,0,260,--,380,120,244,260,260,Algún campo sin dato,1,a53d57c362c468256a3fc82eb7f334b47a54a3ad4353329ce867ebc070e9bd41,26/06/2023 01:50:58,ESCANER
4172,"Guatemala",1,"Amatitlán",14,426,400,59,2,14,21,8,6,39,50,5,14,1,7,10,2,0,2,4,3,9,5,0,2,263,15,0,278,0,278,--,400,122,263,278,278,Algún campo sin dato,1,ba1ab88991205181ff65c5e748d493483bc6d0a90efaf8252454d0639b4bd857,26/06/2023 01:57:47,ESCANER
4173,"Guatemala",1,"Amatitlán",14,426,400,55,0,6,18,14,9,43,44,3,16,1,6,9,2,0,2,0,2,9,3,0,4,246,9,0,255,1,256,--,400,144,246,255,256,Algún campo sin dato,1,427bb21c59437c86433a010578a94d1e6feab413a56c07580d509b21a8892589,26/06/2023 00:58:47,ESCANER
