TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
208,208,100.0000,208,100.0000,0,78651,44789,56.9465

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VALOR,MLP,VAMOS,UNE,U R N G - MAIZ,VIVA,BIEN,CABAL,UR,PPN,FCN-NACION,MI FAMILIA,VOS,PHG,PR,TODOS,P A N,VICTORIA,AZUL,PODEMOS,CAMBIO,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
4174,"Guatemala",1,"Amatitlán",14,426,400,40,1,8,19,6,2,35,60,8,9,0,7,12,4,0,0,5,1,5,3,1,4,230,16,2,248,0,248,0,400,152,230,248,248,,1,407e20f0c1ea845853d27fee3867c0e6a80f797f6ed95e222002854751e2cacb,25/06/2023 23:56:26,ESCANER
4175,"Guatemala",1,"Amatitlán",14,426,400,52,3,5,12,9,8,46,46,4,14,2,4,7,4,0,2,2,0,4,1,1,3,229,23,2,254,0,254,0,400,146,229,254,254,,1,4a5c88bfb515af2294c5bc88fb8680307fc146c67d06b1785f76d1afb4755d32,26/06/2023 01:47:46,ESCANER
4176,"Guatemala",1,"Amatitlán",14,426,380,44,0,4,14,5,5,38,46,1,8,1,3,8,4,2,0,1,2,10,5,4,3,208,10,0,218,0,218,--,380,162,208,218,218,Algún campo sin dato,1,1190db70766fd3f25e750ee555070f6b263ebe7e380229d1ef5483426503f6a1,26/06/2023 00:22:55,ESCANER
4177,"Guatemala",1,"Amatitlán",14,426,380,29,4,3,12,5,3,30,41,0,12,0,5,10,3,0,0,1,3,6,1,1,3,172,10,0,182,0,182,--,380,198,172,182,182,Algún campo sin dato,1,b5a0ad2082e660d908f2a46a68c307ed9fe3cea244f35caaa1f9442c6fd36308,26/06/2023 01:01:05,ESCANER
4178,"Guatemala",1,"Amatitlán",14,427,380,53,4,18,27,12,7,3,38,2,18,2,2,5,3,1,0,2,1,1,2,0,1,202,15,3,220,0,220,--,380,160,202,220,220,Algún campo sin dato,1,d747f0c5df8b4647d727538f9f7b91a8562456950fa8ae8bf7706b7e1b44f42a,26/06/2023 02:19:34,ESCANER
4179,"Guatemala",1,"Amatitlán",14,427,380,51,1,14,23,13,8,6,30,3,21,1,1,4,3,2,1,2,0,1,0,0,0,187,8,5,200,0,200,--,400,200,185,198,198,Sumas Asentadas sin cuadrar,1,c1bfccf89142cde8fb202c924f225cccd2409321dc85137774769ffb4d200395,26/06/2023 02:32:48,ESCANER
4180,"Guatemala",1,"Amatitlán",14,427,380,58,0,11,14,11,3,9,23,3,15,0,2,6,4,2,2,2,3,1,0,1,1,171,10,1,182,0,182,0,380,198,171,182,182,,1,19214b857aa8160d35a9d9f5a74ef49e628f796434b2511d5101d132996e7de7,26/06/2023 02:42:34,ESCANER
4181,"Guatemala",1,"Amatitlán",14,427,380,52,1,17,11,18,5,7,29,4,20,0,4,2,3,0,2,3,1,3,0,0,2,184,19,3,206,0,206,--,381,175,184,206,206,Algún campo sin dato,1,632ffa304febf5b10acf94e7aea558fddfa24635d89d7105c0019c8db4790feb,26/06/2023 03:10:26,ESCANER
4182,"Guatemala",1,"Amatitlán",14,427,380,62,0,12,17,11,9,8,21,1,15,1,4,4,2,1,2,1,1,5,0,1,2,180,13,1,194,1,195,0,381,186,180,194,195,,1,1e94a8e1a5029a580f9253b9185491293a535cb3c7f32b82eb0ae553cc632b2f,26/06/2023 02:34:10,ESCANER
4183,"Guatemala",1,"Amatitlán",14,428,380,35,1,14,26,10,3,7,23,1,20,2,2,1,2,0,3,3,3,9,0,1,2,168,18,1,187,0,187,--,380,193,168,187,187,Algún campo sin dato,1,1e6dacc27cb4366da20259d6e7e5a1079c312f38c579a8b5a934969c25ff524a,26/06/2023 00:42:12,ESCANER
4184,"Guatemala",1,"Amatitlán",14,428,380,45,2,11,21,13,3,16,21,1,10,0,2,6,1,0,0,2,0,2,1,0,2,159,11,1,171,0,171,--,380,209,159,171,171,Algún campo sin dato,1,f168132a6db8766e6b026e86aa48efed561b11af95c701d617b727343b122a1b,26/06/2023 01:24:45,ESCANER
4185,"Guatemala",1,"Amatitlán",14,428,380,39,1,15,18,15,3,7,23,0,24,2,2,4,2,1,1,3,0,4,0,1,1,166,11,3,180,0,180,0,380,200,166,180,180,,1,e28a2a546e171f2e0bca1e8a7e1a0ddce70cf120882ed23f7664a7774e3a3ab3,25/06/2023 23:48:53,ESCANER
4186,"Guatemala",1,"Amatitlán",14,428,380,52,2,12,9,15,2,11,22,2,17,0,4,4,4,0,1,1,1,2,1,1,1,164,14,0,178,0,178,--,380,202,164,178,178,Algún campo sin dato,1,6ae7cd4a49c1df5f549bd61107aee7879321eb3ba631cee7bd07c01f26c453f9,25/06/2023 23:20:38,ESCANER
4187,"Guatemala",1,"Amatitlán",14,428,237,25,2,6,8,7,2,11,16,1,16,0,2,2,0,0,0,0,0,0,0,2,1,101,4,0,105,0,105,--,237,132,101,105,105,Algún campo sin dato,1,a867019ef415a882eed0e5111a4cb7d21daba253e43814249ea53dfd0825237e,26/06/2023 01:08:18,ESCANER
4188,"Guatemala",1,"Amatitlán",14,428,237,22,1,1,11,3,3,9,8,0,10,0,2,5,0,0,0,0,0,2,0,0,0,77,7,0,84,0,84,--,237,153,77,84,84,Algún campo sin dato,1,2aad0ac857020acdaf86ea652885281c3db53dbdac4fa68ff40211d1cdfa1bad,26/06/2023 00:55:44,ESCANER
4189,"Guatemala",1,"Amatitlán",14,429,380,22,3,27,20,7,6,19,33,1,7,0,13,4,3,1,0,6,1,4,2,0,0,179,20,4,203,--,--,--,380,177,179,203,203,Algún campo sin dato,1,b4e6948236e51e818c010e53ed4785d02b037060922dbddb85f14eaf900ce02d,25/06/2023 23:46:11,ESCANER
4190,"Guatemala",1,"Amatitlán",14,429,380,47,3,32,18,9,7,23,33,3,9,0,8,3,2,0,0,1,3,14,0,0,1,216,12,1,229,0,229,--,380,151,216,229,229,Algún campo sin dato,1,4c2b7122191bdc6937b15d9d95278c763030a5db3ef5f4c1590fc0d882eef681,26/06/2023 00:28:48,ESCANER
4191,"Guatemala",1,"Amatitlán",14,429,380,52,1,30,15,9,7,19,31,1,8,1,12,4,1,0,3,4,2,4,0,0,0,204,23,3,230,0,230,0,380,150,204,230,230,,1,dbd5ffc66f2f20e1c7dfb0415d5055fac5b1c9ad96267157ea39b6a9d1a3106a,26/06/2023 00:17:57,ESCANER
4192,"Guatemala",1,"Amatitlán",14,429,380,42,1,28,11,11,6,28,28,0,11,0,11,6,2,1,0,2,0,5,1,1,3,198,15,2,215,0,215,--,380,165,198,215,215,Algún campo sin dato,1,f21159d319799c2b9218661418b7ac460e00aef74496d3683a5fed6638e79816,25/06/2023 23:56:27,ESCANER
4193,"Guatemala",1,"Amatitlán",14,429,380,26,0,35,15,7,7,16,42,2,8,0,15,2,1,0,0,0,2,2,0,0,3,183,26,0,209,0,209,--,380,171,183,209,209,Algún campo sin dato,1,e83af78061d01ff2ce382871e2f51f70f055683fa0358a8072c272764c2ffd28,25/06/2023 23:37:42,ESCANER
4194,"Guatemala",1,"Amatitlán",14,429,380,34,4,30,19,8,9,19,21,0,9,0,8,5,5,0,1,0,4,5,0,1,0,182,19,7,208,0,208,--,380,172,182,208,208,Algún campo sin dato,1,12e909fd7602eae8b26338d8d2b8b87358ade8ed7b4aca83406731e8a884812c,26/06/2023 00:45:15,ESCANER
4195,"Guatemala",1,"Amatitlán",14,429,380,31,1,32,10,8,3,24,31,2,17,1,9,7,3,0,1,4,0,6,0,0,1,191,15,4,210,0,210,--,380,170,191,210,210,Algún campo sin dato,1,bd833d948c55aaadb9cac34cb5eccb3477aab4a5c4c1539f32d82499b6603a79,26/06/2023 01:55:51,ESCANER
4196,"Guatemala",1,"Amatitlán",14,429,380,33,1,20,28,6,9,33,19,1,5,1,12,5,5,0,0,2,3,5,0,1,1,207,11,6,207,0,207,--,380,173,190,207,207,Sumas Asentadas sin cuadrar,1,4344aab40e712209ae1dd7c901589b553eac833e84692dcedc96fd26ae694fa0,26/06/2023 02:50:50,ESCANER
4197,"Guatemala",1,"Amatitlán",14,429,380,26,1,26,15,10,2,18,26,2,7,1,11,4,3,0,0,3,0,7,0,0,1,163,11,2,176,0,176,--,380,204,163,176,176,Algún campo sin dato,1,3a0ca6df9147a0eb697596af59f6a41bd67fca31e532b61dd2a24e950dcf5ac7,26/06/2023 01:49:27,ESCANER
4198,"Guatemala",1,"Amatitlán",14,430,380,44,1,27,9,5,5,17,26,1,9,0,8,4,2,1,1,1,1,5,0,2,0,169,6,1,176,0,176,--,--,--,169,176,176,Algún campo sin dato,1,e3cb7691aefd8ef8099f54a274eebb226c0fa21b558ffd46cb95a06cd3036f6c,25/06/2023 21:58:56,ESCANER
4199,"Guatemala",1,"Amatitlán",14,430,256,24,2,20,5,2,2,18,19,0,12,1,3,6,4,0,0,0,1,3,1,0,0,123,5,1,129,0,129,--,256,127,123,129,129,Algún campo sin dato,1,4cb9dd686c1d34dd89324a24fef6a2a8b1acf3da4425fe08431118020ccfc06f,26/06/2023 00:47:00,ESCANER
4200,"Guatemala",1,"Amatitlán",14,430,255,16,0,13,8,4,3,19,12,1,10,0,7,5,3,1,0,0,1,2,0,1,0,106,7,0,113,0,113,--,255,142,106,113,113,Algún campo sin dato,1,3d8d88cf86072c0651bb2a79f500fa10dbd1e507b3155dc643998355c2d53a37,25/06/2023 23:33:45,ESCANER
4201,"Guatemala",1,"Amatitlán",14,431,380,59,3,17,8,8,0,28,28,1,29,0,4,4,0,0,1,2,1,0,0,0,0,193,11,3,207,0,207,--,380,173,193,207,207,Algún campo sin dato,1,7aa141ab38c1fdddc61dfdbd8b2c4bfa1845b2c01012980dfbc8650588bb3d4d,26/06/2023 01:59:22,ESCANER
4202,"Guatemala",1,"Amatitlán",14,431,380,58,9,20,13,3,4,25,40,4,34,1,5,1,2,2,0,1,3,1,0,1,0,227,11,3,241,0,241,--,380,139,227,241,241,Algún campo sin dato,1,5330098d6a4c9becc77ee7448df2fd945d512db187c13d98b0e104e35f41621a,26/06/2023 01:20:16,ESCANER
4203,"Guatemala",1,"Amatitlán",14,431,380,46,4,15,10,10,2,25,21,1,35,1,5,5,3,1,0,2,0,0,0,0,2,188,14,3,205,0,205,--,380,175,188,205,205,Algún campo sin dato,1,58cc6003556a9881f9df14488929625372552b9cff269897bd50e1c2df336e72,26/06/2023 00:35:36,ESCANER
4204,"Guatemala",1,"Amatitlán",14,431,380,29,3,18,16,2,5,23,31,2,26,0,4,2,1,1,0,0,3,0,1,1,0,168,16,1,185,0,185,--,380,195,168,185,185,Algún campo sin dato,1,768989da981d3be8953fac07b146e466ee3b1c45323065b813e44cb574370f46,26/06/2023 01:54:51,ESCANER
4205,"Guatemala",1,"Amatitlán",14,431,380,35,2,12,10,4,3,27,19,1,38,0,6,2,0,1,1,1,1,0,1,0,1,165,6,2,173,0,173,--,380,207,165,173,173,Algún campo sin dato,1,aa91cf9ef0f7f6e4ba5b5d797546a335994407ef2a9f2307ad1b3069dc608e8f,26/06/2023 00:51:25,ESCANER
4206,"Guatemala",1,"Amatitlán",14,431,287,23,1,11,3,5,1,29,23,0,17,1,7,4,2,0,0,1,0,1,0,0,0,129,5,1,135,0,135,0,287,152,129,135,135,,1,84aeaacdf7dcae3091437677aa8eb3a36c33f50ab91a5464ecd82b473afec4b8,25/06/2023 23:12:29,ESCANER
4207,"Guatemala",1,"Amatitlán",14,431,286,21,1,4,4,4,2,19,19,0,22,0,3,2,2,0,0,0,1,0,0,0,0,104,2,0,106,0,106,--,286,180,104,106,106,Algún campo sin dato,1,6d6ddd4b11b0e978c449d85c61bc6c08c905b6882fe80271eb1f35ee28ae7ef5,26/06/2023 01:40:30,ESCANER
4208,"Guatemala",1,"Amatitlán",14,432,380,89,9,7,19,8,5,12,8,0,29,0,7,0,0,0,0,1,0,1,1,1,--,197,25,4,226,--,226,--,380,154,197,226,226,Algún campo sin dato,1,810030b1220a5dd315b9555ba00dc802e23282a9199b1aec8543a4e1d2530830,26/06/2023 05:38:48,ESCANER
4209,"Guatemala",1,"Amatitlán",14,432,380,82,15,3,11,5,5,20,17,0,21,0,11,2,2,0,0,1,2,1,0,1,0,199,22,1,222,0,222,--,380,158,199,222,222,Algún campo sin dato,1,963344e6001e1c487534f4576d6e584e984047d04b3daa26636b381581532f5f,26/06/2023 00:14:51,ESCANER
4210,"Guatemala",1,"Amatitlán",14,432,380,94,14,4,11,8,7,14,17,0,18,0,5,3,0,0,2,2,1,0,2,1,0,203,21,2,226,0,226,--,380,154,203,226,226,Algún campo sin dato,1,2e27d7579671038ce6cf3fe8a80ab15b5db60875b40e756c839ea1983b18966d,26/06/2023 04:26:01,ESCANER
4211,"Guatemala",1,"Amatitlán",14,432,380,70,6,6,9,7,4,13,14,4,19,0,8,3,1,0,1,1,1,0,2,0,0,169,16,0,185,0,185,--,380,195,169,185,185,Algún campo sin dato,1,2d958b0a720e57cff454584f1674d5584be313380b838b3cae2c72a44a5b2d13,26/06/2023 03:50:36,ESCANER
4212,"Guatemala",1,"Amatitlán",14,432,228,40,6,1,7,3,1,11,7,0,12,0,6,1,2,0,0,0,0,0,0,1,1,99,10,0,109,0,109,--,228,119,99,109,109,Algún campo sin dato,1,4d2af90fdaf480e8ce5da90a56432fdb4877e5c89a22c16940921b727dd7c680,25/06/2023 23:49:49,ESCANER
4213,"Guatemala",1,"Amatitlán",14,432,227,33,0,2,2,6,3,16,9,1,7,0,5,6,0,1,0,0,0,0,0,0,0,91,8,0,99,0,99,--,227,128,91,99,99,Algún campo sin dato,1,0bd87ed0c54c9cd333b58268ce2854a6a99f5b89dd3963d40e52c301c2dc7f27,25/06/2023 23:23:54,ESCANER
4214,"Guatemala",1,"Amatitlán",14,433,313,16,1,16,55,4,1,13,3,0,36,1,1,2,0,0,0,0,1,0,1,0,0,155,28,2,181,0,181,--,310,129,151,181,181,Sumas Asentadas sin cuadrar,1,582d4c82e3133b68150233823187cb85f4b77655679344fc0fcff48dfd816e3c,26/06/2023 00:38:02,ESCANER
4215,"Guatemala",1,"Amatitlán",14,433,312,18,4,11,39,6,1,6,4,0,32,0,0,0,0,0,0,1,1,0,2,0,1,126,15,5,146,0,146,--,312,166,126,146,146,Algún campo sin dato,1,a9cc355a6b7a9a8b768ad59411f2d347cf96ff322eae47aa51d32e59e458122d,26/06/2023 00:52:24,ESCANER
4216,"Guatemala",1,"Amatitlán",14,434,380,34,10,15,23,6,2,9,29,1,2,1,8,0,0,0,0,1,0,1,0,0,1,143,63,4,210,0,210,0,380,170,143,210,210,,1,f6a5b2fcaea5028a47a0fe24ca162d087d918f28e2645afb596c6a4bccddaf94,26/06/2023 03:40:13,ESCANER
4217,"Guatemala",1,"Amatitlán",14,434,380,59,13,18,23,4,3,5,48,1,3,0,12,3,1,0,0,3,0,0,0,0,0,196,22,4,222,0,222,0,158,0,196,222,222,,1,e8ac8df63b6a32ed7440407e798eb621cb01c6b88829497ad331b8a4242b86a9,26/06/2023 05:24:39,ESCANER
4218,"Guatemala",1,"Amatitlán",14,434,380,70,14,24,19,1,2,14,48,2,7,0,1,0,3,0,0,0,1,0,0,0,0,206,17,1,224,0,224,0,380,156,206,224,224,,1,703c5ec0f64fd10bc8bf8752ef3bf8f91a71fb71916e77151e18ca2a95b1ce0a,26/06/2023 00:40:46,ESCANER
4219,"Guatemala",1,"Amatitlán",14,434,380,49,23,13,19,4,1,11,24,0,3,1,4,1,0,0,1,1,0,4,0,0,1,160,17,5,182,0,182,0,380,198,160,182,182,,1,bfaae9a9794364e372032bc980924771c8a2818b056b060ca3ca037ffef4b449,25/06/2023 23:45:26,ESCANER
4220,"Guatemala",1,"Amatitlán",14,434,380,50,15,13,16,4,3,10,40,0,9,0,6,0,0,0,1,1,1,0,0,0,0,169,26,5,200,0,200,0,380,180,169,200,200,,1,8f6e223fdf35f7f452bd1272e75961751968a6fda0cc82aa7cd354f41efd703d,26/06/2023 00:15:49,ESCANER
4221,"Guatemala",1,"Amatitlán",14,434,272,30,13,17,11,2,3,6,25,1,3,1,3,0,0,0,1,1,0,0,0,0,0,117,9,0,126,9,135,--,272,146,117,126,135,Algún campo sin dato,1,a8faeecb7d1c7295e7e99d97a175112ee5d6d1d02b4f1fbadd8aaa93b4241068,25/06/2023 23:23:45,ESCANER
4222,"Guatemala",1,"Amatitlán",14,434,271,37,6,4,8,1,0,6,23,0,2,1,3,1,0,0,0,0,1,0,0,0,0,93,5,0,98,0,98,--,271,173,93,98,98,Algún campo sin dato,1,8e190d100614fc593a0187b5c5fae471f9d6a935a557094f3027a20f585b54bb,26/06/2023 00:59:21,ESCANER
4223,"Guatemala",1,"Amatitlán",14,435,380,97,0,15,72,3,2,17,6,0,5,1,1,0,0,0,2,1,0,3,1,1,0,227,23,12,262,0,262,--,380,118,227,262,262,Algún campo sin dato,1,5808f8c1aa834c281fdc1a32dcf9cf73bbd9d526c1452bf8fb660ab638c5da51,25/06/2023 23:25:00,ESCANER
4224,"Guatemala",1,"Amatitlán",14,435,380,114,0,3,67,2,3,9,7,1,4,2,0,1,0,0,0,2,0,0,0,1,0,216,26,4,246,0,246,--,380,134,216,246,246,Algún campo sin dato,1,4f899851ce8d1d413e586f16ee9d35190f075dd5895d8762fb044919ae6015a3,26/06/2023 03:31:53,ESCANER
4225,"Guatemala",1,"Amatitlán",14,435,380,113,0,7,43,2,1,11,6,0,7,3,1,3,0,0,0,2,0,2,0,0,0,201,18,1,210,0,210,--,210,170,201,220,220,Sumas Asentadas sin cuadrar,1,2f9f487458e6edd46b9c64a9b46a2c1aa612046aebf37d3a8f80d389763dc8cc,26/06/2023 00:43:55,ESCANER
4226,"Guatemala",1,"Amatitlán",14,435,380,83,0,7,48,1,3,4,0,0,1,0,3,1,0,0,1,0,1,1,0,0,3,157,30,6,193,0,193,0,381,188,157,193,193,,1,bdc403d97ee26fb039d5f9e26b0e35fd762f8404b966efd2841b2678cef4bf88,26/06/2023 01:38:11,ESCANER
4227,"Guatemala",1,"Amatitlán",14,435,230,63,1,3,18,1,0,6,2,0,3,1,2,1,0,0,0,1,0,0,0,0,0,102,3,0,105,0,105,--,230,125,102,105,105,Algún campo sin dato,1,cf852ee1d8a5d452edd4de9d7d6793901776028a89ae9eade103e47907bee8e0,25/06/2023 22:52:03,ESCANER
4228,"Guatemala",1,"Amatitlán",14,435,230,42,0,7,23,1,0,6,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,84,2,4,90,0,90,0,230,140,84,90,90,,1,eb587fa1bbae7be430ffa33a4f3096e43e504a38e2d495e07f8f1c745837f97f,25/06/2023 23:51:25,ESCANER
4229,"Guatemala",1,"Amatitlán",14,436,380,39,1,9,30,11,10,27,33,3,7,0,6,3,6,0,1,0,1,2,0,2,1,192,26,6,224,0,224,--,380,156,192,224,224,Algún campo sin dato,1,3bacfd2b400190e7b7ae856b32eabd6fb27428674556ea0000bf95eb7082731a,26/06/2023 00:10:30,ESCANER
4230,"Guatemala",1,"Amatitlán",14,436,380,40,0,10,39,12,11,41,15,4,5,2,4,6,6,0,1,3,4,3,0,0,3,209,27,2,238,0,238,--,381,143,209,238,238,Algún campo sin dato,1,ef66836a72411d81a6bb99e328a0c0dd39f83923d122ee26a7a860fc7a6aa296,26/06/2023 02:27:42,ESCANER
4231,"Guatemala",1,"Amatitlán",14,436,380,33,0,13,28,20,13,38,37,2,10,0,4,2,1,0,2,3,1,1,1,1,0,210,19,5,234,0,234,--,380,146,210,234,234,Algún campo sin dato,1,5110ccf523ed7a38e3072b9c93b445962d7e6b9dc4c4a954e7d3e8c29f19ecb8,26/06/2023 01:26:27,ESCANER
4232,"Guatemala",1,"Amatitlán",14,436,380,29,14,8,24,10,7,24,27,12,5,3,5,5,5,1,1,1,3,2,1,1,1,189,14,3,206,1,207,--,380,173,189,206,207,Algún campo sin dato,1,434c94dff78ffac63c56ffa6ddd34257f93f60c500607ae08073da0fe0b09fe3,26/06/2023 03:48:02,ESCANER
4233,"Guatemala",1,"Amatitlán",14,436,380,30,4,14,26,14,11,28,22,0,9,1,12,9,6,1,0,2,1,2,2,1,0,195,28,4,227,0,227,--,380,153,195,227,227,Algún campo sin dato,1,683b383ee8e0307302835292fd24099a688b7e25ee04ef97e3a1b0769c8061b4,26/06/2023 00:17:36,ESCANER
4234,"Guatemala",1,"Amatitlán",14,436,380,35,3,7,28,10,14,27,25,2,10,0,6,3,1,2,0,0,0,3,5,0,1,182,18,3,203,0,203,--,380,177,182,203,203,Algún campo sin dato,1,7e82836d39fae3c9a1206a0ed30daec9e9e3b549c783201fc9bbb643bc277669,25/06/2023 23:14:23,ESCANER
4235,"Guatemala",1,"Amatitlán",14,436,380,42,1,11,29,10,10,33,29,4,9,0,10,2,13,0,0,0,2,4,1,0,0,210,13,4,227,0,227,--,380,153,210,227,227,Algún campo sin dato,1,64c2eb8849befd4c867986b1202802114d7961468d3d4fe08ea22751a214e6a0,26/06/2023 01:31:53,ESCANER
4236,"Guatemala",1,"Amatitlán",14,436,380,28,3,4,23,7,9,26,25,3,9,3,12,4,6,2,1,5,3,1,2,0,1,177,17,4,--,--,--,--,380,182,177,198,198,Algún campo sin dato,1,011e1431eb344d172bf8720905e862dc2d63fc8133b52d0edd3ddd30a09efaee,26/06/2023 03:31:00,ESCANER
4237,"Guatemala",1,"Amatitlán",14,436,380,29,2,9,18,9,4,22,27,3,8,0,8,9,6,0,1,1,2,1,1,0,0,160,13,0,173,0,173,--,380,207,160,173,173,Algún campo sin dato,1,9bc2b2a8260d320af21a2f6883844ea1b8ee4a37c97d4cc29aa3f316127f3677,26/06/2023 01:44:12,ESCANER
4238,"Guatemala",1,"Amatitlán",14,436,380,37,4,6,13,11,3,21,35,2,7,1,4,5,5,0,0,1,0,2,0,0,1,158,7,1,166,0,166,--,380,214,158,166,166,Algún campo sin dato,1,523b379845bffc4e0bddfc63fd76a4dd219b160904ed9bb33eb0eb4dcbdea3db,25/06/2023 23:51:55,ESCANER
4239,"Guatemala",1,"Amatitlán",14,436,326,21,0,5,8,11,5,20,19,4,7,3,1,3,3,0,0,1,1,0,0,0,1,113,9,1,123,0,123,--,326,203,113,123,123,Algún campo sin dato,1,468efaa964e584b237cfd3fc31173bf4ad117f135c013993ca5e1b5a1dd98060,25/06/2023 23:33:52,ESCANER
4240,"Guatemala",1,"Amatitlán",14,436,325,20,2,2,16,11,5,22,25,1,0,0,5,9,6,1,0,1,0,2,1,0,0,129,10,1,140,0,140,--,325,185,129,140,140,Algún campo sin dato,1,a0a0c95dec6311a8bc4d3b304fec9be7245de443b26551daa1cfe4edad713693,25/06/2023 23:24:35,ESCANER
4241,"Guatemala",1,"Amatitlán",14,437,600,50,4,4,11,12,4,21,49,3,13,2,8,3,2,0,3,1,3,4,0,2,2,201,17,2,220,0,220,--,600,380,201,220,220,Algún campo sin dato,1,a390ed7f8e94ab5ac6b564a04fc06af78ab3e4a71fc374dc80ca8bc95d710ad8,26/06/2023 01:41:51,ESCANER
4242,"Guatemala",1,"Amatitlán",14,437,600,42,3,6,23,13,3,34,32,3,21,0,8,3,0,0,1,0,0,1,0,0,1,194,15,0,209,1,210,0,597,387,194,209,210,,1,ea151ebfc034226339e21f6687e16b21858ef71008ca5cc0b4f8f11868a99ce2,26/06/2023 01:11:11,ESCANER
4243,"Guatemala",1,"Amatitlán",14,437,600,45,3,2,11,8,1,36,53,3,16,1,5,8,3,2,3,1,0,6,1,1,1,210,18,0,228,0,228,--,600,372,210,228,228,Algún campo sin dato,1,9528c104ad63c7e25632f1d61d717f05b9c41c33687f1c716d56c88e551b5f0f,26/06/2023 01:18:39,ESCANER
4244,"Guatemala",1,"Amatitlán",14,437,522,23,1,5,6,5,4,20,20,0,7,1,3,1,1,1,0,1,1,5,2,0,3,110,11,3,124,0,124,--,522,398,110,124,124,Algún campo sin dato,1,f723f31b8fdd3e5fad1c395c2cfbadb680845991b5153444a6fb821d1f0bb2c9,25/06/2023 23:29:52,ESCANER
4245,"Guatemala",1,"Amatitlán",14,437,522,13,0,5,2,2,1,9,8,4,5,1,2,1,2,3,1,0,0,2,0,0,0,61,6,1,68,0,68,--,519,451,61,68,68,Algún campo sin dato,1,15060effd4a3713252d4c0675fd1368233c5d1602397a1591acad56dbcd36671,25/06/2023 22:25:06,ESCANER
