TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
133,133,100.0000,133,100.0000,0,51063,25671,50.2731

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,BIEN,MLP,CCM,UNE,VIVA,UR,VAMOS,WINAQ,AZUL,CABAL,VALOR,VICTORIA,PPN,VOS,CAMBIO,CREO,PODEMOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
10211,"Totonicapán",8,"Momostenango",5,1332,380,2,3,62,2,27,0,2,8,2,1,56,31,0,1,0,7,0,1,205,22,3,230,0,230,0,378,148,205,230,230,,1,a3c3106fbe16a73c30cbf28b9e0bbb18ff5b596008ea37852f3a4d68fa13984c,26/06/2023 00:27:28,ESCANER
10212,"Totonicapán",8,"Momostenango",5,1332,380,7,13,55,2,16,4,4,6,1,3,47,41,0,0,8,5,0,3,215,16,11,242,0,242,0,380,138,215,242,242,,1,387bfa9500bd545891b9dea8c0d88dcf28eb8e8ae4055eaae78a633d3405cf37,26/06/2023 01:19:05,ESCANER
10213,"Totonicapán",8,"Momostenango",5,1332,380,3,6,48,1,13,1,5,7,2,2,56,31,2,0,5,4,1,2,189,17,5,211,0,211,0,380,169,189,211,211,,1,7809c9c3b647b4eb10ac2443aef1e6d9be8d8866d6856c3870f082f36b91e670,26/06/2023 00:15:19,ESCANER
10214,"Totonicapán",8,"Momostenango",5,1333,380,4,9,43,0,20,2,2,7,1,1,53,22,0,0,4,1,1,1,171,11,7,189,0,189,1,380,191,171,189,189,,1,1e08ab974d3f161dde9cdab9bdad329f10846f8f6370ee10ab0fe15085f81c29,26/06/2023 00:24:40,ESCANER
10215,"Totonicapán",8,"Momostenango",5,1333,380,3,17,54,1,21,4,1,3,2,2,43,26,2,0,3,3,0,0,185,10,4,199,0,199,0,379,180,185,199,199,,1,fdfa8d964c9b53048f74c671c345853162074a46dcfdf02edab5e004b0a1ea13,26/06/2023 00:32:51,ESCANER
10216,"Totonicapán",8,"Momostenango",5,1333,380,4,9,56,2,11,2,3,6,2,1,32,22,1,0,4,6,0,0,161,13,3,177,0,177,0,380,203,161,177,177,,1,330780c65ffe1f3c8710a582985aab7404aac6265f8aa0894c0a9e7b2bc01861,26/06/2023 00:41:06,ESCANER
10217,"Totonicapán",8,"Momostenango",5,1333,380,7,9,46,1,14,0,3,4,1,4,38,33,3,2,2,3,0,3,173,9,3,185,0,185,0,380,192,173,185,185,,1,ba8a908e71ba674913dcf99ecb85a56a3a229efffdb65cf67b20cf593c0ad238,26/06/2023 01:10:24,ESCANER
10218,"Totonicapán",8,"Momostenango",5,1333,380,4,10,55,2,13,3,2,3,0,1,45,27,0,1,2,4,0,3,175,5,0,180,0,180,0,378,198,175,180,180,,1,2375e393e8dfa2fb042efff3a455ec8d9172bcae645fb968c9691d884abf076b,26/06/2023 01:17:44,ESCANER
10219,"Totonicapán",8,"Momostenango",5,1334,306,1,4,38,1,6,3,0,4,1,2,26,26,0,1,2,6,0,1,122,7,4,133,0,133,--,306,173,122,133,133,Algún campo sin dato,1,081a1319e80baa53a4c63298a97c2ebad4bf1fb3a7b2b7b17740735eee3e997f,25/06/2023 23:09:29,ESCANER
10220,"Totonicapán",8,"Momostenango",5,1334,306,4,14,40,0,9,5,2,3,2,2,38,29,0,1,2,1,0,0,152,9,5,166,0,166,0,--,--,152,166,166,Algún campo sin dato,1,5f07c73d8e8d2020dc79c1d97b3d292fb475957e146ff9ed6a9e35c21f093514,25/06/2023 23:21:39,ESCANER
10221,"Totonicapán",8,"Momostenango",5,1335,380,27,15,2,2,10,0,6,12,1,2,19,15,1,50,4,1,0,0,167,20,7,194,0,194,0,380,186,167,194,194,,1,658f33ebc34500702f39af1ad9f75a85e6ab7cd729d9eed25ff0758985804221,25/06/2023 23:23:35,ESCANER
10222,"Totonicapán",8,"Momostenango",5,1335,380,36,18,4,0,10,1,5,11,1,1,21,20,0,34,6,1,0,0,169,16,12,197,0,197,0,380,183,169,197,197,,1,9a978e88e8318e6d11420c71d62b893df27437d526c79908bcaac1609f871f4a,25/06/2023 23:31:20,ESCANER
10223,"Totonicapán",8,"Momostenango",5,1335,380,25,16,2,3,13,2,6,10,0,0,15,18,2,50,2,1,0,0,165,19,5,189,0,189,0,380,191,165,189,189,,1,1f389c6170955032c8afe9026d12562759428ec23ebd8214c72b307b42bb7815,26/06/2023 00:32:06,ESCANER
10224,"Totonicapán",8,"Momostenango",5,1335,380,18,16,3,3,13,0,1,15,1,3,16,17,1,37,1,2,0,0,147,15,9,171,0,171,0,380,209,147,171,171,,1,685727b5ece05c0370f64f973eea127c6f7b63a0c715b74f23bd98c5b67de1cb,26/06/2023 00:22:12,ESCANER
10225,"Totonicapán",8,"Momostenango",5,1336,380,22,18,5,0,7,2,5,7,2,2,15,15,0,15,2,0,0,0,117,12,1,130,0,130,0,380,250,117,130,130,,1,5e055381206bba7e9e8f01b22ecf8be47ca7bb0002c65ee7f4ff20d58cb42afe,26/06/2023 00:04:30,ESCANER
10226,"Totonicapán",8,"Momostenango",5,1336,380,18,14,5,1,7,1,4,7,1,4,12,16,0,34,7,4,0,1,136,12,4,152,0,152,0,380,228,136,152,152,,1,412cfc2e951268036762c37e5c9023d7578001ead87a2e4591e0be41fee97a87,25/06/2023 22:49:11,ESCANER
10227,"Totonicapán",8,"Momostenango",5,1336,380,25,17,1,3,8,3,4,20,1,5,14,27,0,29,4,1,0,0,162,21,16,199,0,199,0,380,181,162,199,199,,1,b2741055a0d24947b9c22bfda0c0a02051fc8957a1a91dd33ebe97e63e629948,26/06/2023 01:21:50,ESCANER
10228,"Totonicapán",8,"Momostenango",5,1337,380,35,29,2,2,6,1,5,11,0,0,14,25,1,41,3,2,2,0,179,13,7,199,0,199,0,380,181,179,199,199,,1,36e12aec943476dcb6cb2a3264679c21c17f0a806492b3ca0c0cc1133ec23a9f,26/06/2023 00:13:44,ESCANER
10229,"Totonicapán",8,"Momostenango",5,1337,380,21,16,4,2,5,3,6,7,0,0,18,9,0,30,3,3,0,0,127,21,4,152,1,153,0,380,227,127,152,153,,1,846aee370cecef41ddfd59cdb79f7b27a6fc67ac216d184dd44eec5be6dbee22,25/06/2023 23:23:31,ESCANER
10230,"Totonicapán",8,"Momostenango",5,1337,373,23,17,3,2,4,0,8,6,0,0,19,21,1,17,5,4,0,0,130,8,4,142,0,142,0,373,231,130,142,142,,1,1893479ad2b6d0bebccc7aa9e43845e9487b7a9a557e70e78d04e910dfdbf2c4,26/06/2023 00:49:42,ESCANER
10231,"Totonicapán",8,"Momostenango",5,1337,373,31,12,2,1,5,0,9,6,0,1,14,13,0,13,4,4,0,0,115,12,1,128,0,128,0,373,245,115,128,128,,1,ce25e681950c06c29aadb547a2c65d90672a731facd2d42f674bf0e137f7ca4d,25/06/2023 23:08:39,ESCANER
10232,"Totonicapán",8,"Momostenango",5,1338,380,2,7,5,1,26,2,1,102,0,0,73,4,2,0,1,0,0,0,226,23,9,258,0,258,0,380,122,226,258,258,,1,a5e89e76340ae22990d4dcfecbbefc6fd0bc1e59b7a3edd5d0c50bd273b85439,26/06/2023 00:25:43,ESCANER
10233,"Totonicapán",8,"Momostenango",5,1338,380,1,5,0,1,17,2,1,96,0,1,84,2,0,1,0,1,0,1,213,12,10,235,0,235,--,380,145,213,235,235,Algún campo sin dato,1,991e5daa1b4500a286fa8b73bc90406a469e97872315743afefdb0403365afb9,25/06/2023 23:10:41,ESCANER
10234,"Totonicapán",8,"Momostenango",5,1338,380,0,5,0,5,29,3,1,82,0,2,75,4,0,2,2,1,0,0,211,16,2,229,2,231,0,380,149,211,229,231,,1,1df4c3880b5331913c14b94a7cab623aed161c93a58785cd954a9465da501558,26/06/2023 00:10:37,ESCANER
10235,"Totonicapán",8,"Momostenango",5,1338,380,6,2,2,2,39,3,0,51,0,0,64,14,0,0,1,1,0,1,186,15,3,204,0,204,0,380,176,186,204,204,,1,3ff14c82fef1f1cd1b8c6b5825f968bcae22805f4cb9ccffd42ac731f7b3d3b4,26/06/2023 00:23:22,ESCANER
10236,"Totonicapán",8,"Momostenango",5,1338,380,2,3,3,2,28,1,1,70,1,0,68,3,0,1,0,2,0,0,185,8,1,194,0,194,0,380,186,185,194,194,,1,0243deafc45610a507d3dedecaee9ade1cfbdd1dfee6903843bf899b0d22ece2,25/06/2023 23:38:33,ESCANER
10237,"Totonicapán",8,"Momostenango",5,1339,380,2,4,1,1,29,0,1,65,1,0,82,4,1,0,1,0,0,0,192,12,1,205,0,205,0,373,168,192,205,205,,1,46b2c4f3b37c63163d6d0d71d8b773d7715d9bee9a9e9d1784bad531a63954bc,25/06/2023 22:35:53,ESCANER
10238,"Totonicapán",8,"Momostenango",5,1339,380,1,3,2,1,21,3,0,68,0,0,77,7,0,1,2,4,0,0,190,13,1,204,0,204,0,380,176,190,204,204,,1,53b390000f9752b34111436e83fde0e10cc5061a8da947f9d7250332c2c8ae68,26/06/2023 00:13:31,ESCANER
10239,"Totonicapán",8,"Momostenango",5,1339,363,1,2,1,4,13,0,0,95,2,0,59,1,1,0,1,4,0,1,185,3,2,190,0,190,0,363,173,185,190,190,,1,867fcfd91cc487de6d71872bf650727a6cb2a17b43f64caa2b41e39e58a5429f,25/06/2023 23:23:18,ESCANER
10240,"Totonicapán",8,"Momostenango",5,1339,363,2,4,0,1,33,2,0,79,0,1,79,6,0,1,0,1,0,0,209,13,1,223,0,223,0,363,140,209,223,223,,1,8a0c6db84781aa751208334bd327251921efa0e5af26d8e495801b76eb3d85f8,25/06/2023 23:17:39,ESCANER
10241,"Totonicapán",8,"Momostenango",5,1340,380,4,13,19,3,7,5,2,47,1,3,57,22,0,1,2,6,0,2,194,24,10,228,0,228,0,380,152,194,228,228,,1,37826b9cd06eb36193665f23cc6e393314831b35fa080ec20e5b595ddfe0e101,25/06/2023 23:22:05,ESCANER
10242,"Totonicapán",8,"Momostenango",5,1340,380,4,11,21,5,12,3,2,36,1,5,62,34,2,3,3,4,1,3,212,29,6,247,0,247,0,380,133,212,247,247,,1,4df9ef08a9440f6cfe4c028d94919b169897fc91c655d1c1202de5a803b057dc,26/06/2023 00:29:28,ESCANER
10243,"Totonicapán",8,"Momostenango",5,1340,380,5,10,19,4,10,1,1,64,1,3,66,20,2,2,4,6,0,1,219,39,12,270,0,270,0,380,110,219,270,270,,1,d935f98889022f9f3b0fed1d8f387ed60e91540cb1762e5d3e0475347d6ed005,26/06/2023 01:24:14,ESCANER
10244,"Totonicapán",8,"Momostenango",5,1340,380,1,18,23,3,11,1,3,58,0,4,70,22,0,0,1,6,1,1,223,20,10,253,0,253,0,400,147,223,253,253,,1,6ddf712b8905f72208bbb53fa991bbb12a98e9af212251f4e24e3e9bbf19eb16,25/06/2023 22:20:46,ESCANER
10245,"Totonicapán",8,"Momostenango",5,1341,380,4,8,14,2,7,3,0,35,0,5,56,26,3,10,1,7,1,0,182,21,8,211,0,211,0,380,169,182,211,211,,1,11892fd29bd3c99d757a51a477b710a6291e05c3a8697f2e6a09c1add7e2e4eb,26/06/2023 00:16:55,MOVIL
10246,"Totonicapán",8,"Momostenango",5,1341,335,2,9,27,1,8,0,4,32,1,2,48,24,1,0,2,2,1,0,164,13,3,180,0,180,0,335,155,164,180,180,,1,e9b5c8d4cf02f699d40b298e48959c59ccaa77a03f31f04dc92b8ee09a298fd2,26/06/2023 00:42:36,ESCANER
10247,"Totonicapán",8,"Momostenango",5,1341,334,2,9,19,2,11,1,1,32,2,4,51,39,0,2,1,5,0,0,181,5,5,191,0,191,0,334,143,181,191,191,,1,0bd5ac1734d24eafbceef38d596e7cbe7e21fadbe29d7b33d0a87f824f05db9b,26/06/2023 00:27:31,ESCANER
10248,"Totonicapán",8,"Momostenango",5,1342,380,3,11,6,5,7,6,1,3,4,2,73,21,2,2,3,9,0,2,160,17,3,180,0,180,0,380,200,160,180,180,,1,138c86ba332e892b5775ac69d9575deebf277d8bc5a51b4c5d4b44dd328099df,26/06/2023 00:27:58,ESCANER
10249,"Totonicapán",8,"Momostenango",5,1342,380,7,9,3,2,2,0,1,2,1,2,104,13,2,7,0,3,0,2,160,10,6,176,0,176,0,380,204,160,176,176,,1,1beca2fca4a2bc7cb3c2539a9e4bf230405cdd62ed5e610bf2920c08285fc42c,25/06/2023 23:00:33,ESCANER
10250,"Totonicapán",8,"Momostenango",5,1342,380,10,11,9,3,10,9,1,6,3,4,80,27,3,3,1,5,0,1,186,13,8,207,0,207,0,380,173,186,207,207,,1,1e11021aba030b1ca4b76c3e4a74a3f47f8355094dbc76578049c3b10c2aac27,25/06/2023 23:40:05,ESCANER
10251,"Totonicapán",8,"Momostenango",5,1342,380,6,11,10,5,13,6,2,3,0,3,45,35,1,2,1,8,1,1,153,17,7,177,0,177,--,384,207,153,177,177,Algún campo sin dato,1,babf65af6741fc3c1b287d84cf37fbae21edf9837770dd82dd7b54d3aa18814f,25/06/2023 23:48:40,ESCANER
10252,"Totonicapán",8,"Momostenango",5,1342,380,14,13,8,9,15,6,6,4,2,0,49,40,3,2,2,8,0,1,182,23,13,218,0,218,0,380,162,182,218,218,,1,bd0dbf4554115e3a5fa8fd4214e114ef45fc3b8676cb5722b780f86adccaa605,26/06/2023 02:10:19,ESCANER
10253,"Totonicapán",8,"Momostenango",5,1342,380,8,12,5,6,11,6,2,4,5,3,60,41,3,7,2,1,2,1,179,14,4,197,0,197,0,380,183,179,197,197,,1,af18d009d4b78a2b2978fe69a92c1ee7daf261ad122ccdc8fdb30a2504e178a4,25/06/2023 22:50:22,ESCANER
10254,"Totonicapán",8,"Momostenango",5,1342,380,13,8,4,6,15,7,2,5,5,1,46,34,3,3,0,8,0,3,163,11,0,174,0,174,0,380,206,163,174,174,,1,64218f293bf990cfc59c5ecebd58dacdc7db07255e55912ebc8e93c7caa41022,25/06/2023 22:46:48,ESCANER
10255,"Totonicapán",8,"Momostenango",5,1342,380,12,20,7,5,4,2,4,1,3,2,50,43,3,4,0,10,0,1,171,19,2,192,0,192,0,380,188,171,192,192,,1,c4d9336740d12460d373c259fa1ea436a2f979bccaec7bc2907e2f861bdda0d2,25/06/2023 23:59:41,ESCANER
10256,"Totonicapán",8,"Momostenango",5,1343,380,4,10,6,5,4,7,7,1,7,3,51,29,1,4,1,6,1,0,147,12,1,160,0,160,0,380,220,147,160,160,,1,cd43ce2cdac2f7fa45d52c9483ba142773de2fb9625d04b376a4948c9737d40a,25/06/2023 23:38:58,ESCANER
10257,"Totonicapán",8,"Momostenango",5,1343,380,7,14,7,9,10,6,1,6,1,1,47,32,4,1,2,6,1,0,155,9,4,168,0,168,0,380,212,155,168,168,,1,84302d3bacd28bdb78fcb270fede37f5a8c128648622d15dfa1965ac9992196c,26/06/2023 00:24:03,ESCANER
10258,"Totonicapán",8,"Momostenango",5,1343,380,3,7,6,5,8,6,4,2,2,2,47,42,4,2,1,14,0,0,155,4,0,159,0,159,0,380,221,155,159,159,,1,f28b4978b2ca755d8f3200c651bc002528bf8c9e71f96ac902bd41f73d6d8402,25/06/2023 22:11:05,ESCANER
10259,"Totonicapán",8,"Momostenango",5,1343,194,4,8,4,4,6,1,0,1,2,0,16,15,1,2,1,6,0,0,71,3,1,75,0,75,0,188,113,71,75,75,,1,b2fee9c01f3b3678ad44e095d8c63bdccf0ff532be5706a181d58af60722a321,25/06/2023 22:53:34,ESCANER
10260,"Totonicapán",8,"Momostenango",5,1343,194,3,5,1,5,8,5,2,1,0,2,30,21,1,0,0,2,0,0,86,4,1,91,0,91,0,192,101,86,91,91,,1,be9f29ec7e8fa7709455ef57082cf76837747295cff8a7dcaed889eebc75409a,25/06/2023 21:42:13,ESCANER
10261,"Totonicapán",8,"Momostenango",5,1344,380,5,42,10,1,35,3,4,9,2,2,30,16,11,0,0,6,1,2,179,16,3,198,0,198,--,380,182,179,198,198,Algún campo sin dato,1,2c1fb2d2f5ca5451cf3f2be3cda2a3926556979344b9d6843eae2f54b656b60d,26/06/2023 00:34:34,ESCANER
10262,"Totonicapán",8,"Momostenango",5,1344,380,2,33,7,3,35,2,2,8,1,2,39,8,9,1,5,7,0,2,166,30,7,203,0,203,--,380,177,166,203,203,Algún campo sin dato,1,f0fc657c6bbbad39a50dee57170539836212ae23612a6243401580cb4958dfda,26/06/2023 01:20:12,ESCANER
10263,"Totonicapán",8,"Momostenango",5,1344,380,2,36,8,3,28,5,5,6,2,1,28,18,17,2,0,6,0,5,172,19,7,198,0,198,0,380,182,172,198,198,,1,97d9d33eb47f180e643ceaf6bc4e020b6915a41efde81b1afd48426cff889184,26/06/2023 00:27:11,ESCANER
10264,"Totonicapán",8,"Momostenango",5,1344,380,3,36,15,2,18,3,5,11,1,2,35,14,17,4,0,5,0,0,171,27,3,201,0,201,--,380,179,171,201,201,Algún campo sin dato,1,22d9893ad3cf57d2d2413fcd884c9c290de1c550e8fb8bf39b0e25d28954f84d,25/06/2023 23:11:47,ESCANER
10265,"Totonicapán",8,"Momostenango",5,1344,380,4,34,7,2,33,6,3,8,4,0,52,14,12,1,0,6,0,2,188,19,5,212,0,212,0,380,168,188,212,212,,1,69ddc53ca7aa54112b82491821cb953a9f745a20b843b39122d7427bc932fabf,25/06/2023 22:08:19,ESCANER
10266,"Totonicapán",8,"Momostenango",5,1344,380,3,44,3,1,21,2,7,7,3,2,37,14,9,1,0,7,2,4,167,12,1,180,0,180,0,380,200,167,180,180,,1,2f1d5a7169ea67263b770dcb638ca889643308947fc1118670b4832c31e24452,25/06/2023 23:02:06,ESCANER
10267,"Totonicapán",8,"Momostenango",5,1344,380,5,43,6,6,17,2,1,2,3,2,32,7,18,1,0,3,0,1,149,19,4,172,0,172,0,380,208,149,172,172,,1,804dc141fe04042b2345f866f13c9999108a0f8bb79e5ed969bfad3c70e61452,25/06/2023 23:59:18,ESCANER
10268,"Totonicapán",8,"Momostenango",5,1345,353,1,39,0,1,20,2,2,1,2,0,48,12,7,2,0,6,0,1,144,1,2,147,0,147,0,349,202,144,147,147,,1,073cbf05a86cd1e4ed31affbd894fcd6aa669ebc344c6b4759f496f4bda64f83,25/06/2023 22:39:06,ESCANER
10269,"Totonicapán",8,"Momostenango",5,1345,352,4,41,6,3,25,1,4,7,1,0,46,15,7,0,0,6,0,0,166,4,2,172,0,172,0,352,180,166,172,172,,1,5daaa4dbb3fb21d26213c5501e826d91b9e44556615c6e66955d47e99475c45a,26/06/2023 00:40:16,ESCANER
10270,"Totonicapán",8,"Momostenango",5,1346,600,5,8,12,11,11,4,4,7,4,2,16,11,4,1,1,6,2,1,110,7,2,119,0,119,0,600,481,110,119,119,,1,b80a1f474a11b5f89dc7579d3178e3268c659aa12fec2bf869ac31b9cd19dcb9,25/06/2023 23:16:48,ESCANER
10271,"Totonicapán",8,"Momostenango",5,1346,600,2,16,5,2,10,7,2,7,3,1,15,7,3,2,1,8,2,1,94,8,3,105,0,105,0,599,494,94,105,105,,1,1d80c49b03a6ccb74645c8a01259b5b2b4b706cbb8f6625f923ba381bf1aeea0,25/06/2023 22:13:10,ESCANER
10272,"Totonicapán",8,"Momostenango",5,1346,600,5,21,13,4,7,0,2,10,4,2,6,7,0,1,1,6,1,2,92,12,3,107,0,107,0,600,493,92,107,107,,1,56f9133500fc235480872dd9463fe55c9e457002d0917cbc58a8597b2eed1f77,25/06/2023 23:03:32,ESCANER
10273,"Totonicapán",8,"Momostenango",5,1346,600,3,13,7,5,13,3,3,3,6,0,18,22,0,1,1,12,2,1,113,6,4,123,0,123,0,593,470,113,123,123,,1,fa57640377575b1e8fe2985c4838495449a5e8d0804f38588be800f5c8de4a4b,25/06/2023 23:26:27,ESCANER
10274,"Totonicapán",8,"Momostenango",5,1346,600,2,13,13,6,8,3,1,5,5,1,10,14,0,2,3,5,0,2,93,11,2,106,0,106,0,600,494,93,106,106,,1,9367cfcd99d8f2dbafc7989e665c31b5a19e4aba6be6590eb4d631fc2918147c,25/06/2023 22:00:50,ESCANER
10275,"Totonicapán",8,"Momostenango",5,1346,329,1,6,2,2,5,2,1,1,2,0,5,4,0,3,0,1,0,0,35,6,1,42,0,42,0,329,287,35,42,42,,1,60bbf8628b4fb847326210955821f59c02e8f37d6d42e920f46dc77882ea6a08,25/06/2023 20:53:04,ESCANER
10276,"Totonicapán",8,"Momostenango",5,1346,329,1,3,3,1,3,1,1,2,4,1,3,3,1,0,1,1,0,0,29,1,0,30,0,30,0,326,296,29,30,30,,1,1ead1292413344b513634c069de3e4d6185a0e6e0a9f57a0af4b68bc3076cc91,25/06/2023 21:23:40,ESCANER
