TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
233,233,100.0000,233,100.0000,0,88301,52553,59.5157

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,VALOR,VICTORIA,PPN,PPG,UNE,VOS,BIEN,PR,UR,CABAL,TODOS,MLP,SER,PIN,PHG,CAMBIO,SEMILLA,P A N,UNIONISTA,PODEMOS,AZUL,FCN-NACION,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
4959,"Guatemala",1,"Villa Canales",16,492,400,44,60,5,3,14,79,5,11,0,1,2,2,0,0,4,1,0,6,1,0,7,0,1,246,10,3,259,1,260,--,395,135,246,259,260,Algún campo sin dato,1,bdcfa405e278461011e3317516c14cba3c4b4b5fe288fc258fa7088135784ae4,26/06/2023 01:34:51,ESCANER
4960,"Guatemala",1,"Villa Canales",16,492,400,33,46,9,6,14,77,3,9,0,0,2,4,0,0,4,1,0,8,1,2,8,0,2,229,15,2,246,0,246,--,399,153,229,246,246,Algún campo sin dato,1,5042eac481770f1fc6008e5011f8823bb3feadc7d5626de635a6ccaa8e795468,26/06/2023 00:44:58,ESCANER
4961,"Guatemala",1,"Villa Canales",16,492,400,32,67,6,2,21,62,1,11,0,2,1,1,1,0,3,0,1,13,2,2,7,0,1,236,6,3,245,0,245,--,400,155,236,245,245,Algún campo sin dato,1,4b8364898403c60b89142640768cf0f4b8a64d26d577b30f1860d2fa42a14b0a,26/06/2023 01:06:36,ESCANER
4962,"Guatemala",1,"Villa Canales",16,492,340,16,51,8,2,10,45,4,11,0,0,0,2,0,0,6,0,1,13,2,0,5,0,0,176,7,2,185,0,185,--,340,155,176,185,185,Algún campo sin dato,1,93d220e74928c976071665f45c5eff6c9c2377746ff95b85958021a03a11b63a,26/06/2023 00:30:24,ESCANER
4963,"Guatemala",1,"Villa Canales",16,492,339,12,25,5,1,4,49,3,9,0,0,0,3,2,1,2,1,0,14,0,1,2,0,1,135,10,1,146,0,146,--,343,197,135,146,146,Algún campo sin dato,1,3cb8e214b0fdfa6bd661fb0de59e745c26972152ad83f75b7f8601b1a0b69638,25/06/2023 23:53:51,ESCANER
4964,"Guatemala",1,"Villa Canales",16,493,380,8,67,16,1,11,28,6,8,2,3,6,7,2,5,7,2,0,20,2,7,1,4,0,213,20,2,235,0,235,--,380,137,213,235,235,Algún campo sin dato,1,a6220bf9400bb22f1b7b1ca3081d813ae2afdf887ee22709ad7029115deb4438,26/06/2023 04:32:32,ESCANER
4965,"Guatemala",1,"Villa Canales",16,493,380,7,86,16,4,9,35,7,5,3,5,7,7,0,7,13,0,0,13,1,2,3,1,2,233,20,0,253,0,253,--,368,115,233,253,253,Algún campo sin dato,1,9c73fdbf4575a93bc7dbe25a54b031037952a4817415d4aa355da82a7602a409,25/06/2023 23:54:38,ESCANER
4966,"Guatemala",1,"Villa Canales",16,493,380,4,65,20,0,8,31,7,9,4,8,7,4,0,1,17,2,2,16,1,7,4,3,1,221,24,2,247,0,247,--,380,133,221,247,247,Algún campo sin dato,1,00d075c0d937b599c23c8fb94345015cc75954dadb2dcce09670318873934dfa,26/06/2023 00:52:00,ESCANER
4967,"Guatemala",1,"Villa Canales",16,493,380,6,68,23,3,16,27,9,9,4,2,7,3,1,7,13,0,1,18,1,4,1,1,1,225,12,0,237,4,241,--,378,137,225,237,241,Algún campo sin dato,1,80b1492c6636f86fbcdfb3db4c1aa97e77fbc21d67b6f14744b3960733919ab9,26/06/2023 02:10:00,ESCANER
4968,"Guatemala",1,"Villa Canales",16,493,380,12,85,21,2,11,33,3,11,3,5,9,13,1,2,19,3,3,11,2,6,1,3,1,260,19,2,281,0,281,--,380,99,260,281,281,Algún campo sin dato,1,0a51cb7dd843a27cc51560d709812b10b56f0e29dca9d4e68ebcf86e008d3b2b,26/06/2023 02:16:30,ESCANER
4969,"Guatemala",1,"Villa Canales",16,493,380,10,86,10,2,13,38,10,9,7,7,5,6,0,5,11,1,0,17,1,3,3,2,1,247,19,3,269,0,269,--,372,103,247,269,269,Algún campo sin dato,1,f516af172d4b118370cf209d8384fc4ef337d1e22723209d2a8098ceb1ffa4d2,26/06/2023 02:27:45,ESCANER
4970,"Guatemala",1,"Villa Canales",16,493,380,7,93,12,0,19,27,4,13,5,5,4,1,2,3,16,1,1,15,2,5,3,2,2,242,20,2,264,0,264,--,372,108,242,264,264,Algún campo sin dato,1,1de30760257f81441241bb479a9b0c316a0bf22d57a7467b0f5932aea1b36596,26/06/2023 01:29:13,ESCANER
4971,"Guatemala",1,"Villa Canales",16,493,380,4,75,23,3,16,33,10,10,4,7,5,7,1,7,12,4,0,19,2,3,3,0,1,249,11,0,260,0,260,--,366,106,249,260,260,Algún campo sin dato,1,4eb0691fea8dcf8192213ed3753ebef963788eddb01d3e5df21c73b3a2f67e36,26/06/2023 02:04:25,ESCANER
4972,"Guatemala",1,"Villa Canales",16,493,380,8,81,17,1,12,35,5,7,1,4,6,6,0,2,20,4,1,19,1,8,6,1,1,246,14,3,263,0,263,--,376,113,246,263,263,Algún campo sin dato,1,18124f1f284eb7834e0c30bae5186b3beab913c74d99e05b29c80245d162bfca,26/06/2023 02:12:02,ESCANER
4973,"Guatemala",1,"Villa Canales",16,493,380,7,81,11,3,21,31,2,11,2,9,3,5,1,6,17,0,1,22,1,5,1,0,0,240,17,3,260,0,260,--,369,109,240,260,260,Algún campo sin dato,1,de6f2864835eafabbe203d29532997caaa000caf0656138b837c4444e236241a,26/06/2023 02:18:54,ESCANER
4974,"Guatemala",1,"Villa Canales",16,493,380,8,84,24,1,16,32,8,11,6,3,8,3,0,4,13,3,0,15,1,5,2,0,1,248,15,3,266,0,266,--,372,106,248,266,266,Algún campo sin dato,1,1697f599376878c9e40d225e374abdb70b1a56d506e5d37cc5cf17f3f4c9b699,26/06/2023 01:38:45,ESCANER
4975,"Guatemala",1,"Villa Canales",16,493,380,6,93,17,0,19,23,8,12,1,5,4,4,1,8,9,3,0,21,3,9,5,1,0,252,17,1,270,0,270,--,372,102,252,270,270,Algún campo sin dato,1,7400d1be0e1f055f36a40f47c42a1f6a9663e605504e5b7d39f9f87f3e7fa6e2,26/06/2023 00:58:48,ESCANER
4976,"Guatemala",1,"Villa Canales",16,493,380,7,96,18,3,13,34,4,8,1,3,5,6,1,4,13,1,1,16,2,13,1,1,2,253,15,0,268,0,268,--,362,94,253,268,268,Algún campo sin dato,1,3a407860ac07091b2eb13c19e2cdc5a809aee6d601e28da726caea4efed0ba7a,26/06/2023 01:13:07,ESCANER
4977,"Guatemala",1,"Villa Canales",16,493,380,4,76,11,1,20,34,10,7,3,3,1,5,1,7,14,1,0,18,1,6,1,4,0,228,28,4,260,0,260,--,365,105,228,260,260,Algún campo sin dato,1,2d54ea2440fdce6eafee14ccc42d56ec41c5f33b14bc9642a8d58be74960f709,26/06/2023 01:07:20,ESCANER
4978,"Guatemala",1,"Villa Canales",16,493,380,8,75,17,2,16,38,7,9,6,8,8,3,3,3,14,0,1,19,2,5,0,3,1,248,14,1,263,0,263,--,372,109,248,263,263,Algún campo sin dato,1,7337a77ce7e492ce8cdfdcdcccb997c09213a04c8b4ec5c82c5578c561b9c7f6,26/06/2023 02:23:18,ESCANER
4979,"Guatemala",1,"Villa Canales",16,493,380,5,75,14,2,12,20,9,9,4,6,4,2,2,5,25,0,0,19,1,4,0,1,2,221,24,2,247,0,247,--,369,122,221,247,247,Algún campo sin dato,1,82f34d387cbbe2cc3506ad0b4631270e3791bc07fa13a023fa36a9aa6ddba26b,26/06/2023 01:45:59,ESCANER
4980,"Guatemala",1,"Villa Canales",16,494,380,4,62,16,1,19,34,12,7,5,9,5,1,0,3,12,2,0,15,2,6,5,3,0,223,18,3,244,0,244,--,368,124,223,244,244,Algún campo sin dato,1,f2b198c4a10f5cc0840c2703537b33f39fb5a02a23e53bec82ae14b7f5b78fb7,26/06/2023 00:39:49,ESCANER
4981,"Guatemala",1,"Villa Canales",16,494,380,1,72,16,0,12,34,7,6,3,1,7,2,1,6,22,0,0,32,2,2,1,2,2,231,6,0,237,0,237,--,368,131,231,237,237,Algún campo sin dato,1,8ceff569fa05466907a37f547fd60b3718aaf572d28e826ef54ff3a0156e428b,25/06/2023 23:40:35,ESCANER
4982,"Guatemala",1,"Villa Canales",16,494,380,3,72,18,1,15,17,3,2,2,5,0,3,0,4,15,0,0,53,2,5,4,1,0,225,10,0,235,0,235,--,380,145,225,235,235,Algún campo sin dato,1,4b88d1763e463c0738b3c944e1e5db5acad8d4b1500f4db36cc97072cd716f52,26/06/2023 00:14:31,ESCANER
4983,"Guatemala",1,"Villa Canales",16,494,380,4,59,10,0,14,25,6,7,3,5,6,2,1,3,15,2,1,42,2,4,0,2,0,213,6,0,219,0,219,--,380,161,213,219,219,Algún campo sin dato,1,1cd4e02e6a25aa43bf1e50ee4ff72876d63997071d9be2fdcf7c664b168d2e1c,25/06/2023 23:14:01,ESCANER
4984,"Guatemala",1,"Villa Canales",16,494,380,6,75,17,1,8,17,8,15,3,3,2,3,1,2,21,1,1,25,1,5,1,0,0,216,14,0,230,0,230,--,365,135,216,230,230,Algún campo sin dato,1,df3ddc7c6548b20314785c738edf79fbcc814d0a193bd2230cd3a46b8c71ece8,26/06/2023 00:30:12,ESCANER
4985,"Guatemala",1,"Villa Canales",16,494,380,5,83,14,0,22,19,2,14,2,2,3,3,2,5,17,0,0,17,0,3,2,1,2,218,10,1,229,0,229,--,368,139,218,229,229,Algún campo sin dato,1,e7a880e639726a5b7dbd3e0f0be38eddfcbe11a137d8b0519350d0a64d4b10d6,26/06/2023 00:04:36,ESCANER
4986,"Guatemala",1,"Villa Canales",16,494,380,5,72,14,1,10,26,5,6,5,8,9,5,3,3,13,1,0,9,3,6,1,1,1,207,17,1,225,0,225,--,372,147,207,225,225,Algún campo sin dato,1,36bf76dbadd64e3d3399cb0f86f748b3c09268756cc90b2f8a52724c559b9066,26/06/2023 01:16:42,ESCANER
4987,"Guatemala",1,"Villa Canales",16,494,380,9,81,21,1,13,0,4,13,1,2,2,1,0,4,18,3,0,17,3,22,2,3,1,221,15,0,236,0,236,--,376,140,221,236,236,Algún campo sin dato,1,936ad294d91eeaaaefbb51b6e265c340904b4aa9cc6ee1fa7079f38ab67a0219,25/06/2023 23:57:28,ESCANER
4988,"Guatemala",1,"Villa Canales",16,494,380,8,84,7,1,9,24,8,14,2,3,4,4,2,5,16,1,0,16,3,7,4,0,0,222,16,3,241,0,241,--,372,131,222,241,241,Algún campo sin dato,1,0675f1fef5806608d45e12fdf34840e5ce7d9d5f765bdc19b4f804b8b3e129a6,26/06/2023 00:49:57,ESCANER
4989,"Guatemala",1,"Villa Canales",16,494,380,5,74,11,2,12,17,9,11,2,6,10,3,1,6,11,3,1,13,1,6,7,1,0,212,18,2,232,0,232,--,369,137,212,232,232,Algún campo sin dato,1,b82be2534e0c473a035e35eae0b5b3b51b251a08c87ffa349f5e5a538cd46028,26/06/2023 00:51:27,ESCANER
4990,"Guatemala",1,"Villa Canales",16,495,380,7,81,10,0,16,39,6,5,9,5,2,1,2,5,19,0,3,9,4,6,2,2,2,243,14,1,258,0,258,--,--,--,235,250,250,Sumas Asentadas sin cuadrar,1,460a1544e51c32f7bccb0f3ac9d936ff3e883b7da3707d49c260a41745797862,26/06/2023 02:01:16,ESCANER
4991,"Guatemala",1,"Villa Canales",16,495,380,10,74,14,2,20,27,4,8,4,3,1,2,2,5,17,0,1,15,0,7,1,2,1,220,13,3,236,0,236,--,372,133,220,236,236,Algún campo sin dato,1,d7a4bbced72a732de12f08689b213c13a610ce535ea4b095de15dced3a753b98,26/06/2023 02:03:18,ESCANER
4992,"Guatemala",1,"Villa Canales",16,495,380,3,67,23,1,19,29,5,9,3,5,6,1,0,5,21,2,0,19,1,9,3,1,0,232,16,3,251,0,251,--,380,129,232,251,251,Algún campo sin dato,1,221c22cf7bc559e66fd5a3b8289409fa253d8b299f6750356937e37abe3a1d41,26/06/2023 02:08:10,ESCANER
4993,"Guatemala",1,"Villa Canales",16,495,380,6,73,27,0,12,40,3,8,3,2,5,7,1,0,17,1,0,16,1,6,3,2,0,323,10,127,242,0,242,--,369,127,233,370,370,Sumas Asentadas sin cuadrar,1,37ff5afc60a32ee62dc3dbeadefde659811c206006f19a21abdbeb7db2327c0a,26/06/2023 04:40:50,ESCANER
4994,"Guatemala",1,"Villa Canales",16,495,380,8,74,16,1,10,26,7,7,4,3,8,5,3,5,16,1,0,19,2,3,2,2,1,223,23,2,248,25,248,--,374,126,223,248,273,Sumas Asentadas sin cuadrar,1,408883f1c3b1591ec03c09c62733b2f88a4865c2066d9436f49bd493efbfbf63,26/06/2023 02:18:23,ESCANER
4995,"Guatemala",1,"Villa Canales",16,495,380,5,85,17,0,16,17,8,10,4,5,3,4,1,9,21,0,0,24,5,5,0,3,1,243,9,2,254,0,254,--,372,118,243,254,254,Algún campo sin dato,1,58d30e0dcd1e2a7c5337c1cd85737dc57c43d8c52b1bd6e904515e33e301007f,26/06/2023 02:26:27,ESCANER
4996,"Guatemala",1,"Villa Canales",16,495,380,4,80,14,0,10,41,9,11,2,4,8,3,1,3,17,10,1,18,1,0,0,1,0,238,18,0,256,0,256,--,368,112,238,256,256,Algún campo sin dato,1,892bf13e513e659d1632f2ef0b252d750535472b1c3819194850f43e578a8c3c,26/06/2023 02:50:56,ESCANER
4997,"Guatemala",1,"Villa Canales",16,495,380,5,89,19,1,16,17,29,7,4,5,1,2,2,4,18,3,1,18,0,7,0,1,0,243,10,3,257,0,257,--,378,121,249,262,262,Sumas Asentadas sin cuadrar,1,c5524a49a7269689a534b4f6aa43b302ec0ba795a67df2915ca2a8c02f0ac951,26/06/2023 04:17:19,ESCANER
4998,"Guatemala",1,"Villa Canales",16,495,380,6,75,15,0,20,22,6,8,9,6,3,2,0,3,26,2,2,16,0,5,2,3,4,235,13,4,252,0,252,--,372,117,235,252,252,Algún campo sin dato,1,37464a7061926a7be5f9f8086787250f73aedcd897332e9f88f0a015c171ab86,26/06/2023 01:17:49,ESCANER
4999,"Guatemala",1,"Villa Canales",16,495,380,4,75,15,1,18,26,10,6,3,6,9,5,1,4,19,1,1,20,1,1,3,0,0,219,17,2,236,0,236,--,380,144,229,248,248,Sumas Asentadas sin cuadrar,1,6927bbc89bc1ff680fbd0c163d2277877fea03c98992963fd8ba6cd30c1a30d7,26/06/2023 01:51:36,ESCANER
5000,"Guatemala",1,"Villa Canales",16,495,380,4,84,21,1,15,29,8,10,4,4,3,5,2,8,12,0,1,20,0,4,5,0,1,241,16,1,258,0,258,--,380,122,241,258,258,Algún campo sin dato,1,c57a9cf896546a774845aa69fc5ee7574acc2ae23c16ec5b62c5638717ed2eec,26/06/2023 00:13:06,ESCANER
5001,"Guatemala",1,"Villa Canales",16,495,380,5,79,11,2,15,40,5,9,3,3,3,2,0,2,12,0,0,13,3,11,4,0,2,224,19,2,245,0,245,--,368,123,224,245,245,Algún campo sin dato,1,b813c70a1eff8310b1be066aa171ec8086c98db07861fd92b9efa46c92c522b0,25/06/2023 23:18:42,ESCANER
5002,"Guatemala",1,"Villa Canales",16,495,380,10,85,15,2,13,33,5,8,2,2,4,3,1,4,11,0,0,19,0,6,2,1,0,226,17,2,245,0,245,--,369,127,226,245,245,Algún campo sin dato,1,b28c9cf695f250466404ac4c320698804b025693e93f7e5015ad5aa23b1b7dbd,25/06/2023 23:51:38,ESCANER
5003,"Guatemala",1,"Villa Canales",16,495,380,6,76,18,0,18,22,8,6,4,5,6,5,2,5,14,1,0,24,1,7,2,1,0,231,13,5,249,1,250,--,380,130,231,249,250,Algún campo sin dato,1,0f6f5a241d280f3c6f865d366e524579067712cb37bc35ad7ad1e30cc110b16a,26/06/2023 00:27:12,ESCANER
5004,"Guatemala",1,"Villa Canales",16,495,380,10,75,21,2,18,29,3,8,3,3,1,2,0,3,14,0,1,17,0,4,1,1,2,218,18,4,240,0,240,--,378,125,218,240,240,Algún campo sin dato,1,e58d52bfd3b2e6104708b7905457b09ccb9514196c7c239926d079d7c5961e3e,26/06/2023 00:41:23,ESCANER
5005,"Guatemala",1,"Villa Canales",16,496,380,4,83,18,1,21,24,7,9,1,3,3,4,1,5,14,2,1,14,1,5,3,0,1,225,14,2,241,0,241,--,368,127,225,241,241,Algún campo sin dato,1,19b0c4941ce7bdd1d988b422aa007d328f6ba1f1f1752b519a9a3270ca52bfbf,26/06/2023 00:05:49,ESCANER
5006,"Guatemala",1,"Villa Canales",16,496,380,5,85,18,2,16,32,5,6,1,2,6,3,2,2,21,3,0,13,1,4,2,3,3,235,11,3,249,0,249,--,368,119,235,249,249,Algún campo sin dato,1,aea0119fec9d8e2ae9ba142e94a3742a2245f0b6ce0611dc16811d551a22d310,26/06/2023 00:01:20,ESCANER
5007,"Guatemala",1,"Villa Canales",16,496,380,5,86,14,0,7,33,7,8,3,2,7,2,1,7,10,0,1,9,2,6,3,0,2,215,18,0,233,0,233,--,371,138,215,233,233,Algún campo sin dato,1,0a8629b72b4a401fc4bdf4481dff7e75747e28122e69b9ca90ad9dde22679705,25/06/2023 23:27:58,ESCANER
5008,"Guatemala",1,"Villa Canales",16,496,380,5,83,24,1,11,27,13,7,2,9,4,1,0,3,7,0,0,20,2,8,6,1,3,237,9,0,246,0,246,--,368,122,237,246,246,Algún campo sin dato,1,7f3c92d5a30c81ebe1d13721d2dbe4f8aee0e11fb5eeb9d567da399e020da3b0,25/06/2023 23:29:37,ESCANER
5009,"Guatemala",1,"Villa Canales",16,496,380,16,71,20,0,15,29,5,8,3,2,4,3,1,1,9,1,2,10,1,1,3,1,0,206,18,3,227,0,227,--,371,144,206,227,227,Algún campo sin dato,1,9925a1c8dadbd919eb9b4672fefb9855506152bb36ab485ec3182a6a098e56ab,26/06/2023 00:59:25,ESCANER
5010,"Guatemala",1,"Villa Canales",16,496,380,9,56,16,0,14,38,5,8,0,2,2,4,0,6,8,4,1,15,1,7,2,5,0,203,13,7,223,0,223,--,380,157,203,223,223,Algún campo sin dato,1,0bd2deb3e026bfc0a25e25a0725816b9a44db1e36be79dd7b481c5cbae7773bd,26/06/2023 00:25:45,ESCANER
5011,"Guatemala",1,"Villa Canales",16,496,380,7,55,22,1,17,26,7,8,3,6,2,5,0,4,14,0,0,12,1,4,3,2,2,201,17,1,219,0,219,--,368,149,201,219,219,Algún campo sin dato,1,d927e1950f3d8227c78e85cb7b0759a8b4a9703c8f363f04d672ab91d8f77387,25/06/2023 22:36:42,ESCANER
5012,"Guatemala",1,"Villa Canales",16,496,380,8,66,19,2,14,33,5,9,1,1,3,5,0,5,14,1,0,16,2,1,4,2,1,212,20,2,234,0,234,--,366,132,212,234,234,Algún campo sin dato,1,5cd2c466284b155750d999f0860b0d2181808350afc99e8084040a5ec29cdd23,26/06/2023 00:44:03,ESCANER
5013,"Guatemala",1,"Villa Canales",16,497,380,7,64,20,0,8,32,12,7,0,4,4,2,0,7,19,0,1,23,1,5,2,1,0,219,18,0,237,0,237,--,365,128,219,237,237,Algún campo sin dato,1,8516a2921b4ccba256af21a95da9bc01136be7d0a952fc564f9c25e3a9324933,25/06/2023 22:31:09,ESCANER
5014,"Guatemala",1,"Villa Canales",16,497,380,6,64,17,0,15,23,12,9,1,0,6,2,1,9,17,2,0,27,0,6,0,3,0,220,11,0,231,1,232,--,372,140,220,231,232,Algún campo sin dato,1,e961ae986de02caacb5589294ff2b54b34d4aa34b93c110487cd6d34dd3a6fc8,26/06/2023 00:02:36,ESCANER
5015,"Guatemala",1,"Villa Canales",16,497,380,9,66,11,0,16,25,7,14,3,1,3,1,0,7,12,2,1,17,1,10,4,2,0,212,8,1,221,0,221,--,368,147,212,221,221,Algún campo sin dato,1,cd3e2cc5264c1011eff26e9bf0754fd3a07cba8e00b621bca350e77b2c86d46c,26/06/2023 01:17:02,ESCANER
5016,"Guatemala",1,"Villa Canales",16,497,380,4,60,12,1,12,19,4,16,5,4,2,2,1,4,16,1,0,35,1,4,1,2,2,208,11,0,219,0,219,--,368,149,208,219,219,Algún campo sin dato,1,1fcca22a6e7e9513f3b15c3df0e4793eb0b0f566a32d4c732325b31b5b810350,26/06/2023 00:39:41,ESCANER
5017,"Guatemala",1,"Villa Canales",16,497,380,6,72,15,1,13,19,10,14,2,4,3,2,2,2,15,1,0,49,2,4,1,0,2,239,7,0,246,0,246,--,372,126,239,246,246,Algún campo sin dato,1,e3a12f0fe3dd3221736c305c586b8b1658912e8e1ab659b8f83b2e340ef8a670,25/06/2023 23:27:01,ESCANER
5018,"Guatemala",1,"Villa Canales",16,497,380,2,69,17,0,6,18,10,18,3,2,7,1,1,2,24,2,0,55,0,4,0,1,0,242,5,1,248,0,248,--,372,124,242,248,248,Algún campo sin dato,1,a86baf8c2e1d25dd4b96011507447465bda48f0ec59828f39eb115b8956b073f,25/06/2023 23:48:41,ESCANER
5019,"Guatemala",1,"Villa Canales",16,497,380,1,63,12,0,8,19,10,17,4,1,5,2,0,1,20,0,2,53,1,9,2,2,0,232,10,1,243,0,243,--,372,129,232,243,243,Algún campo sin dato,1,66b497008f8edeb461c51da7924d64e02599f73599554127c559e7637f87c38d,25/06/2023 23:33:37,ESCANER
5020,"Guatemala",1,"Villa Canales",16,497,380,1,70,21,0,10,16,8,10,0,2,1,6,1,7,12,1,0,45,0,5,1,0,1,218,10,0,228,0,228,--,369,141,218,228,228,Algún campo sin dato,1,accd4471bf62e5e5800e12f64cecf4c1cdd843adc79c89dd680c965331afd05c,26/06/2023 00:56:47,ESCANER
5021,"Guatemala",1,"Villa Canales",16,497,380,6,75,14,0,18,29,4,7,7,0,3,6,1,2,28,1,0,32,3,6,1,1,1,245,10,0,255,1,256,--,372,116,245,255,256,Algún campo sin dato,1,137736317d383c72fea7d674c0cd2c310bf9b5e533692770703667001f095817,26/06/2023 01:05:38,ESCANER
5022,"Guatemala",1,"Villa Canales",16,497,380,1,68,13,0,12,23,6,8,4,3,4,0,0,1,16,0,0,37,1,1,2,1,0,201,8,0,209,0,209,--,372,163,201,209,209,Algún campo sin dato,1,7585bc4b846a9ab9ba5788d7bd6b7d89b8317d3e86eed86d71590d2092331cd9,25/06/2023 23:07:02,ESCANER
5023,"Guatemala",1,"Villa Canales",16,497,380,4,48,13,2,6,14,7,8,1,5,2,3,1,0,7,0,0,37,0,4,1,2,0,165,10,0,175,0,175,--,372,197,165,175,175,Algún campo sin dato,1,19614eb6096570bccaeb8c7a33b39209575fdb929ee347708a9c42fec89c1ed3,25/06/2023 22:58:08,ESCANER
5024,"Guatemala",1,"Villa Canales",16,497,380,7,65,15,0,11,16,6,9,1,4,2,4,1,1,11,2,0,33,2,3,1,1,0,195,13,1,209,0,209,--,372,160,195,209,209,Algún campo sin dato,1,d50bfccf27bab105790106d46c58b7b73fcc8f3007c1ffc6149ccdcd4a1c191d,25/06/2023 22:09:35,ESCANER
5025,"Guatemala",1,"Villa Canales",16,497,263,2,30,5,1,8,8,7,7,2,4,3,2,0,2,5,1,0,45,0,4,1,2,0,139,6,1,146,0,146,--,263,117,139,146,146,Algún campo sin dato,1,d35d7cdd4a0d2a488c4ca92cb3ec671fccf95bb48b17e98e81bd505c2ac0b2f1,25/06/2023 23:13:39,ESCANER
5026,"Guatemala",1,"Villa Canales",16,497,262,2,35,11,0,6,17,4,2,3,0,3,1,0,4,5,0,1,17,0,1,0,1,0,113,4,0,117,0,117,--,259,142,113,117,117,Algún campo sin dato,1,279bcefef9cab10d76ed07b685fedd8eb06648f7a6c7ebb5a4f049060085bebb,25/06/2023 22:54:35,ESCANER
5027,"Guatemala",1,"Villa Canales",16,498,380,60,17,4,1,1,35,1,5,0,2,2,6,2,7,0,2,4,4,2,2,7,1,1,166,29,11,206,0,206,--,372,166,166,206,206,Algún campo sin dato,1,473579a283018ab325f990ad662032cfa1def410073c416ce4e31f62f0228d56,25/06/2023 23:40:56,ESCANER
5028,"Guatemala",1,"Villa Canales",16,498,380,70,31,8,1,2,41,2,5,0,0,2,1,0,7,0,2,2,1,1,1,17,1,1,196,29,12,237,0,237,--,372,135,196,237,237,Algún campo sin dato,1,628fc281a2a77c579915d09cb320455c823babbdebc08201963c63730ee0b5f3,25/06/2023 23:28:09,ESCANER
5029,"Guatemala",1,"Villa Canales",16,498,380,76,22,4,2,1,44,2,3,1,2,3,7,1,5,3,3,4,2,1,1,8,0,3,198,23,9,230,0,230,--,368,138,198,230,230,Algún campo sin dato,1,b013e4a4be6c0a180f5d87b27b9b6fc577c0174e83b49a1383977f6c73188ea8,25/06/2023 22:23:19,ESCANER
5030,"Guatemala",1,"Villa Canales",16,498,380,79,32,6,3,2,34,1,4,2,1,1,0,1,6,1,2,2,1,6,0,13,0,5,202,18,9,229,0,229,--,377,148,202,229,229,Algún campo sin dato,1,79e908c73ff656a43b42e2f28d0fc757ca6e8e883229f2da06da7bfdba0f2b4d,26/06/2023 00:06:43,ESCANER
5031,"Guatemala",1,"Villa Canales",16,498,380,80,23,7,3,1,43,1,8,0,1,4,1,0,5,0,1,2,0,3,3,12,1,3,202,23,13,238,0,238,--,380,142,202,238,238,Algún campo sin dato,1,7733a909c25f9f964c8ff54d01b051dd2d14e8acb22020998f2b586ac2ef7f7e,26/06/2023 00:27:35,ESCANER
5032,"Guatemala",1,"Villa Canales",16,499,380,58,22,2,2,0,21,0,4,1,3,1,3,1,2,1,1,3,4,1,3,15,1,1,150,18,2,170,0,170,--,372,202,150,170,170,Algún campo sin dato,1,69048d22849b1ab278dfc25caafaae87b97d5bbe430dcef00736ce54582f3c59,26/06/2023 00:55:34,ESCANER
5033,"Guatemala",1,"Villa Canales",16,499,380,82,17,3,0,1,29,1,6,0,1,4,6,1,3,2,3,5,6,0,0,16,1,5,192,15,3,210,0,210,--,360,158,192,210,210,Algún campo sin dato,1,7dd338796fa377a92964786cfa73dc3c9ab83b93092e5f48950ef4de0f497e8c,25/06/2023 23:42:57,ESCANER
5034,"Guatemala",1,"Villa Canales",16,499,380,69,17,7,1,1,32,2,5,0,0,1,4,0,7,6,2,3,2,2,2,8,0,1,172,36,1,209,1,210,--,372,162,172,209,210,Algún campo sin dato,1,627730576aad75ab3cd8e26383c69020a379ec3d002e4c07d6709a0525d63d05,25/06/2023 23:11:26,ESCANER
5035,"Guatemala",1,"Villa Canales",16,499,380,72,33,5,0,0,37,1,5,1,3,2,3,0,6,0,1,2,4,2,0,11,0,1,189,25,4,218,0,218,--,369,151,189,218,218,Algún campo sin dato,1,3de094584fdef5fbc9773e69c139c9c68bd72de4b293109b72e7b9827a79065c,26/06/2023 01:44:35,ESCANER
5036,"Guatemala",1,"Villa Canales",16,499,380,91,20,1,0,2,25,1,3,1,0,4,1,0,4,1,2,1,1,1,1,9,2,4,175,29,6,210,0,210,--,367,157,175,210,210,Algún campo sin dato,1,9166da558e9bd91a9478c9686806d986ec53656240db83a48c11c3317a317129,26/06/2023 01:16:14,ESCANER
