TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
119,119,100.0000,119,100.0000,0,45560,25215,55.3446

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,ELEFANTE,VICTORIA,COCIG,PR,VAMOS,SEMILLA,PHG,DESHE,CABAL,U R N G - MAIZ,MLP,BIEN,PODEMOS,VALOR,PPN,CREO,TODOS,VOS,PIN,AZUL,UNE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
13269,"San Marcos",12,"San Pedro Sacatepéquez",2,1808,400,38,24,11,9,8,19,21,3,0,16,2,19,11,3,7,38,5,23,4,2,2,4,269,13,3,285,1,286,--,401,115,269,285,286,Algún campo sin dato,1,7dc97b908f7ab69f154dbb79845d905e96f072152e382e6b81347730f351b66d,26/06/2023 04:28:38,ESCANER
13270,"San Marcos",12,"San Pedro Sacatepéquez",2,1808,400,53,32,13,10,9,25,12,13,2,17,2,21,12,3,3,27,2,22,5,3,3,7,296,8,2,306,0,306,0,400,94,296,306,306,,1,0630c39db659576eb2cbd3df5815890b382505f59940b66e65318563834c771c,26/06/2023 00:52:01,ESCANER
13271,"San Marcos",12,"San Pedro Sacatepéquez",2,1808,400,35,25,8,9,8,34,15,5,0,10,1,9,15,4,6,28,2,28,6,2,5,3,258,13,2,273,1,274,0,403,129,258,273,274,,1,6a21c17894611f26bea99ddc0ca5586f61a9913c11a9eb6943b93ac4395a9988,26/06/2023 02:09:44,ESCANER
13272,"San Marcos",12,"San Pedro Sacatepéquez",2,1809,400,37,31,4,10,5,14,21,6,0,12,3,17,11,2,8,22,1,18,4,2,5,4,237,9,1,247,0,247,0,400,153,237,247,247,,1,bad3c2b01b0d91037fe49a555f437d87617d9a2b6cd133ac3f7e536297149780,26/06/2023 01:04:18,ESCANER
13273,"San Marcos",12,"San Pedro Sacatepéquez",2,1809,400,35,24,4,10,6,26,21,2,2,11,1,26,8,0,7,18,3,24,7,2,4,2,243,7,0,250,0,250,0,400,150,243,250,250,,1,d46c2ce1c6d40b8734c4d763786a2ca4cccad4a6cb4101d2f7d48626a84b8e4e,26/06/2023 01:47:47,ESCANER
13274,"San Marcos",12,"San Pedro Sacatepéquez",2,1809,339,43,23,2,10,2,19,16,4,2,8,1,15,9,5,5,19,2,12,3,1,3,7,211,3,1,215,0,215,0,339,124,211,215,215,,1,a2010356d2d079b175a0f39f6a8a0a3526dfffbbfb8336fc7ca636ef53064cfa,26/06/2023 01:49:02,ESCANER
13275,"San Marcos",12,"San Pedro Sacatepéquez",2,1809,339,27,14,3,10,5,20,12,4,1,2,2,15,13,4,5,19,0,17,0,1,4,1,179,6,2,187,0,187,0,339,152,179,187,187,,1,4627a69e4d02fe95042a0a771966788724a4ca1ab68e58a362dae32a6565288b,26/06/2023 01:55:55,ESCANER
13276,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,380,46,1,5,2,0,23,2,6,0,5,4,4,0,0,1,18,1,12,0,1,0,1,128,9,6,143,0,143,0,380,237,132,147,147,Sumas Asentadas sin cuadrar,1,a0eb0c75a94e5b274233eecdeb0034d2d958c36e62bcfd60178e677edef6850d,25/06/2023 22:25:55,ESCANER
13277,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,380,54,1,10,1,1,15,1,7,0,11,1,0,0,1,6,18,1,12,0,0,0,1,141,13,5,159,0,159,--,380,221,141,159,159,Algún campo sin dato,1,c36a2f9ee090044f365746bc6b4999fdee2a21fda8fcf01e2149202d1e8681c7,25/06/2023 21:54:06,ESCANER
13278,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,380,77,0,5,1,1,25,2,3,0,10,2,0,0,1,4,20,3,12,0,0,1,2,169,15,8,192,0,192,0,380,188,169,192,192,,1,0b20ed4a130586d452a991a155c26516557110c89c5b77790f430379af3b8737,25/06/2023 22:52:04,ESCANER
13279,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,380,59,1,8,1,0,15,2,2,0,8,0,0,1,0,2,19,1,15,0,0,1,2,137,4,0,141,0,141,--,380,239,137,141,141,Algún campo sin dato,1,9ecd8d24639606de8349432050897af955f19d815a1dec0ab52ff772f47a009a,25/06/2023 21:37:15,ESCANER
13280,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,380,54,1,2,1,0,19,2,4,0,9,1,0,1,0,1,16,2,10,0,0,1,3,127,16,1,144,0,144,0,380,236,127,144,144,,1,ae74e36546f9af6efef3ac0a10d439aa155a1f3cc1e89419835aac2cdddcafde,25/06/2023 22:43:47,ESCANER
13281,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,287,38,1,3,0,1,17,1,8,0,8,0,0,0,1,3,13,2,8,0,0,1,2,107,11,3,121,0,121,--,284,163,107,121,121,Algún campo sin dato,1,64bef58151aefa8373be54a771f014a4558ae985e00bf4b0bb7f8e358515fddb,25/06/2023 21:43:03,ESCANER
13282,"San Marcos",12,"San Pedro Sacatepéquez",2,1810,286,36,3,1,0,0,23,4,4,0,2,0,2,0,1,2,9,1,6,0,0,2,2,98,4,1,103,1,104,--,286,182,98,103,104,Algún campo sin dato,1,d7cce1b25aa60e319f3393b399fd535abee94a896ad8b1dcd099741c54ec87f7,25/06/2023 21:17:09,ESCANER
13283,"San Marcos",12,"San Pedro Sacatepéquez",2,1811,380,65,0,4,3,1,21,4,1,0,1,2,2,1,1,2,28,1,5,2,0,0,3,147,22,7,176,1,177,0,380,203,147,176,177,,1,d8c8a5d6aa0d2d95c8e1451f10c54ecc278ff9be8ca63edfabcdcce683aabf2b,26/06/2023 00:13:08,ESCANER
13284,"San Marcos",12,"San Pedro Sacatepéquez",2,1811,273,33,0,2,2,0,13,1,1,0,2,1,0,0,1,3,25,1,2,0,1,0,1,89,15,7,111,0,--,0,273,162,89,111,111,Algún campo sin dato,1,5e44df4c1787dca38fd9ae17fe6a0515e8ed4ad93d4694244e2fc4b6542b7b7d,25/06/2023 22:25:37,ESCANER
13285,"San Marcos",12,"San Pedro Sacatepéquez",2,1811,272,39,1,2,0,0,13,2,0,0,1,0,0,0,1,2,17,1,5,0,0,2,2,88,5,1,94,0,94,0,272,178,88,94,94,,1,c4c35ebc059ad7f6465c189463d7672caabba76c530be2b62b5719b4b497e99c,25/06/2023 22:55:31,ESCANER
13286,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,380,36,0,2,1,3,76,1,4,0,2,1,1,13,1,10,16,1,18,0,0,3,5,194,17,12,223,0,223,0,380,157,194,223,223,,1,d388d002918ea000ed96d166c62101c7a6d48c181ab086dfedea08fa03c7857d,25/06/2023 22:50:08,ESCANER
13287,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,380,54,0,3,2,0,64,2,5,0,7,3,0,11,3,4,11,0,15,0,0,3,6,193,18,13,224,0,224,0,377,153,193,224,224,,1,522bc50862fda2c838bd62e590171a621c22678d691b27d5bece4b8a461ea5b2,26/06/2023 00:00:09,ESCANER
13288,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,380,30,3,3,1,1,92,5,7,0,5,1,0,21,2,8,16,1,15,0,0,1,2,214,24,8,246,0,246,0,380,134,214,246,246,,1,33e641fb6c75baee84df0167f96cb868839f315867e25bf923c83e91ab99f718,25/06/2023 23:50:03,ESCANER
13289,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,380,29,0,1,2,0,68,4,6,0,3,1,1,15,1,8,12,1,6,0,0,3,3,164,13,2,179,0,179,0,380,201,164,179,179,,1,8c723327d2f83f1f9508275649a9f27959e47a2f93479b44d72eb60e69ce90c5,25/06/2023 23:40:07,ESCANER
13290,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,380,23,3,0,0,0,78,3,3,1,3,2,1,20,0,14,27,0,10,1,1,2,1,193,17,6,216,0,216,0,380,164,193,216,216,,1,c680d844c0224508e60184eec5337181e1f84827018159e176d486a55da0e716,26/06/2023 01:40:34,ESCANER
13291,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,380,32,3,1,1,1,79,2,4,0,3,1,0,0,5,9,20,0,17,1,0,2,2,203,20,5,228,0,228,0,380,152,183,208,208,Sumas Asentadas sin cuadrar,1,fba105ee23cf23231c92383d32b0228df52a4f81224908ae0b12651ac8f12424,26/06/2023 01:10:14,ESCANER
13292,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,348,22,1,5,0,1,37,2,3,0,1,2,1,19,2,3,11,1,24,1,0,0,2,156,8,9,156,0,156,0,348,192,138,155,155,Sumas Asentadas sin cuadrar,1,36b45ad12804fa99a40f797dcc7d7278fac04d5d419bdd3710d712e34a28ae18,25/06/2023 23:48:31,ESCANER
13293,"San Marcos",12,"San Pedro Sacatepéquez",2,1812,347,27,3,0,0,0,55,1,2,0,5,0,4,22,0,6,11,1,12,0,0,2,2,153,7,2,162,0,162,0,347,185,153,162,162,,1,d6340f00a2fbdf0c9af9293b236f20df134e1e5894f1b9e0f3ea28a82d6cc9fc,25/06/2023 23:06:58,ESCANER
13294,"San Marcos",12,"San Pedro Sacatepéquez",2,1813,380,33,0,0,4,0,22,4,3,0,1,1,0,2,2,7,6,0,0,1,0,5,6,122,20,8,150,0,150,--,380,230,97,125,125,Sumas Asentadas sin cuadrar,1,534013eeca6b746d43f4304cbe35772dcb45f543953030c062b6b4c442e8cf7a,25/06/2023 23:11:54,ESCANER
13295,"San Marcos",12,"San Pedro Sacatepéquez",2,1813,380,31,2,1,6,2,18,1,1,1,0,1,0,1,0,10,2,1,21,0,0,5,2,106,11,4,121,0,121,--,380,259,106,121,121,Algún campo sin dato,1,440104055749cffd6458d4581bdb761cf1afcd63b4e49c207e99405cfc0bc7c0,25/06/2023 23:38:33,ESCANER
13296,"San Marcos",12,"San Pedro Sacatepéquez",2,1813,380,40,0,2,2,0,23,3,6,0,2,2,2,1,1,4,2,4,30,0,0,2,0,126,18,5,149,0,149,--,377,228,126,149,149,Algún campo sin dato,1,1678d0ac134bd793f1deed62067e912c15e4e534e41ac778836e0c85bcd53034,25/06/2023 23:25:19,ESCANER
13297,"San Marcos",12,"San Pedro Sacatepéquez",2,1813,380,39,3,0,3,2,17,2,1,0,1,1,2,1,1,6,2,0,27,1,0,0,1,110,10,4,124,0,124,0,380,256,110,124,124,,1,54fd3e97333f10a7607dddf5f53a31486e012c5eb993942e67c600d9d4e5171e,25/06/2023 22:46:04,ESCANER
13298,"San Marcos",12,"San Pedro Sacatepéquez",2,1813,191,13,0,0,4,1,4,0,1,0,0,0,1,2,1,0,2,0,15,0,0,3,3,50,6,2,58,0,58,0,191,133,50,58,58,,1,f64d48b10c14d5b84e9d8bd941aaf31589ca87c6297f6d063606c612aa591cbf,25/06/2023 22:37:16,ESCANER
13299,"San Marcos",12,"San Pedro Sacatepéquez",2,1813,191,13,1,0,2,0,12,4,2,0,0,0,0,0,0,1,0,0,13,0,0,0,0,48,2,2,52,0,52,--,191,139,48,52,52,Algún campo sin dato,1,5403cbe534fd48888bba25ea64ad628c041cef6f5cfa804daa8c10a4a8728443,25/06/2023 20:23:42,ESCANER
13300,"San Marcos",12,"San Pedro Sacatepéquez",2,1814,380,58,1,4,14,2,11,7,16,0,3,4,3,1,0,9,28,8,10,1,1,1,4,188,23,4,215,0,215,0,373,162,186,213,213,Sumas Asentadas sin cuadrar,1,ff37bdeb5efb1d55ac119bdc433ad8fe7c57f57b821be255299a5433f2244859,26/06/2023 01:36:16,ESCANER
13301,"San Marcos",12,"San Pedro Sacatepéquez",2,1814,313,41,0,6,6,2,10,2,23,0,2,3,2,0,0,7,16,5,8,0,2,1,3,139,14,5,158,0,158,0,310,152,139,158,158,,1,4f710b8564001560270ac8e92d00842f1f04e69bba3fd0c69652220455ddcd22,26/06/2023 01:01:22,ESCANER
13302,"San Marcos",12,"San Pedro Sacatepéquez",2,1814,313,44,0,7,8,2,7,6,18,0,3,2,0,2,1,2,16,1,7,0,1,1,2,130,9,2,141,0,141,0,310,169,130,141,141,,1,f9c08d74faedf0991a012b54d5efcbad113c6c2d8ddddd07dc9ff1d99c742955,26/06/2023 01:19:28,ESCANER
13303,"San Marcos",12,"San Pedro Sacatepéquez",2,1815,380,32,6,2,3,5,24,5,25,1,2,2,4,2,2,12,58,1,6,1,0,0,1,194,14,8,216,0,216,--,380,164,194,216,216,Algún campo sin dato,1,fbcb6c5ca006274c873de89b76914f58936fd97157e0988e5e40975f42fb9a66,26/06/2023 00:46:29,ESCANER
13304,"San Marcos",12,"San Pedro Sacatepéquez",2,1815,380,41,7,0,10,1,18,6,13,0,7,4,4,2,1,12,63,2,12,1,0,2,4,210,8,11,229,0,229,--,380,151,210,229,229,Algún campo sin dato,1,6317c04138e1ecfe69d654c5a3178e8700f32dc1d067fc1fad09c5a9bba24ca9,26/06/2023 01:09:39,ESCANER
13305,"San Marcos",12,"San Pedro Sacatepéquez",2,1815,380,39,8,5,13,1,23,8,22,0,8,1,0,8,1,17,44,3,5,0,1,2,10,224,18,6,248,0,248,0,380,132,219,243,243,Sumas Asentadas sin cuadrar,1,fb6dbe62a16abf1dcc117430971cdc6c19d96f7666d8deae4f4ba3bc224949b8,25/06/2023 23:39:29,ESCANER
13306,"San Marcos",12,"San Pedro Sacatepéquez",2,1815,380,29,14,4,7,2,28,5,17,0,4,0,3,5,0,8,61,5,12,0,2,1,9,216,14,4,234,0,234,--,380,146,216,234,234,Algún campo sin dato,1,e1df19dba8de3ffcfb802a9905a838b97926a14eb30e8b38c49965420cca3a9e,26/06/2023 01:02:43,ESCANER
13307,"San Marcos",12,"San Pedro Sacatepéquez",2,1815,380,35,9,4,6,2,21,3,18,0,1,1,4,5,1,10,59,1,5,0,1,1,3,190,2,2,194,0,194,--,380,186,190,194,194,Algún campo sin dato,1,9d4633fdf136d1e9d1884d74916e5666d53b2ef20c57a44cd08df980cf44b9b0,26/06/2023 00:41:07,ESCANER
13308,"San Marcos",12,"San Pedro Sacatepéquez",2,1815,380,38,8,3,4,4,24,1,18,0,3,1,5,6,2,12,47,3,7,0,1,1,3,191,13,3,207,0,207,--,380,173,191,207,207,Algún campo sin dato,1,fbbbc72ace11319b2371c1d1f97d0b6dd3742687d652d5ec892382cc7ff21a2c,26/06/2023 01:08:42,ESCANER
13309,"San Marcos",12,"San Pedro Sacatepéquez",2,1816,380,36,10,3,9,2,11,4,13,0,5,0,5,4,1,18,50,0,20,1,0,1,1,194,7,7,208,0,208,0,380,172,194,208,208,,1,43fbeb9de37f7df8c7cd6d487cbdca20a9d4f517c1aaae01c58c1b7eef2c4432,26/06/2023 00:39:49,ESCANER
13310,"San Marcos",12,"San Pedro Sacatepéquez",2,1816,380,47,10,3,5,4,21,5,11,2,4,1,5,2,0,6,52,0,7,0,0,1,6,192,18,1,211,0,211,0,380,169,192,211,211,,1,f51d212a76953ddc3191eee3300fb511fac7c5e22246e54468664ff0bc51dcb7,25/06/2023 23:12:13,ESCANER
13311,"San Marcos",12,"San Pedro Sacatepéquez",2,1816,380,44,5,5,3,5,16,7,10,0,7,1,5,5,0,7,47,1,12,2,0,1,5,188,10,5,203,0,203,0,377,174,188,203,203,,1,dd74e86aa57056fa658a87c6a9b4111b4127af1af5368da433eae3f81c1a12fb,25/06/2023 22:57:13,ESCANER
13312,"San Marcos",12,"San Pedro Sacatepéquez",2,1816,380,36,6,3,5,5,23,5,10,1,2,0,6,2,0,6,48,3,8,2,3,1,3,178,8,3,189,0,189,0,376,187,178,189,189,,1,6b7e332f6547cb2fea61b98b51c0232e3f402a0e3ed6de5d0c48df6eba368f20,26/06/2023 00:33:14,ESCANER
13313,"San Marcos",12,"San Pedro Sacatepéquez",2,1817,315,28,9,3,3,0,17,6,8,0,2,0,5,7,0,6,34,1,7,1,3,1,0,141,5,1,147,0,147,0,315,168,141,147,147,,1,8dfee9bb586e9a6c8fde5061750441537e75ec28d052a2507a28a24b3dcd509c,26/06/2023 00:36:27,ESCANER
13314,"San Marcos",12,"San Pedro Sacatepéquez",2,1817,314,24,5,2,3,2,11,6,5,1,3,0,8,1,1,4,46,1,5,0,0,2,3,133,7,0,140,0,140,0,316,176,133,140,140,,1,8e67c05dc28b7f2a6831499f2d6ac2995e36bcc46779e58fa14866e5cec95607,25/06/2023 22:22:02,ESCANER
13315,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,27,9,1,36,1,12,0,2,7,13,2,5,1,2,5,24,2,15,1,1,3,1,170,15,6,191,0,191,--,371,177,170,191,191,Algún campo sin dato,1,b02f67b7a150e6fec287028b5b4467aa657ab24aec8f5ae4dbf5cda9550334b0,26/06/2023 01:43:32,ESCANER
13316,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,33,11,5,30,3,18,10,5,6,6,3,3,3,4,10,25,1,18,0,3,1,2,200,18,4,222,0,222,--,380,158,200,222,222,Algún campo sin dato,1,2a442b60ee3312a35f3ee8155243e366996edf1005101eb8ce5baf6bff0eab7b,25/06/2023 23:51:48,ESCANER
13317,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,32,19,5,41,3,15,4,6,7,6,3,3,4,1,8,42,3,9,1,3,1,3,219,13,1,233,0,233,0,377,144,219,233,233,,1,2718e218312e9c11e27a92ddf3962b0b1e57038774b77efaa134e5f277533009,26/06/2023 01:34:56,ESCANER
13318,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,27,16,2,26,1,15,13,2,1,8,1,4,3,0,7,27,3,15,0,0,2,2,175,13,2,190,0,190,--,380,190,175,190,190,Algún campo sin dato,1,74f13248fd477424dad624721c0e20f96a1ab32338b504dc95e08ad53d780af2,26/06/2023 00:24:48,ESCANER
13319,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,32,11,9,25,6,18,9,4,8,4,2,5,2,0,8,34,1,13,0,0,6,6,203,16,0,219,0,219,--,380,161,203,219,219,Algún campo sin dato,1,a7f0bb2d9d79d85f46ccf380d7ec6ef61d79bce37759ea7717ed079d98ae94c9,26/06/2023 00:06:58,ESCANER
13320,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,39,22,7,22,1,21,4,3,6,7,5,7,0,1,13,26,2,20,0,0,1,1,208,11,6,225,0,225,--,380,155,208,225,225,Algún campo sin dato,1,ec456465f9e2a9baf152e0d06205e357e61a1af505955462c9c0bcd7afc53421,26/06/2023 02:45:31,ESCANER
13321,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,28,13,7,24,0,19,6,0,4,4,1,3,3,2,10,34,1,21,3,2,2,5,215,19,4,379,0,379,--,379,164,192,215,215,Sumas Asentadas sin cuadrar,1,a76d6a4cc30008552ad7b3ba0369a6900e9130679d22cf643349078fe2a3b561,26/06/2023 01:22:18,ESCANER
13322,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,380,26,7,5,17,3,20,6,3,4,4,2,5,3,4,7,21,1,25,0,0,0,3,166,6,1,173,0,173,0,378,204,166,173,173,,1,a02f404dde35e411e7355cbd7e85d85ee9ce0b3d76b609ec57f4d042038fbd68,25/06/2023 23:04:44,ESCANER
13323,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,361,18,12,7,21,1,16,9,3,6,5,1,7,1,3,7,22,1,15,2,0,3,5,165,3,0,168,0,168,--,358,190,165,168,168,Algún campo sin dato,1,a1ec15c3cea4c51e8a62511bd52d719d182f52ed9a93ac334f330e19cabd51b0,25/06/2023 23:12:58,ESCANER
13324,"San Marcos",12,"San Pedro Sacatepéquez",2,1818,360,17,6,5,17,2,8,9,1,2,6,5,5,2,5,9,20,1,20,0,0,0,2,142,6,2,150,0,150,--,360,210,142,150,150,Algún campo sin dato,1,b9f450b35d827b1af1119b93466a97c3f364a44ff1827400d517c8432c8cf1c7,26/06/2023 01:38:25,ESCANER
13325,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,600,28,11,3,9,2,15,12,3,4,6,4,4,5,1,4,33,2,14,2,2,2,3,169,16,3,188,0,188,--,600,412,169,188,188,Algún campo sin dato,1,91e55021a322a369f564673e867d664c39829128fdd8352df2c787a5a7f3201b,26/06/2023 01:03:15,ESCANER
13326,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,600,36,23,5,8,5,24,10,5,2,8,2,10,14,1,4,29,2,15,0,0,3,0,206,12,4,222,0,222,0,600,378,206,222,222,,1,1e721caa495053605119a694950de6135b4b6eb4dabb5a14567027e086a0f470,26/06/2023 04:06:23,ESCANER
13327,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,600,33,36,5,13,6,27,21,6,0,5,1,7,10,1,5,18,2,21,5,4,4,6,238,13,6,255,0,255,--,600,344,236,255,255,Sumas Asentadas sin cuadrar,1,ed49f3dd924e7f0ff24227636d0ea33593fa31ca762b7c88d40fee84510144b0,26/06/2023 04:46:16,ESCANER
13328,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,600,34,26,7,12,2,26,11,5,0,10,6,8,12,1,8,19,1,22,2,1,3,6,222,11,3,236,0,236,0,600,361,222,236,236,,1,8eca63e998140b9ff29e32662473521861758a8fdc3e29577ede2c28f530ca62,26/06/2023 01:28:35,ESCANER
13329,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,600,38,23,4,6,4,25,15,4,3,3,2,10,8,3,6,20,2,14,4,2,4,5,205,16,7,228,0,228,--,600,372,205,228,228,Algún campo sin dato,1,db32d9b1903d0af4131134259ac0a249937a998b2ddd49e43360430677a7052c,26/06/2023 02:20:27,ESCANER
13330,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,600,26,15,1,10,2,21,6,3,0,6,2,4,5,2,9,27,2,16,1,4,0,6,168,5,3,176,0,176,0,600,424,168,176,176,,1,dcb25d01513ed0587a94bf4b400f44a673a42b12b6a539ca49d6c5f3cbfe3c83,26/06/2023 01:49:34,ESCANER
13331,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,352,11,5,1,2,1,6,3,3,0,5,1,4,3,2,1,3,0,5,1,0,1,2,60,4,3,67,0,67,0,352,285,60,67,67,,1,b86fbe2f85110b873648d4414237e33727e727da9361e2b8bf2a716cfab81764,26/06/2023 00:18:46,ESCANER
13332,"San Marcos",12,"San Pedro Sacatepéquez",2,1819,352,6,2,1,0,0,2,1,0,0,0,0,2,1,0,0,4,0,1,0,1,0,1,22,1,0,23,0,23,0,352,329,22,23,23,,1,d242c4510e53030645fc402caf765afe164035a55e9166417dda64337b51f07b,26/06/2023 00:54:05,ESCANER
