TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
126,126,100.0000,126,100.0000,0,45765,21289,46.5180

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,U R N G - MAIZ,AZUL,VAMOS,TODOS,CABAL,VALOR,UNIONISTA,VIVA,CAMBIO,UR,PPN,PR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
15049,"Huehuetenango",13,"Chiantla",2,2158,262,22,2,1,63,2,4,6,0,7,0,0,0,0,107,9,2,--,--,118,--,262,144,107,118,118,Algún campo sin dato,1,5af0d76029639ece490f4dec400d54a1fd85f43a70be933cc6d1deb5ba912d27,25/06/2023 23:30:53,ESCANER
15050,"Huehuetenango",13,"Chiantla",2,2159,380,36,1,7,76,10,9,22,0,6,0,1,2,0,170,27,6,203,0,203,--,380,177,170,203,203,Algún campo sin dato,1,a797689669436bc27e898ee36cefa4ecfcbadbb7445ca5c13604d869c9c31100,26/06/2023 01:33:02,ESCANER
15051,"Huehuetenango",13,"Chiantla",2,2159,380,42,0,9,68,4,12,10,0,9,0,0,0,1,155,29,10,194,0,194,--,380,186,155,194,194,Algún campo sin dato,1,a4d618ab908915eff0fa8a341405531585670116ca2a4f8d7072bf5b53383c99,26/06/2023 00:06:09,ESCANER
15052,"Huehuetenango",13,"Chiantla",2,2159,380,58,2,12,70,4,10,16,0,10,1,0,1,0,184,31,7,222,0,222,--,376,154,184,222,222,Algún campo sin dato,1,1fd498b4d32516292b962401238cf4aa7df227fef087091a3fd4cf3dbcadcf82,26/06/2023 00:35:22,ESCANER
15053,"Huehuetenango",13,"Chiantla",2,2159,380,52,2,6,85,1,9,16,5,9,1,0,0,2,188,28,8,224,0,224,--,381,157,188,224,224,Algún campo sin dato,1,532f9a0e9dbbb64748726f2e357d30525a23b257eba92dd3a20bd437b7a7cdaf,26/06/2023 00:16:46,ESCANER
15054,"Huehuetenango",13,"Chiantla",2,2159,380,39,0,7,93,1,12,17,1,12,0,0,0,1,183,20,7,210,0,210,--,380,170,183,210,210,Algún campo sin dato,1,15cd7123d5c27ed746c76ae8a74d549d8c8be22d10461cd2f64960732c7dbe06,26/06/2023 00:45:44,ESCANER
15055,"Huehuetenango",13,"Chiantla",2,2159,380,26,2,4,82,2,5,22,0,4,0,1,0,0,148,26,9,183,0,183,--,380,197,148,183,183,Algún campo sin dato,1,166ff030680a6c13e38cdffd96b2fc65110f9af6bab5e507e20eec9350091e76,26/06/2023 01:56:05,ESCANER
15056,"Huehuetenango",13,"Chiantla",2,2159,380,41,3,4,88,2,4,14,0,3,0,1,0,0,160,24,9,193,0,193,--,380,187,160,193,193,Algún campo sin dato,1,3ea2a7a03c8b029167b9d2cf2a672bafecd00de710f0546473029365f87e78be,26/06/2023 00:01:23,ESCANER
15057,"Huehuetenango",13,"Chiantla",2,2159,380,24,0,8,81,3,8,7,1,5,0,1,1,6,145,19,11,175,0,175,--,380,205,145,175,175,Algún campo sin dato,1,d631bf47389d5fdc68515e673db0aeef3994d57b0d4848c7197379f57011d84b,26/06/2023 00:29:41,ESCANER
15058,"Huehuetenango",13,"Chiantla",2,2159,380,32,0,2,69,3,11,9,1,1,0,0,4,5,137,16,4,157,0,157,--,380,223,137,157,157,Algún campo sin dato,1,66f6c4f9eba118eacdcb19e76aa5bcf4536d53baee425d9d975620b579323a62,26/06/2023 00:23:51,ESCANER
15059,"Huehuetenango",13,"Chiantla",2,2159,380,39,0,4,77,4,11,9,1,3,0,0,0,2,150,18,12,180,1,181,--,380,199,150,180,181,Algún campo sin dato,1,37422f3f18454ebe10c28a8bae8b671b807993aa208bd1bd7f2dd1cca9a2976c,26/06/2023 01:12:31,ESCANER
15060,"Huehuetenango",13,"Chiantla",2,2160,328,16,0,2,65,2,6,7,0,0,0,0,0,2,100,13,3,116,0,116,--,328,212,100,116,116,Algún campo sin dato,1,ef806cc4895ecd4db407774d6b5f53f738b868f5227e1e0779eb9383d7c05675,25/06/2023 21:58:24,ESCANER
15061,"Huehuetenango",13,"Chiantla",2,2160,327,37,1,4,59,0,3,6,0,2,0,0,0,2,114,21,6,141,0,141,--,327,186,114,141,141,Algún campo sin dato,1,df972629a3814a519965eb5209128401c1340af7712344403db3238744c05a2a,26/06/2023 01:25:25,ESCANER
15062,"Huehuetenango",13,"Chiantla",2,2161,380,11,1,1,85,10,5,10,0,2,0,1,0,0,126,19,3,148,0,148,--,380,232,126,148,148,Algún campo sin dato,1,9277bcd6f90ffc702fcce9ed609072cfcba2623aedcbf7b8a80eb844d6894598,25/06/2023 23:04:54,ESCANER
15063,"Huehuetenango",13,"Chiantla",2,2161,380,20,2,9,84,16,6,9,0,7,1,1,0,0,155,23,9,187,0,187,--,380,193,155,187,187,Algún campo sin dato,1,a59a5ae021909b5cbbcdbe0f5dd8a68a81d45d460cccf441803f8abc9c10b9b2,25/06/2023 23:36:01,ESCANER
15064,"Huehuetenango",13,"Chiantla",2,2161,380,13,2,2,63,7,4,10,0,1,0,0,1,0,103,12,6,121,0,121,--,380,259,103,121,121,Algún campo sin dato,1,e6630dfd9e5835d2faa42a892ded89a225ae3c483651285c2b0ddc733eb5e7c2,25/06/2023 22:33:51,ESCANER
15065,"Huehuetenango",13,"Chiantla",2,2161,380,18,1,3,62,9,5,9,1,6,0,1,0,0,115,8,5,128,0,128,--,376,248,115,128,128,Algún campo sin dato,1,9df5f06afaa5bbeeafba4361e403f28a16367e714fc4710ffb614a8048cc9ee6,25/06/2023 22:07:40,ESCANER
15066,"Huehuetenango",13,"Chiantla",2,2161,312,7,0,4,36,6,5,4,0,2,0,0,0,0,64,9,7,80,0,80,--,312,232,64,80,80,Algún campo sin dato,1,9c05a1f6ec180703455cb58188a83e7e81fbb93dfe283814500e30434cd62b65,25/06/2023 22:23:48,ESCANER
15067,"Huehuetenango",13,"Chiantla",2,2161,311,9,1,1,49,6,6,5,0,2,0,0,0,0,79,8,3,90,0,90,--,311,221,79,90,90,Algún campo sin dato,1,1f94f67594b4f2587b60a7ce691087fbf4335cf3f184bb33181c162164c35122,25/06/2023 21:29:23,ESCANER
15068,"Huehuetenango",13,"Chiantla",2,2162,380,44,0,3,86,6,4,8,1,3,0,0,1,0,156,20,5,181,0,181,--,380,199,156,181,181,Algún campo sin dato,1,0cda4bf9de4f67125525f2a6a11da417be4c32bf6e5dfc38233f4f42499c6bcc,26/06/2023 00:14:44,ESCANER
15069,"Huehuetenango",13,"Chiantla",2,2162,380,65,2,1,101,5,5,6,1,2,0,0,0,0,188,9,11,208,0,208,--,380,172,188,208,208,Algún campo sin dato,1,34d2fed1f18854924c6fc48f0a233159f6579041b18e1ea38a740a9d7daf62b3,26/06/2023 00:10:06,ESCANER
15070,"Huehuetenango",13,"Chiantla",2,2162,380,47,1,1,73,5,2,5,1,1,0,0,0,0,136,19,8,163,0,163,--,380,217,136,163,163,Algún campo sin dato,1,3c4de49d73127f874a31e7d78cc74e12180159209e28cf7762e187c9c8fe613a,26/06/2023 00:22:58,ESCANER
15071,"Huehuetenango",13,"Chiantla",2,2162,380,46,0,3,72,5,3,12,0,1,0,0,0,0,142,28,5,175,0,175,--,380,205,142,175,175,Algún campo sin dato,1,c75fb90c238a105dad658ff5ca1d7da60156b94db507ff4c174b74d9a8f0dac7,25/06/2023 22:49:46,ESCANER
15072,"Huehuetenango",13,"Chiantla",2,2162,380,38,1,2,64,2,1,12,0,1,0,0,2,0,123,14,12,149,0,149,--,380,231,123,149,149,Algún campo sin dato,1,a59e363eade93b1dffb91fd34284538459c97563e3f233b0b593b7c5b180e3a8,26/06/2023 00:31:25,ESCANER
15073,"Huehuetenango",13,"Chiantla",2,2163,380,30,0,0,80,4,0,11,3,0,0,0,0,0,128,9,2,139,0,139,--,380,241,128,139,139,Algún campo sin dato,1,a47bf17227d3cd57adc21a4bb054156bd3d836875752ef4b4f0b57e5aae9e115,26/06/2023 01:11:21,ESCANER
15074,"Huehuetenango",13,"Chiantla",2,2163,196,17,0,0,27,1,1,6,0,2,0,0,0,0,54,1,0,55,0,55,--,196,141,54,55,55,Algún campo sin dato,1,284e77169df1c3bd270c0085b64dcda404acb62e48a4386d116079c5e75a7610,26/06/2023 00:02:05,ESCANER
15075,"Huehuetenango",13,"Chiantla",2,2163,195,12,0,1,37,3,0,4,0,0,0,0,0,0,57,5,1,63,0,63,--,195,132,57,63,63,Algún campo sin dato,1,3f55650fb7920641f381113e8d6e04fc742132eeaeb13c7e3f26a532212ec4b0,25/06/2023 23:38:25,ESCANER
15076,"Huehuetenango",13,"Chiantla",2,2164,380,53,1,2,87,5,6,8,1,3,0,0,1,2,169,27,7,203,0,203,--,380,177,169,203,203,Algún campo sin dato,1,782bcc4a5f9476eaeed67c5c3b3c1f54a7bf194f9997d0800f1d0a833ad89b76,25/06/2023 23:43:52,ESCANER
15077,"Huehuetenango",13,"Chiantla",2,2164,380,44,3,0,86,4,11,10,2,2,0,1,0,0,163,20,6,189,0,189,--,380,191,163,189,189,Algún campo sin dato,1,def48c01aa5d53382e337d3941ff2c227a66278b08f98cc3e2e8a2fcd92d1196,25/06/2023 21:29:15,ESCANER
15078,"Huehuetenango",13,"Chiantla",2,2164,380,58,2,3,80,6,8,17,1,5,0,1,1,0,182,22,5,209,1,210,--,380,170,182,209,210,Algún campo sin dato,1,dc18c756eccd853eaefd456e320dcb3779b12f249a0b67b7cc1115608fd6f00a,25/06/2023 23:16:15,ESCANER
15079,"Huehuetenango",13,"Chiantla",2,2164,380,40,1,1,86,5,7,7,0,4,1,2,0,2,156,39,10,205,0,205,--,380,175,156,205,205,Algún campo sin dato,1,a5ba948d3a89ae79a9a400bf763ea8130ec231ab608440be60ad93f5d74d71b1,25/06/2023 22:18:04,ESCANER
15080,"Huehuetenango",13,"Chiantla",2,2164,374,35,1,0,77,4,4,21,1,2,0,1,0,0,146,16,7,169,0,169,--,371,202,146,169,169,Algún campo sin dato,1,cfd5c155908953fb0d134ed5e04a589a41325150d9e7620164f0d6f58e1e5d3c,25/06/2023 23:19:09,ESCANER
15081,"Huehuetenango",13,"Chiantla",2,2164,374,34,0,0,109,7,7,11,2,4,0,0,0,0,174,11,0,185,0,185,--,374,189,174,185,185,Algún campo sin dato,1,82f4ccbeb1d9914c5f0c79742b42cfa0d489fa82fd334d8726d3b3b2451c7779,25/06/2023 22:16:07,ESCANER
15082,"Huehuetenango",13,"Chiantla",2,2165,380,46,3,2,86,3,4,11,6,7,2,0,1,0,171,33,5,209,0,209,--,380,171,171,209,209,Algún campo sin dato,1,79a05d02f8a727a756f46fdbf89ddc0433dcc5d02af392ff934db09861aad52a,26/06/2023 01:01:52,ESCANER
15083,"Huehuetenango",13,"Chiantla",2,2165,380,41,5,5,84,7,7,16,3,4,0,0,0,1,173,9,0,182,0,182,--,380,198,173,182,182,Algún campo sin dato,1,867eb708113a7fc076fcda32269d900d02992043290e6f3efc491bac348b8a1d,26/06/2023 00:59:07,ESCANER
15084,"Huehuetenango",13,"Chiantla",2,2165,333,29,6,0,65,3,2,19,1,3,1,0,0,0,129,13,7,149,0,149,--,33,184,129,149,149,Algún campo sin dato,1,d9a55ba69dd3be50fc133cedd394b732dec0842965d8187818af80bc42d5bdb3,26/06/2023 00:00:35,ESCANER
15085,"Huehuetenango",13,"Chiantla",2,2165,332,16,1,0,62,2,1,10,1,2,0,0,0,0,95,8,0,103,0,103,--,332,229,95,103,103,Algún campo sin dato,1,814fb1cf84e87bcbe5e10a3c56813d99ee3bb8dfc28a5c43b5cac4e2be88b31b,25/06/2023 22:41:29,ESCANER
15086,"Huehuetenango",13,"Chiantla",2,2166,380,46,0,1,82,1,6,5,2,3,0,0,2,1,149,29,5,183,0,183,--,380,197,149,183,183,Algún campo sin dato,1,b433e585252fb03a4a59a758f5af3d3cb737f0463921a6aa6aae6936a0c8247e,25/06/2023 23:35:41,ESCANER
15087,"Huehuetenango",13,"Chiantla",2,2166,275,20,0,0,53,0,5,7,0,2,0,0,2,1,90,12,5,107,0,107,--,275,168,90,107,107,Algún campo sin dato,1,f42734acaf000eaef33958c9babe5183b44435806cc51c5a162fb354f180d45f,25/06/2023 23:03:00,ESCANER
15088,"Huehuetenango",13,"Chiantla",2,2166,274,29,0,1,57,0,2,3,0,1,0,0,0,0,93,9,0,102,0,102,--,274,172,93,102,102,Algún campo sin dato,1,2f04cb82181362d89dd0ca50fd7dc5fbd8d17327531fa3ac6a68b46c04a1acbe,25/06/2023 22:22:29,ESCANER
15089,"Huehuetenango",13,"Chiantla",2,2167,380,45,0,6,69,12,22,2,0,2,1,0,0,0,159,41,14,214,0,214,--,380,166,159,214,214,Algún campo sin dato,1,673528a4f28dfc41112ae81482eb9d4f1d26df6635cfcb331adfaa15800310e0,26/06/2023 00:00:21,ESCANER
15090,"Huehuetenango",13,"Chiantla",2,2167,380,39,2,5,60,10,26,4,0,4,0,0,3,2,155,20,16,191,0,191,--,380,189,155,191,191,Algún campo sin dato,1,37fc6e4e03eefe7d3dafa8e24868a34b60615c3ffd2d382e889dbb4432dcee71,25/06/2023 23:41:55,ESCANER
15091,"Huehuetenango",13,"Chiantla",2,2167,380,31,1,2,79,10,19,3,0,1,0,0,1,0,147,22,12,181,0,181,--,380,199,147,181,181,Algún campo sin dato,1,6c1f2be2777abc124a34411134608e11868039ca4806912a7448c72d51d98c1d,26/06/2023 00:32:07,ESCANER
15092,"Huehuetenango",13,"Chiantla",2,2167,380,31,2,69,13,17,2,0,0,1,2,2,0,3,142,39,12,93,0,193,--,380,187,142,193,193,Sumas Asentadas sin cuadrar,1,e8489dc850a224aa351a24c29b7dc5a5b5c5bfe2085da3c87a39903daac78e89,26/06/2023 00:47:04,ESCANER
15093,"Huehuetenango",13,"Chiantla",2,2167,380,30,1,2,63,5,14,2,0,7,1,0,0,0,125,31,12,168,0,168,--,380,212,125,168,168,Algún campo sin dato,1,8e23f4f647c9577611d973c1bbc4a0debcd8b367fc5cf93e6ff37255989edecb,25/06/2023 22:59:30,ESCANER
15094,"Huehuetenango",13,"Chiantla",2,2168,300,32,0,0,49,6,11,1,1,0,0,0,1,0,101,27,0,128,0,128,4,300,172,101,128,128,,1,884853afe1914092ecf03df3f08db5944e7ae5f59c03a38cab2aef179d1262f8,25/06/2023 23:06:21,ESCANER
15095,"Huehuetenango",13,"Chiantla",2,2168,299,31,0,1,71,6,14,2,0,0,1,0,0,0,126,15,7,148,0,148,--,299,151,126,148,148,Algún campo sin dato,1,b786173101910888dafc03bf7ccc889c3887df0ad676f951a916b757223e1816,25/06/2023 23:31:46,ESCANER
15096,"Huehuetenango",13,"Chiantla",2,2169,380,16,0,4,106,14,12,13,1,2,0,0,2,0,170,29,8,207,0,207,--,380,169,170,207,207,Algún campo sin dato,1,0a33cdf4b1d2ba4b2cd1c1df65c78a9b4662ab379c773c91fb32205a595e303d,26/06/2023 01:19:28,ESCANER
15097,"Huehuetenango",13,"Chiantla",2,2169,295,14,0,2,70,10,6,8,0,0,0,0,0,1,111,18,9,138,0,138,--,295,157,111,138,138,Algún campo sin dato,1,37846bb0ded996ed62066dd4b2b1bfdbb2241a475c35b2ca0ee18873d0213b3a,26/06/2023 00:19:09,ESCANER
15098,"Huehuetenango",13,"Chiantla",2,2169,295,7,0,2,71,4,7,7,0,0,0,1,0,2,101,6,10,117,0,117,--,295,178,101,117,117,Algún campo sin dato,1,705b40f682754d10047e7c5cb190ca77eb05b2633c668b2150c500736e1afafd,26/06/2023 00:32:40,ESCANER
15099,"Huehuetenango",13,"Chiantla",2,2170,305,22,1,3,80,44,3,1,0,10,0,0,0,0,164,18,6,188,0,188,--,305,117,164,188,188,Algún campo sin dato,1,63900754e1a5748371043f66aaa20cdad4070dd674c294a2f4432678c8c9a176,25/06/2023 21:28:39,ESCANER
15100,"Huehuetenango",13,"Chiantla",2,2170,304,19,1,2,60,44,1,1,0,8,0,0,0,0,136,20,5,161,0,161,--,304,143,136,161,161,Algún campo sin dato,1,03dd3224cf1a168dd0695b9d612b2187b05a96d030116f3526502fccf418ea0f,25/06/2023 21:15:47,ESCANER
15101,"Huehuetenango",13,"Chiantla",2,2171,380,51,3,5,79,13,7,23,2,6,0,0,3,1,193,23,8,224,31,255,--,380,156,193,224,255,Algún campo sin dato,1,049a8e16b887cfd758468c15e6213b0162755726e2bb724a203e4b009c746061,26/06/2023 00:50:22,ESCANER
15102,"Huehuetenango",13,"Chiantla",2,2171,291,23,1,1,58,8,6,15,1,3,0,0,1,2,119,21,6,146,0,146,--,291,145,119,146,146,Algún campo sin dato,1,87b50dd8e601f11eb4b262cf45a6d176e9041b1587ae56634d0b690b8ba6e577,25/06/2023 22:28:34,ESCANER
15103,"Huehuetenango",13,"Chiantla",2,2171,290,26,0,1,54,6,2,17,1,3,0,0,1,0,111,4,0,115,0,115,--,290,175,111,115,115,Algún campo sin dato,1,4ebea635ba455c64043df6372b3fdba6b3dd64d8fc74aaeebcd0dc199ba7265c,25/06/2023 23:34:31,ESCANER
15104,"Huehuetenango",13,"Chiantla",2,2172,600,21,2,0,42,1,5,10,1,4,0,1,0,0,87,4,2,93,0,93,--,600,507,87,93,93,Algún campo sin dato,1,b245e6891a97ba0faf4e2d41e42cc42a43f06f87025e00e8431fd2900b286983,25/06/2023 21:24:56,ESCANER
15105,"Huehuetenango",13,"Chiantla",2,2172,600,25,0,1,39,0,7,18,2,8,0,1,1,1,103,13,2,118,0,118,--,600,482,103,118,118,Algún campo sin dato,1,83c8af7b211370959e02a629c5ac7ae0f03f40e9905da92568c0e102ba3bc99e,25/06/2023 23:26:37,ESCANER
15106,"Huehuetenango",13,"Chiantla",2,2172,390,19,0,2,28,2,3,7,1,5,0,1,0,0,68,2,1,71,0,71,--,390,319,68,71,71,Algún campo sin dato,1,78f3d06d4dbabb86bb40f8edf7cd52f58cfc5ee4dfdf446f7aedcffc99eafc9e,25/06/2023 21:31:46,ESCANER
15107,"Huehuetenango",13,"Chiantla",2,2172,389,8,0,0,4,2,1,5,0,0,0,0,1,0,21,4,0,25,0,25,--,389,364,21,25,25,Algún campo sin dato,1,bb3ea6af7160b5d6bf27da5a20edfae9fb0bbef0ab8ed7c09152b6f61ebbdbc6,25/06/2023 21:48:06,ESCANER
