TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
84,84,100.0000,84,100.0000,0,32472,19271,59.3465

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,VIVA,CABAL,VAMOS,WINAQ,PHG,VOS,LA PAPA,CREO,MLP,UNE,CAMBIO,VALOR UNIONISTA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
10996,"Quetzaltenango",9,"Ostuncalco",9,1468,380,45,6,96,17,5,5,6,6,6,2,3,2,43,242,16,18,276,0,276,--,380,104,242,276,276,Algún campo sin dato,1,8c9133c7ed2579035db21a65a6e99c7046e60efbcd195743131f3de8f4d5b190,26/06/2023 00:18:17,ESCANER
10997,"Quetzaltenango",9,"Ostuncalco",9,1468,380,35,0,104,20,4,8,3,9,4,0,0,1,46,234,16,19,269,0,269,1,380,111,234,269,269,,1,2d9f8b72742f36490decb68638ff5ba894acc7f4703d325e6a7f25706f4647e0,25/06/2023 23:57:10,ESCANER
10998,"Quetzaltenango",9,"Ostuncalco",9,1468,380,49,2,97,19,4,11,3,7,5,2,3,0,31,233,14,21,268,0,268,--,380,112,233,268,268,Algún campo sin dato,1,f51f8fcb79516b1510baaf9325f97d190d00ccf54270271cfaccb62ea069e407,26/06/2023 00:58:25,ESCANER
10999,"Quetzaltenango",9,"Ostuncalco",9,1468,380,32,2,111,20,4,9,2,14,6,1,1,1,31,234,19,14,267,0,267,--,380,110,234,267,267,Algún campo sin dato,1,2f8717af41df44feee2481d8ef011ad993b6413b67c28fb4e6131cc9d25b24d1,26/06/2023 00:42:16,ESCANER
11000,"Quetzaltenango",9,"Ostuncalco",9,1468,380,23,4,92,15,1,9,1,7,9,0,3,1,47,212,8,8,228,0,228,--,380,152,212,228,228,Algún campo sin dato,1,8ee10398900956190e1de6b222e786fa7ebfc065f6a97a98124ede2ca2f202cb,25/06/2023 23:20:49,ESCANER
11001,"Quetzaltenango",9,"Ostuncalco",9,1468,380,27,4,83,14,11,12,3,8,1,2,2,2,49,218,8,5,231,0,231,--,380,149,218,231,231,Algún campo sin dato,1,f61231f9df03efa54061448589b56926106f869dab3722b4e28892d68babb15e,25/06/2023 22:39:10,ESCANER
11002,"Quetzaltenango",9,"Ostuncalco",9,1468,380,31,6,93,15,6,4,2,8,1,1,1,0,54,222,7,9,238,0,238,--,380,142,222,238,238,Algún campo sin dato,1,0f7d00d73cccddca645261bea51a843967c9965fd02f99c5dcc09ef828297795,25/06/2023 22:47:25,ESCANER
11003,"Quetzaltenango",9,"Ostuncalco",9,1468,380,34,2,101,17,8,7,1,8,1,0,1,0,40,220,4,2,226,0,226,--,380,154,220,226,226,Algún campo sin dato,1,d853322654641a61ff7b8ac2018d5624875a40f41a6e8f4f61460b1fa21be60e,25/06/2023 23:47:37,ESCANER
11004,"Quetzaltenango",9,"Ostuncalco",9,1468,250,20,2,61,14,1,4,2,4,1,1,0,0,30,140,1,0,141,0,141,--,250,109,140,141,141,Algún campo sin dato,1,46d18aaa475c1a4bd745948d5b04419fd4ffcec1b3e74037bbc348d0bc0bd56c,25/06/2023 22:29:06,ESCANER
11005,"Quetzaltenango",9,"Ostuncalco",9,1468,249,24,1,43,9,9,2,3,5,3,1,0,0,25,125,4,9,138,0,138,--,249,211,125,138,138,Algún campo sin dato,1,a9485b3bc4857d1709d34ab7d715b330e2652c5a2b23e4a94e26929e0c2c567d,26/06/2023 00:55:05,ESCANER
11006,"Quetzaltenango",9,"Ostuncalco",9,1469,600,38,1,23,11,2,8,21,17,3,1,5,1,11,142,16,4,162,0,162,--,600,438,142,162,162,Algún campo sin dato,1,56f89879fe9a387814cc885e6146b426425b11a3d7823063e3b49a9caef0fb19,26/06/2023 00:53:06,ESCANER
11007,"Quetzaltenango",9,"Ostuncalco",9,1469,600,33,2,30,6,6,16,30,17,5,2,2,2,15,166,18,7,191,1,192,--,600,408,166,191,192,Algún campo sin dato,1,a28fbc8fa81b1385055428158ee714e8f685dbbf15f7c8aa577a8a5810716067,25/06/2023 23:24:04,ESCANER
11008,"Quetzaltenango",9,"Ostuncalco",9,1469,600,38,5,26,10,6,17,32,33,8,3,3,4,11,196,9,2,196,0,207,--,600,393,196,207,207,Sumas Asentadas sin cuadrar,1,bbf5f8c6e5fc9e7d4cc5e5801bc06f6b0567944fb7cd135ce1cbbb8d5db89428,25/06/2023 23:59:54,ESCANER
11009,"Quetzaltenango",9,"Ostuncalco",9,1469,600,34,6,19,17,1,15,29,20,3,3,7,3,8,165,17,8,190,0,190,--,596,406,165,190,190,Algún campo sin dato,1,e51a1e8ee7d03c47a5cc1a58fc5024ec6c258008bc6f8590ec120b0c4dc6e29c,26/06/2023 01:22:58,ESCANER
11010,"Quetzaltenango",9,"Ostuncalco",9,1469,600,13,0,6,2,0,4,2,6,3,1,0,0,3,40,2,3,45,0,45,--,600,555,40,45,45,Algún campo sin dato,1,e04de5b8e6dabadaf3bcba4c6580507563b17479bf66f0de71551ff5650d2d71,25/06/2023 23:06:18,ESCANER
