TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
308,308,100.0000,308,100.0000,0,113565,68807,60.5882

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VICTORIA,FCN-NACION,VAMOS,AZUL,MLP,UNE,VIVA,CABAL,TODOS,PODEMOS,WINAQ,ELEFANTE,CAMBIO,PPN,MI FAMILIA,VALOR,CREO,VOS,PHG,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
19652,"Alta Verapaz",16,"San Pedro Carchá",9,3004,380,6,2,13,14,0,66,1,13,0,1,4,0,0,19,1,3,6,1,0,150,29,11,190,0,190,--,348,158,150,190,190,Algún campo sin dato,1,0e7eda0de647612e80b61b00f6b0411c87e230c74fb5898bf86d4c2ee1a137a5,26/06/2023 01:49:19,ESCANER
19653,"Alta Verapaz",16,"San Pedro Carchá",9,3004,380,19,1,11,12,0,44,4,10,0,0,3,0,4,9,1,1,9,0,2,130,31,6,167,0,167,--,380,213,130,167,167,Algún campo sin dato,1,65cf7e40111722a8e335fd2aea4f72cd99f16ffa54788533fc653df1ba0abdd4,26/06/2023 01:17:39,ESCANER
19654,"Alta Verapaz",16,"San Pedro Carchá",9,3004,380,10,3,18,18,0,38,4,10,0,0,4,0,1,9,1,3,3,1,1,124,24,11,159,0,159,--,380,221,124,159,159,Algún campo sin dato,1,f5023ea4570be05c70424ab4d1ccb8212e6d48bcce69d5ed580cada457d2fa78,25/06/2023 23:55:41,ESCANER
19655,"Alta Verapaz",16,"San Pedro Carchá",9,3004,380,16,1,15,14,0,43,3,4,1,0,2,0,0,8,1,1,6,0,0,115,26,11,152,0,152,--,380,228,115,152,152,Algún campo sin dato,1,f758f2c080488edf3d275c8bd5e489b5a2fe4f6c5b0649ce40ee348155f55c96,26/06/2023 00:52:16,ESCANER
19656,"Alta Verapaz",16,"San Pedro Carchá",9,3004,222,9,0,6,4,1,27,2,4,0,0,1,0,0,1,1,0,1,0,0,57,3,4,64,0,64,--,222,158,57,64,64,Algún campo sin dato,1,39d6ff92d53b1c582b985830fb9f187938229a9c0677632f1cce12ab36fa396e,26/06/2023 02:00:59,ESCANER
19657,"Alta Verapaz",16,"San Pedro Carchá",9,3004,222,3,0,7,2,2,29,2,4,0,0,1,0,0,5,0,0,1,0,0,51,5,5,66,0,66,--,219,153,56,66,66,Sumas Asentadas sin cuadrar,1,584926920db0e40c7cb345cb88fabc385698663cf847b5e144955bbce95ed126,25/06/2023 23:54:17,ESCANER
19658,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,51,0,26,4,0,103,9,7,0,1,7,0,1,5,4,5,2,0,0,225,19,7,251,0,251,--,376,125,225,251,251,Algún campo sin dato,1,cb3e3fe044a89117e8c25ba0765087b0884f821d93bf8ef31aaf0bd83dff260f,26/06/2023 04:24:07,ESCANER
19659,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,80,0,18,5,0,84,4,7,0,1,6,3,1,3,7,2,6,1,0,228,28,14,270,0,270,--,380,110,228,270,270,Algún campo sin dato,1,c4bc48a7cdd9b986089396a3716f34e5f430e590727a58be15cb6e268514a80f,26/06/2023 05:50:14,ESCANER
19660,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,41,3,25,7,0,96,3,9,0,2,9,0,0,3,13,1,1,0,0,213,17,7,237,0,237,--,380,143,213,237,237,Algún campo sin dato,1,5267bbb69d8a612dccb8209cc41eb9a8eaee435a3474c9f1fb095475455d5911,26/06/2023 05:50:36,ESCANER
19661,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,32,0,30,8,0,79,3,4,0,0,9,2,0,7,5,1,3,0,0,183,23,11,217,0,217,--,380,163,183,217,217,Algún campo sin dato,1,4dad74ee399b7a2e8ca0d1e86b6d0e6281795c0f1699bf565eed72fe5b24808b,26/06/2023 05:51:49,ESCANER
19662,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,29,0,29,5,0,81,5,9,0,0,11,2,0,5,9,4,1,0,0,190,23,6,219,0,219,--,380,161,190,219,219,Algún campo sin dato,1,b24385657f455ec15f9b955106c6e35a6b867a202bed122a4cbd1628faae9a9f,26/06/2023 05:53:01,ESCANER
19663,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,37,1,39,3,0,63,5,1,0,0,14,0,0,8,4,2,3,0,0,180,24,7,211,--,--,--,381,170,180,211,211,Algún campo sin dato,1,1d0a96f037124336c5dc0bebf6253a43748f0331aea2bbac214ff7aa23d2ab44,26/06/2023 05:56:27,ESCANER
19664,"Alta Verapaz",16,"San Pedro Carchá",9,3005,380,45,0,38,3,0,82,2,0,0,0,3,0,1,6,8,1,1,1,0,191,6,1,198,0,198,--,380,182,191,198,198,Algún campo sin dato,1,4bff52830dae36b51ac8aa53db8690ce95fbd27af9b98205d6d085cc3fa7d43f,26/06/2023 05:56:19,ESCANER
19665,"Alta Verapaz",16,"San Pedro Carchá",9,3005,229,27,0,9,3,0,51,1,1,0,0,7,0,1,0,0,0,2,1,1,104,1,1,106,0,106,--,229,123,104,106,106,Algún campo sin dato,1,ec4cf52785b5162c0c7c0013095d328093c9ae9ce3d27521139c9650d4523393,26/06/2023 05:57:23,ESCANER
19666,"Alta Verapaz",16,"San Pedro Carchá",9,3005,229,31,0,11,2,0,30,1,1,0,0,4,0,0,3,2,1,2,0,0,88,2,4,94,0,0,--,226,132,88,94,94,Algún campo sin dato,1,453db2def7c81720eef19179afda24a10e6536ce93976f08cef49859fed9ee29,26/06/2023 06:00:20,ESCANER
19667,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,112,5,44,0,0,49,4,1,0,1,2,0,1,4,2,1,1,0,1,228,30,19,277,0,277,--,380,103,228,277,277,Algún campo sin dato,1,b06afe17dae0781b9efd932c476237fcbb0b1c69dcc94b16fd3eed453b034601,26/06/2023 01:25:23,ESCANER
19668,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,98,11,64,1,0,42,3,4,0,2,2,0,0,5,1,4,0,0,0,237,38,11,286,0,286,--,380,94,237,286,286,Algún campo sin dato,1,6387c5dc962d0d52621a770d8f5899e454e68f5ad42157893b94d205a69ccea6,26/06/2023 01:16:05,ESCANER
19669,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,114,10,45,3,1,50,2,6,0,0,2,1,0,3,1,4,0,0,0,242,9,21,272,0,272,--,376,104,242,272,272,Algún campo sin dato,1,37194ee3145f7686a6e7277168e16d6037b9f83daa78f7d74ae9babe6b785cc1,26/06/2023 00:39:17,ESCANER
19670,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,123,7,46,0,1,38,8,3,0,0,2,0,1,5,1,1,0,0,0,236,11,6,253,0,253,--,380,127,236,253,253,Algún campo sin dato,1,0ffddbe4d3cb8e678375961d5f5445810bcddeff712d0b0226f404a26e518289,25/06/2023 23:33:06,ESCANER
19671,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,119,2,56,1,1,41,2,3,0,1,1,0,0,3,0,3,1,0,0,234,16,16,266,0,266,--,380,114,234,266,266,Algún campo sin dato,1,70b53fc46b187e0687c4915521a7130119ab9908130c14ceff5d496ca04a722e,26/06/2023 00:49:23,ESCANER
19672,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,113,11,37,0,0,48,5,4,1,2,1,1,0,4,0,3,2,1,2,235,36,17,288,0,288,--,380,92,235,288,288,Algún campo sin dato,1,5353add1d63e441bee6a84732b6f5cd5cd907a9573f4ea85966fb00f9709392c,26/06/2023 00:17:18,ESCANER
19673,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,116,5,41,0,3,48,2,3,1,2,5,0,1,3,0,1,0,0,1,232,20,9,261,0,261,--,380,119,232,261,261,Algún campo sin dato,1,feb6c153c02ce750803e334542fd95c201dcd3ebd6992326a370d3c3e8b0ddb9,26/06/2023 01:11:21,ESCANER
19674,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,104,2,37,1,0,57,4,3,1,1,0,0,0,4,0,0,0,0,1,215,30,17,262,0,262,--,380,118,215,262,262,Algún campo sin dato,1,a4cf290b9e7233cf4463198204473d0f828f22ba15dd8c3f707508a79f2156cc,25/06/2023 23:18:07,MOVIL
19675,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,96,2,42,1,1,52,3,7,0,2,0,0,0,3,0,0,0,1,2,212,18,4,234,0,234,--,380,146,212,234,234,Algún campo sin dato,1,eb3e71d077757d038145d756bf080a740303cb0af81bacac37122923d694cce6,26/06/2023 00:12:34,ESCANER
19676,"Alta Verapaz",16,"San Pedro Carchá",9,3006,380,114,5,23,1,0,48,1,4,0,0,0,1,1,3,0,1,0,0,0,202,10,2,214,0,214,--,380,166,202,214,214,Algún campo sin dato,1,8aa062c3f0d0c29480559c67a97adc07d7a46552c2663fff451c7c7025c1a324,25/06/2023 23:38:00,ESCANER
19677,"Alta Verapaz",16,"San Pedro Carchá",9,3006,250,78,0,19,1,0,21,0,0,0,0,0,0,1,6,1,0,0,0,0,127,6,1,134,0,134,--,250,116,127,134,134,Algún campo sin dato,1,80f14cc8b63ff7d0389e2dbfb99f68bb81065870f9dfe353b05f7d3a1e30d2ac,25/06/2023 22:32:20,ESCANER
19678,"Alta Verapaz",16,"San Pedro Carchá",9,3006,249,36,3,16,0,1,28,0,2,1,1,0,0,0,3,0,1,0,0,0,92,8,7,107,0,107,--,249,142,92,107,107,Algún campo sin dato,1,782b6cd1910bb6a29fec56ffd838b93fbda677df9c2426c44afcb20fb7544ead,25/06/2023 22:11:15,ESCANER
19679,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,66,5,57,1,4,80,1,8,0,0,0,0,0,1,1,0,0,1,0,225,23,13,261,6,267,--,380,113,225,261,267,Algún campo sin dato,1,5450d52bd99a608261e5120ab836240c24cee8f53b364225202bcb490372cb18,26/06/2023 04:28:48,ESCANER
19680,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,84,4,78,1,3,69,3,6,0,0,0,0,0,3,0,0,2,0,1,254,25,7,286,4,290,--,380,90,254,286,290,Algún campo sin dato,1,2e9cef57d79b2e87c65575f7968c6c7b24c72b7ae618d708786cf07ba990bdbf,26/06/2023 04:20:13,ESCANER
19681,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,102,5,82,1,1,64,6,7,0,0,1,1,0,1,0,1,0,0,1,273,24,14,311,0,311,--,380,69,273,311,311,Algún campo sin dato,1,9766462e9ed726d8d5d54000e3f1e42eb6c0f3817065d6469b30523a49ee417d,26/06/2023 07:34:59,ESCANER
19682,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,88,7,71,1,7,86,6,6,2,1,1,0,1,2,0,1,0,2,0,282,23,8,313,0,313,--,380,67,282,313,313,Algún campo sin dato,1,26efd3a6c59ef86571cf559f2e503ac4462b67f1f25f549df76d54716401462c,26/06/2023 04:23:37,ESCANER
19683,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,86,8,71,1,2,80,3,6,1,1,1,0,0,0,0,0,0,0,0,260,11,27,298,0,298,--,380,82,260,298,298,Algún campo sin dato,1,3e73b80374a2bc14bf53d858ca62d66c8cb9a2df4d9cacf0cda69dfde3bff525,26/06/2023 07:36:53,ESCANER
19684,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,79,2,63,0,5,95,2,11,0,3,0,0,0,2,0,1,0,0,2,265,31,7,303,5,308,--,377,69,265,303,308,Algún campo sin dato,1,850598be6b404b447e54968ee8ff8d72d7ef1cd007a7ae183fc9e621384263e0,26/06/2023 07:46:21,ESCANER
19685,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,103,3,46,3,2,72,2,3,0,0,1,0,0,3,0,0,2,0,1,241,17,13,271,0,271,--,380,109,241,271,271,Algún campo sin dato,1,03343f547c7ac0f77f0fb1dc7eb58337624debc9033b3aebfe3573cb919f8876,26/06/2023 04:26:07,ESCANER
19686,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,105,3,51,1,3,70,3,4,0,0,2,0,0,1,1,0,1,0,1,246,21,4,271,0,271,--,381,110,246,271,271,Algún campo sin dato,1,c3c3f107d6e7962b7305f58ef20d98f6f3d059b84d037e2387e4cd0f15fa1ccd,26/06/2023 04:34:38,ESCANER
19687,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,76,5,56,1,2,80,6,4,0,0,1,0,1,1,1,0,0,0,1,235,16,7,258,0,258,--,380,122,235,258,258,Algún campo sin dato,1,254195b4c86a80537d0c631b278299a8b5eea5809aba9c71ad838b941b0fe532,26/06/2023 07:34:41,ESCANER
19688,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,76,2,39,2,2,84,1,6,0,0,1,0,0,1,0,2,0,0,1,217,27,9,253,0,253,--,380,127,217,253,253,Algún campo sin dato,1,a519d01938f43ca11c14a4a2371521df5ed5c945e9b31f20f750f1acab4b0d3f,26/06/2023 08:22:32,ESCANER
19689,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,69,3,58,4,5,63,0,7,1,0,2,0,0,4,1,2,1,1,0,221,21,13,255,3,258,--,380,122,221,255,258,Algún campo sin dato,1,90846bc89945760f63dc007d40e7938e4530106a9d61b40ded9f636a986855c3,26/06/2023 07:30:11,ESCANER
19690,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,78,4,29,3,3,65,4,3,2,1,2,4,0,0,8,1,0,1,2,210,23,6,239,0,239,--,380,141,210,239,239,Algún campo sin dato,1,b835965617cbf5741fb880a417b51034ea60b93332df3434bcea2ed9430ace19,26/06/2023 07:31:26,ESCANER
19691,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,67,0,51,1,2,77,1,5,0,0,0,0,1,0,1,2,0,0,1,209,27,7,243,0,243,--,380,137,209,243,243,Algún campo sin dato,1,a04027f7d59a0c6dfa16185a451fe510bce360e210be25f28b81a07c6d395a3d,26/06/2023 00:45:17,ESCANER
19692,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,97,0,46,2,0,75,0,2,0,0,0,0,0,1,0,2,0,0,0,225,3,3,231,0,231,--,380,149,225,231,231,Algún campo sin dato,1,29b20454653fb9ce2cb0d443e2fa0c7a458c10e33fe540d01edd707c0987e1ec,26/06/2023 04:32:51,ESCANER
19693,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,101,2,44,0,2,81,0,2,0,0,0,0,0,1,0,1,0,0,0,234,3,1,238,0,238,--,378,140,234,238,238,Algún campo sin dato,1,8a724a118f55a03de53a3fcfbca42231915b3a7f5328d8ba33bf24f3926fe6c9,26/06/2023 08:12:48,ESCANER
19694,"Alta Verapaz",16,"San Pedro Carchá",9,3007,380,87,2,47,2,1,76,2,2,0,0,0,0,1,0,0,3,0,0,2,225,8,4,237,0,237,--,380,143,225,237,237,Algún campo sin dato,1,ac0e75acc70558c69d6adb9a7e89dfe9c08905b404fbdf205b36e054a82ef300,26/06/2023 06:17:23,ESCANER
19695,"Alta Verapaz",16,"San Pedro Carchá",9,3007,233,48,0,20,0,0,34,0,6,0,0,0,0,0,1,0,0,0,0,0,109,4,1,114,0,114,--,233,119,109,114,114,Algún campo sin dato,1,497995586d98be5e88af5f8b1e24758b6e49993d31caf7678bdfb3483cbe0114,26/06/2023 00:00:00,ESCANER
19696,"Alta Verapaz",16,"San Pedro Carchá",9,3007,233,40,0,15,1,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,94,6,2,102,0,102,--,233,131,94,102,102,Algún campo sin dato,1,d578f3de9774ae022b733c55d3d031ff4c4e96beefb43c1d5adb12d5ea0aa521,25/06/2023 23:24:46,ESCANER
19697,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,76,3,51,5,2,82,3,10,0,2,0,2,0,7,1,1,0,0,0,245,27,5,277,0,277,--,380,103,245,277,277,Algún campo sin dato,1,54fe6788bae3af0624c027d3b665b106e88cf2400f282cae9b05ee681cb63877,26/06/2023 03:03:49,ESCANER
19698,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,96,4,53,0,2,74,8,11,0,3,5,1,0,0,0,1,0,0,3,261,15,4,280,0,280,--,380,100,261,280,280,Algún campo sin dato,1,99723b7e46dba6d1cd7e36af8b2eac6abaefd41a0cecc4aa7a54df7e33b4c54e,26/06/2023 02:50:44,ESCANER
19699,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,77,1,29,2,0,90,2,4,0,2,4,2,1,7,0,0,1,0,0,222,14,3,239,0,239,--,380,141,222,239,239,Algún campo sin dato,1,c2b5fdff378bd581908b476c7b419bd9be6174a4fa70755c98e363550b0dd2d3,26/06/2023 03:40:03,ESCANER
19700,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,81,1,25,1,0,85,5,4,1,2,0,0,0,10,0,1,0,0,0,216,22,8,246,0,246,--,377,131,216,246,246,Algún campo sin dato,1,ea4f2d7dfdae0b5f438d518bd08cb875f4c098f4eed35ce01ef12474b8112ed0,26/06/2023 01:26:33,ESCANER
19701,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,66,1,36,3,0,86,6,5,2,3,1,1,1,5,1,1,0,1,0,219,29,15,263,0,263,--,380,117,219,263,263,Algún campo sin dato,1,bed9d25adc25fc829038ae221ac2b20abfe42d7d00eb3fa929b060822318c298,26/06/2023 02:19:25,ESCANER
19702,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,72,0,30,5,0,79,4,5,0,5,1,2,0,4,1,0,0,0,0,208,31,11,250,0,250,--,380,130,208,250,250,Algún campo sin dato,1,e858317c022f61c7741c12f48ec6d1d423a118b1daecc3396e50a0ef16e5c811,26/06/2023 01:50:01,ESCANER
19703,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,70,2,24,6,0,94,6,7,0,2,1,0,0,2,1,0,0,1,1,217,27,8,252,0,252,--,377,125,217,252,252,Algún campo sin dato,1,1cdab0b64a6e3f6714c9c831d82f690c52710a5260f51f50b33bf632003eaf2e,26/06/2023 02:28:43,ESCANER
19704,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,62,0,22,4,0,62,3,8,1,2,1,1,0,1,1,1,0,0,1,170,24,12,206,0,206,--,377,171,170,206,206,Algún campo sin dato,1,3eaa0a069a9cb3cda25e011cff1b1569e21f2900cf0ae72be228455115286cd8,26/06/2023 01:05:04,ESCANER
19705,"Alta Verapaz",16,"San Pedro Carchá",9,3008,380,71,0,26,0,0,92,2,2,0,1,0,0,0,1,0,0,0,0,0,195,5,1,201,0,201,--,377,176,195,201,201,Algún campo sin dato,1,581b7ae31c083272213acc034018655fe8bb213fb5d5b75ba06efd5aa2362bde,26/06/2023 01:13:25,ESCANER
19706,"Alta Verapaz",16,"San Pedro Carchá",9,3008,233,42,1,10,1,0,50,1,1,0,2,1,1,0,3,1,0,0,0,0,114,4,1,119,0,119,--,230,111,114,119,119,Algún campo sin dato,1,33fb77a0d4b0985243d9b5d80cae4255be6e164214bdbabcc4f968809f866746,26/06/2023 00:47:49,ESCANER
19707,"Alta Verapaz",16,"San Pedro Carchá",9,3008,233,32,0,17,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,83,8,2,93,0,93,--,230,137,83,93,93,Algún campo sin dato,1,6f40419c3fc65ff8a0d1d0542e38cc2e7f1e759a801463cc5e6791371b73bdc8,26/06/2023 00:57:17,ESCANER
19708,"Alta Verapaz",16,"San Pedro Carchá",9,3009,380,26,70,30,2,0,54,9,4,2,2,1,1,1,4,4,1,0,0,0,151,2,13,190,22,190,1,377,189,211,226,248,Sumas Asentadas sin cuadrar,1,78a44d38bd0262ece36dde205785ca46f42783889a2e16946c93fc9a844c03d0,26/06/2023 05:23:46,ESCANER
19709,"Alta Verapaz",16,"San Pedro Carchá",9,3009,380,22,16,32,1,0,58,1,5,1,2,0,0,1,3,6,7,1,0,0,140,35,8,183,30,183,--,375,--,156,199,229,Sumas Asentadas sin cuadrar,1,82364c97ebebca2efc64c17631c04354eb8b9c4cf6175fd322c5c94396e5c04d,26/06/2023 05:52:57,ESCANER
19710,"Alta Verapaz",16,"San Pedro Carchá",9,3009,380,31,7,41,2,0,51,9,3,0,1,5,0,0,3,4,1,0,1,0,159,19,15,193,0,193,--,375,182,159,193,193,Algún campo sin dato,1,2e27a6f1279e3bc1dd8b1e57bb1b6f59711dc458dfa23abd58c9c1a31a133cfa,26/06/2023 04:32:15,ESCANER
19711,"Alta Verapaz",16,"San Pedro Carchá",9,3009,380,27,8,24,1,0,55,10,5,0,3,3,0,1,1,0,0,0,0,--,138,16,8,162,4,166,--,375,209,138,162,166,Algún campo sin dato,1,496afeb636f54c11031b9842c868a003814b9aaaf2f8e491ff45737774c0371d,26/06/2023 04:07:19,ESCANER
19712,"Alta Verapaz",16,"San Pedro Carchá",9,3009,196,20,3,23,1,0,22,0,1,1,3,0,0,1,0,1,0,1,0,0,77,4,6,87,2,87,--,193,104,77,87,89,Sumas Asentadas sin cuadrar,1,c74c125af0f7f1a0b135b1ee76b54bb6ef23616562b46ca713d8a040d2a1c4a0,26/06/2023 00:45:48,ESCANER
19713,"Alta Verapaz",16,"San Pedro Carchá",9,3009,195,8,3,12,0,0,15,1,1,0,0,1,0,0,1,2,1,0,0,0,45,3,2,50,1,51,--,192,141,45,50,51,Algún campo sin dato,1,eb13debcf30032df683b31f0992dbbc09545d0f1f703f48c0d765ee685ee8671,26/06/2023 00:15:47,ESCANER
19714,"Alta Verapaz",16,"San Pedro Carchá",9,3010,380,82,2,43,2,0,75,9,2,1,0,2,0,1,10,5,1,2,0,1,238,34,12,284,0,284,--,380,96,238,284,284,Algún campo sin dato,1,0f6abe756302008c17ec87d4f49f466a6dcfc310d3aa339b12033aaea6e0e17c,26/06/2023 04:50:24,ESCANER
19715,"Alta Verapaz",16,"San Pedro Carchá",9,3010,380,79,1,45,2,0,63,2,1,0,0,0,0,1,10,4,2,0,3,0,213,36,4,253,0,253,--,380,124,213,253,253,Algún campo sin dato,1,1770b153d83d347d6439eef029fa95065947330b55d834db61abd2556be3b435,26/06/2023 04:46:08,ESCANER
19716,"Alta Verapaz",16,"San Pedro Carchá",9,3010,380,86,2,31,0,1,48,3,2,0,2,1,1,0,10,4,0,1,2,1,195,24,10,229,0,229,--,380,151,195,229,229,Algún campo sin dato,1,d6b0205f8bd113579174e6230ec9c000040c3aadf03e1e8c3d0bacc629755d31,26/06/2023 04:04:24,ESCANER
19717,"Alta Verapaz",16,"San Pedro Carchá",9,3010,302,62,3,30,2,0,43,5,2,1,0,2,0,1,4,2,0,1,1,0,159,13,5,177,0,177,--,299,122,159,177,177,Algún campo sin dato,1,55fafc2d379af70f33f0d98f9c6458304a872542f331196842b39f734b194330,26/06/2023 03:48:35,ESCANER
19718,"Alta Verapaz",16,"San Pedro Carchá",9,3010,302,61,0,25,2,0,35,1,0,1,0,1,0,1,7,3,1,0,1,0,139,10,1,150,0,150,--,302,152,139,150,150,Algún campo sin dato,1,c36f6ad6497b00bab4701e52effe86fe4d715ef0e45f709690cfacd0b474cc3b,26/06/2023 02:01:29,ESCANER
19719,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,56,0,54,5,1,93,1,5,0,0,1,0,1,12,1,0,0,1,0,231,20,7,258,0,258,--,380,122,231,258,258,Algún campo sin dato,1,6f571b00ce6e6e41b82143fb5a27435648f57c4988ca28f866b9aaf5ec2f2d55,26/06/2023 00:20:16,ESCANER
19720,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,57,3,57,4,0,83,4,5,2,0,1,4,3,9,0,1,4,0,0,237,12,8,257,0,257,--,380,123,237,257,257,Algún campo sin dato,1,5753b2e1592ec1c8f1428946b90801fc5b8296e21a0a3a1c30bec5e7328a3a57,26/06/2023 04:32:02,ESCANER
19721,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,62,0,41,1,0,90,2,6,0,0,0,6,2,14,1,1,1,0,0,227,19,4,250,0,250,--,380,130,227,250,250,Algún campo sin dato,1,2a90acfae709971b15dc399d208e5a3c4ca23db56b9f0a629ff8e177e14f91f8,26/06/2023 02:31:43,ESCANER
19722,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,50,1,54,1,0,105,5,8,4,0,2,0,2,18,0,1,0,1,0,252,15,7,274,0,274,--,380,106,252,274,274,Algún campo sin dato,1,4a99e3c8f4d49c8734730278b3f587ec343bb5ccb9157944b40ae92b4a7d5950,26/06/2023 07:37:43,ESCANER
19723,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,58,6,55,4,0,69,1,9,0,0,1,2,0,5,3,1,5,0,1,220,0,7,227,18,245,--,380,135,220,227,245,Algún campo sin dato,1,c741db5bb0bdc6f9fe59c457567ab6d1801fa590056012a883246509b6931e45,26/06/2023 01:44:03,ESCANER
19724,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,46,0,59,11,0,88,4,4,1,1,0,2,2,11,2,1,4,0,1,237,21,4,262,0,262,--,380,118,237,262,262,Algún campo sin dato,1,42f21c7a6b4b5b03b5ca0227b652aabee1d1b87cb9a772d03ad9468d24e7ae93,26/06/2023 03:37:40,ESCANER
19725,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,65,1,59,3,0,80,4,1,0,1,1,3,2,13,1,0,3,1,0,238,26,9,273,0,273,--,380,107,238,273,273,Algún campo sin dato,1,f707d7353671f15e6ea7c98f0ff219752db1a54e222a519ec81bb7d473f63567,26/06/2023 05:41:32,ESCANER
19726,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,34,1,47,0,1,58,1,8,1,0,0,1,1,2,0,2,1,2,0,160,19,10,189,1,190,--,380,190,160,189,190,Algún campo sin dato,1,7ecaa75e3c29d325f6add26534d5ee9319abc84bab4bdf725c616023cb128559,26/06/2023 05:11:48,ESCANER
19727,"Alta Verapaz",16,"San Pedro Carchá",9,3011,380,49,0,51,2,0,78,1,2,0,1,2,0,3,13,1,1,0,0,0,204,3,2,209,0,209,--,380,171,204,209,209,Algún campo sin dato,1,4afdfddcbf3a67ad4c08ac4ca6b68f6946096c1f5d482f03271877a2a13337f6,26/06/2023 03:59:30,ESCANER
19728,"Alta Verapaz",16,"San Pedro Carchá",9,3011,250,30,2,29,2,0,56,0,3,0,0,0,3,3,6,1,0,0,1,0,136,2,1,139,0,139,--,250,111,136,139,139,Algún campo sin dato,1,85e93c9d511f14e31bd18ed7517e04df560e915feae670c89fb314e637b815bd,26/06/2023 04:16:46,ESCANER
19729,"Alta Verapaz",16,"San Pedro Carchá",9,3011,250,29,0,28,3,0,32,0,3,0,0,0,2,2,4,0,1,0,0,0,104,5,2,111,0,111,2,250,139,104,111,111,,1,967b41e093cc6a27e6ab55060cd8ac9eec56ed6b3563287bb9a4ca7eef4ce365,26/06/2023 00:48:13,ESCANER
