TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
218,218,100.0000,217,99.5412,1,82231,51520,62.6527

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,TODOS,CABAL,SEMILLA,PPN,VICTORIA,CREO,PPG,PODEMOS,VOS,UNE,VALOR,U R N G - MAIZ,CAMBIO,UR,ELEFANTE,PHG,MI FAMILIA,PR,UNIONISTA,AZUL,P A N,MLP,PIN,BIEN,VIVA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
5181,"Guatemala",1,"Petapa",17,514,380,7,5,9,23,34,5,0,2,15,8,4,65,2,10,0,16,0,0,0,4,1,2,1,5,0,6,224,20,2,246,0,246,1,380,134,224,246,246,,1,9b2c1d324c33b33ff954741ceb647abb2ffc1f149cc44290768663034699e97b,26/06/2023 00:45:34,ESCANER
5182,"Guatemala",1,"Petapa",17,514,380,8,6,12,17,32,4,0,3,15,11,3,67,2,12,0,9,1,0,2,4,2,0,0,1,2,6,219,24,3,246,0,246,--,377,131,219,246,246,Algún campo sin dato,1,25e4a6711180465d4ecdf393f4265ea4eb0ae6f84949387f5994dddccac0718d,25/06/2023 23:22:04,ESCANER
5183,"Guatemala",1,"Petapa",17,514,380,8,5,10,15,32,13,0,1,14,12,5,78,4,6,0,6,1,0,1,2,2,1,2,0,1,5,224,16,1,241,0,241,--,380,139,224,241,241,Algún campo sin dato,1,2f4b1e0bb8dbc362951fd10c6cfe55b693b28bbb22bb2d40ed5da29120135a9b,25/06/2023 23:32:35,ESCANER
5184,"Guatemala",1,"Petapa",17,514,380,9,4,4,10,25,4,0,2,13,13,6,83,2,5,1,15,0,0,3,1,2,0,2,4,1,5,214,18,0,232,0,232,--,384,152,214,232,232,Algún campo sin dato,1,6780713c198922dac6bd31b0478f2a6739e8765eef5f2d0f263822213d9e95c5,26/06/2023 00:48:41,ESCANER
5185,"Guatemala",1,"Petapa",17,514,380,6,7,4,22,28,4,0,0,16,12,6,74,0,8,0,10,1,1,0,4,3,0,0,2,2,3,213,16,3,232,0,232,--,380,148,213,232,232,Algún campo sin dato,1,dfb8a8cf1fa9b8cb9dfd05ef6fe03ff4b17fe25e786709e8ceffcebe0100df17,26/06/2023 02:05:36,ESCANER
5186,"Guatemala",1,"Petapa",17,514,380,10,7,6,17,31,4,0,1,22,13,3,73,2,5,1,14,2,3,1,2,2,2,2,4,0,6,233,12,2,247,0,247,--,380,133,233,247,247,Algún campo sin dato,1,b9e01a1c0c2aa27f1b1600a581a2edc91a1f22a77be64aa2cfb21fb9a050def2,26/06/2023 01:43:10,ESCANER
5187,"Guatemala",1,"Petapa",17,514,380,12,10,6,15,35,0,0,1,13,16,1,86,1,7,0,10,1,1,3,0,1,1,1,3,3,5,232,19,1,252,0,252,--,380,128,232,252,252,Algún campo sin dato,1,2f2e58ad859d1c085802294087f296f2ec15c192f8a055af3f49a43f5712f658,25/06/2023 23:58:44,ESCANER
5188,"Guatemala",1,"Petapa",17,514,380,6,7,8,18,39,11,0,0,19,16,7,72,1,7,2,8,3,2,3,1,2,0,1,3,4,6,246,15,1,262,0,262,1,392,130,246,262,262,,1,f9bee2e8432f9e5954d1dea858b43b7a1b90031422686e70501e3329f4a4931a,26/06/2023 00:46:12,ESCANER
5189,"Guatemala",1,"Petapa",17,514,380,8,5,16,11,39,6,0,0,12,13,9,86,0,11,1,10,0,0,2,2,1,2,1,2,0,4,241,13,5,259,0,259,--,392,133,241,259,259,Algún campo sin dato,1,bc6bdd04981681caafcd81054f4c55057d26f473b2d5e2e9381519797992c7e4,26/06/2023 01:42:15,ESCANER
5190,"Guatemala",1,"Petapa",17,514,380,7,12,8,13,31,6,0,2,21,17,6,93,0,6,0,8,0,1,0,4,3,1,2,2,0,3,246,20,1,267,102,380,--,--,--,246,267,369,Sumas Asentadas sin cuadrar,1,3ba4b68fccc21f267ef23abc486ddb27601cbfbfce95033bfafc98f49a8d00ce,26/06/2023 01:30:06,ESCANER
5191,"Guatemala",1,"Petapa",17,514,380,7,16,14,17,22,11,0,1,11,13,2,72,1,2,0,11,0,3,0,4,2,0,1,1,0,4,215,20,0,235,0,235,--,381,143,215,235,235,Algún campo sin dato,1,4d0d5f68a3248a7986d13dfef8bfddcb2886db43ea0e62fe58ddaf2e954941c5,26/06/2023 00:53:44,ESCANER
5192,"Guatemala",1,"Petapa",17,514,380,7,5,17,15,37,3,0,3,24,15,7,87,3,6,0,12,1,1,2,1,0,0,4,0,2,8,260,10,4,274,0,274,--,380,106,260,274,274,Algún campo sin dato,1,ddf08d3f66d8a6998a0abed293e9015a1d56b2000bcb34c076b229130e118802,25/06/2023 23:57:28,ESCANER
5193,"Guatemala",1,"Petapa",17,514,380,9,10,9,22,35,7,0,1,18,22,3,83,1,7,0,8,2,1,1,2,2,1,1,0,1,4,250,17,1,268,0,268,1,380,112,250,268,268,,1,6aa6386ad7a34e2c639a6a0163caaf8c5cc4f37eb9a64a8b6d6a433be2f52d27,26/06/2023 00:00:59,ESCANER
5194,"Guatemala",1,"Petapa",17,514,380,5,12,7,15,34,5,0,2,13,9,4,91,5,5,1,12,1,2,2,0,1,1,3,2,1,7,240,12,8,260,0,260,--,--,--,240,260,260,Algún campo sin dato,1,36537bb61268c400e63698baa17cd26d182bcf53ba3c48c1e54d8f80f593ce57,26/06/2023 05:06:36,ESCANER
5195,"Guatemala",1,"Petapa",17,514,380,12,9,16,18,29,5,0,1,15,7,2,80,3,9,1,7,0,3,3,1,3,0,0,0,2,4,230,19,1,250,0,250,--,380,130,230,250,250,Algún campo sin dato,1,082d26514460611499737dbc47450f0cd3c5302d1333fb619d6e9865ec1d240d,26/06/2023 02:31:10,ESCANER
5196,"Guatemala",1,"Petapa",17,514,380,15,16,14,9,18,3,0,0,11,17,6,82,1,7,2,10,2,2,0,3,2,1,1,0,0,7,229,18,1,248,0,248,--,392,144,229,248,248,Algún campo sin dato,1,870ca25f643d5be00fe25e237c3d10f72ee5206f2c942e42eeacadb387f124d9,25/06/2023 23:59:30,ESCANER
5197,"Guatemala",1,"Petapa",17,514,380,6,8,7,16,31,4,0,2,18,16,6,77,6,4,1,7,1,0,5,0,0,0,2,1,1,2,221,16,1,238,0,238,--,380,142,221,238,238,Algún campo sin dato,1,ee8a23c2745a13abdd8b20de6a4af48fd52832f2404ac4c447537c58df10a706,26/06/2023 00:29:39,ESCANER
5198,"Guatemala",1,"Petapa",17,515,380,9,6,6,24,24,8,0,2,9,26,3,71,2,11,0,8,0,1,0,2,0,0,0,0,2,1,215,9,0,224,0,224,2,392,168,215,224,224,,1,22d00afd4ab70f6371782e82c71d11bc3d4c9bbb1ebb8bcfed54c7cdd4e681b6,26/06/2023 02:00:32,ESCANER
5199,"Guatemala",1,"Petapa",17,515,380,5,7,6,20,28,8,0,0,15,24,1,63,1,9,0,11,1,0,6,1,1,2,2,2,2,2,217,5,0,222,0,222,--,384,162,217,222,222,Algún campo sin dato,1,9c5d5402e87f3f22e82433d508d26c229d3e7c1904673debf692271ac278048d,25/06/2023 22:17:37,ESCANER
5200,"Guatemala",1,"Petapa",17,515,380,1,6,10,29,33,3,0,2,8,19,3,77,0,4,0,9,0,0,7,1,0,0,1,3,0,2,218,9,0,227,0,227,--,376,149,218,227,227,Algún campo sin dato,1,4855abeb45c8c1b9a26838e0d587ac769026aaab8c543099d4fcc31b01a9004f,25/06/2023 23:42:23,ESCANER
5201,"Guatemala",1,"Petapa",17,515,380,4,10,8,25,27,5,0,0,13,18,6,82,1,8,3,12,1,1,2,2,5,1,1,2,2,2,241,6,0,247,0,247,1,379,132,241,247,247,,1,f5aa3bcbb0ce0ad9aeb949366c9dbad1b493b94ad42a507d84a0679f029cc882,26/06/2023 02:08:38,ESCANER
5202,"Guatemala",1,"Petapa",17,515,380,7,9,11,11,28,5,0,0,10,14,4,79,0,7,0,8,2,1,5,4,3,1,5,1,0,2,217,11,2,230,0,230,--,380,150,217,230,230,Algún campo sin dato,1,df08bdaf1f0136ac72e4327cdffd2e9db1e5457f6fb9ecb6ad4d24c553120867,26/06/2023 01:54:02,ESCANER
5203,"Guatemala",1,"Petapa",17,515,380,9,5,10,22,35,4,0,1,13,21,4,67,1,6,3,9,0,1,0,4,1,0,1,2,2,4,225,20,1,246,0,246,--,380,134,225,246,246,Algún campo sin dato,1,d03090937e6241e27417e684bca1f1d2c61dd71acc50f89bb9c8cb08d9b69ae8,25/06/2023 22:30:31,ESCANER
5204,"Guatemala",1,"Petapa",17,515,380,8,7,9,18,26,3,0,2,5,21,2,89,1,8,1,4,1,2,2,5,1,2,0,4,5,2,228,14,0,242,0,242,--,--,--,228,242,242,Algún campo sin dato,1,cee5b840f75c3bc7a55f145dfe9c3e74d7a85b20c48de7f5accd2de7e06e42b7,25/06/2023 23:13:33,ESCANER
5205,"Guatemala",1,"Petapa",17,515,380,6,7,7,16,30,4,0,3,10,12,4,85,2,8,0,13,0,0,4,2,3,0,4,0,0,1,221,10,0,231,0,231,--,380,149,221,231,231,Algún campo sin dato,1,fd025dd326a9ce83b5e5a960f78bc6a1e10083408f4aef62288d7960eeb756b7,25/06/2023 23:22:13,ESCANER
5206,"Guatemala",1,"Petapa",17,515,380,9,5,10,19,20,9,0,2,20,16,4,68,0,6,0,7,1,1,3,8,0,0,4,3,1,4,220,7,1,228,0,228,--,380,152,220,228,228,Algún campo sin dato,1,3b177f2e64fc08ab7ed10805dc21eb8c917b2ef234e87884baa0366712ba900a,26/06/2023 02:15:22,ESCANER
5207,"Guatemala",1,"Petapa",17,515,380,11,9,7,20,34,7,0,4,22,13,1,73,1,7,1,12,0,1,2,2,1,0,1,2,0,4,235,15,0,250,0,250,--,380,130,235,250,250,Algún campo sin dato,1,0a02f885c1253fb6d9542d02e3e170dcb514f2b83d062f2425329b682ecfae19,26/06/2023 01:44:58,ESCANER
5208,"Guatemala",1,"Petapa",17,515,380,5,7,5,25,27,3,0,0,18,16,7,80,2,4,0,9,0,0,2,5,1,0,0,3,1,3,223,15,0,238,0,238,2,377,139,223,238,238,,1,d616d06b30db0cd427337f5c0b7b195a2615ddf1fe46f819ad7dd85ceb4fd964,26/06/2023 02:27:35,ESCANER
5209,"Guatemala",1,"Petapa",17,515,380,7,13,10,15,33,6,0,1,11,19,5,74,1,7,0,11,2,0,1,2,1,1,0,2,2,7,231,10,2,243,0,243,1,377,134,231,243,243,,1,eff35a18c2a2afa57ebed3540a33584645791c8d8ae0c1e6a21b1b85a920ade9,26/06/2023 02:36:36,ESCANER
5210,"Guatemala",1,"Petapa",17,515,380,3,8,10,17,22,3,0,1,14,8,4,103,5,12,0,10,0,0,4,3,3,0,0,3,2,4,239,11,3,253,0,253,--,261,114,239,253,253,Algún campo sin dato,1,a84eb5db3ff97c0276ea03e468f126e86e177eec350ced9e2fec34d093cffe9e,26/06/2023 04:55:36,ESCANER
5211,"Guatemala",1,"Petapa",17,515,380,12,8,7,20,29,6,0,0,10,15,2,95,3,10,0,8,0,2,3,2,1,1,2,3,2,4,242,14,4,260,0,260,--,376,116,245,263,263,Sumas Asentadas sin cuadrar,1,33ab6e3953414b59dd18c4f5c1ceb84ae6b91b199a116f0314dbf9b8671a437a,26/06/2023 02:09:57,ESCANER
5212,"Guatemala",1,"Petapa",17,515,380,5,8,10,16,20,7,0,1,13,24,4,89,0,6,1,8,0,0,1,2,3,1,0,2,6,3,230,10,1,241,0,241,--,392,151,230,241,241,Algún campo sin dato,1,df2d9b3b9443708eed88e472418f133a04c4368d6a58bf890f27fdd8c62dde2f,26/06/2023 05:07:37,ESCANER
5213,"Guatemala",1,"Petapa",17,515,380,4,7,7,22,27,7,0,1,15,15,5,81,0,9,3,9,0,2,0,1,1,1,1,1,2,2,223,15,1,239,0,239,--,388,149,223,239,239,Algún campo sin dato,1,712b4266b1e84eba3b2a105173f8726a3812e76e5df586a0722a72205327b2eb,26/06/2023 03:22:12,ESCANER
5214,"Guatemala",1,"Petapa",17,515,380,8,7,9,13,35,5,0,0,22,12,2,89,2,8,0,7,8,1,2,2,1,2,0,6,0,4,237,11,1,249,1,250,--,380,130,245,257,258,Sumas Asentadas sin cuadrar,1,397d0445ccdd349ffdc60c981f2c6669a5427d168ddc131d6219a23da65deb30,26/06/2023 01:25:33,ESCANER
5215,"Guatemala",1,"Petapa",17,515,380,7,8,10,21,0,6,0,0,7,9,6,96,0,7,0,6,0,0,0,4,2,1,0,2,1,5,223,25,1,249,0,249,--,379,130,198,224,224,Sumas Asentadas sin cuadrar,1,8b33bc01c195c02a7c5f0a950308e091b11ab59cdcece8057237f9c6c138f3f6,25/06/2023 22:50:25,ESCANER
5216,"Guatemala",1,"Petapa",17,515,380,7,8,7,16,26,0,0,2,11,11,2,83,1,10,0,5,2,1,0,5,3,0,2,5,1,3,211,12,4,227,0,227,--,380,153,211,227,227,Algún campo sin dato,1,fd8af2e904d84a692170192974104300a8302a15492485bec571a1412352d743,26/06/2023 03:08:30,ESCANER
5217,"Guatemala",1,"Petapa",17,515,380,9,9,9,19,30,4,0,0,13,11,5,73,5,5,0,8,3,2,4,3,2,2,0,1,3,4,224,16,3,243,0,243,--,380,137,224,243,243,Algún campo sin dato,1,0e44e46d35951ea1a5f06f0cbcea6da9ea6970f467a3ae80c74165adc6fe354a,26/06/2023 01:55:15,ESCANER
5218,"Guatemala",1,"Petapa",17,515,380,8,7,11,11,26,7,0,1,22,15,11,67,1,7,0,10,0,1,1,1,2,1,2,0,1,6,219,9,1,229,4,233,--,380,147,219,229,233,Algún campo sin dato,1,596e304f6a0c15b368e252e91c8441fbbfbcee9cfa7a3e2cd7b7cc645a7b29fa,26/06/2023 02:10:16,ESCANER
5219,"Guatemala",1,"Petapa",17,515,380,10,6,5,7,30,3,0,1,24,15,3,85,2,7,1,11,0,3,1,2,2,0,1,3,2,3,227,--,--,--,--,227,--,326,129,227,227,227,Algún campo sin dato,1,a3d26cc2e3fb70983d3f66481410f1be68e89f714fd96e97c221e7cfbcbd246b,25/06/2023 22:43:46,ESCANER
5220,"Guatemala",1,"Petapa",17,515,380,9,8,9,19,2,7,0,2,15,11,3,93,2,11,0,14,3,1,0,2,0,1,1,3,1,5,256,20,102,380,0,276,--,--,--,222,344,344,Sumas Asentadas sin cuadrar,1,b99ccd7e16d1def4aee2d0354356dea7f7c2d8e608ef2fdd93cfb7990f0cb79f,26/06/2023 02:17:01,ESCANER
5221,"Guatemala",1,"Petapa",17,516,380,7,8,4,11,9,6,11,1,1,32,9,25,8,3,2,16,1,2,2,1,3,1,5,0,2,9,213,24,2,239,138,377,--,377,138,179,205,343,Sumas Asentadas sin cuadrar,1,ecc6f99e0d7670355e83270e0d9858c80f9f19dcdaabab1637d0ae37bd265c53,26/06/2023 05:47:49,ESCANER
5222,"Guatemala",1,"Petapa",17,516,380,6,7,5,17,36,5,0,2,10,15,10,75,2,8,0,16,0,0,2,4,1,1,3,0,1,6,232,12,0,244,0,244,1,380,136,232,244,244,,1,614f055e9cb8c34709becbf53991c8e3aaa30e51fa1e497e8c4cec28447ae5c6,25/06/2023 23:32:59,ESCANER
5223,"Guatemala",1,"Petapa",17,516,380,4,10,5,16,28,1,0,0,4,15,8,74,0,5,0,6,0,2,5,5,4,3,0,1,5,4,205,14,0,219,0,219,--,380,161,205,219,219,Algún campo sin dato,1,20b83ad7c98f3a383d1fc4b1ea1040f013f272497d2675f6b9508a5b39cbfdb9,25/06/2023 23:43:42,ESCANER
5224,"Guatemala",1,"Petapa",17,516,380,9,8,7,14,27,8,0,0,10,12,8,70,2,10,0,6,0,1,2,3,2,2,2,2,1,4,210,5,2,217,0,217,1,375,158,210,217,217,,1,e0f61994a49e28487928b3590418e4da5717fc94e9b2ba1b5fed0eb320e72b22,26/06/2023 00:07:02,ESCANER
5225,"Guatemala",1,"Petapa",17,516,380,5,7,8,17,35,4,0,3,9,17,5,77,0,5,0,2,0,0,2,0,2,0,3,2,2,3,208,7,0,215,0,215,1,380,165,208,215,215,,1,44b347e21dfbe93acab8661a7c758fb3d3769ee51f241c4c50769f5f668c3dfa,26/06/2023 00:04:23,ESCANER
5226,"Guatemala",1,"Petapa",17,516,380,7,10,3,24,25,8,0,1,12,13,0,69,1,14,0,3,0,0,6,3,0,1,1,3,1,3,208,7,0,215,0,215,1,380,165,208,215,215,,1,b610185cba45018c069a6a2492eb7d8c7ad4e63a4849cadbeecf02dab4ee491a,26/06/2023 00:09:32,ESCANER
5227,"Guatemala",1,"Petapa",17,516,380,7,8,7,27,20,5,0,1,21,13,4,68,1,9,1,6,0,1,6,2,3,0,3,3,0,6,222,7,3,232,0,232,--,380,148,222,232,232,Algún campo sin dato,1,a4101672910df79996ea30d6ccfceda25eae74d29fd03e4d2f5494c8f531e48d,26/06/2023 02:39:20,ESCANER
5228,"Guatemala",1,"Petapa",17,516,380,5,8,7,26,28,2,0,1,9,26,4,69,1,5,0,2,0,0,2,2,0,1,0,1,4,2,205,6,2,213,0,213,--,376,163,205,213,213,Algún campo sin dato,1,cec8016d4677862eac7c4ef65623ad32a9bc309026e6e573e257aacdb9d39a81,26/06/2023 00:39:41,ESCANER
5229,"Guatemala",1,"Petapa",17,516,380,4,4,5,43,31,2,0,4,14,27,3,78,1,13,0,2,0,0,5,1,0,0,1,2,1,2,243,6,0,249,0,249,--,380,131,243,249,249,Algún campo sin dato,1,97a12d0f30b8def13fdd051cfd01141ba05fe583b844f4ecc8b49bc3808275ed,25/06/2023 23:33:48,ESCANER
5230,"Guatemala",1,"Petapa",17,516,380,10,7,4,47,24,5,0,1,16,21,4,78,2,9,0,10,0,1,9,3,0,0,2,3,3,4,263,8,0,271,0,271,1,384,113,263,271,271,,1,3260323da9643a2aa8f012a01f112a4a6c4b54a3d1606e854ad5175a7f9d5d25,26/06/2023 00:09:30,ESCANER
5231,"Guatemala",1,"Petapa",17,516,380,10,4,5,63,25,4,0,0,12,18,1,78,1,8,0,3,1,0,3,2,1,0,1,3,1,3,247,13,0,260,0,260,1,380,120,247,260,260,,1,126ba19a745cf07c8c88ac9972399776625d674aefa9f7c357a466ea0aa240ab,26/06/2023 00:35:03,ESCANER
5232,"Guatemala",1,"Petapa",17,516,380,4,3,11,42,28,3,0,3,10,20,2,93,1,1,0,7,0,1,3,0,0,1,1,0,2,2,238,2,0,240,0,240,1,380,140,238,240,240,,1,ef9b3c8b01e5673cb454215f47800e511d9cc3b07aa060c4da4401f521daa4c8,26/06/2023 00:49:21,ESCANER
5233,"Guatemala",1,"Petapa",17,517,380,3,6,12,29,26,4,0,1,20,17,1,60,0,6,0,3,0,0,4,0,0,0,1,4,0,2,199,5,0,204,0,204,--,380,176,199,204,204,Algún campo sin dato,1,129e24680979899bc32a72959cea6f22f754109bb59e14c66fa091782a866158,26/06/2023 02:03:25,ESCANER
5234,"Guatemala",1,"Petapa",17,517,380,4,1,7,27,31,3,0,0,15,13,2,50,1,8,0,4,0,0,2,0,0,0,0,3,0,2,173,5,1,179,0,179,--,397,218,173,179,179,Algún campo sin dato,1,68a450f56de2438ee201a51f7ac4fd5405d057debd476569e164c0e57c40d3dd,26/06/2023 01:38:39,ESCANER
5235,"Guatemala",1,"Petapa",17,517,380,6,2,12,28,29,0,0,1,6,17,1,45,1,6,0,11,0,0,4,0,0,0,1,1,0,0,171,11,0,182,0,182,--,380,198,171,182,182,Algún campo sin dato,1,2a0870dbbb3a70644717d50876651383f1c684188f1fc9d2f8acc39910c7492b,26/06/2023 01:54:05,ESCANER
5236,"Guatemala",1,"Petapa",17,517,380,4,3,9,27,32,2,0,1,9,16,3,65,1,6,0,12,0,2,1,0,0,0,0,1,1,1,196,5,0,201,0,201,--,392,191,196,201,201,Algún campo sin dato,1,919f9b422b5c58d185cff4176bf573a10ae8ae1eb2f3f3e67f17c49040a319d9,26/06/2023 01:26:18,ESCANER
5237,"Guatemala",1,"Petapa",17,517,380,3,4,6,26,22,6,0,3,10,15,3,74,1,4,1,5,0,1,4,0,0,0,2,2,0,5,197,5,0,202,0,202,--,380,178,197,202,202,Algún campo sin dato,1,c4a7c1d12664480e964537d2ff65cef2d15dd5f3caef6ab589f85a3e65ade86e,25/06/2023 23:53:29,ESCANER
5238,"Guatemala",1,"Petapa",17,517,333,2,0,6,33,23,4,0,2,4,8,1,51,0,2,1,3,0,1,1,1,0,0,1,1,0,2,153,5,1,159,--,159,--,333,171,147,153,153,Sumas Asentadas sin cuadrar,1,bd081e9718cd0bd503457305f10be14ac316b7d8eb5dd232584f17e800f088b5,26/06/2023 00:16:26,ESCANER
5239,"Guatemala",1,"Petapa",17,517,333,5,1,4,27,14,1,0,1,12,10,2,54,1,2,0,2,0,0,7,1,1,0,0,0,0,2,147,4,0,151,0,151,--,333,179,147,151,151,Algún campo sin dato,1,cda86f44a62bab44e11fd3ba51296100506d3dc7ce4ff8b0d14a89893ee79786,26/06/2023 00:18:54,ESCANER
5240,"Guatemala",1,"Petapa",17,518,380,14,3,3,19,20,10,0,3,9,13,45,50,3,2,3,11,1,0,0,0,3,1,0,4,2,14,233,18,0,251,0,251,--,387,137,233,251,251,Algún campo sin dato,1,08afcdccca74a9c2d68bf717f3fa07075b671dabc4ddb3dd2a10163b32e6cf8c,26/06/2023 02:19:41,ESCANER
5241,"Guatemala",1,"Petapa",17,518,380,12,7,2,19,21,9,0,2,3,3,48,46,6,0,5,4,1,2,0,0,0,0,5,0,4,16,213,14,1,228,0,227,--,377,152,215,230,230,Sumas Asentadas sin cuadrar,1,619550e97d7d5797e08f27c949b059b2b05156c6f9306acad12124234639dc76,25/06/2023 23:51:17,ESCANER
5242,"Guatemala",1,"Petapa",17,518,380,12,6,3,14,26,15,0,3,12,11,48,41,2,1,0,9,0,1,3,0,1,1,1,2,4,17,233,20,4,257,0,257,257,392,135,233,257,257,,1,a24a1815d5f6a838fbd07741a7ec4e717b8f49062fb165e8508b279491d5a740,25/06/2023 23:22:46,ESCANER
5243,"Guatemala",1,"Petapa",17,518,380,14,7,6,22,16,11,0,1,8,4,50,53,3,0,3,7,1,4,1,3,0,0,4,1,2,12,233,22,2,257,0,257,--,372,114,233,257,257,Algún campo sin dato,1,8498b12c99d6590a66a3e0d3a2b34a3ce9d690d5b0c0242cf0bbb75a7908fc04,26/06/2023 00:09:39,ESCANER
5244,"Guatemala",1,"Petapa",17,518,380,18,6,4,31,16,10,0,0,11,12,46,57,3,0,5,3,0,0,0,0,1,1,1,2,1,11,261,21,0,282,0,282,--,380,119,239,260,260,Sumas Asentadas sin cuadrar,1,13bea438d009013569dce766f27b911a63b1e216998e35abcdc079e0efc20109,26/06/2023 01:16:06,ESCANER
5245,"Guatemala",1,"Petapa",17,518,380,13,8,2,30,17,7,0,3,4,18,51,49,2,0,3,1,0,2,1,0,0,2,2,1,0,8,224,12,0,236,0,236,--,380,144,224,236,236,Algún campo sin dato,1,16553368afdfbf1580a16ccaf1fd38094eb5404a3594325891b30f48e8bd82fa,26/06/2023 01:37:26,ESCANER
5246,"Guatemala",1,"Petapa",17,518,380,12,3,2,16,13,7,--,0,8,10,47,52,2,1,2,3,1,2,1,0,1,1,6,0,3,11,204,17,0,221,0,221,4,380,159,204,221,221,Algún campo sin dato,1,e75578f5053bd11620faa261edc36c2fe31566d4776737b9f96d3e6b919f7bf1,26/06/2023 00:46:28,ESCANER
5247,"Guatemala",1,"Petapa",17,518,380,13,4,3,31,22,6,--,--,6,4,48,56,--,3,2,4,2,2,1,--,--,2,2,3,--,8,--,8,1,231,3,234,3,380,142,222,231,234,Algún campo sin dato,1,ce0141e2a21ed73e308b23f766ce1a379cb5756627bac22da5a4e7edcfbbea95,26/06/2023 02:54:58,ESCANER
5248,"Guatemala",1,"Petapa",17,518,380,12,4,1,19,14,13,0,0,12,13,36,56,3,1,2,1,0,1,1,0,2,2,0,3,2,9,207,18,3,228,0,228,1,389,161,207,228,228,,1,4e2d9099e765f2d3a5f5f71ebc3de23d28161d399b62c02a7f1c4c393f6d98a4,26/06/2023 00:16:32,ESCANER
5249,"Guatemala",1,"Petapa",17,518,380,11,7,1,19,20,4,0,2,5,6,42,46,4,2,4,6,0,4,0,0,4,1,6,0,0,16,210,26,1,237,1,238,1,377,139,210,237,238,,1,c86e910f6037eee43b5990d0c20600c7713ed0c9feef2ee2365738e415aff6e3,26/06/2023 01:25:10,ESCANER
5250,"Guatemala",1,"Petapa",17,518,380,13,6,4,20,27,16,0,2,8,8,44,62,13,0,5,8,2,2,0,0,2,1,0,0,1,9,245,14,1,260,0,260,--,387,127,253,268,268,Sumas Asentadas sin cuadrar,1,52b53a1f99a458ade8dcf276d5da8017d26e815e980bdb3ce890e8132489d21a,26/06/2023 03:32:50,ESCANER
5251,"Guatemala",1,"Petapa",17,518,380,14,9,2,23,13,5,0,3,8,15,39,47,2,2,6,7,3,0,1,0,2,1,3,0,7,11,223,21,3,247,0,247,3,--,--,223,247,247,Algún campo sin dato,1,b86602e09e17fcfcf600ea8dc30ceb825819f08be673eedf180b2fadf404f2df,26/06/2023 00:11:39,ESCANER
5252,"Guatemala",1,"Petapa",17,518,380,12,8,2,27,22,7,0,2,11,11,35,40,0,1,5,3,0,2,2,1,0,2,5,1,1,17,217,20,1,238,0,238,1,480,152,217,238,238,,1,eeb11425bd370d1172174f9bb07376577e97411f556ef0700a60fe4f7239efbe,26/06/2023 01:30:13,ESCANER
5253,"Guatemala",1,"Petapa",17,518,380,13,32,2,16,21,8,0,0,10,11,40,43,3,0,0,7,0,1,1,16,0,0,2,1,2,4,232,7,5,244,0,244,4,380,136,233,245,245,Sumas Asentadas sin cuadrar,1,5b897be5b1cb3bd55b0ec0d4c72a2bc675220ab8f905594bbabfa483805a18f3,26/06/2023 02:04:59,ESCANER
5254,"Guatemala",1,"Petapa",17,518,380,8,6,2,20,27,2,0,1,10,17,32,45,1,2,2,1,3,1,0,1,2,2,1,0,0,15,200,24,0,224,0,224,3,377,154,201,225,225,Sumas Asentadas sin cuadrar,1,04cb7eadf6772f002c380c38d6c6f439406b3836e6c46feaa324155475ca20fa,25/06/2023 22:22:13,ESCANER
5255,"Guatemala",1,"Petapa",17,518,380,9,5,6,27,13,5,0,1,8,16,52,42,0,1,5,3,1,1,0,1,1,3,1,1,2,4,210,11,0,221,0,221,52,380,159,208,219,219,Sumas Asentadas sin cuadrar,1,c5da62df03f79c2549bd2c63913e636217cf954c0fcf5445fe96993f618212fd,25/06/2023 22:54:34,ESCANER
5256,"Guatemala",1,"Petapa",17,518,380,13,5,1,56,10,5,1,3,5,10,38,56,2,1,6,1,1,1,0,0,0,0,1,1,0,3,220,3,0,223,0,223,--,380,157,220,223,223,Algún campo sin dato,1,58d3ee1ed4e2d38dca9f48649422e72cfe57231b6c2087b85856af138d2ad6fd,26/06/2023 01:53:29,ESCANER
