TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
296,295,99.6621,293,98.9864,2,112300,67765,60.3428

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VICTORIA,FCN-NACION,VAMOS,TODOS,VIVA,AZUL,VALOR,PODEMOS,CABAL,PPN,SEMILLA,WINAQ,MI FAMILIA,CAMBIO,CREO,UNE,ELEFANTE,VOS,PHG,EL CHERIFON,PR,P A N,MLP,COMITE CIVICO JUSTICIA,BIEN,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
18826,"Alta Verapaz",16,"Cobán",1,2891,380,56,1,43,0,4,1,1,12,3,6,0,2,1,0,0,6,3,3,3,0,0,1,1,5,1,153,32,5,190,2,192,--,381,189,153,190,192,Algún campo sin dato,1,5ecd61907b0487227ce937ff1a098cfb4b3ad1ace5aebb5ad28fe3b2fa1da81e,26/06/2023 03:08:05,ESCANER
18827,"Alta Verapaz",16,"Cobán",1,2891,380,71,3,57,1,6,0,1,13,6,2,0,0,3,0,1,6,1,2,0,0,0,0,3,0,0,176,23,6,205,0,205,--,380,175,176,205,205,Algún campo sin dato,1,08a7ce61df7e02f1045fa6cfff9ffebd5aba78d3d3cc47d1d05f7863b9c7b088,26/06/2023 04:34:02,ESCANER
18828,"Alta Verapaz",16,"Cobán",1,2891,380,74,2,42,0,9,2,1,15,5,3,0,1,0,0,1,3,1,1,1,0,0,0,3,1,0,165,12,1,178,0,178,--,380,202,165,178,178,Algún campo sin dato,1,b3565512d1ae7752a8ee89a1bc934a5731b594a832cb5346673b21f51097bc35,26/06/2023 02:23:26,ESCANER
18829,"Alta Verapaz",16,"Cobán",1,2891,380,80,2,60,0,1,0,1,9,3,4,0,0,0,0,0,5,1,1,1,0,0,0,1,0,0,169,6,0,175,0,175,--,379,204,169,175,175,Algún campo sin dato,1,5ada21a730c79cf50f69fd176e1701c5a6088fb81bf6bd833158a365f14e6da4,26/06/2023 02:00:56,ESCANER
18830,"Alta Verapaz",16,"Cobán",1,2891,380,73,0,48,2,3,3,1,15,1,3,0,1,1,0,0,3,3,1,3,0,0,0,1,1,0,163,3,3,169,0,0,--,380,211,163,169,169,Algún campo sin dato,1,57971bc6abb896fbd72912fe01682099f6a922cd53ef8b7f852fdb48ba06f3f0,26/06/2023 01:18:08,ESCANER
18831,"Alta Verapaz",16,"Cobán",1,2891,368,59,1,43,3,3,0,0,12,1,5,0,1,0,0,0,7,8,0,2,0,0,0,1,1,0,147,10,4,161,0,161,--,368,207,147,161,161,Algún campo sin dato,1,0f9cbf126e2eff42ff62b5751c29ee17cfbb7166d552a996f477a6d5ad61c988,26/06/2023 02:47:42,ESCANER
18832,"Alta Verapaz",16,"Cobán",1,2891,368,66,1,28,0,6,0,1,3,3,7,1,2,2,0,0,7,5,1,2,0,0,0,1,2,0,138,18,8,164,0,164,--,365,201,138,164,164,Algún campo sin dato,1,f3ffefa48eefa0b4d5f96bfa6faad13a741162a3bfb14fa31d1e4cebba812e48,26/06/2023 00:35:47,ESCANER
18833,"Alta Verapaz",16,"Cobán",1,2892,380,159,6,7,1,1,3,2,0,0,2,4,4,3,0,0,6,5,6,0,2,0,0,3,1,0,215,28,8,251,0,251,--,380,129,215,251,251,Algún campo sin dato,1,51c8b7fa0a353f496d0cf511d557c217694e93a7b2d555a79850afc875841130,26/06/2023 07:54:45,ESCANER
18834,"Alta Verapaz",16,"Cobán",1,2892,380,172,6,11,1,1,6,2,3,1,4,2,7,6,0,1,9,0,1,1,0,0,0,2,0,0,236,10,9,0,0,255,--,380,125,236,255,255,Algún campo sin dato,1,84b14dee20b61895b9cc4cf7d573fc54ace792af4cbcfa8bb733df88420a314f,26/06/2023 08:05:01,ESCANER
18835,"Alta Verapaz",16,"Cobán",1,2892,380,150,7,6,1,1,4,0,0,1,1,5,1,5,1,0,5,1,3,0,0,0,0,1,0,0,193,12,3,208,--,--,--,377,169,193,208,208,Algún campo sin dato,1,b400461121f286a294451dccd2e03524b83addd9dc584d042365a92a86ed6bd7,26/06/2023 08:05:36,ESCANER
18836,"Alta Verapaz",16,"Cobán",1,2892,380,122,0,7,0,0,6,2,0,0,2,6,4,2,0,0,6,4,3,0,0,0,0,1,0,1,166,14,3,183,0,183,--,377,194,166,183,183,Algún campo sin dato,1,90cc62260994f5cc9a1c6b27f021f44f05f8dbc07d99946994e6f47e91ecda4c,26/06/2023 08:05:54,ESCANER
18837,"Alta Verapaz",16,"Cobán",1,2892,380,125,3,8,1,1,5,0,2,3,0,6,11,4,0,0,6,0,0,0,2,0,0,2,2,0,181,14,7,202,0,202,--,377,175,181,202,202,Algún campo sin dato,1,c1adea1454aa72d28ced30014b508acc81f2ef080dba26deb51ab28ec5dc0977,26/06/2023 08:11:40,ESCANER
18838,"Alta Verapaz",16,"Cobán",1,2892,380,127,6,10,0,0,8,3,1,1,0,3,8,3,0,0,1,1,0,2,0,0,1,2,0,0,177,21,8,206,0,206,--,380,174,177,206,206,Algún campo sin dato,1,4849f7d7b084c720b1d6d0c67635c110d2b4f218cd35cbf49729b80adc1fb29e,26/06/2023 07:57:08,ESCANER
18839,"Alta Verapaz",16,"Cobán",1,2892,380,112,2,5,1,4,3,0,0,2,2,1,2,3,1,0,11,0,0,1,0,0,0,1,1,0,152,22,11,185,0,185,--,376,191,152,185,185,Algún campo sin dato,1,117900cf365fbcc48c4ef005f137819d0fcba1831cecda1c537993cb33517e57,26/06/2023 08:07:17,ESCANER
18840,"Alta Verapaz",16,"Cobán",1,2892,380,101,1,7,2,0,8,0,0,1,0,7,7,5,1,0,5,1,3,0,1,0,0,1,3,0,154,18,5,177,0,177,--,376,199,154,177,177,Algún campo sin dato,1,a687c0a7b9a84ffdb8e61b3272b81cb54820e21fc6dd541fbcd837d7ed341a24,26/06/2023 08:07:12,ESCANER
18841,"Alta Verapaz",16,"Cobán",1,2892,380,116,0,4,1,0,11,0,0,1,0,12,4,3,1,0,4,1,2,1,0,0,0,3,0,0,164,4,2,170,0,170,1,380,210,164,170,170,,1,aeba602b067656854e035b97b99c15f200dca2d22c73de4e6fb1b7072e3fd8d0,26/06/2023 08:00:22,ESCANER
18842,"Alta Verapaz",16,"Cobán",1,2892,380,120,0,3,0,0,6,2,1,1,1,5,2,6,0,0,2,0,0,1,0,1,0,4,1,0,156,5,1,162,0,162,--,380,218,156,162,162,Algún campo sin dato,1,e1d6879492445ec6737c175af9e46d8ae80772a37d1cf8960475d584a7023a29,26/06/2023 08:02:05,ESCANER
18843,"Alta Verapaz",16,"Cobán",1,2892,202,55,0,2,0,0,1,1,0,0,2,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,68,10,0,78,0,78,--,202,124,68,78,78,Algún campo sin dato,1,b79f91f7a10c0191e2abb6f96127ef59985cf177fe48a5d1a21f7ea8a26b47ae,26/06/2023 08:10:47,ESCANER
18844,"Alta Verapaz",16,"Cobán",1,2892,202,49,2,3,1,0,3,0,0,2,1,6,4,1,0,1,4,0,1,1,0,0,1,6,0,0,86,3,0,89,0,--,--,202,113,86,89,89,Algún campo sin dato,1,c20a45efb737c1c7f4db4c8abb7c7e847109a5371735cd1afb28da42e659981b,26/06/2023 08:02:15,ESCANER
18845,"Alta Verapaz",16,"Cobán",1,2893,380,82,6,16,1,3,3,3,1,3,4,4,2,0,0,0,15,0,1,1,0,1,0,0,2,1,149,18,2,169,0,169,--,380,211,149,169,169,Algún campo sin dato,1,bd207ebe9cb6f5ba6e6679354d7de36a8b107cafb45e06e3083a4e323bfd50c9,26/06/2023 01:22:44,ESCANER
18846,"Alta Verapaz",16,"Cobán",1,2893,380,95,2,9,3,2,3,1,0,2,0,2,2,3,0,0,17,0,0,1,1,2,0,5,0,0,150,14,4,168,1,169,--,350,211,150,168,169,Algún campo sin dato,1,d24a68d4a0a70b912042ddcbe31fc76957a9c0031622f97087b44d3abaf0d776,26/06/2023 05:48:20,ESCANER
18847,"Alta Verapaz",16,"Cobán",1,2893,380,86,4,8,2,2,2,2,1,4,1,0,1,3,0,0,23,0,0,0,0,1,1,2,0,0,143,21,4,168,0,168,--,380,212,143,168,168,Algún campo sin dato,1,8cfb0d029912795ea27807e3da4c8b9b7d735f32d46a4388d00dab4c610e394b,26/06/2023 00:13:09,ESCANER
18848,"Alta Verapaz",16,"Cobán",1,2893,380,132,2,8,1,2,2,2,1,4,3,0,1,2,0,0,15,0,0,0,0,0,0,1,0,0,176,20,8,204,0,204,--,380,176,176,204,204,Algún campo sin dato,1,f4be10e9a66ff9490feb3eb80c2513dfc2b39a8d43fb7202cbd6dd381c29183e,25/06/2023 23:58:26,ESCANER
18849,"Alta Verapaz",16,"Cobán",1,2893,380,97,5,3,1,0,5,0,0,8,3,0,0,2,0,0,15,0,0,0,0,3,0,1,0,0,143,26,9,178,0,178,--,380,202,143,178,178,Algún campo sin dato,1,ed2b750c51344bf49eceffca17d9585122ec8d1437879584f9e9bab85d0c50f2,26/06/2023 01:46:43,ESCANER
18850,"Alta Verapaz",16,"Cobán",1,2893,380,106,6,9,0,2,3,1,2,5,4,1,0,0,0,0,13,0,1,0,1,0,0,2,0,0,155,36,6,197,0,197,--,383,186,156,198,198,Sumas Asentadas sin cuadrar,1,0ab2e416d5ac29c5a8ee3908364557e5de910a7f7824f517bad56a471ada73d8,26/06/2023 00:59:55,ESCANER
18851,"Alta Verapaz",16,"Cobán",1,2893,380,87,1,11,0,1,2,0,3,5,4,0,0,3,0,1,15,0,0,1,0,1,0,5,0,0,140,36,3,179,0,179,--,380,201,140,179,179,Algún campo sin dato,1,829688098b030f3af19bf61def400911f7526762c92b608289948357c23c6b9b,25/06/2023 22:30:19,ESCANER
18852,"Alta Verapaz",16,"Cobán",1,2893,380,85,2,10,1,0,3,1,1,3,0,0,1,0,0,1,16,0,0,2,0,0,0,0,2,1,129,20,7,156,0,156,--,380,224,129,156,156,Algún campo sin dato,1,c74ada5fddf9a438589a409c40cb6485c3f80584387734ff56debab0a233f327,25/06/2023 23:40:16,ESCANER
18853,"Alta Verapaz",16,"Cobán",1,2893,380,81,2,9,2,2,3,0,2,3,0,2,3,1,0,0,9,0,2,2,0,0,0,5,1,0,129,26,3,158,0,158,--,380,222,129,158,158,Algún campo sin dato,1,b8e2091720af3d898d4ea6ed6b67783f3a2cc68ca26089eafe8d9276d754808c,26/06/2023 00:28:39,ESCANER
18854,"Alta Verapaz",16,"Cobán",1,2893,380,91,7,7,0,4,5,0,0,2,1,0,0,0,0,1,9,0,2,1,0,1,0,4,0,0,135,20,2,157,0,157,--,380,223,135,157,157,Algún campo sin dato,1,3e9936f2f708b1078aaa7d12e678ed7ef912057e83f88736255ac3af7e69690a,25/06/2023 22:01:01,ESCANER
18855,"Alta Verapaz",16,"Cobán",1,2893,349,81,3,11,1,0,3,2,0,5,1,3,0,1,0,0,4,0,0,1,0,0,0,3,0,0,119,11,1,131,0,131,--,349,218,119,131,131,Algún campo sin dato,1,f0632084244d685e537c036a253116e83797b28ec70da0edfb80e060fe4ebe5a,25/06/2023 23:21:53,ESCANER
18856,"Alta Verapaz",16,"Cobán",1,2893,348,63,2,8,0,0,5,0,0,3,1,0,2,1,1,0,9,0,1,0,0,0,0,0,0,0,96,17,5,118,0,118,--,349,231,96,118,118,Algún campo sin dato,1,357151ef5570f7f6eb4c290315b0a2e5aa2864f37711ea324f835787b5cf9198,25/06/2023 22:59:43,ESCANER
18857,"Alta Verapaz",16,"Cobán",1,2894,380,118,14,11,1,7,1,1,19,0,11,0,3,0,0,0,6,8,18,2,0,0,0,1,1,0,222,18,6,246,1,247,--,380,133,222,246,247,Algún campo sin dato,1,e4ee4e22c42d0407a2a33d1a8de77b766198088f229b35941628d1faac3510d1,26/06/2023 04:48:40,ESCANER
18858,"Alta Verapaz",16,"Cobán",1,2894,380,85,9,25,2,9,0,2,20,3,12,0,2,1,0,0,9,3,4,1,0,0,0,0,0,0,187,34,5,226,1,227,--,380,153,187,226,227,Algún campo sin dato,1,6a53f7890c8de2c2f37617faa7d2320941d3244fd339049e9953ee70c9544a1e,26/06/2023 05:00:03,ESCANER
18859,"Alta Verapaz",16,"Cobán",1,2894,380,81,17,21,0,5,1,2,15,7,4,1,5,3,0,0,10,2,10,3,0,0,0,0,1,0,188,38,8,234,0,--,--,380,146,188,234,234,Algún campo sin dato,1,eaf9a99a50bf6690b017106b4793aa199218f2073a4c986c0513753e626fc0e3,26/06/2023 06:01:42,ESCANER
18860,"Alta Verapaz",16,"Cobán",1,2894,380,112,14,14,0,7,0,2,10,3,9,0,5,2,0,1,5,1,9,2,0,0,0,1,0,0,197,13,1,211,0,211,--,366,155,197,211,211,Algún campo sin dato,1,8b48b0bea9411477c6520bf2dbd05aca82cd152bb569b9d86d1543b11b13da36,27/06/2023 19:14:29,ESCANER
18861,"Alta Verapaz",16,"Cobán",1,2894,380,105,16,15,1,12,2,1,4,3,6,0,6,0,0,0,10,1,8,1,0,0,0,1,0,0,192,20,0,212,0,212,--,380,168,192,212,212,Algún campo sin dato,1,0446ec12357ef6eaad0e618a3ecdffe1ab4ff0d42d43c110e8802235caec8a29,26/06/2023 05:06:32,ESCANER
18862,"Alta Verapaz",16,"Cobán",1,2894,380,109,16,12,0,9,1,1,4,3,9,0,4,1,0,0,9,3,7,1,0,0,0,1,3,0,193,23,14,230,--,--,--,380,149,193,230,230,Algún campo sin dato,1,6b7e6b1c6bcb2cdecfa4b4672e35b8f4d0b665902a15559070954ce5b3e6580f,26/06/2023 06:18:20,ESCANER
18863,"Alta Verapaz",16,"Cobán",1,2894,380,106,11,24,0,7,0,3,3,5,17,0,8,1,0,2,11,0,6,0,0,0,0,0,1,0,205,27,12,244,0,0,--,377,133,205,244,244,Algún campo sin dato,1,d8acd2b08f063027d0ad5c50fa1b323e25d03b7319b21d38aa5b569cb8abc7c6,26/06/2023 06:17:26,ESCANER
18864,"Alta Verapaz",16,"Cobán",1,2894,380,108,10,25,0,5,3,4,6,2,1,0,5,5,0,1,7,2,7,0,1,0,1,1,0,0,194,27,11,232,0,--,--,380,148,194,232,232,Algún campo sin dato,1,9cdf9ff72e3b3b601fd490a0f85e2fcb7f51555016ef8055e809d6a9c16f15fb,26/06/2023 05:20:32,ESCANER
18865,"Alta Verapaz",16,"Cobán",1,2894,380,110,15,8,0,12,3,1,13,6,5,0,2,1,0,0,5,2,6,0,0,0,1,0,3,0,193,19,4,216,0,216,--,380,164,193,216,216,Algún campo sin dato,1,ac0d17d8a5988a3ea1d30e05c0af7968eec50becdad06c649f6fffdf6b683853,26/06/2023 05:27:40,ESCANER
18866,"Alta Verapaz",16,"Cobán",1,2894,380,112,15,16,3,9,0,2,8,3,15,0,6,1,0,1,11,3,3,1,1,0,0,2,1,0,213,21,9,243,0,--,--,380,137,213,243,243,Algún campo sin dato,1,0136a48bb21247405740b9e791466bf6410aede6a3aab6a8fd82f21b0fdda6a5,26/06/2023 05:40:49,ESCANER
18867,"Alta Verapaz",16,"Cobán",1,2894,380,89,15,13,0,8,1,2,4,4,13,1,1,1,0,0,7,0,19,2,0,0,0,0,3,0,182,28,9,219,0,219,--,380,161,183,220,220,Sumas Asentadas sin cuadrar,1,1f15d1ceb298e2efaa56b01a310253e8f6f18766daf6d9a7bc9ab687728c4523,26/06/2023 07:53:33,ESCANER
18868,"Alta Verapaz",16,"Cobán",1,2894,380,96,9,14,0,10,0,0,6,1,7,0,3,0,0,0,11,5,10,1,0,0,0,0,0,1,177,23,6,203,0,203,--,380,177,174,203,203,Sumas Asentadas sin cuadrar,1,bd545ef409cee017885d938faea2b339dca83c694f60332e9bdc5d178f08ea01,26/06/2023 06:53:35,ESCANER
18869,"Alta Verapaz",16,"Cobán",1,2894,380,90,21,16,0,5,1,0,12,1,6,0,2,2,0,2,5,0,8,1,1,0,0,0,1,0,174,3,9,186,22,208,--,380,169,174,186,208,Algún campo sin dato,1,6001d30a59f5a700ef64d73a974c2c8681ccc7a93e8e33125877b81c244a82ee,26/06/2023 06:58:45,ESCANER
18870,"Alta Verapaz",16,"Cobán",1,2894,380,80,11,12,1,1,1,1,4,6,10,0,4,0,0,0,13,1,8,3,0,0,1,0,1,0,197,22,8,227,0,227,--,--,--,158,188,188,Sumas Asentadas sin cuadrar,1,0ca3ce488d36a76a866ed82be58e7c59d6620d5e31b3ef6cfccf81f36feb73a0,26/06/2023 07:05:24,ESCANER
18871,"Alta Verapaz",16,"Cobán",1,2894,380,104,5,12,0,7,1,0,7,2,7,0,3,0,0,0,3,0,8,1,0,0,0,0,0,0,178,16,2,178,--,178,--,380,202,160,178,178,Sumas Asentadas sin cuadrar,1,552a0721bfbcecd59a2ddd165bc05c2dd850b3495a2df52217468d060f9323ac,26/06/2023 07:07:22,ESCANER
18872,"Alta Verapaz",16,"Cobán",1,2894,380,100,12,11,1,9,0,3,11,4,7,0,3,0,0,0,5,2,10,0,0,0,0,0,0,0,18,4,2,184,0,184,--,380,196,178,184,184,Sumas Asentadas sin cuadrar,1,3fc274e036849440af002ba4f9ef9ec5dd97659062653ab6a6decd94b829aac1,26/06/2023 07:19:03,ESCANER
18873,"Alta Verapaz",16,"Cobán",1,2894,380,124,11,15,0,9,1,2,4,2,1,0,3,1,0,0,9,0,4,1,0,0,0,0,0,0,187,7,0,194,0,194,--,380,186,187,194,194,Algún campo sin dato,1,567a1fe7f5823640855765dc528967e3c18a75601d047f1c588c103d2c577f2e,26/06/2023 07:25:23,ESCANER
18874,"Alta Verapaz",16,"Cobán",1,2894,380,111,3,11,0,2,0,1,6,2,20,1,1,2,0,0,4,1,4,1,0,0,0,0,0,0,170,3,7,180,0,180,--,--,--,170,180,180,Algún campo sin dato,1,5ddc4149a96d25775922ecbf07c7c846d24ff25b6b33282755db52e076bd612f,26/06/2023 07:38:41,ESCANER
18875,"Alta Verapaz",16,"Cobán",1,2894,276,71,2,4,1,6,0,1,2,3,12,0,4,0,0,0,2,1,9,1,0,0,0,0,0,0,119,7,4,130,0,130,--,276,146,119,130,130,Algún campo sin dato,1,1b9a87d8db1622fb5fc27a9dab2d1e7edc57968735beb4d9843e82e718a300ac,26/06/2023 07:47:20,ESCANER
18876,"Alta Verapaz",16,"Cobán",1,2894,276,71,1,7,0,1,1,0,9,4,8,0,0,1,0,0,5,0,7,1,0,0,0,0,2,0,118,5,0,123,0,123,--,276,153,118,123,123,Algún campo sin dato,1,4ed6cc7db881bc1d84c7f4e821b261e1e846d85f89d4f16b2f3ce8991b396071,26/06/2023 07:43:46,ESCANER
18877,"Alta Verapaz",16,"Cobán",1,2895,380,72,2,43,4,0,5,3,38,4,19,0,4,3,1,0,9,1,0,0,1,0,0,0,2,0,211,29,20,260,0,260,--,380,120,211,260,260,Algún campo sin dato,1,bb9cfd751829157e4c178e3093cb89cd45e2aa7d25aeb3a4827dd0a8c35dd650,26/06/2023 01:09:22,ESCANER
18878,"Alta Verapaz",16,"Cobán",1,2895,380,48,2,75,0,2,6,3,23,7,35,0,2,0,0,1,12,4,1,0,0,1,0,1,2,1,226,25,15,266,0,266,--,380,114,226,266,266,Algún campo sin dato,1,588a848ad68aafcd0ef9eba9fa2c270ae74c2a8aac5767edc5fe17189026d82d,26/06/2023 07:07:09,ESCANER
18879,"Alta Verapaz",16,"Cobán",1,2895,380,90,3,63,2,3,1,3,19,4,25,0,4,0,0,0,11,3,0,1,0,0,0,0,2,1,235,23,12,270,0,270,--,381,111,235,270,270,Algún campo sin dato,1,d70e9cdd756257d8d6426098ae97e28d9feca83d6f2e63a53a0ed322fb1caec0,26/06/2023 02:04:07,ESCANER
18880,"Alta Verapaz",16,"Cobán",1,2895,380,82,0,67,0,3,1,3,34,3,19,0,5,2,0,1,14,1,0,2,1,0,1,1,3,0,243,42,8,293,0,293,--,380,87,243,293,293,Algún campo sin dato,1,bff4c4d262ba7cda4f3271ad43b465d0f7beab2dfea83dc768833056ab9d21ad,26/06/2023 03:33:40,ESCANER
18881,"Alta Verapaz",16,"Cobán",1,2895,380,78,2,70,0,4,3,3,13,4,23,1,3,0,0,1,7,0,0,1,1,0,0,0,0,1,215,38,9,262,0,262,--,380,118,215,262,262,Algún campo sin dato,1,41aab70853626001082ebcf775563bdf34aa85ac6e253a52675213740e241d45,26/06/2023 04:04:33,ESCANER
18882,"Alta Verapaz",16,"Cobán",1,2895,380,84,1,69,1,1,0,0,31,1,22,0,4,1,0,0,9,1,1,2,0,0,0,1,2,1,232,27,6,265,0,265,--,380,115,232,265,265,Algún campo sin dato,1,1acaf0d00d73c33240ffa288bd212070b93849bedd4dc0cbee14d9441aa2788d,26/06/2023 01:42:12,ESCANER
18883,"Alta Verapaz",16,"Cobán",1,2895,380,74,2,50,1,3,1,0,29,5,19,0,0,0,0,1,6,0,0,1,0,0,0,1,1,1,195,18,6,219,0,219,--,380,161,195,219,219,Algún campo sin dato,1,5c37f9ae36156c146c4213cef69fa532fb2db9b1d6208503cf5014526dc37c0d,26/06/2023 03:49:24,ESCANER
18884,"Alta Verapaz",16,"Cobán",1,2895,380,79,0,57,2,1,2,3,28,3,17,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,202,21,13,236,0,236,--,380,144,202,236,236,Algún campo sin dato,1,3d56052293450f554b58e65f876555331ab880e05df8c7b03d579e9ea1fa2efb,26/06/2023 02:25:24,ESCANER
18885,"Alta Verapaz",16,"Cobán",1,2895,380,60,1,45,1,1,2,1,16,0,22,0,1,0,0,0,7,0,4,3,0,2,0,0,1,1,168,20,11,199,0,199,--,380,--,168,199,199,Algún campo sin dato,1,35c0393c7326fee0998c50e3e865ace5e808ed049fb53c5d3d4a473850abd7d1,26/06/2023 00:48:06,ESCANER
18886,"Alta Verapaz",16,"Cobán",1,2895,380,59,1,48,0,2,0,1,27,1,16,1,1,1,0,2,7,0,0,1,0,0,0,0,2,0,170,16,9,195,0,195,--,380,185,170,195,195,Algún campo sin dato,1,a8e06adfca8330d602d386d6cfee3f6bc957833200d8d5189a70ea79c2c0b3d6,26/06/2023 00:01:11,ESCANER
18887,"Alta Verapaz",16,"Cobán",1,2895,380,61,2,40,0,2,2,0,17,2,17,1,3,2,0,0,9,1,1,2,1,0,0,0,0,0,163,24,12,199,0,199,--,380,181,163,199,199,Algún campo sin dato,1,a73aef33b84e1565f949da10549474ca21e37203521288dd56d9bf402329b3a6,25/06/2023 23:38:42,ESCANER
18888,"Alta Verapaz",16,"Cobán",1,2895,380,81,2,55,0,0,0,1,15,2,14,0,1,1,0,0,3,0,0,1,0,1,0,0,0,0,177,8,7,192,0,192,--,380,185,177,192,192,Algún campo sin dato,1,fd1cb45f9b5dac75869ce04e2ecb32e4b76be6c06382df59601cd25e3f602ff9,26/06/2023 00:26:15,ESCANER
18889,"Alta Verapaz",16,"Cobán",1,2895,291,59,0,24,0,4,0,1,13,4,13,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,122,6,1,129,0,129,--,287,158,122,129,129,Algún campo sin dato,1,92dac1a0569846549561613b739612a21bafce8ebd9edd4e55dda10433a1f0c6,25/06/2023 22:37:38,ESCANER
18890,"Alta Verapaz",16,"Cobán",1,2895,291,43,1,28,0,1,4,0,9,4,13,0,1,0,0,4,4,0,1,2,0,0,0,0,0,0,115,4,5,124,0,124,--,291,167,115,124,124,Algún campo sin dato,1,fd884211f0dd07648300d87fdaa71cfac6d4d43a9a7ddc762bc852be63ab5343,25/06/2023 22:58:46,ESCANER
18891,"Alta Verapaz",16,"Cobán",1,2896,380,79,3,53,1,32,1,6,9,2,18,0,9,3,0,1,6,0,1,2,2,2,1,0,3,0,234,23,6,263,0,263,--,380,117,234,263,263,Algún campo sin dato,1,deb3c10dafbf835ac8226fead80864faf2f38477b42cf624bea0470a65971170,25/06/2023 22:23:17,ESCANER
18892,"Alta Verapaz",16,"Cobán",1,2896,380,113,2,21,0,24,1,5,16,2,15,1,9,1,0,0,4,0,0,3,0,1,2,1,8,0,229,17,7,253,0,253,--,377,124,229,253,253,Algún campo sin dato,1,802b20cae87b45b96cfd0f46b3290302dee633543f1a1a46ad7740ac1b015f45,26/06/2023 00:43:11,ESCANER
18893,"Alta Verapaz",16,"Cobán",1,2896,289,55,2,22,1,16,2,2,7,2,11,22,6,0,0,0,3,0,1,3,0,0,0,0,1,0,136,22,6,164,0,164,--,289,125,156,184,184,Sumas Asentadas sin cuadrar,1,c4321f1a40d5276c8cfbde1ad843b12a9a2d4d2f4bdcee7606c9612602366c8b,26/06/2023 00:05:04,ESCANER
18894,"Alta Verapaz",16,"Cobán",1,2896,289,89,1,22,2,24,0,5,2,2,9,3,3,1,0,0,2,0,0,0,0,0,1,0,3,0,169,7,3,179,0,179,--,289,110,169,179,179,Algún campo sin dato,1,a703f809a034851557a33b979c8d5bc574aa13729d8efa17d4597e0dd5fe5b02,25/06/2023 23:54:07,ESCANER
18895,"Alta Verapaz",16,"Cobán",1,2897,380,115,3,55,9,2,2,3,2,7,14,0,1,1,0,4,6,0,0,2,2,1,0,2,1,0,232,32,13,277,0,277,--,377,100,232,277,277,Algún campo sin dato,1,50b66e01988935c965436836e66737ea8c6cad8f8ee70bbd4f2a132cbc46202f,26/06/2023 06:53:18,ESCANER
18896,"Alta Verapaz",16,"Cobán",1,2897,380,113,1,39,2,2,3,0,2,1,7,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,181,21,10,212,0,212,--,378,166,181,212,212,Algún campo sin dato,1,48186b9317cc7b9216c76d3e60708179e95d02b4043bfcedddd1844306348ba0,26/06/2023 07:05:14,ESCANER
18897,"Alta Verapaz",16,"Cobán",1,2897,380,101,0,38,7,3,0,2,3,1,28,0,9,2,0,1,7,1,0,0,1,0,1,3,1,1,210,27,10,247,0,247,--,380,133,210,247,247,Algún campo sin dato,1,c55942b2ac649daa29c556375a2b1d9802f41196d8cb886130df9f1acffac4d0,26/06/2023 07:16:36,ESCANER
18898,"Alta Verapaz",16,"Cobán",1,2897,380,110,0,41,13,5,1,5,2,3,24,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,211,25,9,245,0,245,--,320,135,211,245,245,Algún campo sin dato,1,1bf999cece5dfc050b965ea9a4dfe9d00111b3291a44617f7f1a8d0c6f17e395,26/06/2023 07:21:40,ESCANER
18899,"Alta Verapaz",16,"Cobán",1,2897,380,113,0,31,4,2,1,0,3,1,14,1,4,0,0,1,5,0,0,0,0,0,0,2,4,0,186,19,10,215,0,215,--,380,165,186,215,215,Algún campo sin dato,1,cc5ab589334e8cf91a602b5c3a573f5d68fee2fca81a0b942f6c9e9ac6c25546,26/06/2023 07:27:58,ESCANER
18900,"Alta Verapaz",16,"Cobán",1,2897,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,8d579215267bd5da8a2d382eb21012ca7c6af3284afa4b8cf4e18b9aa4297b34,26/06/2023 07:49:16,ESCANER
