TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
296,295,99.6621,293,98.9864,2,112300,67765,60.3428

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VICTORIA,FCN-NACION,VAMOS,TODOS,VIVA,AZUL,VALOR,PODEMOS,CABAL,PPN,SEMILLA,WINAQ,MI FAMILIA,CAMBIO,CREO,UNE,ELEFANTE,VOS,PHG,EL CHERIFON,PR,P A N,MLP,COMITE CIVICO JUSTICIA,BIEN,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
18676,"Alta Verapaz",16,"Cobán",1,2878,400,83,2,54,4,8,4,1,8,3,27,1,0,1,0,1,4,3,0,1,1,5,0,16,41,0,301,25,8,301,0,301,--,400,95,268,301,301,Sumas Asentadas sin cuadrar,1,2f38b34322be13a6b7f82b1de99a441af391ff14fa7d3489379b0d11c393159d,26/06/2023 02:56:01,ESCANER
18677,"Alta Verapaz",16,"Cobán",1,2878,400,88,2,90,0,5,1,5,28,8,0,0,1,2,2,6,4,1,1,2,2,0,1,8,33,0,296,20,11,327,0,327,--,397,70,290,321,321,Sumas Asentadas sin cuadrar,1,4c120cd17d3bd025f6b65c975946e1a9b41f2d9cc6ced8b56329432a8a5c35fe,26/06/2023 02:18:00,ESCANER
18678,"Alta Verapaz",16,"Cobán",1,2878,400,46,3,55,1,5,2,9,6,11,35,2,0,1,1,2,10,5,3,3,3,4,0,10,49,1,267,17,4,288,0,288,--,400,112,267,288,288,Algún campo sin dato,1,1d917645cb96a2c1c56a2bf9c9231e929eb0212310af062fbab712b4cee1837c,26/06/2023 00:47:41,ESCANER
18679,"Alta Verapaz",16,"Cobán",1,2878,400,51,2,69,1,10,2,2,2,13,33,1,1,3,3,3,6,4,2,2,1,2,1,10,48,0,272,23,4,299,0,299,--,400,101,272,299,299,Algún campo sin dato,1,e6d4242df0dcad7a28aec7e6aa347ba9bbacc993a7b5ad41b3c764258e932ac0,26/06/2023 02:46:01,ESCANER
18680,"Alta Verapaz",16,"Cobán",1,2878,400,43,2,64,3,7,5,6,1,6,29,3,1,2,2,4,11,1,3,5,2,5,--,10,53,1,269,12,3,284,0,284,--,400,116,269,284,284,Algún campo sin dato,1,f46adb82fd0df23ffbec0844d590a42daa6cb1f482f36b2d0629b1c32ef0a91a,26/06/2023 01:46:11,ESCANER
18681,"Alta Verapaz",16,"Cobán",1,2878,400,52,2,56,0,7,1,4,5,8,29,4,1,1,4,3,10,1,1,2,1,3,1,4,46,1,247,18,3,268,0,268,--,400,132,247,268,268,Algún campo sin dato,1,9988e0eec49343d2a28fb03a7d1ab7492b30944ead61e4ca960b2940cd9ce5a1,26/06/2023 02:42:01,ESCANER
18682,"Alta Verapaz",16,"Cobán",1,2878,400,42,2,68,0,7,1,3,3,4,31,8,1,4,2,3,11,1,1,2,4,1,0,11,28,0,238,18,5,261,0,261,--,400,139,238,261,261,Algún campo sin dato,1,fe83b2f5a42bbb508bfa84c43bb81b250f264f6a25dac1de78a54ba1ff50c355,26/06/2023 00:35:34,ESCANER
18683,"Alta Verapaz",16,"Cobán",1,2878,400,43,4,55,2,7,5,5,4,10,40,4,1,1,4,4,8,0,1,3,0,2,0,4,43,1,251,20,3,274,0,274,--,400,126,251,274,274,Algún campo sin dato,1,955660b6f702ee2359fecd23e780a1a1862519707f512999d0914125f4535677,26/06/2023 03:00:11,ESCANER
18684,"Alta Verapaz",16,"Cobán",1,2878,400,47,1,58,3,5,2,5,5,5,38,2,2,0,3,3,6,1,0,1,1,2,0,8,37,2,237,22,4,263,0,263,--,400,137,237,263,263,Algún campo sin dato,1,5da9e1be7e049b67c4416888da2be3bda545b3bcc8da616ce65d9940a3f71b04,26/06/2023 02:22:46,ESCANER
18685,"Alta Verapaz",16,"Cobán",1,2878,400,41,3,64,2,12,3,3,3,7,34,3,2,2,3,3,7,0,2,4,0,2,0,8,43,3,254,16,5,275,0,275,--,400,125,254,275,275,Algún campo sin dato,1,13d4323e38d4fa28622b411704d72b5ef20d4f0be8be66ba78fd2cd01cf3b4ae,26/06/2023 02:46:50,ESCANER
18686,"Alta Verapaz",16,"Cobán",1,2878,400,50,3,61,1,7,2,3,5,8,39,4,0,4,2,6,10,1,1,2,0,1,1,1,24,3,239,18,1,258,2,260,2,397,137,239,258,260,,1,529375bd4745e05997f34b2066f76de9fb039a7f663253f765f4a4392b972924,26/06/2023 03:13:23,ESCANER
18687,"Alta Verapaz",16,"Cobán",1,2878,400,49,0,55,0,7,2,2,1,4,40,1,0,1,1,7,8,2,0,2,1,2,0,8,31,0,224,17,7,248,0,248,--,400,152,224,248,248,Algún campo sin dato,1,1ef0af5b67bba392c46c1613c51c4c77d82993b7ebcdd87499fac279ec1e8864,26/06/2023 01:28:27,ESCANER
18688,"Alta Verapaz",16,"Cobán",1,2879,400,39,1,51,1,14,3,2,5,9,38,4,0,2,1,4,10,1,0,0,1,1,0,10,31,0,228,25,1,254,0,254,--,500,246,228,254,254,Algún campo sin dato,1,c7aa4d3ac32d5574748fa1de64a9baaddff0e8e2f4287e7cefa7427d8f044f16,26/06/2023 01:04:54,ESCANER
18689,"Alta Verapaz",16,"Cobán",1,2879,400,37,3,54,3,11,2,4,3,6,28,0,2,3,3,7,7,0,0,3,1,1,1,9,39,0,227,28,2,257,1,258,--,400,142,227,257,258,Algún campo sin dato,1,bed9e7b1b9aebcfcf1939e957547be9d8b0531f30c5245504637b255cc58e23f,26/06/2023 04:51:09,ESCANER
18690,"Alta Verapaz",16,"Cobán",1,2879,400,57,2,46,2,10,4,2,2,8,18,2,0,3,3,3,9,0,0,3,0,3,0,3,43,1,224,11,2,237,0,237,--,400,163,224,237,237,Algún campo sin dato,1,140aa456af058415b92564a9d6932c90f64d12d44116644ae21fbe38c37b213a,26/06/2023 02:12:54,ESCANER
18691,"Alta Verapaz",16,"Cobán",1,2879,400,31,3,46,1,6,3,6,2,13,30,5,1,2,1,1,4,1,0,1,0,4,0,7,55,1,224,7,3,234,0,234,--,400,166,224,234,234,Algún campo sin dato,1,448de25d312153bc2ea57366dde238414ce4d55ffa42096637f5f22b01bc6283,25/06/2023 23:35:37,ESCANER
18692,"Alta Verapaz",16,"Cobán",1,2879,400,43,6,63,0,6,3,5,6,9,24,8,0,0,1,4,3,1,1,3,1,1,0,4,36,1,229,5,0,234,0,234,--,400,166,229,234,234,Algún campo sin dato,1,974ebdffa4e6028ffcb78f893a4971542ef51801b94eee67bf86b70c2e898c39,26/06/2023 00:56:34,ESCANER
18693,"Alta Verapaz",16,"Cobán",1,2879,317,22,0,33,2,7,3,0,3,4,25,8,1,1,0,3,7,3,0,2,0,7,0,2,33,0,166,0,0,166,0,166,--,317,151,166,166,166,Algún campo sin dato,1,e786a67b0c1c3d30634de74406368805da114874635e99ca345910c7842efa54,25/06/2023 22:59:14,ESCANER
18694,"Alta Verapaz",16,"Cobán",1,2879,316,27,1,42,1,2,6,2,1,6,28,0,6,2,1,3,3,0,0,1,2,0,0,2,28,0,164,9,3,176,0,176,1,316,140,164,176,176,,1,7a31255c1b1a8b29a46daa8da594f090e4fe0c5f234e121f24ac5bf405893980,26/06/2023 04:45:46,ESCANER
18695,"Alta Verapaz",16,"Cobán",1,2880,386,86,1,74,1,3,3,4,4,1,55,4,1,0,1,0,0,0,3,1,1,3,0,0,6,0,252,29,12,293,0,293,--,386,93,252,293,293,Algún campo sin dato,1,282442dce14b0ccbd9954123817dcbfc87dbd32b10f1173622a302fd905db455,26/06/2023 02:06:15,ESCANER
18696,"Alta Verapaz",16,"Cobán",1,2880,386,77,1,52,1,4,1,6,6,3,45,3,4,0,1,1,3,1,0,1,0,0,0,0,7,1,218,16,5,239,0,239,--,386,146,218,239,239,Algún campo sin dato,1,9a1e5a2dc2d65c24eaec491edb75a13cab01eb1332ccb91daeced3e6b0e82c66,26/06/2023 02:48:38,ESCANER
18697,"Alta Verapaz",16,"Cobán",1,2881,400,45,2,74,0,10,2,7,2,5,31,4,2,4,2,2,6,0,1,0,3,1,0,2,37,0,242,19,6,267,0,267,--,400,133,242,267,267,Algún campo sin dato,1,9c9456e7eced42ef17e89ee244662cbc8f5b3f3033ffde3047caaacc065776f5,26/06/2023 01:52:47,ESCANER
18698,"Alta Verapaz",16,"Cobán",1,2881,400,50,2,67,0,5,2,1,3,5,52,5,4,4,1,4,7,0,0,0,1,3,0,1,23,0,240,26,5,271,0,271,--,400,129,240,271,271,Algún campo sin dato,1,1da53ef02db4d22af99d37cff9b087a8f414ccf5cbae5d99da09e3b6fc2cea2e,25/06/2023 23:48:45,ESCANER
18699,"Alta Verapaz",16,"Cobán",1,2881,400,43,0,67,1,4,4,3,2,4,40,5,1,2,1,4,8,0,1,2,1,1,0,1,29,2,226,29,3,258,0,258,--,--,--,226,258,258,Algún campo sin dato,1,1d6c20edba8cb8e7e5ffd623f65275e509fc49cb22e2c3421de0d507b5390cfd,26/06/2023 01:01:02,ESCANER
18700,"Alta Verapaz",16,"Cobán",1,2881,400,39,2,81,1,6,5,4,2,5,43,3,1,3,3,1,12,1,2,5,0,1,0,0,32,1,253,22,9,284,0,284,--,400,116,253,284,284,Algún campo sin dato,1,be247f0b54467352b228b737820d3e0d90c43d5df045c50126954d2c2d361c87,26/06/2023 00:45:49,ESCANER
18701,"Alta Verapaz",16,"Cobán",1,2881,400,40,1,92,0,14,2,5,2,2,24,7,1,4,4,4,5,3,1,3,1,0,0,2,44,3,264,14,4,282,0,282,--,396,114,264,282,282,Algún campo sin dato,1,4127c9826afb05ede01f0f60d9ddb77138139097032737f23e61f7a3011a2f0a,26/06/2023 00:53:13,ESCANER
18702,"Alta Verapaz",16,"Cobán",1,2881,400,46,1,79,3,6,3,1,0,9,36,4,4,4,3,6,5,0,0,3,0,1,0,2,38,1,255,23,6,284,0,284,--,400,116,255,284,284,Algún campo sin dato,1,1a83411747a277de73696ff14021936490396085d3cb160a747c931010ed372c,26/06/2023 01:26:51,ESCANER
18703,"Alta Verapaz",16,"Cobán",1,2881,400,36,0,66,0,9,3,3,1,3,36,2,1,2,3,2,5,0,0,1,0,1,0,0,38,0,212,18,0,230,1,231,--,400,169,212,230,231,Algún campo sin dato,1,67de6a9c5630b2d9b73e88f45f1d14e53bbdd720da46f0d25c67e8eacc4a7820,26/06/2023 00:10:06,ESCANER
18704,"Alta Verapaz",16,"Cobán",1,2881,400,41,1,59,0,2,4,2,2,2,33,5,1,3,2,5,4,0,2,2,0,2,0,0,37,2,211,23,3,237,0,237,--,400,163,211,237,237,Algún campo sin dato,1,e5bf3b006f027527c8d80a5b26371a11dce6a12bcbabd376c0375db75a3ef534,25/06/2023 23:31:53,ESCANER
18705,"Alta Verapaz",16,"Cobán",1,2881,400,29,3,59,0,10,4,5,6,1,46,3,0,7,2,4,11,0,2,2,0,3,1,0,44,0,242,21,3,266,0,266,--,400,134,242,266,266,Algún campo sin dato,1,b513951d128baa90da033d3a8c9d3a522e862161b07a712ab2b5231ad0fbacd7,26/06/2023 01:01:46,ESCANER
18706,"Alta Verapaz",16,"Cobán",1,2881,400,37,0,58,1,3,5,3,1,4,43,6,1,3,2,3,7,0,0,4,0,2,1,0,41,1,226,26,2,254,0,254,--,404,150,226,254,254,Algún campo sin dato,1,d68770b2425d4168ac5b889dadb03e8e153a871a065ef2f861be12e6453f2b8c,26/06/2023 02:12:51,ESCANER
18707,"Alta Verapaz",16,"Cobán",1,2881,400,34,1,47,0,7,5,2,3,5,49,6,0,6,6,4,7,1,1,4,0,0,0,1,37,0,226,30,6,262,0,262,--,400,138,226,262,262,Algún campo sin dato,1,5ebc506d4a8f72ba552e34180be1b5c9659c6066d177da33aa8fefe3e544d981,26/06/2023 02:19:19,ESCANER
18708,"Alta Verapaz",16,"Cobán",1,2881,400,38,0,72,2,4,5,2,2,1,43,5,2,0,3,1,1,0,0,5,0,0,1,2,34,1,224,12,3,239,0,239,1,400,161,224,239,239,,1,49ca0c0ef2e2f44e6fca190630519a95118e0da93ba2e9f30fc9da5326826ca5,26/06/2023 01:51:05,ESCANER
18709,"Alta Verapaz",16,"Cobán",1,2881,400,36,4,57,2,11,3,1,1,3,33,7,1,0,7,3,3,0,0,0,0,1,0,0,42,0,219,19,2,240,0,240,--,400,160,215,236,236,Sumas Asentadas sin cuadrar,1,c871da7adff1cff904059442ca5ba550e02d21c6080b4808f33c5148b7ebeee6,26/06/2023 03:45:58,ESCANER
18710,"Alta Verapaz",16,"Cobán",1,2881,400,37,2,73,1,11,6,4,2,6,35,3,1,0,4,3,15,0,0,2,0,6,0,0,27,2,240,8,2,250,1,251,--,400,145,240,250,251,Algún campo sin dato,1,c1e6d36db9a0f9181cc47ce2b6194c9fa9763d0ace89c690ec0ac5919dabf780,26/06/2023 02:22:57,ESCANER
18711,"Alta Verapaz",16,"Cobán",1,2881,400,22,0,53,1,10,4,2,1,5,51,2,0,4,2,4,6,0,1,0,0,1,0,3,26,3,201,9,4,214,0,214,--,400,186,201,214,214,Algún campo sin dato,1,c9491cd2d471b7ef870c577d824fcb191faab60ec6ee8d0b5f23cd9931fba6ed,26/06/2023 01:43:37,ESCANER
18712,"Alta Verapaz",16,"Cobán",1,2881,400,35,2,45,0,6,4,3,3,2,42,6,0,3,9,6,5,1,1,0,0,4,0,0,39,1,217,12,1,230,0,230,--,400,170,217,230,230,Algún campo sin dato,1,07fd5c76c478f487fd453dd9984025e1c7a4ed81d7aca87afa50ba7ca9fa490e,26/06/2023 02:46:27,ESCANER
18713,"Alta Verapaz",16,"Cobán",1,2881,400,35,3,58,1,13,4,2,2,10,35,6,0,4,1,1,2,0,1,1,0,2,0,1,35,2,219,7,0,226,0,400,--,400,171,219,226,226,Sumas Asentadas sin cuadrar,1,233f7e57dcd5c12221d4cb0146892a6af34975102e06c8605089fceaaaaa7474,26/06/2023 02:25:26,ESCANER
18714,"Alta Verapaz",16,"Cobán",1,2881,400,33,1,43,0,4,4,2,2,3,36,2,0,5,5,3,5,2,1,3,0,2,0,0,47,1,204,8,0,212,0,212,--,400,188,204,212,212,Algún campo sin dato,1,d0f459515d794f83799cd2fb357d84ab80f9ac6da2b4879d0f7aa29c779de2ed,25/06/2023 23:44:16,ESCANER
18715,"Alta Verapaz",16,"Cobán",1,2881,358,24,2,40,0,6,3,1,2,2,26,7,1,4,5,2,2,0,1,3,0,1,0,2,20,2,156,3,0,159,0,159,--,359,200,156,159,159,Algún campo sin dato,1,c9f686c71821fc438d05c21f468be1784b1c82f7cfc14a8ca38a031af0b01122,25/06/2023 23:49:55,ESCANER
18716,"Alta Verapaz",16,"Cobán",1,2881,358,32,1,29,0,9,6,2,2,2,34,3,1,0,5,2,4,0,2,0,0,2,0,0,22,3,161,10,2,173,0,173,--,358,185,161,173,173,Algún campo sin dato,1,4a17d33ac47fe04e4e5e306222eb0f943c1065e190de7c5f3fdd4c17d7f7b44c,26/06/2023 01:06:56,ESCANER
18717,"Alta Verapaz",16,"Cobán",1,2882,400,70,3,65,0,9,2,3,4,3,32,6,2,2,2,2,3,0,1,2,1,0,1,0,17,0,230,33,10,273,0,273,--,400,127,230,273,273,Algún campo sin dato,1,3ad77d12e536c34d12eea83309d4f3b8e4869df15f0804e16f7922fc4b2cb210,26/06/2023 01:45:39,ESCANER
18718,"Alta Verapaz",16,"Cobán",1,2882,400,65,3,65,0,12,4,2,5,2,38,2,1,1,0,3,7,2,0,3,1,1,0,1,28,2,248,43,4,295,2,297,2,400,103,248,295,297,,1,9585bca47b494ee19e7844aacb4e628d9e08e280199fbaa6568d5ba9bbb6f2e0,26/06/2023 01:31:46,ESCANER
18719,"Alta Verapaz",16,"Cobán",1,2882,400,68,0,84,0,9,2,3,5,8,30,3,2,1,0,3,3,1,0,2,0,0,1,0,33,0,258,33,10,301,0,301,--,400,99,258,301,301,Algún campo sin dato,1,3b4f78cc9c3e211a8a0917a66e44f64223e9ad289386de9bfa1390783cf6924c,26/06/2023 02:47:02,ESCANER
18720,"Alta Verapaz",16,"Cobán",1,2882,400,76,1,58,0,12,6,6,6,3,40,4,2,2,0,1,3,0,2,2,0,2,1,0,24,0,251,30,3,284,0,284,1,400,116,251,284,284,,1,5469197eba28d62461efb982eaa8c8fe9ba1a6d36f98f6ac9c9a7ce937376230,26/06/2023 02:52:30,ESCANER
18721,"Alta Verapaz",16,"Cobán",1,2882,400,72,0,86,0,8,2,4,2,4,31,1,1,4,2,2,3,1,1,2,1,2,1,1,31,0,262,24,6,292,0,292,--,400,105,262,292,292,Algún campo sin dato,1,c1ccbcbfccd0b52b74bb632ce7bd2cb7d9e516a80c19a081017562262babe5ce,26/06/2023 02:08:26,ESCANER
18722,"Alta Verapaz",16,"Cobán",1,2882,400,47,1,70,1,11,1,1,7,5,31,8,2,8,2,1,4,2,1,4,2,3,1,0,29,0,242,33,4,279,0,279,--,396,117,242,279,279,Algún campo sin dato,1,3c72f964a12116d9c9083e32829f65ce0fa851e103504ca061b0d20623ba8c75,26/06/2023 04:22:22,ESCANER
18723,"Alta Verapaz",16,"Cobán",1,2882,400,63,1,68,1,10,3,2,4,4,33,6,2,2,1,1,2,0,0,4,1,1,2,0,32,1,244,30,9,283,0,283,--,400,117,244,283,283,Algún campo sin dato,1,ad6e0e7d4bfa276d73b19af9a79f757bb64ba214298621babfec762603effee9,26/06/2023 02:25:46,ESCANER
18724,"Alta Verapaz",16,"Cobán",1,2882,400,61,3,71,2,15,4,4,6,6,31,3,1,2,0,4,11,0,0,3,0,1,0,1,40,2,271,17,9,297,0,297,--,400,103,271,297,297,Algún campo sin dato,1,c507d7944ecc20a8c86211bd9343ae67be6892dc82ecec17c3f9226e768b694e,26/06/2023 01:41:41,ESCANER
18725,"Alta Verapaz",16,"Cobán",1,2882,400,59,3,64,1,9,5,2,3,3,37,5,0,1,0,1,7,0,3,4,0,1,1,1,29,0,239,1,7,247,32,279,--,400,279,239,247,279,Algún campo sin dato,1,958eccae5624c8c6656df3d6b3fffd771ca4d77d0bc7c812bc5f0c1310caf176,26/06/2023 03:11:49,ESCANER
18726,"Alta Verapaz",16,"Cobán",1,2882,400,63,3,65,0,4,1,0,1,6,36,0,0,0,3,3,3,0,1,1,1,1,0,0,48,0,240,13,1,254,0,254,--,393,143,240,254,254,Algún campo sin dato,1,e98df0f42220724e872e5c27cd980cb7dd68946cd11509df5052f5a6f0214474,26/06/2023 02:13:32,ESCANER
18727,"Alta Verapaz",16,"Cobán",1,2882,400,68,2,55,0,6,3,2,4,1,36,3,0,0,1,1,3,1,1,2,0,0,0,1,30,2,222,23,3,249,0,249,1,400,151,222,248,248,Sumas Asentadas sin cuadrar,1,81845650beebef74b2177ba7d0a3a6f80104b38b3431280a8a9ce68fdab9f02b,26/06/2023 02:05:14,ESCANER
18728,"Alta Verapaz",16,"Cobán",1,2882,400,54,0,48,0,14,3,3,3,3,42,2,0,2,0,4,4,0,1,1,1,1,0,0,38,0,224,30,2,256,0,256,--,400,144,224,256,256,Algún campo sin dato,1,75599b5a886ead973e27cbf60b0df2ef0975b9aa903fe5383fffcda3733fbb57,26/06/2023 01:18:09,ESCANER
18729,"Alta Verapaz",16,"Cobán",1,2882,400,58,1,70,0,8,4,1,1,8,40,2,0,6,0,3,10,0,0,4,0,2,0,2,42,1,263,17,3,283,0,283,--,400,117,263,283,283,Algún campo sin dato,1,aec01fe2a018e2f89be673019e771b8dde3d9bc0ae5bbf8affd5bd7735f42b39,26/06/2023 02:19:48,ESCANER
18730,"Alta Verapaz",16,"Cobán",1,2882,400,55,3,59,0,7,1,3,6,8,34,2,1,2,1,3,4,1,0,2,1,0,1,3,40,0,237,30,3,270,0,270,--,400,130,237,270,270,Algún campo sin dato,1,c0d2168892bd4b646115668a92f9960dd70a79631c173f97c0a8148b10694dd2,26/06/2023 03:26:35,ESCANER
18731,"Alta Verapaz",16,"Cobán",1,2883,400,55,4,62,0,7,7,2,3,2,32,4,1,4,2,5,5,0,2,1,1,0,0,1,25,0,225,37,6,268,0,268,--,400,132,225,268,268,Algún campo sin dato,1,ef772bbd69ee3b1adb7f601ad90db28e58fbe841a06fcf077daf515cc680dcb4,26/06/2023 03:09:35,ESCANER
18732,"Alta Verapaz",16,"Cobán",1,2883,400,48,3,64,2,16,5,4,1,8,26,5,2,2,3,2,12,2,0,2,1,0,0,0,36,0,244,25,5,274,0,274,--,400,126,244,274,274,Algún campo sin dato,1,e407a78ee279f7bdc85e258cd67a8953c5002a1e8e98d4b73326dcd9d30c7114,26/06/2023 01:48:45,ESCANER
18733,"Alta Verapaz",16,"Cobán",1,2883,400,65,2,65,1,9,2,2,5,0,39,3,0,0,2,2,4,1,0,5,1,3,1,0,30,2,244,28,6,278,0,278,--,400,122,244,278,278,Algún campo sin dato,1,3436693cf27b6045c5c1b94bd1f958e0d2e56585940925b1a1019cde7a0ab88f,26/06/2023 02:50:07,ESCANER
18734,"Alta Verapaz",16,"Cobán",1,2883,400,48,0,48,0,12,2,5,2,3,55,2,1,2,3,2,5,2,1,1,1,1,0,1,32,0,229,27,3,259,0,259,--,400,141,229,259,259,Algún campo sin dato,1,5db46ad292544ac762da5a88db6d783b84f6a00d2d1de15e04a663b684a4b8c2,26/06/2023 02:36:02,ESCANER
18735,"Alta Verapaz",16,"Cobán",1,2883,400,59,0,63,1,9,1,1,5,6,40,2,0,1,0,0,5,1,0,3,1,0,0,0,24,0,223,18,6,247,0,247,1,400,153,222,246,246,Sumas Asentadas sin cuadrar,1,964c76fc5dce9e1b4d4166c66cbc79c0de24e13d14f09aac7bc22fc50351e54c,26/06/2023 00:19:53,ESCANER
18736,"Alta Verapaz",16,"Cobán",1,2883,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,7c476c3d108304f76ea117e0e927a3c7e188aeee3aebc1d827544225560768ab,26/06/2023 04:02:05,ESCANER
18737,"Alta Verapaz",16,"Cobán",1,2883,400,41,2,66,0,9,3,3,2,3,41,3,0,2,2,5,5,0,1,7,0,3,1,0,32,0,231,21,6,258,0,258,--,397,139,231,258,258,Algún campo sin dato,1,b4522e032a44a6cccb51b46be967aab0c08226206f3924704a02b86ff4c23b24,26/06/2023 03:03:17,ESCANER
18738,"Alta Verapaz",16,"Cobán",1,2883,400,50,4,51,1,12,1,4,2,2,26,5,0,1,3,4,7,1,1,2,0,1,0,0,28,1,207,10,2,219,0,219,--,400,181,207,219,219,Algún campo sin dato,1,a7928eee455046dcc8e123f33d03ee8377cb9951677cf08bfcd46362e892d913,26/06/2023 02:18:02,ESCANER
18739,"Alta Verapaz",16,"Cobán",1,2883,400,45,3,66,0,7,1,4,5,5,28,6,0,0,4,1,1,0,2,1,0,2,0,1,32,2,216,6,0,222,2,224,--,400,176,216,222,224,Algún campo sin dato,1,972b7d8fbb88520b00fa7b90bd298be09b5a0d9ac24ef6593ac60ffa903cb8a7,26/06/2023 02:56:04,ESCANER
18740,"Alta Verapaz",16,"Cobán",1,2883,400,30,4,53,1,6,0,4,4,5,36,8,0,0,3,2,3,2,0,5,1,5,0,1,49,0,222,7,0,229,0,229,--,400,171,222,229,229,Algún campo sin dato,1,fc7d4274d8ccc4ac30c217e32236e202cea91b6a32a23f813151e19ac1c764ec,25/06/2023 23:37:44,ESCANER
18741,"Alta Verapaz",16,"Cobán",1,2883,400,58,2,73,0,3,2,3,2,5,23,3,0,0,1,1,8,0,0,1,0,1,0,0,22,0,208,8,1,217,0,217,0,400,183,208,217,217,,1,a120dc1e7a71f1550efff2515f63eaefd2066b6cb6e061e2616fe08f3bb87153,26/06/2023 01:10:36,ESCANER
18742,"Alta Verapaz",16,"Cobán",1,2883,400,30,2,65,0,7,0,1,2,0,38,5,1,1,3,3,1,0,0,2,1,3,1,1,36,0,203,5,0,208,0,208,--,400,192,203,208,208,Algún campo sin dato,1,35594d96f853eff0c8e0ac1cd27c726d7566ff89005ac25d1b7dc0a7476e65a6,26/06/2023 00:53:15,ESCANER
18743,"Alta Verapaz",16,"Cobán",1,2883,328,48,0,37,0,2,0,1,1,3,28,4,0,3,0,1,2,1,0,0,0,2,0,1,21,1,156,4,1,161,0,161,--,328,167,156,161,161,Algún campo sin dato,1,fb7127dd4902418a9bbcba514ba22333633f36e6b3767b14cd7d21113dcb1a07,26/06/2023 01:34:07,ESCANER
18744,"Alta Verapaz",16,"Cobán",1,2883,327,35,1,41,0,5,3,0,3,5,21,3,0,1,1,5,3,1,0,2,0,0,1,0,22,0,153,8,2,163,0,163,--,327,164,153,163,163,Algún campo sin dato,1,49257a9c621c2a4f583d6e0581ed1c2d49073b2472dcdf4d614d01537e373a31,25/06/2023 23:49:32,ESCANER
18745,"Alta Verapaz",16,"Cobán",1,2884,400,121,1,83,0,4,4,2,0,3,31,5,1,1,2,1,0,0,0,0,0,1,0,1,22,2,285,32,5,322,0,322,--,397,75,285,322,322,Algún campo sin dato,1,bf17e28f48ff00ea7bc5a25a0d8915b15ae48f77a290eaa2072916844b3a29af,26/06/2023 00:09:21,ESCANER
18746,"Alta Verapaz",16,"Cobán",1,2884,400,144,3,56,0,5,4,1,1,4,24,3,2,1,0,0,3,0,0,0,0,1,0,1,23,2,278,29,11,318,0,318,--,400,82,278,318,318,Algún campo sin dato,1,5415b2aad579b4d2bbaab932032635b575bf0ae94381f8006bb4b8b48c92949e,26/06/2023 01:30:54,ESCANER
18747,"Alta Verapaz",16,"Cobán",1,2884,400,126,0,58,0,6,1,1,2,4,16,5,1,1,1,0,5,0,0,3,0,0,2,0,32,0,264,22,7,293,0,293,--,400,107,264,293,293,Algún campo sin dato,1,5f5e6a54e9418028d465926a7405fdda03d9aa5f7715c74751424cecf2e4c273,25/06/2023 23:13:25,ESCANER
18748,"Alta Verapaz",16,"Cobán",1,2884,400,110,1,57,0,5,2,2,0,4,23,4,1,0,1,3,3,0,0,1,0,0,0,2,30,0,249,21,2,272,0,272,--,400,128,249,272,272,Algún campo sin dato,1,037444a27e4d839546518faaf530a81e77ac24e9936b4893ff6a3039d709eb44,26/06/2023 00:16:10,ESCANER
18749,"Alta Verapaz",16,"Cobán",1,2884,400,104,0,56,0,6,10,2,3,9,17,2,1,0,0,2,4,1,1,4,0,0,1,0,13,0,236,25,4,265,1,266,--,397,131,236,265,266,Algún campo sin dato,1,19b069667ff2eeaac6806a82b1f09995bdd9ede4c28cf04930203c806f11865f,26/06/2023 01:48:07,ESCANER
18750,"Alta Verapaz",16,"Cobán",1,2884,361,99,1,64,0,3,1,0,2,2,17,5,1,0,3,0,0,0,0,2,0,1,1,1,23,0,226,3,1,230,0,230,--,356,126,226,230,230,Algún campo sin dato,1,5c5c649a0adb55f4d103d41e6bb15954d67438d77d314cb0287786f1006ac825,26/06/2023 01:04:39,ESCANER
