TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
130,130,100.0000,130,100.0000,0,47515,32039,67.4292

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,CABAL,CAMBIO,PHG,VALOR,AZUL,PPN,ELEFANTE,WINAQ,VIVA,FCN-NACION,VAMOS,CREO,VOS,BIEN,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
19371,"Alta Verapaz",16,"Senahú",8,2972,380,62,35,0,12,9,0,90,0,0,2,10,15,1,0,0,236,4,2,242,0,242,--,380,138,236,242,242,Algún campo sin dato,1,e3a67cc3e1a0fc6bc450fd2d596eabab2bf7aee367c6370a72a4cdfff7e73c18,26/06/2023 03:24:24,ESCANER
19372,"Alta Verapaz",16,"Senahú",8,2972,262,49,9,0,12,5,0,62,0,0,0,4,12,0,0,0,153,5,1,159,0,159,--,262,103,153,159,159,Algún campo sin dato,1,c349527e4fcc3f132c0fd7e1c337a84a1d2aca39f6a0b3b36bb1e26007460f1f,26/06/2023 04:41:00,ESCANER
19373,"Alta Verapaz",16,"Senahú",8,2972,262,37,11,0,10,9,0,79,0,0,1,6,12,0,0,0,165,2,0,167,0,167,--,262,95,165,167,167,Algún campo sin dato,1,1a6d7565d16c5e7b82024da0ef40341e63ec6068a8576a267e4c0b1fe399d1fd,26/06/2023 04:45:38,ESCANER
19374,"Alta Verapaz",16,"Senahú",8,2973,380,137,53,1,4,6,3,32,0,0,3,0,21,1,0,0,262,14,7,283,0,283,--,380,97,261,282,282,Sumas Asentadas sin cuadrar,1,6dd8a937ea483a7c4eba180c007199de2b16a8d745440e8d7ad8204b3369b029,26/06/2023 05:18:54,ESCANER
19375,"Alta Verapaz",16,"Senahú",8,2973,380,120,33,0,13,5,4,41,0,1,2,1,33,0,1,0,254,32,10,296,0,296,0,380,84,254,296,296,,1,c02257704ce2f03ba6135ce76aed98a60b999353cf7dd7b544ec04505528486c,26/06/2023 05:05:35,ESCANER
19376,"Alta Verapaz",16,"Senahú",8,2973,380,59,69,1,3,4,1,36,0,0,3,1,104,0,0,1,282,18,8,308,0,308,--,380,72,282,308,308,Algún campo sin dato,1,61079c11c70009c53687c67e862316ac130f80c2fb10ab8cbfdb13ea2374b14f,26/06/2023 05:30:14,ESCANER
19377,"Alta Verapaz",16,"Senahú",8,2973,380,54,86,1,4,7,3,69,0,0,3,1,53,0,0,0,281,16,7,--,--,--,--,--,--,281,304,304,Algún campo sin dato,1,6358cf6300cf8e813f9eb8912a07a2f545965dcf0445dade8b4df78674d00e5e,26/06/2023 05:14:00,ESCANER
19378,"Alta Verapaz",16,"Senahú",8,2973,380,77,108,0,3,3,3,77,0,0,0,2,23,1,0,0,297,20,3,320,0,320,--,380,60,297,320,320,Algún campo sin dato,1,d446f317e62f218644d4f7624bee77bd79c47e701904668a1330f9de81a39e9c,26/06/2023 05:38:35,ESCANER
19379,"Alta Verapaz",16,"Senahú",8,2973,380,62,49,0,8,3,5,49,0,0,2,0,43,0,0,0,221,19,5,245,132,377,--,--,--,221,245,377,Algún campo sin dato,1,77eca99fce69b6c771d84f8b75f3b60bf537d43cad4d3f19114b874a72bc93fe,26/06/2023 05:56:07,ESCANER
19380,"Alta Verapaz",16,"Senahú",8,2973,380,70,59,1,3,2,0,52,0,0,0,1,32,0,1,0,221,9,7,237,0,237,--,380,143,221,237,237,Algún campo sin dato,1,d3ae6311b13bdce41637ad6cf20bd6ebbcc31ca93352a26b3e406978e899b5b2,26/06/2023 05:53:15,ESCANER
19381,"Alta Verapaz",16,"Senahú",8,2973,380,62,80,0,3,1,0,52,0,0,0,0,15,0,0,0,213,10,3,226,0,226,0,380,154,213,226,226,,1,db491e631ecf64bd5876197711a79c24073fe69136f0890b9493b2e33f6ad8fb,26/06/2023 05:44:29,ESCANER
19382,"Alta Verapaz",16,"Senahú",8,2973,258,41,38,0,4,1,0,34,0,0,1,0,30,1,0,0,150,3,2,155,0,155,--,258,103,150,155,155,Algún campo sin dato,1,40228c8d19c035b7b394a8dc6cf88d06efd6e0fe53acae06006279c07f7d02dd,26/06/2023 05:39:24,ESCANER
19383,"Alta Verapaz",16,"Senahú",8,2973,257,33,28,0,3,1,0,36,0,1,1,0,36,1,0,0,140,6,4,150,0,--,--,254,104,140,150,150,Algún campo sin dato,1,48b30a61f5675cfbcaf279b8060b25def3707bbf9d801e455ba7c3420af35d2a,26/06/2023 05:55:47,ESCANER
19384,"Alta Verapaz",16,"Senahú",8,2974,380,56,52,0,2,2,28,43,0,0,1,3,28,0,0,0,215,0,3,218,39,257,--,380,123,215,218,257,Algún campo sin dato,1,68f2c4f30b107eea5a03488d9afdeb78dfffc3984709bfc9c65da0acaa4f490b,26/06/2023 04:21:48,ESCANER
19385,"Alta Verapaz",16,"Senahú",8,2974,380,75,47,1,2,3,10,57,0,0,0,2,22,0,0,0,219,17,2,238,142,380,--,380,142,219,238,380,Algún campo sin dato,1,31078b370688abe010a4eaf3ee3f3c0f544e25dc1e3d78bace25ddbbb98f5cbc,26/06/2023 04:22:58,ESCANER
19386,"Alta Verapaz",16,"Senahú",8,2974,380,88,56,0,2,5,11,54,0,0,0,5,21,0,0,0,242,22,11,275,0,275,--,380,105,242,275,275,Algún campo sin dato,1,533dff55daa6e146ead47b2054f5d54f1cbd8392de582f7045c66da089b53bde,26/06/2023 03:20:12,ESCANER
19387,"Alta Verapaz",16,"Senahú",8,2974,380,75,61,1,1,2,10,68,0,0,0,0,17,0,0,0,235,33,5,273,0,273,--,380,107,235,273,273,Algún campo sin dato,1,a7c17c9e7d595be483b7bff9c24a3e8d2957c251bc64d01b4a30dd75876f0198,26/06/2023 03:24:37,ESCANER
19388,"Alta Verapaz",16,"Senahú",8,2974,380,67,40,1,1,2,6,72,0,0,0,3,23,0,0,2,218,25,2,245,0,245,1,380,135,217,244,244,Sumas Asentadas sin cuadrar,1,638e2ec70852769fcde9c17c1994e2a5518641539cd6ebf15c02b4a3ab4a72f6,26/06/2023 03:43:01,ESCANER
19389,"Alta Verapaz",16,"Senahú",8,2974,380,75,47,0,1,4,8,50,0,0,0,1,13,0,0,0,199,16,7,222,158,380,--,380,158,199,222,380,Algún campo sin dato,1,5db3981c66947e414424086f3a212ef11456272fede1c21ad3f4c67832447bfb,26/06/2023 03:44:00,ESCANER
19390,"Alta Verapaz",16,"Senahú",8,2974,380,87,37,0,1,3,7,64,0,0,0,2,15,0,0,0,216,35,9,260,116,376,--,376,116,216,260,376,Algún campo sin dato,1,1f183dc3900ea4f379c0a76f8ea12ea7b6f373068bfb15c6d94c5ff244972ba1,26/06/2023 03:47:42,ESCANER
19391,"Alta Verapaz",16,"Senahú",8,2974,380,55,43,0,1,1,8,64,0,0,0,6,9,0,1,1,190,21,4,215,165,380,1,380,165,189,214,379,Sumas Asentadas sin cuadrar,1,69534ce437ecfb5d6dcc2953e2d25382526487afb5ced6f9324b80ff59c6cb26,26/06/2023 04:07:42,ESCANER
19392,"Alta Verapaz",16,"Senahú",8,2974,324,36,45,0,1,0,13,51,0,0,0,1,26,0,0,0,173,7,2,182,0,182,--,324,142,173,182,182,Algún campo sin dato,1,9585ddecb19ba9111c9f7213349eeb9ff3ed078ba14ca969896f11c5856e3a32,26/06/2023 04:15:00,ESCANER
19393,"Alta Verapaz",16,"Senahú",8,2974,323,30,33,0,1,3,12,38,0,0,0,2,19,0,0,0,138,17,6,161,0,161,--,320,159,138,161,161,Algún campo sin dato,1,09dd66b03e1fd279dba6bd7739263167afa5b2813e2f75584a7ac0967735db89,26/06/2023 04:16:27,ESCANER
19394,"Alta Verapaz",16,"Senahú",8,2975,380,61,11,1,24,14,3,58,0,3,2,3,51,3,0,1,235,26,17,278,0,278,0,380,102,235,278,278,,1,96af2c5bc2aca1d8baf65c0f7f11aa62d51aa42fcd2c71c09ad05aa791bf67a4,26/06/2023 06:02:39,ESCANER
19395,"Alta Verapaz",16,"Senahú",8,2975,380,60,21,0,28,9,3,65,0,1,3,1,69,2,1,0,263,21,1,285,0,285,--,380,95,263,285,285,Algún campo sin dato,1,2d04ba3036c13ddacf0fd59572b1cff2fe168abb5907957d8eb0e2f06701d785,26/06/2023 06:00:29,ESCANER
19396,"Alta Verapaz",16,"Senahú",8,2975,380,62,16,1,32,10,1,67,0,0,3,4,77,3,0,1,277,31,4,312,0,312,--,380,68,277,312,312,Algún campo sin dato,1,533f7adde642b310c18b06a2f18e8c8e68f46bdd8d5044dccf76db53fc115bf3,26/06/2023 05:54:14,ESCANER
19397,"Alta Verapaz",16,"Senahú",8,2975,380,53,22,0,15,7,0,82,0,0,0,3,74,5,0,1,262,19,3,284,0,284,--,377,93,262,284,284,Algún campo sin dato,1,f7d40191aa58bc9afcbf91cdb55ea1a79b12385019d060ebdec762e5fd4426a5,26/06/2023 05:51:13,ESCANER
19398,"Alta Verapaz",16,"Senahú",8,2976,380,43,10,1,20,10,0,70,0,0,3,3,61,0,0,0,221,19,3,243,0,243,--,--,--,221,243,243,Algún campo sin dato,1,e1ea78eb8011e0d98f4db57fc7a448f9409f743805102baa35e7738a3f22b551,26/06/2023 06:43:07,ESCANER
19399,"Alta Verapaz",16,"Senahú",8,2976,380,58,20,0,17,8,1,52,0,0,0,4,51,1,0,0,212,13,6,231,0,231,--,377,146,212,231,231,Algún campo sin dato,1,e662792f08c5ab8f61221dd0efd26bf80cca0662a94ba86bd3e9b06bbf26ef58,26/06/2023 06:46:45,ESCANER
19400,"Alta Verapaz",16,"Senahú",8,2976,288,40,17,0,10,3,0,47,0,0,0,2,30,3,0,0,152,6,3,162,0,162,1,285,123,152,161,161,Sumas Asentadas sin cuadrar,1,2bf04a1e73e19bef7cb4b55f2ba50f90202cbad1d564bdae1bef81c13bdc1070,26/06/2023 06:34:45,ESCANER
19401,"Alta Verapaz",16,"Senahú",8,2976,288,45,10,1,13,7,1,55,0,0,0,2,22,0,0,0,156,3,2,161,--,--,--,285,124,156,161,161,Algún campo sin dato,1,b22992500984ffc89396358bc474df9027954e1522b63972dfa7276a2cc19c11,26/06/2023 06:39:09,ESCANER
19402,"Alta Verapaz",16,"Senahú",8,2977,380,78,65,2,17,10,3,53,0,0,2,2,27,2,0,2,263,20,5,288,0,288,--,380,92,263,288,288,Algún campo sin dato,1,eb6d2e195500789e698c2444086e48d99920ce741a61cdd96d8457a976cde968,26/06/2023 05:54:26,ESCANER
19403,"Alta Verapaz",16,"Senahú",8,2977,380,84,87,0,16,4,3,60,0,0,3,5,30,0,0,0,292,7,4,303,10,313,--,380,67,292,303,313,Algún campo sin dato,1,811a661acfa12ceed75ca60ca2b982880a9a4973f28ec7a97e9dc7c214cd045c,26/06/2023 05:57:52,ESCANER
19404,"Alta Verapaz",16,"Senahú",8,2977,380,78,72,1,8,4,4,62,0,0,3,8,40,0,0,0,280,19,4,303,0,303,1,380,76,280,303,303,,1,0e030611013f3313939820a275edde3af3d7e1dd6942322be3a31e696b238682,26/06/2023 05:25:11,ESCANER
19405,"Alta Verapaz",16,"Senahú",8,2977,380,92,58,0,12,3,1,88,0,0,0,5,25,0,0,1,285,6,6,297,0,297,--,379,82,285,297,297,Algún campo sin dato,1,afb9a2460970215f61ce28fa35b10b88609bb27f90d8375e7cf10c271b0a5746,26/06/2023 05:25:54,ESCANER
19406,"Alta Verapaz",16,"Senahú",8,2977,380,105,59,1,9,7,3,87,0,0,1,3,15,0,0,0,290,1,1,292,7,299,--,380,81,290,292,299,Algún campo sin dato,1,da3dd3a11d27c40e1459f1a2d2976dd40fa41d60f3742d64d2e82cd992263904,26/06/2023 05:51:35,ESCANER
19407,"Alta Verapaz",16,"Senahú",8,2978,380,61,56,1,15,6,3,75,0,1,0,4,16,1,0,0,239,8,1,248,0,248,0,380,132,239,248,248,,1,5c7ca20636047b4c2b0e5fc666d1f5d18594ad82a7dde1ac4254bb3af95dcdef,26/06/2023 05:25:03,ESCANER
19408,"Alta Verapaz",16,"Senahú",8,2978,380,58,69,1,10,7,1,77,0,0,1,3,12,0,0,0,239,8,1,248,0,248,--,380,132,239,248,248,Algún campo sin dato,1,9368ca9fcfef487d1af81573f18aaf629d4f7e61f77199a05ee05d78aa0a2e0f,26/06/2023 05:38:36,ESCANER
19409,"Alta Verapaz",16,"Senahú",8,2978,380,54,71,0,5,7,2,75,0,0,0,3,10,0,0,0,227,5,5,237,0,237,--,377,140,227,237,237,Algún campo sin dato,1,72c9129cbe3b4f450a0671073af245b09b495c99dc502728a0730bf865a7a96b,26/06/2023 05:14:36,ESCANER
19410,"Alta Verapaz",16,"Senahú",8,2978,249,63,27,0,4,2,0,42,0,0,0,1,5,0,0,0,144,6,2,152,0,152,--,249,97,144,152,152,Algún campo sin dato,1,6e4f8f305c8a9ef900928ff2132c61fa614c48e1b725558af890a1fd0a1b38ec,26/06/2023 05:21:57,ESCANER
19411,"Alta Verapaz",16,"Senahú",8,2978,248,47,34,0,5,1,2,57,0,0,0,2,6,0,0,0,154,1,2,157,0,157,--,248,91,154,157,157,Algún campo sin dato,1,c9a0c10055fcedfafe923ccf0f14f93e0301ad61a557d495e2b2117f6373aab2,26/06/2023 05:30:57,ESCANER
19412,"Alta Verapaz",16,"Senahú",8,2979,380,63,15,3,14,4,13,53,0,0,2,1,42,1,0,1,212,25,6,243,0,243,--,380,137,212,243,243,Algún campo sin dato,1,e99b44098e3e9ad70d9b4987cc65207de857a4981e1abc70a2388c63637e7e08,26/06/2023 03:29:33,ESCANER
19413,"Alta Verapaz",16,"Senahú",8,2979,380,91,32,1,11,5,4,55,0,0,1,0,32,0,0,0,232,5,4,241,18,259,--,380,121,232,241,259,Algún campo sin dato,1,c552b39b5a6f705a7a69101ae4cda4b56cd28bd9cb674984e43255309ae99802,26/06/2023 03:32:48,ESCANER
19414,"Alta Verapaz",16,"Senahú",8,2979,380,93,42,1,9,4,2,65,0,1,1,2,23,5,0,1,249,14,9,272,0,272,--,380,108,249,272,272,Algún campo sin dato,1,6c64706698a1c900bc17ea43fa3934ce6538060ca10997295b612a12e356a59c,26/06/2023 03:40:47,ESCANER
19415,"Alta Verapaz",16,"Senahú",8,2980,380,82,38,2,12,7,7,53,0,1,1,0,29,1,0,0,233,20,6,259,0,259,--,380,121,233,259,259,Algún campo sin dato,1,315bf20caddde928369b722ea59297bde32c5b636bdc1f5b4a16a7e934b2c5ed,26/06/2023 03:31:30,ESCANER
19416,"Alta Verapaz",16,"Senahú",8,2980,380,93,29,0,15,8,4,60,0,1,0,0,26,1,0,0,237,19,4,260,0,260,--,380,120,237,260,260,Algún campo sin dato,1,0ae8c4341c9155742a3a478b035a1c8dbc9cadaee22fb5a9af0f0495ea2214b0,26/06/2023 03:35:42,ESCANER
19417,"Alta Verapaz",16,"Senahú",8,2981,380,72,29,2,13,2,1,72,0,2,0,2,22,0,2,0,219,14,3,236,0,236,--,380,144,219,236,236,Algún campo sin dato,1,58bbd5eb467aef4cc2c1ef6b6ee882c117f26f7bbd620005bfe60555d43be6a7,26/06/2023 03:42:46,ESCANER
19418,"Alta Verapaz",16,"Senahú",8,2981,214,32,12,1,5,2,3,36,0,0,2,1,13,0,0,0,107,4,0,111,0,111,--,214,103,107,111,111,Algún campo sin dato,1,039be93e8931fc9fec2ec56d816d029ccd14b26e74eda5ff0e342524f57e596d,26/06/2023 03:50:53,ESCANER
19419,"Alta Verapaz",16,"Senahú",8,2981,214,36,6,1,11,2,4,28,0,0,0,1,12,0,1,0,102,5,0,107,0,107,--,214,107,102,107,107,Algún campo sin dato,1,b6bc475a006219db38427e0305513acbbc2ea36f641b4367f114dbe194acbf7c,26/06/2023 03:37:30,ESCANER
19420,"Alta Verapaz",16,"Senahú",8,2982,380,77,33,0,15,11,4,56,0,0,1,3,69,2,0,0,271,19,5,295,0,295,--,380,85,271,295,295,Algún campo sin dato,1,3cc8f781332ee9b50c322769192f7e8050d5fec824258fa8386adf8cb8d87c2c,26/06/2023 03:21:56,ESCANER
19421,"Alta Verapaz",16,"Senahú",8,2982,380,59,78,0,13,7,3,118,0,5,1,1,29,0,2,0,316,18,2,41,0,377,--,377,41,316,336,336,Sumas Asentadas sin cuadrar,1,b0b2c4d0addc35dd95062b55009e4ce4a97145425b1bc1dfcd79953d19de4f61,26/06/2023 03:23:20,ESCANER
19422,"Alta Verapaz",16,"Senahú",8,2982,359,63,51,0,22,11,2,51,0,2,1,2,38,0,0,0,243,9,3,255,0,255,--,356,101,243,255,255,Algún campo sin dato,1,02a30242c6f7b71f54dfa36322b2944d991f2c6fecf37f17c66f11a3b360a04d,26/06/2023 03:14:33,ESCANER
19423,"Alta Verapaz",16,"Senahú",8,2982,359,49,54,0,6,4,0,95,0,1,0,1,27,0,0,0,238,8,1,247,0,247,--,357,110,237,246,246,Sumas Asentadas sin cuadrar,1,47143257fc6203eaf97c09617a5b568ae49748762bd498b2b759953dc6f0d62f,26/06/2023 03:19:59,ESCANER
19424,"Alta Verapaz",16,"Senahú",8,2983,380,71,6,0,10,4,3,114,0,0,2,1,13,0,0,0,224,39,7,270,0,270,--,380,110,224,270,270,Algún campo sin dato,1,913b8b72e48e16b08b5b019a968ba5f9198f401cbcbf3756f849cc87038aa754,26/06/2023 04:18:35,ESCANER
19425,"Alta Verapaz",16,"Senahú",8,2983,380,58,10,0,7,5,0,127,0,1,0,7,14,1,0,0,230,47,4,0,0,281,--,380,99,230,281,281,Algún campo sin dato,1,002cad7d9fa20ddc39f19a26234f0462b93f1c2ca8799e67509ea91baa8b5735,26/06/2023 04:33:51,ESCANER
19426,"Alta Verapaz",16,"Senahú",8,2983,380,91,15,0,5,5,4,98,0,1,0,12,19,1,0,0,251,29,6,286,--,--,--,380,94,251,286,286,Algún campo sin dato,1,b8e7ad932e2a20ee8ac389992b122a35fff3bc1aa8a72387595c227fa9c7b385,26/06/2023 04:21:16,ESCANER
19427,"Alta Verapaz",16,"Senahú",8,2983,380,68,14,0,2,5,1,112,0,0,0,5,23,1,0,0,231,13,2,246,0,246,--,380,134,231,246,246,Algún campo sin dato,1,1103d6e23befb4a736525e4ab5ae658cec1a55fe4c745170cca33375131de3d9,26/06/2023 04:23:30,ESCANER
19428,"Alta Verapaz",16,"Senahú",8,2983,380,47,9,0,8,3,2,114,0,0,2,1,17,1,0,0,204,21,3,228,0,228,--,377,149,204,228,228,Algún campo sin dato,1,8803c89c6474d4675fba4063c8b4fa1a22881903486449b21c51015ab57a8c0e,26/06/2023 05:48:05,ESCANER
19429,"Alta Verapaz",16,"Senahú",8,2983,339,46,14,0,4,2,4,115,0,0,0,4,7,2,0,0,198,8,1,207,0,207,--,339,132,198,207,207,Algún campo sin dato,1,a471cdaf0472bd41f34847df02e4310aa99e00ee93953ecea2885a27f69349f8,26/06/2023 04:36:15,ESCANER
19430,"Alta Verapaz",16,"Senahú",8,2983,339,59,7,0,4,3,0,90,0,0,0,4,10,1,0,0,178,16,3,197,0,197,--,336,139,178,197,197,Algún campo sin dato,1,abf3fada414e0209699890b0bab439ccf3feb2713e2ffc9b8fb501fb05a42b17,26/06/2023 04:35:03,ESCANER
19431,"Alta Verapaz",16,"Senahú",8,2984,490,25,13,0,8,7,1,16,0,0,0,1,6,1,0,0,78,10,1,89,0,89,--,490,401,78,89,89,Algún campo sin dato,1,c1e22261d8e137793e1041933d8372975ebaf323c97907bc8cbeb714c5699245,26/06/2023 02:17:47,MOVIL
