TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
303,303,100.0000,299,98.6798,4,118863,69977,58.8719

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,VALOR UNIONISTA,VICTORIA,VAMOS,UR,PHG,MLP,PODEMOS,MI FAMILIA,PPN,CREO,URNG-MAIZ WINAQ,CABAL,UNE,BIEN,ELEFANTE,SBX,AZUL,PX,FCN-NACION,PR,VIVA,SEMILLA,CAMBIO,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
10535,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,7,26,8,4,2,58,7,0,11,0,11,5,11,13,4,2,27,8,19,3,0,3,12,1,1,243,14,2,259,0,259,--,400,138,243,259,259,Algún campo sin dato,1,351b2eb5706f67a7da095dd6312101840660accde607c85d425ac4a18276c2b4,26/06/2023 04:20:45,ESCANER
10536,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,7,29,9,14,0,69,7,0,7,5,3,6,7,13,3,1,32,3,10,1,2,3,8,1,6,246,12,1,259,0,259,--,400,141,246,259,259,Algún campo sin dato,1,61e887f9961303f7cb6d123eba00ffe57444e92b4aaec522c4bc8fc080568071,26/06/2023 04:19:28,ESCANER
10537,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,10,23,8,14,1,77,9,0,7,1,10,6,5,16,5,5,23,2,16,2,3,3,8,0,6,257,12,3,400,0,272,--,400,128,260,275,275,Sumas Asentadas sin cuadrar,1,99c94b801dff11b55b497dc162fe5bd1c112f63d0cf815d24695768bdec54c17,26/06/2023 04:24:37,ESCANER
10538,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,0,19,2,15,1,79,5,0,5,4,18,4,7,12,4,3,28,3,11,0,2,5,13,0,3,247,16,12,275,0,275,--,--,--,243,271,271,Sumas Asentadas sin cuadrar,1,bf9aac61a9be68767c3b49fd4389ae4771792ffa4cfd77657d941b0e687be97c,26/06/2023 03:59:59,ESCANER
10539,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,7,18,6,15,2,75,5,1,11,7,10,5,5,9,1,4,22,9,13,1,1,6,7,2,3,245,15,3,263,0,263,--,400,137,245,263,263,Algún campo sin dato,1,f8a5909aca31cc7e54c5a1808eac9717a212f11e0e8831b25ce0d06f1a0031a1,26/06/2023 04:21:20,ESCANER
10540,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,9,32,6,13,2,59,5,1,9,3,9,5,9,18,2,2,37,5,9,2,0,3,8,4,3,255,12,4,271,0,271,--,399,128,255,271,271,Algún campo sin dato,1,ae53c340e05f8637af6f07392f3ec0a0015747e773958a5f44d121feaf25f764,26/06/2023 04:10:35,ESCANER
10541,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,8,27,6,12,1,55,7,1,11,4,8,9,7,15,2,3,24,2,19,1,3,5,7,4,3,244,13,7,264,0,264,--,400,136,244,264,264,Algún campo sin dato,1,ef1f0345fdefbbc25462fc61ca9295e00c86c368b8e704e3efd55a3f924d903e,26/06/2023 04:08:02,ESCANER
10542,"Quetzaltenango",9,"Quetzaltenango",1,1393,400,4,40,4,10,0,71,4,0,2,5,9,3,4,11,4,1,32,0,11,3,4,5,5,3,8,243,11,2,256,0,256,--,400,144,243,256,256,Algún campo sin dato,1,a6200921be1657bd2e5db4187b65e65f0689c21d805c090b1a132c566a96ffe7,26/06/2023 04:26:25,ESCANER
10543,"Quetzaltenango",9,"Quetzaltenango",1,1394,400,8,22,3,12,1,43,8,2,8,1,9,2,11,4,4,4,38,3,9,1,0,4,7,2,3,220,5,2,225,0,225,--,400,175,209,216,216,Sumas Asentadas sin cuadrar,1,b8d844667299e8cf4c4b36b491a9d0ece25fee16e51f9108705c5adf727454e1,26/06/2023 03:13:35,ESCANER
10544,"Quetzaltenango",9,"Quetzaltenango",1,1394,400,4,31,2,10,4,59,4,0,8,6,9,3,5,8,2,1,33,2,12,0,2,3,10,1,2,221,9,3,233,3,236,1,400,237,221,233,236,,1,7e445a02cae177656673e8748130e9c02017c567827396668b21d4e37abed514,26/06/2023 04:48:27,ESCANER
10545,"Quetzaltenango",9,"Quetzaltenango",1,1394,400,3,28,5,11,2,58,5,1,17,7,7,0,4,11,6,3,29,3,10,2,1,5,14,3,3,238,4,2,244,0,244,--,400,156,238,244,244,Algún campo sin dato,1,b3ced565e3bfae5ce3fff8c888f341f8bb5a76a3a26e9a1c78657837691953ed,26/06/2023 03:33:07,ESCANER
10546,"Quetzaltenango",9,"Quetzaltenango",1,1394,400,7,27,3,10,2,71,9,3,9,0,4,3,2,4,1,8,39,6,11,3,1,6,11,2,4,246,11,0,257,0,246,--,400,143,246,257,257,Sumas Asentadas sin cuadrar,1,98902e5fca026146c5946470a4f7c62f6a47c445cfb5ac1a11a2fd9edc51e636,26/06/2023 03:47:54,ESCANER
10547,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,8,18,10,15,1,73,9,2,11,1,4,3,5,16,2,1,27,4,10,4,1,3,14,6,5,253,15,2,270,0,270,--,400,130,253,270,270,Algún campo sin dato,1,339ec99482a97a240d852d0cb0720c13608d8f4d57d56c50d19111e90d729d8e,26/06/2023 04:27:39,ESCANER
10548,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,6,28,7,12,1,70,11,0,8,1,8,1,7,9,5,2,27,3,16,3,4,2,4,0,9,244,13,0,257,0,257,--,400,143,244,257,257,Algún campo sin dato,1,d5d9fd4a77a4631f0222122fe86c7233ff168e49b9781449ec55ee7a739c1b38,26/06/2023 02:49:51,ESCANER
10549,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,10,20,6,16,1,79,6,0,8,6,10,4,2,16,5,1,31,2,11,1,1,5,7,6,0,254,16,0,270,0,270,--,399,129,254,270,270,Algún campo sin dato,1,3665e04976f7424d8524e1c8a87e410ba6c47b1e493747d06c6ff64b0fbf6862,26/06/2023 04:26:49,ESCANER
10550,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,7,27,3,8,2,58,3,1,6,2,11,0,4,12,2,5,38,3,19,2,2,4,10,2,2,233,9,3,245,--,245,--,399,154,233,245,245,Algún campo sin dato,1,f0a07adcf1d1373aa98f9d5d3e968c60045a2d01c08fc16035433bf0a266b44c,26/06/2023 03:23:42,ESCANER
10551,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,5,32,7,14,1,61,1,1,12,3,12,1,3,13,6,3,24,5,7,1,0,2,9,4,4,231,6,2,239,0,239,--,400,161,231,239,239,Algún campo sin dato,1,0058e883dffa7bc6ebdd5505877bde2735a874bdadb3e958be25fec144cf3775,26/06/2023 03:48:16,ESCANER
10552,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,7,18,7,8,2,66,6,1,10,3,5,3,3,7,5,3,29,4,17,7,1,3,8,4,4,231,6,1,238,0,238,--,400,162,231,238,238,Algún campo sin dato,1,3e2a146c3416d730ced054e51e1c505d5cf5a1ac9643832d1f44b65a6b4aacb0,26/06/2023 04:35:25,ESCANER
10553,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,6,27,2,13,0,56,7,0,6,2,5,4,9,7,0,0,65,3,23,0,1,2,15,1,8,262,11,2,275,0,275,--,400,125,262,275,275,Algún campo sin dato,1,37ea22a45c7b553c5fad74e9f1a1348245908eb19eb7b4f27d04bad3341b9afd,26/06/2023 04:47:12,ESCANER
10554,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,13,15,3,9,0,46,6,0,9,4,5,3,4,5,4,2,48,4,10,0,1,2,19,1,8,221,6,0,227,173,400,--,400,173,221,227,400,Algún campo sin dato,1,d4ac92760d8dc22112f6117b1d75e5954b2b312a1635452a1110ca46d8f07a32,26/06/2023 05:06:41,ESCANER
10555,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,1,22,7,15,1,48,8,1,6,3,8,2,4,8,1,3,45,1,15,0,0,4,21,1,7,232,4,0,236,0,236,--,400,164,232,236,236,Algún campo sin dato,1,8df679492586612d38b7e09018930bce3958dc534d86d88dab2d0cd82f9fc5aa,26/06/2023 03:30:13,ESCANER
10556,"Quetzaltenango",9,"Quetzaltenango",1,1395,400,9,19,3,6,2,55,10,1,4,0,3,4,0,5,4,1,46,5,12,0,3,2,15,2,7,218,7,0,225,0,225,--,400,175,218,225,225,Algún campo sin dato,1,9beb700222064f8eb33825749844e4c5c51e7cb43cb0b2c59b7160ec13851eab,26/06/2023 03:34:51,ESCANER
10557,"Quetzaltenango",9,"Quetzaltenango",1,1395,261,3,13,1,7,1,37,3,0,5,5,3,0,2,3,3,0,31,5,4,2,1,2,13,1,3,148,8,0,156,0,261,--,261,105,148,156,156,Sumas Asentadas sin cuadrar,1,3163f2491639821a19659a18ad7226a316abbda895974e5d37f1ddb4e0a32ad9,26/06/2023 04:57:08,ESCANER
10558,"Quetzaltenango",9,"Quetzaltenango",1,1395,261,1,12,0,5,0,28,1,1,1,1,5,6,2,2,1,3,24,2,7,1,0,2,9,1,2,107,13,0,120,0,120,--,261,141,117,130,130,Sumas Asentadas sin cuadrar,1,322c889bfecb14f319cfe8086feda11aec6013fec86faf737f9e3e2032b68414,26/06/2023 03:14:54,ESCANER
10559,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,7,27,7,20,3,59,8,1,4,5,6,1,9,6,1,0,35,2,18,7,3,7,7,5,8,244,9,0,253,0,253,--,400,147,256,265,265,Sumas Asentadas sin cuadrar,1,0629df59cc752ae22bac6b76be88d82620b136382d278a3b070cf46a1dc50dab,26/06/2023 02:31:17,MOVIL
10560,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,4,29,6,10,5,77,10,0,7,7,4,2,3,8,3,4,29,3,4,6,1,2,7,2,6,239,17,2,258,0,258,--,400,142,239,258,258,Algún campo sin dato,1,a3624e8e58ac627da86e8407f81ed7270d6849cfe9a009bc9674b42b484344a8,26/06/2023 03:08:44,MOVIL
10561,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,6,37,4,10,3,69,5,1,7,8,9,3,7,12,2,3,28,3,8,1,3,7,10,0,4,250,12,1,263,0,263,--,400,137,250,263,263,Algún campo sin dato,1,ad3fe04c2f4e73fef39bd50fdcb850bbcfc385f1b4db5f4123b73cc286392ffb,26/06/2023 03:39:23,ESCANER
10562,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,5,26,5,10,2,59,5,0,8,9,7,5,9,13,5,0,38,3,10,2,2,1,18,1,2,--,--,--,--,--,--,--,400,132,245,245,245,Algún campo sin dato,1,efe751c18030c54944af8849a45929fbd48e9e1034202d5ebb9212777436fdc3,26/06/2023 03:46:39,ESCANER
10563,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,4,37,4,10,1,50,8,0,5,2,12,2,7,9,7,2,30,2,13,2,0,3,7,2,14,233,11,2,246,0,246,--,400,154,233,246,246,Algún campo sin dato,1,dd40c1aa265d290360ef08347e800863e2d07232cf8416a1054c3a7bcc69b1c8,26/06/2023 03:49:49,ESCANER
10564,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,4,28,8,12,0,74,5,0,6,7,2,6,3,5,3,2,33,4,7,2,0,3,12,4,7,237,11,1,249,--,0,--,411,249,237,249,249,Algún campo sin dato,1,f8e5c362b6c2facd0981e0e46ce3d0a65e355402ca2f9e6fcc7cb1e34cdea231,26/06/2023 03:55:45,ESCANER
10565,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,2,19,4,9,1,63,5,0,9,4,4,4,6,6,4,1,40,1,7,0,5,3,13,3,4,217,9,4,230,0,230,--,400,170,217,230,230,Algún campo sin dato,1,284e7cdb5a8bd00f513346636de90b84abf99dd1e1389daff1f10368f60482c4,26/06/2023 04:02:02,ESCANER
10566,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,5,31,7,8,1,64,8,2,3,7,7,2,7,15,0,2,28,1,4,1,3,5,11,2,5,229,11,0,240,0,240,--,--,--,229,240,240,Algún campo sin dato,1,5bb7702949c5db3c5d3fcd4447b976672dbcdc1e3bc4db553ed5b0c4466d78e8,26/06/2023 05:45:38,ESCANER
10567,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,2,29,2,10,1,0,4,1,10,5,6,2,2,13,1,0,49,3,10,3,4,3,7,3,5,246,10,2,258,0,258,--,400,142,175,187,187,Sumas Asentadas sin cuadrar,1,6ecba4aadd6d356f9023fcd7773923d508fbeccb7fac994676145e64a853965b,26/06/2023 04:11:40,ESCANER
10568,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,9,30,4,10,0,71,0,0,9,6,4,0,5,5,2,0,44,1,19,5,1,4,12,2,5,259,0,4,263,0,263,--,400,137,248,252,252,Sumas Asentadas sin cuadrar,1,d0d973a76d7573c83de9ce8bd13c0d2f81478de1661d7f9be5e3f2b6286ca350,26/06/2023 04:17:08,ESCANER
10569,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,6,18,3,11,0,76,5,2,4,3,5,3,9,0,2,3,40,5,10,5,0,2,11,1,7,242,10,1,253,0,253,1,400,147,231,242,242,Sumas Asentadas sin cuadrar,1,e88d7e1fa092bd475358fe27563f215ca4f1382277cab714598fd24385d97ad8,26/06/2023 04:18:53,ESCANER
10570,"Quetzaltenango",9,"Quetzaltenango",1,1396,400,0,25,4,10,2,70,8,0,6,12,9,1,1,15,5,2,31,4,9,4,1,6,12,4,7,248,9,1,258,0,258,--,400,142,248,258,258,Algún campo sin dato,1,c9c5b92cd46cef180e9c547cac75f21e7ebce69aeabd4d7a539bb879262f12eb,26/06/2023 04:27:07,ESCANER
10571,"Quetzaltenango",9,"Quetzaltenango",1,1397,400,5,22,2,7,1,64,5,0,3,2,6,2,4,8,2,2,40,1,6,1,1,4,10,1,17,216,11,3,230,0,230,--,400,170,216,230,230,Algún campo sin dato,1,203bd66cbe03ebacb16b3d78f229067f0fa31a08c19ebb89fdc2f62d834ae2aa,26/06/2023 03:01:11,ESCANER
10572,"Quetzaltenango",9,"Quetzaltenango",1,1397,400,6,27,0,13,0,55,3,0,4,3,9,2,5,2,1,2,30,1,12,2,2,3,8,1,3,194,9,0,203,0,203,--,400,197,194,203,203,Algún campo sin dato,1,0d13aabe309a056edde544e6a70c34062833d21d10e6c2195e5887a55022259d,26/06/2023 02:26:24,MOVIL
10573,"Quetzaltenango",9,"Quetzaltenango",1,1397,400,3,35,2,10,1,44,4,0,3,3,7,3,3,5,4,1,67,0,3,1,0,3,16,3,3,224,2,0,226,0,226,--,400,174,224,226,226,Algún campo sin dato,1,404c666d6b46424d1ab9c878f3bc04e34c57fe519024c69ff39490cd276ae337,26/06/2023 03:08:54,ESCANER
10574,"Quetzaltenango",9,"Quetzaltenango",1,1397,400,10,22,2,11,3,43,7,0,13,1,4,1,3,6,1,2,47,0,5,0,0,0,17,0,4,202,2,0,204,0,204,--,400,196,202,204,204,Algún campo sin dato,1,f2bf0319870fbd445ac2c6d7d0022c918968709fcb031850c0b6055a7a70f881,26/06/2023 03:11:41,ESCANER
10575,"Quetzaltenango",9,"Quetzaltenango",1,1397,287,5,10,0,6,0,39,6,1,0,4,1,1,1,3,2,0,44,0,4,2,2,0,15,1,2,149,4,0,153,0,153,--,286,133,149,153,153,Algún campo sin dato,1,afb5db73eca3daa4e5630ffb348b4f01ec81287e906cc0750c5edfbc78a31474,26/06/2023 03:21:41,ESCANER
10576,"Quetzaltenango",9,"Quetzaltenango",1,1397,287,0,15,1,8,1,25,4,1,2,2,3,1,3,1,0,2,26,2,12,2,0,0,9,0,0,120,2,0,122,0,122,--,287,165,120,122,122,Algún campo sin dato,1,583dacd6409678c5e326b4c195fd4d138a360c4480b7d67f5b6c9ad5e244fd37,26/06/2023 03:23:15,ESCANER
10577,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,8,26,5,13,3,81,16,0,8,5,5,3,6,9,5,2,37,1,12,2,2,3,9,2,6,269,20,0,289,0,289,--,400,111,269,289,289,Algún campo sin dato,1,725004e28e21836bc6867956691b6e598fb7fdd8d5becbca8690da276f74dfec,26/06/2023 02:35:50,ESCANER
10578,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,8,28,3,20,0,64,7,0,7,4,14,2,7,13,7,5,37,0,12,1,1,4,22,6,6,278,9,0,287,0,287,--,400,113,278,287,287,Algún campo sin dato,1,58dbe7939e334d592b5e0000458382cbad4a6c797c2fc9d0da158d3ffe16e28e,26/06/2023 01:40:09,ESCANER
10579,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,6,22,2,16,1,76,5,0,11,5,10,3,4,18,8,0,39,5,7,4,2,5,12,1,9,271,21,7,299,101,400,--,400,101,271,299,400,Algún campo sin dato,1,1bc10fad0b1cdd40c93061c9f1ea13afa1216b4c09cc740458890855b1f353da,26/06/2023 02:53:25,ESCANER
10580,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,8,17,3,17,1,74,12,0,9,3,18,3,3,15,5,4,33,0,11,2,1,1,16,2,5,262,13,2,277,0,277,--,--,--,263,278,278,Sumas Asentadas sin cuadrar,1,4538c9a89cc7d6c8e50acd5b291ca100445a9f5adcb01f6ba3b0a43d52169fbb,26/06/2023 02:59:25,ESCANER
10581,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,5,26,6,18,0,60,11,0,6,2,10,2,3,11,5,3,58,2,14,1,2,4,16,6,7,278,17,0,295,0,295,--,400,105,278,295,295,Algún campo sin dato,1,20b60bd3c3365242b9bb5700bd672e15fa9e8c9659c6220b637e6bca31af3349,26/06/2023 03:20:26,ESCANER
10582,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,9,22,6,13,1,65,5,0,8,2,6,3,0,12,0,0,64,2,10,5,2,4,12,1,5,257,11,0,268,0,268,--,400,132,257,268,268,Algún campo sin dato,1,f46af79fadeb4f364007d73ee58b477c05617d2def15baa89971c95d6a8eb06f,26/06/2023 01:57:02,ESCANER
10583,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,6,20,4,18,2,72,6,0,13,1,5,3,7,9,3,1,50,3,9,5,4,3,11,5,7,267,15,1,283,0,283,--,400,117,267,283,283,Algún campo sin dato,1,913260024d0ed1a46d7ff5fa9f7bc73db38c2752d09dc306e26b097bc28f6787,26/06/2023 02:20:02,ESCANER
10584,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,11,26,4,8,3,65,11,0,6,5,8,3,5,10,2,4,46,6,9,4,3,0,14,2,5,260,15,1,276,0,276,--,400,124,260,276,276,Algún campo sin dato,1,46ccd1d56924e6ecb34432ff1428b5d1f41c3aa9efac8abd9ffe9e5ce97a5a61,26/06/2023 03:13:14,ESCANER
10585,"Quetzaltenango",9,"Quetzaltenango",1,1398,400,6,28,3,22,2,69,9,2,8,3,10,6,5,12,4,1,32,2,11,2,1,2,15,5,7,267,20,4,291,0,291,--,400,109,267,291,291,Algún campo sin dato,1,db7553f36a27832ac4029dbfb5bb5d1a5839c811a8bc5a3458876e6f0ceee0f1,26/06/2023 03:08:49,ESCANER
10586,"Quetzaltenango",9,"Quetzaltenango",1,1399,400,5,27,2,19,0,64,10,1,6,4,19,1,3,15,3,3,43,0,13,3,2,2,10,1,10,280,11,3,280,0,280,--,400,240,266,280,280,Sumas Asentadas sin cuadrar,1,7fd76e388b28099e831cef8fa757ccba26dd83ae280dadbdc050d9c0459f4a98,26/06/2023 01:53:33,ESCANER
10587,"Quetzaltenango",9,"Quetzaltenango",1,1399,400,4,19,7,23,3,79,6,0,7,8,10,5,5,12,3,0,53,1,10,1,0,4,8,2,1,71,9,0,280,0,280,--,400,120,271,280,280,Sumas Asentadas sin cuadrar,1,a0c6d82cf8f0d5dc2e4302af484ee9a1f6400f62523aca4c64956ab7061799b7,26/06/2023 05:14:56,ESCANER
10588,"Quetzaltenango",9,"Quetzaltenango",1,1399,400,6,30,3,4,0,74,7,0,4,4,11,1,5,9,7,2,41,3,14,4,3,8,8,3,5,256,13,1,270,0,270,--,400,130,256,270,270,Algún campo sin dato,1,7c76bbfea64d1fab887c7906caa94e2ff56738658a0e0c9eeb61f2fce4ee9f86,26/06/2023 02:35:46,ESCANER
10589,"Quetzaltenango",9,"Quetzaltenango",1,1399,400,11,20,1,8,3,65,3,0,4,5,7,4,3,11,4,0,72,3,4,3,3,2,14,3,5,258,6,0,264,0,264,--,400,136,258,264,264,Algún campo sin dato,1,b8724a59c9ab8ee0460194abdd2e2d7f9c30d1a9134763e372b7cc0ddf6fa700,26/06/2023 01:11:58,ESCANER
10590,"Quetzaltenango",9,"Quetzaltenango",1,1400,400,5,23,2,11,2,52,6,0,4,1,4,0,3,8,2,1,80,1,9,3,2,4,26,3,7,259,4,1,264,0,264,--,400,136,259,264,264,Algún campo sin dato,1,b88cd697e7e727ab05d8f7ebb8995ed085131b5412a87d842d4275a400ceff88,26/06/2023 03:15:31,ESCANER
10591,"Quetzaltenango",9,"Quetzaltenango",1,1400,400,6,19,4,13,3,48,5,0,3,1,13,6,0,7,2,0,73,0,4,1,3,4,38,3,5,261,5,2,268,0,268,--,400,132,261,268,268,Algún campo sin dato,1,37d75d5048e5d5f20bb5db57d3bde41b339ee90bde0622201ea3cd5323de7e38,26/06/2023 03:26:32,ESCANER
10592,"Quetzaltenango",9,"Quetzaltenango",1,1400,295,4,7,4,11,3,38,2,0,3,0,5,0,3,9,1,0,73,1,9,2,3,3,19,1,9,210,2,0,212,0,212,--,295,83,210,212,212,Algún campo sin dato,1,53fb6d80a23ebb9914dd5aaa36249a5301e82582949cc1bc4f99788f8b6b5e5c,26/06/2023 03:35:05,ESCANER
10593,"Quetzaltenango",9,"Quetzaltenango",1,1400,294,4,11,2,9,0,42,4,0,5,1,7,4,3,7,1,4,46,2,4,1,0,2,17,3,5,184,1,1,186,0,186,--,294,108,184,186,186,Algún campo sin dato,1,08113857d4e1bbe032ce179efd7a449d5df158449ce47265c733d9522341d817,26/06/2023 03:54:51,ESCANER
10594,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,6,19,3,13,0,61,9,1,2,6,5,2,8,17,6,2,24,4,11,0,2,5,16,3,3,228,12,2,242,0,242,--,400,158,228,242,242,Algún campo sin dato,1,1bddee5be1c8f915b094c47e7b8c9b5357ed4eb9a0ac487c4b5954571183248d,26/06/2023 04:04:49,ESCANER
10595,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,8,23,2,9,2,71,6,0,4,5,17,5,6,9,4,4,43,3,20,4,0,2,19,1,4,271,17,2,290,0,290,--,400,110,271,290,290,Algún campo sin dato,1,d09f09bb4ce29d98aa7363f5b575d9670963a0f84a0b2da601a82867e3eca0a5,26/06/2023 04:07:46,ESCANER
10596,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,6,21,2,10,0,76,2,0,4,10,9,1,12,18,4,1,22,5,13,1,0,3,11,2,5,238,17,0,255,0,255,--,400,145,238,255,255,Algún campo sin dato,1,b251d8e668a954893135059eaafb6817beb1dac7001b80e98094a2f5f70ffe9f,26/06/2023 04:12:30,ESCANER
10597,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,5,25,7,8,2,79,6,0,6,4,15,6,3,12,6,3,28,2,9,5,0,4,14,0,2,270,23,5,280,0,280,--,400,120,251,279,279,Sumas Asentadas sin cuadrar,1,51fe6fde5a900512a5cbebb680b03b79f4191e44828e3f19926fcce5a4adc87d,26/06/2023 04:14:19,ESCANER
10598,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,3,25,2,7,0,57,4,2,5,3,9,5,4,14,5,1,41,2,16,3,2,6,12,1,3,232,19,5,256,0,256,--,403,147,232,256,256,Algún campo sin dato,1,cfc6ba0fe3d14d3d3d935faa66d6d7a0be4ff45897940789037413f799f9e67e,26/06/2023 04:16:16,ESCANER
10599,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,8,24,5,10,2,50,9,0,7,4,15,0,8,18,3,1,33,1,18,3,3,3,13,1,5,244,13,5,262,0,262,--,400,138,244,262,262,Algún campo sin dato,1,6a646383059b697daa2edf95f69fd32be4f337ee4c2472983bb25ea8a608d16b,26/06/2023 04:19:52,ESCANER
10600,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,7,25,4,8,3,74,6,0,0,3,13,5,8,10,0,1,34,3,12,7,3,5,12,5,6,254,13,1,268,0,268,--,400,132,254,268,268,Algún campo sin dato,1,e2e01953b5f9df1355f74f3ec65a6bb5552eaf644b8549f1a93f6704e7003cec,26/06/2023 05:49:53,ESCANER
10601,"Quetzaltenango",9,"Quetzaltenango",1,1401,400,7,22,4,11,1,60,6,1,3,2,11,2,4,10,2,4,47,1,10,3,0,3,12,3,4,235,11,0,246,0,400,--,400,151,233,244,244,Sumas Asentadas sin cuadrar,1,6dad1c1ec9f1b714c5e0b06a7339f28f6f4e48ed1ebaca70b0c683aea8082728,26/06/2023 04:25:04,ESCANER
10602,"Quetzaltenango",9,"Quetzaltenango",1,1402,400,7,26,4,7,3,59,3,0,1,3,12,1,7,14,4,0,42,2,12,2,0,7,11,2,8,237,16,2,255,0,255,--,400,145,237,255,255,Algún campo sin dato,1,e359e979781ac7cfc67408b0cbf5b6bfd85932457e82bddb5e6ec59159f8143a,26/06/2023 03:50:34,ESCANER
10603,"Quetzaltenango",9,"Quetzaltenango",1,1402,400,5,28,4,11,0,74,1,0,6,5,9,2,6,16,3,1,42,2,10,1,0,2,11,5,6,250,11,2,263,0,263,--,400,137,250,263,263,Algún campo sin dato,1,3f8eb036ad48a55320d0b8d6ce3033a6445bf2a6e9841ed921de0ee6eee63fd3,26/06/2023 03:54:32,ESCANER
10604,"Quetzaltenango",9,"Quetzaltenango",1,1402,400,3,31,0,16,1,54,6,0,4,7,12,5,7,15,3,1,39,4,7,7,7,4,8,1,8,251,16,3,270,--,400,--,--,--,250,269,269,Sumas Asentadas sin cuadrar,1,603d8f15551aa96107ba0b5e717d305624728d5f15158a7e9c7565cf3f5fd3e4,26/06/2023 04:01:28,ESCANER
10605,"Quetzaltenango",9,"Quetzaltenango",1,1402,400,4,25,0,5,0,67,6,1,10,5,11,4,7,6,3,3,43,1,13,3,3,3,13,1,3,240,14,6,260,0,260,--,400,140,240,260,260,Algún campo sin dato,1,b26ea9eba735623500472ce41fe4fb9881514d27bd32c1935bb88e8d3f1a8ae5,26/06/2023 04:06:40,ESCANER
10606,"Quetzaltenango",9,"Quetzaltenango",1,1402,400,6,22,4,7,2,56,4,0,6,1,22,6,5,17,3,1,58,4,12,3,1,4,7,2,6,259,13,3,275,0,275,--,400,125,259,275,275,Algún campo sin dato,1,e203a210305475889a68b7e16251a0d280cad8838958dc3836481be0b3046418,26/06/2023 04:11:50,ESCANER
10607,"Quetzaltenango",9,"Quetzaltenango",1,1402,400,5,20,1,9,0,50,5,0,2,1,15,4,7,15,6,1,57,3,15,1,6,3,12,2,2,242,17,4,263,0,263,--,397,134,242,263,263,Algún campo sin dato,1,ee6fd48a7d50a65fa02bdbc8c7511fe6dbf026f420b782dfc453155685a8b105,26/06/2023 04:15:38,ESCANER
