TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
210,180,85.7142,178,84.7619,2,68908,39359,57.1181

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,BIEN,PHG,UNE,PPN,AZUL,VOS,UR,CABAL,CAMBIO,U R N G - MAIZ,TODOS,FCN-NACION,VICTORIA,P A N,CREO,VIVA,UNIONISTA,ELEFANTE,VALOR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
2495,"Guatemala",1,"Chinautla",6,219,400,10,24,50,75,2,3,8,0,3,1,3,1,0,3,5,1,6,0,5,31,231,10,4,245,0,245,--,400,155,231,245,245,Algún campo sin dato,1,5816b6e2d659ed24d0a546accf8956b7c29faa9c135dc09a33b4691a9c3b6226,26/06/2023 01:28:34,MOVIL
2496,"Guatemala",1,"Chinautla",6,219,400,21,23,53,60,4,2,11,1,4,2,5,1,1,2,3,2,9,2,2,29,237,18,4,259,0,259,--,396,137,237,259,259,Algún campo sin dato,1,d323e10bad22110f9788e5d290908f50c5b52947042010f3b6e626ff1875f1f8,26/06/2023 01:19:03,ESCANER
2497,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2498,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2499,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2500,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2501,"Guatemala",1,"Chinautla",6,219,400,15,25,44,57,0,2,8,0,0,2,5,3,1,5,4,3,11,3,5,30,223,21,4,248,0,248,--,--,--,223,248,248,Algún campo sin dato,1,29142b6ce6212c8951fc21a21a5275b5f07798fd24036a88f8845c0c5d6cf9ba,26/06/2023 02:44:23,ESCANER
2502,"Guatemala",1,"Chinautla",6,219,400,17,21,58,59,0,2,7,0,1,0,6,2,1,5,2,7,3,2,4,44,241,25,5,271,0,271,--,400,129,241,271,271,Algún campo sin dato,1,2bb560e5ebca8fbe5b8b4ac40860315afa6a55865581b1383ee23d491938761d,26/06/2023 02:35:35,ESCANER
2503,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2504,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2505,"Guatemala",1,"Chinautla",6,219,400,13,16,36,58,2,0,7,0,2,1,1,0,0,3,0,1,6,3,3,19,171,8,2,181,6,187,--,400,213,171,181,187,Algún campo sin dato,1,5da95bcf6cd99d0b65be8dbab97adc942f3c7b98224f2e9589093bd65b9e4edc,26/06/2023 02:53:35,ESCANER
2506,"Guatemala",1,"Chinautla",6,219,400,14,21,44,70,1,1,5,0,3,1,5,0,0,1,2,1,3,0,2,28,202,14,2,218,0,218,--,396,178,202,218,218,Algún campo sin dato,1,0a5cef96d5c9b8643a7b5a82e821fd18b86b0a85ef0b47afc2d6ece3e93a8c64,26/06/2023 02:26:15,ESCANER
2507,"Guatemala",1,"Chinautla",6,219,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2508,"Guatemala",1,"Chinautla",6,219,304,12,12,29,51,0,0,5,1,0,1,1,0,0,3,1,1,3,0,2,27,149,4,0,153,0,153,--,301,148,149,153,153,Algún campo sin dato,1,964e6f88aa4c35502cc954a61dd2fae61d4eb3bb99709cea3f26032d3c4fe7bb,25/06/2023 22:59:17,ESCANER
2509,"Guatemala",1,"Chinautla",6,219,304,8,12,26,40,2,1,2,0,3,0,5,2,2,2,0,3,3,0,0,11,122,4,1,127,0,127,--,304,177,122,127,127,Algún campo sin dato,1,b00e50147accd4982fea43cacd9fc5b774f8276e82c9beacf07750e47f0c0b4e,25/06/2023 23:16:24,ESCANER
2510,"Guatemala",1,"Chinautla",6,220,400,28,10,37,32,0,1,2,0,1,8,2,12,2,1,2,9,8,0,8,6,169,19,6,194,1,195,5,119,101,169,194,195,,1,8a9dd2318be07580b868b557f9883e9ca749200e58a2f5dbe18f206cdefa5221,25/06/2023 23:13:51,ESCANER
2511,"Guatemala",1,"Chinautla",6,220,400,29,24,44,25,3,0,4,1,3,13,9,12,2,7,2,7,7,3,5,5,205,26,7,238,1,239,--,400,161,205,238,239,Algún campo sin dato,1,b15c22410ff79e4ca1dbd560baff536d349fa866c68406e1e679a6ac8833162b,25/06/2023 22:58:58,ESCANER
2512,"Guatemala",1,"Chinautla",6,220,400,34,28,37,42,0,4,5,4,1,3,15,2,0,4,1,6,6,4,2,8,206,16,5,227,0,227,--,413,182,206,227,227,Algún campo sin dato,1,f83229b995efec6286942bdc14d63b1473ce6a75071f186f494a1f61790b6366,25/06/2023 23:11:19,ESCANER
2513,"Guatemala",1,"Chinautla",6,221,400,28,22,47,30,2,3,10,4,1,6,7,6,0,2,1,11,4,4,5,7,200,20,3,223,23,223,--,400,177,200,223,246,Sumas Asentadas sin cuadrar,1,7e8a3d76a2f5206449acb1b1f54ca4ba49c8a269ae8404480b487ccc039cd7d2,26/06/2023 00:39:52,ESCANER
2514,"Guatemala",1,"Chinautla",6,221,400,32,21,46,44,4,3,7,0,3,2,13,6,2,3,2,9,6,3,8,4,218,15,3,236,0,236,--,--,--,218,236,236,Algún campo sin dato,1,cefa93a1a64435a4dc3615f20867a5b7dfe11ea79e83833a84da5d7b6d5769ad,26/06/2023 01:30:52,ESCANER
2515,"Guatemala",1,"Chinautla",6,221,400,24,22,45,37,5,2,6,0,4,7,6,4,0,2,0,8,6,3,2,10,193,15,2,210,0,210,--,400,190,193,210,210,Algún campo sin dato,1,582a3b6cf17ee4ca3ab2c1db69388f99f9245f6b9c9b3d1485fe908b2f5ca768,26/06/2023 00:34:08,ESCANER
2516,"Guatemala",1,"Chinautla",6,221,400,32,15,39,37,1,2,15,1,2,3,3,6,2,6,9,7,10,1,2,10,203,6,191,400,0,400,--,400,191,203,400,400,Algún campo sin dato,1,3361f71d3fe8427bac459c463c12357ac77f94b9eb3fade6f23f81d894cc6470,25/06/2023 23:36:33,ESCANER
2517,"Guatemala",1,"Chinautla",6,221,400,27,14,38,35,2,1,4,2,3,9,4,8,2,2,2,6,9,2,4,15,188,14,2,204,16,204,--,400,196,189,205,221,Sumas Asentadas sin cuadrar,1,a173d5ea3a5fbfb32ce8b3bd4edfeb2ac2399d29edc1096abbd9ca45da5dc4d7,26/06/2023 00:44:19,ESCANER
2518,"Guatemala",1,"Chinautla",6,221,400,27,13,62,32,5,3,4,3,0,2,11,4,0,3,1,5,3,2,4,12,196,22,1,219,0,219,--,400,181,196,219,219,Algún campo sin dato,1,5b25c259ed227b1f26dd554917372a18d336352ea9edf2f2c92dc63669141f29,26/06/2023 02:33:40,ESCANER
2519,"Guatemala",1,"Chinautla",6,221,400,22,17,53,35,4,1,10,0,0,6,9,3,0,4,3,7,5,3,4,6,192,25,4,221,0,221,--,400,155,192,221,221,Algún campo sin dato,1,6d7ef16ddd2c15880b2de869e1fcdae53ca1583ff3d0db900edca7ff7f2a0520,26/06/2023 01:21:24,ESCANER
2520,"Guatemala",1,"Chinautla",6,221,400,18,18,47,42,4,0,10,1,4,8,7,5,2,2,3,6,7,3,6,9,223,20,1,223,0,223,--,400,177,202,223,223,Sumas Asentadas sin cuadrar,1,8a46fffe0dc2c883ddee5e727405eb45e945e208293f77e927f8761d9b4a5436,25/06/2023 23:26:59,ESCANER
2521,"Guatemala",1,"Chinautla",6,221,400,19,19,47,38,1,5,16,2,6,6,6,4,2,2,3,9,4,2,11,8,210,16,2,228,0,228,--,400,172,210,228,228,Algún campo sin dato,1,a6ab424e39c99fe5b7af6eb1ea62adff74004863a89268fcac264b054631afb4,26/06/2023 01:06:47,ESCANER
2522,"Guatemala",1,"Chinautla",6,221,400,26,21,34,31,1,1,8,2,2,12,6,10,0,2,1,13,6,3,5,13,197,16,2,215,0,215,--,400,185,197,215,215,Algún campo sin dato,1,9bcd94b99f05e8f233e3e152e19cbc7b46355e3502eda84bbc7bcfb629f81fd8,25/06/2023 23:23:52,ESCANER
2523,"Guatemala",1,"Chinautla",6,221,400,20,14,30,35,2,1,7,1,0,10,5,9,1,5,2,12,4,3,6,10,177,16,2,195,0,195,--,400,205,177,195,195,Algún campo sin dato,1,d3b7a5084ff45afe1c1078afaef5cd8e53d5c35f16c887608c3d472efa0be5a4,26/06/2023 00:33:53,ESCANER
2524,"Guatemala",1,"Chinautla",6,221,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2525,"Guatemala",1,"Chinautla",6,221,400,18,22,38,38,1,2,9,2,4,6,5,7,0,4,3,7,9,1,11,9,196,18,2,216,0,216,--,393,177,196,216,216,Algún campo sin dato,1,d161375004cd1cd69d8355f8bf984d39ed2039a90416ead4344fc99caa5bb558,26/06/2023 01:24:38,ESCANER
2526,"Guatemala",1,"Chinautla",6,221,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2527,"Guatemala",1,"Chinautla",6,221,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Suma Excede Padrón,0,03f0a0afbd531685834f13d88133a5f723653a9a086bd599ee1cfaf60ccfeced,26/06/2023 01:40:34,ESCANER
2528,"Guatemala",1,"Chinautla",6,221,400,24,14,41,31,1,0,9,2,3,8,6,5,0,6,2,12,9,1,3,8,185,11,0,196,0,196,--,393,197,185,196,196,Algún campo sin dato,1,9f4ad771ebb68993e93a07138d189b327fc2e3b6a47ecda67280b8fddc4385c6,25/06/2023 22:26:10,ESCANER
2529,"Guatemala",1,"Chinautla",6,221,400,28,19,49,47,4,1,11,1,1,3,7,4,0,2,1,12,5,3,4,10,212,4,2,218,0,218,--,400,182,212,218,218,Algún campo sin dato,1,24d59d8f75c4281e3d0669070893643f3416320d0b5664ee5a52623ff0e0c888,26/06/2023 00:50:01,ESCANER
2530,"Guatemala",1,"Chinautla",6,221,400,41,35,66,51,3,3,12,0,2,3,10,4,0,2,1,2,3,0,3,8,249,5,0,254,0,254,--,400,146,249,254,254,Algún campo sin dato,1,13b22dbea611d5104a7367080896573d89b8d1b5cdacf6270d4fab2e547abffd,26/06/2023 00:10:59,ESCANER
2531,"Guatemala",1,"Chinautla",6,221,259,18,10,37,19,1,0,5,1,1,2,2,1,0,2,0,1,1,2,3,4,110,6,4,120,0,120,--,259,139,110,120,120,Algún campo sin dato,1,d7355ca6e0fbc130613ec0aefa82a4e05ffa9ff2dd11207f016c7dddb77dafd2,26/06/2023 00:43:31,ESCANER
2532,"Guatemala",1,"Chinautla",6,221,258,14,11,27,15,0,2,6,1,1,0,1,2,0,3,0,1,2,0,2,11,99,3,2,104,154,258,--,258,154,99,104,258,Algún campo sin dato,1,a78902b2c9ba70095bcc83b09e51b84d088e9469392234263a002160e17d6535,26/06/2023 01:34:21,ESCANER
2533,"Guatemala",1,"Chinautla",6,222,400,74,10,28,63,2,3,9,0,1,16,5,0,0,1,3,7,15,11,4,6,258,24,3,285,0,285,--,400,115,258,285,285,Algún campo sin dato,1,e67ea3a8a100f446274ad8d6067dd9611ec37f6a8c14b0462a589ae0866c71c6,26/06/2023 03:13:42,ESCANER
2534,"Guatemala",1,"Chinautla",6,222,400,72,7,21,64,2,1,8,0,3,11,7,2,0,5,0,4,8,11,5,2,233,13,10,256,0,256,--,400,144,233,256,256,Algún campo sin dato,1,918953d97a1d262915d648e65f905ff52be8093d62becd3258d862c579410cab,26/06/2023 00:09:43,ESCANER
2535,"Guatemala",1,"Chinautla",6,222,400,82,13,20,70,4,1,5,3,2,7,6,1,1,5,3,3,8,7,4,3,238,19,10,267,0,267,--,387,120,248,277,277,Sumas Asentadas sin cuadrar,1,fffcb56e0a69db0c67951aea5a5c812e51a4406f3430a6d9d847f014f883617e,26/06/2023 01:03:27,ESCANER
2536,"Guatemala",1,"Chinautla",6,222,400,81,7,21,62,0,2,7,1,2,16,4,2,0,6,1,2,9,14,6,6,249,17,4,270,0,270,--,398,128,249,270,270,Algún campo sin dato,1,b14f0c57881b2233082dc09d2ecfc6c0d301f5b8a663ed8fa62e1efeb2ccb978,26/06/2023 01:47:15,ESCANER
2537,"Guatemala",1,"Chinautla",6,222,400,70,14,21,37,4,0,5,1,3,15,9,2,1,2,2,3,11,8,5,7,220,25,4,249,0,249,--,400,151,220,249,249,Algún campo sin dato,1,bef34d0657d93189a3e36d729a9a580ae1c5f700e499af3b9b993f23a8b6bb8c,25/06/2023 23:16:27,ESCANER
2538,"Guatemala",1,"Chinautla",6,222,400,75,5,23,37,1,0,10,2,1,19,8,0,0,1,2,5,7,8,7,5,216,19,1,236,0,236,--,--,--,216,236,236,Algún campo sin dato,1,a62c091da4451f5562d2815efa8cd950016c2d0d7010b3505f8ca847c34b8a6e,25/06/2023 23:14:01,ESCANER
2539,"Guatemala",1,"Chinautla",6,222,400,69,14,27,48,3,0,8,1,2,14,5,1,2,0,2,4,5,9,4,1,219,14,4,237,0,237,--,400,163,219,237,237,Algún campo sin dato,1,0bd39583b40f2fc2d482846c3ff6746918e7ad4d664cd04571f2feed0aece94a,26/06/2023 00:01:26,ESCANER
2540,"Guatemala",1,"Chinautla",6,222,400,64,6,26,38,3,3,4,3,0,9,8,2,1,3,1,7,6,7,0,6,197,24,7,228,0,228,--,400,172,197,228,228,Algún campo sin dato,1,7b1a0f25d094fb3c688dc15f77fcf6feef78533a056593537ea6cff6146dce7b,25/06/2023 22:23:44,ESCANER
2541,"Guatemala",1,"Chinautla",6,222,400,64,13,31,45,3,1,7,2,3,12,5,1,1,4,0,1,5,13,3,9,223,17,1,241,0,241,--,400,159,223,241,241,Algún campo sin dato,1,a7cbebef9834870a4e4c105b0e52d2973fa1e58c9a84d1663d16d0c4c6cb88e4,25/06/2023 22:40:44,ESCANER
2542,"Guatemala",1,"Chinautla",6,222,400,81,10,18,57,1,3,12,1,3,9,6,0,0,2,3,6,5,6,3,3,229,18,4,251,0,251,--,400,149,229,251,251,Algún campo sin dato,1,1dd621dc70d037c8def1f58d3acfdd4ad80deff389d9c4a1563623dd362bd7cb,25/06/2023 23:11:29,ESCANER
2543,"Guatemala",1,"Chinautla",6,222,400,79,19,23,46,1,3,7,2,3,17,9,2,2,7,1,4,8,10,2,3,248,21,7,276,0,276,--,400,124,248,276,276,Algún campo sin dato,1,7fe84d8baf859c4b3c8461a577ce4b1f5dcedaacbe82c6d92316a616d5e6c7b4,25/06/2023 23:53:50,ESCANER
2544,"Guatemala",1,"Chinautla",6,222,400,83,11,16,56,0,5,7,1,0,9,7,0,0,5,3,8,10,13,4,7,245,24,8,277,24,301,--,--,--,245,277,301,Algún campo sin dato,1,0ed6b986d2e5ec6df6dc9fdef27e8b1557cf9f9521a52da28d1a8325ac86ee0b,26/06/2023 04:02:09,ESCANER
2545,"Guatemala",1,"Chinautla",6,222,400,69,11,20,64,0,4,2,2,2,10,7,1,0,5,1,5,9,12,2,2,228,23,4,255,0,255,1,400,145,228,255,255,,1,a9d650e306038fd73d01d2697e7ed14bafff8f7462b7aef7a3383dc5438afdd9,26/06/2023 00:34:57,ESCANER
2546,"Guatemala",1,"Chinautla",6,222,400,67,9,29,55,2,4,4,1,2,11,1,0,1,3,2,3,9,10,5,7,225,28,5,258,0,258,--,400,142,225,258,258,Algún campo sin dato,1,021da90e9e67145ba961f5a4ab724143d2309a0f683dad5a7fa9fe8582b86709,25/06/2023 23:48:11,ESCANER
2547,"Guatemala",1,"Chinautla",6,222,400,72,13,28,46,2,2,7,1,5,8,6,2,1,1,0,3,9,12,2,5,225,17,3,245,0,245,--,400,155,225,245,245,Algún campo sin dato,1,cca4e35a34cbc8a3b84a6b3060d605b948a2c56c71df88d9dd41fd4a63c4cf32,25/06/2023 23:41:00,ESCANER
2548,"Guatemala",1,"Chinautla",6,222,400,70,7,29,48,4,2,4,3,3,7,7,0,1,4,4,1,6,7,0,2,209,25,6,240,159,396,--,400,156,209,240,399,Sumas Asentadas sin cuadrar,1,1bbfc24a80aeb5995a2a1a1e31b6a292a6e40dcf8b46f807d2b81d198a35ac12,26/06/2023 01:33:23,ESCANER
2549,"Guatemala",1,"Chinautla",6,223,400,64,12,15,68,1,0,10,2,3,12,4,1,0,4,5,5,8,9,2,2,227,21,4,252,0,252,--,400,148,227,252,252,Algún campo sin dato,1,31571258251e8c9eb54ec9526634ec7c5b6b4557c21e02a43ef9625476c564dd,25/06/2023 22:24:32,ESCANER
2550,"Guatemala",1,"Chinautla",6,223,400,70,13,20,63,0,1,6,2,0,12,6,3,1,2,1,1,4,6,3,5,219,15,2,236,0,236,--,400,164,219,236,236,Algún campo sin dato,1,d05c455303cf23b273069c060e391006f9cd6314ad7f08b316e198528426a7b8,26/06/2023 01:40:56,ESCANER
2551,"Guatemala",1,"Chinautla",6,223,400,59,11,38,64,2,4,15,0,1,10,5,6,3,6,2,3,2,8,2,2,243,8,1,252,0,252,--,400,148,243,252,252,Algún campo sin dato,1,94c8f8097114acb6fdae5c5b61f11e7f034bfa9499f15cc7ada3f50d6ab4a423,25/06/2023 23:39:18,ESCANER
2552,"Guatemala",1,"Chinautla",6,223,400,82,13,28,42,1,0,12,2,0,15,6,2,1,1,3,3,5,5,2,5,229,11,1,241,4,245,--,400,155,228,240,244,Sumas Asentadas sin cuadrar,1,9ba77d2a5fe4570075ab0e0f97e657c678947fd512e891f6938bac198a109642,25/06/2023 23:53:58,ESCANER
2553,"Guatemala",1,"Chinautla",6,223,359,66,8,29,47,2,1,9,1,2,7,4,0,1,3,2,3,2,6,4,4,201,10,1,212,0,212,--,359,147,201,212,212,Algún campo sin dato,1,c6bdca10365fc1df708f24e56571236bf734146db35e6091277e7585fa1b6a8f,26/06/2023 00:46:29,ESCANER
2554,"Guatemala",1,"Chinautla",6,223,359,58,11,22,30,0,0,9,3,1,11,3,1,0,3,0,2,4,5,2,2,167,7,1,175,0,175,--,359,184,167,175,175,Algún campo sin dato,1,eff2ce0388fe33664f9b3ae0ce56668ed49967c9d9112978bf101fc760db8ea1,25/06/2023 23:21:51,ESCANER
2555,"Guatemala",1,"Chinautla",6,224,400,81,9,7,67,3,2,11,3,4,10,4,1,5,4,2,1,5,7,3,6,235,20,0,255,0,255,--,400,145,235,255,255,Algún campo sin dato,1,345f5c8f4bf9ef5c7744a4fd6236938bcefbc503f844e973c65f929f43f0d6fe,25/06/2023 22:49:11,ESCANER
2556,"Guatemala",1,"Chinautla",6,224,400,66,12,16,62,1,1,9,3,3,4,9,1,2,9,2,2,9,10,7,15,243,14,2,259,0,259,--,400,143,243,259,259,Algún campo sin dato,1,5a40229e6494b5b512b8c5c46819bb8c2098461443be4c8a63b27f915fff2f20,25/06/2023 23:48:17,ESCANER
2557,"Guatemala",1,"Chinautla",6,224,400,71,12,17,68,0,2,11,4,0,15,7,1,1,3,0,3,16,4,9,8,247,24,1,272,0,272,--,400,128,252,277,277,Sumas Asentadas sin cuadrar,1,efa7dfae775819c6d793d9546368d8c8648be6c1448264e8bd862cd178008161,26/06/2023 02:12:52,ESCANER
2558,"Guatemala",1,"Chinautla",6,224,400,70,16,11,72,0,3,11,2,2,10,9,0,1,4,1,2,9,5,7,4,239,19,3,261,0,261,--,400,129,239,261,261,Algún campo sin dato,1,91dc2ab6d10c9e27790666c75f96fec26701fcc5cab17294572db35457696247,26/06/2023 01:33:04,ESCANER
2559,"Guatemala",1,"Chinautla",6,224,400,71,9,6,81,2,3,8,1,2,9,6,3,0,2,1,1,9,2,7,5,228,19,4,251,0,228,--,400,149,228,251,251,Sumas Asentadas sin cuadrar,1,dbbb4fd409c2ba97b19edba967338167add33d50ffce3d010f5ad3bc8bdab30f,26/06/2023 00:51:30,ESCANER
2560,"Guatemala",1,"Chinautla",6,224,400,64,11,11,86,1,1,11,5,1,10,6,4,2,--,4,3,9,4,7,4,244,18,2,264,0,264,--,400,136,244,264,264,Algún campo sin dato,1,50cab14979ddfbc867d04c5acb046c74a335207e9840375e0493e94efcb8415e,26/06/2023 00:43:34,ESCANER
2561,"Guatemala",1,"Chinautla",6,224,400,72,11,17,53,2,0,14,4,3,7,13,0,2,3,5,2,8,11,4,3,234,14,4,252,0,252,--,400,148,234,252,252,Algún campo sin dato,1,1a49926d84ee2e20297dc520ecc2134ddf90a756767bf0edbf44c53792cf1f8d,26/06/2023 00:20:15,ESCANER
2562,"Guatemala",1,"Chinautla",6,225,400,69,9,13,72,1,3,8,1,3,4,11,0,2,3,1,1,10,5,8,6,230,18,5,253,0,253,--,400,147,230,253,253,Algún campo sin dato,1,38f7411f88fbf8d300d934b22f44deaf0b46ec51d14ac36129443db906769a41,26/06/2023 00:37:46,ESCANER
2563,"Guatemala",1,"Chinautla",6,225,400,86,7,11,55,3,2,14,0,8,9,12,0,1,7,2,0,7,11,5,6,246,28,2,276,1,277,--,400,123,246,276,277,Algún campo sin dato,1,4dfcdef9dc5cfdf34472c4407ecd33c375034485879880faf119aa3a6e9cff67,26/06/2023 01:00:15,ESCANER
2564,"Guatemala",1,"Chinautla",6,225,400,82,8,11,64,2,3,18,3,0,6,10,2,0,2,4,3,9,6,3,8,244,15,3,262,5,267,--,400,133,244,262,267,Algún campo sin dato,1,b443cd508f017a38f805e8f88aa1a8bab5e81fc8bb8ff60b33e9bab9b6b900bb,26/06/2023 00:32:53,ESCANER
2565,"Guatemala",1,"Chinautla",6,225,400,81,13,15,48,6,1,13,2,1,11,9,4,0,7,7,1,10,4,4,9,246,14,4,264,0,264,--,400,136,246,264,264,Algún campo sin dato,1,77f49ba85bdeaa2b82bfbd7262dfad2f1525327a4a6571a78a4ec6bebf1336d9,26/06/2023 01:10:48,ESCANER
2566,"Guatemala",1,"Chinautla",6,225,400,74,6,6,60,2,0,7,4,3,8,10,0,1,3,1,2,9,4,9,11,220,21,2,243,0,243,--,400,157,220,243,243,Algún campo sin dato,1,724bd68459b2a643dc54ff2d3390e27f141177e7204dc6a4dd56d6afe3b4ae26,26/06/2023 01:43:14,ESCANER
2567,"Guatemala",1,"Chinautla",6,225,400,77,11,9,53,1,1,14,4,1,6,10,1,3,5,2,1,5,4,4,11,223,17,4,244,0,244,--,387,143,223,244,244,Algún campo sin dato,1,dbc20ad922726fe4531524852e827dd2e7a969e6e4d9ef55387b5d83ca28de18,26/06/2023 01:31:07,ESCANER
2568,"Guatemala",1,"Chinautla",6,225,400,80,8,9,62,0,1,21,0,0,6,3,3,2,5,7,4,5,3,5,5,229,13,3,245,0,245,--,400,155,229,245,245,Algún campo sin dato,1,7bc9458b5739cc31aebf37ed21390c39a2c10a3e13974f9e5a781ab8a1b4828a,26/06/2023 01:15:19,ESCANER
2569,"Guatemala",1,"Chinautla",6,225,400,92,9,14,81,5,2,17,4,2,9,13,1,2,0,2,2,3,1,3,6,268,6,2,276,0,276,--,400,124,268,276,276,Algún campo sin dato,1,3e87a7feaad239a082a08aae6a54e3a388c8da1f80f781fbc2bdba0679af80a0,26/06/2023 01:24:29,ESCANER
2570,"Guatemala",1,"Chinautla",6,225,398,80,7,14,46,1,2,8,3,0,4,7,1,2,2,1,1,4,3,3,5,194,10,0,204,0,204,--,395,191,194,204,204,Algún campo sin dato,1,ab9a5b3bb9ae6bb808fde2182593f9468491e30f71ab6809a81b3aee42948832,26/06/2023 00:00:00,ESCANER
2571,"Guatemala",1,"Chinautla",6,225,397,67,11,7,57,0,0,8,1,2,6,10,0,0,0,0,5,5,3,1,13,196,6,4,206,0,206,--,397,191,196,206,206,Algún campo sin dato,1,967ed42b67ed4b17b96cc437b0cdc839a06628ea2d59df98b5898e4f1792695b,26/06/2023 00:13:05,ESCANER
2572,"Guatemala",1,"Chinautla",6,226,380,20,1,4,20,2,2,19,1,5,4,5,2,3,4,2,7,4,0,2,80,187,23,4,214,1,215,1,380,165,187,214,215,,1,4705c758b251de427f19c2f0852a57fa48093c837f4b81148de4adf9a5b3e055,26/06/2023 02:24:54,ESCANER
2573,"Guatemala",1,"Chinautla",6,226,380,24,3,11,18,2,0,19,0,4,6,9,2,0,2,0,5,7,1,0,79,192,21,1,214,0,214,--,380,166,192,214,214,Algún campo sin dato,1,a91d934bf5ce80616f5669130d509f64536b7a31ba33493041dde9d854d71370,25/06/2023 23:48:04,ESCANER
2574,"Guatemala",1,"Chinautla",6,226,380,42,1,4,23,1,0,18,2,4,4,0,0,0,2,2,2,9,0,3,89,206,13,3,222,0,222,--,381,159,206,222,222,Algún campo sin dato,1,20cd1cf3a0504758f44d61b8326dc30b5c16ca16df004c7378f22116a79aa641,26/06/2023 02:56:42,ESCANER
2575,"Guatemala",1,"Chinautla",6,226,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2576,"Guatemala",1,"Chinautla",6,226,380,18,3,7,16,0,3,23,0,2,7,1,2,0,2,3,5,3,1,2,76,174,16,1,191,0,191,--,377,186,174,191,191,Algún campo sin dato,1,767894ab01a789306617023638c367d332b38faf1a0a5e2f34457310151456fc,26/06/2023 02:01:14,ESCANER
2577,"Guatemala",1,"Chinautla",6,226,380,29,2,5,24,1,3,21,0,2,3,6,1,1,3,2,2,4,0,4,68,181,15,3,199,0,199,--,380,181,181,199,199,Algún campo sin dato,1,5938c44ed2b838e7e25ac1e6073cecdd7fbbb0df664ed1ebcc7809c921575b76,26/06/2023 02:44:31,ESCANER
2578,"Guatemala",1,"Chinautla",6,226,380,28,0,9,26,2,1,8,1,3,6,3,1,0,5,1,3,6,1,2,64,170,21,4,195,0,195,--,377,182,170,195,195,Algún campo sin dato,1,4a90045c70357888fc2030216ad3a85b5661410705ee13c511c8666be4c0e088,26/06/2023 02:06:40,ESCANER
2579,"Guatemala",1,"Chinautla",6,226,380,30,3,4,20,2,1,14,2,6,3,6,1,2,1,1,2,4,1,1,64,168,20,3,191,0,191,--,380,189,168,191,191,Algún campo sin dato,1,df3a534ee0f2a56d9d900726ce7a94929fe1fd3ba74edb87fa7b1a227a56e025,26/06/2023 01:53:58,ESCANER
2580,"Guatemala",1,"Chinautla",6,226,380,40,2,9,15,1,1,11,0,1,7,7,0,0,1,1,1,4,1,2,75,179,15,2,196,0,196,--,380,184,179,196,196,Algún campo sin dato,1,5dc0a4dbf86bfe1dfce871b745b1a7f72f95af6c22af71f31484ed50140c0978,26/06/2023 01:22:39,ESCANER
2581,"Guatemala",1,"Chinautla",6,226,375,16,1,8,17,1,0,12,0,4,9,2,2,1,1,0,1,1,1,1,68,146,7,0,153,0,153,--,375,222,146,153,153,Algún campo sin dato,1,05bbf0aecfc57269d0e2603dc9aefa247934c64f1de6df853ef02a9707c51500,26/06/2023 00:24:10,ESCANER
