TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
640,640,100.0000,636,99.3750,4,252887,149402,59.0785

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,BIEN,CABAL,MLP,UNE,PPG,PIN,PHG,WINAQ,VIVA,ELEFANTE,TODOS,AZUL,U R N G - MAIZ,UR,PODEMOS,PR,VALOR,MI FAMILIA,CAMBIO,PPN,VICTORIA,SEMILLA,P A N,VOS,FCN-NACION,CREO,UNIONISTA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
4306,"Guatemala",1,"Villa Nueva",15,445,400,24,27,18,2,7,9,5,2,0,18,7,3,4,3,21,2,1,41,8,2,2,5,31,1,10,0,1,2,256,10,1,267,0,267,--,400,133,256,267,267,Algún campo sin dato,1,e4fa395306f412b49a4ea7bf090df33e4be5177f8da09898bb8cdb3ae0573c77,25/06/2023 23:57:01,ESCANER
4307,"Guatemala",1,"Villa Nueva",15,445,400,17,27,18,2,2,10,3,0,3,14,9,0,0,1,21,3,3,36,1,8,3,3,36,1,9,0,5,1,236,16,0,252,0,252,--,400,148,236,252,252,Algún campo sin dato,1,43a4e2ab581084455d0c582c966fbe9ac66d2f4b261671ff2627b747dbe0fa51,25/06/2023 22:32:35,ESCANER
4308,"Guatemala",1,"Villa Nueva",15,445,400,19,21,18,0,7,18,3,1,1,10,9,5,5,3,26,4,5,29,3,8,1,1,36,1,5,0,7,0,246,20,1,267,0,267,--,400,133,246,267,267,Algún campo sin dato,1,429c3f784fa7aa670670ee698ee374da05a0be595f33bef41c563b7cdb67e70c,26/06/2023 00:24:00,ESCANER
4309,"Guatemala",1,"Villa Nueva",15,445,400,20,27,8,0,6,12,2,0,4,11,3,3,0,3,29,5,5,35,2,1,0,5,32,1,7,1,2,2,226,23,1,250,0,250,--,397,147,226,250,250,Algún campo sin dato,1,3d3d9ecd69b3961575f536ad732cccdbe014f6306be35d1ad09c5c97b5d3dede,26/06/2023 00:57:05,ESCANER
4310,"Guatemala",1,"Villa Nueva",15,445,400,22,19,12,1,11,7,9,1,2,6,8,3,5,1,25,5,2,37,3,10,4,1,32,2,11,0,5,2,246,15,1,262,0,262,--,400,138,246,262,262,Algún campo sin dato,1,3841b0b8f46cfa052f3f5abaaf34a29aa88ca8798d79b2fa3c064605261e723a,26/06/2023 01:42:25,ESCANER
4311,"Guatemala",1,"Villa Nueva",15,445,400,24,22,15,2,3,15,5,1,5,9,12,3,5,2,17,5,1,26,4,3,3,4,22,0,12,0,3,3,226,18,1,245,0,245,--,400,155,226,245,245,Algún campo sin dato,1,153824a37c588eaa9afe8540bfaec640ca4b8506d4f06d55616992fa8219c76d,26/06/2023 02:36:24,ESCANER
4312,"Guatemala",1,"Villa Nueva",15,445,400,22,27,16,1,8,12,8,1,1,7,10,2,1,5,31,3,2,30,3,0,6,4,27,2,9,0,3,4,245,24,1,270,0,270,--,400,130,245,270,270,Algún campo sin dato,1,4a742d1546a3a00184449ff51ad74d9c940c265fe31b6a620704826b751b1300,26/06/2023 02:57:30,ESCANER
4313,"Guatemala",1,"Villa Nueva",15,445,400,24,24,13,2,6,11,5,2,0,13,4,3,1,4,25,1,2,34,4,5,2,2,28,0,11,6,0,0,232,16,1,249,0,249,--,--,--,232,249,249,Algún campo sin dato,1,7cb5de886d539ef66abf9cc7e4d47abea7e92226ea2f9ea2e4b8d87c86ba89c6,26/06/2023 04:50:15,ESCANER
4314,"Guatemala",1,"Villa Nueva",15,445,400,14,17,14,1,5,15,5,1,4,11,8,2,1,3,25,3,0,39,4,4,2,4,36,4,11,0,8,2,240,21,1,262,0,262,--,400,138,243,265,265,Sumas Asentadas sin cuadrar,1,27a9d9455c63ac6dbf6a73ec0a27c792a8a537b0ea3c4813487746a515fb07cd,26/06/2023 04:29:40,ESCANER
4315,"Guatemala",1,"Villa Nueva",15,445,400,16,19,16,2,11,12,7,2,5,14,4,1,1,4,19,2,0,33,4,2,2,1,27,1,6,2,2,5,220,14,3,237,0,237,--,400,163,220,237,237,Algún campo sin dato,1,a1f4a3eae60825887a21d1429ad2baeed473a0b3c08b674d50aa069ad16c4a0a,26/06/2023 01:41:51,ESCANER
4316,"Guatemala",1,"Villa Nueva",15,445,400,24,27,13,1,8,12,5,0,5,14,5,0,5,1,17,0,0,33,1,4,0,2,38,0,11,0,3,3,232,12,2,246,0,--,--,396,150,232,246,246,Algún campo sin dato,1,1c686e125b213f26d76c4d02279ae9eaa044729b91439f0ba6b4cc5ad0acbcfc,26/06/2023 03:16:48,ESCANER
4317,"Guatemala",1,"Villa Nueva",15,446,400,21,13,19,1,4,15,7,1,2,3,5,1,0,2,12,0,1,30,4,6,2,2,57,2,9,1,1,3,224,19,2,245,0,245,--,396,151,224,245,245,Algún campo sin dato,1,bfef8bc4d99f3b17f795557ff36cf075295d66636ecc2b53633bb62c4660031f,26/06/2023 02:16:22,ESCANER
4318,"Guatemala",1,"Villa Nueva",15,446,400,21,16,20,3,0,12,6,2,0,7,2,1,5,5,17,2,0,27,2,0,3,2,87,0,9,0,2,5,256,13,0,269,0,269,--,400,131,256,269,269,Algún campo sin dato,1,e9620dfb9c0a6713d19e3997aef7f8a1b7ea73b14ef8df28c474c44c5e6bef22,26/06/2023 03:19:58,ESCANER
4319,"Guatemala",1,"Villa Nueva",15,446,400,13,13,9,2,2,9,4,2,8,8,4,1,0,1,21,0,0,33,1,4,2,3,53,1,7,0,1,1,203,15,0,218,0,218,--,400,182,203,218,218,Algún campo sin dato,1,e9d41f53fa3969c7b07965d31f07b693523ca0e2e410b7feb637691ae44e7b4d,26/06/2023 02:01:25,ESCANER
4320,"Guatemala",1,"Villa Nueva",15,446,342,15,16,9,0,1,9,2,0,2,7,8,2,1,1,15,0,1,13,3,2,3,3,50,0,2,1,2,2,170,8,0,178,0,178,1,339,163,170,178,178,,1,576b453d3347c4d4faee6a50b89e8cb7273b2bee6aaa13705d5c27060408127a,26/06/2023 02:38:34,ESCANER
4321,"Guatemala",1,"Villa Nueva",15,446,342,15,16,4,0,4,12,6,3,1,5,3,4,1,1,13,1,1,18,1,4,1,2,37,0,3,0,3,1,160,14,0,174,0,175,1,342,167,160,174,174,Sumas Asentadas sin cuadrar,1,196bdb39a6bbe2135938e15948abd729b524f842a717201483988fd74c6f7283,26/06/2023 01:17:58,ESCANER
4322,"Guatemala",1,"Villa Nueva",15,447,400,51,18,5,0,17,4,0,1,2,38,10,1,1,1,8,4,0,26,8,1,3,5,10,0,1,0,0,3,218,15,1,234,8,242,--,400,158,218,234,242,Algún campo sin dato,1,4b406302df9d25f6bc4d05ce2da2469cd0205ad2f9589cff93e0f904f8541ed9,25/06/2023 23:09:01,ESCANER
4323,"Guatemala",1,"Villa Nueva",15,447,400,51,31,10,2,11,8,1,0,2,45,10,2,3,3,10,7,2,20,8,1,3,7,9,0,3,0,1,0,250,18,1,269,2,271,--,400,129,250,269,271,Algún campo sin dato,1,fb027d69613b495428c3928e9659dce29cba15d84ff00d8bb274733519d09725,26/06/2023 00:28:43,ESCANER
4324,"Guatemala",1,"Villa Nueva",15,447,400,49,26,7,0,19,7,0,0,1,50,10,1,3,4,11,3,1,24,4,0,2,5,6,0,3,0,0,0,236,25,1,262,0,262,--,400,138,236,262,262,Algún campo sin dato,1,94e4df5abcfa5473b537f63103a2002e3dd0ecc6483c551c377f3de013759f9b,26/06/2023 00:39:42,ESCANER
4325,"Guatemala",1,"Villa Nueva",15,447,400,39,29,5,1,12,5,4,0,3,43,6,1,0,3,6,2,1,21,5,2,2,8,7,1,6,0,2,2,216,22,3,241,0,241,--,400,159,216,241,241,Algún campo sin dato,1,a98a317aed22e855cf23d89d0b580100d54d0bbcd26100415f095cd9df92f62e,25/06/2023 23:57:35,ESCANER
4326,"Guatemala",1,"Villa Nueva",15,447,400,48,32,4,1,9,8,3,0,2,38,4,1,0,3,9,5,0,27,4,2,3,5,13,2,2,0,1,3,229,18,2,249,0,249,--,400,151,229,249,249,Algún campo sin dato,1,97c9882bc96717c2a2d22785e7ae8a45089241cb385deeb20ca873a51da4e5ad,26/06/2023 00:04:33,ESCANER
4327,"Guatemala",1,"Villa Nueva",15,447,400,50,16,5,0,9,9,3,0,1,33,3,0,0,4,10,8,1,19,6,2,2,5,8,0,3,0,1,3,201,29,2,232,0,232,--,396,164,201,232,232,Algún campo sin dato,1,c051cd1b77c35416d01219ecb91b56c13d1a1b8714864a8a099ad29e0fe7fb93,26/06/2023 01:05:13,ESCANER
4328,"Guatemala",1,"Villa Nueva",15,447,400,48,18,3,0,17,5,1,0,0,43,6,1,1,1,7,3,0,16,10,0,4,6,8,1,3,0,0,2,204,20,2,226,0,226,--,400,174,204,226,226,Algún campo sin dato,1,4381860ec90fa5cc137c2c51eb491789aeca314ce9cff4904d35c682c516a209,26/06/2023 00:14:12,ESCANER
4329,"Guatemala",1,"Villa Nueva",15,447,400,43,23,4,1,8,5,2,2,0,41,7,2,0,6,9,8,0,18,5,1,1,6,12,2,4,0,0,1,211,25,2,238,0,238,--,400,162,211,238,238,Algún campo sin dato,1,753ddbc781fcd4143a084bb86cc15e08df89a072238cda8304b77fe9380b58af,25/06/2023 23:43:37,ESCANER
4330,"Guatemala",1,"Villa Nueva",15,447,400,43,17,7,0,15,6,1,0,1,38,4,1,1,3,7,7,0,28,4,3,0,7,9,4,2,1,2,0,211,22,3,236,0,236,--,400,164,211,236,236,Algún campo sin dato,1,14cd9bbca9f634e3c696f4e192287dd1db91ed51746a801ec14a0d8cddb12335,25/06/2023 23:53:33,ESCANER
4331,"Guatemala",1,"Villa Nueva",15,447,400,44,20,4,--,16,4,--,--,2,50,2,1,--,2,4,6,1,22,4,--,3,2,11,--,2,1,--,--,201,18,7,226,0,226,--,400,174,201,226,226,Algún campo sin dato,1,a16acbc793d55069056ca4ae56f3cb4ef6e7a5322d03faac5880569bc594e2d5,26/06/2023 03:46:44,ESCANER
4332,"Guatemala",1,"Villa Nueva",15,447,400,42,19,4,0,8,5,2,0,0,32,2,1,3,2,8,3,0,22,3,3,3,7,9,0,1,0,1,4,184,23,3,210,0,210,--,400,190,184,210,210,Algún campo sin dato,1,d48f2d77ded416fce29325bd5217bed10aed80a5e4f0d3c5d4e24c3cfa28ef4f,26/06/2023 00:02:48,ESCANER
4333,"Guatemala",1,"Villa Nueva",15,447,400,43,29,3,1,11,11,1,0,1,24,8,0,2,4,4,6,2,14,3,2,1,3,11,1,3,0,0,1,189,16,4,209,0,209,--,400,191,189,209,209,Algún campo sin dato,1,061557e9ba88b40d2f094948a399891deab03c1b2a9f2968d2aae192d7a2e75f,26/06/2023 00:58:35,ESCANER
4334,"Guatemala",1,"Villa Nueva",15,447,400,30,23,10,1,5,7,3,0,2,30,5,0,4,2,6,8,3,21,6,2,2,3,24,0,3,0,3,1,204,10,4,218,0,218,--,400,182,204,218,218,Algún campo sin dato,1,42f927f665df8bc984d9f655abf1003a702b9180694d36dead9e281e3888078a,26/06/2023 01:38:16,ESCANER
4335,"Guatemala",1,"Villa Nueva",15,447,400,45,23,2,0,6,6,0,0,3,25,1,1,0,1,9,7,1,37,3,2,2,6,20,0,1,0,1,0,202,10,0,212,0,212,--,400,188,202,212,212,Algún campo sin dato,1,002400bb9d114977fd800314b543163e578bba4fa3cc67c4ce6db5b22ef513f0,26/06/2023 00:22:27,ESCANER
4336,"Guatemala",1,"Villa Nueva",15,447,225,29,10,3,1,5,2,2,0,0,20,3,0,0,2,3,2,0,13,1,1,5,4,8,0,2,1,0,0,117,2,0,119,0,119,--,225,106,117,119,119,Algún campo sin dato,1,bfce597c42b042019657827149bd0aa5519039ca07cd8c035cb92be489b86f9b,25/06/2023 23:21:30,ESCANER
4337,"Guatemala",1,"Villa Nueva",15,447,224,20,15,5,0,2,2,0,1,0,16,1,1,0,1,3,3,1,14,4,3,1,3,17,0,1,0,0,0,114,4,0,118,0,118,--,224,106,114,118,118,Algún campo sin dato,1,65fae54a86d7c64588c8f4db07e60c301050f75c5e165d2486dd6b4b7e81b27b,25/06/2023 23:01:08,ESCANER
4338,"Guatemala",1,"Villa Nueva",15,448,400,35,37,6,0,9,5,3,0,1,35,8,1,4,1,10,7,2,21,8,1,1,5,14,5,5,1,2,4,231,19,2,252,0,252,--,400,148,231,252,252,Algún campo sin dato,1,bdbd932e182d515ce0c4b433ad0163eab198b302ad0b15980e2dc2cb071936e8,26/06/2023 03:47:07,ESCANER
4339,"Guatemala",1,"Villa Nueva",15,448,400,42,33,2,0,11,6,2,0,1,29,7,2,1,4,14,8,2,30,8,1,1,6,9,2,2,1,1,7,232,20,2,254,0,254,--,398,144,232,254,254,Algún campo sin dato,1,bb6cab831137fadc5db46472ca13e5ce05515082a0afd118f7af2c568ea32f60,26/06/2023 03:34:03,ESCANER
4340,"Guatemala",1,"Villa Nueva",15,448,400,46,24,12,3,10,6,2,1,1,17,4,0,2,6,12,6,1,26,4,1,2,7,13,1,5,0,0,0,212,22,3,237,0,237,--,400,163,212,237,237,Algún campo sin dato,1,a4d87fdca4c032b15ffc0a6f9403ef90773dc77fdaac4e1a00c1182c8f90fef0,26/06/2023 03:29:14,ESCANER
4341,"Guatemala",1,"Villa Nueva",15,448,400,52,29,10,1,14,5,3,0,0,38,9,1,2,5,8,5,1,25,13,0,6,9,8,0,6,0,2,3,255,19,3,277,0,277,--,400,123,255,277,277,Algún campo sin dato,1,b8573d5ad5ab8152ead3f2ae4e16ea3c94cacdfbc1ea1fa9d7a5ec10b9937ea6,26/06/2023 03:20:30,ESCANER
4342,"Guatemala",1,"Villa Nueva",15,448,400,46,30,11,1,12,11,2,--,2,18,6,2,1,2,8,6,4,30,--,2,2,6,15,2,1,--,4,2,226,16,9,251,0,251,--,400,149,226,251,251,Algún campo sin dato,1,b56ba54d41a9c808a125b3a010aefbf19ad54207bd6e534f7cc2116967e2a456,26/06/2023 03:21:36,ESCANER
4343,"Guatemala",1,"Villa Nueva",15,448,400,36,27,8,1,11,5,4,--,--,29,8,2,3,7,14,9,1,26,6,3,4,9,16,--,4,1,2,2,238,25,0,263,0,263,--,400,137,238,263,263,Algún campo sin dato,1,3ea5b24ba34b98de6713b39bf0320c2c8fe247522e04904bfb0c953877150a47,26/06/2023 01:28:35,ESCANER
4344,"Guatemala",1,"Villa Nueva",15,448,400,40,27,8,2,10,10,3,0,2,19,4,0,5,5,20,5,2,25,8,1,8,7,10,1,7,0,0,3,232,18,2,252,0,252,--,400,148,232,252,252,Algún campo sin dato,1,27d95668a39ec6bd52c728f3eebf714f56378b20ccdeda58dcd5af46d571670c,26/06/2023 03:12:26,ESCANER
4345,"Guatemala",1,"Villa Nueva",15,448,400,43,28,12,3,4,11,0,1,2,33,6,7,3,0,16,7,3,24,7,4,4,8,21,1,4,1,4,2,274,20,0,400,0,400,0,400,126,259,279,279,Sumas Asentadas sin cuadrar,1,af7eab2955c6231b64ac9444c09fb6c8af1e600b9ff4309a85b9d06c3afa91d6,26/06/2023 05:17:26,ESCANER
4346,"Guatemala",1,"Villa Nueva",15,448,400,29,25,9,0,10,9,1,1,3,40,8,4,1,5,16,6,0,19,11,2,2,3,12,2,3,0,1,7,229,29,0,258,0,258,--,400,142,229,258,258,Algún campo sin dato,1,be72ab46f5ccb7cc9692795345c011f841ac9c74a05f4a3123dfac3e6865ac6c,26/06/2023 03:25:28,ESCANER
4347,"Guatemala",1,"Villa Nueva",15,448,400,54,21,3,3,12,6,--,--,2,25,8,1,--,5,17,4,--,28,15,1,2,5,11,1,3,2,2,1,232,25,--,--,--,257,1,400,143,232,257,257,Algún campo sin dato,1,e9907c614838f490e3862d432b695c7f987812ef33d0a0e700daf2d001157e15,26/06/2023 03:17:57,ESCANER
4348,"Guatemala",1,"Villa Nueva",15,448,400,57,27,15,1,4,7,2,1,0,24,4,2,3,3,17,6,2,14,10,1,1,12,16,2,8,1,1,6,247,15,1,263,0,263,--,400,137,247,263,263,Algún campo sin dato,1,8b1e5174ea10416b996bcdb2b907db1b594b79514402efde7860c5afd0765db6,26/06/2023 03:26:13,ESCANER
4349,"Guatemala",1,"Villa Nueva",15,448,400,39,27,8,1,12,9,2,1,1,25,4,3,0,3,11,3,3,22,3,2,1,8,7,1,2,0,2,2,202,32,0,234,0,234,--,396,162,202,234,234,Algún campo sin dato,1,567d5800e168095f203f806492a4cbfee2e9916ee26541a062422d9be0f21614,26/06/2023 03:24:10,ESCANER
4350,"Guatemala",1,"Villa Nueva",15,448,400,32,18,7,2,4,11,3,0,0,26,6,0,4,3,10,2,2,25,3,2,3,5,27,0,7,2,1,1,206,12,0,218,0,218,--,396,179,206,218,218,Algún campo sin dato,1,514953b85c2529c7b59a798c096ff70fd7fc4048b0400f2cff5b3107c5d83a63,26/06/2023 03:28:48,ESCANER
4351,"Guatemala",1,"Villa Nueva",15,448,400,46,32,8,1,6,8,4,0,0,26,3,0,0,2,18,4,2,16,5,2,0,0,14,0,2,1,4,--,205,9,1,215,0,215,--,400,185,204,214,214,Sumas Asentadas sin cuadrar,1,b0c63c5c07353c8cd38f7b65cdf6b9f8090a9bc78c193c7665acfa14f106efd8,26/06/2023 03:29:11,ESCANER
4352,"Guatemala",1,"Villa Nueva",15,448,400,36,22,10,2,5,7,3,0,3,20,8,4,1,4,11,5,1,21,8,1,3,7,21,0,7,1,0,--,211,17,1,229,0,229,--,397,168,211,229,229,Algún campo sin dato,1,4f5b6767dc0438d9f377ab3c5a7d1b2b3f2bd09e089f48e75cc0c03ea98bb491,26/06/2023 03:18:00,ESCANER
4353,"Guatemala",1,"Villa Nueva",15,448,400,35,22,7,2,15,7,1,0,0,22,7,5,4,4,15,2,1,29,6,3,3,4,13,3,5,0,0,1,216,18,0,234,0,234,--,400,166,216,234,234,Algún campo sin dato,1,f2b5effc2d75d597ffddc05a3a5c6a9cbcd936eaf3648de76dc3f96dc6929596,26/06/2023 03:21:17,ESCANER
4354,"Guatemala",1,"Villa Nueva",15,448,400,33,32,4,1,9,13,3,0,1,23,3,2,2,3,10,5,2,20,9,1,0,4,16,1,6,1,1,4,209,15,2,226,0,226,--,400,174,209,226,226,Algún campo sin dato,1,63f86324e06d966e985508d4dfdd6844cb4d34cab43b58aa7a3156793d0bcbd3,26/06/2023 02:53:55,ESCANER
4355,"Guatemala",1,"Villa Nueva",15,448,400,47,6,12,2,14,11,3,1,1,25,7,2,2,1,14,5,2,14,10,0,2,5,10,0,3,0,2,0,226,18,3,247,0,247,--,397,149,201,222,222,Sumas Asentadas sin cuadrar,1,9d206a162e49d864f2eaa62f660c6adb709386de6f9eec8396b2f90673991315,26/06/2023 03:22:13,ESCANER
4356,"Guatemala",1,"Villa Nueva",15,448,400,32,34,5,0,14,4,3,1,2,21,3,2,2,2,12,2,1,21,7,1,3,5,23,1,4,2,6,4,217,12,1,230,0,230,--,395,165,217,230,230,Algún campo sin dato,1,4f47044e553c284b66144316f3fcbc32eb8abce717c37e8b8a0eae3993588c7e,26/06/2023 03:22:54,ESCANER
4357,"Guatemala",1,"Villa Nueva",15,448,400,42,24,9,3,10,4,7,1,2,25,6,0,1,8,8,3,2,19,6,2,3,3,20,1,10,2,4,2,227,14,2,243,0,243,--,400,157,227,243,243,Algún campo sin dato,1,314ad467a2b5006e36916d4fd56284123f50ddebec99577c11f935e5847263d0,26/06/2023 03:43:34,ESCANER
4358,"Guatemala",1,"Villa Nueva",15,448,400,41,21,6,1,11,5,5,0,3,24,4,3,4,3,15,8,2,27,4,3,3,7,20,2,5,0,1,5,233,19,5,257,0,--,--,400,143,233,257,257,Algún campo sin dato,1,2c0b57451f81d4df23dca00ed59751c4a7a1ac5cc985d4ac0a39407b95be9da2,26/06/2023 03:30:29,ESCANER
4359,"Guatemala",1,"Villa Nueva",15,448,400,47,35,6,3,12,2,4,1,4,18,10,3,2,2,14,6,4,18,11,2,0,4,13,0,2,1,4,2,230,23,5,258,0,258,--,400,142,230,258,258,Algún campo sin dato,1,ffa617fde897f780cc8f04a165663b09a6a5e1010bdf8b476cfaf57e7e11d9d9,26/06/2023 03:02:30,ESCANER
4360,"Guatemala",1,"Villa Nueva",15,448,400,38,26,3,2,6,6,3,1,4,34,3,3,3,7,12,3,0,21,5,2,4,13,9,0,5,1,5,0,219,21,3,243,157,400,--,--,--,219,243,400,Algún campo sin dato,1,e541283155725f5534ed5343f012f08047dd35fb09dda5c7bfe3103a2a08ada6,26/06/2023 03:23:48,ESCANER
4361,"Guatemala",1,"Villa Nueva",15,448,400,35,32,11,0,9,6,4,1,0,31,4,4,2,4,21,7,1,31,8,1,2,5,15,1,11,0,1,1,248,16,1,265,0,265,--,400,135,248,265,265,Algún campo sin dato,1,1315518e3ff2d67f9dd3493a9d6510392d19ac9c7f2c4b550ce12c1f19e1cc5f,26/06/2023 03:21:35,ESCANER
4362,"Guatemala",1,"Villa Nueva",15,448,400,21,27,7,0,14,7,2,1,2,24,7,4,1,5,18,5,3,22,9,0,2,7,19,4,5,0,4,4,224,23,2,249,0,249,--,400,151,224,249,249,Algún campo sin dato,1,2d5e847699c63d1ce1a6aa3936364f98631c0f12b77548cea77e60104622cb7e,26/06/2023 03:07:28,ESCANER
4363,"Guatemala",1,"Villa Nueva",15,448,400,38,24,6,1,15,5,4,2,1,19,4,2,3,6,14,5,4,23,10,0,3,8,10,1,5,0,0,7,220,24,2,246,0,246,--,401,155,220,246,246,Algún campo sin dato,1,7466c4c614d4f2052cdb84d525245ce9810e2a75a276d5ddbf01f0501ed4070b,26/06/2023 03:00:46,ESCANER
4364,"Guatemala",1,"Villa Nueva",15,448,400,44,22,14,2,9,6,5,0,1,30,4,0,1,8,19,2,0,26,4,2,6,6,21,0,3,0,0,3,238,12,0,250,6,256,--,400,144,238,250,256,Algún campo sin dato,1,8c7eaaf9e27fef2173262935bb66512a5853d2309cdfe5141e7d48f95a303adc,26/06/2023 03:03:56,ESCANER
4365,"Guatemala",1,"Villa Nueva",15,448,400,66,26,4,0,16,9,2,0,1,21,2,0,1,3,12,4,3,25,4,2,2,6,11,1,2,0,0,0,223,15,1,239,0,239,--,400,161,223,239,239,Algún campo sin dato,1,47faaae6c6e84ee4b85454cdd3ce716a69acab5030bcf4fec2bcbb8f57656d95,26/06/2023 00:10:31,ESCANER
4366,"Guatemala",1,"Villa Nueva",15,448,400,47,21,6,0,6,4,3,3,1,23,3,0,2,3,10,8,3,27,7,3,1,4,10,1,6,0,3,4,209,28,1,238,0,238,--,400,162,209,238,238,Algún campo sin dato,1,c2dc535f981a2e9566ceed1f2d7550c1cb3becb03f4ec7d5f9ad4c4c252aa7b6,26/06/2023 03:16:01,ESCANER
4367,"Guatemala",1,"Villa Nueva",15,448,400,40,25,4,1,10,6,2,1,0,26,3,0,1,4,17,3,0,34,8,1,3,0,14,2,2,0,2,1,210,24,4,238,2,240,--,400,160,210,238,240,Algún campo sin dato,1,cc35049d501b2d503379ce91834cd35bc77b74f83075161981cc583cae5c1854,26/06/2023 04:34:03,ESCANER
4368,"Guatemala",1,"Villa Nueva",15,448,400,34,22,5,0,9,5,2,0,2,14,6,2,0,2,17,1,1,19,10,1,2,6,17,2,8,0,6,3,196,19,3,218,0,218,--,398,182,196,218,218,Algún campo sin dato,1,7be7154f8ef4f85b6d670dd45ca7835590ab6265320ef1500df6fdc4e3b11901,26/06/2023 02:50:45,ESCANER
4369,"Guatemala",1,"Villa Nueva",15,448,400,39,28,7,0,14,6,2,0,3,24,1,0,2,0,10,3,2,26,8,1,3,5,14,3,2,0,1,0,204,23,0,227,1,228,--,400,173,204,227,228,Algún campo sin dato,1,73989fc352c8a802c5f38e8cee0209baa014ce5257169dbc57d16220df1949c7,26/06/2023 03:13:04,ESCANER
4370,"Guatemala",1,"Villa Nueva",15,448,400,47,25,12,1,9,3,3,1,1,24,8,3,1,5,15,3,3,10,6,2,4,4,13,0,4,0,2,3,212,16,0,228,0,228,0,397,168,212,228,228,,1,95bbfee2523c8e2c07f895e296e337488590998755b5389c1226dcb3f919e51e,26/06/2023 05:19:25,ESCANER
4371,"Guatemala",1,"Villa Nueva",15,449,400,41,19,8,0,9,4,1,1,2,26,3,0,4,1,7,1,0,14,6,0,3,3,13,1,6,2,3,1,179,16,4,199,0,199,--,400,201,179,199,199,Algún campo sin dato,1,cc97f449a22eefbc97a259c4184600cb36bcc3c8ac7c2139207e36376ccb7c6e,26/06/2023 00:18:27,ESCANER
4372,"Guatemala",1,"Villa Nueva",15,449,400,41,25,11,1,10,9,1,0,4,23,5,1,1,3,7,4,2,21,11,1,4,6,8,0,4,0,2,4,209,23,2,234,0,234,--,400,166,209,234,234,Algún campo sin dato,1,c7da425d1b5765613385462126a4e12a5464e063aab9da6df61534a83b9bac3e,26/06/2023 01:54:05,ESCANER
4373,"Guatemala",1,"Villa Nueva",15,449,400,28,26,7,--,9,4,--,--,1,15,5,1,3,3,8,4,1,22,2,3,1,7,10,--,--,1,2,--,163,14,2,179,0,179,--,400,221,163,179,179,Algún campo sin dato,1,e1f152a9f547e4b299656abd655203a5ba4567968a5bf1292ba15369c8694057,26/06/2023 00:42:01,ESCANER
4374,"Guatemala",1,"Villa Nueva",15,449,400,16,7,0,0,8,1,0,1,14,15,6,1,3,0,5,4,2,9,7,1,0,6,33,3,15,0,4,0,161,54,3,218,0,218,0,400,182,161,218,218,,1,4a6329440576b9620693e42a8dd22d33295acebeaf4abd278c458eb932fe3ad7,26/06/2023 04:47:51,MOVIL
4375,"Guatemala",1,"Villa Nueva",15,449,400,31,27,4,0,9,4,3,1,1,18,3,3,2,8,11,1,1,19,2,1,2,7,13,1,3,0,2,3,180,19,1,200,0,200,--,397,197,180,200,200,Algún campo sin dato,1,3562e2231cb6150377d2d6dd5f1370c405d4c4d8f33f491394ab5cfef8d4457d,26/06/2023 02:18:47,ESCANER
4376,"Guatemala",1,"Villa Nueva",15,449,400,34,20,6,2,7,6,2,0,0,16,4,2,2,0,8,2,0,20,3,4,3,8,22,2,3,2,1,2,181,16,200,397,0,397,--,397,200,181,397,397,Algún campo sin dato,1,46caec15fa9b467664731f8796828504db850c0b48ee29b05cf4dbe706c95574,26/06/2023 02:48:26,ESCANER
4377,"Guatemala",1,"Villa Nueva",15,449,400,47,23,6,1,2,12,1,0,2,17,3,0,2,2,15,3,1,32,4,2,0,6,18,2,6,0,2,4,213,17,0,230,0,230,--,400,170,213,230,230,Algún campo sin dato,1,6e93e610ede904485b3c41780f70b47ffba693bc8dcf074d25abbc144ebce554,26/06/2023 00:31:25,ESCANER
4378,"Guatemala",1,"Villa Nueva",15,449,400,24,16,8,0,7,10,0,0,1,19,7,2,2,1,18,2,2,17,4,1,4,3,31,1,5,0,2,2,189,9,0,198,0,198,1,396,201,189,198,198,,1,0f94fd39ce942327eb0cb4fd0e2dbfc98d0dae17bd8f31b275936ed4e0e24996,26/06/2023 02:13:17,ESCANER
