TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
640,640,100.0000,636,99.3750,4,252887,149402,59.0785

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,BIEN,CABAL,MLP,UNE,PPG,PIN,PHG,WINAQ,VIVA,ELEFANTE,TODOS,AZUL,U R N G - MAIZ,UR,PODEMOS,PR,VALOR,MI FAMILIA,CAMBIO,PPN,VICTORIA,SEMILLA,P A N,VOS,FCN-NACION,CREO,UNIONISTA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
4379,"Guatemala",1,"Villa Nueva",15,449,400,27,28,14,3,3,10,4,3,2,17,5,0,0,2,12,5,0,23,3,3,0,4,60,0,7,1,0,2,238,7,1,246,0,246,--,400,154,238,246,246,Algún campo sin dato,1,09968b24a7047f62225914876bdbe45cdb57f1716c0defa624929a41a9ad610b,26/06/2023 02:08:44,ESCANER
4380,"Guatemala",1,"Villa Nueva",15,449,400,27,19,13,2,5,7,5,0,5,25,4,2,5,1,9,1,1,22,5,3,0,9,55,0,10,0,1,4,240,11,0,251,0,251,--,400,149,240,251,251,Algún campo sin dato,1,209a846d13c3cec6ea8c9a7b052d06f9ebc0b31bb2197e3af0835d44e1d617cb,26/06/2023 02:55:01,ESCANER
4381,"Guatemala",1,"Villa Nueva",15,449,400,41,15,9,3,5,6,2,0,1,20,3,0,1,1,9,5,1,20,4,1,4,1,64,1,7,1,2,1,228,9,1,238,0,238,--,400,162,228,238,238,Algún campo sin dato,1,3bdc80fd9193520d4f1092df291282e7ba563587bceadf60c99f38ce11cd00b1,26/06/2023 03:07:12,ESCANER
4382,"Guatemala",1,"Villa Nueva",15,449,400,34,23,4,1,3,3,2,0,2,15,5,0,1,1,9,5,2,25,9,1,1,5,19,0,2,0,1,2,175,11,0,186,0,186,--,400,214,175,186,186,Algún campo sin dato,1,0d3822f35725c03b7b2f5eed7770cad903a1d62271a0bbb29376e1fb0e06bb39,26/06/2023 03:04:01,ESCANER
4383,"Guatemala",1,"Villa Nueva",15,449,400,47,27,4,0,2,7,2,1,1,31,4,1,0,1,20,2,1,25,4,0,2,4,26,0,4,2,1,1,220,9,2,231,0,231,--,400,169,220,231,231,Algún campo sin dato,1,b4fb8a1f81410733a9dbda1b36313c6984dd9c79932dd7e6e54df8bab1eec6be,26/06/2023 03:22:36,ESCANER
4384,"Guatemala",1,"Villa Nueva",15,449,400,49,15,3,1,6,3,4,1,0,7,1,0,1,4,9,0,2,25,5,2,2,1,34,1,3,0,0,3,182,8,0,190,0,190,--,400,210,182,190,190,Algún campo sin dato,1,87b89f84dae16b86fc5345528a4b04b9782c662bcc267101aab6e7e9d90028b7,26/06/2023 03:13:33,ESCANER
4385,"Guatemala",1,"Villa Nueva",15,449,400,33,16,6,1,3,5,1,1,4,13,0,2,2,2,7,2,0,13,3,1,2,4,23,1,6,0,0,1,152,24,0,176,0,176,--,400,224,152,176,176,Algún campo sin dato,1,426401cf5fdec9661c34fb7931b506213157cc2f07df48c4e53c6bf55ad9353e,26/06/2023 03:07:25,ESCANER
4386,"Guatemala",1,"Villa Nueva",15,449,400,45,21,7,3,7,8,1,1,1,16,5,0,0,4,1,5,16,14,4,1,2,4,33,0,3,0,1,0,203,10,0,213,0,213,--,400,187,203,213,213,Algún campo sin dato,1,677f07084e1e41e6bed134213e1746e2393b5d1ecaf74e3bb37c07685b8d9878,26/06/2023 02:52:52,ESCANER
4387,"Guatemala",1,"Villa Nueva",15,449,400,48,22,7,1,5,3,3,--,4,17,4,--,1,1,9,1,1,17,4,--,3,--,27,2,2,2,1,1,186,7,--,193,--,193,--,400,207,186,193,193,Algún campo sin dato,1,ab5699b6a3e02280bef5fa053372b584e904077fa3788ac21c6bda4267736b83,26/06/2023 04:21:55,ESCANER
4388,"Guatemala",1,"Villa Nueva",15,449,400,44,18,10,4,2,6,5,1,1,7,2,1,0,3,10,2,0,15,8,1,0,3,42,1,3,1,1,2,193,13,1,207,0,207,--,400,193,193,207,207,Algún campo sin dato,1,ae2441b7dbc9e19b85a966a3eab283696f42fdf3106c4fcecf69e5b291dc9c1c,26/06/2023 02:28:33,ESCANER
4389,"Guatemala",1,"Villa Nueva",15,449,219,26,14,3,1,5,4,0,0,0,6,4,0,2,1,8,1,2,5,3,1,0,1,27,0,2,0,1,0,117,8,0,125,0,125,--,218,93,117,125,125,Algún campo sin dato,1,608eabd2c9de7f274d990f2876c628fda32e182082cfc410d083b9efdfde198c,26/06/2023 00:04:26,ESCANER
4390,"Guatemala",1,"Villa Nueva",15,449,218,18,7,4,1,1,1,0,0,0,9,0,0,0,3,8,0,1,5,2,1,1,4,18,0,2,0,0,1,87,2,1,90,2,92,--,218,126,87,90,92,Algún campo sin dato,1,2a6cdcdd4a483bae1f70681a4fe1d5bb18a9359738aa27e694c1c6ef161c8817,25/06/2023 23:22:39,ESCANER
4391,"Guatemala",1,"Villa Nueva",15,450,400,39,15,8,2,20,6,5,0,1,7,2,0,2,1,7,3,1,52,4,1,3,6,13,2,4,0,0,2,206,22,4,232,0,232,--,400,168,206,232,232,Algún campo sin dato,1,851db483fe708762f8523309b873f12c27c8f50e7040b6e00111a050b825651d,25/06/2023 23:42:40,ESCANER
4392,"Guatemala",1,"Villa Nueva",15,450,400,46,21,6,1,19,4,1,1,1,10,2,4,4,3,10,2,0,45,8,3,1,4,14,0,0,0,0,5,215,25,1,241,0,241,--,400,159,215,241,241,Algún campo sin dato,1,279ca285d7a8424cd098ec766cf0c2532f2f7bce1337bf8581d26a4671458fca,26/06/2023 00:24:36,ESCANER
4393,"Guatemala",1,"Villa Nueva",15,450,400,49,18,6,2,9,6,1,0,0,15,4,1,3,4,16,1,1,58,3,1,1,6,12,2,2,0,0,4,225,28,0,253,0,253,--,401,146,225,253,253,Algún campo sin dato,1,d5b5c2841812a3dc11d14357e0a6edd7930ad5b747d656f73fe2f4be5f179987,26/06/2023 00:31:36,ESCANER
4394,"Guatemala",1,"Villa Nueva",15,450,400,25,18,8,0,28,5,2,1,3,9,3,0,2,2,10,1,1,61,2,2,2,2,10,0,1,0,0,5,203,37,2,242,0,242,0,401,159,203,242,242,,1,df2003ca4a68108aeae186836203a4303fc27c13c98121d01fc4b8e457637aaa,25/06/2023 22:44:08,ESCANER
4395,"Guatemala",1,"Villa Nueva",15,450,400,52,24,9,2,18,4,2,0,1,17,5,0,2,4,16,0,0,62,2,3,2,4,12,4,1,1,1,--,248,22,1,271,0,271,--,397,126,248,271,271,Algún campo sin dato,1,35bb060710d32d33d756e77acfdf190364175620494ceb1cb1e46c3322025e8f,25/06/2023 22:12:43,ESCANER
4396,"Guatemala",1,"Villa Nueva",15,450,400,38,17,5,5,15,5,4,2,1,14,6,2,1,4,10,0,0,40,0,1,4,5,9,1,2,0,1,1,193,32,4,229,0,229,--,400,171,193,229,229,Algún campo sin dato,1,6bf063b4b82138d9b47c50c75eb3fdb5a9765b5d9282a39cdf4e024b49cc8639,26/06/2023 01:43:16,ESCANER
4397,"Guatemala",1,"Villa Nueva",15,450,400,29,19,5,2,15,8,1,2,1,6,8,1,3,8,13,0,0,62,2,1,3,3,10,1,2,0,1,2,208,26,3,237,0,237,--,400,163,208,237,237,Algún campo sin dato,1,740dfb41c90551e5cc2873147a228e71b14ed7bcd0440a970652faa2610dff94,25/06/2023 23:54:48,ESCANER
4398,"Guatemala",1,"Villa Nueva",15,450,400,39,20,10,1,9,6,4,3,0,5,2,2,2,6,11,1,0,54,1,5,2,4,15,0,4,0,0,4,210,13,2,225,0,225,--,400,175,210,225,225,Algún campo sin dato,1,aa883039af1c6032f12faa3e0c7cd932f3d9c0a2789b1520561749b63bf40499,26/06/2023 00:54:22,ESCANER
4399,"Guatemala",1,"Villa Nueva",15,450,400,39,20,11,3,8,1,3,3,1,10,1,1,0,1,17,0,0,56,2,0,2,3,21,1,1,1,0,3,209,19,3,231,0,231,--,400,169,209,231,231,Algún campo sin dato,1,052851f7966bdb0b38a6b0b9f68fb0bd64c80a97f88a3f05e94b7bd647484367,26/06/2023 00:11:05,ESCANER
4400,"Guatemala",1,"Villa Nueva",15,450,400,27,11,3,2,20,6,3,0,1,7,2,1,2,1,7,3,1,58,3,1,1,4,7,1,4,0,1,2,179,38,2,219,0,219,--,400,181,179,219,219,Algún campo sin dato,1,2c412e3f33e3a389c102da26587a39c17952392b46917e85b4983d346c151b1a,25/06/2023 23:33:37,ESCANER
4401,"Guatemala",1,"Villa Nueva",15,450,400,36,24,7,3,16,6,3,1,1,9,3,1,1,1,14,1,1,47,4,2,3,6,8,0,4,0,1,8,211,26,1,238,0,238,--,400,162,211,238,238,Algún campo sin dato,1,2d1f89cbd72da09abe692a3f5bdee15109e08a330852fcfcb8c32476897a786a,26/06/2023 00:01:53,ESCANER
4402,"Guatemala",1,"Villa Nueva",15,451,400,50,26,4,2,17,5,0,1,0,6,1,0,1,2,16,5,0,58,7,1,2,2,9,0,3,0,1,4,223,20,4,247,0,247,--,397,150,223,247,247,Algún campo sin dato,1,ed45291062c1ce0893b2eb11fa86dad94bfdb2a72784995699c34fa613c7d013,26/06/2023 01:41:48,ESCANER
4403,"Guatemala",1,"Villa Nueva",15,451,400,34,17,5,1,9,5,4,0,2,7,5,1,1,1,19,2,1,48,2,2,2,6,17,1,3,1,1,0,197,16,4,217,0,217,--,397,180,197,217,217,Algún campo sin dato,1,25dd6f57cdcca7358a08201ca6a1fd5f62635ee2f477497fc872abe3dc5ba707,26/06/2023 00:24:59,ESCANER
4404,"Guatemala",1,"Villa Nueva",15,451,400,33,24,5,1,19,5,4,1,1,4,4,2,1,2,17,1,1,60,3,1,1,1,18,0,1,1,0,6,217,17,3,237,0,237,--,400,163,217,237,237,Algún campo sin dato,1,5f650910e49b1d9e01c4c53831de7aa6f0db635ce32f6b941daaeeea68e5d9ff,25/06/2023 23:29:00,ESCANER
4405,"Guatemala",1,"Villa Nueva",15,451,400,30,21,8,7,11,5,1,0,2,7,4,1,1,1,9,0,1,63,4,3,2,4,5,1,0,1,1,10,203,19,4,226,0,226,--,400,174,203,226,226,Algún campo sin dato,1,d11db43d3e25e6a7c1e4d3afefc79cac5fd2b4e2100886a6044f8b1f01000139,26/06/2023 02:08:19,ESCANER
4406,"Guatemala",1,"Villa Nueva",15,451,400,36,18,8,3,18,3,1,2,0,12,4,2,3,4,10,3,1,48,1,1,2,3,7,0,4,1,0,3,198,20,5,223,0,223,--,400,177,198,223,223,Algún campo sin dato,1,42f43eade2a620a65da1b5e93fb12e510e30b29661307caf92b5e757f31cba39,26/06/2023 00:13:20,ESCANER
4407,"Guatemala",1,"Villa Nueva",15,451,400,48,25,4,2,9,4,0,1,4,7,5,0,2,8,12,1,0,47,3,1,5,3,13,2,2,2,2,1,213,14,8,235,0,235,--,400,165,213,235,235,Algún campo sin dato,1,2af5b5bdd2c3266353b9d6f6f37a38b7dc1d51c6ddc1054b3b206adcc3611273,25/06/2023 23:18:41,ESCANER
4408,"Guatemala",1,"Villa Nueva",15,451,400,40,16,6,2,19,1,0,2,0,14,3,1,2,1,6,2,0,60,2,0,4,2,11,1,2,2,1,4,204,21,3,228,0,228,--,400,172,204,228,228,Algún campo sin dato,1,f1f2d2bba1e0c9c94f30170dedabc9b98f853e35565847df96b0051fdd3438f7,25/06/2023 23:40:01,ESCANER
4409,"Guatemala",1,"Villa Nueva",15,451,400,40,25,10,2,16,6,1,1,1,6,3,0,3,1,16,0,0,58,3,1,6,2,6,0,1,1,0,4,213,17,1,231,1,232,--,400,168,213,231,232,Algún campo sin dato,1,393da0b2c361d2ce81afe360d008eafce505416e98b1c00d6f03a2273227ec25,26/06/2023 01:08:23,ESCANER
4410,"Guatemala",1,"Villa Nueva",15,451,400,33,23,5,4,17,3,7,0,0,10,2,3,4,3,15,1,0,45,1,1,0,6,11,0,1,1,1,1,198,10,3,211,6,217,--,217,186,198,211,217,Algún campo sin dato,1,1b61e1369164fb0fae0b0d3604876f7e828efb07e6dfeb59c15a1ef6fe689bed,26/06/2023 01:54:19,ESCANER
4411,"Guatemala",1,"Villa Nueva",15,451,400,39,23,8,1,16,3,2,0,2,11,3,2,0,2,11,0,1,41,5,2,1,1,6,1,6,0,0,2,189,25,6,220,0,220,--,400,180,189,220,220,Algún campo sin dato,1,cea17f1ee5199b51dd5847888d6713f9b9518ea7198d6c2e5b0e426b3c3a3a6b,26/06/2023 00:52:39,ESCANER
4412,"Guatemala",1,"Villa Nueva",15,451,400,36,11,6,2,15,1,0,5,0,10,8,1,1,1,10,0,0,55,1,4,5,4,11,0,5,0,1,6,199,19,1,219,0,219,--,400,181,199,219,219,Algún campo sin dato,1,4b3e25f11652601dd9831cce5407f31e19a14ff43cc0dee617a73da05e92e3a1,25/06/2023 23:16:09,ESCANER
4413,"Guatemala",1,"Villa Nueva",15,451,400,38,25,8,1,13,3,1,1,2,6,3,0,3,3,9,1,1,48,1,0,6,1,12,1,4,0,1,5,197,20,4,221,--,--,--,400,179,197,221,221,Algún campo sin dato,1,701922c017d6239dcebfb2b84cfe3ebf564c4c165ad1c8984a21ebba646c1ec7,25/06/2023 23:39:39,ESCANER
4414,"Guatemala",1,"Villa Nueva",15,451,400,34,17,10,0,11,4,2,0,1,2,5,3,0,3,18,6,0,52,1,1,4,5,16,2,0,0,0,5,202,10,1,213,8,221,--,400,176,202,213,221,Algún campo sin dato,1,0a284d3d6cb2c90cc54b2fa95d23237cc026a5f89448a5d8b5149b8f80e661d8,26/06/2023 00:37:43,ESCANER
4415,"Guatemala",1,"Villa Nueva",15,451,400,37,22,10,2,9,6,4,1,1,5,1,0,2,2,12,2,0,58,3,0,5,1,23,0,6,0,1,1,214,13,1,228,0,228,--,400,172,214,228,228,Algún campo sin dato,1,42ae6d2ddb9dd329f667e75646d20e761d3dd947d05311113a599b72af29be1a,26/06/2023 01:32:44,ESCANER
4416,"Guatemala",1,"Villa Nueva",15,451,400,37,23,12,6,2,6,2,1,1,13,4,2,0,3,17,0,1,50,4,1,1,2,27,1,11,1,2,6,235,18,0,253,0,253,--,400,147,236,254,254,Sumas Asentadas sin cuadrar,1,4091f2a606d30c01b7bf1417523d256504542c22a4bcdc55a87d16ae703316ba,26/06/2023 02:00:09,ESCANER
4417,"Guatemala",1,"Villa Nueva",15,451,400,37,20,4,0,8,5,2,2,0,5,2,1,0,1,10,2,0,56,4,0,4,3,29,0,3,1,1,0,200,17,2,219,0,219,--,400,181,200,219,219,Algún campo sin dato,1,8985b95f093c146111d5700b39cc06957b792d07b8968487c7ee2f7e59591fea,26/06/2023 02:38:03,ESCANER
4418,"Guatemala",1,"Villa Nueva",15,451,400,30,18,10,1,8,3,3,1,0,10,0,0,0,3,11,2,0,69,1,0,1,0,23,0,9,4,0,3,210,16,--,226,--,226,--,--,--,210,226,226,Algún campo sin dato,1,281e2b9a4141587dd6b92b9320e39bb62d6a1a99131d4ffa2821f4f59a5b6210,26/06/2023 02:12:20,ESCANER
4419,"Guatemala",1,"Villa Nueva",15,451,400,35,10,6,1,11,3,3,2,4,3,1,1,4,0,9,1,0,57,3,2,0,4,11,0,0,1,0,2,174,8,0,182,0,182,--,400,218,174,182,182,Algún campo sin dato,1,ffe93f7ac3dcd6292d45087b54ab5a81db390bde0c3d7aa518f350c483a526f6,26/06/2023 01:38:36,ESCANER
4420,"Guatemala",1,"Villa Nueva",15,451,381,34,18,10,0,7,6,4,0,1,7,5,0,2,6,6,2,2,46,1,2,1,2,24,0,2,1,0,1,190,13,0,203,0,203,--,381,178,190,203,203,Algún campo sin dato,1,bca9d1d3aaf2d7d9ec2775cea0ff047acf0e7368d38187e10b7668f0eda72312,26/06/2023 01:07:37,ESCANER
4421,"Guatemala",1,"Villa Nueva",15,451,380,29,9,9,2,6,4,6,1,2,4,3,0,1,3,8,0,1,62,1,0,2,1,28,0,3,0,0,2,187,6,0,193,0,193,--,400,207,187,193,193,Algún campo sin dato,1,95311e37bb5c7ab4ff888d80018437c73317588d2ef7e2607419eeb18de9da14,26/06/2023 00:55:59,ESCANER
4422,"Guatemala",1,"Villa Nueva",15,452,400,41,18,9,0,11,4,3,1,1,4,12,1,2,3,30,8,0,60,4,4,5,11,13,1,3,0,0,5,254,19,3,276,0,276,--,400,124,254,276,276,Algún campo sin dato,1,00d5d796b4f3e0b35ce5a03876592f429fe0fbfe862729a6bb59aa0cfbe882c9,26/06/2023 01:03:10,ESCANER
4423,"Guatemala",1,"Villa Nueva",15,452,400,42,21,10,1,8,3,2,0,5,2,7,3,2,0,57,4,1,45,3,1,1,5,12,0,8,0,2,6,251,22,5,278,0,278,--,--,--,251,278,278,Algún campo sin dato,1,3d4d72b93e33114686a0ef53c2e3ab0bcd79eadf5be9e1b20f139b5c1e74daae,25/06/2023 23:05:32,ESCANER
4424,"Guatemala",1,"Villa Nueva",15,452,400,28,19,12,1,8,8,1,0,0,7,8,3,6,7,35,6,0,61,5,1,2,11,10,0,3,0,0,3,245,27,1,273,0,273,--,398,125,245,273,273,Algún campo sin dato,1,78d04fc5effab9c02d737dd7b451523a01939a152016fbf12ffd948810eb3198,26/06/2023 01:31:39,ESCANER
4425,"Guatemala",1,"Villa Nueva",15,452,400,29,16,9,1,2,7,4,0,1,5,2,3,2,3,34,4,0,44,0,4,0,9,19,1,3,0,1,2,205,10,1,216,3,219,--,400,180,205,216,219,Algún campo sin dato,1,3df6db75e665cb38686fca9dd82bfd6b7bcf258ebd88d0ddd3f60b4b7ca2337f,26/06/2023 01:01:39,ESCANER
4426,"Guatemala",1,"Villa Nueva",15,452,400,29,15,6,2,5,4,4,0,0,5,9,2,2,4,49,1,0,55,1,3,4,2,13,1,7,0,0,3,226,21,2,249,0,249,--,400,151,226,249,249,Algún campo sin dato,1,c836bc304c7a03a56d2cda2ba2d1bec059598955ad6affeb5e89c65ccc8233a3,26/06/2023 00:37:38,ESCANER
4427,"Guatemala",1,"Villa Nueva",15,452,400,34,20,6,1,12,8,8,1,2,6,5,1,5,1,33,7,0,47,2,2,1,5,21,2,11,0,1,2,244,15,3,262,0,262,--,400,138,244,262,262,Algún campo sin dato,1,2cbdcec173361da0399422c065ca769378f77b4fe0662214a25daf67499d1635,25/06/2023 23:30:01,ESCANER
4428,"Guatemala",1,"Villa Nueva",15,452,400,35,14,6,0,10,13,4,0,2,5,6,3,1,2,36,5,1,59,2,3,3,9,13,0,3,2,1,5,243,15,5,263,0,263,--,--,--,243,263,263,Algún campo sin dato,1,21137d39f5def35da8ff3434d5143c78a049a024b6d0cb4a57a1ac0036e7d3f3,25/06/2023 23:17:36,ESCANER
4429,"Guatemala",1,"Villa Nueva",15,452,400,33,29,8,1,11,3,5,0,1,8,5,2,0,8,46,2,0,49,4,0,4,5,10,3,5,0,1,3,246,17,2,265,0,265,--,400,135,246,265,265,Algún campo sin dato,1,472cdbee80ea914f7744099cbdcfc9495314188785d7568e761ff7edbc2aec5b,26/06/2023 00:58:54,ESCANER
4430,"Guatemala",1,"Villa Nueva",15,452,400,34,19,3,0,10,5,5,0,0,4,6,1,4,3,33,8,1,50,3,0,4,9,11,0,5,0,2,2,222,16,2,240,2,242,--,400,158,222,240,242,Algún campo sin dato,1,ec7e5525e3be51e8f6315ec6e008d454547db95698a56c6cfa0ae2731185512e,26/06/2023 01:44:41,ESCANER
4431,"Guatemala",1,"Villa Nueva",15,452,400,34,12,6,0,12,6,2,1,1,7,5,3,3,3,53,6,0,43,4,1,4,4,11,2,7,0,1,8,239,11,0,250,0,250,--,400,150,239,250,250,Algún campo sin dato,1,aca9feca360f18b444e3bb2f0738b1887d56dfababcd57aff379b98ea880ba13,26/06/2023 02:50:05,ESCANER
4432,"Guatemala",1,"Villa Nueva",15,452,400,25,9,7,0,9,6,2,0,1,7,8,3,2,3,30,4,0,40,1,1,3,6,9,1,2,1,2,6,188,23,2,213,0,213,--,400,187,188,213,213,Algún campo sin dato,1,203a70017755cce8e1b187b8eab5f47bca45d5c7fab5525c49dc4c2916bda251,26/06/2023 03:26:40,ESCANER
4433,"Guatemala",1,"Villa Nueva",15,452,400,35,17,12,2,7,3,3,1,1,3,2,0,0,1,39,4,0,54,5,2,5,5,26,1,2,0,0,4,234,8,0,242,1,243,--,400,157,234,242,243,Algún campo sin dato,1,8b24a60ed3320ce1518fa4b9dfad8cb3437e4c96c81680eccaf7a218ff908b78,25/06/2023 23:35:11,ESCANER
4434,"Guatemala",1,"Villa Nueva",15,452,400,25,16,7,2,2,3,1,1,2,1,6,3,0,3,34,2,0,60,6,2,2,7,30,0,7,0,1,1,224,12,1,237,0,237,--,400,163,224,237,237,Algún campo sin dato,1,4794b11f29b82ef8ef5925dda2273248c5bf316dad6fdf712a300eb23fc39f65,26/06/2023 00:17:45,ESCANER
4435,"Guatemala",1,"Villa Nueva",15,452,272,20,15,5,1,4,2,3,0,0,2,2,1,1,0,23,1,0,31,1,1,1,2,15,0,2,0,0,1,134,7,2,143,0,143,--,272,129,134,143,143,Algún campo sin dato,1,ef080d465ce55cb40311b67ebc4fe56b01b3201eeb2ad8375cff792ee9b52375,26/06/2023 01:44:09,ESCANER
4436,"Guatemala",1,"Villa Nueva",15,452,272,6,12,3,0,3,0,1,0,0,2,6,1,1,0,22,1,0,31,2,2,0,3,26,0,2,0,0,2,126,2,0,128,0,128,--,272,144,126,128,128,Algún campo sin dato,1,757c41f2e7aaaf54d8d400ca31a75cc23502e8fdb0726b1d08ddfd217ea17ba8,25/06/2023 22:57:24,ESCANER
4437,"Guatemala",1,"Villa Nueva",15,453,400,33,18,15,2,6,15,10,0,0,8,11,3,1,9,33,5,1,26,1,8,3,3,24,2,8,0,0,7,252,21,1,274,1,275,--,--,--,252,274,275,Algún campo sin dato,1,24c0eb0d0ae0549c68c6c69c2a4f0fbcc4821f8a610055f6de76939ab3d8b634,26/06/2023 00:31:24,ESCANER
4438,"Guatemala",1,"Villa Nueva",15,453,400,27,21,17,4,11,10,7,0,0,4,9,8,1,3,31,2,1,42,3,1,0,4,17,2,1,2,1,5,234,18,0,252,0,252,--,400,148,234,252,252,Algún campo sin dato,1,6b2ad72ab9d8d2d556a29239c1b6603e0f731b22051ff57b662026dc813aad87,26/06/2023 04:04:31,ESCANER
4439,"Guatemala",1,"Villa Nueva",15,453,400,27,22,13,1,4,13,6,3,0,7,7,6,2,2,37,7,7,30,0,2,0,2,22,2,6,0,0,--,228,18,4,250,5,255,--,--,--,228,250,255,Algún campo sin dato,1,4b7d507cf541137330e37816f59e8eba1a96d6db859871712e973e371b630c20,26/06/2023 01:48:57,ESCANER
4440,"Guatemala",1,"Villa Nueva",15,453,400,21,13,15,1,4,14,10,0,0,9,7,8,3,1,38,1,0,27,2,1,1,6,29,0,7,0,1,6,225,19,1,245,0,245,--,--,151,225,245,245,Algún campo sin dato,1,24a48e1d781cefcde08842ec872e3d8342f21ffac6afba40bf3512580f3f6452,26/06/2023 02:34:42,ESCANER
4441,"Guatemala",1,"Villa Nueva",15,453,400,27,25,17,4,5,18,8,0,6,0,8,4,2,2,45,1,3,36,1,3,0,10,19,1,3,1,1,1,272,19,2,272,0,272,--,399,125,251,272,272,Sumas Asentadas sin cuadrar,1,d7163af1e6cf55b00c1c05ff0e8bf2d64a0610e898c30a233ce3ee3cc1f3146a,26/06/2023 01:15:06,ESCANER
4442,"Guatemala",1,"Villa Nueva",15,453,400,29,29,13,4,4,11,7,1,1,11,12,6,2,2,36,3,1,34,3,1,3,7,16,2,4,0,2,4,248,20,3,271,0,271,--,397,126,248,271,271,Algún campo sin dato,1,fd24be909594a7ba832385f44f4171a1363c0f78703236de7aee229e24a0fea2,26/06/2023 02:43:25,ESCANER
4443,"Guatemala",1,"Villa Nueva",15,453,400,22,18,14,6,7,16,8,2,0,5,7,3,5,6,43,1,2,26,1,1,0,5,14,0,5,4,0,5,226,25,0,251,0,251,--,--,--,226,251,251,Algún campo sin dato,1,d009c9fcc72a68c54fa35efe278fd5cd39d2d2b47ecc99b37a62adc6b8a5d0e9,26/06/2023 04:47:08,ESCANER
4444,"Guatemala",1,"Villa Nueva",15,453,400,16,25,17,2,6,17,6,1,3,6,6,1,1,2,19,2,--,33,1,9,3,1,26,--,9,3,2,--,217,18,12,249,--,249,1,397,160,217,247,247,Sumas Asentadas sin cuadrar,1,ce1f7e1b2de52a16163bfb6f8c15b2a5d17ef99390f9117d070ed1b18b33af7a,26/06/2023 00:46:56,ESCANER
4445,"Guatemala",1,"Villa Nueva",15,453,400,21,16,20,0,8,15,5,7,3,3,5,1,4,1,38,1,1,25,1,3,3,1,30,1,9,1,3,0,215,5,0,231,5,400,--,400,169,226,231,236,Sumas Asentadas sin cuadrar,1,fa3d0ee928e7e497345d4b4f1b41739c8c39667770fb3bf5801a1014f37383bf,26/06/2023 01:56:06,ESCANER
4446,"Guatemala",1,"Villa Nueva",15,453,400,17,28,28,3,3,12,9,2,3,2,2,2,4,2,40,2,2,26,2,5,2,7,22,0,3,2,1,4,235,25,0,260,0,260,--,400,140,235,260,260,Algún campo sin dato,1,bdbe328d71d99bb7059a0e704a1d47987a222b70546d0c7edb5ca77fed9ac538,26/06/2023 01:26:39,ESCANER
4447,"Guatemala",1,"Villa Nueva",15,453,400,34,17,17,1,7,8,10,2,1,10,9,5,2,1,44,2,0,43,3,5,1,6,17,2,1,2,1,2,253,9,1,263,0,263,--,397,134,253,263,263,Algún campo sin dato,1,abd6c6b9e0f9771ecd8c36d62d8350aea77cadc7f79284db75ce7a17bc9166bc,26/06/2023 01:41:59,ESCANER
4448,"Guatemala",1,"Villa Nueva",15,453,400,28,21,8,5,5,19,4,3,5,7,7,4,4,6,37,4,2,32,2,10,1,3,15,1,9,0,3,4,249,8,1,258,0,397,--,--,--,249,258,258,Sumas Asentadas sin cuadrar,1,3af259ab558e2ef1933769193abaea55c4db76a7e325a6f19704327956c21a61,26/06/2023 02:49:48,ESCANER
4449,"Guatemala",1,"Villa Nueva",15,454,400,34,22,14,4,5,11,12,1,2,6,4,7,2,1,40,2,1,24,4,4,3,3,23,2,10,1,1,5,248,17,0,265,0,265,--,400,135,248,265,265,Algún campo sin dato,1,191424f4c4cbd3e21eea97b66e8295cee00e1324d02ff47b2ab6c66c1ae1d654,26/06/2023 00:10:45,ESCANER
4450,"Guatemala",1,"Villa Nueva",15,454,400,23,24,10,0,2,8,13,5,0,5,12,7,0,3,37,2,0,36,0,5,3,0,23,3,4,3,0,2,230,19,2,251,0,251,--,400,149,230,251,251,Algún campo sin dato,1,98d315b1deeb1276c267808a30f657dc32f57f9234f8a569fa09b80add1fb5cf,26/06/2023 01:45:38,ESCANER
4451,"Guatemala",1,"Villa Nueva",15,454,400,30,16,11,1,3,15,6,5,1,4,7,6,1,4,55,2,0,33,3,8,3,6,16,1,5,3,2,4,251,17,2,270,0,270,--,400,130,251,270,270,Algún campo sin dato,1,0e63a57e0c44d9fcd99b9c2e4cdfacda9d2aba2b6b9deb5af454aa906d843d35,26/06/2023 00:21:32,ESCANER
